Date,BSBR
2014-10-24,6.33
2014-10-27,6.15
2014-10-28,6.07
2014-10-29,5.86
2014-10-30,5.94
2014-10-31,5.48
2014-11-03,5.25
2014-11-04,5.52
2014-11-05,5.5
2014-11-06,5.56
2014-11-07,5.53
2014-11-10,5.56
2014-11-11,5.51
2014-11-12,5.56
2014-11-13,5.51
2014-11-14,5.41
2014-11-17,5.45
2014-11-18,5.51
2014-11-19,5.69
2014-11-20,5.7
2014-11-21,6.02
2014-11-24,5.92
2014-11-25,6.18
2014-11-26,6.08
2014-11-28,5.82
2014-12-01,5.65
2014-12-02,5.64
2014-12-03,5.73
2014-12-04,5.51
2014-12-05,5.53
2014-12-08,5.38
2014-12-09,5.34
2014-12-10,5.22
2014-12-11,5.1
2014-12-12,4.99
2014-12-15,4.76
2014-12-16,4.6
2014-12-17,4.84
2014-12-18,4.95
2014-12-19,4.93
2014-12-22,4.95
2014-12-23,4.92
2014-12-24,4.98
2014-12-26,5.02
2014-12-29,5.02
2014-12-30,5.03
2014-12-31,5.02
2015-01-02,4.85
2015-01-05,4.75
2015-01-06,4.78
2015-01-07,5.03
2015-01-08,4.94
2015-01-09,4.93
2015-01-12,4.83
2015-01-13,4.8
2015-01-14,4.94
2015-01-15,5.0
2015-01-16,5.07
2015-01-20,5.02
2015-01-21,5.16
2015-01-22,5.18
2015-01-23,5.14
2015-01-26,5.25
2015-01-27,5.22
2015-01-28,5.15
2015-01-29,5.14
2015-01-30,4.62
2015-02-02,4.64
2015-02-03,4.86
2015-02-04,4.9
2015-02-05,4.88
2015-02-06,4.79
2015-02-09,4.86
2015-02-10,4.64
2015-02-11,4.62
2015-02-12,4.88
2015-02-13,5.07
2015-02-17,5.12
2015-02-18,5.04
2015-02-19,5.03
2015-02-20,4.92
2015-02-23,4.91
2015-02-24,5.07
2015-02-25,4.94
2015-02-26,5.02
2015-02-27,4.98
2015-03-02,4.76
2015-03-03,4.76
2015-03-04,4.76
2015-03-05,4.76
2015-03-06,4.62
2015-03-09,4.48
2015-03-10,4.34
2015-03-11,4.37
2015-03-12,4.26
2015-03-13,4.2
2015-03-16,4.2
2015-03-17,4.34
2015-03-18,4.48
2015-03-19,4.39
2015-03-20,4.5
2015-03-23,4.56
2015-03-24,4.6
2015-03-25,4.5
2015-03-26,4.37
2015-03-27,4.29
2015-03-30,4.44
2015-03-31,4.41
2015-04-01,4.64
2015-04-02,4.76
2015-04-06,4.88
2015-04-07,4.78
2015-04-08,4.96
2015-04-09,4.87
2015-04-10,5.0
2015-04-13,4.84
2015-04-14,4.92
2015-04-15,5.06
2015-04-16,5.06
2015-04-17,4.89
2015-04-20,4.83
2015-04-21,4.89
2015-04-22,5.04
2015-04-23,5.12
2015-04-24,5.23
2015-04-27,5.23
2015-04-28,5.51
2015-04-29,5.47
2015-04-30,5.43
2015-05-01,5.46
2015-05-04,5.37
2015-05-05,5.57
2015-05-06,5.67
2015-05-07,5.7
2015-05-08,5.84
2015-05-11,5.66
2015-05-12,5.67
2015-05-13,5.68
2015-05-14,5.87
2015-05-15,5.93
2015-05-18,5.72
2015-05-19,5.63
2015-05-20,5.65
2015-05-21,5.48
2015-05-22,5.35
2015-05-26,5.18
2015-05-27,5.22
2015-05-28,5.12
2015-05-29,4.97
2015-06-01,4.95
2015-06-02,5.15
2015-06-03,5.04
2015-06-04,5.16
2015-06-05,5.09
2015-06-08,5.01
2015-06-09,5.01
2015-06-10,5.14
2015-06-11,5.22
2015-06-12,5.29
2015-06-15,5.19
2015-06-16,5.39
2015-06-17,5.37
2015-06-18,5.41
2015-06-19,5.3
2015-06-22,5.38
2015-06-23,5.45
2015-06-24,5.45
2015-06-25,5.32
2015-06-26,5.47
2015-06-29,5.3
2015-06-30,5.44
2015-07-01,5.34
2015-07-02,5.41
2015-07-06,5.32
2015-07-07,5.27
2015-07-08,5.06
2015-07-09,5.17
2015-07-10,5.35
2015-07-13,5.46
2015-07-14,5.59
2015-07-15,5.6
2015-07-16,5.46
2015-07-17,5.4
2015-07-20,5.35
2015-07-21,5.34
2015-07-22,5.12
2015-07-23,4.84
2015-07-24,4.79
2015-07-27,4.7
2015-07-28,4.83
2015-07-29,4.84
2015-07-30,4.64
2015-07-31,4.67
2015-08-03,4.75
2015-08-04,4.63
2015-08-05,4.62
2015-08-06,4.57
2015-08-07,4.38
2015-08-10,4.48
2015-08-11,4.35
2015-08-12,4.36
2015-08-13,4.17
2015-08-14,4.16
2015-08-17,4.09
2015-08-18,4.21
2015-08-19,4.12
2015-08-20,4.15
2015-08-21,4.01
2015-08-24,3.9
2015-08-25,3.9
2015-08-26,4.13
2015-08-27,4.24
2015-08-28,4.08
2015-08-31,4.0
2015-09-01,3.82
2015-09-02,3.98
2015-09-03,4.09
2015-09-04,3.78
2015-09-08,3.77
2015-09-09,3.73
2015-09-10,3.75
2015-09-11,3.63
2015-09-14,3.83
2015-09-15,3.81
2015-09-16,3.94
2015-09-17,3.7
2015-09-18,3.45
2015-09-21,3.38
2015-09-22,3.3
2015-09-23,3.12
2015-09-24,3.27
2015-09-25,3.23
2015-09-28,3.03
2015-09-29,3.08
2015-09-30,3.15
2015-10-01,3.2
2015-10-02,3.38
2015-10-05,3.51
2015-10-06,3.55
2015-10-07,3.87
2015-10-08,3.96
2015-10-09,4.04
2015-10-12,3.92
2015-10-13,3.55
2015-10-14,3.61
2015-10-15,3.63
2015-10-16,3.75
2015-10-19,3.65
2015-10-20,3.54
2015-10-21,3.53
2015-10-22,3.6
2015-10-23,3.67
2015-10-26,3.58
2015-10-27,3.58
2015-10-28,3.56
2015-10-29,3.51
2015-10-30,3.57
2015-11-02,3.61
2015-11-03,3.9
2015-11-04,3.94
2015-11-05,4.02
2015-11-06,3.91
2015-11-09,3.74
2015-11-10,3.83
2015-11-11,3.99
2015-11-12,3.87
2015-11-13,3.77
2015-11-16,3.88
2015-11-17,3.92
2015-11-18,4.04
2015-11-19,4.18
2015-11-20,4.28
2015-11-23,4.14
2015-11-24,4.2
2015-11-25,3.96
2015-11-27,3.85
2015-11-30,3.78
2015-12-01,3.76
2015-12-02,3.9
2015-12-03,4.02
2015-12-04,4.05
2015-12-07,4.12
2015-12-08,4.06
2015-12-09,4.12
2015-12-10,3.92
2015-12-11,3.94
2015-12-14,4.02
2015-12-15,4.05
2015-12-16,4.1
2015-12-17,4.11
2015-12-18,3.87
2015-12-21,3.79
2015-12-22,3.82
2015-12-23,3.96
2015-12-24,3.99
2015-12-28,4.09
2015-12-29,4.09
2015-12-30,3.95
2015-12-31,3.89
2016-01-04,3.75
2016-01-05,3.72
2016-01-06,3.69
2016-01-07,3.55
2016-01-08,3.55
2016-01-11,3.51
2016-01-12,3.41
2016-01-13,3.34
2016-01-14,3.37
2016-01-15,3.19
2016-01-19,3.25
2016-01-20,3.21
2016-01-21,3.13
2016-01-22,3.17
2016-01-25,3.07
2016-01-26,3.08
2016-01-27,3.08
2016-01-28,3.1
2016-01-29,3.2
2016-02-01,3.36
2016-02-02,3.05
2016-02-03,3.22
2016-02-04,3.47
2016-02-05,3.46
2016-02-08,3.34
2016-02-09,3.29
2016-02-10,3.34
2016-02-11,3.28
2016-02-12,3.33
2016-02-16,3.38
2016-02-17,3.56
2016-02-18,3.39
2016-02-19,3.43
2016-02-22,3.63
2016-02-23,3.54
2016-02-24,3.56
2016-02-25,3.52
2016-02-26,3.49
2016-02-29,3.68
2016-03-01,3.91
2016-03-02,4.06
2016-03-03,4.53
2016-03-04,4.61
2016-03-07,4.49
2016-03-08,4.51
2016-03-09,4.55
2016-03-10,4.53
2016-03-11,4.6
2016-03-14,4.51
2016-03-15,4.19
2016-03-16,4.36
2016-03-17,4.78
2016-03-18,4.73
2016-03-21,4.73
2016-03-22,4.73
2016-03-23,4.61
2016-03-24,4.59
2016-03-28,4.76
2016-03-29,4.76
2016-03-30,4.86
2016-03-31,4.65
2016-04-01,4.8
2016-04-04,4.58
2016-04-05,4.59
2016-04-06,4.51
2016-04-07,4.47
2016-04-08,4.62
2016-04-11,4.71
2016-04-12,4.82
2016-04-13,4.85
2016-04-14,4.75
2016-04-15,4.74
2016-04-18,4.76
2016-04-19,4.88
2016-04-20,4.86
2016-04-21,4.76
2016-04-22,4.76
2016-04-25,4.75
2016-04-26,4.86
2016-04-27,4.98
2016-04-28,5.03
2016-04-29,5.38
2016-05-02,5.16
2016-05-03,5.01
2016-05-04,5.15
2016-05-05,5.07
2016-05-06,5.21
2016-05-09,5.18
2016-05-10,5.38
2016-05-11,5.44
2016-05-12,5.42
2016-05-13,5.14
2016-05-16,5.16
2016-05-17,5.1
2016-05-18,5.05
2016-05-19,4.97
2016-05-20,5.04
2016-05-23,5.02
2016-05-24,5.0
2016-05-25,4.97
2016-05-26,5.04
2016-05-27,4.93
2016-05-31,4.8
2016-06-01,4.92
2016-06-02,5.01
2016-06-03,5.15
2016-06-06,5.12
2016-06-07,5.18
2016-06-08,5.48
2016-06-09,5.42
2016-06-10,5.15
2016-06-13,5.13
2016-06-14,4.96
2016-06-15,4.95
2016-06-16,5.03
2016-06-17,5.15
2016-06-20,5.26
2016-06-21,5.27
2016-06-22,5.26
2016-06-23,5.51
2016-06-24,5.18
2016-06-27,5.06
2016-06-28,5.26
2016-06-29,5.54
2016-06-30,5.7
2016-07-01,5.68
2016-07-05,5.5
2016-07-06,5.45
2016-07-07,5.42
2016-07-08,5.69
2016-07-11,5.78
2016-07-12,5.69
2016-07-13,5.8
2016-07-14,5.93
2016-07-15,5.89
2016-07-18,6.0
2016-07-19,5.93
2016-07-20,5.95
2016-07-21,5.85
2016-07-22,6.06
2016-07-25,6.02
2016-07-26,6.13
2016-07-27,6.08
2016-07-28,5.98
2016-07-29,6.25
2016-08-01,6.15
2016-08-02,6.07
2016-08-03,6.18
2016-08-04,6.41
2016-08-05,6.42
2016-08-08,6.56
2016-08-09,6.69
2016-08-10,6.69
2016-08-11,6.93
2016-08-12,6.88
2016-08-15,6.99
2016-08-16,6.92
2016-08-17,7.0
2016-08-18,7.01
2016-08-19,7.1
2016-08-22,6.93
2016-08-23,6.87
2016-08-24,6.92
2016-08-25,6.93
2016-08-26,6.84
2016-08-29,7.1
2016-08-30,7.02
2016-08-31,7.0
2016-09-01,6.94
2016-09-02,7.0
2016-09-06,7.15
2016-09-07,7.09
2016-09-08,7.1
2016-09-09,6.71
2016-09-12,6.88
2016-09-13,6.53
2016-09-14,6.47
2016-09-15,6.62
2016-09-16,6.55
2016-09-19,6.54
2016-09-20,6.6
2016-09-21,6.77
2016-09-22,6.76
2016-09-23,6.67
2016-09-26,6.58
2016-09-27,6.76
2016-09-28,6.92
2016-09-29,6.72
2016-09-30,6.7
2016-10-03,6.84
2016-10-04,6.69
2016-10-05,6.88
2016-10-06,6.87
2016-10-07,7.07
2016-10-10,7.04
2016-10-11,6.95
2016-10-12,6.92
2016-10-13,7.24
2016-10-14,7.36
2016-10-17,7.52
2016-10-18,7.88
2016-10-19,7.81
2016-10-20,7.87
2016-10-21,7.75
2016-10-24,7.88
2016-10-25,7.9
2016-10-26,7.94
2016-10-27,7.93
2016-10-28,7.91
2016-10-31,8.18
2016-11-01,7.93
2016-11-02,7.87
2016-11-03,7.84
2016-11-04,7.89
2016-11-07,8.29
2016-11-08,8.41
2016-11-09,8.11
2016-11-10,7.4
2016-11-11,7.32
2016-11-14,7.4
2016-11-15,7.89
2016-11-16,7.76
2016-11-17,7.64
2016-11-18,8.12
2016-11-21,8.56
2016-11-22,8.57
2016-11-23,8.36
2016-11-25,8.2
2016-11-28,8.39
2016-11-29,8.16
2016-11-30,8.25
2016-12-01,7.46
2016-12-02,7.59
2016-12-05,7.61
2016-12-06,7.82
2016-12-07,7.94
2016-12-08,7.95
2016-12-09,7.94
2016-12-12,7.83
2016-12-13,7.85
2016-12-14,7.65
2016-12-15,7.76
2016-12-16,7.88
2016-12-19,7.84
2016-12-20,8.0
2016-12-21,8.06
2016-12-22,8.13
2016-12-23,8.35
2016-12-27,8.47
2016-12-28,8.86
2016-12-29,9.02
2016-12-30,8.89
2017-01-03,9.3
2017-01-04,9.46
2017-01-05,9.18
2017-01-06,9.08
2017-01-09,9.26
2017-01-10,9.32
2017-01-11,9.49
2017-01-12,9.83
2017-01-13,9.76
2017-01-17,9.99
2017-01-18,9.65
2017-01-19,9.55
2017-01-20,9.71
2017-01-23,10.1
2017-01-24,9.82
2017-01-25,10.03
2017-01-26,10.05
2017-01-27,10.02
2017-01-30,9.87
2017-01-31,9.91
2017-02-01,10.14
2017-02-02,10.3
2017-02-03,10.34
2017-02-06,10.24
2017-02-07,10.12
2017-02-08,10.22
2017-02-09,10.4
2017-02-10,11.12
2017-02-13,11.36
2017-02-14,11.2
2017-02-15,11.61
2017-02-16,11.31
2017-02-17,11.13
2017-02-21,11.36
2017-02-22,11.47
2017-02-23,11.28
2017-02-24,11.05
2017-02-27,11.12
2017-02-28,10.96
2017-03-01,11.14
2017-03-02,10.93
2017-03-03,11.2
2017-03-06,10.99
2017-03-07,10.84
2017-03-08,10.37
2017-03-09,10.07
2017-03-10,10.18
2017-03-13,10.33
2017-03-14,10.16
2017-03-15,10.44
2017-03-16,10.26
2017-03-17,10.14
2017-03-20,10.34
2017-03-21,10.03
2017-03-22,9.81
2017-03-23,9.84
2017-03-24,9.9
2017-03-27,9.77
2017-03-28,8.89
2017-03-29,8.74
2017-03-30,8.89
2017-03-31,8.82
2017-04-03,8.86
2017-04-04,8.81
2017-04-05,8.36
2017-04-06,7.9
2017-04-07,7.89
2017-04-10,7.79
2017-04-11,7.81
2017-04-12,7.79
2017-04-13,7.55
2017-04-17,7.76
2017-04-18,7.99
2017-04-19,7.95
2017-04-20,7.96
2017-04-21,7.88
2017-04-24,8.17
2017-04-25,8.29
2017-04-26,8.3
2017-04-27,8.37
2017-04-28,8.57
2017-05-01,8.58
2017-05-02,8.87
2017-05-03,8.56
2017-05-04,8.29
2017-05-05,8.76
2017-05-08,8.55
2017-05-09,8.6
2017-05-10,8.73
2017-05-11,8.72
2017-05-12,9.07
2017-05-15,9.21
2017-05-16,9.12
2017-05-17,8.84
2017-05-18,7.25
2017-05-19,7.72
2017-05-22,7.53
2017-05-23,7.82
2017-05-24,7.78
2017-05-25,7.6
2017-05-26,7.76
2017-05-30,7.84
2017-05-31,7.74
2017-06-01,7.66
2017-06-02,7.6
2017-06-05,7.74
2017-06-06,7.76
2017-06-07,7.96
2017-06-08,7.77
2017-06-09,7.47
2017-06-12,7.33
2017-06-13,7.4
2017-06-14,7.53
2017-06-15,7.43
2017-06-16,7.47
2017-06-19,7.55
2017-06-20,7.4
2017-06-21,7.38
2017-06-22,7.42
2017-06-23,7.38
2017-06-26,7.6
2017-06-27,7.46
2017-06-28,7.45
2017-06-29,7.46
2017-06-30,7.53
2017-07-03,7.6
2017-07-05,7.67
2017-07-06,7.57
2017-07-07,7.72
2017-07-10,7.79
2017-07-11,7.93
2017-07-12,8.27
2017-07-13,8.27
2017-07-14,8.34
2017-07-17,8.35
2017-07-18,8.44
2017-07-19,8.24
2017-07-20,8.25
2017-07-21,8.18
2017-07-24,7.94
2017-07-25,8.01
2017-07-26,8.24
2017-07-27,8.18
2017-07-28,8.11
2017-07-31,8.13
2017-08-01,8.22
2017-08-02,8.4
2017-08-03,8.33
2017-08-04,8.29
2017-08-07,8.45
2017-08-08,8.63
2017-08-09,8.5
2017-08-10,8.32
2017-08-11,8.54
2017-08-14,8.62
2017-08-15,8.65
2017-08-16,8.74
2017-08-17,8.42
2017-08-18,8.63
2017-08-21,8.56
2017-08-22,8.7
2017-08-23,8.83
2017-08-24,8.91
2017-08-25,8.84
2017-08-28,8.83
2017-08-29,8.83
2017-08-30,8.85
2017-08-31,8.81
2017-09-01,8.95
2017-09-05,8.98
2017-09-06,9.31
2017-09-07,9.26
2017-09-08,9.11
2017-09-11,9.34
2017-09-12,9.18
2017-09-13,9.19
2017-09-14,8.96
2017-09-15,9.15
2017-09-18,9.08
2017-09-19,9.05
2017-09-20,8.99
2017-09-21,8.93
2017-09-22,9.14
2017-09-25,8.92
2017-09-26,8.78
2017-09-27,8.66
2017-09-28,8.6
2017-09-29,8.74
2017-10-02,8.75
2017-10-03,9.02
2017-10-04,8.87
2017-10-05,9.05
2017-10-06,9.08
2017-10-09,9.17
2017-10-10,9.48
2017-10-11,9.36
2017-10-12,9.31
2017-10-13,9.49
2017-10-16,9.76
2017-10-17,9.62
2017-10-18,9.55
2017-10-19,9.46
2017-10-20,9.34
2017-10-23,9.24
2017-10-24,9.32
2017-10-25,9.5
2017-10-26,8.99
2017-10-27,9.18
2017-10-30,8.94
2017-10-31,8.69
2017-11-01,8.86
2017-11-02,8.87
2017-11-03,8.8
2017-11-06,9.03
2017-11-07,8.83
2017-11-08,9.2
2017-11-09,9.0
2017-11-10,8.89
2017-11-13,8.88
2017-11-14,8.53
2017-11-15,8.66
2017-11-16,9.04
2017-11-17,9.2
2017-11-20,9.25
2017-11-21,9.32
2017-11-22,9.39
2017-11-24,9.35
2017-11-27,9.32
2017-11-28,9.25
2017-11-29,9.03
2017-11-30,8.75
2017-12-01,8.89
2017-12-04,9.27
2017-12-05,9.33
2017-12-06,9.5
2017-12-07,9.49
2017-12-08,9.64
2017-12-11,9.65
2017-12-12,9.91
2017-12-13,9.53
2017-12-14,9.44
2017-12-15,9.53
2017-12-18,9.55
2017-12-19,9.41
2017-12-20,9.39
2017-12-21,9.63
2017-12-22,9.46
2017-12-26,9.6
2017-12-27,9.55
2017-12-28,9.53
2017-12-29,9.67
2018-01-02,9.99
2018-01-03,10.01
2018-01-04,10.12
2018-01-05,10.21
2018-01-08,9.93
2018-01-09,9.89
2018-01-10,9.89
2018-01-11,10.08
2018-01-12,10.07
2018-01-16,10.02
2018-01-17,10.13
2018-01-18,10.06
2018-01-19,10.24
2018-01-22,10.5
2018-01-23,10.35
2018-01-24,11.07
2018-01-25,11.19
2018-01-26,11.58
2018-01-29,11.17
2018-01-30,11.14
2018-01-31,11.26
2018-02-01,11.52
2018-02-02,11.16
2018-02-05,10.72
2018-02-06,11.18
2018-02-07,10.74
2018-02-08,10.49
2018-02-09,10.64
2018-02-12,10.64
2018-02-13,10.78
2018-02-14,11.13
2018-02-15,11.22
2018-02-16,11.23
2018-02-20,11.07
2018-02-21,11.19
2018-02-22,11.35
2018-02-23,11.62
2018-02-26,11.83
2018-02-27,11.56
2018-02-28,11.28
2018-03-01,11.22
2018-03-02,11.19
2018-03-05,11.34
2018-03-06,11.31
2018-03-07,11.2
2018-03-08,11.08
2018-03-09,11.22
2018-03-12,11.36
2018-03-13,11.24
2018-03-14,11.32
2018-03-15,11.25
2018-03-16,11.39
2018-03-19,11.32
2018-03-20,11.34
2018-03-21,11.39
2018-03-22,11.15
2018-03-23,11.09
2018-03-26,11.29
2018-03-27,11.25
2018-03-28,11.43
2018-03-29,12.02
2018-04-02,11.91
2018-04-03,11.85
2018-04-04,11.8
2018-04-05,11.87
2018-04-06,11.47
2018-04-09,11.18
2018-04-10,11.21
2018-04-11,11.47
2018-04-12,11.57
2018-04-13,11.32
2018-04-16,10.89
2018-04-17,11.1
2018-04-18,11.55
2018-04-19,11.59
2018-04-20,11.34
2018-04-23,11.3
2018-04-24,11.31
2018-04-25,10.89
2018-04-26,10.9
2018-04-27,11.02
2018-04-30,10.84
2018-05-01,10.77
2018-05-02,10.4
2018-05-03,10.24
2018-05-04,10.26
2018-05-07,10.13
2018-05-08,9.94
2018-05-09,9.9
2018-05-10,10.38
2018-05-11,10.12
2018-05-14,9.95
2018-05-15,9.77
2018-05-16,9.99
2018-05-17,9.62
2018-05-18,9.42
2018-05-21,9.44
2018-05-22,9.67
2018-05-23,9.65
2018-05-24,9.53
2018-05-25,9.36
2018-05-29,8.9
2018-05-30,8.96
2018-05-31,8.95
2018-06-01,9.25
2018-06-04,9.47
2018-06-05,9.18
2018-06-06,8.72
2018-06-07,8.09
2018-06-08,8.49
2018-06-11,8.23
2018-06-12,8.21
2018-06-13,8.14
2018-06-14,7.71
2018-06-15,7.76
2018-06-18,7.69
2018-06-19,8.09
2018-06-20,8.07
2018-06-21,7.78
2018-06-22,7.92
2018-06-25,7.7
2018-06-26,7.55
2018-06-27,7.25
2018-06-28,7.46
2018-06-29,7.5
2018-07-02,7.38
2018-07-03,7.59
2018-07-05,7.47
2018-07-06,7.64
2018-07-09,7.71
2018-07-10,7.76
2018-07-11,7.67
2018-07-12,8.04
2018-07-13,8.13
2018-07-16,8.11
2018-07-17,8.42
2018-07-18,8.43
2018-07-19,8.36
2018-07-20,8.92
2018-07-23,8.76
2018-07-24,8.96
2018-07-25,9.62
2018-07-26,9.35
2018-07-27,9.61
2018-07-30,9.82
2018-07-31,9.66
2018-08-01,9.64
2018-08-02,9.66
2018-08-03,10.19
2018-08-06,10.05
2018-08-07,9.79
2018-08-08,9.72
2018-08-09,9.68
2018-08-10,9.15
2018-08-13,9.12
2018-08-14,9.25
2018-08-15,9.09
2018-08-16,9.02
2018-08-17,8.82
2018-08-20,8.75
2018-08-21,8.4
2018-08-22,8.67
2018-08-23,8.22
2018-08-24,8.27
2018-08-27,8.46
2018-08-28,8.29
2018-08-29,8.57
2018-08-30,8.25
2018-08-31,8.48
2018-09-04,7.99
2018-09-05,8.08
2018-09-06,8.29
2018-09-07,8.48
2018-09-10,8.37
2018-09-11,7.9
2018-09-12,8.07
2018-09-13,8.0
2018-09-14,8.14
2018-09-17,8.43
2018-09-18,8.64
2018-09-19,8.56
2018-09-20,8.72
2018-09-21,9.03
2018-09-24,8.7
2018-09-25,8.72
2018-09-26,8.82
2018-09-27,9.08
2018-09-28,8.81
2018-10-01,8.72
2018-10-02,9.51
2018-10-03,10.15
2018-10-04,10.16
2018-10-05,10.22
2018-10-08,11.07
2018-10-09,11.23
2018-10-10,10.55
2018-10-11,10.39
2018-10-12,10.74
2018-10-15,10.61
2018-10-16,10.94
2018-10-17,11.16
2018-10-18,10.77
2018-10-19,10.8
2018-10-22,11.1
2018-10-23,11.21
2018-10-24,10.75
2018-10-25,11.35
2018-10-26,11.81
2018-10-29,11.46
2018-10-30,12.06
2018-10-31,11.33
2018-11-01,11.35
2018-11-02,11.57
2018-11-05,11.13
2018-11-06,11.13
2018-11-07,11.1
2018-11-08,10.93
2018-11-09,11.22
2018-11-12,11.17
2018-11-13,10.92
2018-11-14,11.01
2018-11-15,11.35
2018-11-16,11.44
2018-11-19,11.33
2018-11-20,11.05
2018-11-21,11.14
2018-11-23,11.09
2018-11-26,10.39
2018-11-27,10.9
2018-11-28,11.24
2018-11-29,11.38
2018-11-30,11.2
2018-12-03,11.28
2018-12-04,11.04
2018-12-06,11.29
2018-12-07,11.17
2018-12-10,10.86
2018-12-11,10.79
2018-12-12,11.07
2018-12-13,11.26
2018-12-14,11.25
2018-12-17,10.99
2018-12-18,11.3
2018-12-19,11.1
2018-12-20,11.11
2018-12-21,10.79
2018-12-24,10.75
2018-12-26,10.87
2018-12-27,10.94
2018-12-28,11.01
2018-12-31,11.13
2019-01-02,12.16
2019-01-03,12.39
2019-01-04,12.8
2019-01-07,12.75
2019-01-08,12.55
2019-01-09,12.74
2019-01-10,12.78
2019-01-11,12.77
2019-01-14,13.02
2019-01-15,12.6
2019-01-16,12.55
2019-01-17,12.62
2019-01-18,12.87
2019-01-22,12.63
2019-01-23,13.25
2019-01-24,13.14
2019-01-25,13.2
2019-01-28,13.17
2019-01-29,13.2
2019-01-30,13.05
2019-01-31,13.3
2019-02-01,13.3
2019-02-04,13.7
2019-02-05,13.56
2019-02-06,12.88
2019-02-07,12.87
2019-02-08,13.1
2019-02-11,12.87
2019-02-12,13.18
2019-02-13,12.78
2019-02-14,13.17
2019-02-15,13.26
2019-02-19,13.28
2019-02-20,12.99
2019-02-21,12.92
2019-02-22,12.93
2019-02-25,12.7
2019-02-26,12.65
2019-02-27,12.49
2019-02-28,11.98
2019-03-01,11.75
2019-03-04,11.78
2019-03-05,11.79
2019-03-06,11.39
2019-03-07,11.37
2019-03-08,11.5
2019-03-11,11.94
2019-03-12,11.97
2019-03-13,12.36
2019-03-14,12.13
2019-03-15,12.09
2019-03-18,12.33
2019-03-19,12.2
2019-03-20,12.08
2019-03-21,11.71
2019-03-22,11.07
2019-03-25,11.3
2019-03-26,11.42
2019-03-27,10.58
2019-03-28,11.08
2019-03-29,11.23
2019-04-01,11.52
2019-04-02,11.45
2019-04-03,11.3
2019-04-04,11.62
2019-04-05,11.83
2019-04-08,11.79
2019-04-09,11.64
2019-04-10,11.76
2019-04-11,11.52
2019-04-12,11.45
2019-04-15,11.5
2019-04-16,11.66
2019-04-17,11.19
2019-04-18,11.45
2019-04-22,11.57
2019-04-23,11.71
2019-04-24,11.38
2019-04-25,11.47
2019-04-26,11.61
2019-04-29,11.6
2019-04-30,11.45
2019-05-01,11.33
2019-05-02,11.37
2019-05-03,11.46
2019-05-06,11.12
2019-05-07,10.98
2019-05-08,11.33
2019-05-09,11.09
2019-05-10,11.05
2019-05-13,10.58
2019-05-14,10.92
2019-05-15,10.72
2019-05-16,10.4
2019-05-17,10.11
2019-05-20,10.39
2019-05-21,10.91
2019-05-22,10.79
2019-05-23,10.56
2019-05-24,10.66
2019-05-28,11.0
2019-05-29,11.28
2019-05-30,11.49
2019-05-31,11.52
2019-06-03,11.53
2019-06-04,11.7
2019-06-05,11.36
2019-06-06,11.49
2019-06-07,11.55
2019-06-10,11.39
2019-06-11,11.54
2019-06-12,11.35
2019-06-13,11.33
2019-06-14,11.07
2019-06-17,11.06
2019-06-18,11.45
2019-06-19,11.58
2019-06-20,11.88
2019-06-21,11.8
2019-06-24,12.02
2019-06-25,11.69
2019-06-26,11.78
2019-06-27,11.83
2019-06-28,11.87
2019-07-01,11.92
2019-07-02,11.9
2019-07-03,12.06
2019-07-05,12.46
2019-07-08,12.2
2019-07-09,12.24
2019-07-10,12.39
2019-07-11,12.35
2019-07-12,12.37
2019-07-15,12.22
2019-07-16,12.31
2019-07-17,12.41
2019-07-18,12.8
2019-07-19,12.42
2019-07-22,12.42
2019-07-23,12.31
2019-07-24,12.14
2019-07-25,11.86
2019-07-26,11.98
2019-07-29,11.91
2019-07-30,11.56
2019-07-31,11.28
2019-08-01,11.04
2019-08-02,10.89
2019-08-05,10.47
2019-08-06,10.66
2019-08-07,10.86
2019-08-08,11.29
2019-08-09,11.12
2019-08-12,10.87
2019-08-13,10.98
2019-08-14,10.39
2019-08-15,10.57
2019-08-16,10.61
2019-08-19,10.35
2019-08-20,10.32
2019-08-21,10.41
2019-08-22,10.26
2019-08-23,9.86
2019-08-26,9.83
2019-08-27,9.78
2019-08-28,9.88
2019-08-29,10.14
2019-08-30,10.25
2019-09-03,9.87
2019-09-04,10.13
2019-09-05,10.48
2019-09-06,10.75
2019-09-09,10.98
2019-09-10,10.88
2019-09-11,10.89
2019-09-12,10.91
2019-09-13,11.01
2019-09-16,10.79
2019-09-17,10.9
2019-09-18,10.86
2019-09-19,10.66
2019-09-20,10.59
2019-09-23,10.42
2019-09-24,10.57
2019-09-25,10.67
2019-09-26,10.77
2019-09-27,11.07
2019-09-30,10.89
2019-10-01,10.8
2019-10-02,10.56
2019-10-03,10.75
2019-10-04,10.97
2019-10-07,10.57
2019-10-08,10.61
2019-10-09,10.86
2019-10-10,11.02
2019-10-11,11.2
2019-10-14,11.26
2019-10-15,11.0
2019-10-16,11.21
2019-10-17,11.08
2019-10-18,11.11
2019-10-21,11.09
2019-10-22,11.69
2019-10-23,12.01
2019-10-24,12.06
2019-10-25,12.25
2019-10-28,12.35
2019-10-29,12.22
2019-10-30,12.03
2019-10-31,11.74
2019-11-01,11.77
2019-11-04,11.74
2019-11-05,11.95
2019-11-06,11.6
2019-11-07,11.57
2019-11-08,11.13
2019-11-11,11.25
2019-11-12,10.97
