Date,PF
2013-08-05,25.82
2013-08-06,25.91
2013-08-07,25.450001
2013-08-08,25.370001000000002
2013-08-09,25.459999
2013-08-12,26.190001000000002
2013-08-13,26.219998999999998
2013-08-14,26.34
2013-08-15,26.59
2013-08-16,26.51
2013-08-19,26.5
2013-08-20,26.76
2013-08-21,26.83
2013-08-22,26.889999
2013-08-23,27.700001
2013-08-26,27.879998999999998
2013-08-27,27.139999
2013-08-28,27.450001
2013-08-29,27.33
2013-08-30,27.1
2013-09-03,27.59
2013-09-04,27.969998999999998
2013-09-05,27.799999
2013-09-06,27.68
2013-09-09,27.75
2013-09-10,27.66
2013-09-11,26.98
2013-09-12,26.620001000000002
2013-09-13,26.67
2013-09-16,27.059998999999998
2013-09-17,27.57
2013-09-18,27.450001
2013-09-19,26.120001000000002
2013-09-20,26.23
2013-09-23,26.5
2013-09-24,26.860001
2013-09-25,26.639999
2013-09-26,26.09
2013-09-27,26.07
2013-09-30,26.469998999999998
2013-10-01,26.219998999999998
2013-10-02,26.07
2013-10-03,26.030001000000002
2013-10-04,26.07
2013-10-07,25.83
2013-10-08,25.42
2013-10-09,25.280001000000002
2013-10-10,26.620001000000002
2013-10-11,26.620001000000002
2013-10-14,26.959999
2013-10-15,26.309998999999998
2013-10-16,26.790001
2013-10-17,27.01
2013-10-18,26.84
2013-10-21,26.450001
2013-10-22,26.809998999999998
2013-10-23,27.530001000000002
2013-10-24,27.43
2013-10-25,27.84
2013-10-28,27.860001
2013-10-29,27.110001
2013-10-30,26.879998999999998
2013-10-31,27.09
2013-11-01,27.120001000000002
2013-11-04,27.059998999999998
2013-11-05,26.959999
2013-11-06,27.040001
2013-11-07,27.07
2013-11-08,27.190001000000002
2013-11-11,26.99
2013-11-12,26.969998999999998
2013-11-13,27.360001
2013-11-14,28.290001
2013-11-15,28.360001
2013-11-18,28.450001
2013-11-19,28.469998999999998
2013-11-20,28.24
2013-11-21,28.27
2013-11-22,28.559998999999998
2013-11-25,28.370001000000002
2013-11-26,27.959999
2013-11-27,28.26
2013-11-29,27.59
2013-12-02,27.209999
2013-12-03,27.129998999999998
2013-12-04,27.370001000000002
2013-12-05,27.51
2013-12-06,27.73
2013-12-09,27.969998999999998
2013-12-10,27.02
2013-12-11,27.209999
2013-12-12,26.549999
2013-12-13,26.73
2013-12-16,26.73
2013-12-17,26.74
2013-12-18,26.709999
2013-12-19,26.709999
2013-12-20,26.84
2013-12-23,26.57
2013-12-24,26.9
2013-12-26,27.370001000000002
2013-12-27,27.24
2013-12-30,26.940001000000002
2013-12-31,27.459999
2014-01-02,27.370001000000002
2014-01-03,27.01
2014-01-06,27.0
2014-01-07,27.15
2014-01-08,27.16
2014-01-09,27.33
2014-01-10,27.34
2014-01-13,27.0
2014-01-14,27.879998999999998
2014-01-15,27.530001000000002
2014-01-16,27.559998999999998
2014-01-17,27.299999
2014-01-21,27.23
2014-01-22,27.059998999999998
2014-01-23,27.26
2014-01-24,26.549999
2014-01-27,26.51
2014-01-28,26.92
2014-01-29,26.82
2014-01-30,26.940001000000002
2014-01-31,27.0
2014-02-03,26.889999
2014-02-04,27.02
2014-02-05,26.98
2014-02-06,27.799999
2014-02-07,27.91
2014-02-10,27.91
2014-02-11,27.99
2014-02-12,28.0
2014-02-13,27.950001
2014-02-14,28.18
2014-02-18,28.17
2014-02-19,27.92
2014-02-20,28.18
2014-02-21,28.25
2014-02-24,27.969998999999998
2014-02-25,27.91
2014-02-26,28.15
2014-02-27,28.15
2014-02-28,28.32
2014-03-03,28.360001
2014-03-04,28.559998999999998
2014-03-05,28.5
2014-03-06,28.370001000000002
2014-03-07,28.969998999999998
2014-03-10,29.030001000000002
2014-03-11,28.84
2014-03-12,29.209999
2014-03-13,28.67
2014-03-14,29.129998999999998
2014-03-17,29.27
2014-03-18,29.02
2014-03-19,28.879998999999998
2014-03-20,29.129998999999998
2014-03-21,28.950001
2014-03-24,28.92
2014-03-25,28.9
2014-03-26,28.75
2014-03-27,28.93
2014-03-28,29.540001
2014-03-31,29.860001
2014-04-01,29.280001000000002
2014-04-02,29.559998999999998
2014-04-03,29.52
2014-04-04,28.9
2014-04-07,28.959999
2014-04-08,29.379998999999998
2014-04-09,29.889999
2014-04-10,29.75
2014-04-11,29.67
2014-04-14,29.75
2014-04-15,29.559998999999998
2014-04-16,29.790001
2014-04-17,29.940001000000002
2014-04-21,29.959999
2014-04-22,30.01
2014-04-23,30.07
2014-04-24,30.200001
2014-04-25,29.85
2014-04-28,29.98
2014-04-29,29.99
2014-04-30,30.4
2014-05-01,30.32
2014-05-02,30.57
2014-05-05,30.34
2014-05-06,30.280001000000002
2014-05-07,30.15
2014-05-08,30.24
2014-05-09,30.450001
2014-05-12,34.470001
2014-05-13,34.0
2014-05-14,33.400002
2014-05-15,33.75
2014-05-16,34.279999
2014-05-19,34.52
2014-05-20,34.209998999999996
2014-05-21,34.099998
2014-05-22,34.169998
2014-05-23,33.27
2014-05-27,31.48
2014-05-28,31.58
2014-05-29,31.68
2014-05-30,31.309998999999998
2014-06-02,31.75
2014-06-03,32.77
2014-06-04,32.470001
2014-06-05,31.84
2014-06-06,31.549999
2014-06-09,32.0
2014-06-10,31.48
2014-06-11,32.060001
2014-06-12,32.099998
2014-06-13,33.040001000000004
2014-06-16,33.34
2014-06-17,32.630001
2014-06-18,32.73
2014-06-19,33.240002000000004
2014-06-20,33.139998999999996
2014-06-23,32.639998999999996
2014-06-24,32.740002000000004
2014-06-25,32.349998
2014-06-26,33.209998999999996
2014-06-27,32.919998
2014-06-30,32.900002
2014-07-01,32.07
2014-07-02,31.48
2014-07-03,31.16
2014-07-07,31.57
2014-07-08,31.030001000000002
2014-07-09,31.059998999999998
2014-07-10,31.059998999999998
2014-07-11,31.360001
2014-07-14,31.42
2014-07-15,30.67
2014-07-16,31.0
2014-07-17,31.07
2014-07-18,31.35
2014-07-21,31.370001000000002
2014-07-22,31.58
2014-07-23,31.309998999999998
2014-07-24,31.440001000000002
2014-07-25,31.4
2014-07-28,31.040001
2014-07-29,30.889999
2014-07-30,30.469998999999998
2014-07-31,30.129998999999998
2014-08-01,30.690001000000002
2014-08-04,30.280001000000002
2014-08-05,30.33
2014-08-06,30.280001000000002
2014-08-07,30.49
2014-08-08,30.76
2014-08-11,30.629998999999998
2014-08-12,30.940001000000002
2014-08-13,31.4
2014-08-14,31.459999
2014-08-15,32.18
2014-08-18,32.400002
2014-08-19,32.029999
2014-08-20,32.16
2014-08-21,32.110001000000004
2014-08-22,32.220001
2014-08-25,32.240002000000004
2014-08-26,32.25
2014-08-27,32.349998
2014-08-28,32.310001
2014-08-29,32.360001000000004
2014-09-02,32.939999
2014-09-03,32.869999
2014-09-04,33.490002000000004
2014-09-05,33.82
2014-09-08,33.549999
2014-09-09,31.99
2014-09-10,32.139998999999996
2014-09-11,32.349998
2014-09-12,32.060001
2014-09-15,32.150002
2014-09-16,32.23
2014-09-17,32.169998
2014-09-18,31.780001000000002
2014-09-19,31.48
2014-09-22,31.370001000000002
2014-09-23,31.35
2014-09-24,31.59
2014-09-25,31.6
2014-09-26,32.25
2014-09-29,32.310001
2014-09-30,32.650002
2014-10-01,32.490002000000004
2014-10-02,32.279999
2014-10-03,32.52
2014-10-06,32.5
2014-10-07,32.119999
2014-10-08,32.450001
2014-10-09,32.630001
2014-10-10,32.990002000000004
2014-10-13,32.779999
2014-10-14,32.68
2014-10-15,32.119999
2014-10-16,31.85
2014-10-17,32.209998999999996
2014-10-20,32.5
2014-10-21,33.02
2014-10-22,32.970001
2014-10-23,33.009997999999996
2014-10-24,33.080002
2014-10-27,33.189999
2014-10-28,33.529999
2014-10-29,33.450001
2014-10-30,33.549999
2014-10-31,33.799999
2014-11-03,33.889998999999996
2014-11-04,33.669998
2014-11-05,33.84
2014-11-06,33.799999
2014-11-07,33.57
2014-11-10,33.540001000000004
2014-11-11,33.360001000000004
2014-11-12,33.68
2014-11-13,33.630001
2014-11-14,33.650002
2014-11-17,33.720001
2014-11-18,32.48
2014-11-19,32.900002
2014-11-20,33.099998
2014-11-21,33.450001
2014-11-24,33.099998
2014-11-25,33.18
2014-11-26,33.400002
2014-11-28,34.029999
2014-12-01,33.950001
2014-12-02,33.959998999999996
2014-12-03,34.389998999999996
2014-12-04,34.279999
2014-12-05,34.360001000000004
2014-12-08,34.299999
2014-12-09,34.330002
2014-12-10,34.419998
2014-12-11,34.689999
2014-12-12,34.459998999999996
2014-12-15,34.32
2014-12-16,34.209998999999996
2014-12-17,34.610001000000004
2014-12-18,34.990002000000004
2014-12-19,35.060001
2014-12-22,35.150002
2014-12-23,35.189999
2014-12-24,35.32
2014-12-26,35.599998
2014-12-29,35.790001000000004
2014-12-30,35.59
2014-12-31,35.299999
2015-01-02,35.139998999999996
2015-01-05,34.77
2015-01-06,34.860001000000004
2015-01-07,35.5
2015-01-08,35.639998999999996
2015-01-09,35.66
2015-01-12,35.119999
2015-01-13,35.360001000000004
2015-01-14,35.299999
2015-01-15,35.950001
2015-01-16,36.310001
2015-01-20,36.259997999999996
2015-01-21,36.130001
2015-01-22,36.07
2015-01-23,36.669998
2015-01-26,36.77
2015-01-27,36.799999
2015-01-28,36.380001
2015-01-29,36.459998999999996
2015-01-30,35.970001
2015-02-02,35.959998999999996
2015-02-03,36.189999
2015-02-04,36.669998
2015-02-05,36.779999
2015-02-06,36.990002000000004
2015-02-09,36.459998999999996
2015-02-10,36.419998
2015-02-11,35.959998999999996
2015-02-12,36.389998999999996
2015-02-13,36.18
2015-02-17,36.16
2015-02-18,36.299999
2015-02-19,36.009997999999996
2015-02-20,36.110001000000004
2015-02-23,35.389998999999996
2015-02-24,35.950001
2015-02-25,35.869999
2015-02-26,35.880001
2015-02-27,36.299999
2015-03-02,36.619999
2015-03-03,36.610001000000004
2015-03-04,36.919998
2015-03-05,37.060001
2015-03-06,36.810001
2015-03-09,37.009997999999996
2015-03-10,36.639998999999996
2015-03-11,37.529999
2015-03-12,38.759997999999996
2015-03-13,39.02
2015-03-16,39.720001
2015-03-17,39.299999
2015-03-18,39.799999
2015-03-19,40.209998999999996
2015-03-20,39.860001000000004
2015-03-23,39.790001000000004
2015-03-24,39.650002
2015-03-25,40.32
2015-03-26,40.369999
2015-03-27,40.889998999999996
2015-03-30,41.029999
2015-03-31,40.810001
2015-04-01,41.049999
2015-04-02,41.459998999999996
2015-04-06,41.41
2015-04-07,41.220001
2015-04-08,41.779999
2015-04-09,41.889998999999996
2015-04-10,41.639998999999996
2015-04-13,41.400002
2015-04-14,41.049999
2015-04-15,41.459998999999996
2015-04-16,41.380001
2015-04-17,40.970001
2015-04-20,41.380001
2015-04-21,41.41
2015-04-22,41.009997999999996
2015-04-23,40.84
2015-04-24,40.93
2015-04-27,40.700001
2015-04-28,40.32
2015-04-29,39.790001000000004
2015-04-30,40.549999
2015-05-01,40.439999
2015-05-04,40.66
2015-05-05,40.810001
2015-05-06,40.740002000000004
2015-05-07,41.139998999999996
2015-05-08,41.029999
2015-05-11,41.16
2015-05-12,41.240002000000004
2015-05-13,41.130001
2015-05-14,41.290001000000004
2015-05-15,42.110001000000004
2015-05-18,42.34
2015-05-19,42.68
2015-05-20,42.84
2015-05-21,42.77
2015-05-22,42.59
2015-05-26,42.209998999999996
2015-05-27,42.830002
2015-05-28,42.610001000000004
2015-05-29,42.150002
2015-06-01,42.400002
2015-06-02,42.23
2015-06-03,42.02
2015-06-04,41.950001
2015-06-05,41.91
2015-06-08,41.740002000000004
2015-06-09,41.790001000000004
2015-06-10,42.23
2015-06-11,42.209998999999996
2015-06-12,42.34
2015-06-15,42.040001000000004
2015-06-16,42.689999
2015-06-17,42.84
2015-06-18,43.099998
2015-06-19,46.810001
2015-06-22,47.259997999999996
2015-06-23,47.349998
2015-06-24,46.759997999999996
2015-06-25,47.119999
2015-06-26,45.990002000000004
2015-06-29,45.439999
2015-06-30,45.540001000000004
2015-07-01,46.66
2015-07-02,46.310001
2015-07-06,46.459998999999996
2015-07-07,46.619999
2015-07-08,46.360001000000004
2015-07-09,45.77
2015-07-10,46.060001
2015-07-13,46.029999
2015-07-14,45.990002000000004
2015-07-15,45.939999
2015-07-16,45.540001000000004
2015-07-17,45.419998
2015-07-20,45.439999
2015-07-21,45.48
2015-07-22,45.48
2015-07-23,44.869999
2015-07-24,44.580002
2015-07-27,44.619999
2015-07-28,45.110001000000004
2015-07-29,45.200001
2015-07-30,45.150002
2015-07-31,44.950001
2015-08-03,45.16
2015-08-04,45.099998
2015-08-05,45.299999
2015-08-06,45.0
2015-08-07,45.509997999999996
2015-08-10,45.720001
2015-08-11,45.970001
2015-08-12,45.150002
2015-08-13,45.950001
2015-08-14,47.139998999999996
2015-08-17,47.130001
2015-08-18,47.41
2015-08-19,47.150002
2015-08-20,46.77
2015-08-21,44.959998999999996
2015-08-24,43.66
2015-08-25,43.209998999999996
2015-08-26,44.23
2015-08-27,44.889998999999996
2015-08-28,45.169998
2015-08-31,44.84
2015-09-01,44.09
2015-09-02,45.07
2015-09-03,45.139998999999996
2015-09-04,44.389998999999996
2015-09-08,44.779999
2015-09-09,44.060001
2015-09-10,44.5
2015-09-11,45.25
2015-09-14,44.549999
2015-09-15,44.630001
2015-09-16,45.720001
2015-09-17,45.82
2015-09-18,45.279999
2015-09-21,45.889998999999996
2015-09-22,
2015-09-23,45.080002
2015-09-24,44.5
2015-09-25,44.5
2015-09-28,42.529999
2015-09-29,40.27
2015-09-30,41.880001
2015-10-01,42.07
2015-10-02,43.049999
2015-10-05,42.860001000000004
2015-10-06,41.93
2015-10-07,42.68
2015-10-08,43.200001
2015-10-09,43.259997999999996
2015-10-12,43.060001
2015-10-13,43.049999
2015-10-14,42.630001
2015-10-15,42.810001
2015-10-16,43.0
2015-10-19,42.880001
2015-10-20,43.060001
2015-10-21,42.98
2015-10-22,43.540001000000004
2015-10-23,43.240002000000004
2015-10-26,43.669998
2015-10-27,43.919998
2015-10-28,44.610001000000004
2015-10-29,43.970001
2015-10-30,44.080002
2015-11-02,43.619999
2015-11-03,43.66
2015-11-04,42.880001
2015-11-05,42.48
2015-11-06,41.830002
2015-11-09,41.740002000000004
2015-11-10,41.720001
2015-11-11,40.939999
2015-11-12,40.580002
2015-11-13,40.650002
2015-11-16,40.98
2015-11-17,41.52
2015-11-18,42.669998
2015-11-19,42.68
2015-11-20,42.970001
2015-11-23,43.200001
2015-11-24,42.57
2015-11-25,44.619999
2015-11-27,44.75
2015-11-30,43.540001000000004
2015-12-01,43.349998
2015-12-02,43.119999
2015-12-03,42.759997999999996
2015-12-04,43.290001000000004
2015-12-07,43.439999
2015-12-08,43.509997999999996
2015-12-09,43.299999
2015-12-10,42.799999
2015-12-11,41.869999
2015-12-14,41.790001000000004
2015-12-15,41.16
2015-12-16,42.200001
2015-12-17,41.48
2015-12-18,41.790001000000004
2015-12-21,42.57
2015-12-22,42.810001
2015-12-23,43.200001
2015-12-24,42.82
2015-12-28,42.75
2015-12-29,43.099998
2015-12-30,42.849998
2015-12-31,42.459998999999996
2016-01-04,42.25
2016-01-05,42.380001
2016-01-06,42.759997999999996
2016-01-07,42.759997999999996
2016-01-08,42.970001
2016-01-11,44.689999
2016-01-12,44.439999
2016-01-13,43.009997999999996
2016-01-14,42.130001
2016-01-15,41.720001
2016-01-19,41.220001
2016-01-20,40.27
2016-01-21,40.639998999999996
2016-01-22,42.09
2016-01-25,41.310001
2016-01-26,41.75
2016-01-27,41.630001
2016-01-28,41.720001
2016-01-29,42.889998999999996
2016-02-01,43.07
2016-02-02,42.959998999999996
2016-02-03,43.740002000000004
2016-02-04,42.459998999999996
2016-02-05,41.549999
2016-02-08,40.080002
2016-02-09,39.889998999999996
2016-02-10,40.810001
2016-02-11,39.98
2016-02-12,40.450001
2016-02-16,40.84
2016-02-17,41.009997999999996
2016-02-18,40.709998999999996
2016-02-19,41.439999
2016-02-22,41.599998
2016-02-23,42.029999
2016-02-24,42.290001000000004
2016-02-25,43.34
2016-02-26,43.27
2016-02-29,43.189999
2016-03-01,43.91
2016-03-02,44.529999
2016-03-03,44.389998999999996
2016-03-04,44.869999
2016-03-07,44.810001
2016-03-08,45.130001
2016-03-09,45.5
2016-03-10,45.43
2016-03-11,45.82
2016-03-14,45.779999
2016-03-15,45.52
2016-03-16,45.43
2016-03-17,45.610001000000004
2016-03-18,45.93
2016-03-21,45.950001
2016-03-22,46.080002
2016-03-23,43.57
2016-03-24,44.48
2016-03-28,44.740002000000004
2016-03-29,44.849998
2016-03-30,44.459998999999996
2016-03-31,44.68
2016-04-01,45.279999
2016-04-04,45.369999
2016-04-05,44.959998999999996
2016-04-06,44.990002000000004
2016-04-07,45.130001
2016-04-08,44.810001
2016-04-11,44.220001
2016-04-12,44.490002000000004
2016-04-13,44.099998
2016-04-14,44.0
2016-04-15,44.740002000000004
2016-04-18,44.959998999999996
2016-04-19,45.32
2016-04-20,44.68
2016-04-21,43.580002
2016-04-22,44.029999
2016-04-25,44.099998
2016-04-26,44.09
2016-04-27,43.950001
2016-04-28,43.139998999999996
2016-04-29,42.59
2016-05-02,42.639998999999996
2016-05-03,42.240002000000004
2016-05-04,42.150002
2016-05-05,42.209998999999996
2016-05-06,42.139998999999996
2016-05-09,42.630001
2016-05-10,43.34
2016-05-11,42.84
2016-05-12,43.080002
2016-05-13,42.919998
2016-05-16,42.610001000000004
2016-05-17,41.990002000000004
2016-05-18,42.099998
2016-05-19,42.0
2016-05-20,41.82
2016-05-23,42.080002
2016-05-24,42.27
2016-05-25,42.490002000000004
2016-05-26,42.5
2016-05-27,42.34
2016-05-31,42.130001
2016-06-01,42.34
2016-06-02,42.82
2016-06-03,43.09
2016-06-06,42.84
2016-06-07,43.119999
2016-06-08,43.639998999999996
2016-06-09,43.919998
2016-06-10,43.98
2016-06-13,43.369999
2016-06-14,43.32
2016-06-15,43.709998999999996
2016-06-16,43.990002000000004
2016-06-17,43.790001000000004
2016-06-20,43.509997999999996
2016-06-21,43.560001
2016-06-22,44.029999
2016-06-23,44.16
2016-06-24,43.48
2016-06-27,43.34
2016-06-28,43.77
2016-06-29,44.599998
2016-06-30,46.290001000000004
2016-07-01,46.110001000000004
2016-07-05,46.209998999999996
2016-07-06,46.939999
2016-07-07,47.099998
2016-07-08,48.060001
2016-07-11,47.18
2016-07-12,47.790001000000004
2016-07-13,48.279999
2016-07-14,48.66
2016-07-15,48.380001
2016-07-18,48.650002
2016-07-19,48.73
2016-07-20,48.700001
2016-07-21,48.34
2016-07-22,48.919998
2016-07-25,48.959998999999996
2016-07-26,48.330002
2016-07-27,47.560001
2016-07-28,48.82
2016-07-29,50.209998999999996
2016-08-01,50.360001000000004
2016-08-02,49.700001
2016-08-03,50.209998999999996
2016-08-04,50.130001
2016-08-05,49.669998
2016-08-08,49.330002
2016-08-09,49.34
2016-08-10,49.259997999999996
2016-08-11,49.459998999999996
2016-08-12,49.549999
2016-08-15,49.689999
2016-08-16,49.52
2016-08-17,49.869999
2016-08-18,50.43
2016-08-19,50.639998999999996
2016-08-22,50.919998
2016-08-23,50.950001
2016-08-24,50.669998
2016-08-25,50.240002000000004
2016-08-26,49.610001000000004
2016-08-29,50.84
2016-08-30,50.380001
2016-08-31,50.650002
2016-09-01,50.75
2016-09-02,51.450001
2016-09-06,51.849998
2016-09-07,51.810001
2016-09-08,51.5
2016-09-09,50.009997999999996
2016-09-12,50.540001000000004
2016-09-13,49.93
2016-09-14,49.610001000000004
2016-09-15,50.02
2016-09-16,50.220001
2016-09-19,50.509997999999996
2016-09-20,49.860001000000004
2016-09-21,50.080002
2016-09-22,50.040001000000004
2016-09-23,49.720001
2016-09-26,49.68
2016-09-27,49.59
2016-09-28,49.150002
2016-09-29,49.759997999999996
2016-09-30,50.169998
2016-10-03,50.720001
2016-10-04,50.5
2016-10-05,49.709998999999996
2016-10-06,49.68
2016-10-07,50.220001
2016-10-10,50.419998
2016-10-11,49.630001
2016-10-12,49.619999
2016-10-13,49.599998
2016-10-14,50.32
2016-10-17,49.970001
2016-10-18,51.439999
2016-10-19,51.439999
2016-10-20,51.080002
2016-10-21,51.23
2016-10-24,51.009997999999996
2016-10-25,51.080002
2016-10-26,50.41
2016-10-27,50.630001
2016-10-28,51.369999
2016-10-31,51.419998
2016-11-01,51.5
2016-11-02,51.32
2016-11-03,51.009997999999996
2016-11-04,51.139998999999996
2016-11-07,52.240002000000004
2016-11-08,52.639998999999996
2016-11-09,51.630001
2016-11-10,46.619999
2016-11-11,47.790001000000004
2016-11-14,47.240002000000004
2016-11-15,48.52
2016-11-16,49.049999
2016-11-17,49.799999
2016-11-18,49.810001
2016-11-21,50.040001000000004
2016-11-22,50.470001
2016-11-23,49.93
2016-11-25,50.439999
2016-11-28,50.099998
2016-11-29,50.389998999999996
2016-11-30,49.560001
2016-12-01,48.509997999999996
2016-12-02,48.77
2016-12-05,49.130001
2016-12-06,49.310001
2016-12-07,50.459998999999996
2016-12-08,51.240002000000004
2016-12-09,51.490002000000004
2016-12-12,51.43
2016-12-13,51.189999
2016-12-14,50.509997999999996
2016-12-15,50.939999
2016-12-16,52.09
2016-12-19,52.209998999999996
2016-12-20,52.23
2016-12-21,52.5
2016-12-22,52.939999
2016-12-23,53.25
2016-12-27,53.5
2016-12-28,53.43
2016-12-29,53.68
2016-12-30,53.450001
2017-01-03,53.709998999999996
2017-01-04,53.700001
2017-01-05,53.59
2017-01-06,53.27
2017-01-09,53.25
2017-01-10,53.0
2017-01-11,53.110001000000004
2017-01-12,52.880001
2017-01-13,53.060001
2017-01-17,53.439999
2017-01-18,53.560001
2017-01-19,53.200001
2017-01-20,53.290001000000004
2017-01-23,53.259997999999996
2017-01-24,53.560001
2017-01-25,53.139998999999996
2017-01-26,53.130001
2017-01-27,53.150002
2017-01-30,52.740002000000004
2017-01-31,53.189999
2017-02-01,53.040001000000004
2017-02-02,53.639998999999996
2017-02-03,54.029999
2017-02-06,53.650002
2017-02-07,54.169998
2017-02-08,54.07
2017-02-09,54.720001
2017-02-10,54.73
2017-02-13,54.43
2017-02-14,54.66
2017-02-15,54.93
2017-02-16,54.610001000000004
2017-02-17,54.860001000000004
2017-02-21,55.240002000000004
2017-02-22,54.630001
2017-02-23,56.689999
2017-02-24,57.5
2017-02-27,56.77
2017-02-28,57.130001
2017-03-01,57.73
2017-03-02,57.599998
2017-03-03,57.810001
2017-03-06,58.18
2017-03-07,57.509997999999996
2017-03-08,57.040001000000004
2017-03-09,57.380001
2017-03-10,57.849998
2017-03-13,57.720001
2017-03-14,58.599998
2017-03-15,58.830002
2017-03-16,58.82
2017-03-17,58.959998999999996
2017-03-20,58.740002000000004
2017-03-21,58.169998
2017-03-22,57.880001
2017-03-23,58.0
2017-03-24,57.880001
2017-03-27,57.630001
2017-03-28,57.900002
2017-03-29,57.990002000000004
2017-03-30,57.540001000000004
2017-03-31,57.869999
2017-04-03,57.939999
2017-04-04,57.860001000000004
2017-04-05,58.23
2017-04-06,58.419998
2017-04-07,58.009997999999996
2017-04-10,58.790001000000004
2017-04-11,59.099998
2017-04-12,59.209998999999996
2017-04-13,58.709998999999996
2017-04-17,58.84
2017-04-18,58.990002000000004
2017-04-19,58.639998999999996
2017-04-20,58.529999
2017-04-21,58.439999
2017-04-24,59.139998999999996
2017-04-25,58.919998
2017-04-26,57.860001000000004
2017-04-27,58.470001
2017-04-28,58.150002
2017-05-01,57.880001
2017-05-02,57.849998
2017-05-03,58.09
2017-05-04,58.09
2017-05-05,58.02
2017-05-08,58.209998999999996
2017-05-09,57.57
2017-05-10,58.299999
2017-05-11,58.16
2017-05-12,57.939999
2017-05-15,58.360001000000004
2017-05-16,58.700001
2017-05-17,58.860001000000004
2017-05-18,59.150002
2017-05-19,59.5
2017-05-22,61.290001000000004
2017-05-23,61.049999
2017-05-24,60.869999
2017-05-25,61.139998999999996
2017-05-26,61.650002
2017-05-30,60.650002
2017-05-31,62.310001
2017-06-01,66.16999799999999
2017-06-02,61.919998
2017-06-05,61.860001000000004
2017-06-06,61.52
2017-06-07,62.490002000000004
2017-06-08,61.75
2017-06-09,60.740002000000004
2017-06-12,60.389998999999996
2017-06-13,60.709998999999996
2017-06-14,61.209998999999996
2017-06-15,61.189999
2017-06-16,60.619999
2017-06-19,60.669998
2017-06-20,60.049999
2017-06-21,60.650002
2017-06-22,61.52
2017-06-23,61.919998
2017-06-26,61.919998
2017-06-27,61.029999
2017-06-28,61.299999
2017-06-29,59.990002000000004
2017-06-30,59.400002
2017-07-03,60.18
2017-07-05,59.599998
2017-07-06,59.139998999999996
2017-07-07,59.560001
2017-07-10,58.200001
2017-07-11,57.529999
2017-07-12,57.98
2017-07-13,58.509997999999996
2017-07-14,58.529999
2017-07-17,58.98
2017-07-18,59.189999
2017-07-19,61.279999
2017-07-20,61.389998999999996
2017-07-21,61.150002
2017-07-24,61.389998999999996
2017-07-25,62.0
2017-07-26,61.799999
2017-07-27,60.48
2017-07-28,59.779999
2017-07-31,59.380001
2017-08-01,59.150002
2017-08-02,59.669998
2017-08-03,58.990002000000004
2017-08-04,59.189999
2017-08-07,59.490002000000004
2017-08-08,58.970001
2017-08-09,58.740002000000004
2017-08-10,58.900002
2017-08-11,59.450001
2017-08-14,59.970001
2017-08-15,60.02
2017-08-16,60.599998
2017-08-17,60.119999
2017-08-18,60.650002
2017-08-21,60.740002000000004
2017-08-22,61.439999
2017-08-23,61.599998
2017-08-24,59.740002000000004
2017-08-25,59.369999
2017-08-28,59.049999
2017-08-29,58.66
2017-08-30,59.080002
2017-08-31,59.310001
2017-09-01,60.200001
2017-09-05,59.560001
2017-09-06,59.580002
2017-09-07,58.73
2017-09-08,59.0
