Date,COOP
2016-12-19,16.799999
2016-12-20,18.0
2016-12-21,16.799999
2016-12-22,16.559998999999998
2016-12-23,16.799999
2016-12-27,16.799999
2016-12-28,15.6
2016-12-29,16.200001
2016-12-30,18.6
2017-01-03,18.6
2017-01-04,18.0
2017-01-05,18.0
2017-01-06,18.0
2017-01-09,17.4
2017-01-10,18.0
2017-01-11,17.4
2017-01-12,17.4
2017-01-13,18.0
2017-01-17,17.4
2017-01-18,17.4
2017-01-19,16.799999
2017-01-20,17.4
2017-01-23,17.4
2017-01-24,17.4
2017-01-25,18.0
2017-01-26,17.4
2017-01-27,16.799999
2017-01-30,16.799999
2017-01-31,18.6
2017-02-01,17.4
2017-02-02,18.0
2017-02-03,17.4
2017-02-06,17.16
2017-02-07,16.799999
2017-02-08,16.799999
2017-02-09,16.799999
2017-02-10,16.799999
2017-02-13,16.200001
2017-02-14,15.6
2017-02-15,16.200001
2017-02-16,15.6
2017-02-17,15.96
2017-02-21,16.200001
2017-02-22,15.6
2017-02-23,15.6
2017-02-24,15.96
2017-02-27,16.200001
2017-02-28,16.200001
2017-03-01,15.6
2017-03-02,15.0
2017-03-03,15.6
2017-03-06,15.0
2017-03-07,14.4
2017-03-08,14.4
2017-03-09,14.16
2017-03-10,13.2
2017-03-13,13.8
2017-03-14,13.2
2017-03-15,15.0
2017-03-16,16.799999
2017-03-17,16.799999
2017-03-20,16.799999
2017-03-21,16.200001
2017-03-22,15.6
2017-03-23,16.200001
2017-03-24,15.6
2017-03-27,15.96
2017-03-28,15.6
2017-03-29,15.96
2017-03-30,16.799999
2017-03-31,17.4
2017-04-03,17.16
2017-04-04,17.4
2017-04-05,17.76
2017-04-06,18.0
2017-04-07,18.6
2017-04-10,18.6
2017-04-11,18.360001
2017-04-12,18.360001
2017-04-13,18.0
2017-04-17,18.0
2017-04-18,18.6
2017-04-19,18.0
2017-04-20,18.6
2017-04-21,18.6
2017-04-24,18.360001
2017-04-25,18.0
2017-04-26,18.0
2017-04-27,17.76
2017-04-28,18.0
2017-05-01,17.76
2017-05-02,16.799999
2017-05-03,16.559998999999998
2017-05-04,15.6
2017-05-05,15.6
2017-05-08,15.0
2017-05-09,15.6
2017-05-10,15.6
2017-05-11,15.0
2017-05-12,15.0
2017-05-15,15.24
2017-05-16,15.6
2017-05-17,15.0
2017-05-18,14.76
2017-05-19,14.4
2017-05-22,14.16
2017-05-23,14.4
2017-05-24,15.0
2017-05-25,14.4
2017-05-26,13.2
2017-05-30,13.8
2017-05-31,13.2
2017-06-01,14.4
2017-06-02,15.0
2017-06-05,13.8
2017-06-06,13.8
2017-06-07,13.2
2017-06-08,13.8
2017-06-09,13.8
2017-06-12,13.8
2017-06-13,14.16
2017-06-14,13.8
2017-06-15,13.8
2017-06-16,14.4
2017-06-19,14.4
2017-06-20,15.0
2017-06-21,15.0
2017-06-22,15.24
2017-06-23,15.6
2017-06-26,16.200001
2017-06-27,15.0
2017-06-28,15.6
2017-06-29,14.4
2017-06-30,15.0
2017-07-03,15.0
2017-07-05,14.4
2017-07-06,14.4
2017-07-07,15.0
2017-07-10,13.8
2017-07-11,13.8
2017-07-12,14.4
2017-07-13,13.8
2017-07-14,13.8
2017-07-17,14.4
2017-07-18,14.4
2017-07-19,15.0
2017-07-20,15.0
2017-07-21,15.6
2017-07-24,15.0
2017-07-25,15.0
2017-07-26,14.4
2017-07-27,14.4
2017-07-28,13.8
2017-07-31,13.8
2017-08-01,14.4
2017-08-02,13.8
2017-08-03,13.8
2017-08-04,13.8
2017-08-07,13.8
2017-08-08,13.8
2017-08-09,13.2
2017-08-10,13.2
2017-08-11,13.2
2017-08-14,13.8
2017-08-15,13.2
2017-08-16,13.8
2017-08-17,13.2
2017-08-18,14.4
2017-08-21,13.8
2017-08-22,15.0
2017-08-23,15.0
2017-08-24,14.76
2017-08-25,15.6
2017-08-28,14.4
2017-08-29,14.76
2017-08-30,15.0
2017-08-31,15.0
2017-09-01,15.6
2017-09-05,15.0
2017-09-06,15.0
2017-09-07,14.4
2017-09-08,14.4
2017-09-11,13.56
2017-09-12,13.2
2017-09-13,12.6
2017-09-14,13.2
2017-09-15,13.8
2017-09-18,13.8
2017-09-19,13.8
2017-09-20,13.2
2017-09-21,13.2
2017-09-22,13.2
2017-09-25,12.96
2017-09-26,12.6
2017-09-27,13.2
2017-09-28,12.6
2017-09-29,11.4
2017-10-02,12.0
2017-10-03,11.4
2017-10-04,10.68
2017-10-05,11.28
2017-10-06,11.4
2017-10-09,11.64
2017-10-10,11.28
2017-10-11,11.04
2017-10-12,10.8
2017-10-13,10.56
2017-10-16,10.8
2017-10-17,10.56
2017-10-18,10.56
2017-10-19,10.08
2017-10-20,9.96
2017-10-23,9.48
2017-10-24,8.76
2017-10-25,9.0
2017-10-26,10.08
2017-10-27,9.84
2017-10-30,10.08
2017-10-31,9.96
2017-11-01,9.72
2017-11-02,9.6
2017-11-03,9.24
2017-11-06,9.0
2017-11-07,8.76
2017-11-08,8.52
2017-11-09,8.4
2017-11-10,8.16
2017-11-13,7.8
2017-11-14,7.32
2017-11-15,7.8
2017-11-16,8.28
2017-11-17,8.52
2017-11-20,8.28
2017-11-21,8.64
2017-11-22,8.64
2017-11-24,8.64
2017-11-27,8.52
2017-11-28,9.0
2017-11-29,9.36
2017-11-30,10.08
2017-12-01,11.52
2017-12-04,10.92
2017-12-05,10.32
2017-12-06,10.44
2017-12-07,10.68
2017-12-08,10.8
2017-12-11,9.6
2017-12-12,9.72
2017-12-13,9.72
2017-12-14,9.48
2017-12-15,8.88
2017-12-18,9.12
2017-12-19,8.64
2017-12-20,8.52
2017-12-21,8.16
2017-12-22,8.04
2017-12-26,8.64
2017-12-27,9.36
2017-12-28,9.6
2017-12-29,10.2
2018-01-02,10.2
2018-01-03,9.96
2018-01-04,9.72
2018-01-05,10.92
2018-01-08,11.04
2018-01-09,10.68
2018-01-10,11.28
2018-01-11,12.36
2018-01-12,11.76
2018-01-16,11.76
2018-01-17,11.76
2018-01-18,11.52
2018-01-19,11.76
2018-01-22,11.88
2018-01-23,12.12
2018-01-24,11.64
2018-01-25,11.64
2018-01-26,11.88
2018-01-29,11.76
2018-01-30,11.52
2018-01-31,11.28
2018-02-01,10.56
2018-02-02,10.08
2018-02-05,9.0
2018-02-06,9.24
2018-02-07,9.12
2018-02-08,9.0
2018-02-09,9.24
2018-02-12,9.6
2018-02-13,14.76
2018-02-14,15.36
2018-02-15,15.6
2018-02-16,15.24
2018-02-20,15.0
2018-02-21,14.88
2018-02-22,14.76
2018-02-23,15.0
2018-02-26,15.48
2018-02-27,15.0
2018-02-28,15.48
2018-03-01,15.24
2018-03-02,15.72
2018-03-05,16.08
2018-03-06,16.68
2018-03-07,16.68
2018-03-08,16.440001000000002
2018-03-09,17.040001
2018-03-12,16.68
2018-03-13,16.200001
2018-03-14,16.440001000000002
2018-03-15,16.32
2018-03-16,18.24
2018-03-19,18.24
2018-03-20,18.360001
2018-03-21,17.879998999999998
2018-03-22,16.92
2018-03-23,17.040001
2018-03-26,17.16
2018-03-27,16.92
2018-03-28,16.92
2018-03-29,17.040001
2018-04-02,16.32
2018-04-03,16.32
2018-04-04,16.559998999999998
2018-04-05,16.68
2018-04-06,16.440001000000002
2018-04-09,16.559998999999998
2018-04-10,17.280001000000002
2018-04-11,17.280001000000002
2018-04-12,17.4
2018-04-13,17.280001000000002
2018-04-16,17.4
2018-04-17,17.040001
2018-04-18,17.280001000000002
2018-04-19,16.92
2018-04-20,17.16
2018-04-23,16.799999
2018-04-24,16.440001000000002
2018-04-25,16.68
2018-04-26,16.92
2018-04-27,16.68
2018-04-30,16.440001000000002
2018-05-01,16.68
2018-05-02,16.68
2018-05-03,16.799999
2018-05-04,16.799999
2018-05-07,16.68
2018-05-08,16.799999
2018-05-09,16.559998999999998
2018-05-10,16.559998999999998
2018-05-11,16.440001000000002
2018-05-14,16.440001000000002
2018-05-15,16.68
2018-05-16,16.68
2018-05-17,16.799999
2018-05-18,16.68
2018-05-21,16.799999
2018-05-22,16.68
2018-05-23,16.68
2018-05-24,16.559998999999998
2018-05-25,16.440001000000002
2018-05-29,16.559998999999998
2018-05-30,16.559998999999998
2018-05-31,16.200001
2018-06-01,16.440001000000002
2018-06-04,16.08
2018-06-05,16.200001
2018-06-06,16.08
2018-06-07,16.200001
2018-06-08,15.96
2018-06-11,16.08
2018-06-12,16.200001
2018-06-13,16.08
2018-06-14,16.08
2018-06-15,16.08
2018-06-18,15.96
2018-06-19,15.48
2018-06-20,16.08
2018-06-21,15.72
2018-06-22,16.200001
2018-06-25,15.84
2018-06-26,16.08
2018-06-27,15.72
2018-06-28,16.08
2018-06-29,16.08
2018-07-02,16.559998999999998
2018-07-03,17.16
2018-07-05,16.92
2018-07-06,16.92
2018-07-09,16.68
2018-07-10,16.68
2018-07-11,16.799999
2018-07-12,16.440001000000002
2018-07-13,16.440001000000002
2018-07-16,16.68
2018-07-17,16.559998999999998
2018-07-18,16.559998999999998
2018-07-19,16.32
2018-07-20,16.799999
2018-07-23,16.92
2018-07-24,17.639999
2018-07-25,17.52
2018-07-26,18.24
2018-07-27,17.879998999999998
2018-07-30,17.040001
2018-07-31,16.32
2018-08-01,17.16
2018-08-02,16.440001000000002
2018-08-03,15.96
2018-08-06,15.84
2018-08-07,15.96
2018-08-08,16.68
2018-08-09,16.559998999999998
2018-08-10,16.799999
2018-08-13,17.16
2018-08-14,17.4
2018-08-15,17.16
2018-08-16,18.0
2018-08-17,18.84
2018-08-20,19.799999
2018-08-21,19.200001
2018-08-22,19.08
2018-08-23,19.32
2018-08-24,18.84
2018-08-27,18.48
2018-08-28,18.24
2018-08-29,19.200001
2018-08-30,19.200001
2018-08-31,18.120001000000002
2018-09-04,18.48
2018-09-05,17.879998999999998
2018-09-06,18.120001000000002
2018-09-07,17.879998999999998
2018-09-10,17.52
2018-09-11,17.16
2018-09-12,17.639999
2018-09-13,18.24
2018-09-14,18.0
2018-09-17,17.4
2018-09-18,16.799999
2018-09-19,16.32
2018-09-20,16.32
2018-09-21,15.96
2018-09-24,16.440001000000002
2018-09-25,16.440001000000002
2018-09-26,16.559998999999998
2018-09-27,16.559998999999998
2018-09-28,16.68
2018-10-01,16.559998999999998
2018-10-02,16.440001000000002
2018-10-03,16.92
2018-10-04,16.68
2018-10-05,16.559998999999998
2018-10-08,16.200001
2018-10-09,16.08
2018-10-10,15.72
2018-10-11,15.94
2018-10-12,15.76
2018-10-15,15.62
2018-10-16,15.22
2018-10-17,14.76
2018-10-18,14.34
2018-10-19,14.58
2018-10-22,14.44
2018-10-23,14.53
2018-10-24,14.0
2018-10-25,14.25
2018-10-26,13.79
2018-10-29,13.8
2018-10-30,14.22
2018-10-31,14.49
2018-11-01,14.29
2018-11-02,14.21
2018-11-05,14.25
2018-11-06,14.29
2018-11-07,14.37
2018-11-08,15.32
2018-11-09,15.11
2018-11-12,14.57
2018-11-13,14.62
2018-11-14,14.6
2018-11-15,14.92
2018-11-16,14.88
2018-11-19,14.43
2018-11-20,14.22
2018-11-21,14.35
2018-11-23,14.19
2018-11-26,14.84
2018-11-27,14.76
2018-11-28,14.93
2018-11-29,14.54
2018-11-30,15.13
2018-12-03,14.84
2018-12-04,14.0
2018-12-06,14.1
2018-12-07,13.46
2018-12-10,13.85
2018-12-11,13.94
2018-12-12,14.19
2018-12-13,13.82
2018-12-14,13.34
2018-12-17,12.43
2018-12-18,12.33
2018-12-19,11.89
2018-12-20,11.61
2018-12-21,11.34
2018-12-24,11.44
2018-12-26,11.44
2018-12-27,11.3
2018-12-28,11.72
2018-12-31,11.67
2019-01-02,12.08
2019-01-03,12.0
2019-01-04,12.79
2019-01-07,13.29
2019-01-08,13.48
2019-01-09,13.62
2019-01-10,13.91
2019-01-11,13.75
2019-01-14,13.6
2019-01-15,13.79
2019-01-16,14.03
2019-01-17,14.09
2019-01-18,14.24
2019-01-22,14.2
2019-01-23,14.1
2019-01-24,14.32
2019-01-25,14.73
2019-01-28,14.99
2019-01-29,14.94
2019-01-30,15.23
2019-01-31,15.39
2019-02-01,15.34
2019-02-04,15.01
2019-02-05,15.15
2019-02-06,15.4
2019-02-07,15.22
2019-02-08,15.19
2019-02-11,14.59
2019-02-12,14.79
2019-02-13,14.57
2019-02-14,14.53
2019-02-15,14.79
2019-02-19,14.76
2019-02-20,14.56
2019-02-21,14.73
2019-02-22,14.55
2019-02-25,14.16
2019-02-26,13.99
2019-02-27,13.88
2019-02-28,13.65
2019-03-01,13.51
2019-03-04,13.29
2019-03-05,13.26
2019-03-06,13.46
2019-03-07,13.32
2019-03-08,13.01
2019-03-11,12.86
2019-03-12,12.51
2019-03-13,12.43
2019-03-14,12.42
2019-03-15,12.52
2019-03-18,12.35
2019-03-19,12.27
2019-03-20,11.0
2019-03-21,10.94
2019-03-22,10.07
2019-03-25,9.61
2019-03-26,9.61
2019-03-27,9.69
2019-03-28,9.78
2019-03-29,9.59
2019-04-01,9.51
2019-04-02,9.28
2019-04-03,9.34
2019-04-04,9.25
2019-04-05,9.37
2019-04-08,9.49
2019-04-09,9.22
2019-04-10,9.02
2019-04-11,8.72
2019-04-12,8.77
2019-04-15,9.01
2019-04-16,9.21
2019-04-17,8.75
2019-04-18,8.56
2019-04-22,8.38
2019-04-23,8.58
2019-04-24,8.56
2019-04-25,8.29
2019-04-26,8.56
2019-04-29,8.88
2019-04-30,8.6
2019-05-01,9.1
2019-05-02,9.15
2019-05-03,9.14
2019-05-06,9.03
2019-05-07,9.23
2019-05-08,9.43
2019-05-09,9.55
2019-05-10,9.58
2019-05-13,8.86
2019-05-14,9.12
2019-05-15,9.05
2019-05-16,9.1
2019-05-17,9.01
2019-05-20,8.91
2019-05-21,8.88
2019-05-22,9.02
2019-05-23,9.06
2019-05-24,9.23
2019-05-28,8.61
2019-05-29,8.48
2019-05-30,8.13
2019-05-31,7.57
2019-06-03,7.15
2019-06-04,7.61
2019-06-05,7.15
2019-06-06,6.91
2019-06-07,6.81
2019-06-10,7.24
2019-06-11,7.38
2019-06-12,7.18
2019-06-13,7.37
2019-06-14,7.16
2019-06-17,7.0
2019-06-18,7.25
2019-06-19,7.32
2019-06-20,7.31
2019-06-21,7.31
2019-06-24,7.16
2019-06-25,7.22
2019-06-26,7.68
2019-06-27,7.83
2019-06-28,8.01
2019-07-01,8.08
2019-07-02,7.9
2019-07-03,7.88
2019-07-05,8.14
2019-07-08,7.88
2019-07-09,7.91
2019-07-10,7.91
2019-07-11,8.07
2019-07-12,8.18
2019-07-15,7.9
2019-07-16,7.91
2019-07-17,7.6
2019-07-18,7.56
2019-07-19,7.59
2019-07-22,7.26
2019-07-23,7.27
2019-07-24,7.53
2019-07-25,7.41
2019-07-26,7.74
2019-07-29,7.66
2019-07-30,7.64
2019-07-31,7.61
2019-08-01,8.54
2019-08-02,9.04
2019-08-05,8.86
2019-08-06,8.94
2019-08-07,8.78
2019-08-08,9.09
2019-08-09,8.98
2019-08-12,9.39
2019-08-13,9.38
2019-08-14,9.05
2019-08-15,9.06
2019-08-16,9.61
2019-08-19,9.67
2019-08-20,9.54
2019-08-21,9.52
2019-08-22,9.54
2019-08-23,9.05
2019-08-26,9.09
2019-08-27,8.96
2019-08-28,8.7
2019-08-29,8.84
2019-08-30,8.81
2019-09-03,8.67
2019-09-04,8.38
2019-09-05,8.64
2019-09-06,8.83
2019-09-09,9.2
2019-09-10,9.69
2019-09-11,10.05
2019-09-12,10.31
2019-09-13,10.55
2019-09-16,10.93
2019-09-17,10.49
2019-09-18,10.8
2019-09-19,10.91
2019-09-20,11.15
2019-09-23,11.2
2019-09-24,11.04
2019-09-25,11.19
2019-09-26,10.91
2019-09-27,10.82
2019-09-30,10.62
2019-10-01,10.48
2019-10-02,10.51
2019-10-03,10.35
2019-10-04,10.5
2019-10-07,10.33
2019-10-08,10.4
2019-10-09,10.78
2019-10-10,10.69
2019-10-11,10.7
2019-10-14,10.84
2019-10-15,11.16
2019-10-16,11.11
2019-10-17,11.07
2019-10-18,11.49
2019-10-21,11.8
2019-10-22,12.14
2019-10-23,12.07
2019-10-24,12.1
2019-10-25,12.4
2019-10-28,12.39
2019-10-29,12.27
2019-10-30,12.21
2019-10-31,12.8
2019-11-01,12.8
2019-11-04,12.68
2019-11-05,12.65
2019-11-06,12.65
2019-11-07,12.77
2019-11-08,12.53
2019-11-11,12.55
2019-11-12,12.65
2019-11-13,12.73
2019-11-14,12.48
2019-11-15,12.33
2019-11-18,12.55
2019-11-19,12.68
2019-11-20,12.66
2019-11-21,12.5
2019-11-22,13.02
2019-11-25,13.4
2019-11-26,13.27
2019-11-27,13.38
2019-11-29,13.44
2019-12-02,13.47
2019-12-03,13.16
2019-12-04,13.3
2019-12-05,13.11
2019-12-06,13.35
2019-12-09,13.23
2019-12-10,12.98
2019-12-11,12.72
2019-12-12,12.81
2019-12-13,12.64
2019-12-16,12.71
2019-12-17,12.81
2019-12-18,12.65
2019-12-19,12.67
2019-12-20,12.74
2019-12-23,12.45
2019-12-24,12.47
2019-12-26,12.51
2019-12-27,12.83
2019-12-30,12.51
2019-12-31,12.51
2020-01-02,12.22
2020-01-03,12.16
2020-01-06,12.3
2020-01-07,12.35
2020-01-08,12.34
2020-01-09,13.37
2020-01-10,13.36
2020-01-13,13.77
2020-01-14,13.09
2020-01-15,12.77
2020-01-16,13.38
2020-01-17,13.63
2020-01-21,13.75
2020-01-22,13.32
2020-01-23,13.12
2020-01-24,12.86
2020-01-27,12.84
2020-01-28,12.79
2020-01-29,12.57
2020-01-30,12.84
2020-01-31,12.38
2020-02-03,12.68
2020-02-04,12.75
2020-02-05,12.99
2020-02-06,13.18
2020-02-07,13.78
2020-02-10,14.11
2020-02-11,14.15
2020-02-12,14.1
2020-02-13,14.13
2020-02-14,13.94
2020-02-18,14.43
2020-02-19,14.43
2020-02-20,14.34
2020-02-21,14.54
2020-02-24,13.65
2020-02-25,13.4
2020-02-26,13.51
2020-02-27,12.7
2020-02-28,12.83
2020-03-02,13.4
2020-03-03,12.87
2020-03-04,13.12
2020-03-05,12.22
2020-03-06,11.43
2020-03-09,9.79
2020-03-10,10.2
2020-03-11,9.17
2020-03-12,7.99
2020-03-13,8.08
2020-03-16,5.82
2020-03-17,6.54
2020-03-18,5.81
2020-03-19,6.8
2020-03-20,6.2
2020-03-23,5.5
2020-03-24,6.1
2020-03-25,6.95
2020-03-26,8.04
2020-03-27,6.76
2020-03-30,7.24
2020-03-31,7.33
2020-04-01,6.89
2020-04-02,6.77
2020-04-03,5.41
2020-04-06,5.86
2020-04-07,5.97
2020-04-08,7.16
2020-04-09,8.34
2020-04-13,8.61
2020-04-14,8.11
2020-04-15,7.71
2020-04-16,7.44
2020-04-17,8.24
2020-04-20,7.75
2020-04-21,8.48
2020-04-22,8.43
2020-04-23,8.29
2020-04-24,8.14
2020-04-27,8.48
2020-04-28,8.37
2020-04-29,9.39
2020-04-30,9.58
2020-05-01,8.8
2020-05-04,8.98
2020-05-05,9.01
2020-05-06,8.87
2020-05-07,9.04
2020-05-08,9.66
