Date,MXL
2015-04-07,8.45
2015-04-08,8.5
2015-04-09,8.48
2015-04-10,8.51
2015-04-13,8.43
2015-04-14,8.52
2015-04-15,8.76
2015-04-16,8.77
2015-04-17,8.58
2015-04-20,8.68
2015-04-21,8.54
2015-04-22,8.61
2015-04-23,8.88
2015-04-24,8.62
2015-04-27,8.67
2015-04-28,8.76
2015-04-29,8.7
2015-04-30,8.53
2015-05-01,9.03
2015-05-04,9.04
2015-05-05,8.85
2015-05-06,8.92
2015-05-07,8.91
2015-05-08,8.94
2015-05-11,9.09
2015-05-12,9.01
2015-05-13,9.09
2015-05-14,9.23
2015-05-15,9.31
2015-05-18,10.07
2015-05-19,10.26
2015-05-20,10.06
2015-05-21,9.95
2015-05-22,9.84
2015-05-26,9.77
2015-05-27,9.98
2015-05-28,9.97
2015-05-29,10.02
2015-06-01,10.22
2015-06-02,10.11
2015-06-03,10.76
2015-06-04,10.63
2015-06-05,10.7
2015-06-08,10.89
2015-06-09,12.27
2015-06-10,12.2
2015-06-11,12.23
2015-06-12,12.38
2015-06-15,12.62
2015-06-16,12.75
2015-06-17,12.74
2015-06-18,12.77
2015-06-19,13.2
2015-06-22,12.88
2015-06-23,12.86
2015-06-24,12.67
2015-06-25,12.61
2015-06-26,12.4
2015-06-29,12.1
2015-06-30,12.1
2015-07-01,12.07
2015-07-02,12.07
2015-07-06,12.08
2015-07-07,11.92
2015-07-08,11.58
2015-07-09,11.11
2015-07-10,11.44
2015-07-13,12.08
2015-07-14,12.09
2015-07-15,12.12
2015-07-16,12.11
2015-07-17,11.74
2015-07-20,11.65
2015-07-21,11.53
2015-07-22,11.29
2015-07-23,11.22
2015-07-24,10.82
2015-07-27,11.05
2015-07-28,11.07
2015-07-29,10.98
2015-07-30,11.02
2015-07-31,10.88
2015-08-03,10.9
2015-08-04,10.68
2015-08-05,10.78
2015-08-06,10.75
2015-08-07,11.12
2015-08-10,11.31
2015-08-11,10.36
2015-08-12,10.29
2015-08-13,10.06
2015-08-14,10.32
2015-08-17,10.37
2015-08-18,10.2
2015-08-19,10.17
2015-08-20,9.95
2015-08-21,9.77
2015-08-24,9.17
2015-08-25,9.35
2015-08-26,9.6
2015-08-27,9.82
2015-08-28,10.0
2015-08-31,9.95
2015-09-01,9.68
2015-09-02,9.86
2015-09-03,10.44
2015-09-04,10.46
2015-09-08,10.65
2015-09-09,10.4
2015-09-10,10.47
2015-09-11,10.3
2015-09-14,10.28
2015-09-15,10.35
2015-09-16,12.01
2015-09-17,12.73
2015-09-18,12.8
2015-09-21,12.47
2015-09-22,12.24
2015-09-23,12.14
2015-09-24,12.15
2015-09-25,11.74
2015-09-28,11.34
2015-09-29,11.66
2015-09-30,12.44
2015-10-01,12.0
2015-10-02,12.51
2015-10-05,12.48
2015-10-06,12.17
2015-10-07,12.41
2015-10-08,12.42
2015-10-09,13.08
2015-10-12,12.89
2015-10-13,12.35
2015-10-14,12.8
2015-10-15,13.15
2015-10-16,13.08
2015-10-19,13.57
2015-10-20,13.5
2015-10-21,13.31
2015-10-22,13.82
2015-10-23,13.47
2015-10-26,13.71
2015-10-27,13.42
2015-10-28,13.42
2015-10-29,13.11
2015-10-30,13.0
2015-11-02,13.16
2015-11-03,13.13
2015-11-04,16.790001
2015-11-05,16.559998999999998
2015-11-06,17.360001
2015-11-09,17.059998999999998
2015-11-10,16.809998999999998
2015-11-11,16.91
2015-11-12,16.280001000000002
2015-11-13,16.08
2015-11-16,15.89
2015-11-17,16.08
2015-11-18,16.780001000000002
2015-11-19,16.25
2015-11-20,16.59
2015-11-23,16.6
2015-11-24,16.92
2015-11-25,17.17
2015-11-27,17.209999
2015-11-30,17.5
2015-12-01,17.690001000000002
2015-12-02,16.98
2015-12-03,16.85
2015-12-04,17.190001000000002
2015-12-07,17.26
2015-12-08,17.17
2015-12-09,16.290001
2015-12-10,16.360001
2015-12-11,15.69
2015-12-14,15.28
2015-12-15,15.5
2015-12-16,15.49
2015-12-17,15.13
2015-12-18,15.11
2015-12-21,15.24
2015-12-22,15.45
2015-12-23,15.5
2015-12-24,15.41
2015-12-28,15.32
2015-12-29,15.44
2015-12-30,15.21
2015-12-31,14.73
2016-01-04,14.19
2016-01-05,13.49
2016-01-06,15.6
2016-01-07,14.95
2016-01-08,14.96
2016-01-11,15.5
2016-01-12,15.46
2016-01-13,15.1
2016-01-14,15.2
2016-01-15,14.39
2016-01-19,14.39
2016-01-20,14.67
2016-01-21,15.08
2016-01-22,15.61
2016-01-25,15.11
2016-01-26,15.37
2016-01-27,14.91
2016-01-28,14.78
2016-01-29,15.38
2016-02-01,15.49
2016-02-02,14.19
2016-02-03,13.8
2016-02-04,14.14
2016-02-05,13.88
2016-02-08,13.57
2016-02-09,14.62
2016-02-10,14.0
2016-02-11,13.77
2016-02-12,13.86
2016-02-16,14.62
2016-02-17,14.91
2016-02-18,14.76
2016-02-19,15.0
2016-02-22,15.75
2016-02-23,15.13
2016-02-24,15.7
2016-02-25,15.76
2016-02-26,15.81
2016-02-29,16.09
2016-03-01,16.700001
2016-03-02,17.15
2016-03-03,17.16
2016-03-04,17.51
2016-03-07,17.51
2016-03-08,16.530001000000002
2016-03-09,17.58
2016-03-10,17.26
2016-03-11,17.34
2016-03-14,17.08
2016-03-15,17.139999
2016-03-16,18.299999
2016-03-17,17.99
2016-03-18,18.620001000000002
2016-03-21,18.549999
2016-03-22,18.6
2016-03-23,17.969998999999998
2016-03-24,17.35
2016-03-28,17.84
2016-03-29,18.059998999999998
2016-03-30,17.889999
2016-03-31,18.5
2016-04-01,18.620001000000002
2016-04-04,18.59
2016-04-05,18.110001
2016-04-06,18.540001
2016-04-07,18.76
2016-04-08,18.309998999999998
2016-04-11,18.120001000000002
2016-04-12,17.700001
2016-04-13,18.030001000000002
2016-04-14,17.530001000000002
2016-04-15,17.58
2016-04-18,17.66
2016-04-19,15.86
2016-04-20,16.99
2016-04-21,17.219998999999998
2016-04-22,17.09
2016-04-25,16.780001000000002
2016-04-26,17.1
2016-04-27,17.17
2016-04-28,16.84
2016-04-29,16.75
2016-05-02,17.23
2016-05-03,16.92
2016-05-04,16.5
2016-05-05,16.35
2016-05-06,16.370001000000002
2016-05-09,16.43
2016-05-10,18.469998999999998
2016-05-11,18.08
2016-05-12,17.59
2016-05-13,18.41
2016-05-16,19.41
2016-05-17,19.280001000000002
2016-05-18,19.5
2016-05-19,19.049999
2016-05-20,19.370001000000002
2016-05-23,19.5
2016-05-24,19.98
2016-05-25,20.15
2016-05-26,20.07
2016-05-27,20.27
2016-05-31,20.719998999999998
2016-06-01,20.91
2016-06-02,20.860001
2016-06-03,20.549999
2016-06-06,20.719998999999998
2016-06-07,20.799999
2016-06-08,20.620001000000002
2016-06-09,20.620001000000002
2016-06-10,20.129998999999998
2016-06-13,19.91
2016-06-14,19.870001000000002
2016-06-15,19.99
2016-06-16,19.709999
2016-06-17,19.24
2016-06-20,19.209999
2016-06-21,19.129998999999998
2016-06-22,19.1
2016-06-23,19.4
2016-06-24,18.09
2016-06-27,17.030001000000002
2016-06-28,17.51
2016-06-29,17.42
2016-06-30,17.98
2016-07-01,17.84
2016-07-05,17.6
2016-07-06,17.809998999999998
2016-07-07,17.82
2016-07-08,19.5
2016-07-11,20.280001000000002
2016-07-12,20.719998999999998
2016-07-13,20.5
2016-07-14,20.610001
2016-07-15,20.530001000000002
2016-07-18,20.959999
2016-07-19,21.15
2016-07-20,21.32
2016-07-21,20.82
2016-07-22,21.1
2016-07-25,21.809998999999998
2016-07-26,22.360001
2016-07-27,22.26
2016-07-28,22.07
2016-07-29,21.809998999999998
2016-08-01,22.040001
2016-08-02,21.42
2016-08-03,21.440001000000002
2016-08-04,21.559998999999998
2016-08-05,21.549999
2016-08-08,21.9
2016-08-09,17.299999
2016-08-10,17.41
2016-08-11,17.629998999999998
2016-08-12,18.049999
2016-08-15,18.52
2016-08-16,18.6
2016-08-17,18.15
2016-08-18,18.18
2016-08-19,18.139999
2016-08-22,18.370001000000002
2016-08-23,18.559998999999998
2016-08-24,18.17
2016-08-25,18.51
2016-08-26,18.92
2016-08-29,19.190001000000002
2016-08-30,19.040001
2016-08-31,19.17
2016-09-01,19.52
2016-09-02,19.879998999999998
2016-09-06,19.809998999999998
2016-09-07,19.5
2016-09-08,19.360001
2016-09-09,18.5
2016-09-12,18.530001000000002
2016-09-13,18.18
2016-09-14,18.33
2016-09-15,19.139999
2016-09-16,19.209999
2016-09-19,19.280001000000002
2016-09-20,19.26
2016-09-21,19.9
2016-09-22,19.85
2016-09-23,19.43
2016-09-26,19.129998999999998
2016-09-27,19.709999
2016-09-28,19.709999
2016-09-29,19.870001000000002
2016-09-30,20.27
2016-10-03,20.459999
2016-10-04,21.07
2016-10-05,20.719998999999998
2016-10-06,20.9
2016-10-07,20.9
2016-10-10,21.389999
2016-10-11,20.49
2016-10-12,20.66
2016-10-13,19.700001
2016-10-14,19.67
2016-10-17,19.389999
2016-10-18,19.77
2016-10-19,19.620001000000002
2016-10-20,19.52
2016-10-21,19.34
2016-10-24,19.58
2016-10-25,19.65
2016-10-26,19.5
2016-10-27,18.370001000000002
2016-10-28,18.48
2016-10-31,18.709999
2016-11-01,18.700001
2016-11-02,18.59
2016-11-03,18.91
2016-11-04,18.92
2016-11-07,18.99
2016-11-08,21.23
2016-11-09,21.780001000000002
2016-11-10,20.709999
2016-11-11,21.200001
2016-11-14,21.15
2016-11-15,21.299999
2016-11-16,21.209999
2016-11-17,22.190001000000002
2016-11-18,22.34
2016-11-21,21.99
2016-11-22,22.309998999999998
2016-11-23,22.02
2016-11-25,21.91
2016-11-28,21.49
2016-11-29,21.379998999999998
2016-11-30,20.43
2016-12-01,19.469998999999998
2016-12-02,19.49
2016-12-05,19.889999
2016-12-06,20.18
2016-12-07,20.610001
2016-12-08,21.51
2016-12-09,20.85
2016-12-12,20.68
2016-12-13,20.780001000000002
2016-12-14,20.879998999999998
2016-12-15,21.610001
2016-12-16,21.5
2016-12-19,22.35
2016-12-20,22.370001000000002
2016-12-21,22.549999
2016-12-22,22.25
2016-12-23,22.299999
2016-12-27,22.700001
2016-12-28,22.120001000000002
2016-12-29,22.200001
2016-12-30,21.799999
2017-01-03,22.02
2017-01-04,21.98
2017-01-05,21.709999
2017-01-06,21.440001000000002
2017-01-09,22.610001
2017-01-10,22.870001000000002
2017-01-11,22.91
2017-01-12,23.690001000000002
2017-01-13,24.66
2017-01-17,24.790001
2017-01-18,24.33
2017-01-19,24.34
2017-01-20,24.27
2017-01-23,23.959999
2017-01-24,24.59
2017-01-25,25.139999
2017-01-26,24.969998999999998
2017-01-27,25.18
2017-01-30,25.26
2017-01-31,25.58
2017-02-01,25.82
2017-02-02,25.629998999999998
2017-02-03,26.08
2017-02-06,26.200001
2017-02-07,26.42
2017-02-08,26.84
2017-02-09,26.58
2017-02-10,27.35
2017-02-13,26.74
2017-02-14,26.77
2017-02-15,26.690001000000002
2017-02-16,26.76
2017-02-17,26.639999
2017-02-21,27.030001000000002
2017-02-22,26.83
2017-02-23,26.549999
2017-02-24,26.700001
2017-02-27,26.49
2017-02-28,26.040001
2017-03-01,26.34
2017-03-02,25.860001
2017-03-03,25.92
2017-03-06,26.030001000000002
2017-03-07,26.049999
2017-03-08,26.190001000000002
2017-03-09,26.16
2017-03-10,26.42
2017-03-13,26.32
2017-03-14,26.219998999999998
2017-03-15,26.43
2017-03-16,26.23
2017-03-17,26.360001
2017-03-20,27.27
2017-03-21,25.870001000000002
2017-03-22,25.940001000000002
2017-03-23,26.219998999999998
2017-03-24,26.5
2017-03-27,26.549999
2017-03-28,26.51
2017-03-29,27.950001
2017-03-30,27.98
2017-03-31,28.049999
2017-04-03,28.08
2017-04-04,27.9
2017-04-05,27.6
2017-04-06,28.030001000000002
2017-04-07,27.99
2017-04-10,27.73
2017-04-11,27.35
2017-04-12,27.08
2017-04-13,26.620001000000002
2017-04-17,26.860001
2017-04-18,26.870001000000002
2017-04-19,27.07
2017-04-20,27.719998999999998
2017-04-21,27.52
2017-04-24,27.83
2017-04-25,28.450001
2017-04-26,28.1
2017-04-27,28.620001000000002
2017-04-28,27.83
2017-05-01,28.08
2017-05-02,27.780001000000002
2017-05-03,27.559998999999998
2017-05-04,27.77
2017-05-05,27.799999
2017-05-08,27.84
2017-05-09,29.41
2017-05-10,29.790001
2017-05-11,30.120001000000002
2017-05-12,31.120001000000002
2017-05-15,31.75
2017-05-16,32.189999
2017-05-17,30.889999
2017-05-18,31.0
2017-05-19,31.110001
2017-05-22,31.73
2017-05-23,31.139999
2017-05-24,31.41
2017-05-25,31.17
2017-05-26,31.549999
2017-05-30,31.440001000000002
2017-05-31,31.15
2017-06-01,30.940001000000002
2017-06-02,30.870001000000002
2017-06-05,30.459999
2017-06-06,31.190001000000002
2017-06-07,30.68
2017-06-08,31.780001000000002
2017-06-09,30.309998999999998
2017-06-12,28.76
2017-06-13,28.93
2017-06-14,28.57
2017-06-15,28.059998999999998
2017-06-16,27.799999
2017-06-19,28.959999
2017-06-20,28.67
2017-06-21,29.6
2017-06-22,29.57
2017-06-23,29.860001
2017-06-26,29.15
2017-06-27,27.75
2017-06-28,28.299999
2017-06-29,27.889999
2017-06-30,27.889999
2017-07-03,27.48
2017-07-05,27.85
2017-07-06,27.790001
2017-07-07,28.16
2017-07-10,28.309998999999998
2017-07-11,28.6
2017-07-12,28.799999
2017-07-13,28.17
2017-07-14,28.780001000000002
2017-07-17,26.719998999999998
2017-07-18,26.809998999999998
2017-07-19,27.1
2017-07-20,27.33
2017-07-21,27.059998999999998
2017-07-24,26.73
2017-07-25,26.6
2017-07-26,26.879998999999998
2017-07-27,26.17
2017-07-28,26.219998999999998
2017-07-31,26.200001
2017-08-01,26.49
2017-08-02,24.59
2017-08-03,24.059998999999998
2017-08-04,24.24
2017-08-07,24.68
2017-08-08,24.690001000000002
2017-08-09,22.65
2017-08-10,22.15
2017-08-11,21.700001
2017-08-14,21.690001000000002
2017-08-15,21.940001000000002
2017-08-16,21.780001000000002
2017-08-17,20.870001000000002
2017-08-18,21.290001
2017-08-21,20.67
2017-08-22,20.809998999999998
2017-08-23,20.889999
2017-08-24,21.559998999999998
2017-08-25,21.719998999999998
2017-08-28,21.73
2017-08-29,21.360001
2017-08-30,21.51
2017-08-31,21.6
2017-09-01,21.77
2017-09-05,21.68
2017-09-06,22.450001
2017-09-07,22.23
2017-09-08,21.73
2017-09-11,22.280001000000002
2017-09-12,22.5
2017-09-13,22.6
2017-09-14,22.629998999999998
2017-09-15,23.209999
2017-09-18,23.219998999999998
2017-09-19,22.9
2017-09-20,22.700001
2017-09-21,22.639999
2017-09-22,22.950001
2017-09-25,22.25
2017-09-26,22.280001000000002
2017-09-27,23.33
2017-09-28,23.93
2017-09-29,23.75
2017-10-02,23.860001
2017-10-03,23.870001000000002
2017-10-04,23.610001
2017-10-05,23.440001000000002
2017-10-06,23.49
2017-10-09,23.540001
2017-10-10,23.610001
2017-10-11,23.65
2017-10-12,23.690001000000002
2017-10-13,23.440001000000002
2017-10-16,23.200001
2017-10-17,23.35
2017-10-18,23.540001
2017-10-19,23.18
2017-10-20,23.24
2017-10-23,23.15
2017-10-24,23.02
2017-10-25,23.110001
2017-10-26,23.299999
2017-10-27,23.940001000000002
2017-10-30,24.1
2017-10-31,24.469998999999998
2017-11-01,23.860001
2017-11-02,23.49
2017-11-03,23.65
2017-11-06,24.530001000000002
2017-11-07,23.73
2017-11-08,26.34
2017-11-09,26.040001
2017-11-10,25.959999
2017-11-13,26.0
2017-11-14,25.879998999999998
2017-11-15,25.43
2017-11-16,25.940001000000002
2017-11-17,26.41
2017-11-20,26.719998999999998
2017-11-21,27.25
2017-11-22,26.82
2017-11-24,27.219998999999998
2017-11-27,26.799999
2017-11-28,27.01
2017-11-29,26.049999
2017-11-30,26.41
2017-12-01,25.860001
2017-12-04,25.370001000000002
2017-12-05,25.309998999999998
2017-12-06,25.17
2017-12-07,24.969998999999998
2017-12-08,24.809998999999998
2017-12-11,24.879998999999998
2017-12-12,24.99
2017-12-13,25.24
2017-12-14,25.15
2017-12-15,25.559998999999998
2017-12-18,26.25
2017-12-19,25.59
2017-12-20,25.92
2017-12-21,26.75
2017-12-22,26.57
2017-12-26,26.360001
2017-12-27,26.610001
2017-12-28,26.82
2017-12-29,26.42
2018-01-02,27.190001000000002
2018-01-03,27.219998999999998
2018-01-04,27.209999
2018-01-05,27.459999
2018-01-08,27.82
2018-01-09,28.0
2018-01-10,27.110001
2018-01-11,26.76
2018-01-12,26.780001000000002
2018-01-16,25.879998999999998
2018-01-17,25.950001
2018-01-18,25.09
2018-01-19,25.16
2018-01-22,25.27
2018-01-23,25.540001
2018-01-24,25.790001
2018-01-25,26.200001
2018-01-26,27.389999
2018-01-29,26.84
2018-01-30,26.18
2018-01-31,25.790001
2018-02-01,25.66
2018-02-02,25.07
2018-02-05,24.950001
2018-02-06,25.16
2018-02-07,24.98
2018-02-08,24.16
2018-02-09,24.59
2018-02-12,25.24
2018-02-13,25.52
2018-02-14,23.219998999999998
2018-02-15,23.059998999999998
2018-02-16,22.889999
2018-02-20,23.120001000000002
2018-02-21,23.0
2018-02-22,23.0
2018-02-23,23.42
2018-02-26,23.799999
2018-02-27,23.309998999999998
2018-02-28,22.73
2018-03-01,22.700001
2018-03-02,22.75
2018-03-05,23.139999
2018-03-06,23.5
2018-03-07,23.75
2018-03-08,24.42
2018-03-09,25.120001000000002
2018-03-12,25.690001000000002
2018-03-13,25.25
2018-03-14,25.0
2018-03-15,24.85
2018-03-16,24.700001
2018-03-19,23.940001000000002
2018-03-20,24.01
2018-03-21,24.610001
2018-03-22,23.780001000000002
2018-03-23,23.02
2018-03-26,23.43
2018-03-27,23.02
2018-03-28,22.52
2018-03-29,22.75
2018-04-02,22.610001
2018-04-03,22.01
2018-04-04,22.82
2018-04-05,23.219998999999998
2018-04-06,22.379998999999998
2018-04-09,22.309998999999998
2018-04-10,23.120001000000002
2018-04-11,22.950001
2018-04-12,23.290001
2018-04-13,23.17
2018-04-16,23.059998999999998
2018-04-17,23.58
2018-04-18,23.66
2018-04-19,23.219998999999998
2018-04-20,23.27
2018-04-23,23.07
2018-04-24,22.93
2018-04-25,22.459999
2018-04-26,22.639999
2018-04-27,22.059998999999998
2018-04-30,22.33
2018-05-01,23.32
2018-05-02,23.48
2018-05-03,23.09
2018-05-04,23.43
2018-05-07,23.85
2018-05-08,23.83
2018-05-09,18.84
2018-05-10,19.0
2018-05-11,18.889999
2018-05-14,18.66
2018-05-15,18.99
2018-05-16,19.17
2018-05-17,19.1
2018-05-18,19.059998999999998
2018-05-21,18.940001000000002
2018-05-22,18.719998999999998
2018-05-23,18.5
2018-05-24,18.559998999999998
2018-05-25,18.860001
2018-05-29,18.889999
2018-05-30,18.690001000000002
2018-05-31,18.35
2018-06-01,18.66
2018-06-04,18.950001
2018-06-05,19.030001000000002
2018-06-06,19.59
2018-06-07,20.02
2018-06-08,19.58
2018-06-11,18.67
2018-06-12,18.77
2018-06-13,18.209999
2018-06-14,17.799999
2018-06-15,17.67
2018-06-18,17.4
2018-06-19,17.040001
2018-06-20,16.870001000000002
2018-06-21,16.610001
2018-06-22,16.41
2018-06-25,16.1
2018-06-26,16.02
2018-06-27,15.73
2018-06-28,15.72
2018-06-29,15.59
2018-07-02,16.5
2018-07-03,16.59
2018-07-05,16.940001000000002
2018-07-06,17.0
2018-07-09,17.0
2018-07-10,17.120001000000002
2018-07-11,17.01
2018-07-12,17.200001
2018-07-13,16.549999
2018-07-16,17.01
2018-07-17,17.280001000000002
2018-07-18,17.110001
2018-07-19,17.41
2018-07-20,17.219998999999998
2018-07-23,17.16
2018-07-24,17.1
2018-07-25,17.1
2018-07-26,17.059998999999998
2018-07-27,16.860001
2018-07-30,16.98
2018-07-31,17.309998999999998
2018-08-01,17.139999
2018-08-02,17.51
2018-08-03,17.02
2018-08-06,17.309998999999998
2018-08-07,17.9
2018-08-08,17.67
2018-08-09,18.299999
2018-08-10,18.4
2018-08-13,19.139999
2018-08-14,19.27
2018-08-15,18.91
2018-08-16,19.48
2018-08-17,19.040001
2018-08-20,18.790001
2018-08-21,18.889999
2018-08-22,18.780001000000002
2018-08-23,18.77
2018-08-24,18.92
2018-08-27,18.91
2018-08-28,19.02
2018-08-29,19.1
2018-08-30,19.200001
2018-08-31,19.280001000000002
2018-09-04,18.879998999999998
2018-09-05,18.799999
2018-09-06,18.49
2018-09-07,18.41
2018-09-10,18.51
2018-09-11,18.35
2018-09-12,18.280001000000002
2018-09-13,18.43
2018-09-14,18.65
2018-09-17,18.66
2018-09-18,19.219998999999998
2018-09-19,19.360001
2018-09-20,19.52
2018-09-21,20.030001000000002
2018-09-24,20.190001000000002
2018-09-25,20.030001000000002
2018-09-26,19.51
2018-09-27,19.549999
2018-09-28,19.879998999999998
2018-10-01,19.950001
2018-10-02,19.76
2018-10-03,19.84
2018-10-04,19.129998999999998
2018-10-05,17.9
2018-10-08,17.450001
2018-10-09,17.09
2018-10-10,16.530001000000002
2018-10-11,16.690001000000002
2018-10-12,16.41
2018-10-15,16.969998999999998
2018-10-16,17.68
2018-10-17,17.77
2018-10-18,17.0
2018-10-19,16.690001000000002
2018-10-22,16.889999
2018-10-23,16.950001
2018-10-24,16.139999
2018-10-25,15.39
2018-10-26,15.42
2018-10-29,15.94
2018-10-30,17.01
2018-10-31,19.41
2018-11-01,20.09
2018-11-02,20.309998999999998
2018-11-05,19.84
2018-11-06,20.08
2018-11-07,19.370001000000002
2018-11-08,19.48
2018-11-09,18.950001
2018-11-12,18.209999
2018-11-13,18.17
2018-11-14,18.870001000000002
2018-11-15,19.07
2018-11-16,19.389999
2018-11-19,18.969998999999998
2018-11-20,18.51
2018-11-21,18.85
2018-11-23,18.82
2018-11-26,19.83
2018-11-27,19.35
2018-11-28,20.23
2018-11-29,20.190001000000002
2018-11-30,20.4
2018-12-03,20.76
2018-12-04,20.02
2018-12-06,19.719998999999998
2018-12-07,18.879998999999998
2018-12-10,18.76
2018-12-11,18.870001000000002
2018-12-12,19.23
2018-12-13,18.85
2018-12-14,18.690001000000002
2018-12-17,17.93
2018-12-18,18.16
2018-12-19,17.540001
2018-12-20,17.059998999999998
2018-12-21,16.370001000000002
2018-12-24,16.139999
2018-12-26,16.969998999999998
2018-12-27,17.48
2018-12-28,17.629998999999998
2018-12-31,17.6
2019-01-02,17.639999
2019-01-03,16.690001000000002
2019-01-04,17.17
2019-01-07,17.4
2019-01-08,17.18
2019-01-09,18.16
2019-01-10,18.799999
2019-01-11,19.0
2019-01-14,17.889999
2019-01-15,18.1
2019-01-16,17.9
2019-01-17,17.950001
2019-01-18,18.24
2019-01-22,17.530001000000002
2019-01-23,17.379998999999998
2019-01-24,17.66
2019-01-25,18.700001
2019-01-28,18.879998999999998
2019-01-29,18.83
2019-01-30,19.309998999999998
2019-01-31,19.620001000000002
2019-02-01,19.040001
2019-02-04,19.74
2019-02-05,19.74
2019-02-06,21.940001000000002
2019-02-07,21.76
2019-02-08,21.73
2019-02-11,21.91
2019-02-12,22.309998999999998
2019-02-13,22.440001000000002
2019-02-14,22.690001000000002
2019-02-15,22.91
2019-02-19,22.959999
2019-02-20,23.200001
2019-02-21,23.129998999999998
2019-02-22,23.629998999999998
2019-02-25,23.57
2019-02-26,24.549999
2019-02-27,24.709999
2019-02-28,25.139999
2019-03-01,25.73
2019-03-04,25.790001
2019-03-05,25.389999
2019-03-06,24.860001
2019-03-07,24.299999
2019-03-08,24.459999
2019-03-11,25.059998999999998
2019-03-12,25.030001000000002
2019-03-13,25.25
2019-03-14,24.780001000000002
2019-03-15,25.370001000000002
2019-03-18,25.290001
2019-03-19,25.43
2019-03-20,25.209999
2019-03-21,25.809998999999998
2019-03-22,24.35
2019-03-25,24.35
2019-03-26,24.799999
2019-03-27,24.780001000000002
2019-03-28,25.25
2019-03-29,25.530001000000002
2019-04-01,26.18
2019-04-02,25.969998999999998
2019-04-03,26.65
2019-04-04,26.719998999999998
2019-04-05,26.700001
2019-04-08,26.639999
2019-04-09,26.5
2019-04-10,26.940001000000002
2019-04-11,26.85
2019-04-12,27.43
2019-04-15,27.32
2019-04-16,27.709999
2019-04-17,27.65
2019-04-18,27.719998999999998
2019-04-22,27.559998999999998
2019-04-23,27.889999
2019-04-24,28.610001
2019-04-25,27.6
2019-04-26,27.540001
2019-04-29,26.969998999999998
2019-04-30,26.91
2019-05-01,26.620001000000002
2019-05-02,25.07
2019-05-03,26.139999
2019-05-06,25.99
2019-05-07,25.059998999999998
2019-05-08,25.1
2019-05-09,25.209999
2019-05-10,25.08
2019-05-13,23.9
2019-05-14,24.33
2019-05-15,24.700001
2019-05-16,23.91
2019-05-17,23.18
2019-05-20,22.209999
2019-05-21,22.370001000000002
2019-05-22,21.65
2019-05-23,21.370001000000002
2019-05-24,21.360001
2019-05-28,20.76
2019-05-29,21.110001
2019-05-30,21.15
2019-05-31,21.17
2019-06-03,21.440001000000002
2019-06-04,21.879998999999998
2019-06-05,21.4
2019-06-06,21.74
2019-06-07,21.68
2019-06-10,22.450001
2019-06-11,22.129998999999998
2019-06-12,21.85
2019-06-13,21.959999
2019-06-14,22.18
2019-06-17,21.92
2019-06-18,22.82
2019-06-19,22.879998999999998
2019-06-20,23.15
2019-06-21,23.02
2019-06-24,22.469998999999998
2019-06-25,22.370001000000002
2019-06-26,22.719998999999998
2019-06-27,23.35
2019-06-28,23.440001000000002
2019-07-01,24.32
2019-07-02,24.120001000000002
2019-07-03,24.030001000000002
2019-07-05,23.98
2019-07-08,23.82
2019-07-09,24.030001000000002
2019-07-10,24.41
2019-07-11,24.459999
2019-07-12,24.790001
2019-07-15,25.08
2019-07-16,24.75
2019-07-17,24.57
2019-07-18,24.9
2019-07-19,24.799999
2019-07-22,24.9
2019-07-23,24.75
2019-07-24,26.030001000000002
2019-07-25,25.530001000000002
2019-07-26,23.209999
2019-07-29,22.1
2019-07-30,22.34
2019-07-31,21.98
2019-08-01,21.389999
2019-08-02,20.959999
2019-08-05,20.18
2019-08-06,20.190001000000002
2019-08-07,20.440001000000002
2019-08-08,21.129998999999998
2019-08-09,20.6
2019-08-12,20.42
2019-08-13,20.969998999999998
2019-08-14,20.209999
2019-08-15,20.18
2019-08-16,20.66
2019-08-19,20.629998999999998
2019-08-20,20.66
2019-08-21,20.82
2019-08-22,20.620001000000002
2019-08-23,19.57
2019-08-26,19.379998999999998
2019-08-27,18.9
2019-08-28,19.24
2019-08-29,19.67
2019-08-30,19.82
2019-09-03,19.309998999999998
2019-09-04,19.860001
2019-09-05,20.809998999999998
2019-09-06,20.82
2019-09-09,20.9
2019-09-10,21.85
2019-09-11,22.450001
2019-09-12,22.75
2019-09-13,22.870001000000002
2019-09-16,22.92
2019-09-17,22.799999
2019-09-18,22.5
2019-09-19,22.27
2019-09-20,22.07
2019-09-23,22.15
2019-09-24,21.870001000000002
2019-09-25,22.200001
2019-09-26,22.5
2019-09-27,22.280001000000002
2019-09-30,22.379998999999998
2019-10-01,22.24
2019-10-02,21.51
2019-10-03,21.58
2019-10-04,21.77
2019-10-07,22.290001
2019-10-08,21.459999
2019-10-09,21.84
2019-10-10,21.549999
2019-10-11,22.68
2019-10-14,22.0
2019-10-15,22.59
2019-10-16,22.469998999999998
2019-10-17,22.469998999999998
2019-10-18,22.379998999999998
2019-10-21,22.620001000000002
2019-10-22,22.92
2019-10-23,21.809998999999998
2019-10-24,22.24
2019-10-25,18.73
2019-10-28,19.49
2019-10-29,19.49
2019-10-30,19.200001
2019-10-31,18.959999
2019-11-01,19.73
2019-11-04,19.85
2019-11-05,20.110001
2019-11-06,19.75
2019-11-07,20.08
2019-11-08,20.299999
2019-11-11,20.34
2019-11-12,20.309998999999998
2019-11-13,20.290001
