Date,ESNT
2013-10-31,21.0
2013-11-01,22.530001000000002
2013-11-04,22.01
2013-11-05,22.73
2013-11-06,22.110001
2013-11-07,21.309998999999998
2013-11-08,21.25
2013-11-11,20.57
2013-11-12,20.48
2013-11-13,20.879998999999998
2013-11-14,21.6
2013-11-15,21.190001000000002
2013-11-18,21.280001000000002
2013-11-19,21.09
2013-11-20,21.25
2013-11-21,21.809998999999998
2013-11-22,22.0
2013-11-25,21.4
2013-11-26,21.809998999999998
2013-11-27,21.809998999999998
2013-11-29,21.74
2013-12-02,21.83
2013-12-03,21.6
2013-12-04,22.139999
2013-12-05,22.049999
2013-12-06,22.34
2013-12-09,22.040001
2013-12-10,21.799999
2013-12-11,21.549999
2013-12-12,21.530001000000002
2013-12-13,21.530001000000002
2013-12-16,21.469998999999998
2013-12-17,21.83
2013-12-18,22.33
2013-12-19,21.940001000000002
2013-12-20,23.09
2013-12-23,23.0
2013-12-24,23.1
2013-12-26,23.42
2013-12-27,23.610001
2013-12-30,23.65
2013-12-31,24.059998999999998
2014-01-02,23.370001000000002
2014-01-03,24.01
2014-01-06,23.91
2014-01-07,23.77
2014-01-08,23.24
2014-01-09,23.1
2014-01-10,23.27
2014-01-13,23.26
2014-01-14,23.49
2014-01-15,24.620001000000002
2014-01-16,24.129998999999998
2014-01-17,24.84
2014-01-21,24.83
2014-01-22,25.18
2014-01-23,24.700001
2014-01-24,24.190001000000002
2014-01-27,24.08
2014-01-28,24.75
2014-01-29,24.870001000000002
2014-01-30,24.9
2014-01-31,25.1
2014-02-03,24.77
2014-02-04,24.709999
2014-02-05,24.4
2014-02-06,24.26
2014-02-07,24.35
2014-02-10,23.9
2014-02-11,23.99
2014-02-12,24.299999
2014-02-13,24.57
2014-02-14,24.85
2014-02-18,25.870001000000002
2014-02-19,24.76
2014-02-20,25.25
2014-02-21,24.629998999999998
2014-02-24,24.51
2014-02-25,24.26
2014-02-26,23.77
2014-02-27,23.4
2014-02-28,23.200001
2014-03-03,23.370001000000002
2014-03-04,23.790001
2014-03-05,23.870001000000002
2014-03-06,23.790001
2014-03-07,23.66
2014-03-10,23.48
2014-03-11,22.59
2014-03-12,23.219998999999998
2014-03-13,23.4
2014-03-14,23.370001000000002
2014-03-17,23.98
2014-03-18,24.0
2014-03-19,23.74
2014-03-20,24.01
2014-03-21,23.059998999999998
2014-03-24,23.08
2014-03-25,23.129998999999998
2014-03-26,22.92
2014-03-27,22.24
2014-03-28,22.18
2014-03-31,22.459999
2014-04-01,22.290001
2014-04-02,22.139999
2014-04-03,21.68
2014-04-04,21.26
2014-04-07,21.15
2014-04-08,21.370001000000002
2014-04-09,21.84
2014-04-10,21.25
2014-04-11,20.92
2014-04-14,20.16
2014-04-15,20.34
2014-04-16,20.709999
2014-04-17,20.77
2014-04-21,20.629998999999998
2014-04-22,20.68
2014-04-23,19.940001000000002
2014-04-24,19.91
2014-04-25,19.76
2014-04-28,19.5
2014-04-29,19.200001
2014-04-30,18.85
2014-05-01,18.559998999999998
2014-05-02,19.129998999999998
2014-05-05,19.02
2014-05-06,19.0
2014-05-07,19.27
2014-05-08,20.15
2014-05-09,20.0
2014-05-12,20.299999
2014-05-13,20.5
2014-05-14,20.1
2014-05-15,19.83
2014-05-16,19.91
2014-05-19,19.91
2014-05-20,19.75
2014-05-21,19.66
2014-05-22,19.6
2014-05-23,19.690001000000002
2014-05-27,20.24
2014-05-28,19.98
2014-05-29,20.0
2014-05-30,19.950001
2014-06-02,19.67
2014-06-03,19.530001000000002
2014-06-04,19.51
2014-06-05,19.969998999999998
2014-06-06,20.629998999999998
2014-06-09,20.92
2014-06-10,21.030001000000002
2014-06-11,20.700001
2014-06-12,20.66
2014-06-13,20.620001000000002
2014-06-16,20.83
2014-06-17,21.16
2014-06-18,21.059998999999998
2014-06-19,20.889999
2014-06-20,20.889999
2014-06-23,20.780001000000002
2014-06-24,20.870001000000002
2014-06-25,20.9
2014-06-26,20.620001000000002
2014-06-27,20.290001
2014-06-30,20.09
2014-07-01,20.48
2014-07-02,20.35
2014-07-03,20.389999
2014-07-07,19.629998999999998
2014-07-08,19.5
2014-07-09,19.42
2014-07-10,19.299999
2014-07-11,18.84
2014-07-14,18.629998999999998
2014-07-15,18.74
2014-07-16,18.709999
2014-07-17,18.540001
2014-07-18,18.700001
2014-07-21,18.280001000000002
2014-07-22,18.049999
2014-07-23,17.940001000000002
2014-07-24,17.83
2014-07-25,17.98
2014-07-28,18.24
2014-07-29,18.4
2014-07-30,18.610001
2014-07-31,18.209999
2014-08-01,17.620001000000002
2014-08-04,17.51
2014-08-05,17.709999
2014-08-06,18.15
2014-08-07,18.49
2014-08-08,19.860001
2014-08-11,19.82
2014-08-12,19.98
2014-08-13,19.719998999999998
2014-08-14,20.07
2014-08-15,20.719998999999998
2014-08-18,20.75
2014-08-19,20.67
2014-08-20,20.620001000000002
2014-08-21,20.91
2014-08-22,21.02
2014-08-25,21.26
2014-08-26,21.190001000000002
2014-08-27,20.950001
2014-08-28,20.879998999999998
2014-08-29,21.059998999999998
2014-09-02,20.9
2014-09-03,20.9
2014-09-04,20.92
2014-09-05,20.77
2014-09-08,22.629998999999998
2014-09-09,22.82
2014-09-10,23.07
2014-09-11,23.0
2014-09-12,22.43
2014-09-15,21.940001000000002
2014-09-16,21.959999
2014-09-17,22.07
2014-09-18,21.98
2014-09-19,21.51
2014-09-22,21.860001
2014-09-23,21.59
2014-09-24,21.559998999999998
2014-09-25,21.549999
2014-09-26,21.809998999999998
2014-09-29,21.6
2014-09-30,21.41
2014-10-01,21.43
2014-10-02,21.639999
2014-10-03,21.629998999999998
2014-10-06,21.299999
2014-10-07,21.25
2014-10-08,21.719998999999998
2014-10-09,21.450001
2014-10-10,21.469998999999998
2014-10-13,21.85
2014-10-14,22.15
2014-10-15,22.389999
2014-10-16,22.66
2014-10-17,23.26
2014-10-20,23.76
2014-10-21,23.690001000000002
2014-10-22,23.0
2014-10-23,23.389999
2014-10-24,23.370001000000002
2014-10-27,23.280001000000002
2014-10-28,24.030001000000002
2014-10-29,24.0
2014-10-30,24.24
2014-10-31,24.34
2014-11-03,24.08
2014-11-04,24.030001000000002
2014-11-05,24.030001000000002
2014-11-06,24.02
2014-11-07,24.08
2014-11-10,23.969998999999998
2014-11-11,24.299999
2014-11-12,24.700001
2014-11-13,24.129998999999998
2014-11-14,23.950001
2014-11-17,23.76
2014-11-18,22.66
2014-11-19,22.440001000000002
2014-11-20,23.75
2014-11-21,24.15
2014-11-24,24.07
2014-11-25,24.540001
2014-11-26,24.950001
2014-11-28,25.200001
2014-12-01,24.629998999999998
2014-12-02,24.75
2014-12-03,24.98
2014-12-04,24.799999
2014-12-05,24.25
2014-12-08,24.23
2014-12-09,24.6
2014-12-10,24.120001000000002
2014-12-11,24.49
2014-12-12,24.200001
2014-12-15,23.940001000000002
2014-12-16,23.82
2014-12-17,24.82
2014-12-18,24.98
2014-12-19,25.01
2014-12-22,24.870001000000002
2014-12-23,25.18
2014-12-24,25.440001000000002
2014-12-26,25.440001000000002
2014-12-29,25.450001
2014-12-30,25.700001
2014-12-31,25.709999
2015-01-02,25.73
2015-01-05,25.559998999999998
2015-01-06,25.27
2015-01-07,23.5
2015-01-08,23.610001
2015-01-09,23.59
2015-01-12,23.870001000000002
2015-01-13,23.91
2015-01-14,24.16
2015-01-15,23.76
2015-01-16,23.82
2015-01-20,24.040001
2015-01-21,23.709999
2015-01-22,24.17
2015-01-23,23.959999
2015-01-26,24.5
2015-01-27,24.33
2015-01-28,24.01
2015-01-29,23.98
2015-01-30,23.389999
2015-02-02,23.6
2015-02-03,24.07
2015-02-04,24.25
2015-02-05,24.780001000000002
2015-02-06,24.74
2015-02-09,24.459999
2015-02-10,24.459999
2015-02-11,24.23
2015-02-12,24.02
