Date,ESVIF
2013-12-27,15.32
2013-12-30,15.42
2013-12-31,15.76
2014-01-02,15.55
2014-01-03,15.51
2014-01-06,15.54
2014-01-07,15.32
2014-01-08,15.12
2014-01-09,14.82
2014-01-10,14.82
2014-01-13,14.69
2014-01-14,14.76
2014-01-15,15.08
2014-01-16,15.01
2014-01-17,15.02
2014-01-21,14.92
2014-01-22,14.83
2014-01-23,14.53
2014-01-24,14.7
2014-01-27,14.44
2014-01-28,14.58
2014-01-29,14.54
2014-01-30,14.64
2014-01-31,14.75
2014-02-03,14.58
2014-02-04,14.53
2014-02-05,14.46
2014-02-06,14.95
2014-02-07,14.85
2014-02-10,14.57
2014-02-11,15.13
2014-02-12,15.61
2014-02-13,15.89
2014-02-14,15.88
2014-02-18,15.84
2014-02-19,15.63
2014-02-20,15.78
2014-02-21,15.7
2014-02-24,15.81
2014-02-25,15.65
2014-02-26,15.7
2014-02-27,15.65
2014-02-28,15.93
2014-03-03,15.9
2014-03-04,15.84
2014-03-05,16.030001000000002
2014-03-06,15.96
2014-03-07,15.93
2014-03-10,15.89
2014-03-11,15.93
2014-03-12,15.55
2014-03-13,15.5
2014-03-14,15.21
2014-03-17,14.83
2014-03-18,14.66
2014-03-19,14.5
2014-03-20,14.69
2014-03-21,14.53
2014-03-24,14.4
2014-03-25,14.49
2014-03-26,14.4
2014-03-27,14.62
2014-03-28,14.74
2014-03-31,14.74
2014-04-01,14.5
2014-04-02,14.71
2014-04-03,14.6
2014-04-04,14.66
2014-04-07,14.7
2014-04-08,14.68
2014-04-09,14.91
2014-04-10,14.78
2014-04-11,14.59
2014-04-14,14.67
2014-04-15,14.65
2014-04-16,14.84
2014-04-17,15.16
2014-04-21,14.96
2014-04-22,15.23
2014-04-23,15.07
2014-04-24,15.54
2014-04-25,15.41
2014-04-28,15.8
2014-04-29,15.71
2014-04-30,15.69
2014-05-01,15.4
2014-05-02,15.31
2014-05-05,15.27
2014-05-06,15.25
2014-05-07,15.15
2014-05-08,15.26
2014-05-09,14.79
2014-05-12,14.73
2014-05-13,14.9
2014-05-14,14.92
2014-05-15,15.04
2014-05-16,14.88
2014-05-19,14.81
2014-05-20,14.74
2014-05-21,14.67
2014-05-22,14.78
2014-05-23,14.85
2014-05-27,14.8
2014-05-28,14.73
2014-05-29,14.8
2014-05-30,14.91
2014-06-02,14.99
2014-06-03,15.1
2014-06-04,14.92
2014-06-05,14.85
2014-06-06,14.91
2014-06-09,15.07
2014-06-10,15.13
2014-06-11,14.98
2014-06-12,15.02
2014-06-13,15.44
2014-06-16,15.67
2014-06-17,15.72
2014-06-18,15.63
2014-06-19,15.47
2014-06-20,15.82
2014-06-23,15.79
2014-06-24,15.34
2014-06-25,15.21
2014-06-26,15.47
2014-06-27,15.47
2014-06-30,15.56
2014-07-01,15.55
2014-07-02,15.64
2014-07-03,15.76
2014-07-07,16.139999
2014-07-08,16.040001
2014-07-09,16.26
2014-07-10,16.33
2014-07-11,16.02
2014-07-14,16.25
2014-07-15,16.18
2014-07-16,16.200001
2014-07-17,16.35
2014-07-18,16.280001000000002
2014-07-21,16.190001000000002
2014-07-22,16.299999
2014-07-23,16.299999
2014-07-24,16.27
2014-07-25,16.25
2014-07-28,16.209999
2014-07-29,16.200001
2014-07-30,16.1
2014-07-31,16.129998999999998
2014-08-01,16.129998999999998
2014-08-04,16.41
2014-08-05,15.67
2014-08-06,15.46
2014-08-07,15.46
2014-08-08,15.5
2014-08-11,15.48
2014-08-12,15.27
2014-08-13,15.15
2014-08-14,15.12
2014-08-15,15.02
2014-08-18,14.95
2014-08-19,14.96
2014-08-20,14.78
2014-08-21,15.02
2014-08-22,14.95
2014-08-25,14.92
2014-08-26,14.98
2014-08-27,15.12
2014-08-28,15.02
2014-08-29,15.02
2014-09-02,14.68
2014-09-03,14.75
2014-09-04,14.63
2014-09-05,14.48
2014-09-08,14.15
2014-09-09,13.95
2014-09-10,14.02
2014-09-11,13.75
2014-09-12,13.57
2014-09-15,13.6
2014-09-16,13.86
2014-09-17,13.45
2014-09-18,13.4
2014-09-19,12.85
2014-09-22,12.54
2014-09-23,12.79
2014-09-24,12.81
2014-09-25,12.8
2014-09-26,13.07
2014-09-29,13.42
2014-09-30,13.11
2014-10-01,12.96
2014-10-02,13.04
2014-10-03,12.61
2014-10-06,12.9
2014-10-07,12.69
2014-10-08,12.49
2014-10-09,12.51
2014-10-10,12.23
2014-10-13,12.09
2014-10-14,11.9
2014-10-15,11.7
2014-10-16,11.79
2014-10-17,11.87
2014-10-20,11.9
2014-10-21,11.99
2014-10-22,11.4
2014-10-23,11.52
2014-10-24,11.07
2014-10-27,10.75
2014-10-28,11.2
2014-10-29,11.25
2014-10-30,11.22
2014-10-31,11.25
2014-11-03,11.05
2014-11-04,10.91
2014-11-05,11.46
2014-11-06,11.45
2014-11-07,11.76
2014-11-10,11.65
2014-11-11,11.9
2014-11-12,11.94
2014-11-13,11.6
2014-11-14,11.52
2014-11-17,11.52
2014-11-18,11.04
2014-11-19,10.81
2014-11-20,10.92
2014-11-21,11.12
2014-11-24,10.86
2014-11-25,10.92
2014-11-26,10.66
2014-11-28,9.62
2014-12-01,9.55
2014-12-02,9.08
2014-12-03,9.22
2014-12-04,8.88
2014-12-05,9.01
2014-12-08,8.6
2014-12-09,8.66
2014-12-10,8.6
2014-12-11,8.49
2014-12-12,8.42
2014-12-15,8.36
2014-12-16,8.58
2014-12-17,9.04
2014-12-18,8.74
2014-12-19,9.46
2014-12-22,8.96
2014-12-23,9.0
2014-12-24,8.88
2014-12-26,8.88
2014-12-29,8.86
2014-12-30,8.75
2014-12-31,8.77
2015-01-02,8.74
2015-01-05,8.44
2015-01-06,8.31
2015-01-07,8.27
2015-01-08,8.24
2015-01-09,8.29
2015-01-12,8.04
2015-01-13,7.93
2015-01-14,7.94
2015-01-15,7.9
2015-01-16,8.49
2015-01-20,7.99
2015-01-21,8.04
2015-01-22,7.89
2015-01-23,8.09
2015-01-26,7.94
2015-01-27,7.97
2015-01-28,6.93
2015-01-29,6.6
2015-01-30,6.93
2015-02-02,7.32
2015-02-03,7.92
2015-02-04,7.51
2015-02-05,7.8
2015-02-06,7.88
2015-02-09,8.61
2015-02-10,8.16
2015-02-11,8.13
2015-02-12,8.27
2015-02-13,8.38
2015-02-17,8.88
2015-02-18,8.9
2015-02-19,8.93
2015-02-20,8.6
2015-02-23,8.27
2015-02-24,7.88
2015-02-25,8.01
2015-02-26,7.6
2015-02-27,7.5
2015-03-02,7.42
2015-03-03,7.68
2015-03-04,7.83
2015-03-05,7.77
2015-03-06,7.73
2015-03-09,7.54
2015-03-10,7.27
2015-03-11,7.33
2015-03-12,7.31
2015-03-13,7.22
2015-03-16,7.13
2015-03-17,7.32
2015-03-18,7.66
2015-03-19,7.37
2015-03-20,7.63
2015-03-23,8.11
2015-03-24,8.25
2015-03-25,8.34
2015-03-26,8.05
2015-03-27,7.95
2015-03-30,7.87
2015-03-31,7.81
2015-04-01,7.86
2015-04-02,7.8
2015-04-06,8.42
2015-04-07,8.5
2015-04-08,8.34
2015-04-09,8.33
2015-04-10,8.29
2015-04-13,8.37
2015-04-14,8.63
2015-04-15,9.22
2015-04-16,9.04
2015-04-17,8.84
2015-04-20,8.85
2015-04-21,8.39
2015-04-22,8.49
2015-04-23,8.56
2015-04-24,8.22
2015-04-27,8.23
2015-04-28,7.91
2015-04-29,8.09
2015-04-30,7.95
2015-05-01,8.08
2015-05-04,9.05
2015-05-05,9.05
2015-05-06,9.53
2015-05-07,9.08
2015-05-08,9.44
2015-05-11,9.41
2015-05-12,10.08
2015-05-13,9.95
2015-05-14,9.44
2015-05-15,9.67
2015-05-18,9.19
2015-05-19,9.51
2015-05-20,9.66
2015-05-21,9.89
2015-05-22,9.54
2015-05-26,9.45
2015-05-27,9.33
2015-05-28,9.19
2015-05-29,9.46
2015-06-01,9.45
2015-06-02,9.84
2015-06-03,9.68
2015-06-04,9.68
2015-06-05,9.61
2015-06-08,9.48
2015-06-09,9.74
2015-06-10,9.84
2015-06-11,9.96
2015-06-12,10.02
2015-06-15,9.81
2015-06-16,9.53
2015-06-17,9.66
2015-06-18,9.66
2015-06-19,9.49
2015-06-22,9.75
2015-06-23,10.02
2015-06-24,9.97
2015-06-25,9.96
2015-06-26,10.07
2015-06-29,9.7
2015-06-30,9.8
2015-07-01,9.49
2015-07-02,9.8
2015-07-06,9.3
2015-07-07,9.2
2015-07-08,9.28
2015-07-09,9.02
2015-07-10,9.09
2015-07-13,9.08
2015-07-14,8.99
2015-07-15,8.33
2015-07-16,8.43
2015-07-17,8.22
2015-07-20,8.01
2015-07-21,8.13
2015-07-22,7.88
2015-07-23,7.85
2015-07-24,7.65
2015-07-27,7.4
2015-07-28,7.67
2015-07-29,7.92
2015-07-30,7.83
2015-07-31,7.75
2015-08-03,7.54
2015-08-04,7.58
2015-08-05,7.53
2015-08-06,8.21
2015-08-07,7.93
2015-08-10,8.2
2015-08-11,8.02
2015-08-12,8.07
2015-08-13,7.73
2015-08-14,7.61
2015-08-17,7.55
2015-08-18,7.7
2015-08-19,7.38
2015-08-20,7.16
2015-08-21,6.85
2015-08-24,6.63
2015-08-25,6.88
2015-08-26,7.26
2015-08-27,7.36
2015-08-28,7.69
2015-08-31,7.96
2015-09-01,7.56
2015-09-02,7.56
2015-09-03,7.73
2015-09-04,7.53
2015-09-08,7.14
2015-09-09,6.81
2015-09-10,6.92
2015-09-11,6.66
2015-09-14,6.5
2015-09-15,6.55
2015-09-16,6.7
2015-09-17,6.56
2015-09-18,6.49
2015-09-21,6.56
2015-09-22,6.5
2015-09-23,6.34
2015-09-24,6.17
2015-09-25,6.21
2015-09-28,5.99
2015-09-29,5.91
2015-09-30,6.14
2015-10-01,6.03
2015-10-02,6.29
2015-10-05,6.53
2015-10-06,7.05
2015-10-07,7.19
2015-10-08,7.4
2015-10-09,7.22
2015-10-12,7.0
2015-10-13,6.95
2015-10-14,7.14
2015-10-15,7.29
2015-10-16,6.95
2015-10-19,6.6
2015-10-20,6.76
2015-10-21,6.57
2015-10-22,6.68
2015-10-23,6.71
2015-10-26,6.28
2015-10-27,5.84
2015-10-28,6.13
2015-10-29,5.99
2015-10-30,6.3
2015-11-02,6.34
2015-11-03,6.69
2015-11-04,6.62
2015-11-05,6.69
2015-11-06,6.54
2015-11-09,6.15
2015-11-10,5.58
2015-11-11,5.42
2015-11-12,5.34
2015-11-13,5.28
2015-11-16,5.62
2015-11-17,5.28
2015-11-18,5.33
2015-11-19,4.96
2015-11-20,4.87
2015-11-23,5.03
2015-11-24,5.41
2015-11-25,5.28
2015-11-27,5.38
2015-11-30,5.38
2015-12-01,5.46
2015-12-02,5.29
2015-12-03,5.31
2015-12-04,5.12
2015-12-07,4.53
2015-12-08,4.49
2015-12-09,4.71
2015-12-10,4.9
2015-12-11,4.75
2015-12-14,4.67
2015-12-15,4.73
2015-12-16,4.78
2015-12-17,4.67
2015-12-18,4.76
2015-12-21,4.82
2015-12-22,4.9
2015-12-23,5.18
2015-12-24,5.18
2015-12-28,5.27
2015-12-29,5.25
2015-12-30,5.08
2015-12-31,5.33
2016-01-04,5.58
2016-01-05,5.18
2016-01-06,4.68
2016-01-07,4.71
2016-01-08,4.65
2016-01-11,4.5
2016-01-12,4.53
2016-01-13,4.41
2016-01-14,4.57
2016-01-15,4.46
2016-01-19,4.15
2016-01-20,4.27
2016-01-21,4.61
2016-01-22,4.89
2016-01-25,4.19
2016-01-26,4.38
2016-01-27,4.51
2016-01-28,4.75
2016-01-29,4.67
2016-02-01,4.34
2016-02-02,4.1
2016-02-03,4.32
2016-02-04,4.41
2016-02-05,4.28
2016-02-08,4.2
2016-02-09,3.71
2016-02-10,3.78
2016-02-11,3.68
2016-02-12,3.85
2016-02-16,3.88
2016-02-17,4.04
2016-02-18,3.92
2016-02-19,3.84
2016-02-22,3.99
2016-02-23,3.73
2016-02-24,3.73
2016-02-25,3.69
2016-02-26,3.76
2016-02-29,3.69
2016-03-01,3.6
2016-03-02,3.73
2016-03-03,3.8
2016-03-04,4.12
2016-03-07,4.35
2016-03-08,4.46
2016-03-09,4.49
2016-03-10,4.61
2016-03-11,4.68
2016-03-14,4.81
2016-03-15,4.66
2016-03-16,4.76
2016-03-17,5.0
2016-03-18,4.76
2016-03-21,4.68
2016-03-22,4.66
2016-03-23,4.53
2016-03-24,4.47
2016-03-28,4.35
2016-03-29,4.35
2016-03-30,4.51
2016-03-31,4.6
2016-04-01,4.6
2016-04-04,4.58
2016-04-05,4.49
2016-04-06,4.73
2016-04-07,4.59
2016-04-08,4.84
2016-04-11,5.2
2016-04-12,6.45
2016-04-13,6.39
2016-04-14,6.05
2016-04-15,5.97
2016-04-18,5.88
2016-04-19,5.88
2016-04-20,5.93
2016-04-21,5.93
2016-04-22,5.77
2016-04-25,5.77
2016-04-26,5.94
2016-04-27,5.98
2016-04-28,6.13
2016-04-29,6.06
2016-05-02,5.96
2016-05-03,5.71
2016-05-04,5.71
2016-05-05,5.5
2016-05-06,5.42
2016-05-09,5.2
2016-05-10,5.4
2016-05-11,5.75
2016-05-12,5.59
2016-05-13,5.53
2016-05-16,5.61
2016-05-17,5.69
2016-05-18,5.56
2016-05-19,5.39
2016-05-20,5.45
2016-05-23,5.29
2016-05-24,5.4
2016-05-25,5.51
2016-05-26,5.51
2016-05-27,5.47
2016-05-31,5.5
2016-06-01,5.48
2016-06-02,5.48
2016-06-03,5.49
2016-06-06,5.68
2016-06-07,6.09
2016-06-08,6.09
2016-06-09,6.08
2016-06-10,5.68
2016-06-13,5.68
2016-06-14,5.44
2016-06-15,5.49
2016-06-16,5.23
2016-06-17,5.23
2016-06-20,5.23
2016-06-21,5.23
2016-06-22,5.23
2016-06-23,5.86
2016-06-24,5.86
2016-06-27,5.12
2016-06-28,5.12
2016-06-29,5.68
2016-06-30,5.68
2016-07-01,5.39
2016-07-05,5.39
2016-07-06,5.54
2016-07-07,5.59
2016-07-08,5.59
2016-07-11,5.59
2016-07-12,5.81
2016-07-13,5.83
2016-07-14,5.76
2016-07-15,5.75
2016-07-18,5.82
2016-07-19,5.61
2016-07-20,5.61
2016-07-21,5.61
2016-07-22,5.67
2016-07-25,5.67
2016-07-26,5.54
2016-07-27,5.36
2016-07-28,5.36
2016-07-29,5.49
2016-08-01,5.42
2016-08-02,5.23
2016-08-03,5.43
2016-08-04,5.43
2016-08-05,5.48
2016-08-08,5.67
2016-08-09,5.63
2016-08-10,5.61
2016-08-11,5.51
2016-08-12,5.52
2016-08-15,5.52
2016-08-16,5.9
2016-08-17,5.82
2016-08-18,6.03
2016-08-19,6.03
2016-08-22,6.03
2016-08-23,5.95
2016-08-24,5.94
2016-08-25,5.88
2016-08-26,6.0
2016-08-29,5.87
2016-08-30,5.86
2016-08-31,5.86
2016-09-01,5.83
2016-09-02,6.03
2016-09-06,6.06
2016-09-07,6.06
2016-09-08,6.15
2016-09-09,6.15
2016-09-12,5.87
2016-09-13,5.87
2016-09-14,5.85
2016-09-15,5.85
2016-09-16,5.85
2016-09-19,5.54
2016-09-20,5.53
2016-09-21,5.63
2016-09-22,5.68
2016-09-23,5.68
2016-09-26,5.63
2016-09-27,5.38
2016-09-28,5.38
2016-09-29,6.02
2016-09-30,5.78
2016-10-03,5.67
2016-10-04,5.67
2016-10-05,5.67
2016-10-06,5.95
2016-10-07,5.95
2016-10-10,5.95
2016-10-11,5.95
2016-10-12,6.25
2016-10-13,6.3
2016-10-14,6.44
2016-10-17,6.36
2016-10-18,6.6
2016-10-19,6.84
2016-10-20,6.84
2016-10-21,6.84
2016-10-24,6.84
2016-10-25,6.4
2016-10-26,6.34
2016-10-27,6.34
2016-10-28,6.34
2016-10-31,6.03
2016-11-01,6.11
2016-11-02,6.11
2016-11-03,6.11
2016-11-04,6.11
2016-11-07,6.11
2016-11-08,6.11
2016-11-09,5.83
2016-11-10,5.75
2016-11-11,5.75
2016-11-14,5.75
2016-11-15,6.06
2016-11-16,6.28
2016-11-17,6.13
2016-11-18,6.13
2016-11-21,6.2
2016-11-22,6.32
2016-11-23,6.32
2016-11-25,6.23
2016-11-28,6.23
2016-11-29,5.99
2016-11-30,6.89
2016-12-01,6.9
2016-12-02,7.04
2016-12-05,7.16
2016-12-06,7.16
2016-12-07,7.14
2016-12-08,7.16
2016-12-09,7.23
2016-12-12,7.4
2016-12-13,7.4
2016-12-14,7.21
2016-12-15,7.05
2016-12-16,7.22
2016-12-19,7.06
2016-12-20,7.16
2016-12-21,7.33
2016-12-22,7.02
2016-12-23,7.02
2016-12-27,6.65
2016-12-28,7.0
2016-12-29,7.0
2016-12-30,7.03
2017-01-03,7.0
2017-01-04,7.0
2017-01-05,7.24
2017-01-06,7.24
2017-01-09,7.26
2017-01-10,7.19
2017-01-11,7.16
2017-01-12,7.16
2017-01-13,7.23
2017-01-17,7.23
2017-01-18,6.75
2017-01-19,6.75
2017-01-20,6.75
2017-01-23,6.89
2017-01-24,6.89
2017-01-25,7.34
2017-01-26,7.14
2017-01-27,7.14
2017-01-30,7.14
2017-01-31,6.81
2017-02-01,6.98
2017-02-02,6.98
2017-02-03,6.98
2017-02-06,6.97
2017-02-07,6.35
2017-02-08,6.44
2017-02-09,6.37
2017-02-10,6.46
2017-02-13,6.35
2017-02-14,6.39
2017-02-15,6.39
2017-02-16,6.39
2017-02-17,6.39
2017-02-21,6.29
2017-02-22,6.29
2017-02-23,6.29
2017-02-24,6.24
2017-02-27,6.24
2017-02-28,6.24
2017-03-01,6.14
2017-03-02,6.12
2017-03-03,6.15
2017-03-06,5.71
2017-03-07,5.85
2017-03-08,5.78
2017-03-09,5.8
2017-03-10,6.04
2017-03-13,6.05
2017-03-14,6.04
2017-03-15,6.04
2017-03-16,6.04
2017-03-17,6.09
2017-03-20,6.09
2017-03-21,6.09
2017-03-22,5.71
2017-03-23,5.8
2017-03-24,5.8
2017-03-27,5.66
2017-03-28,5.66
2017-03-29,5.85
2017-03-30,5.95
2017-03-31,5.95
2017-04-03,5.95
2017-04-04,5.95
2017-04-05,5.92
2017-04-06,6.0
2017-04-07,5.97
2017-04-10,6.12
2017-04-11,6.15
2017-04-12,6.15
2017-04-13,6.15
2017-04-17,5.92
2017-04-18,5.92
2017-04-19,5.92
2017-04-20,5.8
2017-04-21,5.8
2017-04-24,5.8
2017-04-25,5.8
2017-04-26,5.83
2017-04-27,5.83
2017-04-28,5.83
2017-05-01,5.48
2017-05-02,5.52
2017-05-03,5.5
2017-05-04,5.41
2017-05-05,5.7
2017-05-08,5.64
2017-05-09,5.5
2017-05-10,5.56
2017-05-11,5.32
2017-05-12,5.23
2017-05-15,5.29
2017-05-16,5.33
2017-05-17,5.29
2017-05-18,5.18
2017-05-19,5.47
2017-05-22,5.47
2017-05-23,5.39
2017-05-24,5.3
2017-05-25,5.15
2017-05-26,5.15
2017-05-30,5.15
2017-05-31,4.79
2017-06-01,5.25
2017-06-02,5.0
2017-06-05,5.0
2017-06-06,5.05
2017-06-07,4.98
2017-06-08,5.1
2017-06-09,5.1
2017-06-12,5.18
2017-06-13,5.18
2017-06-14,5.08
2017-06-15,5.11
2017-06-16,5.1
2017-06-19,5.13
2017-06-20,5.03
2017-06-21,4.83
2017-06-22,4.83
2017-06-23,5.02
2017-06-26,5.15
2017-06-27,5.19
2017-06-28,5.19
2017-06-29,5.19
2017-06-30,5.19
2017-07-03,5.19
2017-07-05,5.21
2017-07-06,5.2
2017-07-07,5.2
2017-07-10,5.29
2017-07-11,5.39
2017-07-12,5.39
2017-07-13,5.39
2017-07-14,5.39
2017-07-17,5.23
2017-07-18,5.23
2017-07-19,5.23
2017-07-20,5.23
2017-07-21,5.23
2017-07-24,5.23
2017-07-25,5.23
2017-07-26,5.23
2017-07-27,5.23
2017-07-28,5.23
2017-07-31,5.23
2017-08-01,5.23
2017-08-02,5.28
2017-08-03,5.28
2017-08-04,5.28
2017-08-07,5.28
2017-08-08,4.98
2017-08-09,4.98
2017-08-10,4.98
2017-08-11,4.98
2017-08-14,5.22
2017-08-15,4.93
2017-08-16,5.12
2017-08-17,5.12
2017-08-18,5.12
2017-08-21,5.12
2017-08-22,5.17
2017-08-23,5.17
2017-08-24,5.08
2017-08-25,5.08
2017-08-28,5.05
2017-08-29,4.93
2017-08-30,4.93
2017-08-31,4.93
2017-09-01,4.93
2017-09-05,4.93
2017-09-06,4.93
2017-09-07,5.24
2017-09-08,5.24
2017-09-11,5.24
2017-09-12,5.24
2017-09-13,5.58
2017-09-14,5.58
2017-09-15,5.65
2017-09-18,5.64
2017-09-19,5.64
2017-09-20,5.64
2017-09-21,5.64
2017-09-22,5.64
2017-09-25,6.0
2017-09-26,5.99
2017-09-27,5.99
2017-09-28,5.83
2017-09-29,5.83
2017-10-02,5.45
2017-10-03,5.45
2017-10-04,5.45
2017-10-05,5.45
2017-10-06,5.45
2017-10-09,5.45
2017-10-10,5.41
2017-10-11,5.3
2017-10-12,5.28
2017-10-13,5.29
2017-10-16,5.29
2017-10-17,5.1
2017-10-18,5.11
2017-10-19,5.11
2017-10-20,5.04
2017-10-23,5.04
2017-10-24,4.93
2017-10-25,4.86
2017-10-26,4.86
2017-10-27,4.86
2017-10-30,5.03
2017-10-31,5.03
2017-11-01,5.03
2017-11-02,5.21
2017-11-03,5.21
2017-11-06,5.21
2017-11-07,5.21
2017-11-08,5.03
2017-11-09,5.03
2017-11-10,5.01
2017-11-13,4.82
2017-11-14,4.82
2017-11-15,4.82
2017-11-16,4.82
2017-11-17,4.82
2017-11-20,4.69
2017-11-21,4.73
2017-11-22,4.73
2017-11-24,4.73
2017-11-27,4.73
2017-11-28,4.81
2017-11-29,4.81
2017-11-30,4.81
2017-12-01,4.81
2017-12-04,5.09
2017-12-05,4.91
2017-12-06,4.75
2017-12-07,4.75
2017-12-08,4.78
2017-12-11,4.78
2017-12-12,4.78
2017-12-13,4.78
2017-12-14,4.74
2017-12-15,4.74
2017-12-18,4.62
2017-12-19,4.62
2017-12-20,4.8
2017-12-21,4.8
2017-12-22,4.8
2017-12-26,4.8
2017-12-27,4.91
2017-12-28,5.0
2017-12-29,5.0
2018-01-02,5.0
2018-01-03,5.43
2018-01-04,5.51
2018-01-05,5.51
2018-01-08,5.94
2018-01-09,6.08
2018-01-10,6.08
2018-01-11,6.14
2018-01-12,6.14
2018-01-16,6.14
2018-01-17,5.93
2018-01-18,5.91
2018-01-19,5.96
2018-01-22,5.96
2018-01-23,5.96
2018-01-24,5.96
2018-01-25,6.26
2018-01-26,6.26
2018-01-29,6.26
2018-01-30,6.26
2018-01-31,5.89
2018-02-01,5.89
2018-02-02,5.9
2018-02-05,5.9
2018-02-06,5.58
2018-02-07,5.58
2018-02-08,5.58
2018-02-09,5.58
2018-02-12,5.33
2018-02-13,5.33
2018-02-14,5.33
2018-02-15,5.33
2018-02-16,5.33
2018-02-20,5.35
2018-02-21,5.5
2018-02-22,5.5
2018-02-23,5.5
2018-02-26,5.4
2018-02-27,5.4
2018-02-28,5.4
2018-03-01,5.4
2018-03-02,5.06
2018-03-05,5.15
2018-03-06,5.15
2018-03-07,4.79
2018-03-08,4.72
2018-03-09,4.7
2018-03-12,4.93
2018-03-13,4.93
2018-03-14,4.88
2018-03-15,4.75
2018-03-16,4.62
2018-03-19,4.51
2018-03-20,4.45
2018-03-21,4.45
2018-03-22,4.45
2018-03-23,4.45
2018-03-26,4.5
2018-03-27,4.5
2018-03-28,4.48
2018-03-29,4.48
2018-04-02,4.4
2018-04-03,4.4
2018-04-04,4.4
2018-04-05,4.54
2018-04-06,4.5
2018-04-09,4.56
2018-04-10,4.56
2018-04-11,4.78
2018-04-12,4.82
2018-04-13,4.82
2018-04-16,4.76
2018-04-17,4.63
2018-04-18,4.81
2018-04-19,5.14
2018-04-20,5.14
2018-04-23,4.77
2018-04-24,4.7
2018-04-25,4.65
2018-04-26,4.82
2018-04-27,4.87
2018-04-30,4.87
2018-05-01,4.87
2018-05-02,4.76
2018-05-03,4.76
2018-05-04,4.76
2018-05-07,4.82
2018-05-08,4.45
2018-05-09,4.75
2018-05-10,4.75
2018-05-11,4.77
2018-05-14,4.77
2018-05-15,4.77
2018-05-16,4.77
2018-05-17,4.77
2018-05-18,5.0
2018-05-21,5.0
2018-05-22,5.02
2018-05-23,5.02
2018-05-24,5.02
2018-05-25,4.53
2018-05-29,4.49
2018-05-30,4.7
2018-05-31,4.58
2018-06-01,4.53
2018-06-04,4.53
2018-06-05,4.53
2018-06-06,4.53
2018-06-07,4.56
2018-06-08,4.47
2018-06-11,4.47
2018-06-12,4.45
2018-06-13,4.47
2018-06-14,4.47
2018-06-15,4.47
2018-06-18,4.47
2018-06-19,4.42
2018-06-20,4.43
2018-06-21,4.43
2018-06-22,4.36
2018-06-25,4.36
2018-06-26,4.36
2018-06-27,4.38
2018-06-28,4.35
2018-06-29,4.35
2018-07-02,4.35
2018-07-03,4.48
2018-07-05,4.48
2018-07-06,4.48
2018-07-09,4.48
2018-07-10,4.48
2018-07-11,4.45
2018-07-12,4.37
2018-07-13,4.43
2018-07-16,4.43
2018-07-17,4.33
2018-07-18,4.33
2018-07-19,4.33
2018-07-20,4.33
2018-07-23,4.25
2018-07-24,4.17
2018-07-25,4.15
2018-07-26,4.29
2018-07-27,4.19
2018-07-30,4.3
2018-07-31,4.3
2018-08-01,4.3
2018-08-02,4.3
2018-08-03,4.32
2018-08-06,4.32
2018-08-07,4.39
2018-08-08,4.49
2018-08-09,4.49
2018-08-10,4.51
2018-08-13,4.79
2018-08-14,4.79
2018-08-15,4.85
2018-08-16,4.85
2018-08-17,4.97
2018-08-20,4.97
2018-08-21,4.97
2018-08-22,5.49
2018-08-23,5.37
2018-08-24,5.37
2018-08-27,5.37
2018-08-28,5.37
2018-08-29,5.37
2018-08-30,5.37
2018-08-31,5.37
2018-09-04,5.01
2018-09-05,5.01
2018-09-06,5.01
2018-09-07,4.87
2018-09-10,4.92
2018-09-11,4.96
2018-09-12,4.96
2018-09-13,4.96
2018-09-14,4.95
2018-09-17,4.85
2018-09-18,4.85
2018-09-19,4.85
2018-09-20,4.89
2018-09-21,4.86
2018-09-24,5.01
2018-09-25,5.0
2018-09-26,4.86
2018-09-27,4.86
2018-09-28,4.86
2018-10-01,5.02
2018-10-02,5.02
2018-10-03,5.02
2018-10-04,5.02
2018-10-05,4.6
2018-10-08,4.6
2018-10-09,4.57
2018-10-10,4.65
2018-10-11,4.65
2018-10-12,4.65
2018-10-15,4.65
2018-10-16,4.65
2018-10-17,4.11
2018-10-18,4.11
2018-10-19,4.12
2018-10-22,4.1
2018-10-23,4.1
2018-10-24,4.1
2018-10-25,3.89
2018-10-26,3.75
2018-10-29,3.66
2018-10-30,3.73
2018-10-31,3.93
2018-11-01,3.85
2018-11-02,3.85
2018-11-05,4.13
2018-11-06,4.13
2018-11-07,4.46
2018-11-08,4.38
2018-11-09,4.03
2018-11-12,4.03
2018-11-13,4.03
2018-11-14,3.93
2018-11-15,4.1
2018-11-16,4.1
2018-11-19,4.15
2018-11-20,4.15
2018-11-21,4.15
2018-11-23,4.15
2018-11-26,4.15
2018-11-27,3.5
2018-11-28,3.8
2018-11-29,3.8
2018-11-30,3.8
2018-12-03,3.95
2018-12-04,3.79
2018-12-06,3.79
2018-12-07,3.79
2018-12-10,3.4
2018-12-11,3.4
2018-12-12,3.4
2018-12-13,3.4
2018-12-14,3.35
2018-12-17,3.33
2018-12-18,3.18
2018-12-19,3.18
2018-12-20,3.18
2018-12-21,3.22
2018-12-24,3.22
2018-12-26,3.22
2018-12-27,3.28
2018-12-28,3.36
2018-12-31,3.49
2019-01-02,3.54
2019-01-03,3.54
2019-01-04,3.54
2019-01-07,3.7
2019-01-08,3.69
2019-01-09,3.97
2019-01-10,4.05
2019-01-11,3.98
