Date,MLI
1992-04-16,1.703125
1992-04-20,1.71875
1992-04-21,1.6875
1992-04-22,1.671875
1992-04-23,1.703125
1992-04-24,1.6875
1992-04-27,1.65625
1992-04-28,1.765625
1992-04-29,1.78125
1992-04-30,1.78125
1992-05-01,1.734375
1992-05-04,1.734375
1992-05-05,1.765625
1992-05-06,1.84375
1992-05-07,1.875
1992-05-08,1.84375
1992-05-11,1.859375
1992-05-12,1.875
1992-05-13,1.828125
1992-05-14,1.859375
1992-05-15,1.875
1992-05-18,1.84375
1992-05-19,1.859375
1992-05-20,1.8125
1992-05-21,1.8125
1992-05-22,1.78125
1992-05-26,1.78125
1992-05-27,1.78125
1992-05-28,1.703125
1992-05-29,1.75
1992-06-01,1.734375
1992-06-02,1.734375
1992-06-03,1.75
1992-06-04,1.828125
1992-06-05,1.8125
1992-06-08,1.828125
1992-06-09,1.796875
1992-06-10,1.8125
1992-06-11,1.78125
1992-06-12,1.78125
1992-06-15,1.75
1992-06-16,1.8125
1992-06-17,1.78125
1992-06-18,1.765625
1992-06-19,1.75
1992-06-22,1.71875
1992-06-23,1.734375
1992-06-24,1.734375
1992-06-25,1.71875
1992-06-26,1.734375
1992-06-29,1.75
1992-06-30,1.765625
1992-07-01,1.734375
1992-07-02,1.734375
1992-07-06,1.703125
1992-07-07,1.6875
1992-07-08,1.671875
1992-07-09,1.71875
1992-07-10,1.71875
1992-07-13,1.6875
1992-07-14,1.71875
1992-07-15,1.71875
1992-07-16,1.6875
1992-07-17,1.703125
1992-07-20,1.640625
1992-07-21,1.75
1992-07-22,1.796875
1992-07-23,1.8125
1992-07-24,1.8125
1992-07-27,1.84375
1992-07-28,1.859375
1992-07-29,1.875
1992-07-30,1.84375
1992-07-31,1.84375
1992-08-03,1.875
1992-08-04,1.84375
1992-08-05,1.78125
1992-08-06,1.796875
1992-08-07,1.8125
1992-08-10,1.796875
1992-08-11,1.8125
1992-08-12,1.78125
1992-08-13,1.75
1992-08-14,1.75
1992-08-17,1.75
1992-08-18,1.75
1992-08-19,1.734375
1992-08-20,1.71875
1992-08-21,1.703125
1992-08-24,1.5625
1992-08-25,1.578125
1992-08-26,1.546875
1992-08-27,1.609375
1992-08-28,1.640625
1992-08-31,1.671875
1992-09-01,1.703125
1992-09-02,1.703125
1992-09-03,1.71875
1992-09-04,1.71875
1992-09-08,1.6875
1992-09-09,1.6875
1992-09-10,1.671875
1992-09-11,1.671875
1992-09-14,1.671875
1992-09-15,1.625
1992-09-16,1.703125
1992-09-17,1.734375
1992-09-18,1.734375
1992-09-21,1.734375
1992-09-22,1.734375
1992-09-23,1.75
1992-09-24,1.75
1992-09-25,1.734375
1992-09-28,1.765625
1992-09-29,1.828125
1992-09-30,2.046875
1992-10-01,1.96875
1992-10-02,2.046875
1992-10-05,2.046875
1992-10-06,2.03125
1992-10-07,2.0
1992-10-08,2.125
1992-10-09,2.078125
1992-10-12,2.171875
1992-10-13,2.1875
1992-10-14,2.125
1992-10-15,2.125
1992-10-16,2.203125
1992-10-19,2.234375
1992-10-20,2.1875
1992-10-21,2.21875
1992-10-22,2.203125
1992-10-23,2.140625
1992-10-26,2.140625
1992-10-27,2.203125
1992-10-28,2.21875
1992-10-29,2.203125
1992-10-30,2.203125
1992-11-02,2.21875
1992-11-03,2.21875
1992-11-04,2.234375
1992-11-05,2.328125
1992-11-06,2.328125
1992-11-09,2.375
1992-11-10,2.40625
1992-11-11,2.53125
1992-11-12,2.53125
1992-11-13,2.484375
1992-11-16,2.53125
1992-11-17,2.484375
1992-11-18,2.5
1992-11-19,2.546875
1992-11-20,2.5
1992-11-23,2.484375
1992-11-24,2.5
1992-11-25,2.5
1992-11-27,2.515625
1992-11-30,2.578125
1992-12-01,2.59375
1992-12-02,2.640625
1992-12-03,2.625
1992-12-04,2.59375
1992-12-07,2.59375
1992-12-08,2.640625
1992-12-09,2.578125
1992-12-10,2.578125
1992-12-11,2.5625
1992-12-14,2.515625
1992-12-15,2.53125
1992-12-16,2.5
1992-12-17,2.515625
1992-12-18,2.5625
1992-12-21,2.5
1992-12-22,2.59375
1992-12-23,2.6875
1992-12-24,2.671875
1992-12-28,2.703125
1992-12-29,2.84375
1992-12-30,2.890625
1992-12-31,2.859375
1993-01-04,2.78125
1993-01-05,2.75
1993-01-06,2.78125
1993-01-07,2.8125
1993-01-08,2.796875
1993-01-11,2.75
1993-01-12,2.671875
1993-01-13,2.640625
1993-01-14,2.671875
1993-01-15,2.765625
1993-01-18,2.765625
1993-01-19,2.796875
1993-01-20,2.78125
1993-01-21,2.765625
1993-01-22,2.765625
1993-01-25,2.734375
1993-01-26,2.75
1993-01-27,2.828125
1993-01-28,2.84375
1993-01-29,2.84375
1993-02-01,2.84375
1993-02-02,2.828125
1993-02-03,2.765625
1993-02-04,2.765625
1993-02-05,2.734375
1993-02-08,2.671875
1993-02-09,2.65625
1993-02-10,2.5625
1993-02-11,2.75
1993-02-12,2.71875
1993-02-16,2.546875
1993-02-17,2.640625
1993-02-18,2.671875
1993-02-19,2.71875
1993-02-22,2.71875
1993-02-23,2.703125
1993-02-24,2.6875
1993-02-25,2.6875
1993-02-26,2.671875
1993-03-01,2.796875
1993-03-02,2.890625
1993-03-03,3.0
1993-03-04,3.078125
1993-03-05,3.125
1993-03-08,3.21875
1993-03-09,3.265625
1993-03-10,3.359375
1993-03-11,3.296875
1993-03-12,3.21875
1993-03-15,3.234375
1993-03-16,3.171875
1993-03-17,3.125
1993-03-18,3.125
1993-03-19,3.078125
1993-03-22,3.125
1993-03-23,3.15625
1993-03-24,3.140625
1993-03-25,3.109375
1993-03-26,3.0625
1993-03-29,3.0625
1993-03-30,3.0625
1993-03-31,3.046875
1993-04-01,3.046875
1993-04-02,3.046875
1993-04-05,3.046875
1993-04-06,3.015625
1993-04-07,3.0
1993-04-08,3.0
1993-04-12,3.109375
1993-04-13,3.1875
1993-04-14,3.25
1993-04-15,3.234375
1993-04-16,3.21875
1993-04-19,3.328125
1993-04-20,3.375
1993-04-21,3.421875
1993-04-22,3.1875
1993-04-23,3.078125
1993-04-26,3.171875
1993-04-27,3.1875
1993-04-28,3.1875
1993-04-29,3.125
1993-04-30,3.125
1993-05-03,3.15625
1993-05-04,3.171875
1993-05-05,3.203125
1993-05-06,3.234375
1993-05-07,3.171875
1993-05-10,3.125
1993-05-11,3.109375
1993-05-12,3.25
1993-05-13,3.265625
1993-05-14,3.34375
1993-05-17,3.65625
1993-05-18,3.65625
1993-05-19,3.703125
1993-05-20,3.84375
1993-05-21,3.84375
1993-05-24,3.859375
1993-05-25,3.8125
1993-05-26,3.78125
1993-05-27,3.65625
1993-05-28,3.59375
1993-06-01,3.859375
1993-06-02,4.109375
1993-06-03,4.3125
1993-06-04,4.296875
1993-06-07,4.125
1993-06-08,3.9375
1993-06-09,4.09375
1993-06-10,4.09375
1993-06-11,4.078125
1993-06-14,4.171875
1993-06-15,4.125
1993-06-16,4.078125
1993-06-17,4.0625
1993-06-18,4.0625
1993-06-21,4.09375
1993-06-22,4.09375
1993-06-23,4.046875
1993-06-24,3.9375
1993-06-25,4.046875
1993-06-28,4.03125
1993-06-29,4.015625
1993-06-30,4.125
1993-07-01,4.21875
1993-07-02,4.234375
1993-07-06,4.25
1993-07-07,3.578125
1993-07-08,3.515625
1993-07-09,3.5625
1993-07-12,3.65625
1993-07-13,3.71875
1993-07-14,3.625
1993-07-15,3.6875
1993-07-16,3.640625
1993-07-19,3.5625
1993-07-20,3.578125
1993-07-21,3.734375
1993-07-22,3.71875
1993-07-23,3.65625
1993-07-26,3.671875
1993-07-27,3.6875
1993-07-28,3.625
1993-07-29,3.640625
1993-07-30,3.734375
1993-08-02,3.65625
1993-08-03,3.65625
1993-08-04,3.609375
1993-08-05,3.5625
1993-08-06,3.5625
1993-08-09,3.5625
1993-08-10,3.625
1993-08-11,3.59375
1993-08-12,3.59375
1993-08-13,3.609375
1993-08-16,3.609375
1993-08-17,3.578125
1993-08-18,3.609375
1993-08-19,3.625
1993-08-20,3.609375
1993-08-23,3.59375
1993-08-24,3.671875
1993-08-25,3.640625
1993-08-26,3.734375
1993-08-27,3.875
1993-08-30,3.921875
1993-08-31,4.015625
1993-09-01,4.015625
1993-09-02,4.03125
1993-09-03,4.015625
1993-09-07,4.0
1993-09-08,3.9375
1993-09-09,3.875
1993-09-10,3.9375
1993-09-13,3.9375
1993-09-14,3.890625
1993-09-15,3.921875
1993-09-16,3.96875
1993-09-17,3.984375
1993-09-20,3.984375
1993-09-21,3.953125
1993-09-22,3.9375
1993-09-23,3.921875
1993-09-24,3.984375
1993-09-27,4.0
1993-09-28,3.96875
1993-09-29,3.953125
1993-09-30,3.984375
1993-10-01,3.96875
1993-10-04,3.953125
1993-10-05,3.9375
1993-10-06,3.90625
1993-10-07,3.953125
1993-10-08,3.9375
1993-10-11,3.921875
1993-10-12,3.953125
1993-10-13,4.0
1993-10-14,4.0
1993-10-15,4.015625
1993-10-18,3.921875
1993-10-19,3.984375
1993-10-20,4.0625
1993-10-21,4.0
1993-10-22,4.078125
1993-10-25,4.03125
1993-10-26,4.03125
1993-10-27,4.015625
1993-10-28,4.0
1993-10-29,4.125
1993-11-01,4.140625
1993-11-02,4.359375
1993-11-03,4.28125
1993-11-04,4.0625
1993-11-05,4.0
1993-11-08,4.0
1993-11-09,4.0625
1993-11-10,4.140625
1993-11-11,4.15625
1993-11-12,4.078125
1993-11-15,4.015625
1993-11-16,4.03125
1993-11-17,4.09375
1993-11-18,4.0625
1993-11-19,4.03125
1993-11-22,4.03125
1993-11-23,4.046875
1993-11-24,4.078125
1993-11-26,4.09375
1993-11-29,4.09375
1993-11-30,4.15625
1993-12-01,4.140625
1993-12-02,4.234375
1993-12-03,4.265625
1993-12-06,4.328125
1993-12-07,4.265625
1993-12-08,4.28125
1993-12-09,4.296875
1993-12-10,4.296875
1993-12-13,4.28125
1993-12-14,4.25
1993-12-15,4.15625
1993-12-16,4.0625
1993-12-17,4.09375
1993-12-20,4.09375
1993-12-21,4.078125
1993-12-22,4.15625
1993-12-23,4.21875
1993-12-27,4.3125
1993-12-28,4.28125
1993-12-29,4.453125
1993-12-30,4.46875
1993-12-31,4.4375
1994-01-03,4.1875
1994-01-04,4.296875
1994-01-05,4.53125
1994-01-06,4.6875
1994-01-07,4.625
1994-01-10,4.703125
1994-01-11,4.6875
1994-01-12,4.65625
1994-01-13,4.609375
1994-01-14,4.59375
1994-01-17,4.546875
1994-01-18,4.65625
1994-01-19,4.6875
1994-01-20,4.65625
1994-01-21,4.640625
1994-01-24,4.671875
1994-01-25,4.6875
1994-01-26,4.75
1994-01-27,4.734375
1994-01-28,4.6875
1994-01-31,4.71875
1994-02-01,4.734375
1994-02-02,4.75
1994-02-03,4.8125
1994-02-04,4.625
1994-02-07,4.671875
1994-02-08,4.640625
1994-02-09,4.640625
1994-02-10,4.71875
1994-02-11,4.640625
1994-02-14,4.625
1994-02-15,4.46875
1994-02-16,4.5625
1994-02-17,4.578125
1994-02-18,4.578125
1994-02-22,4.5
1994-02-23,4.5625
1994-02-24,4.5
1994-02-25,4.46875
1994-02-28,4.390625
1994-03-01,4.421875
1994-03-02,4.265625
1994-03-03,4.265625
1994-03-04,4.28125
1994-03-07,4.265625
1994-03-08,4.21875
1994-03-09,4.234375
1994-03-10,4.265625
1994-03-11,4.203125
1994-03-14,4.21875
1994-03-15,4.3125
1994-03-16,4.40625
1994-03-17,4.3125
1994-03-18,4.28125
1994-03-21,4.109375
1994-03-22,4.375
1994-03-23,4.421875
1994-03-24,4.34375
1994-03-25,4.3125
1994-03-28,4.234375
1994-03-29,4.078125
1994-03-30,4.0
1994-03-31,4.015625
1994-04-04,3.953125
1994-04-05,4.046875
1994-04-06,4.09375
1994-04-07,4.171875
1994-04-08,4.296875
1994-04-11,4.3125
1994-04-12,4.359375
1994-04-13,4.296875
1994-04-14,4.21875
1994-04-15,4.25
1994-04-18,4.265625
1994-04-19,4.203125
1994-04-20,4.0625
1994-04-21,4.109375
1994-04-22,4.015625
1994-04-25,4.0625
1994-04-26,4.0
1994-04-28,4.0
1994-04-29,4.09375
1994-05-02,4.078125
1994-05-03,4.015625
1994-05-04,4.078125
1994-05-05,4.046875
1994-05-06,4.0
1994-05-09,3.9375
1994-05-10,3.921875
1994-05-11,3.828125
1994-05-12,3.890625
1994-05-13,3.859375
1994-05-16,3.890625
1994-05-17,3.96875
1994-05-18,4.0625
1994-05-19,4.078125
1994-05-20,4.09375
1994-05-23,4.125
1994-05-24,4.140625
1994-05-25,4.0625
1994-05-26,3.90625
1994-05-27,3.859375
1994-05-31,3.859375
1994-06-01,3.84375
1994-06-02,3.84375
1994-06-03,3.859375
1994-06-06,3.875
1994-06-07,4.109375
1994-06-08,4.15625
1994-06-09,4.109375
1994-06-10,4.09375
1994-06-13,4.109375
1994-06-14,4.140625
1994-06-15,4.0
1994-06-16,4.046875
1994-06-17,4.09375
1994-06-20,4.046875
1994-06-21,3.984375
1994-06-22,3.96875
1994-06-23,3.828125
1994-06-24,3.765625
1994-06-27,3.6875
1994-06-28,3.734375
1994-06-29,3.71875
1994-06-30,3.640625
1994-07-01,3.671875
1994-07-05,3.671875
1994-07-06,3.640625
1994-07-07,3.59375
1994-07-08,3.5625
1994-07-11,3.734375
1994-07-12,3.796875
1994-07-13,3.734375
1994-07-14,3.84375
1994-07-15,3.796875
1994-07-18,4.0
1994-07-19,3.9375
1994-07-20,3.953125
1994-07-21,3.875
1994-07-22,3.890625
1994-07-25,3.859375
1994-07-26,3.90625
1994-07-27,3.9375
1994-07-28,3.921875
1994-07-29,3.953125
1994-08-01,3.875
1994-08-02,3.875
1994-08-03,3.875
1994-08-04,3.828125
1994-08-05,3.921875
1994-08-08,3.890625
1994-08-09,3.90625
1994-08-10,3.90625
1994-08-11,4.09375
1994-08-12,4.1875
1994-08-15,4.125
1994-08-16,4.125
1994-08-17,4.171875
1994-08-18,4.140625
1994-08-19,4.15625
1994-08-22,4.15625
1994-08-23,4.21875
1994-08-24,4.1875
1994-08-25,4.25
1994-08-26,4.265625
1994-08-29,4.296875
1994-08-30,4.328125
1994-08-31,4.328125
1994-09-01,4.28125
1994-09-02,4.28125
1994-09-06,4.390625
1994-09-07,4.375
1994-09-08,4.40625
1994-09-09,4.328125
1994-09-12,4.203125
1994-09-13,4.265625
1994-09-14,4.25
1994-09-15,4.28125
1994-09-16,4.25
1994-09-19,4.1875
1994-09-20,4.09375
1994-09-21,4.078125
1994-09-22,4.109375
1994-09-23,4.21875
1994-09-26,4.25
1994-09-27,4.1875
1994-09-28,4.171875
1994-09-29,4.15625
1994-09-30,4.15625
1994-10-03,4.15625
1994-10-04,4.125
1994-10-05,3.96875
1994-10-06,4.015625
1994-10-07,4.03125
1994-10-10,4.03125
1994-10-11,4.078125
1994-10-12,4.085938
1994-10-13,4.125
1994-10-14,4.1875
1994-10-17,4.203125
1994-10-18,4.1875
1994-10-19,4.234375
1994-10-20,4.125
1994-10-21,4.09375
1994-10-24,4.078125
1994-10-25,4.0625
1994-10-26,4.03125
1994-10-27,3.984375
1994-10-28,4.0
1994-10-31,3.953125
1994-11-01,3.96875
1994-11-02,4.0
1994-11-03,4.046875
1994-11-04,4.046875
1994-11-07,4.046875
1994-11-08,3.96875
1994-11-09,3.96875
1994-11-10,3.921875
1994-11-11,3.859375
1994-11-14,3.8125
1994-11-15,3.8125
1994-11-16,3.703125
1994-11-17,3.765625
1994-11-18,3.78125
1994-11-21,3.828125
1994-11-22,3.8125
1994-11-23,3.765625
1994-11-25,3.765625
1994-11-28,3.71875
1994-11-29,3.75
1994-11-30,3.734375
1994-12-01,3.71875
1994-12-02,3.65625
1994-12-05,3.625
1994-12-06,3.578125
1994-12-07,3.53125
1994-12-08,3.5
1994-12-09,3.421875
1994-12-12,3.484375
1994-12-13,3.53125
1994-12-14,3.578125
1994-12-15,3.625
1994-12-16,3.59375
1994-12-19,3.546875
1994-12-20,3.4375
1994-12-21,3.46875
1994-12-22,3.421875
1994-12-23,3.4375
1994-12-27,3.625
1994-12-28,3.65625
1994-12-29,3.671875
1994-12-30,3.734375
1995-01-03,3.6875
1995-01-04,3.71875
1995-01-05,3.75
1995-01-06,3.859375
1995-01-09,3.875
1995-01-10,3.796875
1995-01-11,3.78125
1995-01-12,3.8125
1995-01-13,3.828125
1995-01-16,3.875
1995-01-17,3.828125
1995-01-18,3.828125
1995-01-19,3.765625
1995-01-20,3.75
1995-01-23,3.703125
1995-01-24,3.734375
1995-01-25,3.734375
1995-01-26,3.71875
1995-01-27,3.6875
1995-01-30,3.6875
1995-01-31,3.71875
1995-02-01,3.6875
1995-02-02,3.59375
1995-02-03,3.578125
1995-02-06,3.609375
1995-02-07,3.625
1995-02-08,3.671875
1995-02-09,3.734375
1995-02-10,3.703125
1995-02-13,3.765625
1995-02-14,3.8125
1995-02-15,3.921875
1995-02-16,4.0
1995-02-17,4.015625
1995-02-21,3.953125
1995-02-22,4.0
1995-02-23,3.984375
1995-02-24,3.9375
1995-02-27,3.96875
1995-02-28,4.0
1995-03-01,3.9375
1995-03-02,3.859375
1995-03-03,3.890625
1995-03-06,3.96875
1995-03-07,3.96875
1995-03-08,3.9375
1995-03-09,3.890625
1995-03-10,3.9375
1995-03-13,3.9375
1995-03-14,4.078125
1995-03-15,4.203125
1995-03-16,4.15625
1995-03-17,4.109375
1995-03-20,4.09375
1995-03-21,4.09375
1995-03-22,4.109375
1995-03-23,4.109375
1995-03-24,4.0625
1995-03-27,4.09375
1995-03-28,4.125
1995-03-29,4.125
1995-03-30,4.171875
1995-03-31,4.171875
1995-04-03,4.1875
1995-04-04,4.171875
1995-04-05,4.125
1995-04-06,4.109375
1995-04-07,4.140625
1995-04-10,4.390625
1995-04-11,4.375
1995-04-12,4.390625
1995-04-13,4.546875
1995-04-17,4.6875
1995-04-18,4.625
1995-04-19,4.609375
1995-04-20,4.796875
1995-04-21,4.953125
1995-04-24,4.96875
1995-04-25,5.03125
1995-04-26,5.21875
1995-04-27,5.1875
1995-04-28,5.203125
1995-05-01,5.40625
1995-05-02,5.515625
1995-05-03,5.3125
1995-05-04,5.125
1995-05-05,5.09375
1995-05-08,5.21875
1995-05-09,5.390625
1995-05-10,5.453125
1995-05-11,5.5
1995-05-12,5.484375
1995-05-15,5.609375
1995-05-16,5.71875
1995-05-17,5.734375
1995-05-18,5.5625
1995-05-19,5.609375
1995-05-22,5.6875
1995-05-23,5.765625
1995-05-24,5.765625
1995-05-25,5.640625
1995-05-26,5.65625
1995-05-30,5.609375
1995-05-31,5.71875
1995-06-01,5.75
1995-06-02,5.703125
1995-06-05,5.59375
1995-06-06,5.65625
1995-06-07,5.640625
1995-06-08,5.671875
1995-06-09,5.640625
1995-06-12,5.65625
1995-06-13,5.625
1995-06-14,5.59375
1995-06-15,5.609375
1995-06-16,5.5625
1995-06-19,5.421875
1995-06-20,5.4375
1995-06-21,5.484375
1995-06-22,5.71875
1995-06-23,5.765625
1995-06-26,5.734375
1995-06-27,5.828125
1995-06-28,6.03125
1995-06-29,6.21875
1995-06-30,6.15625
1995-07-03,6.125
1995-07-05,6.25
1995-07-06,6.40625
1995-07-07,6.34375
1995-07-10,6.3125
1995-07-11,6.25
1995-07-12,6.25
1995-07-13,6.296875
1995-07-14,6.546875
1995-07-17,6.59375
1995-07-18,6.4375
1995-07-19,6.234375
1995-07-20,6.109375
1995-07-21,6.125
1995-07-24,6.09375
1995-07-25,6.15625
1995-07-26,6.25
1995-07-27,6.265625
1995-07-28,6.359375
1995-07-31,6.484375
1995-08-01,6.46875
1995-08-02,6.46875
1995-08-03,6.609375
1995-08-04,6.703125
1995-08-07,6.90625
1995-08-08,6.859375
1995-08-09,6.875
1995-08-10,6.765625
1995-08-11,6.703125
1995-08-14,6.75
1995-08-15,6.921875
1995-08-16,7.0
1995-08-17,6.9375
1995-08-18,6.96875
1995-08-21,6.96875
1995-08-22,6.8125
1995-08-23,6.84375
1995-08-24,6.890625
1995-08-25,6.953125
1995-08-28,6.9375
1995-08-29,6.953125
1995-08-30,6.96875
1995-08-31,6.90625
1995-09-01,6.90625
1995-09-05,6.875
1995-09-06,6.90625
1995-09-07,6.875
1995-09-08,6.84375
1995-09-11,6.859375
1995-09-12,6.609375
1995-09-13,6.671875
1995-09-14,6.75
1995-09-15,6.71875
1995-09-18,6.5
1995-09-19,6.5
1995-09-20,6.5625
1995-09-21,6.484375
1995-09-22,6.3125
1995-09-25,6.09375
1995-09-26,6.234375
1995-09-27,6.140625
1995-09-28,6.109375
1995-09-29,6.484375
1995-10-02,6.25
1995-10-03,6.21875
1995-10-04,6.34375
1995-10-05,6.59375
1995-10-06,6.71875
1995-10-09,6.46875
1995-10-10,6.34375
1995-10-11,6.1875
1995-10-12,6.46875
1995-10-13,6.53125
1995-10-16,6.75
1995-10-17,6.78125
1995-10-18,6.78125
1995-10-19,6.65625
1995-10-20,6.125
1995-10-23,5.90625
