Date,CNX
1999-04-30,5.9375
1999-05-03,5.9895830000000005
1999-05-04,5.78125
1999-05-05,5.8333330000000005
1999-05-06,5.8072919999999995
1999-05-07,5.46875
1999-05-10,5.5989580000000005
1999-05-11,5.625
1999-05-12,5.5989580000000005
1999-05-13,5.5989580000000005
1999-05-14,5.5989580000000005
1999-05-17,5.6770830000000005
1999-05-18,5.5989580000000005
1999-05-19,5.5208330000000005
1999-05-20,5.546875
1999-05-21,5.5208330000000005
1999-05-24,5.46875
1999-05-25,5.2864580000000005
1999-05-26,5.1302080000000005
1999-05-27,5.078125
1999-05-28,5.625
1999-06-01,5.2604169999999995
1999-06-02,5.3125
1999-06-03,5.4166669999999995
1999-06-04,5.5729169999999995
1999-06-07,5.4427080000000005
1999-06-08,5.3645830000000005
1999-06-09,5.390625
1999-06-10,5.3125
1999-06-11,5.3385419999999995
1999-06-14,5.2083330000000005
1999-06-15,5.234375
1999-06-16,5.234375
1999-06-17,5.1822919999999995
1999-06-18,5.2083330000000005
1999-06-21,5.1041669999999995
1999-06-22,5.0
1999-06-23,4.9739580000000005
1999-06-24,4.9479169999999995
1999-06-25,4.7916669999999995
1999-06-28,4.8958330000000005
1999-06-29,4.8958330000000005
1999-06-30,5.0
1999-07-01,5.1302080000000005
1999-07-02,5.0520830000000005
1999-07-06,4.9479169999999995
1999-07-07,5.0
1999-07-08,4.921875
1999-07-09,4.84375
1999-07-12,4.7395830000000005
1999-07-13,4.6614580000000005
1999-07-14,4.6614580000000005
1999-07-15,4.4791669999999995
1999-07-16,4.7916669999999995
1999-07-19,5.0520830000000005
1999-07-20,4.921875
1999-07-21,4.921875
1999-07-22,4.7916669999999995
1999-07-23,4.84375
1999-07-26,4.8177080000000005
1999-07-27,4.6354169999999995
1999-07-28,5.0
1999-07-29,4.6354169999999995
1999-07-30,4.6354169999999995
1999-08-02,4.53125
1999-08-03,4.5052080000000005
1999-08-04,4.5833330000000005
1999-08-05,4.609375
1999-08-06,4.7395830000000005
1999-08-09,5.0
1999-08-10,5.0260419999999995
1999-08-11,5.1302080000000005
1999-08-12,5.1041669999999995
1999-08-13,5.1302080000000005
1999-08-16,5.3385419999999995
1999-08-17,5.234375
1999-08-18,5.234375
1999-08-19,5.3125
1999-08-20,5.5729169999999995
1999-08-23,5.46875
1999-08-24,5.4427080000000005
1999-08-25,5.4166669999999995
1999-08-26,5.46875
1999-08-27,5.4166669999999995
1999-08-30,5.4947919999999995
1999-08-31,5.5989580000000005
1999-09-01,5.5989580000000005
1999-09-02,5.546875
1999-09-03,5.5208330000000005
1999-09-07,5.390625
1999-09-08,5.390625
1999-09-09,5.3125
1999-09-10,5.4427080000000005
1999-09-13,5.5208330000000005
1999-09-14,5.3385419999999995
1999-09-15,5.5208330000000005
1999-09-16,5.5989580000000005
1999-09-17,5.625
1999-09-20,5.4947919999999995
1999-09-21,5.4947919999999995
1999-09-22,5.5208330000000005
1999-09-23,5.625
1999-09-24,5.6510419999999995
1999-09-27,5.6770830000000005
1999-09-28,5.625
1999-09-29,5.8333330000000005
1999-09-30,5.9895830000000005
1999-10-01,5.9375
1999-10-04,6.1197919999999995
1999-10-05,5.8854169999999995
1999-10-06,5.9895830000000005
1999-10-07,5.9895830000000005
1999-10-08,5.9635419999999995
1999-10-11,5.9375
1999-10-12,5.6770830000000005
1999-10-13,5.6510419999999995
1999-10-14,5.6510419999999995
1999-10-15,5.625
1999-10-18,5.5989580000000005
1999-10-19,5.5989580000000005
1999-10-20,5.546875
1999-10-21,5.46875
1999-10-22,5.4947919999999995
1999-10-25,5.390625
1999-10-26,4.9479169999999995
1999-10-27,5.4166669999999995
1999-10-28,4.7916669999999995
1999-10-29,4.84375
1999-11-01,4.8177080000000005
1999-11-02,4.84375
1999-11-03,4.9479169999999995
1999-11-04,4.7916669999999995
1999-11-05,4.5833330000000005
1999-11-08,4.8177080000000005
1999-11-09,4.7916669999999995
1999-11-10,4.4270830000000005
1999-11-11,4.609375
1999-11-12,4.53125
1999-11-15,4.6875
1999-11-16,4.6354169999999995
1999-11-17,4.4010419999999995
1999-11-18,4.453125
1999-11-19,4.3229169999999995
1999-11-22,4.296875
1999-11-23,4.1145830000000005
1999-11-24,4.2447919999999995
1999-11-26,4.4010419999999995
1999-11-29,4.0885419999999995
1999-11-30,4.1666669999999995
1999-12-01,4.3489580000000005
1999-12-02,4.609375
1999-12-03,4.4791669999999995
1999-12-06,4.21875
1999-12-07,4.0104169999999995
1999-12-08,4.1145830000000005
1999-12-09,4.1927080000000005
1999-12-10,4.2447919999999995
1999-12-13,4.2447919999999995
1999-12-14,4.2447919999999995
1999-12-15,4.4010419999999995
1999-12-16,4.53125
1999-12-17,5.0
1999-12-20,4.5833330000000005
1999-12-21,4.6614580000000005
1999-12-22,4.6354169999999995
1999-12-23,4.53125
1999-12-27,4.3229169999999995
1999-12-28,4.1927080000000005
1999-12-29,4.1927080000000005
1999-12-30,4.2447919999999995
1999-12-31,4.1666669999999995
2000-01-03,4.2447919999999995
2000-01-04,4.1666669999999995
2000-01-05,4.21875
2000-01-06,4.4010419999999995
2000-01-07,4.53125
2000-01-10,4.5572919999999995
2000-01-11,4.5052080000000005
2000-01-12,4.5833330000000005
2000-01-13,4.8177080000000005
2000-01-14,4.7916669999999995
2000-01-18,4.8697919999999995
2000-01-19,4.7916669999999995
2000-01-20,4.921875
2000-01-21,4.9479169999999995
2000-01-24,4.9479169999999995
2000-01-25,4.8958330000000005
2000-01-26,4.5052080000000005
2000-01-27,4.7916669999999995
2000-01-28,5.0520830000000005
2000-01-31,5.0520830000000005
2000-02-01,4.9739580000000005
2000-02-02,5.0520830000000005
2000-02-03,5.1041669999999995
2000-02-04,5.0260419999999995
2000-02-07,4.9479169999999995
2000-02-08,5.0260419999999995
2000-02-09,5.234375
2000-02-10,5.1822919999999995
2000-02-11,5.0260419999999995
2000-02-14,5.078125
2000-02-15,5.0260419999999995
2000-02-16,5.1041669999999995
2000-02-17,5.078125
2000-02-18,5.1041669999999995
2000-02-22,5.078125
2000-02-23,4.84375
2000-02-24,4.84375
2000-02-25,4.8177080000000005
2000-02-28,4.7395830000000005
2000-02-29,4.84375
2000-03-01,4.7395830000000005
2000-03-02,4.765625
2000-03-03,4.7916669999999995
2000-03-06,4.84375
2000-03-07,4.84375
2000-03-08,4.765625
2000-03-09,4.8177080000000005
2000-03-10,4.7395830000000005
2000-03-13,4.7135419999999995
2000-03-14,4.7395830000000005
2000-03-15,4.765625
2000-03-16,4.7395830000000005
2000-03-17,4.7395830000000005
2000-03-20,4.6875
2000-03-21,4.7135419999999995
2000-03-22,4.5833330000000005
2000-03-23,4.6354169999999995
2000-03-24,4.5833330000000005
2000-03-27,4.765625
2000-03-28,4.609375
2000-03-29,4.453125
2000-03-30,4.4010419999999995
2000-03-31,4.4270830000000005
2000-04-03,4.53125
2000-04-04,4.5052080000000005
2000-04-05,4.5572919999999995
2000-04-06,4.5833330000000005
2000-04-07,4.5833330000000005
2000-04-10,4.3229169999999995
2000-04-11,4.375
2000-04-12,4.4010419999999995
2000-04-13,4.2447919999999995
2000-04-14,4.3229169999999995
2000-04-17,4.375
2000-04-18,4.3489580000000005
2000-04-19,4.375
2000-04-20,4.375
2000-04-24,4.3489580000000005
2000-04-25,4.375
2000-04-26,4.2708330000000005
2000-04-27,4.21875
2000-04-28,4.3229169999999995
2000-05-01,4.7395830000000005
2000-05-02,4.7916669999999995
2000-05-03,4.8697919999999995
2000-05-04,4.7135419999999995
2000-05-05,4.8697919999999995
2000-05-08,4.8177080000000005
2000-05-09,4.8958330000000005
2000-05-10,4.7395830000000005
2000-05-11,4.609375
2000-05-12,4.4791669999999995
2000-05-15,4.4270830000000005
2000-05-16,4.6354169999999995
2000-05-17,4.8697919999999995
2000-05-18,4.6875
2000-05-19,4.84375
2000-05-22,5.0
2000-05-23,5.2604169999999995
2000-05-24,5.2864580000000005
