Date,NBSE
2012-06-18,54.000099
2012-06-19,51.600101
2012-06-20,54.000099
2012-06-21,53.400101
2012-06-22,54.000099
2012-06-25,52.2001
2012-06-26,52.2001
2012-06-27,52.2001
2012-06-28,52.2001
2012-06-29,54.000099
2012-07-02,51.0
2012-07-03,58.2001
2012-07-05,57.000099
2012-07-06,57.000099
2012-07-09,58.2001
2012-07-10,58.2001
2012-07-11,57.000099
2012-07-12,57.000099
2012-07-13,57.600101
2012-07-16,58.2001
2012-07-17,58.2001
2012-07-18,57.000099
2012-07-19,62.400101
2012-07-20,61.800098
2012-07-23,60.000099
2012-07-24,57.000099
2012-07-25,58.2001
2012-07-26,58.2001
2012-07-27,58.2001
2012-07-30,59.400101
2012-07-31,58.800098
2012-08-01,60.600101
2012-08-02,60.600101
2012-08-03,60.600101
2012-08-06,60.000099
2012-08-07,55.800098
2012-08-08,60.000099
2012-08-09,60.000099
2012-08-10,60.000099
2012-08-13,55.2001
2012-08-14,54.000099
2012-08-15,57.000099
2012-08-16,55.800098
2012-08-17,55.2001
2012-08-20,54.000099
2012-08-21,55.2001
2012-08-22,54.000099
2012-08-23,56.400101
2012-08-24,56.400101
2012-08-27,55.800098
2012-08-28,55.800098
2012-08-29,55.800098
2012-08-30,56.400101
2012-08-31,55.800098
2012-09-04,55.800098
2012-09-05,55.2001
2012-09-06,52.800098
2012-09-07,54.600101
2012-09-10,54.600101
2012-09-11,57.000099
2012-09-12,59.400101
2012-09-13,59.400101
2012-09-14,61.2001
2012-09-17,61.2001
2012-09-18,63.000099
2012-09-19,61.2001
2012-09-20,62.400101
2012-09-21,62.400101
2012-09-24,66.000099
2012-09-25,66.000099
2012-09-26,67.20010400000001
2012-09-27,64.800102
2012-09-28,60.600101
2012-10-01,64.20010400000001
2012-10-02,67.800102
2012-10-03,73.800102
2012-10-04,76.800102
2012-10-05,87.000099
2012-10-08,100.800003
2012-10-09,104.400002
2012-10-10,94.20010400000001
2012-10-11,90.600098
2012-10-12,91.800102
2012-10-15,95.400101
2012-10-16,97.20010400000001
2012-10-17,96.000099
2012-10-18,93.000099
2012-10-19,93.000099
2012-10-22,96.600098
2012-10-23,93.000099
2012-10-24,93.000099
2012-10-25,96.000099
2012-10-26,95.400101
2012-10-31,96.000099
2012-11-01,93.000099
2012-11-02,95.400101
2012-11-05,90.000099
2012-11-06,90.000099
2012-11-07,87.000099
2012-11-08,88.800102
2012-11-09,87.000099
2012-11-12,87.000099
2012-11-13,87.000099
2012-11-14,87.000099
2012-11-15,87.600098
2012-11-16,87.000099
2012-11-19,90.000099
2012-11-20,94.800102
2012-11-21,93.000099
2012-11-23,94.800102
2012-11-26,99.000099
2012-11-27,108.0
2012-11-28,105.0
2012-11-29,98.400101
2012-11-30,103.199997
2012-12-03,102.0
2012-12-04,96.600098
2012-12-05,103.199997
2012-12-06,102.599998
2012-12-07,106.199997
2012-12-10,107.400002
2012-12-11,108.599998
2012-12-12,105.0
2012-12-13,103.800003
2012-12-14,108.0
2012-12-17,111.0
2012-12-18,114.0
2012-12-19,111.0
2012-12-20,108.0
2012-12-21,106.800003
2012-12-24,107.400002
2012-12-26,106.800003
2012-12-27,110.400002
2012-12-28,108.0
2012-12-31,107.400002
2013-01-02,105.0
2013-01-03,103.199997
2013-01-04,108.0
2013-01-07,108.0
