Date,SSNC
2015-02-23,31.0
2015-02-24,30.950001
2015-02-25,30.764999
2015-02-26,30.82
2015-02-27,30.34
2015-03-02,30.73
2015-03-03,30.9
2015-03-04,31.355
2015-03-05,31.514999
2015-03-06,31.355
2015-03-09,31.549999
2015-03-10,30.725
2015-03-11,30.84
2015-03-12,31.549999
2015-03-13,31.0
2015-03-16,30.549999
2015-03-17,30.360001
2015-03-18,31.315001000000002
2015-03-19,31.385
2015-03-20,31.375
2015-03-23,31.105
2015-03-24,31.165001
2015-03-25,30.190001000000002
2015-03-26,30.75
2015-03-27,30.745001000000002
2015-03-30,31.295
2015-03-31,31.15
2015-04-01,31.02
2015-04-02,31.215
2015-04-06,31.25
2015-04-07,31.615
2015-04-08,31.77
2015-04-09,31.02
2015-04-10,31.465
2015-04-13,31.43
2015-04-14,31.27
2015-04-15,31.625
2015-04-16,31.83
2015-04-17,31.1
2015-04-20,31.469998999999998
2015-04-21,31.355
2015-04-22,31.735001
2015-04-23,32.349998
2015-04-24,31.809998999999998
2015-04-27,31.18
2015-04-28,30.004998999999998
2015-04-29,30.165001
2015-04-30,30.084999
2015-05-01,30.094998999999998
2015-05-04,29.764999
2015-05-05,29.264999
2015-05-06,29.205
2015-05-07,29.24
2015-05-08,29.684998999999998
2015-05-11,29.865
2015-05-12,29.905001000000002
2015-05-13,29.719998999999998
2015-05-14,30.07
2015-05-15,29.82
2015-05-18,30.66
2015-05-19,30.559998999999998
2015-05-20,30.51
2015-05-21,30.355
2015-05-22,30.040001
2015-05-26,29.65
2015-05-27,30.08
2015-05-28,30.190001000000002
2015-05-29,29.465
2015-06-01,30.025
2015-06-02,29.9
2015-06-03,30.205
2015-06-04,30.059998999999998
2015-06-05,30.27
2015-06-08,29.555
2015-06-09,28.985001
2015-06-10,30.030001000000002
2015-06-11,30.57
2015-06-12,30.575001
2015-06-15,30.23
2015-06-16,30.450001
2015-06-17,30.280001000000002
2015-06-18,31.65
2015-06-19,32.395
2015-06-22,32.044998
2015-06-23,32.18
2015-06-24,32.125
2015-06-25,32.005001
2015-06-26,31.754998999999998
2015-06-29,30.615
2015-06-30,31.25
2015-07-01,31.184998999999998
2015-07-02,31.424999
2015-07-06,31.605
2015-07-07,31.4
2015-07-08,30.885
2015-07-09,31.725
2015-07-10,32.18
2015-07-13,32.610001000000004
2015-07-14,32.564999
2015-07-15,32.32
2015-07-16,32.595001
2015-07-17,32.564999
2015-07-20,32.525002
2015-07-21,32.5
2015-07-22,32.605
2015-07-23,32.305
2015-07-24,31.965
2015-07-27,31.93
2015-07-28,32.32
2015-07-29,33.110001000000004
2015-07-30,33.709998999999996
2015-07-31,34.014998999999996
2015-08-03,34.869999
2015-08-04,34.845001
2015-08-05,34.544998
2015-08-06,33.904999
2015-08-07,33.945
2015-08-10,34.165001000000004
2015-08-11,34.509997999999996
2015-08-12,34.200001
2015-08-13,34.154999
2015-08-14,34.404999
2015-08-17,34.715
2015-08-18,36.040001000000004
2015-08-19,35.634997999999996
2015-08-20,34.77
2015-08-21,33.875
2015-08-24,32.639998999999996
2015-08-25,32.560001
2015-08-26,33.255001
2015-08-27,34.0
2015-08-28,34.525002
2015-08-31,33.869999
2015-09-01,33.435001
2015-09-02,33.994999
2015-09-03,33.674999
2015-09-04,33.445
2015-09-08,34.419998
2015-09-09,33.689999
2015-09-10,33.904999
2015-09-11,34.724998
2015-09-14,34.650002
2015-09-15,35.209998999999996
2015-09-16,35.334998999999996
2015-09-17,35.345001
2015-09-18,35.555
2015-09-21,36.080002
2015-09-22,36.310001
2015-09-23,36.814999
2015-09-24,35.880001
2015-09-25,35.334998999999996
2015-09-28,34.474998
2015-09-29,33.494999
2015-09-30,35.02
2015-10-01,35.830002
2015-10-02,35.924999
2015-10-05,36.639998999999996
2015-10-06,36.0
2015-10-07,36.299999
2015-10-08,35.950001
2015-10-09,36.605
2015-10-12,36.735001000000004
2015-10-13,35.865002000000004
2015-10-14,35.224998
2015-10-15,35.849998
2015-10-16,36.035
2015-10-19,36.285
2015-10-20,36.150002
2015-10-21,36.139998999999996
2015-10-22,36.985001000000004
2015-10-23,36.674999
2015-10-26,36.955002
2015-10-27,36.400002
2015-10-28,36.919998
2015-10-29,37.035
2015-10-30,37.075001
2015-11-02,37.224998
2015-11-03,35.794998
2015-11-04,35.93
2015-11-05,35.195
2015-11-06,35.860001000000004
2015-11-09,35.255001
2015-11-10,35.110001000000004
2015-11-11,35.255001
2015-11-12,35.154999
2015-11-13,34.945
2015-11-16,35.564999
2015-11-17,35.639998999999996
2015-11-18,36.785
2015-11-19,36.939999
2015-11-20,37.055
2015-11-23,36.715
2015-11-24,35.709998999999996
2015-11-25,35.575001
2015-11-27,35.865002000000004
2015-11-30,35.950001
2015-12-01,36.264998999999996
2015-12-02,35.560001
2015-12-03,34.955002
2015-12-04,35.900002
2015-12-07,34.939999
2015-12-08,34.560001
2015-12-09,33.98
2015-12-10,33.994999
2015-12-11,33.424999
2015-12-14,33.0
2015-12-15,33.695
2015-12-16,34.895
2015-12-17,34.375
2015-12-18,33.400002
2015-12-21,33.18
2015-12-22,33.889998999999996
2015-12-23,34.275002
2015-12-24,34.080002
2015-12-28,33.970001
2015-12-29,34.215
2015-12-30,34.095001
2015-12-31,34.134997999999996
2016-01-04,33.209998999999996
2016-01-05,33.240002000000004
2016-01-06,32.395
2016-01-07,31.145
2016-01-08,30.764999
2016-01-11,29.775
2016-01-12,30.355
2016-01-13,29.344998999999998
2016-01-14,31.205
2016-01-15,30.825001
2016-01-19,31.625
2016-01-20,31.285
2016-01-21,30.620001000000002
2016-01-22,30.799999
2016-01-25,30.02
2016-01-26,30.17
2016-01-27,31.205
2016-01-28,31.5
2016-01-29,32.145
2016-02-01,32.189999
2016-02-02,31.27
2016-02-03,30.83
2016-02-04,30.535
2016-02-05,28.77
2016-02-08,27.35
2016-02-09,27.395
2016-02-10,28.02
2016-02-11,27.655001000000002
2016-02-12,26.514999
2016-02-16,27.860001
2016-02-17,28.915001
2016-02-18,28.610001
2016-02-19,29.145
2016-02-22,29.655001000000002
2016-02-23,29.334999
2016-02-24,29.219998999999998
2016-02-25,29.559998999999998
2016-02-26,29.855
2016-02-29,29.145
2016-03-01,30.555
2016-03-02,30.440001000000002
2016-03-03,31.0
2016-03-04,30.684998999999998
2016-03-07,30.795
2016-03-08,30.205
2016-03-09,30.075001
2016-03-10,30.084999
2016-03-11,30.325001
2016-03-14,30.74
2016-03-15,31.135
2016-03-16,31.424999
2016-03-17,31.01
2016-03-18,31.184998999999998
2016-03-21,31.049999
2016-03-22,30.905001000000002
2016-03-23,30.645
2016-03-24,30.485001
2016-03-28,30.965
2016-03-29,31.684998999999998
2016-03-30,31.559998999999998
2016-03-31,31.709999
2016-04-01,32.110001000000004
2016-04-04,31.98
2016-04-05,31.344998999999998
2016-04-06,31.395
2016-04-07,31.004998999999998
2016-04-08,31.305
2016-04-11,30.645
2016-04-12,30.4
2016-04-13,30.365
2016-04-14,30.280001000000002
2016-04-15,30.049999
2016-04-18,30.485001
2016-04-19,30.055
2016-04-20,30.105
2016-04-21,30.195
2016-04-22,30.639999
2016-04-25,30.49
2016-04-26,30.67
2016-04-27,31.049999
2016-04-28,30.879998999999998
2016-04-29,30.575001
2016-05-02,31.34
2016-05-03,31.09
2016-05-04,30.635
2016-05-05,30.725
2016-05-06,28.93
2016-05-09,28.85
2016-05-10,29.610001
2016-05-11,29.76
2016-05-12,29.49
2016-05-13,29.299999
2016-05-16,29.495001000000002
2016-05-17,29.35
2016-05-18,29.76
2016-05-19,29.219998999999998
2016-05-20,29.895
2016-05-23,29.955
2016-05-24,30.375
2016-05-25,30.445
2016-05-26,30.549999
2016-05-27,30.77
2016-05-31,30.795
2016-06-01,30.775
2016-06-02,30.77
2016-06-03,30.49
2016-06-06,30.684998999999998
2016-06-07,30.639999
2016-06-08,30.17
2016-06-09,30.0
2016-06-10,29.32
2016-06-13,29.105
2016-06-14,28.905001000000002
2016-06-15,29.09
2016-06-16,28.985001
2016-06-17,28.875
2016-06-20,29.33
2016-06-21,29.15
2016-06-22,29.065001000000002
2016-06-23,29.540001
2016-06-24,27.469998999999998
2016-06-27,26.450001
2016-06-28,27.27
2016-06-29,28.059998999999998
2016-06-30,28.08
2016-07-01,28.51
2016-07-05,28.51
2016-07-06,29.559998999999998
2016-07-07,29.23
2016-07-08,29.639999
2016-07-11,29.84
2016-07-12,30.469998999999998
2016-07-13,30.700001
2016-07-14,30.85
2016-07-15,30.6
2016-07-18,30.530001000000002
2016-07-19,30.41
2016-07-20,30.49
2016-07-21,30.43
2016-07-22,30.85
2016-07-25,31.76
2016-07-26,31.799999
2016-07-27,31.34
2016-07-28,32.790001000000004
2016-07-29,32.220001
2016-08-01,31.24
2016-08-02,31.049999
2016-08-03,31.27
2016-08-04,31.57
2016-08-05,32.450001
2016-08-08,31.76
2016-08-09,31.549999
2016-08-10,31.469998999999998
2016-08-11,31.690001000000002
2016-08-12,31.98
2016-08-15,32.5
2016-08-16,32.040001000000004
2016-08-17,31.57
2016-08-18,31.49
2016-08-19,31.450001
2016-08-22,31.65
2016-08-23,32.060001
2016-08-24,31.77
2016-08-25,31.99
2016-08-26,32.299999
2016-08-29,32.330002
2016-08-30,32.599998
2016-08-31,32.950001
2016-09-01,33.369999
2016-09-02,33.509997999999996
2016-09-06,33.790001000000004
2016-09-07,34.060001
2016-09-08,33.779999
2016-09-09,32.790001000000004
2016-09-12,32.990002000000004
2016-09-13,32.119999
2016-09-14,31.889999
2016-09-15,31.969998999999998
2016-09-16,31.34
2016-09-19,32.23
2016-09-20,31.76
2016-09-21,32.360001000000004
2016-09-22,32.360001000000004
2016-09-23,32.18
2016-09-26,31.780001000000002
2016-09-27,32.5
2016-09-28,33.16
2016-09-29,32.18
2016-09-30,32.150002
2016-10-03,32.549999
2016-10-04,32.509997999999996
2016-10-05,32.540001000000004
2016-10-06,32.84
2016-10-07,32.75
2016-10-10,32.919998
2016-10-11,32.34
2016-10-12,32.349998
2016-10-13,31.790001
2016-10-14,31.82
2016-10-17,31.4
2016-10-18,31.74
2016-10-19,31.99
2016-10-20,32.209998999999996
2016-10-21,32.18
2016-10-24,32.66
2016-10-25,32.720001
2016-10-26,32.900002
2016-10-27,31.940001000000002
2016-10-28,31.51
2016-10-31,31.93
2016-11-01,32.040001000000004
2016-11-02,31.809998999999998
2016-11-03,31.75
2016-11-04,31.24
2016-11-07,32.040001000000004
2016-11-08,31.639999
2016-11-09,31.82
2016-11-10,30.870001000000002
2016-11-11,31.16
2016-11-14,31.15
2016-11-15,31.99
2016-11-16,32.150002
2016-11-17,32.610001000000004
2016-11-18,32.619999
2016-11-21,32.779999
2016-11-22,31.959999
2016-11-23,31.83
2016-11-25,31.690001000000002
2016-11-28,31.16
2016-11-29,30.32
2016-11-30,30.01
2016-12-01,29.059998999999998
2016-12-02,28.98
2016-12-05,28.98
2016-12-06,28.959999
2016-12-07,29.26
2016-12-08,29.35
2016-12-09,29.24
2016-12-12,29.08
2016-12-13,29.190001000000002
2016-12-14,28.91
2016-12-15,28.889999
2016-12-16,29.440001000000002
2016-12-19,29.290001
2016-12-20,29.549999
2016-12-21,29.25
2016-12-22,28.91
2016-12-23,28.940001000000002
2016-12-27,28.99
2016-12-28,28.790001
2016-12-29,28.959999
2016-12-30,28.6
2017-01-03,28.870001000000002
2017-01-04,29.77
2017-01-05,30.049999
2017-01-06,29.92
2017-01-09,30.33
2017-01-10,30.68
2017-01-11,31.360001
2017-01-12,31.43
2017-01-13,31.43
2017-01-17,31.17
2017-01-18,31.219998999999998
2017-01-19,31.120001000000002
2017-01-20,31.290001
2017-01-23,31.18
2017-01-24,31.49
2017-01-25,31.9
2017-01-26,32.16
2017-01-27,32.299999
2017-01-30,31.969998999999998
2017-01-31,32.130001
2017-02-01,32.209998999999996
2017-02-02,32.200001
2017-02-03,32.509997999999996
2017-02-06,32.41
2017-02-07,32.599998
2017-02-08,32.389998999999996
2017-02-09,32.650002
2017-02-10,32.810001
2017-02-13,32.560001
2017-02-14,32.639998999999996
2017-02-15,32.810001
2017-02-16,35.349998
2017-02-17,35.43
2017-02-21,35.709998999999996
2017-02-22,35.580002
2017-02-23,35.540001000000004
2017-02-24,35.529999
2017-02-27,35.459998999999996
2017-02-28,35.02
2017-03-01,35.57
2017-03-02,35.09
2017-03-03,35.16
2017-03-06,35.279999
2017-03-07,35.66
2017-03-08,35.849998
2017-03-09,36.07
2017-03-10,36.509997999999996
2017-03-13,36.299999
2017-03-14,36.009997999999996
2017-03-15,36.400002
2017-03-16,36.43
2017-03-17,36.139998999999996
2017-03-20,36.0
2017-03-21,35.59
2017-03-22,35.990002000000004
2017-03-23,35.669998
2017-03-24,35.610001000000004
2017-03-27,35.509997999999996
2017-03-28,35.540001000000004
2017-03-29,35.580002
2017-03-30,35.529999
2017-03-31,35.400002
2017-04-03,35.220001
2017-04-04,34.970001
2017-04-05,34.939999
2017-04-06,35.150002
2017-04-07,34.810001
2017-04-10,35.220001
2017-04-11,35.16
2017-04-12,35.57
2017-04-13,35.639998999999996
2017-04-17,35.91
2017-04-18,36.450001
2017-04-19,36.779999
2017-04-20,36.849998
2017-04-21,36.68
2017-04-24,37.369999
2017-04-25,37.439999
2017-04-26,37.310001
2017-04-27,37.650002
2017-04-28,36.740002000000004
2017-05-01,37.360001000000004
2017-05-02,37.240002000000004
2017-05-03,36.529999
2017-05-04,37.240002000000004
2017-05-05,37.400002
2017-05-08,37.439999
2017-05-09,37.509997999999996
2017-05-10,37.740002000000004
2017-05-11,36.959998999999996
2017-05-12,36.720001
2017-05-15,37.27
2017-05-16,37.709998999999996
2017-05-17,36.799999
2017-05-18,36.52
2017-05-19,36.939999
2017-05-22,37.02
2017-05-23,37.099998
2017-05-24,36.990002000000004
2017-05-25,37.700001
2017-05-26,37.18
2017-05-30,37.330002
2017-05-31,37.580002
2017-06-01,38.02
2017-06-02,38.66
2017-06-05,38.950001
2017-06-06,38.799999
2017-06-07,38.439999
2017-06-08,38.650002
2017-06-09,37.23
2017-06-12,37.049999
2017-06-13,38.400002
2017-06-14,38.470001
2017-06-15,38.639998999999996
2017-06-16,38.330002
2017-06-19,38.810001
2017-06-20,38.389998999999996
2017-06-21,38.48
2017-06-22,38.700001
2017-06-23,38.84
2017-06-26,38.470001
2017-06-27,37.779999
2017-06-28,38.459998999999996
2017-06-29,37.959998999999996
2017-06-30,38.41
2017-07-03,37.799999
2017-07-05,38.66
2017-07-06,38.57
2017-07-07,39.09
2017-07-10,38.77
2017-07-11,39.009997999999996
2017-07-12,39.68
2017-07-13,39.540001000000004
2017-07-14,39.84
2017-07-17,39.439999
2017-07-18,39.560001
2017-07-19,39.619999
2017-07-20,39.73
2017-07-21,39.59
2017-07-24,39.669998
2017-07-25,39.82
2017-07-26,39.68
2017-07-27,39.279999
2017-07-28,39.209998999999996
2017-07-31,38.759997999999996
2017-08-01,38.689999
2017-08-02,38.549999
2017-08-03,38.349998
2017-08-04,37.939999
2017-08-07,38.369999
2017-08-08,38.189999
2017-08-09,37.419998
2017-08-10,36.790001000000004
2017-08-11,37.630001
2017-08-14,37.830002
2017-08-15,37.77
2017-08-16,37.740002000000004
2017-08-17,36.959998999999996
2017-08-18,37.330002
2017-08-21,37.540001000000004
2017-08-22,37.939999
2017-08-23,37.990002000000004
2017-08-24,38.060001
2017-08-25,37.860001000000004
2017-08-28,38.029999
2017-08-29,38.09
2017-08-30,38.25
2017-08-31,38.709998999999996
2017-09-01,38.700001
2017-09-05,38.740002000000004
2017-09-06,38.689999
2017-09-07,38.66
2017-09-08,38.5
2017-09-11,38.549999
2017-09-12,38.290001000000004
2017-09-13,38.07
2017-09-14,37.959998999999996
2017-09-15,38.040001000000004
2017-09-18,38.119999
2017-09-19,38.150002
2017-09-20,38.5
2017-09-21,38.560001
2017-09-22,38.599998
2017-09-25,38.720001
2017-09-26,38.830002
2017-09-27,39.900002
2017-09-28,39.860001000000004
2017-09-29,40.150002
2017-10-02,40.209998999999996
2017-10-03,40.470001
2017-10-04,40.869999
2017-10-05,41.0
2017-10-06,40.91
2017-10-09,40.799999
2017-10-10,40.66
2017-10-11,40.700001
2017-10-12,41.07
2017-10-13,40.970001
2017-10-16,41.580002
2017-10-17,41.560001
2017-10-18,41.689999
2017-10-19,41.860001000000004
2017-10-20,41.98
2017-10-23,42.099998
2017-10-24,42.040001000000004
2017-10-25,42.07
2017-10-26,40.549999
2017-10-27,40.610001000000004
2017-10-30,40.07
2017-10-31,40.200001
2017-11-01,39.93
2017-11-02,40.48
2017-11-03,40.549999
2017-11-06,40.77
2017-11-07,40.599998
2017-11-08,40.73
2017-11-09,40.009997999999996
2017-11-10,39.860001000000004
2017-11-13,39.810001
2017-11-14,39.77
2017-11-15,39.689999
2017-11-16,40.110001000000004
2017-11-17,39.939999
2017-11-20,39.689999
2017-11-21,41.009997999999996
2017-11-22,40.5
2017-11-24,40.880001
2017-11-27,40.900002
2017-11-28,41.540001000000004
2017-11-29,40.990002000000004
2017-11-30,41.290001000000004
2017-12-01,40.970001
2017-12-04,40.48
2017-12-05,40.650002
2017-12-06,40.099998
2017-12-07,40.560001
2017-12-08,40.630001
2017-12-11,41.380001
2017-12-12,41.52
2017-12-13,41.490002000000004
2017-12-14,41.299999
2017-12-15,41.0
2017-12-18,40.73
2017-12-19,40.84
2017-12-20,40.380001
2017-12-21,40.400002
2017-12-22,40.439999
2017-12-26,40.150002
2017-12-27,40.43
2017-12-28,40.290001000000004
2017-12-29,40.48
2018-01-02,40.610001000000004
2018-01-03,41.049999
2018-01-04,41.459998999999996
2018-01-05,41.849998
2018-01-08,42.209998999999996
2018-01-09,42.27
2018-01-10,47.689999
2018-01-11,50.34
2018-01-12,49.470001
2018-01-16,48.48
2018-01-17,49.709998999999996
2018-01-18,49.939999
2018-01-19,49.98
2018-01-22,49.970001
2018-01-23,50.439999
2018-01-24,50.25
2018-01-25,50.509997999999996
2018-01-26,50.139998999999996
2018-01-29,49.290001000000004
2018-01-30,49.950001
2018-01-31,50.279999
2018-02-01,49.580002
2018-02-02,48.939999
2018-02-05,47.34
2018-02-06,47.48
2018-02-07,48.279999
2018-02-08,47.740002000000004
2018-02-09,48.150002
2018-02-12,48.48
2018-02-13,49.009997999999996
2018-02-14,49.759997999999996
2018-02-15,50.279999
2018-02-16,50.0
2018-02-20,50.450001
2018-02-21,50.110001000000004
2018-02-22,50.16
2018-02-23,50.490002000000004
2018-02-26,50.259997999999996
2018-02-27,49.73
2018-02-28,49.52
2018-03-01,49.34
2018-03-02,50.23
2018-03-05,51.790001000000004
2018-03-06,51.580002
2018-03-07,52.490002000000004
2018-03-08,51.93
2018-03-09,51.939999
2018-03-12,52.119999
2018-03-13,52.23
2018-03-14,52.110001000000004
2018-03-15,52.080002
2018-03-16,52.59
2018-03-19,52.099998
2018-03-20,52.68
2018-03-21,53.139998999999996
2018-03-22,52.41
2018-03-23,51.549999
2018-03-26,53.200001
2018-03-27,52.299999
2018-03-28,51.540001000000004
2018-03-29,53.639998999999996
2018-04-02,51.84
2018-04-03,49.0
2018-04-04,48.98
2018-04-05,48.169998
2018-04-06,48.32
2018-04-09,48.41
2018-04-10,48.919998
2018-04-11,49.560001
2018-04-12,50.41
2018-04-13,50.09
2018-04-16,50.709998999999996
2018-04-17,51.23
2018-04-18,51.73
2018-04-19,50.619999
2018-04-20,50.369999
2018-04-23,50.209998999999996
2018-04-24,50.009997999999996
2018-04-25,49.16
2018-04-26,49.82
2018-04-27,50.009997999999996
2018-04-30,49.650002
2018-05-01,49.990002000000004
2018-05-02,48.299999
2018-05-03,47.98
2018-05-04,48.259997999999996
2018-05-07,48.75
2018-05-08,49.209998999999996
2018-05-09,49.0
2018-05-10,49.040001000000004
2018-05-11,49.189999
2018-05-14,48.419998
2018-05-15,48.560001
2018-05-16,49.169998
2018-05-17,49.52
2018-05-18,49.919998
2018-05-21,49.98
2018-05-22,49.540001000000004
2018-05-23,50.0
2018-05-24,50.169998
2018-05-25,50.200001
2018-05-29,50.029999
2018-05-30,49.810001
2018-05-31,50.91
2018-06-01,50.93
2018-06-04,51.299999
2018-06-05,52.040001000000004
2018-06-06,52.27
2018-06-07,51.509997999999996
2018-06-08,51.68
2018-06-11,51.970001
2018-06-12,52.619999
2018-06-13,52.419998
2018-06-14,53.02
2018-06-15,53.32
2018-06-18,54.509997999999996
2018-06-19,54.669998
2018-06-20,54.549999
2018-06-21,54.509997999999996
2018-06-22,54.880001
2018-06-25,52.439999
2018-06-26,52.59
2018-06-27,51.34
2018-06-28,51.869999
2018-06-29,51.900002
2018-07-02,52.299999
2018-07-03,52.540001000000004
2018-07-05,53.02
2018-07-06,54.189999
2018-07-09,54.040001000000004
2018-07-10,53.77
2018-07-11,53.549999
2018-07-12,54.610001000000004
2018-07-13,54.389998999999996
2018-07-16,54.02
2018-07-17,53.970001
2018-07-18,53.91
2018-07-19,54.709998999999996
2018-07-20,55.57
2018-07-23,55.77
2018-07-24,54.75
2018-07-25,56.130001
2018-07-26,55.790001000000004
2018-07-27,54.509997999999996
2018-07-30,52.740002000000004
2018-07-31,53.07
2018-08-01,53.959998999999996
2018-08-02,54.349998
2018-08-03,56.75
2018-08-06,55.810001
2018-08-07,55.73
2018-08-08,55.09
2018-08-09,55.529999
2018-08-10,55.5
2018-08-13,55.189999
2018-08-14,55.419998
2018-08-15,54.57
2018-08-16,55.23
2018-08-17,55.849998
2018-08-20,56.150002
2018-08-21,56.23
2018-08-22,56.669998
2018-08-23,56.860001000000004
2018-08-24,57.599998
2018-08-27,58.389998999999996
2018-08-28,58.400002
2018-08-29,58.619999
2018-08-30,58.779999
2018-08-31,59.34
2018-09-04,59.0
2018-09-05,55.130001
2018-09-06,55.150002
2018-09-07,53.34
2018-09-10,54.939999
2018-09-11,55.950001
2018-09-12,57.080002
2018-09-13,57.66
2018-09-14,57.509997999999996
2018-09-17,55.59
2018-09-18,56.009997999999996
2018-09-19,55.110001000000004
2018-09-20,55.209998999999996
2018-09-21,55.009997999999996
2018-09-24,55.25
2018-09-25,55.48
2018-09-26,56.0
2018-09-27,56.25
2018-09-28,56.830002
2018-10-01,55.84
2018-10-02,55.0
2018-10-03,55.25
2018-10-04,55.02
2018-10-05,53.740002000000004
2018-10-08,53.18
2018-10-09,53.09
2018-10-10,51.299999
2018-10-11,49.509997999999996
2018-10-12,51.110001000000004
2018-10-15,50.610001000000004
2018-10-16,51.779999
2018-10-17,52.529999
2018-10-18,51.34
2018-10-19,50.290001000000004
2018-10-22,49.919998
2018-10-23,51.779999
2018-10-24,49.490002000000004
2018-10-25,51.330002
2018-10-26,49.290001000000004
2018-10-29,47.720001
2018-10-30,49.02
2018-10-31,51.16
2018-11-01,51.25
2018-11-02,50.52
2018-11-05,49.48
2018-11-06,49.41
2018-11-07,52.009997999999996
2018-11-08,51.91
2018-11-09,49.939999
2018-11-12,48.029999
2018-11-13,47.43
2018-11-14,46.720001
2018-11-15,47.23
2018-11-16,47.470001
2018-11-19,45.299999
2018-11-20,44.849998
2018-11-21,45.540001000000004
2018-11-23,45.689999
2018-11-26,46.02
2018-11-27,45.580002
2018-11-28,48.330002
2018-11-29,48.5
2018-11-30,48.150002
2018-12-03,48.98
2018-12-04,46.279999
2018-12-06,46.959998999999996
2018-12-07,46.529999
2018-12-10,46.130001
2018-12-11,45.790001000000004
2018-12-12,46.189999
2018-12-13,46.07
2018-12-14,45.740002000000004
2018-12-17,44.279999
2018-12-18,44.610001000000004
2018-12-19,44.580002
2018-12-20,43.650002
2018-12-21,42.439999
2018-12-24,41.599998
2018-12-26,44.599998
2018-12-27,45.299999
2018-12-28,44.869999
2018-12-31,45.110001000000004
2019-01-02,44.419998
2019-01-03,43.369999
2019-01-04,45.080002
2019-01-07,45.709998999999996
2019-01-08,46.240002000000004
2019-01-09,47.32
2019-01-10,47.509997999999996
2019-01-11,47.470001
2019-01-14,46.75
2019-01-15,47.189999
2019-01-16,47.91
2019-01-17,48.16
2019-01-18,48.84
2019-01-22,48.450001
2019-01-23,48.330002
2019-01-24,49.48
2019-01-25,50.68
2019-01-28,50.580002
2019-01-29,50.02
2019-01-30,51.040001000000004
2019-01-31,51.490002000000004
2019-02-01,51.970001
2019-02-04,52.0
2019-02-05,52.200001
2019-02-06,52.259997999999996
2019-02-07,52.0
2019-02-08,52.939999
2019-02-11,53.740002000000004
2019-02-12,55.330002
2019-02-13,55.439999
2019-02-14,56.34
2019-02-15,59.860001000000004
2019-02-19,60.459998999999996
2019-02-20,59.259997999999996
2019-02-21,59.169998
2019-02-22,59.880001
2019-02-25,61.369999
2019-02-26,61.709998999999996
2019-02-27,61.779999
2019-02-28,61.580002
2019-03-01,62.450001
2019-03-04,61.959998999999996
2019-03-05,62.259997999999996
2019-03-06,61.630001
2019-03-07,60.959998999999996
2019-03-08,60.529999
2019-03-11,62.330002
2019-03-12,62.110001000000004
2019-03-13,62.32
2019-03-14,63.16
2019-03-15,62.209998999999996
2019-03-18,62.599998
2019-03-19,62.689999
2019-03-20,62.130001
2019-03-21,63.630001
2019-03-22,62.139998999999996
2019-03-25,61.709998999999996
2019-03-26,62.419998
2019-03-27,61.529999
2019-03-28,62.759997999999996
2019-03-29,63.689999
2019-04-01,64.370003
2019-04-02,64.739998
2019-04-03,64.400002
2019-04-04,63.23
2019-04-05,63.639998999999996
2019-04-08,63.720001
2019-04-09,63.869999
2019-04-10,64.940002
2019-04-11,65.66999799999999
2019-04-12,65.290001
2019-04-15,65.339996
2019-04-16,65.07
2019-04-17,63.970001
2019-04-18,64.209999
2019-04-22,65.019997
2019-04-23,66.379997
2019-04-24,66.0
2019-04-25,65.66999799999999
2019-04-26,66.709999
2019-04-29,67.029999
2019-04-30,67.660004
2019-05-01,59.84
2019-05-02,60.349998
2019-05-03,60.0
2019-05-06,60.5
2019-05-07,58.919998
2019-05-08,58.900002
2019-05-09,58.299999
2019-05-10,58.860001000000004
2019-05-13,56.610001000000004
2019-05-14,58.150002
2019-05-15,58.709998999999996
2019-05-16,59.450001
2019-05-17,58.77
2019-05-20,57.700001
2019-05-21,57.720001
2019-05-22,57.689999
2019-05-23,56.439999
2019-05-24,56.82
2019-05-28,56.990002000000004
2019-05-29,56.459998999999996
2019-05-30,56.709998999999996
2019-05-31,55.650002
2019-06-03,54.279999
2019-06-04,56.509997999999996
2019-06-05,57.459998999999996
2019-06-06,57.669998
2019-06-07,58.400002
2019-06-10,58.720001
2019-06-11,57.439999
2019-06-12,57.599998
2019-06-13,57.369999
2019-06-14,56.580002
2019-06-17,57.099998
2019-06-18,58.07
2019-06-19,58.75
2019-06-20,58.639998999999996
2019-06-21,58.869999
2019-06-24,58.759997999999996
2019-06-25,57.200001
2019-06-26,56.41
2019-06-27,56.68
2019-06-28,57.610001000000004
2019-07-01,58.630001
2019-07-02,57.630001
2019-07-03,57.669998
2019-07-05,58.02
2019-07-08,57.200001
2019-07-09,58.099998
2019-07-10,58.099998
2019-07-11,58.389998999999996
2019-07-12,58.900002
2019-07-15,58.889998999999996
2019-07-16,58.889998999999996
2019-07-17,58.509997999999996
2019-07-18,59.25
2019-07-19,58.18
2019-07-22,57.740002000000004
2019-07-23,58.240002000000004
2019-07-24,59.07
2019-07-25,59.049999
2019-07-26,60.490002000000004
2019-07-29,59.689999
2019-07-30,49.939999
2019-07-31,47.950001
2019-08-01,46.790001000000004
2019-08-02,45.48
2019-08-05,43.689999
2019-08-06,43.419998
2019-08-07,44.209998999999996
2019-08-08,46.139998999999996
2019-08-09,45.950001
2019-08-12,44.209998999999996
2019-08-13,45.009997999999996
2019-08-14,44.360001000000004
2019-08-15,44.580002
2019-08-16,45.450001
2019-08-19,45.209998999999996
2019-08-20,45.580002
2019-08-21,46.119999
