Date,CARE
2012-03-29,9.0
2012-03-30,8.77
2012-04-02,8.77
2012-04-03,8.61
2012-04-04,8.65
2012-04-05,8.6
2012-04-09,8.5
2012-04-10,8.5
2012-04-11,8.6
2012-04-12,8.6
2012-04-13,8.6
2012-04-16,8.6
2012-04-17,8.6
2012-04-18,8.51
2012-04-19,8.5
2012-04-20,8.5
2012-04-23,8.5
2012-04-24,8.5
2012-04-25,8.49
2012-04-26,8.45
2012-04-27,8.49
2012-04-30,8.49
2012-05-01,8.5
2012-05-02,8.5
2012-05-03,8.5
2012-05-04,8.5
2012-05-07,8.5
2012-05-08,8.3
2012-05-09,8.25
2012-05-10,8.25
2012-05-11,8.25
2012-05-14,8.25
2012-05-15,8.15
2012-05-16,8.0
2012-05-17,8.25
2012-05-18,8.14
2012-05-21,8.0
2012-05-22,8.24
2012-05-23,8.15
2012-05-24,8.16
2012-05-25,8.16
2012-05-29,8.48
2012-05-30,8.5
2012-05-31,8.4
2012-06-01,8.3
2012-06-04,8.25
2012-06-05,8.5
2012-06-06,8.5
2012-06-07,8.5
2012-06-08,8.3
2012-06-11,8.37
2012-06-12,8.31
2012-06-13,8.26
2012-06-14,8.4
2012-06-15,8.4
2012-06-18,8.25
2012-06-19,8.25
2012-06-20,8.25
2012-06-21,8.6
2012-06-22,8.55
2012-06-25,8.4
2012-06-26,8.4
2012-06-27,8.3
2012-06-28,8.55
2012-06-29,8.49
2012-07-02,8.65
2012-07-03,8.75
2012-07-05,8.9
2012-07-06,8.4
2012-07-09,8.4
2012-07-10,8.51
2012-07-11,8.6
2012-07-12,8.6
2012-07-13,8.6
2012-07-16,8.6
2012-07-17,8.55
2012-07-18,8.7
2012-07-19,8.6
2012-07-20,8.65
2012-07-23,8.5
2012-07-24,8.45
2012-07-25,8.45
2012-07-26,8.7
2012-07-27,8.7
2012-07-30,8.65
2012-07-31,8.55
2012-08-01,8.56
2012-08-02,8.65
2012-08-03,8.7
2012-08-06,8.65
2012-08-07,8.55
2012-08-08,8.7
2012-08-09,8.6
2012-08-10,8.75
2012-08-13,9.0
2012-08-14,9.0
2012-08-15,8.9
2012-08-16,8.96
2012-08-17,8.95
2012-08-20,8.95
2012-08-21,9.05
2012-08-22,9.05
2012-08-23,9.05
2012-08-24,9.0
2012-08-27,9.1
2012-08-28,9.15
2012-08-29,9.1
2012-08-30,9.0
2012-08-31,9.15
2012-09-04,9.0
2012-09-05,9.1
2012-09-06,9.15
2012-09-07,9.15
2012-09-10,9.1
2012-09-11,9.05
2012-09-12,9.0
2012-09-13,9.0
2012-09-14,9.0
2012-09-17,9.1
2012-09-18,9.0
2012-09-19,9.0
2012-09-20,9.0
2012-09-21,9.0
2012-09-24,8.9
2012-09-25,8.9
2012-09-26,8.93
2012-09-27,8.99
2012-09-28,8.95
2012-10-01,8.95
2012-10-02,8.95
2012-10-03,8.95
2012-10-04,9.0
2012-10-05,8.95
2012-10-08,8.95
2012-10-09,9.0
2012-10-10,9.0
2012-10-11,9.0
2012-10-12,8.96
2012-10-15,9.0
2012-10-16,9.1
2012-10-17,9.1
2012-10-18,8.98
2012-10-19,9.05
2012-10-22,9.1
2012-10-23,9.1
2012-10-24,8.95
2012-10-25,8.9
2012-10-26,8.9
2012-10-31,8.9
2012-11-01,8.9
2012-11-02,8.9
2012-11-05,8.9
2012-11-06,9.0
2012-11-07,8.9
2012-11-08,9.0
2012-11-09,9.0
2012-11-12,8.9
2012-11-13,8.9
2012-11-14,9.0
2012-11-15,8.99
2012-11-16,9.0
2012-11-19,8.95
2012-11-20,9.0
2012-11-21,9.0
2012-11-23,9.0
2012-11-26,9.0
2012-11-27,8.9
2012-11-28,9.0
2012-11-29,8.95
2012-11-30,8.95
2012-12-03,8.9
2012-12-04,8.9
2012-12-05,8.8
2012-12-06,8.8
2012-12-07,8.85
2012-12-10,8.79
2012-12-11,8.85
2012-12-12,8.95
2012-12-13,8.9
2012-12-14,8.85
2012-12-17,8.8
2012-12-18,8.85
2012-12-19,8.8
2012-12-20,8.8
2012-12-21,8.8
2012-12-24,8.85
2012-12-26,8.9
2012-12-27,8.9
2012-12-28,8.9
2012-12-31,8.85
2013-01-02,9.0
2013-01-03,8.9
2013-01-04,8.94
2013-01-07,8.99
2013-01-08,9.05
2013-01-09,9.04
2013-01-10,8.98
2013-01-11,9.1
2013-01-14,9.1
2013-01-15,9.1
2013-01-16,9.2
2013-01-17,9.2
2013-01-18,9.15
2013-01-22,9.15
2013-01-23,9.18
2013-01-24,9.45
2013-01-25,9.25
2013-01-28,9.2
2013-01-29,9.25
2013-01-30,9.3
2013-01-31,9.25
2013-02-01,9.4
2013-02-04,9.3
2013-02-05,9.23
2013-02-06,9.1
2013-02-07,9.2
2013-02-08,9.25
2013-02-11,9.2
2013-02-12,9.25
2013-02-13,9.15
2013-02-14,9.05
2013-02-15,9.2
2013-02-19,9.3
2013-02-20,9.5
2013-02-21,9.38
2013-02-22,9.38
2013-02-25,9.4
2013-02-26,9.4
2013-02-27,9.3
2013-02-28,9.3
2013-03-01,9.3
2013-03-04,9.3
2013-03-05,9.25
2013-03-06,9.25
2013-03-07,9.25
2013-03-08,9.2
2013-03-11,9.25
2013-03-12,9.5
2013-03-13,9.35
2013-03-14,9.25
2013-03-15,9.4
2013-03-18,9.25
2013-03-19,9.4
2013-03-20,9.45
2013-03-21,9.25
2013-03-22,9.25
2013-03-25,9.5
2013-03-26,9.5
2013-03-27,9.3
2013-03-28,9.4
2013-04-01,9.4
2013-04-02,9.4
2013-04-03,9.45
2013-04-04,9.6
2013-04-05,9.6
2013-04-08,9.84
2013-04-09,10.2
2013-04-10,10.2
2013-04-11,9.87
2013-04-12,10.06
2013-04-15,10.0
2013-04-16,9.85
2013-04-17,9.85
2013-04-18,10.15
2013-04-19,10.2
2013-04-22,10.3
2013-04-23,10.1
2013-04-24,10.1
2013-04-25,10.1
2013-04-26,10.0
2013-04-29,10.25
2013-04-30,9.85
2013-05-01,9.85
2013-05-02,9.75
2013-05-03,9.75
2013-05-06,9.8
2013-05-07,9.85
2013-05-08,10.0
2013-05-09,10.02
2013-05-10,10.17
2013-05-13,10.4
2013-05-14,10.35
2013-05-15,10.35
2013-05-16,10.1
2013-05-17,10.25
2013-05-20,10.2
2013-05-21,10.25
2013-05-22,10.2
2013-05-23,10.1
2013-05-24,10.05
2013-05-28,10.1
2013-05-29,10.1
2013-05-30,10.0
2013-05-31,10.0
2013-06-03,10.0
2013-06-04,9.99
2013-06-05,10.1
2013-06-06,10.0
2013-06-07,10.0
2013-06-10,10.0
2013-06-11,10.1
2013-06-12,9.99
2013-06-13,9.99
2013-06-14,10.39
2013-06-17,10.44
2013-06-18,10.48
2013-06-19,10.25
2013-06-20,10.25
2013-06-21,10.25
2013-06-24,10.06
2013-06-25,10.25
2013-06-26,10.45
2013-06-27,10.5
2013-06-28,10.5
2013-07-01,10.11
2013-07-02,10.18
2013-07-03,10.2
2013-07-05,10.19
2013-07-08,10.4
2013-07-09,10.55
2013-07-10,10.55
2013-07-11,10.55
2013-07-12,10.4
2013-07-15,10.5
2013-07-16,10.65
2013-07-17,10.74
2013-07-18,10.74
2013-07-19,10.65
2013-07-22,10.65
2013-07-23,11.15
2013-07-24,11.75
2013-07-25,11.75
2013-07-26,12.2
2013-07-29,11.9
2013-07-30,11.05
2013-07-31,11.4
2013-08-01,11.99
2013-08-02,11.4
2013-08-05,11.5
2013-08-06,11.4
2013-08-07,11.5
2013-08-08,11.49
2013-08-09,11.46
2013-08-12,11.4
2013-08-13,11.15
2013-08-14,11.3
2013-08-15,11.25
2013-08-16,11.15
2013-08-19,11.15
2013-08-20,11.2
2013-08-21,11.2
2013-08-22,11.2
2013-08-23,11.2
2013-08-26,11.2
2013-08-27,11.05
2013-08-28,11.05
2013-08-29,11.15
2013-08-30,11.1
2013-09-03,11.12
2013-09-04,11.2
2013-09-05,11.35
2013-09-06,11.4
2013-09-09,11.16
2013-09-10,11.19
2013-09-11,11.13
2013-09-12,11.13
2013-09-13,11.1
2013-09-16,11.1
2013-09-17,11.1
2013-09-18,11.5
2013-09-19,11.25
2013-09-20,11.25
2013-09-23,11.05
2013-09-24,11.1
2013-09-25,11.1
2013-09-26,11.1
2013-09-27,11.1
2013-09-30,11.1
2013-10-01,11.1
2013-10-02,11.08
2013-10-03,11.1
2013-10-04,11.1
2013-10-07,11.1
2013-10-08,11.15
2013-10-09,11.18
2013-10-10,11.15
2013-10-11,11.15
2013-10-14,11.1
2013-10-15,11.1
2013-10-16,11.1
2013-10-17,11.1
2013-10-18,11.1
2013-10-21,11.17
2013-10-22,11.11
2013-10-23,11.2
2013-10-24,11.2
2013-10-25,11.2
2013-10-28,11.25
2013-10-29,11.2
2013-10-30,11.25
2013-10-31,11.17
2013-11-01,11.28
2013-11-04,11.15
2013-11-05,11.2
2013-11-06,11.2
2013-11-07,11.3
2013-11-08,11.15
2013-11-11,11.15
2013-11-12,11.15
2013-11-13,11.3
2013-11-14,11.25
2013-11-15,11.15
2013-11-18,11.2
2013-11-19,11.15
2013-11-20,11.15
2013-11-21,11.15
2013-11-22,11.15
2013-11-25,11.15
2013-11-26,11.15
2013-11-27,11.29
2013-11-29,11.29
2013-12-02,11.15
2013-12-03,11.12
2013-12-04,11.14
2013-12-05,11.14
2013-12-06,11.15
2013-12-09,11.2
2013-12-10,11.25
2013-12-11,11.15
2013-12-12,11.15
2013-12-13,11.12
2013-12-16,11.12
2013-12-17,11.12
2013-12-18,11.15
2013-12-19,11.15
2013-12-20,10.91
2013-12-23,11.0
2013-12-24,10.95
2013-12-26,11.1
2013-12-27,11.0
2013-12-30,10.92
2013-12-31,11.0
2014-01-02,11.0
2014-01-03,10.92
2014-01-06,11.05
2014-01-07,11.05
2014-01-08,11.05
2014-01-09,11.05
2014-01-10,11.14
2014-01-13,11.01
2014-01-14,11.0
2014-01-15,11.1
2014-01-16,11.09
2014-01-17,11.6
2014-01-21,11.6
2014-01-22,11.22
2014-01-23,11.3
2014-01-24,11.3
2014-01-27,11.15
2014-01-28,11.25
2014-01-29,11.25
2014-01-30,11.45
2014-01-31,11.33
2014-02-03,11.25
2014-02-04,11.28
2014-02-05,11.3
2014-02-06,11.25
2014-02-07,11.3
2014-02-10,11.24
2014-02-11,11.27
2014-02-12,11.15
2014-02-13,11.25
2014-02-14,11.2
2014-02-18,11.15
2014-02-19,11.2
2014-02-20,11.15
2014-02-21,11.15
2014-02-24,11.2
2014-02-25,11.24
2014-02-26,11.3
2014-02-27,11.15
2014-02-28,11.15
2014-03-03,11.15
2014-03-04,11.2
2014-03-05,11.16
2014-03-06,11.12
2014-03-07,11.15
2014-03-10,11.15
2014-03-11,11.25
2014-03-12,11.13
2014-03-13,11.15
2014-03-14,11.15
2014-03-17,11.16
2014-03-18,11.25
2014-03-19,11.3
2014-03-20,11.3
2014-03-21,11.25
2014-03-24,11.3
2014-03-25,11.3
2014-03-26,11.3
2014-03-27,11.3
2014-03-28,11.35
2014-03-31,11.25
2014-04-01,11.26
2014-04-02,11.3
2014-04-03,11.3
2014-04-04,11.3
2014-04-07,11.22
2014-04-08,11.2
2014-04-09,11.19
2014-04-10,11.3
2014-04-11,11.2
2014-04-14,11.15
2014-04-15,11.11
2014-04-16,11.2
2014-04-17,11.2
2014-04-21,11.13
2014-04-22,11.13
2014-04-23,11.18
2014-04-24,11.18
2014-04-25,11.18
2014-04-28,11.22
2014-04-29,11.1
2014-04-30,11.1
2014-05-01,11.18
2014-05-02,11.2
2014-05-05,11.2
2014-05-06,11.18
2014-05-07,11.19
2014-05-08,11.18
2014-05-09,11.18
2014-05-12,11.18
2014-05-13,11.18
2014-05-14,11.18
2014-05-15,11.24
2014-05-16,11.24
2014-05-19,11.24
2014-05-20,11.24
2014-05-21,11.24
2014-05-22,11.24
2014-05-23,11.2
2014-05-27,11.25
2014-05-28,11.31
2014-05-29,11.3
2014-05-30,11.2
2014-06-02,11.2
2014-06-03,11.2
2014-06-04,11.23
2014-06-05,11.25
2014-06-06,11.28
2014-06-09,11.25
2014-06-10,11.28
2014-06-11,11.3
2014-06-12,11.35
2014-06-13,11.32
2014-06-16,11.3
2014-06-17,11.3
2014-06-18,11.3
2014-06-19,11.37
2014-06-20,11.44
2014-06-23,11.4
2014-06-24,11.4
2014-06-25,11.51
2014-06-26,11.51
2014-06-27,11.6
2014-06-30,11.7
2014-07-01,11.4
2014-07-02,11.75
2014-07-03,11.75
2014-07-07,11.6
2014-07-08,11.6
2014-07-09,11.58
2014-07-10,11.6
2014-07-11,11.7
2014-07-14,11.65
2014-07-15,11.6
2014-07-16,11.55
2014-07-17,11.62
2014-07-18,11.6
2014-07-21,11.6
2014-07-22,11.69
2014-07-23,11.59
2014-07-24,11.59
2014-07-25,11.56
2014-07-28,11.56
2014-07-29,11.58
2014-07-30,11.63
2014-07-31,11.52
2014-08-01,11.55
2014-08-04,11.55
2014-08-05,11.52
2014-08-06,11.5
2014-08-07,11.58
2014-08-08,11.58
2014-08-11,11.6
2014-08-12,11.6
2014-08-13,11.65
2014-08-14,11.45
2014-08-15,11.5
2014-08-18,11.45
2014-08-19,11.55
2014-08-20,11.55
2014-08-21,11.6
2014-08-22,11.51
2014-08-25,11.51
2014-08-26,11.5
2014-08-27,11.55
2014-08-28,11.6
2014-08-29,11.6
2014-09-02,11.56
2014-09-03,11.56
2014-09-04,11.6
2014-09-05,11.55
2014-09-08,11.64
2014-09-09,11.6
2014-09-10,11.6
2014-09-11,11.6
2014-09-12,11.55
2014-09-15,11.55
2014-09-16,11.64
2014-09-17,11.55
2014-09-18,11.64
2014-09-19,11.7
2014-09-22,11.7
2014-09-23,11.74
2014-09-24,11.74
2014-09-25,11.7
2014-09-26,11.7
2014-09-29,11.7
2014-09-30,11.7
2014-10-01,11.74
2014-10-02,11.75
2014-10-03,11.75
2014-10-06,11.75
2014-10-07,11.85
2014-10-08,11.76
2014-10-09,11.75
2014-10-10,11.8
2014-10-13,11.8
2014-10-14,11.76
2014-10-15,11.8
2014-10-16,11.85
2014-10-17,11.8
2014-10-20,11.8
2014-10-21,11.85
2014-10-22,11.76
2014-10-23,11.85
2014-10-24,11.8
2014-10-27,11.8
2014-10-28,11.9
2014-10-29,12.0
2014-10-30,12.1
2014-10-31,12.01
2014-11-03,12.02
2014-11-04,12.05
2014-11-05,12.0
2014-11-06,11.9
2014-11-07,12.1
2014-11-10,12.01
2014-11-11,12.1
2014-11-12,12.15
2014-11-13,12.15
2014-11-14,12.2
2014-11-17,12.15
2014-11-18,12.25
2014-11-19,12.42
2014-11-20,12.35
2014-11-21,12.35
2014-11-24,12.65
2014-11-25,12.35
2014-11-26,12.6
2014-11-28,12.6
2014-12-01,12.3
2014-12-02,12.59
2014-12-03,12.3
2014-12-04,12.6
2014-12-05,12.4
2014-12-08,12.5
2014-12-09,12.5
2014-12-10,12.4
2014-12-11,12.4
2014-12-12,12.26
2014-12-15,12.26
2014-12-16,12.35
2014-12-17,12.27
2014-12-18,12.3
2014-12-19,12.4
2014-12-22,12.4
2014-12-23,12.45
2014-12-24,12.45
2014-12-26,12.25
2014-12-29,12.38
2014-12-30,12.38
2014-12-31,12.7
2015-01-02,12.3
2015-01-05,12.45
2015-01-06,12.45
2015-01-07,12.6
2015-01-08,12.6
2015-01-09,12.7
2015-01-12,12.5
2015-01-13,12.7
2015-01-14,12.33
2015-01-15,12.33
2015-01-16,12.33
2015-01-20,12.6
2015-01-21,12.4
2015-01-22,12.69
2015-01-23,12.69
2015-01-26,12.69
2015-01-27,12.5
2015-01-28,12.7
2015-01-29,12.5
2015-01-30,12.6
2015-02-02,12.51
2015-02-03,12.6
2015-02-04,13.0
2015-02-05,13.0
2015-02-06,13.25
2015-02-09,12.9
2015-02-10,13.0
2015-02-11,13.0
2015-02-12,13.0
2015-02-13,13.0
2015-02-17,12.99
2015-02-18,13.0
2015-02-19,13.0
2015-02-20,13.0
2015-02-23,13.2
2015-02-24,13.2
2015-02-25,13.05
2015-02-26,13.2
2015-02-27,13.2
2015-03-02,13.15
2015-03-03,13.15
2015-03-04,13.02
2015-03-05,13.05
2015-03-06,13.05
2015-03-09,13.05
2015-03-10,13.35
2015-03-11,13.35
2015-03-12,13.25
2015-03-13,13.25
2015-03-16,13.26
2015-03-17,13.3
2015-03-18,13.35
2015-03-19,13.35
2015-03-20,13.35
2015-03-23,13.26
2015-03-24,13.4
2015-03-25,13.26
2015-03-26,13.26
2015-03-27,13.25
2015-03-30,13.23
2015-03-31,13.16
2015-04-01,13.05
2015-04-02,13.01
2015-04-06,13.1
2015-04-07,13.01
2015-04-08,13.05
2015-04-09,13.05
2015-04-10,13.01
2015-04-13,13.0
2015-04-14,13.0
2015-04-15,12.88
2015-04-16,13.03
2015-04-17,12.8
2015-04-20,12.8
2015-04-21,12.75
2015-04-22,12.65
2015-04-23,12.46
2015-04-24,12.5
2015-04-27,12.6
2015-04-28,12.6
2015-04-29,12.35
2015-04-30,12.5
2015-05-01,12.5
2015-05-04,12.5
2015-05-05,12.4
2015-05-06,12.4
2015-05-07,12.69
2015-05-08,12.69
2015-05-11,12.5
2015-05-12,12.5
2015-05-13,12.6
2015-05-14,12.6
2015-05-15,12.6
2015-05-18,12.6
2015-05-19,12.6
2015-05-20,12.5
2015-05-21,12.6
2015-05-22,12.6
2015-05-26,12.5
2015-05-27,12.46
2015-05-28,12.5
2015-05-29,12.5
2015-06-01,12.5
2015-06-02,12.65
2015-06-03,12.65
2015-06-04,12.7
2015-06-05,12.6
2015-06-08,12.52
2015-06-09,12.7
2015-06-10,12.7
2015-06-11,12.7
2015-06-12,12.65
2015-06-15,12.55
2015-06-16,12.5
2015-06-17,12.5
2015-06-18,12.55
2015-06-19,12.5
2015-06-22,12.45
2015-06-23,12.46
2015-06-24,12.46
2015-06-25,12.5
2015-06-26,12.54
2015-06-29,12.5
2015-06-30,12.6
2015-07-01,12.8
2015-07-02,12.5
2015-07-06,12.7
2015-07-07,12.65
2015-07-08,12.65
2015-07-09,12.5
2015-07-10,12.26
2015-07-13,12.5
2015-07-14,12.55
2015-07-15,12.5
2015-07-16,12.55
2015-07-17,12.55
2015-07-20,12.5
2015-07-21,12.55
2015-07-22,12.65
2015-07-23,12.55
2015-07-24,12.5
2015-07-27,12.5
2015-07-28,12.55
2015-07-29,12.55
2015-07-30,12.5
2015-07-31,12.6
2015-08-03,12.6
2015-08-04,12.65
2015-08-05,12.8
2015-08-06,12.8
2015-08-07,12.7
2015-08-10,12.7
2015-08-11,12.7
2015-08-12,12.63
2015-08-13,12.63
2015-08-14,12.63
2015-08-17,12.7
2015-08-18,12.62
2015-08-19,12.65
2015-08-20,12.6
2015-08-21,12.58
2015-08-24,12.45
2015-08-25,12.4
2015-08-26,12.36
2015-08-27,12.6
2015-08-28,12.75
2015-08-31,12.41
2015-09-01,12.3
2015-09-02,12.36
2015-09-03,12.4
2015-09-04,12.4
2015-09-08,12.7
2015-09-09,12.5
2015-09-10,12.6
2015-09-11,12.55
2015-09-14,12.55
2015-09-15,12.55
2015-09-16,12.4
2015-09-17,12.4
2015-09-18,12.4
2015-09-21,12.45
2015-09-22,12.6
2015-09-23,12.65
2015-09-24,12.65
2015-09-25,12.65
2015-09-28,12.64
2015-09-29,12.55
2015-09-30,12.6
2015-10-01,12.68
2015-10-02,12.6
2015-10-05,12.6
2015-10-06,12.6
2015-10-07,12.64
2015-10-08,12.7
2015-10-09,12.65
2015-10-12,12.47
2015-10-13,12.5
2015-10-14,12.51
2015-10-15,12.56
2015-10-16,12.56
2015-10-19,12.6
2015-10-20,12.6
2015-10-21,12.75
2015-10-22,12.75
2015-10-23,12.5
2015-10-26,12.65
2015-10-27,12.6
2015-10-28,12.64
2015-10-29,12.6
2015-10-30,12.65
2015-11-02,12.55
2015-11-03,12.75
2015-11-04,12.7
2015-11-05,12.8
2015-11-06,13.0
2015-11-09,12.9
2015-11-10,13.0
2015-11-11,12.95
2015-11-12,13.0
2015-11-13,13.25
2015-11-16,13.0
2015-11-17,12.99
2015-11-18,13.0
2015-11-19,12.9
2015-11-20,13.3
2015-11-23,13.3
2015-11-24,13.3
2015-11-25,13.2
2015-11-27,13.2
2015-11-30,13.35
2015-12-01,13.35
2015-12-02,13.3
2015-12-03,13.05
2015-12-04,13.3
2015-12-07,13.4
2015-12-08,13.4
2015-12-09,13.3
2015-12-10,13.35
2015-12-11,13.4
2015-12-14,13.3
2015-12-15,13.25
2015-12-16,13.25
2015-12-17,13.2
2015-12-18,13.45
2015-12-21,13.35
2015-12-22,13.3
2015-12-23,13.3
2015-12-24,13.3
2015-12-28,13.4
2015-12-29,13.4
2015-12-30,13.4
2015-12-31,13.5
2016-01-04,13.25
2016-01-05,13.35
2016-01-06,13.27
2016-01-07,13.45
2016-01-08,13.49
2016-01-11,13.51
2016-01-12,13.55
2016-01-13,13.5
2016-01-14,13.6
2016-01-15,13.6
2016-01-19,13.4
2016-01-20,13.35
2016-01-21,13.35
2016-01-22,13.41
2016-01-25,13.6
2016-01-26,13.5
2016-01-27,13.6
2016-01-28,13.6
2016-01-29,13.65
2016-02-01,13.5
2016-02-02,13.45
2016-02-03,13.45
2016-02-04,13.5
2016-02-05,13.45
2016-02-08,13.3
2016-02-09,13.25
2016-02-10,13.25
2016-02-11,13.25
2016-02-12,13.25
2016-02-16,13.4
2016-02-17,13.45
2016-02-18,13.4
2016-02-19,13.4
2016-02-22,13.45
2016-02-23,13.45
2016-02-24,13.47
2016-02-25,13.3
2016-02-26,13.31
2016-02-29,13.4
2016-03-01,13.4
2016-03-02,13.4
2016-03-03,13.44
2016-03-04,13.4
2016-03-07,13.4
2016-03-08,13.4
2016-03-09,13.36
2016-03-10,13.4
2016-03-11,13.41
2016-03-14,13.5
2016-03-15,13.45
2016-03-16,13.45
2016-03-17,13.46
2016-03-18,13.4
2016-03-21,13.5
2016-03-22,13.5
2016-03-23,13.41
2016-03-24,13.45
2016-03-28,13.45
2016-03-29,13.49
2016-03-30,13.45
2016-03-31,13.65
2016-04-01,13.15
2016-04-04,13.31
2016-04-05,13.3
2016-04-06,13.3
2016-04-07,13.3
2016-04-08,13.2
2016-04-11,13.15
2016-04-12,13.01
2016-04-13,13.15
2016-04-14,13.05
2016-04-15,13.0
2016-04-18,12.9
2016-04-19,13.1
2016-04-20,13.06
2016-04-21,12.95
2016-04-22,12.84
2016-04-25,12.95
2016-04-26,13.0
2016-04-27,13.0
2016-04-28,12.91
2016-04-29,12.9
2016-05-02,12.9
2016-05-03,12.75
2016-05-04,12.75
2016-05-05,12.55
2016-05-06,12.7
2016-05-09,12.6
2016-05-10,12.69
2016-05-11,12.7
2016-05-12,12.75
2016-05-13,12.7
2016-05-16,12.7
2016-05-17,12.65
2016-05-18,12.7
2016-05-19,12.75
2016-05-20,12.65
2016-05-23,12.6
2016-05-24,12.68
2016-05-25,12.6
2016-05-26,12.53
2016-05-27,12.6
2016-05-31,12.52
2016-06-01,12.52
2016-06-02,12.66
2016-06-03,12.68
2016-06-06,12.68
2016-06-07,12.68
2016-06-08,12.68
2016-06-09,12.68
2016-06-10,12.69
2016-06-13,12.69
2016-06-14,12.69
2016-06-15,12.7
2016-06-16,12.6
2016-06-17,12.6
2016-06-20,12.7
2016-06-21,12.6
2016-06-22,12.6
2016-06-23,12.65
2016-06-24,12.55
2016-06-27,12.52
2016-06-28,12.52
2016-06-29,12.6
2016-06-30,12.65
2016-07-01,12.52
2016-07-05,12.52
2016-07-06,12.6
2016-07-07,12.6
2016-07-08,12.52
2016-07-11,12.6
2016-07-12,12.65
2016-07-13,12.65
2016-07-14,12.8
2016-07-15,12.63
2016-07-18,12.63
2016-07-19,12.69
2016-07-20,12.69
2016-07-21,12.7
2016-07-22,12.75
2016-07-25,13.25
2016-07-26,13.32
2016-07-27,14.05
2016-07-28,13.84
2016-07-29,13.75
2016-08-01,13.65
2016-08-02,13.75
2016-08-03,13.8
2016-08-04,13.75
2016-08-05,13.42
2016-08-08,13.32
2016-08-09,13.34
2016-08-10,13.4
2016-08-11,13.3
2016-08-12,13.25
2016-08-15,13.2
2016-08-16,13.3
2016-08-17,13.33
2016-08-18,13.3
2016-08-19,13.4
2016-08-22,13.45
2016-08-23,13.32
2016-08-24,13.5
2016-08-25,13.5
2016-08-26,13.55
2016-08-29,13.8
2016-08-30,13.95
2016-08-31,13.92
2016-09-01,13.92
2016-09-02,13.99
2016-09-06,13.8
2016-09-07,13.7
2016-09-08,13.77
2016-09-09,13.78
2016-09-12,13.61
2016-09-13,13.53
2016-09-14,13.42
2016-09-15,13.45
2016-09-16,13.35
2016-09-19,13.35
2016-09-20,13.35
2016-09-21,13.32
2016-09-22,13.32
2016-09-23,13.28
2016-09-26,13.13
2016-09-27,13.03
2016-09-28,13.05
2016-09-29,13.02
2016-09-30,13.15
2016-10-03,13.15
2016-10-04,13.3
2016-10-05,13.1
2016-10-06,13.35
2016-10-07,13.4
2016-10-10,13.35
2016-10-11,13.3
2016-10-12,13.3
2016-10-13,13.2
2016-10-14,13.08
2016-10-17,13.08
2016-10-18,13.13
2016-10-19,13.1
2016-10-20,12.72
2016-10-21,12.2
2016-10-24,12.24
2016-10-25,12.11
2016-10-26,12.03
2016-10-27,11.99
2016-10-28,12.05
2016-10-31,12.18
2016-11-01,12.25
2016-11-02,12.35
2016-11-03,12.45
2016-11-04,12.45
2016-11-07,12.35
2016-11-08,12.33
2016-11-09,12.39
2016-11-10,12.75
2016-11-11,12.55
2016-11-14,12.75
2016-11-15,13.0
2016-11-16,13.0
2016-11-17,12.8
2016-11-18,12.95
2016-11-21,12.75
2016-11-22,12.99
2016-11-23,12.73
2016-11-25,12.77
2016-11-28,12.78
2016-11-29,13.25
2016-11-30,13.1
2016-12-01,13.1
2016-12-02,13.05
2016-12-05,13.06
2016-12-06,13.15
2016-12-07,13.15
2016-12-08,13.3
2016-12-09,13.27
2016-12-12,13.2
2016-12-13,13.1
2016-12-14,13.14
2016-12-15,13.25
2016-12-16,13.02
2016-12-19,13.0
2016-12-20,13.0
2016-12-21,13.0
2016-12-22,13.0
2016-12-23,13.01
2016-12-27,13.11
2016-12-28,13.3
2016-12-29,13.06
2016-12-30,13.29
2017-01-03,13.2
2017-01-04,13.2
2017-01-05,13.25
2017-01-06,13.25
2017-01-09,13.35
2017-01-10,13.3
2017-01-11,13.6
2017-01-12,14.6
2017-01-13,14.85
2017-01-17,15.02
2017-01-18,15.14
2017-01-19,15.29
2017-01-20,15.4
2017-01-23,15.4
2017-01-24,15.42
2017-01-25,15.45
2017-01-26,15.36
2017-01-27,15.55
2017-01-30,15.6
2017-01-31,15.43
2017-02-01,15.45
2017-02-02,15.6
2017-02-03,15.59
2017-02-06,15.4
2017-02-07,15.6
2017-02-08,15.45
2017-02-09,15.45
2017-02-10,15.75
2017-02-13,15.75
2017-02-14,15.76
2017-02-15,15.7
2017-02-16,15.73
2017-02-17,15.6
2017-02-21,15.7
2017-02-22,15.5
2017-02-23,15.6
2017-02-24,15.69
2017-02-27,15.73
2017-02-28,15.65
2017-03-01,15.68
2017-03-02,15.69
2017-03-03,15.65
2017-03-06,15.61
2017-03-07,15.35
2017-03-08,15.31
2017-03-09,15.35
2017-03-10,15.4
2017-03-13,15.49
2017-03-14,15.5
2017-03-15,15.4
2017-03-16,15.49
2017-03-17,15.5
2017-03-20,15.3
2017-03-21,15.35
2017-03-22,15.4
2017-03-23,15.35
2017-03-24,15.35
2017-03-27,15.25
2017-03-28,15.3
2017-03-29,15.2
2017-03-30,15.35
2017-03-31,16.9
2017-04-03,16.700001
2017-04-04,16.549999
2017-04-05,16.6
2017-04-06,16.66
2017-04-07,17.0
2017-04-10,17.15
2017-04-11,17.200001
2017-04-12,17.200001
2017-04-13,17.299999
2017-04-17,17.15
2017-04-18,17.25
