Date,AET
2012-06-18,41.110001000000004
2012-06-19,40.900002
2012-06-20,40.990002000000004
2012-06-21,40.759997999999996
2012-06-22,41.689999
2012-06-25,40.689999
2012-06-26,40.68
2012-06-27,40.959998999999996
2012-06-28,39.849998
2012-06-29,38.77
2012-07-02,38.57
2012-07-03,38.150002
2012-07-05,37.860001000000004
2012-07-06,37.630001
2012-07-09,38.040001000000004
2012-07-10,37.689999
2012-07-11,37.759997999999996
2012-07-12,37.549999
2012-07-13,38.16
2012-07-16,38.029999
2012-07-17,38.66
2012-07-18,39.0
2012-07-19,38.16
2012-07-20,37.66
2012-07-23,37.240002000000004
2012-07-24,37.07
2012-07-25,35.32
2012-07-26,35.299999
2012-07-27,36.669998
2012-07-30,37.139998999999996
2012-07-31,36.060001
2012-08-01,36.509997999999996
2012-08-02,36.330002
2012-08-03,36.700001
2012-08-06,36.580002
2012-08-07,37.200001
2012-08-08,37.599998
2012-08-09,37.529999
2012-08-10,37.73
2012-08-13,37.48
2012-08-14,36.970001
2012-08-15,37.650002
2012-08-16,38.169998
2012-08-17,38.040001000000004
2012-08-20,40.18
2012-08-21,39.900002
2012-08-22,39.57
2012-08-23,39.299999
2012-08-24,38.720001
2012-08-27,39.0
2012-08-28,38.529999
2012-08-29,39.119999
2012-08-30,38.799999
2012-08-31,38.41
2012-09-04,38.150002
2012-09-05,38.169998
2012-09-06,38.369999
2012-09-07,39.0
2012-09-10,38.200001
2012-09-11,37.889998999999996
2012-09-12,37.349998
2012-09-13,38.169998
2012-09-14,39.040001000000004
2012-09-17,39.130001
2012-09-18,39.470001
2012-09-19,39.43
2012-09-20,39.41
2012-09-21,39.599998
2012-09-24,40.290001000000004
2012-09-25,39.900002
2012-09-26,39.299999
2012-09-27,39.720001
2012-09-28,39.599998
2012-10-01,39.810001
2012-10-02,40.700001
2012-10-03,41.400002
2012-10-04,42.09
2012-10-05,41.66
2012-10-08,42.080002
2012-10-09,42.200001
2012-10-10,41.889998999999996
2012-10-11,43.290001000000004
2012-10-12,43.25
2012-10-15,43.919998
2012-10-16,43.93
2012-10-17,43.529999
2012-10-18,44.299999
2012-10-19,43.540001000000004
2012-10-22,44.259997999999996
2012-10-23,43.66
2012-10-24,43.950001
2012-10-25,44.43
2012-10-26,44.099998
2012-10-31,43.689999
2012-11-01,44.490002000000004
2012-11-02,44.0
2012-11-05,44.290001000000004
2012-11-06,44.560001
2012-11-07,42.689999
2012-11-08,42.330002
2012-11-09,42.119999
2012-11-12,41.91
2012-11-13,41.48
2012-11-14,40.790001000000004
2012-11-15,40.779999
2012-11-16,40.700001
2012-11-19,41.709998999999996
2012-11-20,41.849998
2012-11-21,42.16
2012-11-23,42.990002000000004
2012-11-26,42.779999
2012-11-27,42.66
2012-11-28,42.32
2012-11-29,42.740002000000004
2012-11-30,43.189999
2012-12-03,43.400002
2012-12-04,43.360001000000004
2012-12-05,43.549999
2012-12-06,43.43
2012-12-07,44.709998999999996
2012-12-10,44.68
2012-12-11,44.48
2012-12-12,45.91
2012-12-13,45.970001
2012-12-14,45.57
2012-12-17,46.18
2012-12-18,46.52
2012-12-19,46.0
2012-12-20,46.990002000000004
2012-12-21,46.630001
2012-12-24,46.5
2012-12-26,46.52
2012-12-27,46.240002000000004
2012-12-28,45.560001
2012-12-31,46.310001
2013-01-02,46.25
2013-01-03,45.27
2013-01-04,45.48
2013-01-07,46.16
2013-01-08,44.380001
2013-01-09,44.98
2013-01-10,45.759997999999996
2013-01-11,45.529999
2013-01-14,45.779999
2013-01-15,46.049999
2013-01-16,45.700001
2013-01-17,47.189999
2013-01-18,46.93
2013-01-22,48.34
2013-01-23,48.610001000000004
2013-01-24,49.720001
2013-01-25,49.759997999999996
2013-01-28,49.369999
2013-01-29,49.709998999999996
2013-01-30,48.950001
2013-01-31,48.23
2013-02-01,48.48
2013-02-04,48.549999
2013-02-05,49.549999
2013-02-06,49.650002
2013-02-07,49.66
2013-02-08,50.599998
2013-02-11,50.380001
2013-02-12,50.150002
2013-02-13,49.509997999999996
2013-02-14,49.560001
2013-02-15,49.200001
2013-02-19,48.709998999999996
2013-02-20,48.240002000000004
2013-02-21,47.759997999999996
2013-02-22,47.580002
2013-02-25,46.700001
2013-02-26,46.560001
2013-02-27,47.529999
2013-02-28,47.189999
2013-03-01,47.5
2013-03-04,47.139998999999996
2013-03-05,47.849998
2013-03-06,49.029999
2013-03-07,49.59
2013-03-08,50.52
2013-03-11,49.900002
2013-03-12,51.240002000000004
2013-03-13,51.459998999999996
2013-03-14,51.23
2013-03-15,50.869999
2013-03-18,50.57
2013-03-19,50.52
2013-03-20,50.029999
2013-03-21,50.240002000000004
2013-03-22,49.91
2013-03-25,50.049999
2013-03-26,50.599998
2013-03-27,50.869999
2013-03-28,51.130001
2013-04-01,52.380001
2013-04-02,54.299999
2013-04-03,54.43
2013-04-04,54.599998
2013-04-05,54.0
2013-04-08,54.490002000000004
2013-04-09,55.529999
2013-04-10,56.09
2013-04-11,56.700001
2013-04-12,56.779999
2013-04-15,55.259997999999996
2013-04-16,56.639998999999996
2013-04-17,55.290001000000004
2013-04-18,54.18
2013-04-19,55.869999
2013-04-22,55.02
2013-04-23,55.549999
2013-04-24,56.990002000000004
2013-04-25,56.880001
2013-04-26,57.009997999999996
2013-04-29,56.16
2013-04-30,57.439999
2013-05-01,58.25
2013-05-02,58.349998
2013-05-03,59.0
2013-05-06,58.689999
2013-05-07,59.07
2013-05-08,59.349998
2013-05-09,59.490002000000004
2013-05-10,59.099998
2013-05-13,59.25
2013-05-14,59.389998999999996
2013-05-15,59.830002
2013-05-16,59.529999
2013-05-17,60.040001000000004
2013-05-20,59.139998999999996
2013-05-21,60.27
2013-05-22,59.529999
2013-05-23,60.389998999999996
2013-05-24,59.310001
2013-05-28,60.889998999999996
2013-05-29,60.290001000000004
2013-05-30,62.450001
2013-05-31,60.380001
2013-06-03,59.68
2013-06-04,59.360001000000004
2013-06-05,58.220001
2013-06-06,59.369999
2013-06-07,60.27
2013-06-10,60.970001
2013-06-11,61.779999
2013-06-12,61.369999
2013-06-13,61.59
2013-06-14,60.529999
2013-06-17,61.490002000000004
2013-06-18,62.650002
2013-06-19,61.82
2013-06-20,60.82
2013-06-21,61.790001000000004
2013-06-24,62.16
2013-06-25,62.16
2013-06-26,62.959998999999996
2013-06-27,63.59
2013-06-28,63.540001000000004
2013-07-01,63.349998
2013-07-02,62.43
2013-07-03,62.130001
2013-07-05,62.580002
2013-07-08,63.259997999999996
2013-07-09,63.290001000000004
2013-07-10,64.050003
2013-07-11,64.040001
2013-07-12,63.5
2013-07-15,63.52
2013-07-16,62.52
2013-07-17,61.540001000000004
2013-07-18,64.230003
2013-07-19,64.489998
2013-07-22,65.040001
2013-07-23,65.349998
2013-07-24,65.610001
2013-07-25,65.58000200000001
2013-07-26,64.699997
2013-07-29,63.400002
2013-07-30,62.950001
2013-07-31,64.16999799999999
2013-08-01,63.73
2013-08-02,63.560001
2013-08-05,64.25
2013-08-06,64.050003
2013-08-07,63.16
2013-08-08,64.199997
2013-08-09,63.869999
2013-08-12,63.439999
2013-08-13,64.050003
2013-08-14,63.240002000000004
2013-08-15,61.959998999999996
2013-08-16,62.150002
2013-08-19,62.200001
2013-08-20,63.049999
2013-08-21,62.810001
2013-08-22,63.700001
2013-08-23,64.709999
2013-08-26,63.860001000000004
2013-08-27,63.060001
2013-08-28,62.790001000000004
2013-08-29,63.759997999999996
2013-08-30,63.389998999999996
2013-09-03,63.77
2013-09-04,64.309998
2013-09-05,65.260002
2013-09-06,65.110001
2013-09-09,65.050003
2013-09-10,65.379997
2013-09-11,65.760002
2013-09-12,65.699997
2013-09-13,67.470001
2013-09-16,68.709999
2013-09-17,67.75
2013-09-18,66.599998
2013-09-19,64.839996
2013-09-20,64.730003
2013-09-23,64.099998
2013-09-24,64.809998
2013-09-25,64.91999799999999
2013-09-26,64.779999
2013-09-27,64.480003
2013-09-30,64.019997
2013-10-01,64.900002
2013-10-02,64.760002
2013-10-03,64.230003
2013-10-04,66.440002
2013-10-07,65.349998
2013-10-08,64.279999
2013-10-09,63.860001000000004
2013-10-10,65.709999
2013-10-11,65.5
2013-10-14,65.510002
2013-10-15,64.860001
2013-10-16,65.650002
2013-10-17,64.18
2013-10-18,63.43
2013-10-21,63.189999
2013-10-22,63.790001000000004
2013-10-23,62.349998
2013-10-24,61.700001
2013-10-25,61.82
2013-10-28,61.779999
2013-10-29,60.75
2013-10-30,62.119999
2013-10-31,62.700001
2013-11-01,62.610001000000004
2013-11-04,63.59
2013-11-05,62.669998
2013-11-06,63.240002000000004
2013-11-07,62.560001
2013-11-08,63.349998
2013-11-11,63.650002
2013-11-12,63.07
2013-11-13,63.880001
2013-11-14,64.989998
2013-11-15,65.08000200000001
2013-11-18,64.75
2013-11-19,64.540001
2013-11-20,65.940002
2013-11-21,66.779999
2013-11-22,67.769997
2013-11-25,68.800003
2013-11-26,68.57
2013-11-27,68.870003
2013-11-29,68.93
2013-12-02,68.459999
2013-12-03,67.639999
2013-12-04,66.290001
2013-12-05,64.809998
2013-12-06,66.019997
2013-12-09,66.82
2013-12-10,67.129997
2013-12-11,66.300003
2013-12-12,65.139999
2013-12-13,65.019997
2013-12-16,65.610001
2013-12-17,65.75
2013-12-18,67.07
2013-12-19,66.629997
2013-12-20,66.980003
2013-12-23,67.470001
2013-12-24,67.370003
2013-12-26,68.309998
2013-12-27,68.360001
2013-12-30,68.150002
2013-12-31,68.589996
2014-01-02,67.559998
2014-01-03,67.849998
2014-01-06,67.519997
2014-01-07,68.440002
2014-01-08,69.139999
2014-01-09,71.720001
2014-01-10,71.349998
2014-01-13,71.040001
2014-01-14,71.480003
2014-01-15,71.400002
2014-01-16,70.230003
2014-01-17,70.160004
2014-01-21,70.260002
2014-01-22,70.610001
2014-01-23,69.970001
2014-01-24,68.93
2014-01-27,68.75
2014-01-28,68.93
2014-01-29,68.059998
2014-01-30,68.849998
2014-01-31,68.33000200000001
2014-02-03,67.059998
2014-02-04,67.260002
2014-02-05,68.269997
2014-02-06,67.91999799999999
2014-02-07,66.760002
2014-02-10,65.68
2014-02-11,66.029999
2014-02-12,65.150002
2014-02-13,65.75
2014-02-14,69.190002
2014-02-18,69.110001
2014-02-19,69.08000200000001
2014-02-20,69.889999
2014-02-21,70.43
2014-02-24,71.800003
2014-02-25,71.139999
2014-02-26,71.41999799999999
