Date,VSTO
2015-02-06,37.720001
2015-02-09,37.389998999999996
2015-02-10,39.299999
2015-02-11,41.439999
2015-02-12,43.0
2015-02-13,41.02
2015-02-17,43.259997999999996
2015-02-18,45.0
2015-02-19,43.880001
2015-02-20,45.639998999999996
2015-02-23,44.82
2015-02-24,44.98
2015-02-25,44.509997999999996
2015-02-26,44.450001
2015-02-27,43.66
2015-03-02,42.93
2015-03-03,43.0
2015-03-04,43.48
2015-03-05,42.59
2015-03-06,41.009997999999996
2015-03-09,39.560001
2015-03-10,39.349998
2015-03-11,40.48
2015-03-12,40.419998
2015-03-13,40.150002
2015-03-16,42.0
2015-03-17,41.48
2015-03-18,42.419998
2015-03-19,43.139998999999996
2015-03-20,43.959998999999996
2015-03-23,42.75
2015-03-24,42.490002000000004
2015-03-25,41.110001000000004
2015-03-26,41.93
2015-03-27,41.939999
2015-03-30,41.990002000000004
2015-03-31,42.82
2015-04-01,43.529999
2015-04-02,43.259997999999996
2015-04-06,43.380001
2015-04-07,43.93
2015-04-08,44.169998
2015-04-09,43.740002000000004
2015-04-10,44.169998
2015-04-13,44.509997999999996
2015-04-14,43.880001
2015-04-15,44.799999
2015-04-16,43.959998999999996
2015-04-17,43.950001
2015-04-20,43.970001
2015-04-21,43.880001
2015-04-22,44.650002
2015-04-23,45.490002000000004
2015-04-24,44.880001
2015-04-27,44.48
2015-04-28,44.25
2015-04-29,43.939999
2015-04-30,43.759997999999996
2015-05-01,43.740002000000004
2015-05-04,45.16
2015-05-05,44.18
2015-05-06,44.299999
2015-05-07,44.5
2015-05-08,44.98
2015-05-11,44.41
2015-05-12,44.240002000000004
2015-05-13,43.939999
2015-05-14,43.48
2015-05-15,43.970001
2015-05-18,45.41
2015-05-19,45.049999
2015-05-20,45.25
2015-05-21,45.82
2015-05-22,46.700001
2015-05-26,45.220001
2015-05-27,46.259997999999996
2015-05-28,46.25
2015-05-29,46.09
2015-06-01,45.759997999999996
2015-06-02,45.0
2015-06-03,45.02
2015-06-04,45.330002
2015-06-05,45.279999
2015-06-08,44.990002000000004
2015-06-09,44.919998
2015-06-10,46.919998
2015-06-11,47.240002000000004
2015-06-12,46.529999
2015-06-15,46.25
2015-06-16,47.389998999999996
2015-06-17,47.389998999999996
2015-06-18,47.419998
2015-06-19,47.07
2015-06-22,46.650002
2015-06-23,46.580002
2015-06-24,46.009997999999996
2015-06-25,46.220001
2015-06-26,45.740002000000004
2015-06-29,44.98
2015-06-30,44.900002
2015-07-01,44.810001
2015-07-02,44.5
2015-07-06,44.720001
2015-07-07,44.200001
2015-07-08,44.080002
2015-07-09,43.959998999999996
2015-07-10,43.93
2015-07-13,43.549999
2015-07-14,44.32
2015-07-15,44.099998
2015-07-16,43.970001
2015-07-17,42.950001
2015-07-20,43.049999
2015-07-21,42.869999
2015-07-22,43.830002
2015-07-23,44.07
2015-07-24,44.150002
2015-07-27,44.700001
2015-07-28,46.049999
2015-07-29,46.25
2015-07-30,46.16
2015-07-31,47.169998
2015-08-03,46.07
2015-08-04,47.290001000000004
2015-08-05,48.169998
2015-08-06,48.349998
2015-08-07,47.740002000000004
2015-08-10,47.220001
2015-08-11,47.130001
2015-08-12,47.310001
2015-08-13,47.709998999999996
2015-08-14,48.380001
2015-08-17,48.740002000000004
2015-08-18,48.279999
2015-08-19,47.639998999999996
2015-08-20,46.040001000000004
2015-08-21,45.540001000000004
2015-08-24,43.950001
2015-08-25,43.43
2015-08-26,45.400002
2015-08-27,46.299999
2015-08-28,48.41
2015-08-31,46.759997999999996
2015-09-01,46.52
2015-09-02,46.990002000000004
2015-09-03,46.73
2015-09-04,45.82
2015-09-08,46.939999
2015-09-09,46.18
2015-09-10,45.900002
2015-09-11,47.119999
2015-09-14,46.18
2015-09-15,46.470001
2015-09-16,46.959998999999996
2015-09-17,46.68
2015-09-18,45.07
2015-09-21,44.759997999999996
2015-09-22,44.669998
2015-09-23,44.400002
2015-09-24,44.98
2015-09-25,45.099998
2015-09-28,43.080002
2015-09-29,42.900002
2015-09-30,44.43
2015-10-01,43.91
2015-10-02,43.490002000000004
2015-10-05,44.580002
2015-10-06,43.98
2015-10-07,44.169998
2015-10-08,43.990002000000004
2015-10-09,44.0
2015-10-12,43.740002000000004
2015-10-13,43.540001000000004
2015-10-14,42.529999
2015-10-15,42.43
2015-10-16,42.48
2015-10-19,42.810001
2015-10-20,42.66
2015-10-21,41.779999
2015-10-22,42.189999
2015-10-23,42.490002000000004
2015-10-26,43.139998999999996
2015-10-27,42.369999
2015-10-28,44.299999
2015-10-29,44.290001000000004
2015-10-30,44.720001
2015-11-02,44.84
2015-11-03,46.07
2015-11-04,45.759997999999996
2015-11-05,46.040001000000004
2015-11-06,45.77
2015-11-09,45.23
2015-11-10,45.869999
2015-11-11,45.43
2015-11-12,46.290001000000004
2015-11-13,42.459998999999996
2015-11-16,43.139998999999996
2015-11-17,43.41
2015-11-18,43.349998
2015-11-19,43.139998999999996
2015-11-20,44.139998999999996
2015-11-23,43.310001
2015-11-24,43.939999
2015-11-25,44.169998
2015-11-27,44.360001000000004
2015-11-30,44.049999
2015-12-01,43.68
2015-12-02,43.330002
2015-12-03,42.439999
2015-12-04,43.130001
2015-12-07,44.029999
2015-12-08,43.700001
2015-12-09,42.540001000000004
2015-12-10,42.470001
2015-12-11,42.279999
2015-12-14,42.419998
2015-12-15,42.450001
2015-12-16,43.029999
2015-12-17,42.849998
2015-12-18,43.400002
2015-12-21,44.349998
2015-12-22,45.48
2015-12-23,45.709998999999996
2015-12-24,45.419998
2015-12-28,44.389998999999996
2015-12-29,45.0
2015-12-30,45.060001
2015-12-31,44.509997999999996
2016-01-04,45.279999
2016-01-05,46.700001
2016-01-06,47.240002000000004
2016-01-07,47.75
2016-01-08,46.330002
2016-01-11,45.669998
2016-01-12,45.439999
2016-01-13,45.290001000000004
2016-01-14,45.950001
2016-01-15,44.900002
2016-01-19,44.490002000000004
2016-01-20,43.959998999999996
2016-01-21,43.990002000000004
2016-01-22,44.75
2016-01-25,44.360001000000004
2016-01-26,44.689999
2016-01-27,44.880001
2016-01-28,45.630001
2016-01-29,48.209998999999996
2016-02-01,47.5
2016-02-02,46.43
2016-02-03,45.93
2016-02-04,47.0
2016-02-05,47.110001000000004
2016-02-08,45.389998999999996
2016-02-09,44.669998
2016-02-10,45.040001000000004
2016-02-11,44.959998999999996
2016-02-12,45.07
2016-02-16,46.34
2016-02-17,47.93
2016-02-18,48.060001
2016-02-19,48.240002000000004
2016-02-22,48.759997999999996
2016-02-23,48.900002
2016-02-24,49.23
2016-02-25,50.07
2016-02-26,49.48
2016-02-29,49.299999
2016-03-01,48.98
2016-03-02,50.599998
2016-03-03,51.43
2016-03-04,52.869999
2016-03-07,51.700001
2016-03-08,50.860001000000004
2016-03-09,51.130001
2016-03-10,51.029999
2016-03-11,51.34
2016-03-14,51.09
2016-03-15,51.080002
2016-03-16,51.580002
2016-03-17,51.939999
2016-03-18,52.299999
2016-03-21,52.09
2016-03-22,52.299999
2016-03-23,51.549999
2016-03-24,50.599998
2016-03-28,51.209998999999996
2016-03-29,51.610001000000004
2016-03-30,52.419998
2016-03-31,51.91
2016-04-01,52.689999
2016-04-04,49.16
2016-04-05,48.790001000000004
2016-04-06,49.599998
2016-04-07,49.009997999999996
2016-04-08,48.419998
2016-04-11,48.509997999999996
2016-04-12,47.790001000000004
2016-04-13,48.150002
2016-04-14,48.150002
2016-04-15,48.959998999999996
2016-04-18,49.360001000000004
2016-04-19,48.380001
2016-04-20,48.810001
2016-04-21,48.5
2016-04-22,49.110001000000004
2016-04-25,48.490002000000004
2016-04-26,48.720001
2016-04-27,48.759997999999996
2016-04-28,47.889998999999996
2016-04-29,47.98
2016-05-02,48.549999
2016-05-03,48.73
2016-05-04,48.360001000000004
2016-05-05,47.860001000000004
2016-05-06,47.650002
2016-05-09,47.540001000000004
2016-05-10,48.09
2016-05-11,46.990002000000004
2016-05-12,48.279999
2016-05-13,47.77
2016-05-16,48.540001000000004
2016-05-17,47.84
2016-05-18,47.810001
2016-05-19,47.34
2016-05-20,48.650002
2016-05-23,48.599998
2016-05-24,49.459998999999996
2016-05-25,50.200001
2016-05-26,49.41
2016-05-27,49.150002
2016-05-31,50.18
