Date,TPIC
2016-07-22,13.56
2016-07-25,13.25
2016-07-26,13.83
2016-07-27,14.31
2016-07-28,14.23
2016-07-29,14.625
2016-08-01,14.885
2016-08-02,14.685
2016-08-03,14.79
2016-08-04,15.8
2016-08-05,15.5
2016-08-08,14.95
2016-08-09,14.94
2016-08-10,15.05
2016-08-11,16.290001
2016-08-12,16.25
2016-08-15,16.969998999999998
2016-08-16,18.6
2016-08-17,18.889999
2016-08-18,19.200001
2016-08-19,18.950001
2016-08-22,18.93
2016-08-23,18.57
2016-08-24,18.07
2016-08-25,17.68
2016-08-26,17.530001000000002
2016-08-29,20.450001
2016-08-30,20.32
2016-08-31,19.889999
2016-09-01,19.790001
2016-09-02,19.52
2016-09-06,19.540001
2016-09-07,19.780001000000002
2016-09-08,20.309998999999998
2016-09-09,18.15
2016-09-12,18.700001
2016-09-13,18.35
2016-09-14,18.469998999999998
2016-09-15,18.59
2016-09-16,19.73
2016-09-19,20.73
2016-09-20,20.059998999999998
2016-09-21,20.74
2016-09-22,21.059998999999998
2016-09-23,21.32
2016-09-26,20.66
2016-09-27,21.290001
2016-09-28,22.110001
2016-09-29,20.969998999999998
2016-09-30,21.26
2016-10-03,20.889999
2016-10-04,21.85
2016-10-05,21.379998999999998
2016-10-06,21.77
2016-10-07,22.67
2016-10-10,22.440001000000002
2016-10-11,18.48
2016-10-12,17.48
2016-10-13,17.43
2016-10-14,17.99
2016-10-17,17.76
2016-10-18,17.719998999999998
2016-10-19,18.200001
2016-10-20,17.84
2016-10-21,17.91
2016-10-24,17.91
2016-10-25,17.68
2016-10-26,16.959999
2016-10-27,15.31
2016-10-28,16.15
2016-10-31,15.92
2016-11-01,15.23
2016-11-02,14.55
2016-11-03,13.9
2016-11-04,14.72
2016-11-07,15.11
2016-11-08,15.23
2016-11-09,15.58
2016-11-10,14.97
2016-11-11,14.45
2016-11-14,13.89
2016-11-15,13.36
2016-11-16,13.93
2016-11-17,14.48
2016-11-18,14.94
2016-11-21,14.23
2016-11-22,14.55
2016-11-23,14.77
2016-11-25,15.8
2016-11-28,15.21
2016-11-29,14.91
2016-11-30,15.17
2016-12-01,14.83
2016-12-02,14.69
2016-12-05,14.69
2016-12-06,14.76
2016-12-07,15.19
2016-12-08,15.13
2016-12-09,15.25
2016-12-12,14.38
2016-12-13,14.83
2016-12-14,14.9
2016-12-15,15.01
2016-12-16,15.06
2016-12-19,14.85
2016-12-20,15.56
2016-12-21,15.12
2016-12-22,15.9
2016-12-23,15.68
2016-12-27,16.389999
2016-12-28,16.4
2016-12-29,16.24
2016-12-30,16.040001
2017-01-03,15.42
2017-01-04,15.83
2017-01-05,16.879998999999998
2017-01-06,16.690001000000002
2017-01-09,16.610001
2017-01-10,17.26
2017-01-11,17.41
2017-01-12,17.309998999999998
2017-01-13,17.48
2017-01-17,17.26
2017-01-18,17.85
2017-01-19,17.74
2017-01-20,17.620001000000002
2017-01-23,18.18
2017-01-24,18.209999
2017-01-25,18.68
2017-01-26,18.969998999999998
2017-01-27,18.790001
2017-01-30,18.16
2017-01-31,19.41
2017-02-01,19.09
2017-02-02,18.790001
2017-02-03,18.629998999999998
2017-02-06,18.58
2017-02-07,18.450001
2017-02-08,18.93
2017-02-09,19.299999
2017-02-10,19.32
2017-02-13,19.25
2017-02-14,19.219998999999998
2017-02-15,19.200001
2017-02-16,19.15
2017-02-17,19.15
2017-02-21,19.84
2017-02-22,20.32
2017-02-23,19.34
2017-02-24,18.950001
2017-02-27,18.139999
2017-02-28,17.450001
2017-03-01,17.85
2017-03-02,17.76
2017-03-03,17.360001
2017-03-06,17.200001
2017-03-07,17.290001
2017-03-08,17.440001000000002
2017-03-09,17.1
2017-03-10,16.67
2017-03-13,16.6
2017-03-14,16.299999
2017-03-15,17.15
2017-03-16,17.24
2017-03-17,17.4
2017-03-20,16.99
2017-03-21,16.34
2017-03-22,16.49
2017-03-23,16.5
2017-03-24,16.459999
2017-03-27,16.059998999999998
2017-03-28,17.4
2017-03-29,18.33
2017-03-30,18.290001
2017-03-31,19.01
2017-04-03,18.889999
2017-04-04,19.35
2017-04-05,19.07
2017-04-06,19.43
2017-04-07,19.200001
2017-04-10,19.98
2017-04-11,19.889999
2017-04-12,19.360001
2017-04-13,19.469998999999998
2017-04-17,19.73
2017-04-18,19.719998999999998
2017-04-19,20.35
2017-04-20,20.34
2017-04-21,20.25
2017-04-24,20.49
2017-04-25,20.129998999999998
2017-04-26,19.84
2017-04-27,19.57
2017-04-28,19.65
2017-05-01,19.17
2017-05-02,17.809998999999998
2017-05-03,17.52
2017-05-04,18.0
2017-05-05,17.969998999999998
2017-05-08,18.049999
2017-05-09,18.6
2017-05-10,16.799999
2017-05-11,16.700001
2017-05-12,16.32
2017-05-15,16.73
2017-05-16,16.040001
2017-05-17,15.57
2017-05-18,15.75
2017-05-19,15.87
2017-05-22,16.110001
2017-05-23,16.24
2017-05-24,16.32
2017-05-25,16.360001
2017-05-26,17.030001000000002
2017-05-30,16.59
2017-05-31,17.02
2017-06-01,17.0
2017-06-02,17.24
2017-06-05,16.889999
2017-06-06,16.809998999999998
2017-06-07,16.73
2017-06-08,17.299999
2017-06-09,17.27
2017-06-12,17.190001000000002
2017-06-13,17.17
2017-06-14,17.219998999999998
2017-06-15,17.879998999999998
2017-06-16,17.5
2017-06-19,17.41
2017-06-20,17.290001
2017-06-21,17.66
2017-06-22,18.07
2017-06-23,18.6
2017-06-26,18.620001000000002
2017-06-27,18.18
2017-06-28,18.559998999999998
2017-06-29,18.65
2017-06-30,18.48
2017-07-03,18.77
2017-07-05,18.75
2017-07-06,18.219998999999998
2017-07-07,18.4
2017-07-10,18.52
2017-07-11,18.67
2017-07-12,18.68
2017-07-13,18.790001
2017-07-14,18.719998999999998
2017-07-17,18.93
2017-07-18,19.120001000000002
2017-07-19,19.059998999999998
2017-07-20,18.91
2017-07-21,18.299999
2017-07-24,18.370001000000002
2017-07-25,18.82
2017-07-26,18.879998999999998
2017-07-27,19.0
2017-07-28,18.969998999999998
2017-07-31,18.84
2017-08-01,18.93
2017-08-02,19.059998999999998
2017-08-03,19.02
2017-08-04,19.040001
2017-08-07,19.23
2017-08-08,19.09
2017-08-09,21.4
2017-08-10,21.799999
2017-08-11,21.07
2017-08-14,21.290001
2017-08-15,21.43
2017-08-16,21.0
2017-08-17,20.030001000000002
2017-08-18,20.780001000000002
2017-08-21,20.67
2017-08-22,19.98
2017-08-23,19.940001000000002
2017-08-24,20.049999
2017-08-25,19.809998999999998
2017-08-28,20.09
2017-08-29,20.66
2017-08-30,20.42
2017-08-31,20.34
2017-09-01,20.440001000000002
2017-09-05,19.959999
2017-09-06,20.01
2017-09-07,19.905001000000002
2017-09-08,19.83
2017-09-11,20.280001000000002
2017-09-12,20.26
2017-09-13,20.01
2017-09-14,20.32
2017-09-15,21.030001000000002
2017-09-18,20.98
2017-09-19,20.99
2017-09-20,21.129998999999998
2017-09-21,21.610001
2017-09-22,21.799999
2017-09-25,21.530001000000002
2017-09-26,21.77
2017-09-27,22.559998999999998
2017-09-28,22.42
2017-09-29,22.34
2017-10-02,22.469998999999998
2017-10-03,22.59
2017-10-04,22.59
2017-10-05,23.0
2017-10-06,22.860001
2017-10-09,22.68
2017-10-10,22.700001
2017-10-11,22.91
2017-10-12,22.82
2017-10-13,22.790001
2017-10-16,22.73
2017-10-17,22.84
2017-10-18,22.879998999999998
2017-10-19,23.02
2017-10-20,23.440001000000002
2017-10-23,23.290001
2017-10-24,23.190001000000002
2017-10-25,22.91
2017-10-26,22.950001
2017-10-27,23.6
2017-10-30,23.870001000000002
2017-10-31,25.049999
2017-11-01,24.23
2017-11-02,23.73
2017-11-03,23.23
2017-11-06,24.360001
2017-11-07,23.440001000000002
2017-11-08,24.08
2017-11-09,21.26
2017-11-10,19.66
2017-11-13,19.290001
2017-11-14,20.32
2017-11-15,19.950001
2017-11-16,20.030001000000002
2017-11-17,19.059998999999998
2017-11-20,18.780001000000002
2017-11-21,18.629998999999998
2017-11-22,18.77
2017-11-24,18.549999
2017-11-27,17.93
2017-11-28,18.51
2017-11-29,18.379998999999998
2017-11-30,18.940001000000002
2017-12-01,18.93
2017-12-04,17.65
2017-12-05,17.65
2017-12-06,17.290001
2017-12-07,17.690001000000002
2017-12-08,17.879998999999998
2017-12-11,18.02
2017-12-12,18.67
2017-12-13,18.799999
2017-12-14,18.59
2017-12-15,18.99
2017-12-18,19.610001
2017-12-19,19.450001
2017-12-20,20.110001
2017-12-21,20.459999
2017-12-22,20.110001
2017-12-26,19.959999
2017-12-27,20.02
2017-12-28,20.360001
2017-12-29,20.459999
2018-01-02,20.860001
2018-01-03,20.870001000000002
2018-01-04,20.59
2018-01-05,20.450001
2018-01-08,20.49
2018-01-09,20.33
2018-01-10,20.360001
2018-01-11,20.700001
2018-01-12,20.98
2018-01-16,20.110001
2018-01-17,20.049999
2018-01-18,19.9
2018-01-19,19.75
2018-01-22,20.01
2018-01-23,20.309998999999998
2018-01-24,20.139999
2018-01-25,20.26
2018-01-26,20.209999
2018-01-29,19.700001
2018-01-30,20.01
2018-01-31,20.08
2018-02-01,19.950001
2018-02-02,19.5
2018-02-05,18.26
2018-02-06,18.35
2018-02-07,18.559998999999998
2018-02-08,18.23
2018-02-09,18.84
2018-02-12,18.48
2018-02-13,18.860001
2018-02-14,19.129998999999998
2018-02-15,19.26
2018-02-16,19.48
2018-02-20,19.32
2018-02-21,20.25
2018-02-22,20.09
2018-02-23,20.18
2018-02-26,20.450001
2018-02-27,19.98
2018-02-28,19.82
2018-03-01,19.959999
2018-03-02,20.389999
2018-03-05,20.290001
2018-03-06,20.32
2018-03-07,20.27
2018-03-08,20.379998999999998
2018-03-09,23.1
2018-03-12,22.549999
2018-03-13,22.889999
2018-03-14,22.67
2018-03-15,22.17
2018-03-16,21.799999
2018-03-19,22.040001
2018-03-20,22.1
2018-03-21,22.41
2018-03-22,22.370001000000002
2018-03-23,22.33
2018-03-26,22.4
2018-03-27,22.860001
2018-03-28,22.66
2018-03-29,22.450001
2018-04-02,22.25
2018-04-03,22.360001
2018-04-04,22.75
2018-04-05,22.75
2018-04-06,22.5
2018-04-09,22.59
2018-04-10,23.049999
2018-04-11,23.16
2018-04-12,22.98
2018-04-13,22.65
2018-04-16,21.99
2018-04-17,22.08
2018-04-18,22.15
2018-04-19,22.200001
2018-04-20,22.209999
2018-04-23,22.709999
2018-04-24,22.35
2018-04-25,21.9
2018-04-26,22.280001000000002
2018-04-27,22.82
2018-04-30,22.65
2018-05-01,22.860001
2018-05-02,22.98
2018-05-03,22.959999
2018-05-04,26.02
2018-05-07,26.76
2018-05-08,27.540001
2018-05-09,27.82
2018-05-10,27.620001000000002
2018-05-11,26.440001000000002
2018-05-14,26.48
2018-05-15,26.49
2018-05-16,26.370001000000002
2018-05-17,26.469998999999998
2018-05-18,26.360001
2018-05-21,27.049999
2018-05-22,26.76
2018-05-23,26.059998999999998
2018-05-24,26.0
2018-05-25,26.290001
2018-05-29,26.77
2018-05-30,26.76
2018-05-31,26.299999
2018-06-01,25.85
2018-06-04,26.18
2018-06-05,26.360001
2018-06-06,26.440001000000002
2018-06-07,26.02
2018-06-08,25.84
2018-06-11,26.02
2018-06-12,25.92
2018-06-13,25.82
2018-06-14,25.9
2018-06-15,26.08
2018-06-18,26.0
2018-06-19,25.809998999999998
2018-06-20,29.24
2018-06-21,28.459999
2018-06-22,28.92
2018-06-25,28.52
2018-06-26,27.940001000000002
2018-06-27,28.32
2018-06-28,29.51
2018-06-29,29.24
2018-07-02,29.26
2018-07-03,28.9
2018-07-05,30.059998999999998
2018-07-06,29.940001000000002
2018-07-09,29.690001000000002
2018-07-10,31.92
2018-07-11,31.700001
2018-07-12,31.23
2018-07-13,31.030001000000002
2018-07-16,31.25
2018-07-17,29.85
2018-07-18,29.959999
2018-07-19,30.01
2018-07-20,29.559998999999998
2018-07-23,29.709999
2018-07-24,30.1
2018-07-25,30.809998999999998
2018-07-26,32.009997999999996
2018-07-27,30.83
2018-07-30,30.049999
2018-07-31,30.82
2018-08-01,31.129998999999998
2018-08-02,31.629998999999998
2018-08-03,31.379998999999998
2018-08-06,30.66
2018-08-07,30.51
2018-08-08,29.004998999999998
2018-08-09,28.719998999999998
2018-08-10,27.51
2018-08-13,26.25
2018-08-14,26.139999
2018-08-15,26.709999
2018-08-16,26.41
2018-08-17,26.860001
2018-08-20,26.969998999999998
2018-08-21,28.219998999999998
2018-08-22,28.129998999999998
2018-08-23,27.92
2018-08-24,28.82
2018-08-27,28.799999
2018-08-28,28.719998999999998
2018-08-29,28.27
2018-08-30,28.43
2018-08-31,28.030001000000002
2018-09-04,27.309998999999998
2018-09-05,27.42
2018-09-06,27.450001
2018-09-07,27.299999
2018-09-10,27.459999
2018-09-11,27.23
2018-09-12,27.33
2018-09-13,27.959999
2018-09-14,27.469998999999998
2018-09-17,27.41
2018-09-18,27.799999
2018-09-19,27.959999
2018-09-20,28.07
2018-09-21,28.26
2018-09-24,28.709999
2018-09-25,28.860001
2018-09-26,28.530001000000002
2018-09-27,28.879998999999998
2018-09-28,28.549999
2018-10-01,28.58
2018-10-02,28.559998999999998
2018-10-03,28.610001
2018-10-04,27.799999
2018-10-05,26.610001
2018-10-08,26.129998999999998
2018-10-09,25.620001000000002
2018-10-10,25.129998999999998
2018-10-11,24.57
2018-10-12,25.049999
2018-10-15,25.639999
2018-10-16,26.440001000000002
2018-10-17,25.82
2018-10-18,25.059998999999998
2018-10-19,25.1
2018-10-22,24.58
2018-10-23,24.709999
2018-10-24,24.209999
2018-10-25,24.370001000000002
2018-10-26,23.879998999999998
2018-10-29,24.709999
2018-10-30,25.34
2018-10-31,25.26
2018-11-01,26.17
2018-11-02,26.049999
2018-11-05,26.370001000000002
2018-11-06,26.93
2018-11-07,27.48
2018-11-08,25.334999
2018-11-09,25.59
2018-11-12,24.040001
2018-11-13,23.440001000000002
2018-11-14,23.709999
2018-11-15,24.57
2018-11-16,24.91
2018-11-19,24.09
2018-11-20,23.83
2018-11-21,25.0
2018-11-23,25.530001000000002
2018-11-26,25.67
2018-11-27,25.879998999999998
2018-11-28,26.799999
2018-11-29,27.030001000000002
2018-11-30,27.190001000000002
2018-12-03,27.74
2018-12-04,26.48
2018-12-06,26.73
2018-12-07,25.879998999999998
2018-12-10,26.24
2018-12-11,25.84
2018-12-12,25.85
2018-12-13,25.799999
2018-12-14,24.77
2018-12-17,24.280001000000002
2018-12-18,23.959999
2018-12-19,23.93
2018-12-20,23.24
2018-12-21,23.5
2018-12-24,23.139999
2018-12-26,24.110001
2018-12-27,24.33
2018-12-28,24.450001
2018-12-31,24.58
2019-01-02,25.48
2019-01-03,25.0
2019-01-04,26.24
2019-01-07,26.719998999999998
2019-01-08,26.92
2019-01-09,27.57
2019-01-10,27.77
2019-01-11,29.969998999999998
2019-01-14,29.4
2019-01-15,29.530001000000002
2019-01-16,28.959999
2019-01-17,29.129998999999998
2019-01-18,29.42
2019-01-22,28.959999
2019-01-23,28.540001
2019-01-24,29.290001
2019-01-25,29.32
2019-01-28,29.059998999999998
2019-01-29,29.17
2019-01-30,29.620001000000002
2019-01-31,30.27
2019-02-01,30.74
2019-02-04,31.049999
2019-02-05,30.93
2019-02-06,31.02
2019-02-07,31.049999
2019-02-08,30.620001000000002
2019-02-11,30.4
2019-02-12,31.08
2019-02-13,31.49
2019-02-14,31.610001
2019-02-15,32.630001
2019-02-19,31.41
2019-02-20,31.190001000000002
2019-02-21,30.93
2019-02-22,31.76
2019-02-25,31.41
2019-02-26,31.16
2019-02-27,30.85
2019-02-28,30.209999
2019-03-01,28.68
2019-03-04,27.5
2019-03-05,28.6
2019-03-06,29.26
2019-03-07,29.549999
2019-03-08,29.209999
2019-03-11,30.07
2019-03-12,30.49
2019-03-13,30.98
2019-03-14,30.969998999999998
2019-03-15,31.139999
2019-03-18,30.940001000000002
2019-03-19,29.959999
2019-03-20,30.049999
2019-03-21,29.280001000000002
2019-03-22,29.129998999999998
2019-03-25,28.77
2019-03-26,28.719998999999998
2019-03-27,28.530001000000002
2019-03-28,28.469998999999998
2019-03-29,28.620001000000002
2019-04-01,28.709999
2019-04-02,28.48
2019-04-03,28.23
2019-04-04,28.07
2019-04-05,28.709999
2019-04-08,28.889999
2019-04-09,28.639999
2019-04-10,29.129998999999998
2019-04-11,29.1
2019-04-12,29.190001000000002
2019-04-15,29.77
2019-04-16,30.059998999999998
2019-04-17,30.629998999999998
2019-04-18,30.780001000000002
2019-04-22,30.98
2019-04-23,30.59
2019-04-24,30.969998999999998
2019-04-25,30.459999
2019-04-26,30.940001000000002
2019-04-29,30.93
2019-04-30,30.950001
2019-05-01,30.700001
2019-05-02,25.74
2019-05-03,25.34
2019-05-06,25.02
2019-05-07,24.860001
2019-05-08,25.02
2019-05-09,24.52
2019-05-10,24.370001000000002
2019-05-13,23.110001
2019-05-14,22.01
2019-05-15,22.540001
2019-05-16,23.01
