Date,BDX
1974-12-24,1.765625
1974-12-26,1.789063
1974-12-27,1.757813
1974-12-30,1.726563
1974-12-31,1.71875
1975-01-02,1.804688
1975-01-03,1.84375
1975-01-06,1.890625
1975-01-07,1.84375
1975-01-08,1.84375
1975-01-09,1.90625
1975-01-10,1.96875
1975-01-13,1.960938
1975-01-14,1.898438
1975-01-15,1.90625
1975-01-16,1.914063
1975-01-17,1.929688
1975-01-20,1.90625
1975-01-21,1.875
1975-01-22,1.921875
1975-01-23,1.90625
1975-01-24,1.9375
1975-01-27,1.992188
1975-01-28,2.015625
1975-01-29,2.046875
1975-01-30,2.03125
1975-01-31,2.046875
1975-02-03,2.085938
1975-02-04,2.085938
1975-02-05,2.15625
1975-02-06,2.25
1975-02-07,2.179688
1975-02-10,2.1875
1975-02-11,2.25
1975-02-12,2.210938
1975-02-13,2.21875
1975-02-14,2.203125
1975-02-18,2.140625
1975-02-19,2.171875
1975-02-20,2.15625
1975-02-21,2.148438
1975-02-24,2.125
1975-02-25,2.140625
1975-02-26,2.179688
1975-02-27,2.1875
1975-02-28,2.242188
1975-03-03,2.210938
1975-03-04,2.226563
1975-03-05,2.234375
1975-03-06,2.28125
1975-03-07,2.3125
1975-03-10,2.25
1975-03-11,2.234375
1975-03-12,2.234375
1975-03-13,2.21875
1975-03-14,2.21875
1975-03-17,2.257813
1975-03-18,2.265625
1975-03-19,2.195313
1975-03-20,2.203125
1975-03-21,2.1875
1975-03-24,2.226563
1975-03-25,2.226563
1975-03-26,2.265625
1975-03-27,2.304688
1975-03-31,2.34375
1975-04-01,2.320313
1975-04-02,2.273438
1975-04-03,2.265625
1975-04-04,2.234375
1975-04-07,2.210938
1975-04-08,2.21875
1975-04-09,2.242188
1975-04-10,2.226563
1975-04-11,2.226563
1975-04-14,2.21875
1975-04-15,2.234375
1975-04-16,2.234375
1975-04-17,2.203125
1975-04-18,2.109375
1975-04-21,2.15625
1975-04-22,2.195313
1975-04-23,2.1875
1975-04-24,2.257813
1975-04-25,2.265625
1975-04-28,2.28125
1975-04-29,2.25
1975-04-30,2.164063
1975-05-01,2.226563
1975-05-02,2.25
1975-05-05,2.25
1975-05-06,2.234375
1975-05-07,2.242188
1975-05-08,2.234375
1975-05-09,2.203125
1975-05-12,2.25
1975-05-13,2.21875
1975-05-14,2.257813
1975-05-15,2.226563
1975-05-16,2.234375
1975-05-19,2.195313
1975-05-20,2.210938
1975-05-21,2.15625
1975-05-22,2.171875
1975-05-23,2.195313
1975-05-27,2.21875
1975-05-28,2.242188
1975-05-29,2.21875
1975-05-30,2.21875
1975-06-02,2.21875
1975-06-03,2.21875
1975-06-04,2.21875
1975-06-05,2.148438
1975-06-06,2.15625
1975-06-09,2.140625
1975-06-10,2.078125
1975-06-11,2.0625
1975-06-12,2.046875
1975-06-13,2.078125
1975-06-16,2.140625
1975-06-17,2.117188
1975-06-18,2.085938
1975-06-19,2.078125
1975-06-20,2.125
1975-06-23,2.164063
1975-06-24,2.171875
1975-06-25,2.15625
1975-06-26,2.203125
1975-06-27,2.242188
1975-06-30,2.28125
1975-07-01,2.335938
1975-07-02,2.296875
1975-07-03,2.3125
1975-07-07,2.304688
1975-07-08,2.273438
1975-07-09,2.320313
1975-07-10,2.320313
1975-07-11,2.328125
1975-07-14,2.3125
1975-07-15,2.3125
1975-07-16,2.296875
1975-07-17,2.265625
1975-07-18,2.226563
1975-07-21,2.210938
1975-07-22,2.203125
1975-07-23,2.179688
1975-07-24,2.140625
1975-07-25,2.171875
1975-07-28,2.1875
1975-07-29,2.1875
1975-07-30,2.171875
1975-07-31,2.195313
1975-08-01,2.125
1975-08-04,2.117188
1975-08-05,2.085938
1975-08-06,2.09375
1975-08-07,2.070313
1975-08-08,2.078125
1975-08-11,2.109375
1975-08-12,2.15625
1975-08-13,2.125
1975-08-14,2.117188
1975-08-15,2.109375
1975-08-18,2.109375
1975-08-19,2.070313
1975-08-20,2.046875
1975-08-21,2.070313
1975-08-22,2.078125
1975-08-25,2.0625
1975-08-26,2.03125
1975-08-27,2.046875
1975-08-28,2.046875
1975-08-29,2.09375
1975-09-02,2.0625
1975-09-03,2.0625
1975-09-04,2.078125
1975-09-05,2.046875
1975-09-08,2.023438
1975-09-09,1.953125
1975-09-10,1.921875
1975-09-11,1.984375
1975-09-12,1.9375
1975-09-15,1.945313
1975-09-16,1.960938
1975-09-17,1.90625
1975-09-18,1.960938
1975-09-19,2.0625
1975-09-22,2.046875
1975-09-23,2.039063
1975-09-24,2.078125
1975-09-25,2.085938
1975-09-26,2.09375
1975-09-29,2.109375
1975-09-30,2.0625
1975-10-01,2.015625
1975-10-02,2.015625
1975-10-03,2.015625
1975-10-06,2.078125
1975-10-07,2.09375
1975-10-08,2.1875
1975-10-09,2.164063
1975-10-10,2.140625
1975-10-13,2.164063
1975-10-14,2.171875
1975-10-15,2.171875
1975-10-16,2.171875
1975-10-17,2.203125
1975-10-20,2.195313
1975-10-21,2.21875
1975-10-22,2.15625
1975-10-23,2.179688
1975-10-24,2.203125
1975-10-27,2.25
1975-10-28,2.226563
1975-10-29,2.226563
1975-10-30,2.296875
1975-10-31,2.28125
1975-11-03,2.257813
1975-11-04,2.265625
1975-11-05,2.335938
1975-11-06,2.367188
1975-11-07,2.367188
1975-11-10,2.375
1975-11-11,2.320313
1975-11-12,2.3125
1975-11-13,2.359375
1975-11-14,2.351563
1975-11-17,2.390625
1975-11-18,2.398438
1975-11-19,2.429688
1975-11-20,2.414063
1975-11-21,2.4375
1975-11-24,2.445313
1975-11-25,2.484375
1975-11-26,2.4375
1975-11-28,2.460938
1975-12-01,2.445313
1975-12-02,2.375
1975-12-03,2.375
1975-12-04,2.320313
1975-12-05,2.265625
1975-12-08,2.304688
1975-12-09,2.3125
1975-12-10,2.382813
1975-12-11,2.421875
1975-12-12,2.359375
1975-12-15,2.359375
1975-12-16,2.351563
1975-12-17,2.320313
1975-12-18,2.3125
1975-12-19,2.375
1975-12-22,2.359375
1975-12-23,2.367188
1975-12-24,2.367188
1975-12-26,2.398438
1975-12-29,2.414063
1975-12-30,2.398438
1975-12-31,2.4375
1976-01-02,2.460938
1976-01-05,2.546875
1976-01-06,2.5625
1976-01-07,2.578125
1976-01-08,2.578125
1976-01-09,2.625
1976-01-12,2.640625
1976-01-13,2.59375
1976-01-14,2.59375
1976-01-15,2.585938
1976-01-16,2.585938
1976-01-19,2.601563
1976-01-20,2.625
1976-01-21,2.5625
1976-01-22,2.53125
1976-01-23,2.507813
1976-01-26,2.515625
1976-01-27,2.515625
1976-01-28,2.476563
1976-01-29,2.453125
1976-01-30,2.5
1976-02-02,2.546875
1976-02-03,2.507813
1976-02-04,2.5625
1976-02-05,2.5625
1976-02-06,2.5
1976-02-09,2.523438
1976-02-10,2.507813
1976-02-11,2.515625
1976-02-12,2.507813
1976-02-13,2.5
1976-02-17,2.453125
1976-02-18,2.4375
1976-02-19,2.390625
1976-02-20,2.414063
1976-02-23,2.453125
1976-02-24,2.507813
1976-02-25,2.515625
1976-02-26,2.5
1976-02-27,2.53125
1976-03-01,2.507813
1976-03-02,2.492188
1976-03-03,2.46875
1976-03-04,2.421875
1976-03-05,2.390625
1976-03-08,2.367188
1976-03-09,2.367188
1976-03-10,2.296875
1976-03-11,2.320313
1976-03-12,2.273438
1976-03-15,2.242188
1976-03-16,2.242188
1976-03-17,2.28125
1976-03-18,2.296875
1976-03-19,2.265625
1976-03-22,2.257813
1976-03-23,2.3125
1976-03-24,2.382813
1976-03-25,2.367188
1976-03-26,2.40625
1976-03-29,2.375
1976-03-30,2.390625
1976-03-31,2.40625
1976-04-01,2.367188
1976-04-02,2.351563
1976-04-05,2.40625
1976-04-06,2.414063
1976-04-07,2.390625
1976-04-08,2.335938
1976-04-09,2.265625
1976-04-12,2.25
1976-04-13,2.25
1976-04-14,2.265625
1976-04-15,2.3125
1976-04-19,2.351563
1976-04-20,2.398438
1976-04-21,2.460938
1976-04-22,2.515625
1976-04-23,2.492188
1976-04-26,2.484375
1976-04-27,2.492188
1976-04-28,2.484375
1976-04-29,2.476563
1976-04-30,2.460938
1976-05-03,2.445313
1976-05-04,2.429688
1976-05-05,2.414063
1976-05-06,2.429688
1976-05-07,2.476563
1976-05-10,2.507813
1976-05-11,2.5
1976-05-12,2.484375
1976-05-13,2.421875
1976-05-14,2.375
1976-05-17,2.382813
1976-05-18,2.359375
1976-05-19,2.3125
1976-05-20,2.328125
1976-05-21,2.304688
1976-05-24,2.257813
1976-05-25,2.265625
1976-05-26,2.28125
1976-05-27,2.265625
1976-05-28,2.21875
1976-06-01,2.210938
1976-06-02,2.195313
1976-06-03,2.171875
1976-06-04,2.148438
1976-06-07,2.125
1976-06-08,2.15625
1976-06-09,2.234375
1976-06-10,2.296875
1976-06-11,2.296875
1976-06-14,2.34375
1976-06-15,2.367188
1976-06-16,2.390625
1976-06-17,2.453125
1976-06-18,2.4375
1976-06-21,2.484375
1976-06-22,2.445313
1976-06-23,2.40625
1976-06-24,2.40625
1976-06-25,2.390625
1976-06-28,2.34375
1976-06-29,2.375
1976-06-30,2.351563
1976-07-01,2.335938
1976-07-02,2.335938
1976-07-06,2.34375
1976-07-07,2.34375
1976-07-08,2.34375
1976-07-09,2.328125
1976-07-12,2.359375
1976-07-13,2.382813
1976-07-14,2.359375
1976-07-15,2.335938
1976-07-16,2.34375
1976-07-19,2.34375
1976-07-20,2.328125
1976-07-21,2.3125
1976-07-22,2.328125
1976-07-23,2.375
1976-07-26,2.375
1976-07-27,2.367188
1976-07-28,2.375
1976-07-29,2.351563
1976-07-30,2.382813
1976-08-02,2.382813
1976-08-03,2.375
1976-08-04,2.375
1976-08-05,2.359375
1976-08-06,2.367188
1976-08-09,2.359375
1976-08-10,2.390625
1976-08-11,2.4375
1976-08-12,2.4375
1976-08-13,2.445313
1976-08-16,2.445313
1976-08-17,2.46875
1976-08-18,2.4375
1976-08-19,2.421875
1976-08-20,2.382813
1976-08-23,2.382813
1976-08-24,2.429688
1976-08-25,2.40625
1976-08-26,2.351563
1976-08-27,2.34375
1976-08-30,2.335938
1976-08-31,2.34375
1976-09-01,2.359375
1976-09-02,2.375
1976-09-03,2.359375
1976-09-07,2.375
1976-09-08,2.351563
1976-09-09,2.351563
1976-09-10,2.328125
1976-09-13,2.3125
1976-09-14,2.304688
1976-09-15,2.296875
1976-09-16,2.3125
1976-09-17,2.382813
1976-09-20,2.359375
1976-09-21,2.375
1976-09-22,2.382813
1976-09-23,2.390625
1976-09-24,2.34375
1976-09-27,2.359375
1976-09-28,2.34375
1976-09-29,2.335938
1976-09-30,2.328125
1976-10-01,2.296875
1976-10-04,2.289063
1976-10-05,2.242188
1976-10-06,2.234375
1976-10-07,2.234375
1976-10-08,2.25
1976-10-11,2.234375
1976-10-12,2.242188
1976-10-13,2.25
1976-10-14,2.226563
1976-10-15,2.21875
1976-10-18,2.234375
1976-10-19,2.234375
1976-10-20,2.234375
1976-10-21,2.195313
1976-10-22,2.171875
1976-10-25,2.1875
1976-10-26,2.195313
1976-10-27,2.195313
1976-10-28,2.210938
1976-10-29,2.234375
1976-11-01,2.226563
1976-11-03,2.210938
1976-11-04,2.226563
1976-11-05,2.210938
1976-11-08,2.140625
1976-11-09,2.140625
1976-11-10,2.085938
1976-11-11,2.101563
1976-11-12,2.085938
1976-11-15,2.117188
1976-11-16,2.09375
1976-11-17,2.125
1976-11-18,2.15625
1976-11-19,2.15625
1976-11-22,2.1875
1976-11-23,2.179688
1976-11-24,2.210938
1976-11-26,2.234375
1976-11-29,2.226563
1976-11-30,2.21875
1976-12-01,2.148438
1976-12-02,2.109375
1976-12-03,2.0625
1976-12-06,2.085938
1976-12-07,2.085938
1976-12-08,2.070313
1976-12-09,2.140625
1976-12-10,2.140625
1976-12-13,2.125
1976-12-14,2.140625
1976-12-15,2.171875
1976-12-16,2.101563
1976-12-17,2.039063
1976-12-20,2.039063
1976-12-21,2.03125
1976-12-22,2.054688
1976-12-23,2.03125
1976-12-27,2.046875
1976-12-28,2.070313
1976-12-29,2.101563
1976-12-30,2.117188
1976-12-31,2.109375
1977-01-03,2.132813
1977-01-04,2.148438
1977-01-05,2.148438
1977-01-06,2.171875
1977-01-07,2.15625
1977-01-10,2.148438
1977-01-11,2.140625
1977-01-12,2.101563
1977-01-13,2.125
1977-01-14,2.078125
1977-01-17,2.0625
1977-01-18,2.054688
1977-01-19,2.085938
1977-01-20,2.0625
1977-01-21,2.0625
1977-01-24,2.070313
1977-01-25,2.09375
1977-01-26,2.015625
1977-01-27,1.953125
1977-01-28,1.90625
1977-01-31,1.851563
1977-02-01,1.859375
1977-02-02,1.9375
1977-02-03,1.929688
1977-02-04,1.96875
1977-02-07,2.046875
1977-02-08,2.054688
1977-02-09,2.0625
1977-02-10,2.070313
1977-02-11,2.007813
1977-02-14,2.023438
1977-02-15,2.0625
1977-02-16,2.046875
1977-02-17,2.007813
1977-02-18,1.945313
1977-02-22,1.9375
1977-02-23,1.921875
1977-02-24,1.953125
1977-02-25,1.953125
1977-02-28,1.921875
1977-03-01,1.921875
1977-03-02,1.929688
1977-03-03,1.921875
1977-03-04,1.921875
1977-03-07,1.96875
1977-03-08,1.960938
1977-03-09,1.921875
1977-03-10,1.929688
1977-03-11,1.9375
1977-03-14,1.9375
1977-03-15,1.953125
1977-03-16,1.976563
1977-03-17,2.0
1977-03-18,1.984375
1977-03-21,1.992188
1977-03-22,2.0
1977-03-23,2.03125
1977-03-24,2.007813
1977-03-25,1.9375
1977-03-28,1.929688
1977-03-29,1.929688
1977-03-30,1.953125
1977-03-31,1.945313
1977-04-01,1.921875
1977-04-04,1.890625
1977-04-05,1.84375
1977-04-06,1.84375
1977-04-07,1.835938
1977-04-11,1.84375
1977-04-12,1.851563
1977-04-13,1.835938
1977-04-14,1.8125
1977-04-15,1.8125
1977-04-18,1.78125
1977-04-19,1.796875
1977-04-20,1.765625
1977-04-21,1.734375
1977-04-22,1.726563
1977-04-25,1.742188
1977-04-26,1.726563
1977-04-27,1.71875
1977-04-28,1.726563
1977-04-29,1.710938
1977-05-02,1.695313
1977-05-03,1.671875
1977-05-04,1.695313
1977-05-05,1.71875
1977-05-06,1.679688
1977-05-09,1.65625
1977-05-10,1.65625
1977-05-11,1.640625
1977-05-12,1.640625
1977-05-13,1.640625
1977-05-16,1.6171879999999998
1977-05-17,1.625
1977-05-18,1.640625
1977-05-19,1.648438
1977-05-20,1.640625
1977-05-23,1.640625
1977-05-24,1.679688
1977-05-25,1.65625
1977-05-26,1.65625
1977-05-27,1.6328129999999998
1977-05-31,1.625
1977-06-01,1.65625
1977-06-02,1.640625
1977-06-03,1.671875
1977-06-06,1.6875
1977-06-07,1.710938
1977-06-08,1.710938
1977-06-09,1.71875
1977-06-10,1.71875
1977-06-13,1.75
1977-06-14,1.765625
1977-06-15,1.742188
1977-06-16,1.78125
1977-06-17,1.757813
1977-06-20,1.765625
1977-06-21,1.765625
1977-06-22,1.78125
1977-06-23,1.859375
1977-06-24,1.859375
1977-06-27,1.828125
1977-06-28,1.804688
1977-06-29,1.820313
1977-06-30,1.804688
1977-07-01,1.8125
1977-07-05,1.8125
1977-07-06,1.78125
1977-07-07,1.773438
1977-07-08,1.742188
1977-07-11,1.726563
1977-07-12,1.6875
1977-07-13,1.6875
1977-07-15,1.703125
1977-07-18,1.742188
1977-07-19,1.757813
1977-07-20,1.757813
1977-07-21,1.765625
1977-07-22,1.78125
1977-07-25,1.773438
1977-07-26,1.765625
1977-07-27,1.78125
1977-07-28,1.742188
1977-07-29,1.75
1977-08-01,1.75
1977-08-02,1.710938
1977-08-03,1.726563
1977-08-04,1.75
1977-08-05,1.757813
1977-08-08,1.757813
1977-08-09,1.757813
1977-08-10,1.773438
1977-08-11,1.773438
1977-08-12,1.734375
1977-08-15,1.6875
1977-08-16,1.703125
1977-08-17,1.742188
1977-08-18,1.789063
1977-08-19,1.75
1977-08-22,1.78125
1977-08-23,1.796875
1977-08-24,1.78125
1977-08-25,1.757813
1977-08-26,1.789063
1977-08-29,1.828125
1977-08-30,1.804688
1977-08-31,1.796875
1977-09-01,1.835938
1977-09-02,1.84375
1977-09-06,1.882813
1977-09-07,1.867188
1977-09-08,1.875
1977-09-09,1.851563
1977-09-12,1.820313
1977-09-13,1.828125
1977-09-14,1.890625
1977-09-15,1.875
1977-09-16,1.867188
1977-09-19,1.859375
1977-09-20,1.859375
1977-09-21,1.867188
1977-09-22,1.867188
1977-09-23,1.867188
1977-09-26,1.867188
1977-09-27,1.882813
1977-09-28,1.890625
1977-09-29,1.875
1977-09-30,1.890625
