Date,TPCO
2014-12-10,22.780001000000002
2014-12-11,23.33
2014-12-12,22.780001000000002
2014-12-15,22.549999
2014-12-16,22.9
2014-12-17,23.23
2014-12-18,23.0
2014-12-19,23.040001
2014-12-22,22.790001
2014-12-23,23.18
2014-12-24,23.48
2014-12-26,23.49
2014-12-29,23.02
2014-12-30,22.889999
2014-12-31,22.9
2015-01-02,22.82
2015-01-05,22.75
2015-01-06,21.34
2015-01-07,21.76
2015-01-08,22.76
2015-01-09,22.290001
2015-01-12,22.440001000000002
2015-01-13,21.91
2015-01-14,22.0
2015-01-15,21.780001000000002
2015-01-16,21.77
2015-01-20,20.379998999999998
2015-01-21,20.26
2015-01-22,20.450001
2015-01-23,21.08
2015-01-26,21.57
2015-01-27,21.15
2015-01-28,20.5
2015-01-29,20.77
2015-01-30,21.0
2015-02-02,21.0
2015-02-03,20.969998999999998
2015-02-04,21.18
2015-02-05,21.459999
2015-02-06,20.24
2015-02-09,20.209999
2015-02-10,19.76
2015-02-11,19.74
2015-02-12,19.65
2015-02-13,20.43
2015-02-17,20.4
2015-02-18,19.5
2015-02-19,19.43
2015-02-20,19.559998999999998
2015-02-23,20.76
2015-02-24,21.450001
2015-02-25,21.49
2015-02-26,21.290001
2015-02-27,21.5
2015-03-02,21.5
2015-03-03,20.26
2015-03-04,19.690001000000002
2015-03-05,18.690001000000002
2015-03-06,18.190001000000002
2015-03-09,17.41
2015-03-10,17.76
2015-03-11,17.26
2015-03-12,17.209999
2015-03-13,17.59
2015-03-16,18.09
2015-03-17,18.309998999999998
2015-03-18,18.700001
2015-03-19,18.66
2015-03-20,18.57
2015-03-23,19.26
2015-03-24,19.799999
2015-03-25,19.5
2015-03-26,19.42
2015-03-27,19.440001000000002
2015-03-30,19.25
2015-03-31,19.4
2015-04-01,19.42
2015-04-02,19.34
2015-04-06,19.25
2015-04-07,19.459999
2015-04-08,19.370001000000002
2015-04-09,19.42
2015-04-10,19.370001000000002
2015-04-13,19.290001
2015-04-14,19.450001
2015-04-15,19.469998999999998
2015-04-16,19.379998999999998
2015-04-17,19.110001
2015-04-20,19.700001
2015-04-21,19.5
2015-04-22,19.5
2015-04-23,18.940001000000002
2015-04-24,18.5
2015-04-27,18.559998999999998
2015-04-28,18.200001
2015-04-29,17.629998999999998
2015-04-30,17.57
2015-05-01,17.360001
2015-05-04,17.23
2015-05-05,16.4
2015-05-06,16.0
2015-05-07,16.049999
2015-05-08,17.450001
2015-05-11,17.07
2015-05-12,15.96
2015-05-13,15.98
2015-05-14,16.23
2015-05-15,16.25
2015-05-18,16.24
2015-05-19,15.81
2015-05-20,16.0
2015-05-21,15.75
2015-05-22,15.61
2015-05-26,15.15
2015-05-27,14.73
2015-05-28,14.78
2015-05-29,14.92
2015-06-01,15.62
2015-06-02,15.98
2015-06-03,16.09
2015-06-04,16.030001000000002
2015-06-05,15.73
2015-06-08,15.21
2015-06-09,15.18
2015-06-10,15.52
2015-06-11,15.35
2015-06-12,15.36
2015-06-15,15.08
2015-06-16,15.66
2015-06-17,15.71
2015-06-18,16.01
2015-06-19,16.530001000000002
2015-06-22,16.17
2015-06-23,16.35
2015-06-24,16.43
2015-06-25,16.48
2015-06-26,16.1
2015-06-29,15.73
2015-06-30,15.54
2015-07-01,16.309998999999998
2015-07-02,15.61
2015-07-06,15.51
2015-07-07,15.59
2015-07-08,15.08
2015-07-09,15.11
2015-07-10,16.01
2015-07-13,15.6
2015-07-14,15.19
2015-07-15,15.21
2015-07-16,15.23
2015-07-17,15.16
2015-07-20,15.06
2015-07-21,14.97
2015-07-22,15.1
2015-07-23,15.22
2015-07-24,15.09
2015-07-27,14.91
2015-07-28,15.19
2015-07-29,15.06
2015-07-30,15.08
2015-07-31,14.89
2015-08-03,14.77
2015-08-04,14.73
2015-08-05,14.37
2015-08-06,13.5
2015-08-07,13.69
2015-08-10,13.67
2015-08-11,12.09
2015-08-12,12.16
2015-08-13,11.36
2015-08-14,10.77
2015-08-17,10.73
2015-08-18,11.31
2015-08-19,11.99
2015-08-20,11.68
2015-08-21,11.65
2015-08-24,11.1
2015-08-25,11.4
2015-08-26,11.58
2015-08-27,11.52
2015-08-28,11.8
2015-08-31,11.79
2015-09-01,11.21
2015-09-02,11.14
2015-09-03,11.5
2015-09-04,10.99
2015-09-08,11.07
2015-09-09,10.73
2015-09-10,10.86
2015-09-11,10.66
2015-09-14,10.27
2015-09-15,10.28
2015-09-16,10.81
2015-09-17,10.82
2015-09-18,10.59
2015-09-21,8.75
2015-09-22,8.27
2015-09-23,8.14
2015-09-24,8.13
2015-09-25,8.15
2015-09-28,8.07
2015-09-29,7.72
2015-09-30,7.84
2015-10-01,7.98
2015-10-02,8.08
2015-10-05,8.15
2015-10-06,8.23
2015-10-07,8.72
2015-10-08,9.47
2015-10-09,9.89
2015-10-12,9.39
2015-10-13,9.2
2015-10-14,9.31
2015-10-15,9.65
2015-10-16,9.49
2015-10-19,9.28
2015-10-20,9.6
2015-10-21,9.3
2015-10-22,9.76
2015-10-23,9.48
2015-10-26,9.28
2015-10-27,9.2
2015-10-28,9.7
2015-10-29,9.8
2015-10-30,9.44
2015-11-02,10.13
2015-11-03,9.9
2015-11-04,9.05
2015-11-05,9.13
2015-11-06,9.35
2015-11-09,9.78
2015-11-10,9.19
2015-11-11,9.2
2015-11-12,8.99
2015-11-13,9.47
2015-11-16,8.77
2015-11-17,8.72
2015-11-18,8.82
2015-11-19,8.48
2015-11-20,8.25
2015-11-23,7.95
2015-11-24,8.28
2015-11-25,9.44
2015-11-27,9.29
2015-11-30,10.18
2015-12-01,10.95
2015-12-02,10.4
2015-12-03,10.2
2015-12-04,10.66
2015-12-07,9.68
2015-12-08,9.71
2015-12-09,9.56
2015-12-10,9.88
2015-12-11,8.97
2015-12-14,9.31
2015-12-15,9.37
2015-12-16,9.73
2015-12-17,10.14
2015-12-18,10.23
2015-12-21,10.0
2015-12-22,9.42
2015-12-23,9.73
2015-12-24,9.71
2015-12-28,9.25
2015-12-29,9.43
2015-12-30,9.48
2015-12-31,9.22
2016-01-04,9.02
2016-01-05,9.09
2016-01-06,9.05
2016-01-07,8.68
2016-01-08,8.47
2016-01-11,8.45
2016-01-12,7.91
2016-01-13,7.69
2016-01-14,8.31
2016-01-15,7.76
2016-01-19,7.55
2016-01-20,7.75
2016-01-21,8.09
2016-01-22,8.61
2016-01-25,8.13
2016-01-26,8.68
2016-01-27,8.55
2016-01-28,8.69
2016-01-29,9.34
2016-02-01,8.97
2016-02-02,8.65
2016-02-03,9.0
2016-02-04,7.98
2016-02-05,7.77
2016-02-08,7.27
2016-02-09,6.18
2016-02-10,5.68
2016-02-11,5.95
2016-02-12,7.0
2016-02-16,7.12
2016-02-17,7.14
2016-02-18,7.01
2016-02-19,7.46
2016-02-22,7.34
2016-02-23,7.21
2016-02-24,7.6
2016-02-25,7.32
2016-02-26,7.58
2016-02-29,8.39
2016-03-01,8.5
2016-03-02,9.19
2016-03-03,9.24
2016-03-04,9.12
2016-03-07,9.14
2016-03-08,8.87
2016-03-09,8.75
2016-03-10,8.5
2016-03-11,8.55
2016-03-14,8.8
2016-03-15,8.04
2016-03-16,8.22
2016-03-17,8.29
2016-03-18,8.03
2016-03-21,8.13
2016-03-22,7.93
2016-03-23,7.93
2016-03-24,8.06
2016-03-28,8.02
2016-03-29,7.82
2016-03-30,7.74
2016-03-31,7.72
2016-04-01,7.91
2016-04-04,7.65
2016-04-05,7.1
2016-04-06,7.11
2016-04-07,7.09
2016-04-08,6.83
2016-04-11,6.86
2016-04-12,7.43
2016-04-13,7.54
2016-04-14,7.37
2016-04-15,7.46
2016-04-18,7.49
2016-04-19,7.56
2016-04-20,7.43
2016-04-21,7.33
2016-04-22,7.52
2016-04-25,11.5
2016-04-26,11.55
2016-04-27,11.21
2016-04-28,10.9
2016-04-29,11.33
2016-05-02,11.21
2016-05-03,11.18
2016-05-04,11.02
2016-05-05,11.03
2016-05-06,11.61
2016-05-09,11.5
2016-05-10,11.59
2016-05-11,11.63
2016-05-12,11.65
2016-05-13,11.47
2016-05-16,14.08
2016-05-17,14.12
2016-05-18,14.06
2016-05-19,13.96
2016-05-20,14.23
2016-05-23,12.09
2016-05-24,12.0
2016-05-25,12.04
2016-05-26,11.2
2016-05-27,11.26
2016-05-31,11.72
2016-06-01,11.59
2016-06-02,11.38
2016-06-03,11.05
2016-06-06,13.01
2016-06-07,13.16
2016-06-08,13.46
2016-06-09,13.02
2016-06-10,13.05
2016-06-13,13.04
2016-06-14,13.21
2016-06-15,13.48
2016-06-16,13.79
2016-06-17,13.96
2016-06-20,14.02
2016-06-21,13.9
2016-06-22,13.95
2016-06-23,13.89
2016-06-24,13.64
2016-06-27,13.34
2016-06-28,13.23
2016-06-29,13.39
2016-06-30,13.8
2016-07-01,13.61
2016-07-05,13.18
2016-07-06,13.37
2016-07-07,13.38
2016-07-08,13.71
2016-07-11,13.95
2016-07-12,14.23
2016-07-13,14.21
2016-07-14,14.18
2016-07-15,14.47
2016-07-18,14.53
2016-07-19,14.51
2016-07-20,14.7
2016-07-21,14.78
2016-07-22,15.16
2016-07-25,15.15
2016-07-26,15.2
2016-07-27,15.16
2016-07-28,15.07
2016-07-29,14.99
2016-08-01,14.92
2016-08-02,14.87
2016-08-03,15.0
2016-08-04,14.91
2016-08-05,15.26
2016-08-08,15.4
2016-08-09,14.98
2016-08-10,15.05
2016-08-11,15.17
2016-08-12,15.51
2016-08-15,15.56
2016-08-16,15.38
2016-08-17,15.28
2016-08-18,15.95
2016-08-19,15.82
2016-08-22,15.95
2016-08-23,16.18
2016-08-24,15.97
2016-08-25,16.34
2016-08-26,16.84
2016-08-29,16.940001000000002
2016-08-30,17.02
2016-08-31,16.950001
2016-09-01,17.17
2016-09-02,17.389999
2016-09-06,16.99
2016-09-07,17.08
2016-09-08,16.85
2016-09-09,16.889999
2016-09-12,17.18
2016-09-13,16.950001
2016-09-14,16.780001000000002
2016-09-15,16.83
2016-09-16,17.299999
2016-09-19,17.16
2016-09-20,17.07
2016-09-21,17.09
2016-09-22,17.1
2016-09-23,17.0
2016-09-26,16.950001
2016-09-27,16.940001000000002
2016-09-28,17.0
2016-09-29,16.41
2016-09-30,16.879998999999998
2016-10-03,17.5
2016-10-04,17.389999
2016-10-05,17.200001
2016-10-06,17.049999
2016-10-07,17.280001000000002
2016-10-10,17.309998999999998
2016-10-11,17.24
2016-10-12,17.120001000000002
2016-10-13,17.1
2016-10-14,17.0
2016-10-17,17.030001000000002
2016-10-18,17.07
2016-10-19,16.700001
2016-10-20,16.629998999999998
2016-10-21,16.73
2016-10-24,16.35
2016-10-25,16.950001
2016-10-26,17.0
2016-10-27,12.27
2016-10-28,11.56
2016-10-31,12.03
2016-11-01,10.54
2016-11-02,9.61
2016-11-03,9.52
2016-11-04,9.56
2016-11-07,10.23
2016-11-08,11.4
2016-11-09,11.7
2016-11-10,11.58
2016-11-11,12.35
2016-11-14,12.51
2016-11-15,12.68
2016-11-16,12.9
2016-11-17,12.86
2016-11-18,12.8
2016-11-21,12.69
2016-11-22,12.8
2016-11-23,12.98
2016-11-25,12.88
2016-11-28,12.88
2016-11-29,12.93
2016-11-30,13.02
2016-12-01,12.78
2016-12-02,12.94
2016-12-05,13.39
2016-12-06,13.33
2016-12-07,13.43
2016-12-08,13.67
2016-12-09,13.59
2016-12-12,13.44
2016-12-13,13.29
2016-12-14,12.8
2016-12-15,13.14
2016-12-16,13.57
2016-12-19,13.6
2016-12-20,13.86
2016-12-21,14.03
2016-12-22,13.67
2016-12-23,13.75
2016-12-27,13.81
2016-12-28,13.75
2016-12-29,13.9
2016-12-30,13.87
2017-01-03,13.68
2017-01-04,13.96
2017-01-05,13.73
2017-01-06,13.51
2017-01-09,13.31
2017-01-10,13.47
2017-01-11,13.59
2017-01-12,13.46
2017-01-13,13.65
2017-01-17,13.52
2017-01-18,13.36
2017-01-19,12.97
2017-01-20,13.03
2017-01-23,13.04
2017-01-24,13.21
2017-01-25,13.46
2017-01-26,13.6
2017-01-27,13.33
2017-01-30,13.12
2017-01-31,13.26
2017-02-01,13.45
2017-02-02,13.94
2017-02-03,14.08
2017-02-06,13.74
2017-02-07,13.48
2017-02-08,13.52
2017-02-09,13.96
2017-02-10,13.95
2017-02-13,13.97
2017-02-14,13.94
2017-02-15,13.85
2017-02-16,13.96
2017-02-17,13.97
2017-02-21,14.11
2017-02-22,14.6
2017-02-23,14.89
2017-02-24,14.61
2017-02-27,14.63
2017-02-28,14.6
2017-03-01,14.85
2017-03-02,14.04
2017-03-03,13.68
2017-03-06,13.7
2017-03-07,13.6
2017-03-08,13.42
2017-03-09,13.3
2017-03-10,13.3
2017-03-13,13.11
2017-03-14,13.1
2017-03-15,13.4
2017-03-16,13.39
2017-03-17,14.12
2017-03-20,13.71
2017-03-21,13.11
2017-03-22,13.39
2017-03-23,13.16
2017-03-24,13.71
2017-03-27,13.88
2017-03-28,13.96
2017-03-29,14.39
2017-03-30,14.42
2017-03-31,13.92
2017-04-03,14.54
2017-04-04,14.42
2017-04-05,14.25
2017-04-06,14.31
2017-04-07,14.42
2017-04-10,14.04
2017-04-11,14.48
2017-04-12,14.27
2017-04-13,13.97
2017-04-17,14.37
2017-04-18,14.64
2017-04-19,14.59
2017-04-20,14.98
2017-04-21,15.0
2017-04-24,15.11
2017-04-25,15.21
2017-04-26,15.47
2017-04-27,15.21
2017-04-28,14.34
2017-05-01,13.89
2017-05-02,13.92
2017-05-03,13.88
2017-05-04,13.0
2017-05-05,13.13
2017-05-08,13.28
2017-05-09,13.51
2017-05-10,12.77
2017-05-11,12.55
2017-05-12,12.07
2017-05-15,12.19
2017-05-16,11.49
2017-05-17,11.06
2017-05-18,11.15
2017-05-19,10.95
2017-05-22,11.15
2017-05-23,11.11
2017-05-24,11.09
2017-05-25,10.91
2017-05-26,11.39
2017-05-30,11.15
2017-05-31,11.22
2017-06-01,11.41
2017-06-02,11.36
2017-06-05,11.29
2017-06-06,11.29
2017-06-07,11.23
2017-06-08,11.62
2017-06-09,11.81
2017-06-12,12.12
2017-06-13,12.02
2017-06-14,12.4
2017-06-15,12.51
2017-06-16,12.88
2017-06-19,12.95
2017-06-20,12.67
2017-06-21,12.55
2017-06-22,12.8
2017-06-23,13.38
2017-06-26,13.18
2017-06-27,12.77
2017-06-28,12.96
2017-06-29,12.76
2017-06-30,12.89
2017-07-03,13.09
2017-07-05,12.91
2017-07-06,12.58
2017-07-07,12.79
2017-07-10,12.37
2017-07-11,12.37
2017-07-12,12.55
2017-07-13,12.61
2017-07-14,12.98
2017-07-17,12.75
2017-07-18,12.58
2017-07-19,12.67
2017-07-20,12.74
2017-07-21,12.44
2017-07-24,12.72
2017-07-25,12.79
2017-07-26,13.09
2017-07-27,13.16
2017-07-28,13.03
2017-07-31,12.77
2017-08-01,12.94
2017-08-02,12.18
2017-08-03,12.41
2017-08-04,12.58
2017-08-07,13.25
2017-08-08,13.59
2017-08-09,13.51
2017-08-10,13.41
2017-08-11,13.32
2017-08-14,13.26
2017-08-15,13.17
2017-08-16,13.14
2017-08-17,13.14
2017-08-18,12.85
2017-08-21,13.38
2017-08-22,14.09
2017-08-23,13.38
2017-08-24,14.28
2017-08-25,13.92
2017-08-28,14.18
2017-08-29,14.15
2017-08-30,14.34
2017-08-31,14.51
2017-09-01,14.66
2017-09-05,14.76
2017-09-06,14.7
2017-09-07,14.62
2017-09-08,14.05
2017-09-11,14.12
2017-09-12,14.02
2017-09-13,13.78
2017-09-14,13.67
2017-09-15,13.21
2017-09-18,13.23
2017-09-19,13.31
2017-09-20,13.36
2017-09-21,13.22
2017-09-22,13.24
2017-09-25,13.22
2017-09-26,13.64
2017-09-27,14.35
2017-09-28,14.51
2017-09-29,14.53
2017-10-02,14.76
2017-10-03,15.18
2017-10-04,14.96
2017-10-05,15.46
2017-10-06,15.2
2017-10-09,15.31
2017-10-10,15.38
2017-10-11,15.22
2017-10-12,15.22
2017-10-13,15.11
2017-10-16,14.99
2017-10-17,14.81
2017-10-18,15.27
2017-10-19,15.19
2017-10-20,15.3
2017-10-23,15.06
2017-10-24,14.93
2017-10-25,14.85
2017-10-26,14.83
2017-10-27,14.72
2017-10-30,14.65
2017-10-31,14.785
2017-11-01,14.75
2017-11-02,14.86
2017-11-03,14.65
2017-11-06,14.62
2017-11-07,14.57
2017-11-08,14.65
2017-11-09,15.05
2017-11-10,15.46
2017-11-13,15.71
2017-11-14,15.38
2017-11-15,15.64
2017-11-16,16.139999
2017-11-17,16.17
2017-11-20,16.76
2017-11-21,17.0
2017-11-22,17.209999
2017-11-24,17.299999
2017-11-27,17.48
2017-11-28,17.66
2017-11-29,17.969998999999998
2017-11-30,17.709999
2017-12-01,17.76
2017-12-04,17.74
2017-12-05,17.65
2017-12-06,17.66
2017-12-07,17.6
2017-12-08,17.299999
2017-12-11,17.620001000000002
2017-12-12,17.23
2017-12-13,17.49
2017-12-14,17.33
2017-12-15,17.299999
2017-12-18,17.57
2017-12-19,17.85
2017-12-20,17.84
2017-12-21,17.790001
2017-12-22,17.959999
2017-12-26,17.700001
2017-12-27,17.9
2017-12-28,17.91
2017-12-29,17.59
2018-01-02,18.23
2018-01-03,17.860001
2018-01-04,17.879998999999998
2018-01-05,17.889999
2018-01-08,17.91
2018-01-09,17.969998999999998
2018-01-10,17.780001000000002
2018-01-11,18.360001
2018-01-12,18.32
2018-01-16,17.969998999999998
2018-01-17,19.01
2018-01-18,19.23
2018-01-19,19.530001000000002
2018-01-22,21.0
2018-01-23,20.92
2018-01-24,21.27
2018-01-25,20.719998999999998
2018-01-26,20.9
2018-01-29,20.870001000000002
2018-01-30,20.74
2018-01-31,20.4
2018-02-01,20.26
2018-02-02,19.58
2018-02-05,18.08
2018-02-06,18.1
2018-02-07,21.549999
2018-02-08,20.35
2018-02-09,20.809998999999998
2018-02-12,20.09
2018-02-13,20.280001000000002
2018-02-14,20.4
2018-02-15,20.52
2018-02-16,20.24
2018-02-20,20.01
2018-02-21,19.75
2018-02-22,19.75
2018-02-23,19.73
2018-02-26,19.469998999999998
2018-02-27,19.48
2018-02-28,19.129998999999998
2018-03-01,19.32
2018-03-02,19.549999
2018-03-05,19.34
2018-03-06,19.51
2018-03-07,19.82
2018-03-08,15.05
2018-03-09,14.76
2018-03-12,15.51
2018-03-13,15.49
2018-03-14,15.37
2018-03-15,15.59
2018-03-16,16.0
2018-03-19,16.0
2018-03-20,16.0
2018-03-21,16.15
2018-03-22,16.040001
2018-03-23,16.219998999999998
2018-03-26,16.26
2018-03-27,16.42
2018-03-28,16.41
2018-03-29,16.42
2018-04-02,16.49
2018-04-03,16.68
2018-04-04,16.58
2018-04-05,16.42
2018-04-06,15.95
2018-04-09,15.91
2018-04-10,16.27
2018-04-11,16.25
2018-04-12,16.459999
2018-04-13,17.15
2018-04-16,19.0
2018-04-17,19.620001000000002
2018-04-18,19.59
2018-04-19,19.469998999999998
2018-04-20,19.040001
2018-04-23,18.870001000000002
2018-04-24,18.51
2018-04-25,18.790001
2018-04-26,18.629998999999998
2018-04-27,18.360001
2018-04-30,18.360001
2018-05-01,18.27
2018-05-02,18.34
2018-05-03,18.16
2018-05-04,18.4
2018-05-07,18.4
2018-05-08,18.360001
2018-05-09,18.83
2018-05-10,17.719998999999998
2018-05-11,16.959999
2018-05-14,16.77
2018-05-15,16.51
2018-05-16,17.09
2018-05-17,17.51
2018-05-18,17.219998999999998
2018-05-21,16.870001000000002
2018-05-22,16.66
2018-05-23,16.67
2018-05-24,16.08
2018-05-25,16.33
2018-05-29,16.389999
2018-05-30,16.290001
2018-05-31,16.040001
2018-06-01,16.190001000000002
2018-06-04,16.74
2018-06-05,17.01
2018-06-06,17.110001
2018-06-07,16.75
2018-06-08,16.77
2018-06-11,17.620001000000002
2018-06-12,17.33
2018-06-13,17.42
2018-06-14,17.15
2018-06-15,17.32
2018-06-18,17.99
2018-06-19,18.1
2018-06-20,18.040001
2018-06-21,17.66
2018-06-22,17.59
2018-06-25,17.299999
2018-06-26,17.469998999999998
2018-06-27,17.23
2018-06-28,17.469998999999998
2018-06-29,17.280001000000002
2018-07-02,17.77
2018-07-03,17.99
2018-07-05,18.379998999999998
2018-07-06,18.09
2018-07-09,17.889999
2018-07-10,17.52
2018-07-11,17.290001
2018-07-12,17.309998999999998
2018-07-13,17.299999
2018-07-16,17.09
2018-07-17,16.98
2018-07-18,16.690001000000002
2018-07-19,16.450001
2018-07-20,16.190001000000002
2018-07-23,16.1
2018-07-24,15.81
2018-07-25,15.4
2018-07-26,15.78
2018-07-27,16.059998999999998
2018-07-30,16.200001
2018-07-31,15.64
2018-08-01,15.18
2018-08-02,15.32
2018-08-03,14.91
2018-08-06,14.75
2018-08-07,14.77
2018-08-08,16.639999
2018-08-09,16.959999
2018-08-10,17.77
2018-08-13,17.200001
2018-08-14,16.950001
2018-08-15,16.99
2018-08-16,17.07
2018-08-17,17.040001
2018-08-20,16.83
2018-08-21,16.73
2018-08-22,16.42
2018-08-23,16.27
2018-08-24,16.469998999999998
2018-08-27,16.32
2018-08-28,16.809998999999998
2018-08-29,16.799999
2018-08-30,16.940001000000002
2018-08-31,16.5
2018-09-04,16.07
2018-09-05,16.32
2018-09-06,16.75
2018-09-07,16.879998999999998
2018-09-10,16.559998999999998
2018-09-11,16.450001
2018-09-12,16.48
2018-09-13,16.559998999999998
2018-09-14,16.139999
2018-09-17,16.280001000000002
2018-09-18,16.58
2018-09-19,16.5
2018-09-20,16.59
2018-09-21,16.58
2018-09-24,16.52
2018-09-25,16.59
2018-09-26,16.27
2018-09-27,16.540001
2018-09-28,16.33
2018-10-01,16.049999
2018-10-02,16.18
2018-10-03,16.049999
2018-10-04,16.1
2018-10-05,16.120001000000002
2018-10-08,16.219998999999998
2018-10-09,16.110001
2018-10-10,15.92
2018-10-11,15.14
2018-10-12,14.74
2018-10-15,15.38
2018-10-16,15.77
2018-10-17,15.74
2018-10-18,15.3
2018-10-19,15.22
2018-10-22,15.26
2018-10-23,15.17
2018-10-24,14.69
2018-10-25,15.3
2018-10-26,14.84
2018-10-29,14.46
2018-10-30,14.88
2018-10-31,15.09
2018-11-01,15.72
2018-11-02,15.42
2018-11-05,16.6
2018-11-06,16.459999
2018-11-07,16.48
2018-11-08,16.360001
2018-11-09,16.309998999999998
2018-11-12,14.91
2018-11-13,13.9
2018-11-14,14.2
2018-11-15,14.83
2018-11-16,14.34
2018-11-19,13.87
2018-11-20,13.43
2018-11-21,13.75
2018-11-23,14.15
2018-11-26,14.21
2018-11-27,14.02
2018-11-28,14.42
2018-11-29,14.6
2018-11-30,14.59
2018-12-03,14.84
2018-12-04,14.38
2018-12-06,14.3
2018-12-07,13.93
2018-12-10,13.98
2018-12-11,13.17
2018-12-12,13.79
2018-12-13,13.58
2018-12-14,13.24
2018-12-17,12.98
2018-12-18,12.45
2018-12-19,12.2
2018-12-20,12.49
2018-12-21,11.6
2018-12-24,11.06
2018-12-26,11.47
2018-12-27,11.25
2018-12-28,11.23
2018-12-31,11.34
2019-01-02,11.81
2019-01-03,11.69
2019-01-04,12.05
2019-01-07,12.37
2019-01-08,12.96
2019-01-09,12.95
2019-01-10,13.02
2019-01-11,13.36
2019-01-14,12.9
2019-01-15,13.22
2019-01-16,13.18
2019-01-17,13.28
2019-01-18,12.21
2019-01-22,11.6
2019-01-23,11.68
2019-01-24,11.87
2019-01-25,11.65
2019-01-28,11.54
2019-01-29,11.96
2019-01-30,12.29
2019-01-31,11.97
2019-02-01,11.56
2019-02-04,11.52
2019-02-05,10.98
2019-02-06,10.85
2019-02-07,10.66
2019-02-08,10.52
2019-02-11,10.36
2019-02-12,10.52
2019-02-13,10.46
2019-02-14,10.46
2019-02-15,10.48
2019-02-19,12.1
2019-02-20,12.1
2019-02-21,11.81
2019-02-22,12.13
2019-02-25,11.91
2019-02-26,11.87
2019-02-27,11.69
2019-02-28,12.06
2019-03-01,11.92
2019-03-04,11.68
2019-03-05,11.67
2019-03-06,11.52
2019-03-07,11.29
2019-03-08,10.99
2019-03-11,11.21
2019-03-12,11.15
2019-03-13,10.96
2019-03-14,11.56
2019-03-15,11.26
2019-03-18,11.7
2019-03-19,11.67
2019-03-20,11.62
2019-03-21,11.76
2019-03-22,11.12
2019-03-25,11.75
2019-03-26,11.63
2019-03-27,11.73
2019-03-28,11.91
2019-03-29,11.79
2019-04-01,12.12
2019-04-02,11.97
2019-04-03,12.13
2019-04-04,11.88
2019-04-05,12.15
2019-04-08,11.95
2019-04-09,11.78
2019-04-10,11.91
2019-04-11,12.0
2019-04-12,11.73
2019-04-15,11.83
2019-04-16,11.82
2019-04-17,11.73
2019-04-18,11.75
2019-04-22,11.8
2019-04-23,11.54
2019-04-24,11.4
2019-04-25,10.6
2019-04-26,10.62
2019-04-29,10.76
2019-04-30,10.76
2019-05-01,10.66
2019-05-02,10.82
2019-05-03,10.95
2019-05-06,11.1
2019-05-07,10.49
2019-05-08,10.5
2019-05-09,10.86
2019-05-10,10.8
2019-05-13,10.8
2019-05-14,11.21
2019-05-15,10.91
2019-05-16,10.65
2019-05-17,10.49
2019-05-20,10.63
2019-05-21,10.58
2019-05-22,10.49
2019-05-23,10.23
2019-05-24,10.31
2019-05-28,10.37
2019-05-29,9.56
2019-05-30,10.19
2019-05-31,9.82
2019-06-03,9.72
2019-06-04,9.87
2019-06-05,9.51
2019-06-06,9.65
2019-06-07,9.65
2019-06-10,10.18
2019-06-11,8.33
2019-06-12,8.4
