Date,TPCO
2019-06-13,8.28
2019-06-14,8.33
2019-06-17,8.31
2019-06-18,8.37
2019-06-19,8.42
2019-06-20,8.48
2019-06-21,8.48
2019-06-24,8.26
2019-06-25,8.26
2019-06-26,8.28
2019-06-27,8.18
2019-06-28,7.97
2019-07-01,8.21
2019-07-02,8.27
2019-07-03,8.39
2019-07-05,8.29
2019-07-08,8.35
2019-07-09,8.3
2019-07-10,8.2
2019-07-11,8.14
2019-07-12,8.27
2019-07-15,8.35
2019-07-16,8.2
2019-07-17,7.99
2019-07-18,8.02
2019-07-19,8.23
2019-07-22,8.3
2019-07-23,8.31
2019-07-24,8.32
2019-07-25,8.0
2019-07-26,8.19
2019-07-29,8.04
2019-07-30,8.19
2019-07-31,8.27
2019-08-01,8.23
2019-08-02,8.21
2019-08-05,8.04
2019-08-06,8.0
2019-08-07,7.72
2019-08-08,7.99
2019-08-09,7.77
2019-08-12,7.59
2019-08-13,7.16
2019-08-14,7.13
2019-08-15,7.22
2019-08-16,7.3
2019-08-19,7.46
2019-08-20,7.54
2019-08-21,7.5
2019-08-22,7.48
2019-08-23,7.13
2019-08-26,7.39
2019-08-27,7.32
2019-08-28,7.46
2019-08-29,7.71
2019-08-30,7.65
2019-09-03,7.5
2019-09-04,7.61
2019-09-05,7.6
2019-09-06,7.67
2019-09-09,8.04
2019-09-10,8.14
2019-09-11,8.4
2019-09-12,8.36
2019-09-13,8.6
2019-09-16,8.6
2019-09-17,8.24
2019-09-18,8.17
2019-09-19,8.05
2019-09-20,8.38
2019-09-23,8.52
2019-09-24,8.53
2019-09-25,8.63
2019-09-26,8.57
2019-09-27,8.66
2019-09-30,8.58
2019-10-01,8.47
2019-10-02,8.4
2019-10-03,8.2
2019-10-04,8.48
2019-10-07,8.58
2019-10-08,8.1
2019-10-09,8.19
2019-10-10,8.18
2019-10-11,8.19
2019-10-14,8.03
2019-10-15,8.04
2019-10-16,8.04
2019-10-17,8.13
2019-10-18,8.26
2019-10-21,8.46
2019-10-22,8.5
2019-10-23,8.45
2019-10-24,8.35
2019-10-25,8.35
2019-10-28,8.5
2019-10-29,8.5
2019-10-30,8.49
2019-10-31,8.96
2019-11-01,9.01
2019-11-04,9.355
2019-11-05,9.25
2019-11-06,9.4
2019-11-07,9.7
2019-11-08,9.57
2019-11-11,9.75
2019-11-12,9.8
2019-11-13,9.59
2019-11-14,9.93
2019-11-15,9.59
2019-11-18,9.56
2019-11-19,9.73
2019-11-20,11.18
2019-11-21,11.5
2019-11-22,13.005
2019-11-25,13.005
2019-11-26,12.56
2019-11-27,12.56
2019-11-29,12.52
2019-12-02,12.6
2019-12-03,12.32
2019-12-04,12.32
2019-12-05,12.24
2019-12-06,12.29
2019-12-09,12.88
2019-12-10,12.63
2019-12-11,12.795
2019-12-12,12.65
2019-12-13,12.72
2019-12-16,13.19
2019-12-17,13.21
2019-12-18,13.47
2019-12-19,13.16
2019-12-20,13.12
2019-12-23,13.33
2019-12-24,13.33
2019-12-26,13.32
2019-12-27,13.04
2019-12-30,12.94
2019-12-31,13.16
2020-01-02,12.93
2020-01-03,12.97
2020-01-06,12.97
2020-01-07,12.88
2020-01-08,12.66
2020-01-09,12.66
2020-01-10,12.89
2020-01-13,12.75
2020-01-14,12.7
2020-01-15,12.93
2020-01-16,12.945
2020-01-17,13.03
2020-01-21,13.23
2020-01-22,13.16
2020-01-23,13.14
2020-01-24,13.03
2020-01-27,13.01
2020-01-28,12.93
2020-01-29,12.62
2020-01-30,12.88
2020-01-31,12.56
2020-02-03,12.64
2020-02-04,12.4
2020-02-05,12.52
2020-02-06,12.52
2020-02-07,12.6
2020-02-10,12.64
2020-02-11,12.81
2020-02-12,12.55
2020-02-13,12.5
2020-02-14,12.52
2020-02-18,12.9
2020-02-19,12.65
2020-02-20,12.75
2020-02-21,12.56
2020-02-24,12.51
2020-02-25,12.33
2020-02-26,12.29
2020-02-27,11.76
2020-02-28,11.47
2020-03-02,11.05
2020-03-03,10.8
2020-03-04,10.8
2020-03-05,10.24
2020-03-06,10.02
2020-03-09,9.24
2020-03-10,9.63
2020-03-11,8.53
2020-03-12,7.96
2020-03-13,8.35
2020-03-16,6.57
2020-03-17,6.26
2020-03-18,5.5
2020-03-19,5.98
2020-03-20,5.7
2020-03-23,6.34
2020-03-24,6.75
2020-03-25,7.51
2020-03-26,7.55
2020-03-27,7.1
2020-03-30,7.67
2020-03-31,8.11
2020-04-01,7.09
2020-04-02,7.16
2020-04-03,6.54
2020-04-06,7.38
2020-04-07,7.37
2020-04-08,8.02
2020-04-09,8.32
2020-04-13,8.18
2020-04-14,8.13
2020-04-15,7.91
2020-04-16,7.73
2020-04-17,7.88
2020-04-20,7.62
2020-04-21,7.55
2020-04-22,7.42
2020-04-23,7.45
2020-04-24,7.46
2020-04-27,7.74
2020-04-28,7.87
2020-04-29,8.67
2020-04-30,8.57
2020-05-01,8.47
2020-05-04,8.3
2020-05-05,8.29
2020-05-06,8.65
2020-05-07,9.08
2020-05-08,9.6
