Date,CS
1995-11-21,23.925781
1995-11-22,23.925781
1995-11-24,23.925781
1995-11-27,24.169922
1995-11-28,24.169922
1995-11-29,24.169922
1995-11-30,24.169922
1995-12-01,22.949219
1995-12-04,22.949219
1995-12-05,23.55957
1995-12-06,24.169922
1995-12-07,23.4375
1995-12-08,23.925781
1995-12-11,24.291992
1995-12-12,23.925781
1995-12-13,24.047852
1995-12-14,24.047852
1995-12-15,24.047852
1995-12-18,24.780273
1995-12-19,24.536133
1995-12-20,24.902344
1995-12-21,24.658203
1995-12-22,24.291992
1995-12-26,24.291992
1995-12-27,24.536133
1995-12-28,24.536133
1995-12-29,25.146484
1996-01-02,25.146484
1996-01-03,25.146484
1996-01-04,25.268555
1996-01-05,25.268555
1996-01-08,25.268555
1996-01-09,24.536133
1996-01-10,24.536133
1996-01-11,24.658203
1996-01-12,24.780273
1996-01-15,23.681641
1996-01-16,24.169922
1996-01-17,24.169922
1996-01-18,23.071289
1996-01-19,23.071289
1996-01-22,23.071289
1996-01-23,23.071289
1996-01-24,22.827148
1996-01-25,22.827148
1996-01-26,22.216797
1996-01-29,22.460938
1996-01-30,22.338867
1996-01-31,22.705078
1996-02-01,23.31543
1996-02-02,22.949219
1996-02-05,22.949219
1996-02-06,23.4375
1996-02-07,23.4375
1996-02-08,23.4375
1996-02-09,22.827148
1996-02-12,22.460938
1996-02-13,23.071289
1996-02-14,23.071289
1996-02-15,23.071289
1996-02-16,23.31543
1996-02-20,22.827148
1996-02-21,22.827148
1996-02-22,23.55957
1996-02-23,23.925781
1996-02-26,23.925781
1996-02-27,23.31543
1996-02-28,23.071289
1996-02-29,23.681641
1996-03-01,22.949219
1996-03-04,23.4375
1996-03-05,23.4375
1996-03-06,23.4375
1996-03-07,23.4375
1996-03-08,22.216797
1996-03-11,22.094727
1996-03-12,21.850586
1996-03-13,22.827148
1996-03-14,22.827148
1996-03-15,22.705078
1996-03-18,22.827148
1996-03-19,22.827148
1996-03-20,22.338867
1996-03-21,22.705078
1996-03-22,22.460938
1996-03-25,22.216797
1996-03-26,22.216797
1996-03-27,22.705078
1996-03-28,22.216797
1996-03-29,22.216797
1996-04-01,22.460938
1996-04-02,22.460938
1996-04-03,22.460938
1996-04-04,22.460938
1996-04-08,22.460938
1996-04-09,22.460938
1996-04-10,22.949219
1996-04-11,22.827148
1996-04-12,21.850586
1996-04-15,21.850586
1996-04-16,22.827148
1996-04-17,22.827148
1996-04-18,22.827148
1996-04-19,22.827148
1996-04-22,22.827148
1996-04-23,22.827148
1996-04-24,22.827148
1996-04-25,22.827148
1996-04-26,22.827148
1996-04-29,22.216797
1996-04-30,22.460938
1996-05-01,22.460938
1996-05-02,22.460938
1996-05-03,21.606445
1996-05-06,21.606445
1996-05-07,21.484375
1996-05-08,21.850586
1996-05-09,21.850586
1996-05-10,21.850586
1996-05-13,21.850586
1996-05-14,21.850586
1996-05-15,20.996094
1996-05-16,20.996094
1996-05-17,20.996094
1996-05-20,21.118164
1996-05-21,21.118164
1996-05-22,20.507813
1996-05-23,20.507813
1996-05-24,20.507813
1996-05-28,20.996094
1996-05-29,20.263672
1996-05-30,20.507813
1996-05-31,20.507813
1996-06-03,21.240234
1996-06-04,20.874023
1996-06-05,20.996094
1996-06-06,20.874023
1996-06-07,20.019531
1996-06-10,20.507813
1996-06-11,20.629883
1996-06-12,21.484375
1996-06-13,21.728516
1996-06-14,22.094727
1996-06-17,22.094727
1996-06-18,21.606445
1996-06-19,21.606445
1996-06-20,21.484375
1996-06-21,22.216797
1996-06-24,22.216797
1996-06-25,22.705078
1996-06-26,22.827148
1996-06-27,23.071289
1996-06-28,23.4375
1996-07-01,25.268555
1996-07-02,26.367188
1996-07-03,26.000977
1996-07-05,26.000977
1996-07-08,24.902344
1996-07-09,25.634766
1996-07-10,25.268555
1996-07-11,25.146484
1996-07-12,25.146484
1996-07-15,25.146484
1996-07-16,25.268555
1996-07-17,25.268555
1996-07-18,25.268555
1996-07-19,25.634766
1996-07-22,25.756836
1996-07-23,25.634766
1996-07-24,25.634766
1996-07-25,25.146484
1996-07-26,25.146484
1996-07-29,25.146484
1996-07-30,25.146484
1996-07-31,25.390625
1996-08-01,25.878906
1996-08-02,25.878906
1996-08-05,26.367188
1996-08-06,26.000977
1996-08-07,26.245116999999997
1996-08-08,26.245116999999997
1996-08-09,26.000977
1996-08-12,26.489258000000003
1996-08-13,26.489258000000003
1996-08-14,26.367188
1996-08-15,25.756836
1996-08-16,25.756836
1996-08-19,25.756836
1996-08-20,25.756836
1996-08-21,25.756836
1996-08-22,26.245116999999997
1996-08-23,26.245116999999997
1996-08-26,26.245116999999997
1996-08-27,26.245116999999997
1996-08-28,26.245116999999997
1996-08-29,26.245116999999997
1996-08-30,26.245116999999997
1996-09-03,26.245116999999997
1996-09-04,26.245116999999997
1996-09-05,26.245116999999997
1996-09-06,26.245116999999997
1996-09-09,24.536133
1996-09-10,24.536133
1996-09-11,24.047852
1996-09-12,23.681641
1996-09-13,24.047852
1996-09-16,24.047852
1996-09-17,24.291992
1996-09-18,24.291992
1996-09-19,24.169922
1996-09-20,24.169922
1996-09-23,24.047852
1996-09-24,24.047852
1996-09-25,24.291992
1996-09-26,24.291992
1996-09-27,23.55957
1996-09-30,23.55957
1996-10-01,23.55957
1996-10-02,24.536133
1996-10-03,24.536133
1996-10-04,25.146484
1996-10-07,25.146484
1996-10-08,24.536133
1996-10-09,24.780273
1996-10-10,24.780273
1996-10-11,24.780273
1996-10-14,24.780273
1996-10-15,24.780273
1996-10-16,24.780273
1996-10-17,24.291992
1996-10-18,24.047852
1996-10-21,24.536133
1996-10-22,24.536133
1996-10-23,24.658203
1996-10-24,24.658203
1996-10-25,24.658203
1996-10-28,24.536133
1996-10-29,24.780273
1996-10-30,24.780273
1996-10-31,24.780273
1996-11-01,24.780273
1996-11-04,24.780273
1996-11-05,24.047852
1996-11-06,24.658203
1996-11-07,24.536133
1996-11-08,24.536133
1996-11-11,25.146484
1996-11-12,24.780273
1996-11-13,24.780273
1996-11-14,25.390625
1996-11-15,26.245116999999997
1996-11-18,26.000977
1996-11-19,26.367188
1996-11-20,26.489258000000003
1996-11-21,26.489258000000003
1996-11-22,25.878906
1996-11-25,25.756836
1996-11-26,25.146484
1996-11-27,25.024414
1996-11-29,25.756836
1996-12-02,24.902344
1996-12-03,25.146484
1996-12-04,25.268555
1996-12-05,25.268555
1996-12-06,25.268555
1996-12-09,24.536133
1996-12-10,24.902344
1996-12-11,24.780273
1996-12-12,25.146484
1996-12-13,24.780273
1996-12-16,25.024414
1996-12-17,25.146484
1996-12-18,24.780273
1996-12-19,24.658203
1996-12-20,24.780273
1996-12-23,24.902344
1996-12-24,24.902344
1996-12-26,24.780273
1996-12-27,24.780273
1996-12-30,24.902344
1996-12-31,24.536133
1997-01-02,24.780273
1997-01-03,24.536133
1997-01-06,24.536133
1997-01-07,23.681641
1997-01-08,24.169922
1997-01-09,24.169922
1997-01-10,23.925781
1997-01-13,24.047852
1997-01-14,23.925781
1997-01-15,24.047852
1997-01-16,24.414063
1997-01-17,24.658203
1997-01-20,23.925781
1997-01-21,23.925781
1997-01-22,23.925781
1997-01-23,24.169922
1997-01-24,24.169922
1997-01-27,23.925781
1997-01-28,24.169922
1997-01-29,24.414063
1997-01-30,24.658203
1997-01-31,24.780273
1997-02-03,25.146484
1997-02-04,25.146484
1997-02-05,25.390625
1997-02-06,25.756836
1997-02-07,25.878906
1997-02-10,25.390625
1997-02-11,25.268555
1997-02-12,25.634766
1997-02-13,25.268555
1997-02-14,25.146484
1997-02-18,25.390625
1997-02-19,25.634766
1997-02-20,25.634766
1997-02-21,25.756836
1997-02-24,25.634766
1997-02-25,25.268555
1997-02-26,26.000977
1997-02-27,25.756836
1997-02-28,25.756836
1997-03-03,26.245116999999997
1997-03-04,26.000977
1997-03-05,26.000977
1997-03-06,26.245116999999997
1997-03-07,26.611328000000004
1997-03-10,27.587891
1997-03-11,28.320313
1997-03-12,28.320313
1997-03-13,28.442383000000003
1997-03-14,28.442383000000003
1997-03-17,28.442383000000003
1997-03-18,28.442383000000003
1997-03-19,28.442383000000003
1997-03-20,26.977539
1997-03-21,28.076171999999996
1997-03-24,28.076171999999996
1997-03-25,28.808594
1997-03-26,29.052734
1997-03-27,29.052734
1997-03-31,28.320313
1997-04-01,28.320313
1997-04-02,27.099609
1997-04-03,27.099609
1997-04-04,27.46582
1997-04-07,26.977539
1997-04-08,27.587891
1997-04-09,27.709961
1997-04-10,27.709961
1997-04-11,26.977539
1997-04-14,26.977539
1997-04-15,27.22168
1997-04-16,27.46582
1997-04-17,27.22168
1997-04-18,27.22168
1997-04-21,27.832031
1997-04-22,27.832031
1997-04-23,28.076171999999996
1997-04-24,28.076171999999996
1997-04-25,27.587891
1997-04-28,27.587891
1997-04-29,27.587891
1997-04-30,27.099609
1997-05-01,27.099609
1997-05-02,27.587891
1997-05-05,28.076171999999996
1997-05-06,28.076171999999996
1997-05-07,27.832031
1997-05-08,28.076171999999996
1997-05-09,29.296875
1997-05-12,29.418945
1997-05-13,29.418945
1997-05-14,29.052734
1997-05-15,28.686522999999998
1997-05-16,29.418945
1997-05-19,29.052734
1997-05-20,30.517578000000004
1997-05-21,30.761719
1997-05-22,31.12793
1997-05-23,31.12793
1997-05-27,31.494141
1997-05-28,31.494141
1997-05-29,31.37207
1997-05-30,30.639647999999998
1997-06-02,30.639647999999998
1997-06-03,30.639647999999998
1997-06-04,31.860352000000002
1997-06-05,32.836914
1997-06-06,32.836914
1997-06-09,33.203125
1997-06-10,32.836914
1997-06-11,32.958984
1997-06-12,32.470703
1997-06-13,31.982421999999996
1997-06-16,31.860352000000002
1997-06-17,30.883789
1997-06-18,31.25
1997-06-19,31.25
1997-06-20,32.714844
1997-06-23,32.714844
1997-06-24,32.714844
1997-06-25,32.714844
1997-06-26,31.616211
1997-06-27,32.592773
1997-06-30,31.12793
1997-07-01,31.12793
1997-07-02,32.592773
1997-07-03,33.081055
1997-07-07,33.081055
1997-07-08,35.03418
1997-07-09,35.03418
1997-07-10,34.301758
1997-07-11,34.057617
1997-07-14,34.057617
1997-07-15,33.447266
1997-07-16,33.447266
1997-07-17,33.691406
1997-07-18,32.714844
1997-07-21,31.860352000000002
1997-07-22,32.104492
1997-07-23,33.325195
1997-07-24,32.714844
1997-07-25,32.958984
1997-07-28,32.714844
1997-07-29,32.592773
1997-07-30,32.470703
1997-07-31,32.958984
1997-08-01,32.836914
1997-08-04,31.982421999999996
1997-08-05,31.982421999999996
1997-08-06,31.616211
1997-08-07,31.616211
1997-08-08,33.691406
1997-08-11,32.958984
1997-08-12,32.470703
1997-08-13,31.12793
1997-08-14,30.151366999999997
1997-08-15,29.907227000000002
1997-08-18,29.907227000000002
1997-08-19,30.151366999999997
1997-08-20,30.151366999999997
1997-08-21,31.494141
1997-08-22,29.907227000000002
1997-08-25,29.907227000000002
1997-08-26,29.418945
1997-08-27,29.052734
1997-08-28,29.907227000000002
1997-08-29,29.907227000000002
1997-09-02,29.907227000000002
1997-09-03,29.907227000000002
1997-09-04,29.907227000000002
1997-09-05,30.029296999999996
1997-09-08,29.663086
1997-09-09,29.907227000000002
1997-09-10,29.541016
1997-09-11,29.052734
1997-09-12,30.273438
1997-09-15,31.616211
1997-09-16,31.616211
1997-09-17,33.081055
1997-09-18,32.592773
1997-09-19,32.592773
1997-09-22,32.714844
1997-09-23,32.104492
1997-09-24,32.836914
1997-09-25,32.470703
1997-09-26,33.203125
1997-09-29,33.447266
1997-09-30,33.203125
1997-10-01,34.545898
1997-10-02,33.081055
1997-10-03,36.865234
1997-10-06,36.987305
1997-10-07,36.376953
1997-10-08,36.499023
1997-10-09,35.644531
1997-10-10,35.15625
1997-10-13,36.987305
1997-10-14,36.499023
1997-10-15,36.499023
1997-10-16,36.743164
1997-10-17,36.010742
1997-10-20,36.376953
1997-10-21,36.132813
1997-10-22,35.522461
1997-10-23,34.545898
1997-10-24,35.15625
1997-10-27,34.179688
1997-10-28,34.179688
1997-10-29,34.790039
1997-10-30,33.935547
1997-10-31,34.790039
1997-11-03,35.888672
1997-11-04,35.766602
1997-11-05,35.766602
1997-11-06,35.644531
1997-11-07,35.03418
1997-11-10,35.400391
1997-11-11,35.400391
1997-11-12,36.010742
1997-11-13,35.522461
1997-11-14,35.766602
1997-11-17,35.888672
1997-11-18,35.766602
1997-11-19,36.376953
1997-11-20,36.376953
1997-11-21,36.010742
1997-11-24,36.010742
1997-11-25,35.888672
1997-11-26,35.766602
1997-11-28,35.522461
1997-12-01,36.254883
1997-12-02,36.499023
1997-12-03,36.499023
1997-12-04,37.353516
1997-12-05,37.475586
1997-12-08,37.231445
1997-12-09,37.963867
1997-12-10,38.085938
1997-12-11,40.405273
1997-12-12,39.18457
1997-12-15,39.672852
1997-12-16,40.161133
1997-12-17,39.794922
1997-12-18,39.428711
1997-12-19,37.597656
1997-12-22,37.963867
1997-12-23,37.963867
1997-12-24,37.719727
1997-12-26,37.231445
1997-12-29,37.719727
1997-12-30,37.963867
1997-12-31,37.963867
1998-01-02,37.963867
1998-01-05,38.574219
1998-01-06,38.452148
1998-01-07,37.963867
1998-01-08,37.475586
1998-01-09,36.743164
1998-01-12,35.522461
1998-01-13,36.132813
1998-01-14,36.865234
1998-01-15,36.254883
1998-01-16,36.743164
1998-01-20,36.743164
1998-01-21,37.475586
1998-01-22,37.719727
1998-01-23,38.696289
1998-01-26,38.208008
1998-01-27,38.574219
1998-01-28,38.085938
1998-01-29,38.94043
1998-01-30,38.818359
1998-02-02,38.696289
1998-02-03,38.818359
1998-02-04,38.574219
1998-02-05,40.405273
1998-02-06,42.358398
1998-02-09,41.381836
1998-02-10,41.625977
1998-02-11,41.748047
1998-02-12,43.09082
1998-02-13,43.579102
1998-02-17,43.09082
1998-02-18,43.09082
1998-02-19,42.724609
1998-02-20,43.701172
1998-02-23,43.579102
1998-02-24,43.945313
1998-02-25,44.311523
1998-02-26,44.189453
1998-02-27,44.311523
1998-03-02,45.288086
1998-03-03,44.677734
1998-03-04,43.334961
1998-03-05,43.212891
1998-03-06,43.579102
1998-03-09,43.579102
1998-03-10,43.823242
1998-03-11,43.334961
1998-03-12,44.433594
1998-03-13,44.189453
1998-03-16,44.799805
1998-03-17,44.555664
1998-03-18,44.189453
1998-03-19,44.799805
1998-03-20,47.729492
1998-03-23,49.072266
1998-03-24,49.194336
1998-03-25,48.706055
1998-03-26,48.217773
1998-03-27,48.461914
1998-03-30,47.973633
1998-03-31,48.950195
1998-04-01,50.415039
1998-04-02,50.90332
1998-04-03,52.124023
1998-04-06,54.6875
1998-04-07,52.124023
1998-04-08,52.124023
1998-04-09,52.124023
1998-04-13,52.001953
1998-04-14,53.344727
1998-04-15,52.978516000000006
1998-04-16,51.879883
1998-04-17,51.513672
1998-04-20,51.879883
1998-04-21,52.368164
1998-04-22,52.612305000000006
1998-04-23,53.58886700000001
1998-04-24,53.466797
1998-04-27,51.147461
1998-04-28,51.879883
1998-04-29,52.978516000000006
1998-04-30,53.955078
1998-05-01,53.58886700000001
1998-05-04,53.955078
1998-05-05,54.809569999999994
1998-05-06,54.6875
1998-05-07,54.321289
1998-05-08,53.344727
1998-05-11,53.83300799999999
1998-05-12,53.58886700000001
1998-05-13,53.58886700000001
1998-05-14,53.83300799999999
1998-05-15,53.58886700000001
1998-05-18,53.22265600000001
1998-05-19,53.58886700000001
1998-05-20,54.077148
1998-05-21,54.321289
1998-05-22,54.19921899999999
1998-05-26,54.931641000000006
1998-05-27,53.710938
1998-05-28,54.077148
1998-05-29,53.22265600000001
1998-06-01,53.58886700000001
1998-06-02,53.58886700000001
1998-06-03,54.565430000000006
1998-06-04,54.077148
1998-06-05,54.6875
1998-06-08,55.419922
1998-06-09,56.274414
1998-06-10,55.78613299999999
1998-06-11,55.908203
1998-06-12,53.100586
1998-06-15,52.246094
1998-06-16,52.978516000000006
1998-06-17,54.443358999999994
1998-06-18,53.58886700000001
1998-06-19,54.19921899999999
1998-06-22,54.565430000000006
1998-06-23,53.955078
1998-06-24,54.077148
1998-06-25,54.321289
1998-06-26,54.6875
1998-06-29,54.6875
1998-06-30,54.565430000000006
1998-07-01,55.297852
1998-07-02,55.297852
1998-07-06,55.419922
1998-07-07,55.053711
1998-07-08,55.17578100000001
1998-07-09,55.664063
1998-07-10,56.396483999999994
1998-07-13,57.12890600000001
1998-07-14,57.373047
1998-07-15,57.49511700000001
1998-07-16,57.006836
1998-07-17,57.983398
1998-07-20,58.227539
1998-07-21,57.73925799999999
1998-07-22,58.959961
1998-07-23,58.471680000000006
1998-07-24,59.69238299999999
1998-07-27,58.227539
1998-07-28,59.204102
1998-07-29,61.279297
1998-07-30,62.744141000000006
1998-07-31,61.279297
1998-08-03,59.814453
1998-08-04,59.69238299999999
1998-08-05,57.983398
1998-08-06,57.12890600000001
1998-08-07,57.73925799999999
1998-08-10,55.54199200000001
1998-08-11,51.879883
1998-08-12,54.077148
1998-08-13,53.22265600000001
1998-08-14,53.22265600000001
1998-08-17,53.344727
1998-08-18,53.710938
1998-08-19,52.124023
1998-08-20,49.682617
1998-08-21,48.217773
1998-08-24,47.973633
1998-08-25,47.729492
1998-08-26,45.288086
1998-08-27,42.358398
1998-08-28,42.84668
1998-08-31,40.893555
1998-09-01,41.381836
1998-09-02,41.381836
1998-09-03,38.208008
1998-09-04,36.743164
1998-09-08,41.381836
1998-09-09,36.987305
1998-09-10,34.301758
1998-09-11,36.254883
1998-09-14,37.109375
1998-09-15,36.499023
1998-09-16,36.499023
1998-09-17,32.592773
1998-09-18,33.325195
1998-09-21,31.12793
1998-09-22,30.517578000000004
1998-09-23,34.179688
1998-09-24,31.616211
1998-09-25,30.883789
1998-09-28,30.761719
1998-09-29,28.930664
1998-09-30,28.930664
1998-10-01,26.367188
1998-10-02,27.587891
1998-10-05,26.489258000000003
1998-10-06,30.639647999999998
1998-10-07,30.151366999999997
1998-10-08,29.663086
1998-10-09,31.616211
1998-10-12,33.569336
1998-10-13,34.057617
1998-10-14,34.301758
1998-10-15,33.569336
1998-10-16,34.057617
1998-10-19,33.081055
1998-10-20,34.790039
1998-10-21,35.15625
1998-10-22,34.057617
1998-10-23,34.057617
1998-10-26,33.691406
1998-10-27,35.27832
1998-10-28,34.912109
1998-10-29,34.912109
1998-10-30,38.818359
1998-11-02,36.865234
1998-11-03,36.865234
1998-11-04,37.109375
1998-11-05,35.766602
1998-11-06,37.231445
1998-11-09,35.27832
1998-11-10,34.057617
1998-11-11,35.27832
1998-11-12,34.545898
1998-11-13,35.15625
1998-11-16,36.743164
1998-11-17,36.499023
1998-11-18,36.254883
1998-11-19,37.719727
1998-11-20,39.916992
1998-11-23,41.870117
1998-11-24,41.625977
1998-11-25,40.405273
1998-11-27,42.84668
1998-11-30,41.625977
1998-12-01,40.405273
1998-12-02,38.818359
1998-12-03,39.550781
1998-12-04,38.818359
1998-12-07,39.916992
1998-12-08,38.452148
1998-12-09,37.963867
1998-12-10,35.27832
1998-12-11,35.522461
1998-12-14,36.010742
1998-12-15,36.987305
1998-12-16,37.963867
1998-12-17,38.94043
1998-12-18,39.672852
1998-12-21,39.916992
1998-12-22,38.452148
1998-12-23,39.306641
1998-12-24,38.208008
1998-12-28,39.794922
1998-12-29,38.94043
1998-12-30,38.330078
1998-12-31,37.719727
1999-01-04,40.405273
1999-01-05,41.870117
1999-01-06,44.067383
1999-01-07,42.114258
1999-01-08,41.992188
1999-01-11,40.771484
1999-01-12,40.161133
1999-01-13,39.672852
1999-01-14,36.987305
1999-01-15,38.574219
1999-01-19,38.208008
1999-01-20,38.574219
1999-01-21,38.208008
1999-01-22,36.987305
1999-01-25,37.109375
1999-01-26,36.987305
1999-01-27,37.475586
1999-01-28,37.841797
1999-01-29,38.696289
1999-02-01,39.306641
1999-02-02,38.574219
1999-02-03,38.330078
1999-02-04,38.085938
1999-02-05,37.841797
1999-02-08,37.597656
1999-02-09,36.865234
1999-02-10,37.109375
1999-02-11,38.085938
1999-02-12,37.475586
1999-02-16,38.574219
1999-02-17,39.352416999999996
1999-02-18,38.818359
1999-02-19,39.0625
1999-02-22,38.574219
1999-02-23,38.696289
1999-02-24,39.550781
1999-02-25,37.597656
1999-02-26,37.841797
1999-03-01,38.208008
1999-03-02,37.109375
1999-03-03,36.987305
1999-03-04,38.818359
1999-03-05,39.550781
1999-03-08,40.283203
1999-03-09,42.480469
1999-03-10,42.480469
1999-03-11,42.96875
1999-03-12,41.748047
1999-03-15,41.748047
1999-03-16,42.84668
1999-03-17,45.532227
1999-03-18,44.433594
1999-03-19,45.288086
1999-03-22,43.945313
1999-03-23,43.701172
1999-03-24,42.96875
1999-03-25,44.433594
1999-03-26,43.579102
1999-03-29,45.166016
1999-03-30,44.677734
1999-03-31,45.166016
1999-04-01,45.410156
1999-04-05,45.654297
1999-04-06,45.410156
1999-04-07,45.166016
1999-04-08,47.363281
1999-04-09,49.316406
1999-04-12,47.729492
1999-04-13,47.485352
1999-04-14,47.973633
1999-04-15,46.264648
1999-04-16,46.875
1999-04-19,46.142578
1999-04-20,46.142578
1999-04-21,45.898438
1999-04-22,47.119141
1999-04-23,46.386719
1999-04-26,46.875
1999-04-27,48.217773
1999-04-28,47.729492
1999-04-29,47.119141
1999-04-30,47.119141
1999-05-03,49.316406
1999-05-04,49.072266
1999-05-05,47.119141
1999-05-06,47.363281
1999-05-07,47.607422
1999-05-10,46.142578
1999-05-11,45.532227
1999-05-12,44.555664
1999-05-13,45.410156
1999-05-14,43.579102
1999-05-17,41.992188
1999-05-18,43.334961
1999-05-19,44.555664
1999-05-20,45.166016
1999-05-21,44.433594
1999-05-24,44.433594
1999-05-25,43.701172
1999-05-26,43.09082
1999-05-27,42.358398
1999-05-28,41.992188
1999-06-01,43.884277000000004
1999-06-02,44.433594
1999-06-03,44.067383
1999-06-04,44.799805
1999-06-07,44.433594
1999-06-08,44.921875
1999-06-09,45.410156
1999-06-10,44.433594
1999-06-11,44.677734
1999-06-14,43.457031
1999-06-15,43.334961
1999-06-16,43.945313
1999-06-17,44.555664
1999-06-18,44.921875
1999-06-21,45.410156
1999-06-22,45.410156
1999-06-23,43.701172
1999-06-24,43.457031
1999-06-25,43.457031
1999-06-28,42.724609
1999-06-29,42.96875
1999-06-30,41.992188
1999-07-01,43.579102
1999-07-02,43.945313
1999-07-06,44.677734
1999-07-07,44.433594
1999-07-08,44.433594
1999-07-09,44.921875
1999-07-12,45.166016
1999-07-13,43.823242
1999-07-14,43.945313
1999-07-15,44.921875
1999-07-16,45.410156
1999-07-19,45.898438
1999-07-20,46.508789
1999-07-21,46.508789
1999-07-22,46.142578
1999-07-23,45.654297
1999-07-26,44.677734
1999-07-27,44.921875
1999-07-28,45.410156
1999-07-29,44.921875
1999-07-30,46.020508
1999-08-02,46.020508
1999-08-03,45.776367
1999-08-04,46.630859
1999-08-05,45.166016
1999-08-06,43.701172
1999-08-09,42.480469
1999-08-10,41.259766
1999-08-11,41.748047
1999-08-12,42.480469
1999-08-13,43.945313
1999-08-16,44.189453
1999-08-17,43.945313
1999-08-18,45.410156
1999-08-19,45.654297
1999-08-20,45.898438
1999-08-23,45.776367
1999-08-24,46.264648
1999-08-25,46.875
1999-08-26,47.241211
1999-08-27,47.851563
1999-08-30,46.875
1999-08-31,45.898438
1999-09-01,46.020508
1999-09-02,46.020508
1999-09-03,47.119141
1999-09-07,47.851563
1999-09-08,46.264648
1999-09-09,46.264648
1999-09-10,45.654297
1999-09-13,44.433594
1999-09-14,43.212891
1999-09-15,44.677734
1999-09-16,43.457031
1999-09-17,43.579102
1999-09-20,44.677734
1999-09-21,44.921875
1999-09-22,43.945313
1999-09-23,44.433594
1999-09-24,43.457031
1999-09-27,44.433594
1999-09-28,44.555664
1999-09-29,43.212891
1999-09-30,44.189453
1999-10-01,45.166016
1999-10-04,46.020508
1999-10-05,45.776367
1999-10-06,46.508789
1999-10-07,45.654297
1999-10-08,45.898438
1999-10-11,45.410156
1999-10-12,45.410156
1999-10-13,43.457031
1999-10-14,45.166016
1999-10-15,43.212891
1999-10-18,41.992188
1999-10-19,44.433594
1999-10-20,43.701172
1999-10-21,43.579102
1999-10-22,44.067383
1999-10-25,44.189453
1999-10-26,44.677734
1999-10-27,44.677734
1999-10-28,45.898438
1999-10-29,46.386719
1999-11-01,47.241211
1999-11-02,46.386719
1999-11-03,47.363281
1999-11-04,45.898438
1999-11-05,46.264648
1999-11-08,46.875
1999-11-09,47.363281
1999-11-10,46.99707
1999-11-11,47.363281
1999-11-12,47.363281
1999-11-15,47.607422
1999-11-16,47.851563
1999-11-17,46.99707
