Date,SLRC
2010-10-04,21.52
2010-10-05,21.6
2010-10-06,21.58
2010-10-07,21.52
2010-10-08,21.59
2010-10-11,21.549999
2010-10-12,21.59
2010-10-13,21.67
2010-10-14,21.85
2010-10-15,21.940001000000002
2010-10-18,21.9
2010-10-19,22.02
2010-10-20,22.08
2010-10-21,21.99
2010-10-22,22.280001000000002
2010-10-25,22.27
2010-10-26,22.290001
2010-10-27,22.42
2010-10-28,22.209999
2010-10-29,22.32
2010-11-01,22.540001
2010-11-02,22.870001000000002
2010-11-03,23.219998999999998
2010-11-04,23.209999
2010-11-05,23.110001
2010-11-08,23.190001000000002
2010-11-09,22.84
2010-11-10,23.08
2010-11-11,23.27
2010-11-12,23.299999
2010-11-15,23.32
2010-11-16,22.85
2010-11-17,23.110001
2010-11-18,23.129998999999998
2010-11-19,23.440001000000002
2010-11-22,23.42
2010-11-23,23.459999
2010-11-24,23.51
2010-11-26,23.639999
2010-11-29,23.559998999999998
2010-11-30,23.41
2010-12-01,24.17
2010-12-02,24.040001
2010-12-03,24.26
2010-12-06,24.67
2010-12-07,25.040001
2010-12-08,25.030001000000002
2010-12-09,24.690001000000002
2010-12-10,24.91
2010-12-13,24.889999
2010-12-14,24.969998999999998
2010-12-15,24.030001000000002
2010-12-16,24.32
2010-12-17,24.4
2010-12-20,24.32
2010-12-21,24.549999
2010-12-22,24.790001
2010-12-23,24.73
2010-12-27,24.940001000000002
2010-12-28,25.09
2010-12-29,24.77
2010-12-30,25.01
2010-12-31,24.780001000000002
2011-01-03,24.99
2011-01-04,24.559998999999998
2011-01-05,24.93
2011-01-06,24.889999
2011-01-07,24.799999
2011-01-10,24.280001000000002
2011-01-11,24.700001
2011-01-12,24.620001000000002
2011-01-13,24.83
2011-01-14,24.4
2011-01-18,24.18
2011-01-19,23.610001
2011-01-20,23.65
2011-01-21,23.98
2011-01-24,24.389999
2011-01-25,24.360001
2011-01-26,24.379998999999998
2011-01-27,24.540001
2011-01-28,24.24
2011-01-31,23.75
2011-02-01,24.66
2011-02-02,24.610001
2011-02-03,24.65
2011-02-04,24.809998999999998
2011-02-07,24.85
2011-02-08,24.9
2011-02-09,25.059998999999998
2011-02-10,25.01
2011-02-11,25.41
2011-02-14,25.24
2011-02-15,25.0
2011-02-16,25.0
2011-02-17,25.0
2011-02-18,25.0
2011-02-22,24.200001
2011-02-23,23.969998999999998
2011-02-24,24.23
2011-02-25,24.700001
2011-02-28,24.5
2011-03-01,24.200001
2011-03-02,24.52
2011-03-03,24.75
2011-03-04,24.6
2011-03-07,24.370001000000002
2011-03-08,24.299999
2011-03-09,24.200001
2011-03-10,24.09
2011-03-11,24.129998999999998
2011-03-14,24.110001
2011-03-15,23.440001000000002
2011-03-16,23.24
2011-03-17,23.360001
2011-03-18,23.299999
2011-03-21,23.530001000000002
2011-03-22,23.15
2011-03-23,23.299999
2011-03-24,23.52
2011-03-25,23.639999
2011-03-28,23.67
2011-03-29,23.9
2011-03-30,24.200001
2011-03-31,23.879998999999998
2011-04-01,24.08
2011-04-04,24.23
2011-04-05,24.16
2011-04-06,24.57
2011-04-07,24.59
2011-04-08,24.360001
2011-04-11,24.459999
2011-04-12,24.23
2011-04-13,24.040001
2011-04-14,24.42
2011-04-15,24.5
2011-04-18,24.35
2011-04-19,24.0
2011-04-20,24.42
2011-04-21,24.549999
2011-04-25,24.610001
2011-04-26,24.66
2011-04-27,24.780001000000002
2011-04-28,25.15
2011-04-29,25.379998999999998
2011-05-02,25.299999
2011-05-03,25.15
2011-05-04,24.940001000000002
2011-05-05,24.440001000000002
2011-05-06,24.549999
2011-05-09,24.85
2011-05-10,25.0
2011-05-11,24.809998999999998
2011-05-12,24.790001
2011-05-13,24.67
2011-05-16,24.360001
2011-05-17,24.52
2011-05-18,24.73
2011-05-19,24.790001
2011-05-20,24.860001
2011-05-23,24.68
2011-05-24,24.42
2011-05-25,24.41
2011-05-26,24.540001
2011-05-27,24.639999
2011-05-31,24.75
2011-06-01,24.24
2011-06-02,24.35
2011-06-03,24.23
2011-06-06,24.040001
2011-06-07,24.82
2011-06-08,24.77
2011-06-09,24.889999
2011-06-10,24.9
2011-06-13,25.07
2011-06-14,25.35
2011-06-15,24.85
2011-06-16,24.48
2011-06-17,24.370001000000002
2011-06-20,24.59
2011-06-21,24.530001000000002
2011-06-22,24.610001
2011-06-23,24.459999
2011-06-24,24.68
2011-06-27,24.6
2011-06-28,24.610001
2011-06-29,24.540001
2011-06-30,24.690001000000002
2011-07-01,24.940001000000002
2011-07-05,24.799999
2011-07-06,25.01
2011-07-07,25.1
2011-07-08,25.040001
2011-07-11,24.74
2011-07-12,24.76
2011-07-13,24.799999
2011-07-14,24.42
2011-07-15,24.51
2011-07-18,24.049999
2011-07-19,24.24
2011-07-20,24.129998999999998
2011-07-21,24.18
2011-07-22,24.15
2011-07-25,23.99
2011-07-26,24.059998999999998
2011-07-27,23.43
2011-07-28,23.49
2011-07-29,23.040001
2011-08-01,23.32
2011-08-02,23.299999
2011-08-03,23.52
2011-08-04,21.65
2011-08-05,21.360001
2011-08-08,19.790001
2011-08-09,21.030001000000002
2011-08-10,20.799999
2011-08-11,21.42
2011-08-12,21.98
2011-08-15,22.540001
2011-08-16,22.17
2011-08-17,22.110001
2011-08-18,21.02
2011-08-19,20.68
2011-08-22,20.98
2011-08-23,21.799999
2011-08-24,22.23
2011-08-25,21.5
2011-08-26,21.98
2011-08-29,23.059998999999998
2011-08-30,23.0
2011-08-31,23.120001000000002
2011-09-01,22.469998999999998
2011-09-02,21.780001000000002
2011-09-06,21.99
2011-09-07,22.76
2011-09-08,22.48
2011-09-09,22.18
2011-09-12,22.549999
2011-09-13,23.040001
2011-09-14,23.049999
2011-09-15,22.860001
2011-09-16,22.129998999999998
2011-09-19,21.719998999999998
2011-09-20,21.139999
2011-09-21,20.389999
2011-09-22,20.07
2011-09-23,20.17
2011-09-26,20.24
2011-09-27,20.51
2011-09-28,19.799999
2011-09-29,20.799999
2011-09-30,20.129998999999998
2011-10-03,19.629998999999998
2011-10-04,20.4
2011-10-05,20.290001
2011-10-06,20.780001000000002
2011-10-07,20.299999
2011-10-10,21.040001
2011-10-11,21.360001
2011-10-12,21.57
2011-10-13,21.4
2011-10-14,21.65
2011-10-17,21.290001
2011-10-18,21.889999
2011-10-19,21.200001
2011-10-20,21.139999
2011-10-21,21.59
2011-10-24,21.9
2011-10-25,21.52
2011-10-26,22.15
2011-10-27,22.700001
2011-10-28,22.59
2011-10-31,22.200001
2011-11-01,21.15
2011-11-02,20.73
2011-11-03,20.780001000000002
2011-11-04,22.02
2011-11-07,22.360001
2011-11-08,22.780001000000002
2011-11-09,22.34
2011-11-10,23.16
2011-11-11,23.16
2011-11-14,23.0
2011-11-15,23.290001
2011-11-16,22.58
2011-11-17,22.73
2011-11-18,22.91
2011-11-21,22.450001
2011-11-22,22.42
2011-11-23,21.99
2011-11-25,21.91
2011-11-28,22.32
2011-11-29,22.25
2011-11-30,23.02
2011-12-01,22.68
2011-12-02,23.09
2011-12-05,23.41
2011-12-06,23.139999
2011-12-07,23.190001000000002
2011-12-08,22.76
2011-12-09,23.07
2011-12-12,23.0
2011-12-13,22.059998999999998
2011-12-14,21.610001
2011-12-15,21.620001000000002
2011-12-16,21.450001
2011-12-19,21.129998999999998
2011-12-20,21.52
2011-12-21,21.51
2011-12-22,22.049999
2011-12-23,22.280001000000002
2011-12-27,22.23
2011-12-28,22.0
2011-12-29,22.120001000000002
2011-12-30,22.09
2012-01-03,22.26
2012-01-04,22.139999
2012-01-05,22.309998999999998
2012-01-06,22.33
2012-01-09,22.190001000000002
2012-01-10,22.59
2012-01-11,22.52
2012-01-12,22.620001000000002
2012-01-13,22.52
2012-01-17,22.549999
2012-01-18,22.940001000000002
2012-01-19,23.01
2012-01-20,22.790001
2012-01-23,22.67
2012-01-24,22.629998999999998
2012-01-25,22.690001000000002
2012-01-26,22.799999
2012-01-27,22.67
2012-01-30,22.620001000000002
2012-01-31,22.85
2012-02-01,23.059998999999998
2012-02-02,23.139999
2012-02-03,23.450001
2012-02-06,23.360001
2012-02-07,23.540001
2012-02-08,23.18
2012-02-09,23.370001000000002
2012-02-10,22.93
2012-02-13,23.290001
2012-02-14,22.83
2012-02-15,22.59
2012-02-16,23.049999
2012-02-17,23.17
2012-02-21,23.42
2012-02-22,23.15
2012-02-23,23.65
2012-02-24,23.77
2012-02-27,23.389999
2012-02-28,23.25
2012-02-29,23.0
2012-03-01,23.01
2012-03-02,22.92
2012-03-05,22.6
2012-03-06,22.25
2012-03-07,22.48
2012-03-08,22.51
2012-03-09,22.68
2012-03-12,22.84
2012-03-13,23.08
2012-03-14,23.049999
2012-03-15,23.18
2012-03-16,22.52
2012-03-19,22.440001000000002
2012-03-20,22.27
2012-03-21,22.200001
2012-03-22,22.030001000000002
2012-03-23,22.15
2012-03-26,22.200001
2012-03-27,22.15
2012-03-28,22.049999
2012-03-29,21.9
2012-03-30,22.07
2012-04-02,22.26
2012-04-03,22.18
2012-04-04,22.219998999999998
2012-04-05,21.91
2012-04-09,21.799999
2012-04-10,21.110001
2012-04-11,21.42
2012-04-12,21.450001
2012-04-13,20.9
2012-04-16,20.48
2012-04-17,20.77
2012-04-18,20.52
2012-04-19,20.49
2012-04-20,20.58
2012-04-23,20.4
2012-04-24,20.610001
2012-04-25,20.75
2012-04-26,20.73
2012-04-27,20.9
2012-04-30,20.76
2012-05-01,20.77
2012-05-02,21.9
2012-05-03,21.790001
2012-05-04,21.440001000000002
2012-05-07,21.700001
2012-05-08,21.74
2012-05-09,21.9
2012-05-10,22.129998999999998
2012-05-11,21.92
2012-05-14,21.620001000000002
2012-05-15,21.629998999999998
2012-05-16,21.58
2012-05-17,21.299999
2012-05-18,20.9
2012-05-21,21.49
2012-05-22,21.33
2012-05-23,21.620001000000002
2012-05-24,21.73
2012-05-25,21.73
2012-05-29,21.639999
2012-05-30,21.700001
2012-05-31,21.77
2012-06-01,21.48
2012-06-04,21.549999
2012-06-05,21.799999
2012-06-06,21.99
2012-06-07,22.0
2012-06-08,22.16
2012-06-11,22.01
2012-06-12,22.129998999999998
2012-06-13,21.98
2012-06-14,22.02
2012-06-15,21.4
2012-06-18,21.41
2012-06-19,21.85
2012-06-20,21.629998999999998
2012-06-21,21.5
2012-06-22,21.83
2012-06-25,21.5
2012-06-26,21.58
2012-06-27,22.09
2012-06-28,22.4
2012-06-29,22.26
2012-07-02,22.530001000000002
2012-07-03,22.790001
2012-07-05,22.780001000000002
2012-07-06,22.74
2012-07-09,22.83
2012-07-10,22.85
2012-07-11,22.879998999999998
2012-07-12,23.01
2012-07-13,23.209999
2012-07-16,23.26
2012-07-17,23.27
2012-07-18,23.33
2012-07-19,23.02
2012-07-20,22.98
2012-07-23,22.799999
2012-07-24,22.709999
2012-07-25,22.76
2012-07-26,22.9
2012-07-27,22.76
2012-07-30,22.91
2012-07-31,22.77
2012-08-01,22.35
2012-08-02,22.26
2012-08-03,22.309998999999998
2012-08-06,22.93
2012-08-07,22.629998999999998
2012-08-08,22.85
2012-08-09,22.91
2012-08-10,22.799999
2012-08-13,22.950001
2012-08-14,22.92
2012-08-15,22.959999
2012-08-16,23.1
2012-08-17,23.07
2012-08-20,23.07
2012-08-21,23.049999
2012-08-22,22.99
2012-08-23,22.73
2012-08-24,23.01
2012-08-27,23.059998999999998
2012-08-28,22.959999
2012-08-29,23.24
2012-08-30,23.08
2012-08-31,23.129998999999998
2012-09-04,23.43
2012-09-05,23.309998999999998
2012-09-06,23.370001000000002
2012-09-07,23.469998999999998
2012-09-10,23.42
2012-09-11,23.49
2012-09-12,23.5
2012-09-13,23.6
2012-09-14,23.66
2012-09-17,23.610001
2012-09-18,23.139999
2012-09-19,22.870001000000002
2012-09-20,22.84
2012-09-21,23.17
2012-09-24,23.030001000000002
2012-09-25,22.49
2012-09-26,22.73
2012-09-27,22.98
2012-09-28,22.92
2012-10-01,22.76
2012-10-02,22.799999
2012-10-03,22.620001000000002
2012-10-04,22.709999
2012-10-05,22.76
2012-10-08,22.73
2012-10-09,22.540001
2012-10-10,22.440001000000002
2012-10-11,22.530001000000002
2012-10-12,22.43
2012-10-15,22.41
2012-10-16,22.85
2012-10-17,22.969998999999998
2012-10-18,22.91
2012-10-19,22.57
2012-10-22,22.6
2012-10-23,22.57
2012-10-24,22.870001000000002
2012-10-25,23.02
2012-10-26,22.9
2012-10-31,22.790001
2012-11-01,22.83
2012-11-02,22.93
2012-11-05,22.969998999999998
2012-11-06,22.99
2012-11-07,22.66
2012-11-08,22.51
2012-11-09,22.459999
2012-11-12,22.639999
2012-11-13,22.49
2012-11-14,21.450001
2012-11-15,21.790001
2012-11-16,22.48
2012-11-19,22.76
2012-11-20,22.59
2012-11-21,22.58
2012-11-23,22.73
2012-11-26,22.610001
2012-11-27,22.57
2012-11-28,22.469998999999998
2012-11-29,22.860001
2012-11-30,22.9
2012-12-03,22.91
2012-12-04,22.82
2012-12-05,22.860001
2012-12-06,22.83
2012-12-07,22.870001000000002
2012-12-10,22.93
2012-12-11,23.030001000000002
2012-12-12,22.879998999999998
2012-12-13,23.02
2012-12-14,23.110001
2012-12-17,23.280001000000002
2012-12-18,23.549999
2012-12-19,23.639999
2012-12-20,23.93
2012-12-21,23.74
2012-12-24,23.629998999999998
2012-12-26,23.67
2012-12-27,23.67
2012-12-28,23.620001000000002
2012-12-31,23.91
2013-01-02,24.440001000000002
2013-01-03,24.639999
2013-01-04,24.76
2013-01-07,24.9
2013-01-08,23.83
2013-01-09,24.43
2013-01-10,24.5
2013-01-11,24.65
2013-01-14,24.52
2013-01-15,24.639999
2013-01-16,24.700001
2013-01-17,24.77
2013-01-18,24.790001
2013-01-22,24.85
2013-01-23,24.92
2013-01-24,24.67
2013-01-25,24.67
2013-01-28,24.780001000000002
2013-01-29,24.790001
2013-01-30,24.9
2013-01-31,25.27
2013-02-01,25.09
2013-02-04,25.07
2013-02-05,25.09
2013-02-06,25.040001
2013-02-07,24.92
2013-02-08,25.01
2013-02-11,24.98
2013-02-12,25.07
2013-02-13,25.290001
2013-02-14,25.43
2013-02-15,25.530001000000002
2013-02-19,25.639999
2013-02-20,25.379998999999998
2013-02-21,24.98
2013-02-22,25.290001
2013-02-25,24.74
2013-02-26,24.620001000000002
2013-02-27,24.690001000000002
2013-02-28,24.51
2013-03-01,24.32
2013-03-04,23.93
2013-03-05,23.870001000000002
2013-03-06,23.809998999999998
2013-03-07,24.41
2013-03-08,24.709999
2013-03-11,24.799999
2013-03-12,24.540001
2013-03-13,24.620001000000002
2013-03-14,24.790001
2013-03-15,24.65
2013-03-18,24.530001000000002
2013-03-19,23.610001
2013-03-20,23.77
2013-03-21,23.57
2013-03-22,23.700001
2013-03-25,23.66
2013-03-26,23.559998999999998
2013-03-27,23.610001
2013-03-28,23.49
2013-04-01,23.200001
2013-04-02,23.23
2013-04-03,22.809998999999998
2013-04-04,23.110001
2013-04-05,23.18
2013-04-08,23.67
2013-04-09,23.34
2013-04-10,23.459999
2013-04-11,23.41
2013-04-12,23.17
2013-04-15,22.620001000000002
2013-04-16,22.98
2013-04-17,22.65
2013-04-18,22.65
2013-04-19,22.870001000000002
2013-04-22,23.02
2013-04-23,23.379998999999998
2013-04-24,23.459999
2013-04-25,23.5
2013-04-26,23.57
2013-04-29,23.889999
2013-04-30,23.93
2013-05-01,23.4
2013-05-02,23.59
2013-05-03,23.74
2013-05-06,23.68
2013-05-07,23.690001000000002
2013-05-08,24.1
2013-05-09,23.91
2013-05-10,24.02
2013-05-13,24.110001
2013-05-14,24.17
2013-05-15,24.040001
2013-05-16,24.129998999999998
2013-05-17,24.07
2013-05-20,24.24
2013-05-21,24.32
2013-05-22,24.110001
2013-05-23,24.030001000000002
2013-05-24,24.23
2013-05-28,23.9
2013-05-29,23.67
2013-05-30,23.76
2013-05-31,23.0
2013-06-03,23.08
2013-06-04,22.870001000000002
2013-06-05,22.549999
2013-06-06,22.82
2013-06-07,22.98
2013-06-10,23.26
2013-06-11,22.969998999999998
2013-06-12,22.82
2013-06-13,23.07
2013-06-14,23.49
2013-06-17,23.620001000000002
2013-06-18,23.09
2013-06-19,23.02
2013-06-20,22.700001
2013-06-21,22.65
2013-06-24,22.110001
2013-06-25,22.540001
2013-06-26,22.83
2013-06-27,23.32
2013-06-28,23.09
2013-07-01,23.5
2013-07-02,23.6
2013-07-03,23.389999
2013-07-05,23.469998999999998
2013-07-08,23.52
2013-07-09,23.49
2013-07-10,23.620001000000002
2013-07-11,24.1
2013-07-12,24.209999
2013-07-15,24.4
2013-07-16,24.4
2013-07-17,24.41
2013-07-18,24.549999
2013-07-19,24.5
2013-07-22,24.700001
2013-07-23,25.030001000000002
2013-07-24,22.809998999999998
2013-07-25,22.42
2013-07-26,22.23
2013-07-29,22.23
2013-07-30,22.110001
2013-07-31,22.030001000000002
2013-08-01,22.23
2013-08-02,22.17
2013-08-05,22.27
2013-08-06,22.209999
2013-08-07,22.23
2013-08-08,22.33
2013-08-09,22.25
2013-08-12,22.059998999999998
2013-08-13,22.17
2013-08-14,22.09
2013-08-15,22.030001000000002
2013-08-16,21.959999
2013-08-19,21.870001000000002
2013-08-20,21.950001
2013-08-21,21.889999
2013-08-22,22.02
2013-08-23,22.07
2013-08-26,21.99
2013-08-27,21.74
2013-08-28,21.74
2013-08-29,21.959999
2013-08-30,21.950001
2013-09-03,21.85
2013-09-04,21.99
2013-09-05,22.0
2013-09-06,22.059998999999998
2013-09-09,22.219998999999998
2013-09-10,22.379998999999998
2013-09-11,22.43
2013-09-12,22.41
2013-09-13,22.370001000000002
2013-09-16,22.5
2013-09-17,22.040001
2013-09-18,21.99
2013-09-19,22.049999
2013-09-20,21.9
2013-09-23,21.870001000000002
2013-09-24,21.99
2013-09-25,21.99
2013-09-26,22.030001000000002
2013-09-27,21.98
2013-09-30,22.18
2013-10-01,22.139999
2013-10-02,21.889999
2013-10-03,21.91
2013-10-04,21.98
2013-10-07,21.959999
2013-10-08,21.940001000000002
2013-10-09,22.049999
2013-10-10,22.440001000000002
2013-10-11,22.620001000000002
2013-10-14,22.549999
2013-10-15,22.190001000000002
2013-10-16,22.17
2013-10-17,22.5
2013-10-18,22.639999
2013-10-21,22.49
2013-10-22,22.549999
2013-10-23,22.780001000000002
2013-10-24,22.91
2013-10-25,23.059998999999998
2013-10-28,23.120001000000002
2013-10-29,23.16
2013-10-30,22.879998999999998
2013-10-31,22.969998999999998
2013-11-01,22.040001
2013-11-04,22.299999
2013-11-05,22.33
2013-11-06,22.42
2013-11-07,22.219998999999998
2013-11-08,22.549999
2013-11-11,22.15
2013-11-12,22.09
2013-11-13,22.290001
2013-11-14,22.35
2013-11-15,22.280001000000002
2013-11-18,22.5
2013-11-19,22.440001000000002
2013-11-20,22.43
2013-11-21,22.870001000000002
2013-11-22,23.040001
2013-11-25,23.1
2013-11-26,23.059998999999998
2013-11-27,23.110001
2013-11-29,23.15
2013-12-02,22.75
2013-12-03,22.73
2013-12-04,22.75
2013-12-05,22.67
2013-12-06,22.959999
2013-12-09,22.940001000000002
2013-12-10,22.77
2013-12-11,22.66
2013-12-12,22.52
2013-12-13,22.6
2013-12-16,22.59
2013-12-17,22.459999
2013-12-18,22.58
2013-12-19,22.5
2013-12-20,22.66
2013-12-23,22.65
2013-12-24,22.82
2013-12-26,22.629998999999998
2013-12-27,22.6
2013-12-30,22.5
2013-12-31,22.549999
2014-01-02,22.57
2014-01-03,22.719998999999998
2014-01-06,22.639999
2014-01-07,22.51
2014-01-08,22.610001
2014-01-09,22.639999
2014-01-10,22.530001000000002
2014-01-13,22.559998999999998
2014-01-14,22.52
2014-01-15,22.67
2014-01-16,22.67
2014-01-17,22.93
2014-01-21,23.209999
2014-01-22,23.15
2014-01-23,23.129998999999998
2014-01-24,22.780001000000002
2014-01-27,22.76
2014-01-28,22.629998999999998
2014-01-29,22.17
2014-01-30,22.389999
2014-01-31,22.129998999999998
2014-02-03,21.83
2014-02-04,21.85
2014-02-05,21.809998999999998
2014-02-06,21.959999
2014-02-07,21.950001
2014-02-10,22.0
2014-02-11,22.049999
2014-02-12,21.98
2014-02-13,21.959999
2014-02-14,22.0
2014-02-18,22.27
2014-02-19,21.950001
2014-02-20,22.219998999999998
2014-02-21,22.34
2014-02-24,22.5
2014-02-25,22.049999
2014-02-26,22.049999
2014-02-27,22.24
2014-02-28,22.219998999999998
2014-03-03,22.200001
2014-03-04,22.01
2014-03-05,22.0
2014-03-06,22.35
2014-03-07,22.309998999999998
2014-03-10,22.379998999999998
2014-03-11,22.0
2014-03-12,22.25
2014-03-13,22.030001000000002
2014-03-14,22.02
2014-03-17,22.040001
2014-03-18,21.969998999999998
2014-03-19,22.0
2014-03-20,22.07
2014-03-21,22.040001
2014-03-24,22.08
2014-03-25,22.110001
2014-03-26,21.76
2014-03-27,22.040001
2014-03-28,21.950001
2014-03-31,21.780001000000002
2014-04-01,22.110001
2014-04-02,22.290001
2014-04-03,22.219998999999998
2014-04-04,22.09
2014-04-07,22.01
2014-04-08,22.25
2014-04-09,22.219998999999998
2014-04-10,21.969998999999998
2014-04-11,21.75
2014-04-14,22.049999
2014-04-15,22.09
2014-04-16,22.16
2014-04-17,21.940001000000002
2014-04-21,22.030001000000002
2014-04-22,22.280001000000002
2014-04-23,22.17
2014-04-24,22.18
2014-04-25,22.040001
2014-04-28,21.709999
2014-04-29,21.83
2014-04-30,21.9
2014-05-01,21.799999
2014-05-02,21.84
2014-05-05,22.040001
2014-05-06,21.42
2014-05-07,21.299999
2014-05-08,21.120001000000002
2014-05-09,21.200001
2014-05-12,21.360001
2014-05-13,21.26
2014-05-14,21.25
2014-05-15,21.08
2014-05-16,21.139999
2014-05-19,21.17
2014-05-20,20.969998999999998
2014-05-21,20.709999
2014-05-22,20.860001
2014-05-23,21.07
2014-05-27,21.040001
2014-05-28,21.07
2014-05-29,21.07
2014-05-30,20.84
2014-06-02,20.59
2014-06-03,20.76
2014-06-04,20.639999
2014-06-05,20.82
2014-06-06,20.950001
2014-06-09,20.84
2014-06-10,20.84
2014-06-11,20.790001
2014-06-12,21.02
2014-06-13,20.860001
2014-06-16,20.85
2014-06-17,20.4
2014-06-18,20.610001
2014-06-19,20.66
2014-06-20,20.66
2014-06-23,20.58
2014-06-24,20.389999
2014-06-25,20.690001000000002
2014-06-26,21.200001
2014-06-27,21.42
2014-06-30,21.280001000000002
2014-07-01,21.440001000000002
2014-07-02,21.469998999999998
2014-07-03,21.27
2014-07-07,21.17
2014-07-08,20.879998999999998
2014-07-09,21.17
2014-07-10,20.969998999999998
2014-07-11,21.049999
2014-07-14,21.1
2014-07-15,21.040001
2014-07-16,20.91
2014-07-17,20.74
2014-07-18,20.790001
2014-07-21,20.780001000000002
2014-07-22,20.709999
2014-07-23,20.639999
2014-07-24,20.66
2014-07-25,20.799999
2014-07-28,20.68
2014-07-29,20.540001
2014-07-30,20.389999
2014-07-31,19.700001
2014-08-01,19.809998999999998
2014-08-04,20.120001000000002
2014-08-05,19.59
2014-08-06,19.559998999999998
2014-08-07,19.790001
2014-08-08,19.83
2014-08-11,19.77
2014-08-12,19.77
2014-08-13,19.58
2014-08-14,19.799999
2014-08-15,19.719998999999998
2014-08-18,19.799999
2014-08-19,19.67
2014-08-20,19.690001000000002
2014-08-21,19.790001
2014-08-22,19.91
2014-08-25,19.799999
2014-08-26,19.799999
2014-08-27,19.879998999999998
2014-08-28,19.889999
2014-08-29,20.0
2014-09-02,19.870001000000002
2014-09-03,19.940001000000002
2014-09-04,20.02
2014-09-05,20.17
2014-09-08,20.16
2014-09-09,20.18
2014-09-10,20.110001
2014-09-11,20.09
2014-09-12,20.120001000000002
2014-09-15,20.08
2014-09-16,19.68
2014-09-17,19.77
2014-09-18,19.690001000000002
2014-09-19,19.469998999999998
2014-09-22,19.32
2014-09-23,19.27
2014-09-24,19.32
2014-09-25,19.17
