Date,BCE
1983-08-03,10.5625
1983-08-04,10.625
1983-08-05,10.6875
1983-08-08,10.4375
1983-08-09,10.5625
1983-08-10,10.625
1983-08-11,10.4375
1983-08-12,10.5625
1983-08-15,10.75
1983-08-16,10.875
1983-08-17,10.9375
1983-08-18,11.0625
1983-08-19,11.0625
1983-08-22,11.1875
1983-08-23,11.25
1983-08-24,11.3125
1983-08-25,11.375
1983-08-26,11.4375
1983-08-29,11.5
1983-08-30,11.6875
1983-08-31,11.625
1983-09-01,11.75
1983-09-02,11.8125
1983-09-06,12.0
1983-09-07,11.875
1983-09-08,11.9375
1983-09-09,11.625
1983-09-12,11.5625
1983-09-13,11.5625
1983-09-14,11.6875
1983-09-15,11.625
1983-09-16,11.5625
1983-09-19,11.6875
1983-09-20,11.9375
1983-09-21,11.8125
1983-09-22,11.875
1983-09-23,11.9375
1983-09-26,11.9375
1983-09-27,11.9375
1983-09-28,11.8125
1983-09-29,11.8125
1983-09-30,11.8125
1983-10-03,11.9375
1983-10-04,11.875
1983-10-05,11.8125
1983-10-06,12.0625
1983-10-07,12.125
1983-10-10,12.125
1983-10-11,12.125
1983-10-12,12.0625
1983-10-13,12.125
1983-10-14,12.125
1983-10-17,12.1875
1983-10-18,12.0625
1983-10-19,12.0
1983-10-20,12.1875
1983-10-21,12.1875
1983-10-24,12.1875
1983-10-25,12.1875
1983-10-26,12.0625
1983-10-27,12.0
1983-10-28,12.0
1983-10-31,12.0
1983-11-01,12.0625
1983-11-02,12.3125
1983-11-03,12.375
1983-11-04,12.3125
1983-11-07,12.4375
1983-11-08,12.375
1983-11-09,12.5
1983-11-10,12.6875
1983-11-11,12.8125
1983-11-14,12.75
1983-11-15,12.6875
1983-11-16,12.625
1983-11-17,12.75
1983-11-18,12.6875
1983-11-21,12.6875
1983-11-22,12.75
1983-11-23,12.8125
1983-11-25,13.1875
1983-11-28,13.125
1983-11-29,13.4375
1983-11-30,13.3125
1983-12-01,13.375
1983-12-02,13.25
1983-12-05,12.625
1983-12-06,12.6875
1983-12-07,12.75
1983-12-08,12.8125
1983-12-09,12.625
1983-12-12,12.5625
1983-12-13,12.5
1983-12-14,12.5625
1983-12-15,12.375
1983-12-16,12.4375
1983-12-19,12.625
1983-12-20,12.875
1983-12-21,13.25
1983-12-22,13.1875
1983-12-23,13.25
1983-12-27,13.375
1983-12-28,13.3125
1983-12-29,13.5
1983-12-30,13.5
1984-01-03,13.3125
1984-01-04,13.25
1984-01-05,13.4375
1984-01-06,13.5
1984-01-09,13.0625
1984-01-10,12.875
1984-01-11,12.8125
1984-01-12,12.875
1984-01-13,12.9375
1984-01-16,12.875
1984-01-17,12.875
1984-01-18,12.875
1984-01-19,12.8125
1984-01-20,12.8125
1984-01-23,12.75
1984-01-24,12.625
1984-01-25,12.6875
1984-01-26,12.8125
1984-01-27,12.875
1984-01-30,12.5625
1984-01-31,12.5
1984-02-01,12.5625
1984-02-02,12.6875
1984-02-03,12.5
1984-02-06,12.375
1984-02-07,12.5
1984-02-08,12.375
1984-02-09,12.375
1984-02-10,12.4375
1984-02-13,12.3125
1984-02-14,12.4375
1984-02-15,12.5
1984-02-16,12.375
1984-02-17,12.3125
1984-02-21,12.1875
1984-02-22,12.1875
1984-02-23,12.25
1984-02-24,12.25
1984-02-27,12.3125
1984-02-28,12.375
1984-02-29,12.5
1984-03-01,12.5
1984-03-02,12.625
1984-03-05,12.6875
1984-03-06,12.5
1984-03-07,12.4375
1984-03-08,12.5
1984-03-09,12.1875
1984-03-12,12.0625
1984-03-13,11.9375
1984-03-14,11.9375
1984-03-15,11.875
1984-03-16,11.9375
1984-03-19,12.0
1984-03-20,11.9375
1984-03-21,11.875
1984-03-22,11.875
1984-03-23,11.6875
1984-03-26,11.5
1984-03-27,11.5
1984-03-28,11.5625
1984-03-29,11.5625
1984-03-30,11.625
1984-04-02,11.625
1984-04-03,11.625
1984-04-04,11.5625
1984-04-05,11.4375
1984-04-06,11.375
1984-04-09,11.4375
1984-04-10,11.625
1984-04-11,11.5625
1984-04-12,11.5625
1984-04-13,11.5
1984-04-16,11.5
1984-04-17,11.5
1984-04-18,11.5625
1984-04-19,11.625
1984-04-23,11.625
1984-04-24,11.875
1984-04-25,11.8125
1984-04-26,12.0
1984-04-27,12.0
1984-04-30,11.9375
1984-05-01,11.875
1984-05-02,12.0
1984-05-03,12.1875
1984-05-04,12.125
1984-05-07,12.125
1984-05-08,12.0625
1984-05-09,12.0
1984-05-10,12.0
1984-05-11,12.0
1984-05-14,11.75
1984-05-15,11.8125
1984-05-16,11.8125
1984-05-17,11.8125
1984-05-18,11.8125
1984-05-21,11.8125
1984-05-22,11.625
1984-05-23,11.5625
1984-05-24,11.5
1984-05-25,11.1875
1984-05-29,11.3125
1984-05-30,11.375
1984-05-31,11.3125
1984-06-01,11.4375
1984-06-04,11.6875
1984-06-05,11.6875
1984-06-06,11.75
1984-06-07,11.625
1984-06-08,11.625
1984-06-11,11.3125
1984-06-12,11.4375
1984-06-13,11.4375
1984-06-14,11.4375
1984-06-15,11.375
1984-06-18,11.5
1984-06-19,11.5
1984-06-20,11.5625
1984-06-21,11.75
1984-06-22,11.75
1984-06-25,11.6875
1984-06-26,11.625
1984-06-27,11.5625
1984-06-28,11.625
1984-06-29,11.625
1984-07-02,11.625
1984-07-03,11.75
1984-07-05,11.75
1984-07-06,11.875
1984-07-09,11.9375
1984-07-10,12.125
1984-07-11,12.0
1984-07-12,11.9375
1984-07-13,12.0
1984-07-16,12.0625
1984-07-17,11.875
1984-07-18,11.8125
1984-07-19,11.75
1984-07-20,11.75
1984-07-23,11.6875
1984-07-24,11.9375
1984-07-25,12.0625
1984-07-26,12.5
1984-07-27,12.5625
1984-07-30,12.375
1984-07-31,12.4375
1984-08-01,12.6875
1984-08-02,12.9375
1984-08-03,13.0
1984-08-06,13.125
1984-08-07,12.9375
1984-08-08,12.875
1984-08-09,12.9375
1984-08-10,12.9375
1984-08-13,12.9375
1984-08-14,12.75
1984-08-15,12.625
1984-08-16,12.6875
1984-08-17,12.625
1984-08-20,12.6875
1984-08-21,12.75
1984-08-22,12.875
1984-08-23,12.875
1984-08-24,12.9375
1984-08-27,12.8125
1984-08-28,12.9375
1984-08-29,12.875
1984-08-30,12.9375
1984-08-31,12.9375
1984-09-04,12.875
1984-09-05,12.8125
1984-09-06,12.8125
1984-09-07,12.6875
1984-09-10,12.4375
1984-09-11,12.1875
1984-09-12,12.0625
1984-09-13,12.25
1984-09-14,12.25
1984-09-17,12.375
1984-09-18,12.3125
1984-09-19,12.3125
1984-09-20,12.3125
1984-09-21,12.25
1984-09-24,12.25
1984-09-25,12.25
1984-09-26,12.25
1984-09-27,12.25
1984-09-28,12.3125
1984-10-01,12.3125
1984-10-02,12.375
1984-10-03,12.375
1984-10-04,12.375
1984-10-05,12.3125
1984-10-08,12.375
1984-10-09,12.4375
1984-10-10,12.5625
1984-10-11,12.625
1984-10-12,12.6875
1984-10-15,12.8125
1984-10-16,12.8125
1984-10-17,12.8125
1984-10-18,13.0
1984-10-19,13.0625
1984-10-22,13.0
1984-10-23,13.0
1984-10-24,12.875
1984-10-25,12.875
1984-10-26,12.875
1984-10-29,12.875
1984-10-30,12.875
1984-10-31,12.8125
1984-11-01,12.75
1984-11-02,12.75
1984-11-05,13.0
1984-11-06,13.1875
1984-11-07,13.25
1984-11-08,13.125
1984-11-09,13.1875
1984-11-12,13.125
1984-11-13,13.1875
1984-11-14,13.125
1984-11-15,13.125
1984-11-16,12.875
1984-11-19,12.6875
1984-11-20,12.875
1984-11-21,13.0
1984-11-23,13.0625
1984-11-26,13.125
1984-11-27,13.3125
1984-11-28,13.375
1984-11-29,13.375
1984-11-30,13.25
1984-12-03,13.3125
1984-12-04,13.3125
1984-12-05,13.375
1984-12-06,13.375
1984-12-07,13.4375
1984-12-10,13.1875
1984-12-11,13.125
1984-12-12,13.0625
1984-12-13,13.0
1984-12-14,13.0625
1984-12-17,13.125
1984-12-18,13.4375
1984-12-19,13.375
1984-12-20,13.375
1984-12-21,13.4375
1984-12-24,13.4375
1984-12-26,13.4375
1984-12-27,13.5
1984-12-28,13.4375
1984-12-31,13.4375
1985-01-02,13.3125
1985-01-03,13.25
1985-01-04,13.0625
1985-01-07,13.125
1985-01-08,13.0625
1985-01-09,13.125
1985-01-10,13.25
1985-01-11,13.1875
1985-01-14,13.1875
1985-01-15,13.0625
1985-01-16,13.0
1985-01-17,13.125
1985-01-18,13.0625
1985-01-21,13.3125
1985-01-22,13.5
1985-01-23,13.5625
1985-01-24,13.875
1985-01-25,14.0625
1985-01-28,14.25
1985-01-29,14.125
1985-01-30,14.3125
1985-01-31,14.125
1985-02-01,13.9375
1985-02-04,13.875
1985-02-05,13.875
1985-02-06,13.9375
1985-02-07,13.8125
1985-02-08,13.8125
1985-02-11,13.6875
1985-02-12,13.625
1985-02-13,13.875
1985-02-14,13.875
1985-02-15,13.875
1985-02-19,13.875
1985-02-20,14.0
1985-02-21,13.875
1985-02-22,13.75
1985-02-25,13.4375
1985-02-26,13.5625
1985-02-27,13.625
1985-02-28,13.75
1985-03-01,13.875
1985-03-04,14.0
1985-03-05,14.1875
1985-03-06,14.0625
1985-03-07,14.0625
1985-03-08,14.125
1985-03-11,13.9375
1985-03-12,14.0
1985-03-13,14.0
1985-03-14,14.0625
1985-03-15,14.125
1985-03-18,14.125
1985-03-19,14.3125
1985-03-20,14.25
1985-03-21,14.375
1985-03-22,14.3125
1985-03-25,14.3125
1985-03-26,14.375
1985-03-27,14.5
1985-03-28,14.5
1985-03-29,14.5625
1985-04-01,14.375
1985-04-02,14.1875
1985-04-03,14.125
1985-04-04,14.1875
1985-04-08,14.25
1985-04-09,14.125
1985-04-10,14.1875
1985-04-11,14.1875
1985-04-12,14.25
1985-04-15,14.25
1985-04-16,14.3125
1985-04-17,14.4375
1985-04-18,14.4375
1985-04-19,14.5
1985-04-22,14.4375
1985-04-23,14.4375
1985-04-24,14.375
1985-04-25,14.6875
1985-04-26,14.5
1985-04-29,14.375
1985-04-30,14.4375
1985-05-01,14.375
1985-05-02,14.3125
1985-05-03,14.4375
1985-05-06,14.375
1985-05-07,14.5625
1985-05-08,14.5625
1985-05-09,14.5
1985-05-10,14.75
1985-05-13,14.8125
1985-05-14,14.875
1985-05-15,15.25
1985-05-16,15.5
1985-05-17,15.5
1985-05-20,15.6875
1985-05-21,15.6875
1985-05-22,15.5
1985-05-23,15.25
1985-05-24,15.75
1985-05-28,15.6875
1985-05-29,15.6875
1985-05-30,15.6875
1985-05-31,15.625
1985-06-03,15.9375
1985-06-04,16.0
1985-06-05,16.4375
1985-06-06,16.5
1985-06-07,16.25
1985-06-10,16.0
1985-06-11,16.0625
1985-06-12,15.9375
1985-06-13,15.9375
1985-06-14,15.9375
1985-06-17,15.875
1985-06-18,16.1875
1985-06-19,16.0625
1985-06-20,16.0625
1985-06-21,16.0625
1985-06-24,16.0625
1985-06-25,15.9375
1985-06-26,16.0
1985-06-27,16.0625
1985-06-28,16.125
1985-07-01,16.1875
1985-07-02,16.125
1985-07-03,16.0625
1985-07-05,16.25
1985-07-08,16.1875
1985-07-09,16.1875
1985-07-10,16.25
1985-07-11,16.125
1985-07-12,16.0625
1985-07-15,16.125
1985-07-16,16.3125
1985-07-17,16.4375
1985-07-18,16.4375
1985-07-19,16.3125
1985-07-22,16.125
1985-07-23,15.8125
1985-07-24,15.6875
1985-07-25,15.875
1985-07-26,16.0
1985-07-29,15.8125
1985-07-30,15.8125
1985-07-31,15.75
1985-08-01,16.0
1985-08-02,15.875
1985-08-05,15.8125
1985-08-06,15.625
1985-08-07,15.5625
1985-08-08,15.75
1985-08-09,15.8125
1985-08-12,15.75
1985-08-13,15.625
1985-08-14,15.6875
1985-08-15,15.625
1985-08-16,15.625
1985-08-19,15.5625
1985-08-20,15.5625
1985-08-21,15.4375
1985-08-22,15.3125
1985-08-23,15.3125
1985-08-26,15.4375
1985-08-27,15.5625
1985-08-28,15.6875
1985-08-29,15.75
1985-08-30,16.0
1985-09-03,15.8125
1985-09-04,15.625
1985-09-05,15.6875
1985-09-06,15.875
1985-09-09,15.8125
1985-09-10,15.6875
1985-09-11,15.5
1985-09-12,15.375
1985-09-13,15.375
1985-09-16,15.3125
1985-09-17,15.25
1985-09-18,15.25
1985-09-19,15.1875
1985-09-20,15.125
1985-09-23,15.25
1985-09-24,15.0625
1985-09-25,14.8125
1985-09-26,15.0
1985-09-30,14.875
1985-10-01,15.25
1985-10-02,15.0625
1985-10-03,15.1875
1985-10-04,15.125
1985-10-07,15.1875
1985-10-08,15.0
1985-10-09,15.0
1985-10-10,14.9375
1985-10-11,15.0
1985-10-14,15.0
1985-10-15,14.875
1985-10-16,14.9375
1985-10-17,15.0
1985-10-18,14.9375
1985-10-21,15.0
1985-10-22,14.9375
1985-10-23,15.125
1985-10-24,14.875
1985-10-25,14.75
1985-10-28,14.75
1985-10-29,15.0
1985-10-30,15.0625
1985-10-31,15.125
1985-11-01,15.375
1985-11-04,15.4375
1985-11-05,15.4375
1985-11-06,15.5
1985-11-07,15.5
1985-11-08,15.5625
1985-11-11,15.5
1985-11-12,15.5625
1985-11-13,15.5625
1985-11-14,15.5625
1985-11-15,15.5
1985-11-18,15.4375
1985-11-19,15.5625
1985-11-20,15.625
1985-11-21,15.75
1985-11-22,15.8125
1985-11-25,15.5625
1985-11-26,15.375
1985-11-27,15.375
1985-11-29,15.625
1985-12-02,15.3125
1985-12-03,15.375
1985-12-04,15.375
1985-12-05,15.25
1985-12-06,15.0
1985-12-09,14.875
1985-12-10,14.9375
1985-12-11,15.0
1985-12-12,15.0
1985-12-13,15.0
1985-12-16,14.9375
1985-12-17,14.75
1985-12-18,14.6875
1985-12-19,14.875
1985-12-20,14.875
1985-12-23,14.875
1985-12-24,14.875
1985-12-26,14.9375
1985-12-27,14.9375
1985-12-30,14.9375
1985-12-31,15.0625
1986-01-02,14.8125
1986-01-03,14.8125
1986-01-06,14.75
1986-01-07,15.0
1986-01-08,14.8125
1986-01-09,14.625
1986-01-10,14.25
1986-01-13,14.1875
1986-01-14,14.0
1986-01-15,14.125
1986-01-16,14.1875
1986-01-17,14.1875
1986-01-20,14.0625
1986-01-21,14.0
1986-01-22,13.4375
1986-01-23,13.6875
1986-01-24,13.8125
1986-01-27,13.6875
1986-01-28,13.375
1986-01-29,13.3125
1986-01-30,13.0625
1986-01-31,13.3125
1986-02-03,13.125
1986-02-04,12.875
1986-02-05,13.125
1986-02-06,13.3125
1986-02-07,13.125
1986-02-10,13.25
1986-02-11,13.1875
1986-02-12,13.5
1986-02-13,13.625
1986-02-14,13.5625
1986-02-18,13.5
1986-02-19,13.875
1986-02-20,14.0
1986-02-21,14.0
1986-02-24,13.9375
1986-02-25,13.875
1986-02-26,13.9375
1986-02-27,13.5
1986-02-28,13.5625
1986-03-03,13.4375
1986-03-04,13.4375
1986-03-05,13.375
1986-03-06,13.5
1986-03-07,13.875
1986-03-10,14.0
1986-03-11,14.25
1986-03-12,14.125
1986-03-13,14.0
1986-03-14,14.25
1986-03-17,14.25
1986-03-18,14.4375
1986-03-19,14.4375
1986-03-20,14.4375
1986-03-21,14.4375
1986-03-24,14.125
1986-03-25,14.0625
1986-03-26,14.1875
1986-03-27,14.25
1986-03-31,14.25
1986-04-01,14.25
1986-04-02,14.1875
1986-04-03,14.1875
1986-04-04,14.125
1986-04-07,14.25
1986-04-08,14.1875
1986-04-09,14.3125
1986-04-10,14.3125
1986-04-11,14.25
1986-04-14,14.1875
1986-04-15,14.25
1986-04-16,14.375
1986-04-17,14.5
1986-04-18,14.6875
1986-04-21,14.75
1986-04-22,14.6875
1986-04-23,14.6875
1986-04-24,14.6875
1986-04-25,14.6875
1986-04-28,14.6875
1986-04-29,14.6875
1986-04-30,14.5625
1986-05-01,14.5
1986-05-02,14.4375
1986-05-05,14.3125
1986-05-06,14.3125
1986-05-07,14.25
1986-05-08,14.3125
1986-05-09,14.25
1986-05-12,14.25
1986-05-13,14.3125
1986-05-14,14.375
1986-05-15,14.3125
1986-05-16,14.375
1986-05-19,14.25
1986-05-20,14.4375
1986-05-21,14.375
1986-05-22,14.4375
1986-05-23,14.4375
1986-05-27,14.375
1986-05-28,14.3125
1986-05-29,14.3125
1986-05-30,14.25
1986-06-02,14.125
1986-06-03,14.125
1986-06-04,14.0
1986-06-05,13.75
1986-06-06,13.8125
1986-06-09,13.5625
1986-06-10,13.625
1986-06-11,13.6875
1986-06-12,13.6875
1986-06-13,13.6875
1986-06-16,13.5625
1986-06-17,13.5625
1986-06-18,13.5625
1986-06-19,13.5
1986-06-20,13.625
1986-06-23,13.5625
1986-06-24,13.5625
1986-06-25,13.5625
1986-06-26,13.625
1986-06-27,13.6875
1986-06-30,13.875
1986-07-01,14.0625
1986-07-02,14.0625
1986-07-03,14.0625
1986-07-07,14.0
1986-07-08,13.75
1986-07-09,13.8125
1986-07-10,13.9375
1986-07-11,14.0
1986-07-14,13.8125
1986-07-15,13.875
1986-07-16,13.75
1986-07-17,13.75
1986-07-18,13.75
1986-07-21,13.6875
1986-07-22,13.6875
1986-07-23,13.6875
1986-07-24,13.5625
1986-07-25,13.625
1986-07-28,13.4375
1986-07-29,13.5625
1986-07-30,13.5625
1986-07-31,13.625
1986-08-01,13.75
1986-08-04,13.625
1986-08-05,13.75
1986-08-06,13.75
1986-08-07,13.75
1986-08-08,13.625
1986-08-11,13.75
1986-08-12,13.6875
1986-08-13,13.75
1986-08-14,13.875
1986-08-15,13.8125
1986-08-18,13.8125
1986-08-19,13.75
1986-08-20,13.875
1986-08-21,13.875
1986-08-22,13.9375
1986-08-25,13.9375
1986-08-26,14.0625
1986-08-27,14.0
1986-08-28,14.0625
1986-08-29,14.0625
1986-09-02,14.0
1986-09-03,14.0
1986-09-04,14.125
1986-09-05,14.1875
1986-09-08,14.25
1986-09-09,14.0625
1986-09-10,14.0
1986-09-11,13.6875
1986-09-12,13.6875
1986-09-15,13.75
1986-09-16,13.5625
1986-09-17,13.5625
1986-09-18,13.5625
1986-09-19,13.4375
1986-09-22,13.5625
1986-09-23,13.5625
1986-09-24,13.5
1986-09-25,13.4375
1986-09-26,13.5
1986-09-29,13.5
1986-09-30,13.5
1986-10-01,13.4375
1986-10-02,13.5
1986-10-03,13.5
1986-10-06,13.3125
1986-10-07,13.3125
1986-10-08,13.3125
1986-10-09,13.3125
1986-10-10,13.3125
1986-10-13,13.1875
1986-10-14,13.0625
1986-10-15,12.8125
1986-10-16,13.0
1986-10-17,13.125
1986-10-20,13.0625
1986-10-21,13.0625
1986-10-22,13.0625
1986-10-23,13.0625
1986-10-24,13.1875
1986-10-27,13.125
1986-10-28,13.125
1986-10-29,13.1875
1986-10-30,13.375
1986-10-31,13.375
1986-11-03,13.3125
1986-11-04,13.4375
1986-11-05,13.5
1986-11-06,13.5
1986-11-07,13.5625
1986-11-10,13.625
1986-11-11,13.625
1986-11-12,13.6875
1986-11-13,13.5625
1986-11-14,13.5625
1986-11-17,13.4375
1986-11-18,13.4375
1986-11-19,13.25
1986-11-20,13.3125
1986-11-21,13.3125
1986-11-24,13.375
1986-11-25,13.375
1986-11-26,13.375
1986-11-28,13.3125
1986-12-01,13.3125
1986-12-02,13.375
1986-12-03,13.5
1986-12-04,13.5
1986-12-05,13.5625
1986-12-08,13.625
1986-12-09,13.375
1986-12-10,13.375
1986-12-11,13.375
1986-12-12,13.375
1986-12-15,13.25
1986-12-16,13.25
1986-12-17,13.375
1986-12-18,13.4375
1986-12-19,13.5
1986-12-22,13.375
1986-12-23,13.375
1986-12-24,13.375
1986-12-26,13.4375
1986-12-29,13.4375
1986-12-30,13.4375
1986-12-31,13.5
1987-01-02,13.4375
1987-01-05,13.5625
1987-01-06,13.625
1987-01-07,13.875
1987-01-08,14.0
1987-01-09,14.1875
1987-01-12,14.375
1987-01-13,14.375
1987-01-14,14.5
1987-01-15,14.4375
1987-01-16,14.25
1987-01-19,14.3125
1987-01-20,14.25
1987-01-21,14.25
1987-01-22,14.375
1987-01-23,14.375
1987-01-26,14.5
1987-01-27,14.6875
1987-01-28,14.75
1987-01-29,14.6875
1987-01-30,14.75
1987-02-02,15.0
1987-02-03,15.0625
1987-02-04,15.375
1987-02-05,15.75
1987-02-06,15.375
1987-02-09,15.1875
1987-02-10,15.0
1987-02-11,15.0
1987-02-12,15.0
1987-02-13,15.125
1987-02-17,15.25
1987-02-18,15.4375
1987-02-19,15.5
1987-02-20,15.75
1987-02-23,15.5625
1987-02-24,15.5625
1987-02-25,15.5625
1987-02-26,15.5
1987-02-27,15.5625
1987-03-02,15.5625
1987-03-03,15.625
1987-03-04,15.625
1987-03-05,15.625
1987-03-06,15.6875
1987-03-09,15.375
1987-03-10,15.5
1987-03-11,15.5
1987-03-12,15.625
1987-03-13,15.8125
1987-03-16,15.8125
1987-03-17,16.25
1987-03-18,16.5
1987-03-19,16.5
1987-03-20,16.625
1987-03-23,16.6875
1987-03-24,16.5625
1987-03-25,16.5
1987-03-26,16.4375
1987-03-27,16.375
1987-03-30,16.125
1987-03-31,16.1875
1987-04-01,16.0625
1987-04-02,16.25
1987-04-03,16.3125
1987-04-06,16.4375
1987-04-07,16.375
1987-04-08,16.4375
1987-04-09,16.125
1987-04-10,16.0
1987-04-13,15.75
1987-04-14,15.3125
1987-04-15,15.5
1987-04-16,15.9375
1987-04-20,15.875
1987-04-21,15.8125
1987-04-22,15.625
1987-04-23,15.5
1987-04-24,15.4375
1987-04-27,15.4375
1987-04-28,15.4375
1987-04-29,15.375
1987-04-30,15.4375
1987-05-01,15.4375
1987-05-04,15.375
1987-05-05,15.375
1987-05-06,15.4375
1987-05-07,15.3125
1987-05-08,15.5
1987-05-11,15.5625
1987-05-12,15.5625
1987-05-13,15.5625
1987-05-14,15.625
1987-05-15,15.5
1987-05-18,15.375
1987-05-19,15.375
1987-05-20,15.3125
1987-05-21,15.25
1987-05-22,15.1875
1987-05-26,15.4375
1987-05-27,15.4375
1987-05-28,15.5
1987-05-29,15.5625
1987-06-01,15.625
1987-06-02,15.6875
1987-06-03,15.75
1987-06-04,15.9375
1987-06-05,15.9375
1987-06-08,15.9375
1987-06-09,15.625
1987-06-10,15.5
1987-06-11,15.375
1987-06-12,15.5625
1987-06-15,15.5625
1987-06-16,15.625
1987-06-17,15.625
1987-06-18,15.6875
1987-06-19,15.6875
1987-06-22,15.6875
1987-06-23,15.625
1987-06-24,15.6875
1987-06-25,15.875
1987-06-26,15.875
1987-06-29,15.875
1987-06-30,15.8125
1987-07-01,15.9375
1987-07-02,15.9375
1987-07-06,16.0625
1987-07-07,16.1875
1987-07-08,16.1875
1987-07-09,15.9375
1987-07-10,15.9375
1987-07-13,16.0625
1987-07-14,16.0
1987-07-15,15.8125
1987-07-16,15.8125
1987-07-17,15.8125
1987-07-20,15.75
1987-07-21,15.8125
1987-07-22,15.6875
1987-07-23,15.5
1987-07-24,15.5
1987-07-27,15.5
1987-07-28,15.375
1987-07-29,15.375
1987-07-30,15.25
1987-07-31,15.1875
1987-08-03,15.125
1987-08-04,15.125
1987-08-05,15.3125
1987-08-06,15.4375
1987-08-07,15.5
1987-08-10,15.6875
1987-08-11,15.75
1987-08-12,15.8125
1987-08-13,15.9375
1987-08-14,15.875
1987-08-17,15.875
1987-08-18,15.8125
1987-08-19,15.75
1987-08-20,15.875
1987-08-21,15.9375
1987-08-24,15.875
1987-08-25,15.9375
1987-08-26,15.75
1987-08-27,15.8125
1987-08-28,15.8125
1987-08-31,15.8125
1987-09-01,15.625
1987-09-02,15.5
1987-09-03,15.5
1987-09-04,15.4375
1987-09-08,15.25
