Date,NCR
1998-07-20,17.1875
1998-07-21,17.25
1998-07-22,17.5625
1998-07-23,17.75
1998-07-24,17.25
1998-07-27,17.0625
1998-07-28,16.96875
1998-07-29,16.59375
1998-07-30,17.0
1998-07-31,16.9375
1998-08-03,17.0
1998-08-04,16.3125
1998-08-05,16.25
1998-08-06,16.28125
1998-08-07,16.4375
1998-08-10,14.9375
1998-08-11,15.03125
1998-08-12,15.0625
1998-08-13,15.09375
1998-08-14,15.46875
1998-08-17,15.875
1998-08-18,15.96875
1998-08-19,15.65625
1998-08-20,15.5
1998-08-21,15.0625
1998-08-24,15.0
1998-08-25,15.1875
1998-08-26,14.84375
1998-08-27,14.5625
1998-08-28,14.0
1998-08-31,13.21875
1998-09-01,12.8125
1998-09-02,12.875
1998-09-03,12.90625
1998-09-04,12.6875
1998-09-08,13.21875
1998-09-09,13.125
1998-09-10,12.46875
1998-09-11,12.3125
1998-09-14,12.5625
1998-09-15,12.53125
1998-09-16,12.25
1998-09-17,11.875
1998-09-18,12.40625
1998-09-21,12.84375
1998-09-22,13.8125
1998-09-23,14.53125
1998-09-24,14.0
1998-09-25,13.875
1998-09-28,13.75
1998-09-29,13.28125
1998-09-30,14.375
1998-10-01,14.375
1998-10-02,14.5
1998-10-05,14.46875
1998-10-06,15.34375
1998-10-07,15.0
1998-10-08,14.6875
1998-10-09,14.90625
1998-10-12,15.3125
1998-10-13,15.59375
1998-10-14,15.25
1998-10-15,15.875
1998-10-16,15.34375
1998-10-19,15.65625
1998-10-20,15.8125
1998-10-21,15.875
1998-10-22,15.4375
1998-10-23,15.1875
1998-10-26,14.96875
1998-10-27,15.25
1998-10-28,15.46875
1998-10-29,16.53125
1998-10-30,16.8125
1998-11-02,16.59375
1998-11-03,16.34375
1998-11-04,16.8125
1998-11-05,17.28125
1998-11-06,17.28125
1998-11-09,17.75
1998-11-10,18.0
1998-11-11,17.5625
1998-11-12,17.96875
1998-11-13,17.625
1998-11-16,17.125
1998-11-17,16.9375
1998-11-18,17.21875
1998-11-19,17.25
1998-11-20,17.9375
1998-11-23,18.4375
1998-11-24,18.25
1998-11-25,18.3125
1998-11-27,18.125
1998-11-30,18.625
1998-12-01,18.75
1998-12-02,19.0
1998-12-03,18.96875
1998-12-04,19.40625
1998-12-07,19.90625
1998-12-08,19.875
1998-12-09,19.71875
1998-12-10,19.1875
1998-12-11,19.34375
1998-12-14,18.78125
1998-12-15,19.0
1998-12-16,18.75
1998-12-17,19.09375
1998-12-18,19.5625
1998-12-21,19.25
1998-12-22,18.625
1998-12-23,18.5625
1998-12-24,18.71875
1998-12-28,19.03125
1998-12-29,19.5
1998-12-30,20.5625
1998-12-31,20.875
1999-01-04,20.84375
1999-01-05,21.75
1999-01-06,22.0625
1999-01-07,22.125
1999-01-08,22.78125
1999-01-11,23.25
1999-01-12,22.84375
1999-01-13,22.9375
1999-01-14,23.71875
1999-01-15,24.5625
1999-01-19,26.0
1999-01-20,26.25
1999-01-21,25.65625
1999-01-22,24.5
1999-01-25,23.34375
1999-01-26,23.6875
1999-01-27,23.5
1999-01-28,23.375
1999-01-29,24.375
1999-02-01,24.0
1999-02-02,23.375
1999-02-03,23.1875
1999-02-04,22.5
1999-02-05,21.625
1999-02-08,22.3125
1999-02-09,21.90625
1999-02-10,21.75
1999-02-11,22.03125
1999-02-12,21.5625
1999-02-16,22.3125
1999-02-17,20.625
1999-02-18,22.25
1999-02-19,22.0
1999-02-22,22.40625
1999-02-23,22.125
1999-02-24,21.625
1999-02-25,21.5625
1999-02-26,20.46875
1999-03-01,20.46875
1999-03-02,21.46875
1999-03-03,21.21875
1999-03-04,20.6875
1999-03-05,21.625
1999-03-08,22.125
1999-03-09,22.25
1999-03-10,22.21875
1999-03-11,22.625
1999-03-12,22.34375
1999-03-15,22.375
1999-03-16,22.65625
1999-03-17,24.09375
1999-03-18,23.65625
1999-03-19,24.25
1999-03-22,24.0
1999-03-23,24.375
1999-03-24,23.5625
1999-03-25,23.40625
1999-03-26,23.25
1999-03-29,24.8125
1999-03-30,24.4375
1999-03-31,25.0
1999-04-01,24.75
1999-04-05,25.25
1999-04-06,24.53125
1999-04-07,24.34375
1999-04-08,24.9375
1999-04-09,24.59375
1999-04-12,24.5625
1999-04-13,24.625
1999-04-14,25.1875
1999-04-15,26.21875
1999-04-16,26.34375
1999-04-19,26.375
1999-04-20,26.65625
1999-04-21,22.3125
1999-04-22,20.3125
1999-04-23,22.0
1999-04-26,23.375
1999-04-27,22.0
1999-04-28,21.3125
1999-04-29,21.0
1999-04-30,20.5625
1999-05-03,20.46875
1999-05-04,21.25
1999-05-05,21.5
1999-05-06,20.375
1999-05-07,20.25
1999-05-10,20.78125
1999-05-11,21.625
1999-05-12,21.78125
1999-05-13,21.3125
1999-05-14,21.09375
1999-05-17,21.25
1999-05-18,21.21875
1999-05-19,20.96875
1999-05-20,20.875
1999-05-21,20.84375
1999-05-24,19.96875
1999-05-25,20.71875
1999-05-26,20.1875
1999-05-27,19.0625
1999-05-28,19.53125
1999-06-01,19.3125
1999-06-02,19.625
1999-06-03,20.125
1999-06-04,21.0
1999-06-07,21.4375
1999-06-08,21.4375
1999-06-09,21.8125
1999-06-10,21.875
1999-06-11,21.75
1999-06-14,21.8125
1999-06-15,22.90625
1999-06-16,23.9375
1999-06-17,23.71875
1999-06-18,23.6875
1999-06-21,24.21875
1999-06-22,23.90625
1999-06-23,23.75
1999-06-24,23.5
1999-06-25,23.96875
1999-06-28,24.03125
1999-06-29,24.25
1999-06-30,24.40625
1999-07-01,24.4375
1999-07-02,24.25
1999-07-06,24.59375
1999-07-07,24.71875
1999-07-08,24.625
1999-07-09,25.1875
1999-07-12,25.3125
1999-07-13,25.03125
1999-07-14,25.59375
1999-07-15,26.3125
1999-07-16,26.15625
1999-07-19,26.03125
1999-07-20,24.53125
1999-07-21,24.96875
1999-07-22,23.9375
1999-07-23,23.875
1999-07-26,23.9375
1999-07-27,24.0625
1999-07-28,23.90625
1999-07-29,23.46875
1999-07-30,23.4375
1999-08-02,23.375
1999-08-03,23.1875
1999-08-04,22.75
1999-08-05,22.625
1999-08-06,22.3125
1999-08-09,21.96875
1999-08-10,21.59375
1999-08-11,21.65625
1999-08-12,22.125
1999-08-13,22.46875
1999-08-16,22.65625
1999-08-17,22.625
1999-08-18,22.3125
1999-08-19,21.78125
1999-08-20,22.0625
1999-08-23,22.4375
1999-08-24,22.34375
1999-08-25,22.5
1999-08-26,22.125
1999-08-27,21.8125
1999-08-30,21.6875
1999-08-31,21.875
1999-09-01,22.1875
1999-09-02,21.78125
1999-09-03,21.75
1999-09-07,21.625
1999-09-08,21.46875
1999-09-09,20.75
1999-09-10,21.5
1999-09-13,20.34375
1999-09-14,18.4375
1999-09-15,17.0
1999-09-16,17.1875
1999-09-17,17.5
1999-09-20,17.0
1999-09-21,16.875
1999-09-22,16.40625
1999-09-23,15.34375
1999-09-24,15.0625
1999-09-27,15.28125
1999-09-28,15.15625
1999-09-29,15.625
1999-09-30,16.53125
1999-10-01,15.65625
1999-10-04,16.09375
1999-10-05,15.875
1999-10-06,14.8125
1999-10-07,13.96875
1999-10-08,14.34375
1999-10-11,14.375
1999-10-12,14.0
1999-10-13,13.75
1999-10-14,13.84375
1999-10-15,13.8125
1999-10-18,13.6875
1999-10-19,13.375
1999-10-20,14.0
1999-10-21,14.71875
1999-10-22,14.8125
1999-10-25,15.34375
1999-10-26,15.15625
1999-10-27,14.96875
1999-10-28,15.6875
1999-10-29,16.5625
1999-11-01,16.84375
1999-11-02,16.25
1999-11-03,16.5
1999-11-04,16.90625
1999-11-05,17.34375
1999-11-08,17.25
1999-11-09,17.1875
1999-11-10,17.25
1999-11-11,17.09375
1999-11-12,16.90625
1999-11-15,16.84375
1999-11-16,16.875
1999-11-17,16.875
1999-11-18,17.0
1999-11-19,16.5
1999-11-22,16.5
1999-11-23,16.34375
1999-11-24,16.5
1999-11-26,16.46875
1999-11-29,16.65625
1999-11-30,16.40625
1999-12-01,16.25
1999-12-02,16.3125
1999-12-03,16.46875
1999-12-06,16.28125
1999-12-07,16.375
1999-12-08,16.25
1999-12-09,16.125
1999-12-10,16.5
1999-12-13,16.40625
1999-12-14,16.1875
1999-12-15,16.0
1999-12-16,15.9375
1999-12-17,15.5
1999-12-20,16.09375
1999-12-21,16.28125
1999-12-22,18.5
1999-12-23,18.59375
1999-12-27,18.4375
1999-12-28,18.25
1999-12-29,18.15625
1999-12-30,18.21875
1999-12-31,18.9375
2000-01-03,19.3125
2000-01-04,18.8125
2000-01-05,18.625
2000-01-06,18.1875
2000-01-07,18.375
2000-01-10,18.59375
2000-01-11,18.53125
2000-01-12,17.90625
2000-01-13,17.46875
2000-01-14,17.25
2000-01-18,17.21875
2000-01-19,16.59375
2000-01-20,16.75
2000-01-21,19.1875
2000-01-24,18.5
2000-01-25,18.5
2000-01-26,20.09375
2000-01-27,19.625
2000-01-28,19.21875
2000-01-31,19.25
2000-02-01,19.5625
2000-02-02,19.75
2000-02-03,19.875
2000-02-04,19.53125
2000-02-07,20.625
2000-02-08,20.40625
2000-02-09,20.46875
2000-02-10,20.65625
2000-02-11,20.5
2000-02-14,20.25
2000-02-15,20.8125
2000-02-16,19.75
2000-02-17,20.5
2000-02-18,20.0
2000-02-22,20.34375
2000-02-23,21.125
2000-02-24,20.3125
2000-02-25,19.59375
2000-02-28,18.875
2000-02-29,18.96875
2000-03-01,18.4375
2000-03-02,18.03125
2000-03-03,18.6875
2000-03-06,18.71875
2000-03-07,21.0625
2000-03-08,22.75
2000-03-09,23.1875
2000-03-10,20.71875
2000-03-13,21.4375
2000-03-14,21.0
2000-03-15,20.125
2000-03-16,21.65625
2000-03-17,22.0625
2000-03-20,21.0625
2000-03-21,21.53125
2000-03-22,21.125
2000-03-23,21.34375
2000-03-24,21.4375
2000-03-27,20.75
2000-03-28,21.0625
2000-03-29,20.59375
2000-03-30,20.15625
2000-03-31,20.0625
2000-04-03,20.875
2000-04-04,21.46875
2000-04-05,21.125
2000-04-06,21.03125
2000-04-07,21.65625
2000-04-10,20.0
2000-04-11,20.28125
2000-04-12,19.53125
2000-04-13,19.96875
2000-04-14,19.3125
2000-04-17,19.75
2000-04-18,20.375
2000-04-19,20.5
2000-04-20,20.03125
2000-04-24,19.46875
2000-04-25,21.21875
2000-04-26,19.625
2000-04-27,19.46875
2000-04-28,19.3125
2000-05-01,19.5625
2000-05-02,18.5
2000-05-03,17.75
2000-05-04,18.09375
2000-05-05,18.09375
2000-05-08,18.0
2000-05-09,17.90625
2000-05-10,17.53125
2000-05-11,17.9375
2000-05-12,17.96875
2000-05-15,18.53125
2000-05-16,18.71875
2000-05-17,18.875
2000-05-18,18.8125
2000-05-19,18.5
2000-05-22,18.65625
2000-05-23,18.421875
2000-05-24,18.53125
2000-05-25,19.15625
2000-05-26,20.40625
2000-05-30,21.375
2000-05-31,21.09375
2000-06-01,21.0625
2000-06-02,21.9375
2000-06-05,22.0
2000-06-06,21.59375
2000-06-07,21.59375
2000-06-08,21.0
2000-06-09,20.875
2000-06-12,20.1875
2000-06-13,20.03125
2000-06-14,20.0625
2000-06-15,20.09375
2000-06-16,20.25
2000-06-19,20.71875
2000-06-20,20.5
2000-06-21,20.40625
2000-06-22,20.0
2000-06-23,19.84375
2000-06-26,20.03125
2000-06-27,19.6875
2000-06-28,19.546875
2000-06-29,19.375
2000-06-30,19.46875
2000-07-03,19.4375
2000-07-05,18.84375
2000-07-06,18.8125
2000-07-07,18.96875
2000-07-10,18.78125
2000-07-11,19.03125
2000-07-12,19.53125
2000-07-13,19.96875
2000-07-14,19.875
2000-07-17,19.890625
2000-07-18,19.25
2000-07-19,18.3125
2000-07-20,17.5625
2000-07-21,17.78125
2000-07-24,18.0
2000-07-25,18.09375
2000-07-26,17.875
2000-07-27,17.8125
2000-07-28,17.59375
2000-07-31,17.71875
2000-08-01,18.03125
2000-08-02,17.5
2000-08-03,17.125
2000-08-04,17.21875
2000-08-07,17.40625
2000-08-08,17.5
2000-08-09,17.40625
2000-08-10,16.90625
2000-08-11,17.0
2000-08-14,17.125
2000-08-15,17.21875
2000-08-16,17.53125
2000-08-17,17.8125
2000-08-18,17.734375
2000-08-21,18.1875
2000-08-22,18.75
2000-08-23,19.9375
2000-08-24,19.3125
2000-08-25,19.40625
2000-08-28,19.5625
2000-08-29,19.46875
2000-08-30,19.90625
2000-08-31,20.195313
2000-09-01,20.5
2000-09-05,20.59375
2000-09-06,19.59375
2000-09-07,19.6875
2000-09-08,19.8125
2000-09-11,19.21875
2000-09-12,18.96875
2000-09-13,18.75
2000-09-14,18.4375
2000-09-15,18.71875
2000-09-18,18.625
2000-09-19,18.5
2000-09-20,18.8125
2000-09-21,18.75
2000-09-22,18.84375
2000-09-25,18.5
2000-09-26,18.6875
2000-09-27,18.53125
2000-09-28,18.78125
2000-09-29,18.84375
2000-10-02,19.1875
2000-10-03,19.1875
2000-10-04,19.59375
2000-10-05,19.4375
2000-10-06,20.09375
2000-10-09,20.125
2000-10-10,20.03125
2000-10-11,19.84375
2000-10-12,20.125
2000-10-13,20.5
2000-10-16,20.46875
2000-10-17,19.59375
2000-10-18,19.84375
2000-10-19,20.78125
2000-10-20,21.40625
2000-10-23,21.21875
2000-10-24,21.46875
2000-10-25,21.1875
2000-10-26,20.96875
2000-10-27,20.53125
2000-10-30,21.09375
2000-10-31,21.5625
2000-11-01,22.0
2000-11-02,22.3125
2000-11-03,22.09375
2000-11-06,22.4375
2000-11-07,22.8125
2000-11-08,23.75
2000-11-09,23.875
2000-11-10,23.0625
2000-11-13,23.875
2000-11-14,23.8125
2000-11-15,24.5
2000-11-16,24.15625
2000-11-17,24.25
2000-11-20,24.28125
2000-11-21,24.34375
2000-11-22,24.3125
2000-11-24,24.3125
2000-11-27,24.84375
2000-11-28,24.71875
2000-11-29,24.625
2000-11-30,23.625
2000-12-01,24.0
2000-12-04,24.65625
2000-12-05,25.8125
2000-12-06,26.5
2000-12-07,25.125
2000-12-08,24.9375
2000-12-11,25.40625
2000-12-12,25.1875
2000-12-13,24.75
2000-12-14,24.5625
2000-12-15,22.84375
2000-12-18,23.8125
2000-12-19,24.03125
2000-12-20,23.53125
2000-12-21,22.0
2000-12-22,24.59375
2000-12-26,24.0625
2000-12-27,23.9375
2000-12-28,24.53125
2000-12-29,24.5625
2001-01-02,23.25
2001-01-03,23.9375
2001-01-04,24.25
2001-01-05,22.34375
2001-01-08,22.3125
2001-01-09,23.5625
2001-01-10,24.40625
2001-01-11,24.53125
2001-01-12,21.46875
2001-01-16,20.875
2001-01-17,20.84375
2001-01-18,20.5
2001-01-19,20.84375
2001-01-22,21.5625
2001-01-23,22.125
2001-01-24,22.46875
2001-01-25,22.6875
2001-01-26,22.3125
2001-01-29,22.940001000000002
2001-01-30,23.375
2001-01-31,23.879998999999998
2001-02-01,24.254998999999998
2001-02-02,23.700001
2001-02-05,23.65
2001-02-06,23.834999
2001-02-07,24.23
2001-02-08,24.57
2001-02-09,24.0
2001-02-12,23.375
2001-02-13,24.174999
2001-02-14,24.174999
2001-02-15,24.674999
2001-02-16,24.83
2001-02-20,24.334999
2001-02-21,24.205
2001-02-22,24.4
2001-02-23,23.174999
2001-02-26,23.450001
2001-02-27,22.735001
2001-02-28,22.0
2001-03-01,21.870001000000002
2001-03-02,22.075001
2001-03-05,22.155001000000002
2001-03-06,23.440001000000002
2001-03-07,23.565001000000002
2001-03-08,23.74
2001-03-09,23.129998999999998
2001-03-12,22.379998999999998
2001-03-13,22.445
2001-03-14,21.76
2001-03-15,21.695
2001-03-16,20.65
2001-03-19,20.91
2001-03-20,20.33
2001-03-21,19.655001000000002
2001-03-22,19.75
2001-03-23,19.995001000000002
2001-03-26,20.135
2001-03-27,19.99
2001-03-28,19.16
2001-03-29,18.825001
2001-03-30,19.514999
2001-04-02,19.365
2001-04-03,17.995001000000002
2001-04-04,17.825001
2001-04-05,18.950001
2001-04-06,18.450001
2001-04-09,18.93
2001-04-10,19.665001
2001-04-11,20.030001000000002
2001-04-12,20.655001000000002
2001-04-16,19.93
2001-04-17,21.870001000000002
2001-04-18,23.225
2001-04-19,24.5
2001-04-20,23.495001000000002
2001-04-23,23.355
2001-04-24,23.75
2001-04-25,23.65
2001-04-26,23.49
2001-04-27,23.665001
2001-04-30,23.504998999999998
2001-05-01,23.625
2001-05-02,23.35
2001-05-03,23.25
2001-05-04,23.355
2001-05-07,23.15
2001-05-08,23.16
2001-05-09,23.045
2001-05-10,23.055
2001-05-11,23.450001
2001-05-14,23.625
2001-05-15,23.84
2001-05-16,24.74
2001-05-17,24.559998999999998
2001-05-18,24.445
2001-05-21,24.985001
2001-05-22,24.690001000000002
2001-05-23,24.34
2001-05-24,24.549999
2001-05-25,23.955
2001-05-29,23.219998999999998
2001-05-30,22.565001000000002
2001-05-31,23.445
2001-06-01,23.844998999999998
2001-06-04,23.18
2001-06-05,24.184998999999998
2001-06-06,24.195
2001-06-07,24.440001000000002
2001-06-08,24.205
2001-06-11,23.965
2001-06-12,23.985001
2001-06-13,24.135
2001-06-14,22.975
2001-06-15,23.51
2001-06-18,23.355
2001-06-19,22.75
2001-06-20,22.834999
2001-06-21,23.424999
2001-06-22,23.184998999999998
2001-06-25,23.305
2001-06-26,23.360001
2001-06-27,23.530001000000002
2001-06-28,23.844998999999998
2001-06-29,23.5
2001-07-02,24.055
2001-07-03,23.610001
2001-07-05,23.285
2001-07-06,22.385
2001-07-09,19.35
2001-07-10,19.045
2001-07-11,19.26
2001-07-12,19.965
2001-07-13,20.139999
2001-07-16,19.68
2001-07-17,20.264999
2001-07-18,20.15
2001-07-19,20.094998999999998
2001-07-20,19.985001
2001-07-23,19.15
2001-07-24,18.625
2001-07-25,19.049999
2001-07-26,19.35
2001-07-27,19.440001000000002
2001-07-30,19.549999
2001-07-31,19.68
2001-08-01,20.01
2001-08-02,20.205
2001-08-03,19.975
2001-08-06,19.690001000000002
2001-08-07,19.790001
2001-08-08,19.525
2001-08-09,19.52
2001-08-10,19.325001
2001-08-13,19.254998999999998
2001-08-14,19.25
2001-08-15,19.105
2001-08-16,19.424999
2001-08-17,19.059998999999998
2001-08-20,19.049999
2001-08-21,19.105
2001-08-22,18.959999
2001-08-23,19.035
2001-08-24,18.85
2001-08-27,18.985001
2001-08-28,18.879998999999998
2001-08-29,19.09
2001-08-30,18.540001
2001-08-31,18.924999
2001-09-04,18.75
2001-09-05,18.645
