Date,FCX
1996-08-01,15.25
1996-08-02,15.375
1996-08-05,16.25
1996-08-06,15.8125
1996-08-07,15.5625
1996-08-08,15.3125
1996-08-09,15.1875
1996-08-12,14.875
1996-08-13,14.5625
1996-08-14,14.6875
1996-08-15,14.6875
1996-08-16,14.4375
1996-08-19,14.6875
1996-08-20,15.0625
1996-08-21,14.8125
1996-08-22,14.8125
1996-08-23,14.625
1996-08-26,14.875
1996-08-27,15.125
1996-08-28,15.0
1996-08-29,14.75
1996-08-30,14.6875
1996-09-03,14.875
1996-09-04,15.125
1996-09-05,14.875
1996-09-06,14.9375
1996-09-09,15.0
1996-09-10,15.0625
1996-09-11,15.1875
1996-09-12,15.25
1996-09-13,15.8125
1996-09-16,15.75
1996-09-17,15.875
1996-09-18,16.3125
1996-09-19,16.1875
1996-09-20,16.0
1996-09-23,15.875
1996-09-24,15.6875
1996-09-25,15.625
1996-09-26,15.5
1996-09-27,15.6875
1996-09-30,15.625
1996-10-01,15.5625
1996-10-02,15.625
1996-10-03,15.5625
1996-10-04,15.5
1996-10-07,15.375
1996-10-08,15.375
1996-10-09,15.375
1996-10-10,15.5
1996-10-11,15.5625
1996-10-14,15.625
1996-10-15,15.625
1996-10-16,15.625
1996-10-17,15.5
1996-10-18,15.75
1996-10-21,16.125
1996-10-22,16.1875
1996-10-23,15.9375
1996-10-24,15.875
1996-10-25,15.9375
1996-10-28,15.875
1996-10-29,15.6875
1996-10-30,15.625
1996-10-31,15.1875
1996-11-01,15.0625
1996-11-04,15.0
1996-11-05,15.0
1996-11-06,14.75
1996-11-07,14.8125
1996-11-08,15.0
1996-11-11,15.5625
1996-11-12,15.8125
1996-11-13,16.125
1996-11-14,16.0625
1996-11-15,16.0625
1996-11-18,16.0
1996-11-19,15.875
1996-11-20,16.3125
1996-11-21,16.25
1996-11-22,15.9375
1996-11-25,15.9375
1996-11-26,15.9375
1996-11-27,16.0625
1996-11-29,15.75
1996-12-02,15.5625
1996-12-03,15.625
1996-12-04,15.5
1996-12-05,15.75
1996-12-06,15.875
1996-12-09,15.75
1996-12-10,15.5
1996-12-11,15.375
1996-12-12,15.25
1996-12-13,15.0
1996-12-16,14.625
1996-12-17,14.5625
1996-12-18,14.3125
1996-12-19,15.0625
1996-12-20,15.5
1996-12-23,15.625
1996-12-24,15.625
1996-12-26,15.5625
1996-12-27,15.4375
1996-12-30,15.125
1996-12-31,14.9375
1997-01-02,15.0625
1997-01-03,15.125
1997-01-06,15.0
1997-01-07,14.9375
1997-01-08,14.75
1997-01-09,14.6875
1997-01-10,14.75
1997-01-13,14.8125
1997-01-14,15.3125
1997-01-15,15.375
1997-01-16,15.375
1997-01-17,15.8125
1997-01-20,15.8125
1997-01-21,15.6875
1997-01-22,15.0625
1997-01-23,15.0625
1997-01-24,14.8125
1997-01-27,14.4375
1997-01-28,14.25
1997-01-29,14.5625
1997-01-30,14.6875
1997-01-31,14.375
1997-02-03,14.4375
1997-02-04,14.125
1997-02-05,14.1875
1997-02-06,14.0
1997-02-07,14.0625
1997-02-10,13.875
1997-02-11,13.875
1997-02-12,14.4375
1997-02-13,14.625
1997-02-14,15.75
1997-02-18,17.0625
1997-02-19,16.6875
1997-02-20,17.0
1997-02-21,16.6875
1997-02-24,16.875
1997-02-25,16.625
1997-02-26,16.375
1997-02-27,16.8125
1997-02-28,17.0
1997-03-03,16.9375
1997-03-04,16.75
1997-03-05,16.5
1997-03-06,16.8125
1997-03-07,16.5625
1997-03-10,16.625
1997-03-11,16.5625
1997-03-12,16.375
1997-03-13,16.0625
1997-03-14,15.875
1997-03-17,15.75
1997-03-18,15.9375
1997-03-19,15.75
1997-03-20,15.6875
1997-03-21,15.3125
1997-03-24,15.9375
1997-03-25,15.9375
1997-03-26,15.9375
1997-03-27,15.0625
1997-03-31,15.1875
1997-04-01,15.0
1997-04-02,14.8125
1997-04-03,14.25
1997-04-04,14.1875
1997-04-07,13.5625
1997-04-08,13.8125
1997-04-09,13.75
1997-04-10,13.9375
1997-04-11,13.4375
1997-04-14,13.4375
1997-04-15,13.8125
1997-04-16,14.25
1997-04-17,14.625
1997-04-18,15.0625
1997-04-21,14.875
1997-04-22,14.6875
1997-04-23,14.5625
1997-04-24,14.4375
1997-04-25,14.375
1997-04-28,14.5625
1997-04-29,14.5625
1997-04-30,14.5625
1997-05-01,14.9375
1997-05-02,14.6875
1997-05-05,15.375
1997-05-06,15.5
1997-05-07,15.375
1997-05-08,15.5
1997-05-09,15.4375
1997-05-12,15.625
1997-05-13,15.4375
1997-05-14,15.125
1997-05-15,15.5625
1997-05-16,15.1875
1997-05-19,15.25
1997-05-20,15.25
1997-05-21,15.125
1997-05-22,15.0625
1997-05-23,15.25
1997-05-27,15.3125
1997-05-28,15.0
1997-05-29,14.8125
1997-05-30,14.5625
1997-06-02,14.4375
1997-06-03,14.125
1997-06-04,14.1875
1997-06-05,14.125
1997-06-06,14.4375
1997-06-09,14.375
1997-06-10,14.25
1997-06-11,14.25
1997-06-12,14.3125
1997-06-13,14.25
1997-06-16,14.3125
1997-06-17,14.375
1997-06-18,14.375
1997-06-19,14.8125
1997-06-20,14.6875
1997-06-23,14.375
1997-06-24,14.75
1997-06-25,14.5
1997-06-26,14.5
1997-06-27,14.40625
1997-06-30,15.5625
1997-07-01,14.71875
1997-07-02,14.75
1997-07-03,14.6875
1997-07-07,14.125
1997-07-08,14.15625
1997-07-09,13.875
1997-07-10,13.9375
1997-07-11,13.84375
1997-07-14,13.9375
1997-07-15,13.90625
1997-07-16,13.8125
1997-07-17,13.78125
1997-07-18,13.8125
1997-07-21,13.8125
1997-07-22,13.9375
1997-07-23,13.78125
1997-07-24,13.78125
1997-07-25,13.75
1997-07-28,13.875
1997-07-29,14.03125
1997-07-30,14.5
1997-07-31,14.625
1997-08-01,14.6875
1997-08-04,14.6875
1997-08-05,14.625
1997-08-06,14.71875
1997-08-07,14.84375
1997-08-08,14.96875
1997-08-11,15.0625
1997-08-12,14.8125
1997-08-13,14.9375
1997-08-14,14.84375
1997-08-15,14.75
1997-08-18,14.6875
1997-08-19,14.59375
1997-08-20,14.59375
1997-08-21,14.40625
1997-08-22,14.5
1997-08-25,14.46875
1997-08-26,14.4375
1997-08-27,14.1875
1997-08-28,14.0625
1997-08-29,14.0
1997-09-02,14.0
1997-09-03,14.0
1997-09-04,14.03125
1997-09-05,14.0
1997-09-08,14.0625
1997-09-09,13.9375
1997-09-10,14.0
1997-09-11,13.875
1997-09-12,13.875
1997-09-15,13.875
1997-09-16,13.75
1997-09-17,13.71875
1997-09-18,13.75
1997-09-19,13.6875
1997-09-22,13.8125
1997-09-23,13.96875
1997-09-24,13.78125
1997-09-25,14.3125
1997-09-26,14.0
1997-09-29,14.0625
1997-09-30,14.40625
1997-10-01,14.625
1997-10-02,14.90625
1997-10-03,14.78125
1997-10-06,14.71875
1997-10-07,14.625
1997-10-08,14.40625
1997-10-09,14.1875
1997-10-10,14.1875
1997-10-13,14.21875
1997-10-14,14.125
1997-10-15,14.0625
1997-10-16,14.03125
1997-10-17,14.0
1997-10-20,14.09375
1997-10-21,14.125
1997-10-22,14.0
1997-10-23,13.9375
1997-10-24,13.78125
1997-10-27,12.875
1997-10-28,12.59375
1997-10-29,12.3125
1997-10-30,12.03125
1997-10-31,11.96875
1997-11-03,12.375
1997-11-04,12.40625
1997-11-05,12.28125
1997-11-06,12.25
1997-11-07,12.0
1997-11-10,11.875
1997-11-11,11.90625
1997-11-12,11.6875
1997-11-13,11.5
1997-11-14,11.40625
1997-11-17,11.5
1997-11-18,11.25
1997-11-19,11.28125
1997-11-20,11.28125
1997-11-21,11.25
1997-11-24,11.15625
1997-11-25,11.09375
1997-11-26,10.5625
1997-11-28,10.46875
1997-12-01,10.1875
1997-12-02,10.34375
1997-12-03,10.09375
1997-12-04,9.9375
1997-12-05,10.0
1997-12-08,10.0625
1997-12-09,9.8125
1997-12-10,8.375
1997-12-11,8.0
1997-12-12,7.96875
1997-12-15,7.75
1997-12-16,7.71875
1997-12-17,7.65625
1997-12-18,7.5625
1997-12-19,7.53125
1997-12-22,7.5625
1997-12-23,7.5625
1997-12-24,7.65625
1997-12-26,7.625
1997-12-29,7.71875
1997-12-30,7.8125
1997-12-31,7.875
1998-01-02,7.96875
1998-01-05,7.875
1998-01-06,7.75
1998-01-07,7.84375
1998-01-08,7.59375
1998-01-09,7.1875
1998-01-12,7.0
1998-01-13,7.28125
1998-01-14,7.1875
1998-01-15,7.09375
1998-01-16,7.09375
1998-01-20,7.09375
1998-01-21,7.0
1998-01-22,6.71875
1998-01-23,6.96875
1998-01-26,7.0
1998-01-27,7.1875
1998-01-28,7.25
1998-01-29,7.46875
1998-01-30,7.34375
1998-02-02,7.375
1998-02-03,7.28125
1998-02-04,7.59375
1998-02-05,7.53125
1998-02-06,7.75
1998-02-09,7.9375
1998-02-10,7.96875
1998-02-11,7.78125
1998-02-12,7.71875
1998-02-13,7.625
1998-02-17,7.40625
1998-02-18,7.46875
1998-02-19,7.1875
1998-02-20,7.0625
1998-02-23,6.90625
1998-02-24,6.9375
1998-02-25,7.3125
1998-02-26,7.3125
1998-02-27,7.53125
1998-03-02,7.625
1998-03-03,7.40625
1998-03-04,7.15625
1998-03-05,7.125
1998-03-06,7.0625
1998-03-09,7.15625
1998-03-10,7.125
1998-03-11,6.96875
1998-03-12,7.0
1998-03-13,7.25
1998-03-16,7.75
1998-03-17,8.25
1998-03-18,8.15625
1998-03-19,8.4375
1998-03-20,8.34375
1998-03-23,8.84375
1998-03-24,9.53125
1998-03-25,9.65625
1998-03-26,9.5625
1998-03-27,10.0625
1998-03-30,10.21875
1998-03-31,9.96875
1998-04-01,9.5625
1998-04-02,9.59375
1998-04-03,10.03125
1998-04-06,10.53125
1998-04-07,10.25
1998-04-08,10.09375
1998-04-09,9.8125
1998-04-13,10.25
1998-04-14,10.34375
1998-04-15,10.15625
1998-04-16,10.15625
1998-04-17,10.125
1998-04-20,9.6875
1998-04-21,9.9375
1998-04-22,10.09375
1998-04-23,10.09375
1998-04-24,10.0
1998-04-27,9.71875
1998-04-28,9.625
1998-04-29,9.59375
1998-04-30,9.4375
1998-05-01,9.09375
1998-05-04,9.0625
1998-05-05,9.0
1998-05-06,8.625
1998-05-07,8.1875
1998-05-08,8.21875
1998-05-11,8.53125
1998-05-12,8.40625
1998-05-13,8.3125
1998-05-14,8.125
1998-05-15,8.1875
1998-05-18,8.15625
1998-05-19,8.09375
1998-05-20,8.34375
1998-05-21,8.6875
1998-05-22,8.5625
1998-05-26,8.125
1998-05-27,8.46875
1998-05-28,8.375
1998-05-29,8.375
1998-06-01,8.03125
1998-06-02,8.09375
1998-06-03,8.125
1998-06-04,8.25
1998-06-05,8.46875
1998-06-08,8.71875
1998-06-09,8.53125
1998-06-10,8.375
1998-06-11,8.125
1998-06-12,8.0
1998-06-15,7.84375
1998-06-16,8.03125
1998-06-17,8.34375
1998-06-18,7.71875
1998-06-19,7.625
1998-06-22,7.4375
1998-06-23,7.5
1998-06-24,7.5
1998-06-25,7.5625
1998-06-26,7.75
1998-06-29,7.59375
1998-06-30,7.59375
1998-07-01,7.53125
1998-07-02,7.5625
1998-07-06,7.65625
1998-07-07,7.84375
1998-07-08,7.71875
1998-07-09,7.53125
1998-07-10,7.46875
1998-07-13,7.5625
1998-07-14,7.75
1998-07-15,7.8125
1998-07-16,8.03125
1998-07-17,8.09375
1998-07-20,8.21875
1998-07-21,8.0625
1998-07-22,8.03125
1998-07-23,7.96875
1998-07-24,7.875
1998-07-27,7.59375
1998-07-28,7.75
1998-07-29,7.5
1998-07-30,7.53125
1998-07-31,7.40625
1998-08-03,7.25
1998-08-04,7.1875
1998-08-05,7.5
1998-08-06,7.46875
1998-08-07,7.40625
1998-08-10,7.34375
1998-08-11,7.0
1998-08-12,6.71875
1998-08-13,6.78125
1998-08-14,6.6875
1998-08-17,6.625
1998-08-18,6.5625
1998-08-19,6.59375
1998-08-20,6.75
1998-08-21,6.40625
1998-08-24,6.40625
1998-08-25,6.40625
1998-08-26,6.15625
1998-08-27,6.0625
1998-08-28,5.9375
1998-08-31,5.8125
1998-09-01,5.84375
1998-09-02,5.625
1998-09-03,6.375
1998-09-04,6.71875
1998-09-08,6.71875
1998-09-09,6.5
1998-09-10,6.78125
1998-09-11,6.71875
1998-09-14,6.625
1998-09-15,6.3125
1998-09-16,6.40625
1998-09-17,6.34375
1998-09-18,6.15625
1998-09-21,5.84375
1998-09-22,6.03125
1998-09-23,6.28125
1998-09-24,6.5625
1998-09-25,6.5
1998-09-28,6.5
1998-09-29,6.03125
1998-09-30,5.96875
1998-10-01,6.03125
1998-10-02,6.0625
1998-10-05,5.9375
1998-10-06,5.90625
1998-10-07,5.90625
1998-10-08,5.78125
1998-10-09,5.625
1998-10-12,5.65625
1998-10-13,5.65625
1998-10-14,5.46875
1998-10-15,5.53125
1998-10-16,6.25
1998-10-19,6.0
1998-10-20,6.3125
1998-10-21,6.0625
1998-10-22,5.96875
1998-10-23,5.625
1998-10-26,5.71875
1998-10-27,6.0
1998-10-28,5.9375
1998-10-29,6.4375
1998-10-30,6.125
1998-11-02,5.90625
1998-11-03,6.0
1998-11-04,6.40625
1998-11-05,6.9375
1998-11-06,7.1875
1998-11-09,7.21875
1998-11-10,7.09375
1998-11-11,7.15625
1998-11-12,7.5
1998-11-13,7.125
1998-11-16,6.6875
1998-11-17,6.78125
1998-11-18,6.84375
1998-11-19,6.75
1998-11-20,6.90625
1998-11-23,7.0
1998-11-24,6.9375
1998-11-25,6.90625
1998-11-27,6.875
1998-11-30,6.53125
1998-12-01,6.53125
1998-12-02,6.0
1998-12-03,6.0
1998-12-04,6.15625
1998-12-07,6.21875
1998-12-08,5.96875
1998-12-09,5.53125
1998-12-10,5.84375
1998-12-11,5.625
1998-12-14,5.34375
1998-12-15,5.40625
1998-12-16,5.65625
1998-12-17,5.3125
1998-12-18,5.25
1998-12-21,4.96875
1998-12-22,5.0625
1998-12-23,5.0625
1998-12-24,5.1875
1998-12-28,5.1875
1998-12-29,5.4375
1998-12-30,5.1875
1998-12-31,5.21875
1999-01-04,5.46875
1999-01-05,5.84375
1999-01-06,5.71875
1999-01-07,5.875
1999-01-08,6.03125
1999-01-11,6.3125
1999-01-12,5.53125
1999-01-13,5.625
1999-01-14,5.5
1999-01-15,5.59375
1999-01-19,5.625
1999-01-20,5.625
1999-01-21,5.625
1999-01-22,5.53125
1999-01-25,5.125
1999-01-26,5.09375
1999-01-27,4.78125
1999-01-28,5.0
1999-01-29,4.875
1999-02-01,4.9375
1999-02-02,4.9375
1999-02-03,5.03125
1999-02-04,5.4375
1999-02-05,5.5625
1999-02-08,5.71875
1999-02-09,5.3125
1999-02-10,5.125
1999-02-11,5.03125
1999-02-12,5.1875
1999-02-16,4.96875
1999-02-17,4.875
1999-02-18,4.75
1999-02-19,4.59375
1999-02-22,4.75
1999-02-23,4.6875
1999-02-24,4.59375
1999-02-25,4.6875
1999-02-26,4.71875
1999-03-01,4.65625
1999-03-02,4.75
1999-03-03,4.6875
1999-03-04,4.71875
1999-03-05,4.6875
1999-03-08,4.78125
1999-03-09,5.03125
1999-03-10,5.0
1999-03-11,4.875
1999-03-12,4.625
1999-03-15,4.625
1999-03-16,4.75
1999-03-17,4.96875
1999-03-18,5.03125
1999-03-19,5.28125
1999-03-22,5.34375
1999-03-23,5.28125
1999-03-24,5.5
1999-03-25,5.5
1999-03-26,5.5625
1999-03-29,5.09375
1999-03-30,4.9375
1999-03-31,5.4375
1999-04-01,5.25
1999-04-05,5.03125
1999-04-06,5.3125
1999-04-07,5.375
1999-04-08,5.5
1999-04-09,5.4375
1999-04-12,5.53125
1999-04-13,5.65625
1999-04-14,5.78125
1999-04-15,6.71875
1999-04-16,6.625
1999-04-19,6.875
1999-04-20,6.78125
1999-04-21,6.5625
1999-04-22,6.75
1999-04-23,6.53125
1999-04-26,6.59375
1999-04-27,6.71875
1999-04-28,7.46875
1999-04-29,8.1875
1999-04-30,7.65625
1999-05-03,7.625
1999-05-04,8.25
1999-05-05,8.0625
1999-05-06,8.84375
1999-05-07,7.875
1999-05-10,8.25
1999-05-11,8.46875
1999-05-12,8.03125
1999-05-13,7.90625
1999-05-14,8.25
1999-05-17,8.0625
1999-05-18,7.5
1999-05-19,7.6875
1999-05-20,7.75
1999-05-21,7.75
1999-05-24,7.5625
1999-05-25,7.46875
1999-05-26,7.125
1999-05-27,7.0
1999-05-28,7.0625
1999-06-01,7.21875
1999-06-02,7.5
1999-06-03,7.96875
1999-06-04,7.96875
1999-06-07,7.78125
1999-06-08,7.9375
1999-06-09,8.0625
1999-06-10,8.1875
1999-06-11,8.125
1999-06-14,8.09375
1999-06-15,8.15625
1999-06-16,7.75
1999-06-17,7.875
1999-06-18,7.875
1999-06-21,7.875
1999-06-22,7.46875
1999-06-23,7.75
1999-06-24,7.53125
1999-06-25,8.1875
1999-06-28,8.28125
1999-06-29,8.34375
1999-06-30,8.96875
1999-07-01,8.78125
1999-07-02,8.875
1999-07-06,8.875
1999-07-07,8.9375
1999-07-08,9.25
1999-07-09,9.1875
1999-07-12,8.90625
1999-07-13,8.78125
1999-07-14,8.8125
1999-07-15,8.6875
1999-07-16,8.84375
1999-07-19,8.65625
1999-07-20,8.59375
1999-07-21,8.71875
1999-07-22,8.6875
1999-07-23,8.59375
1999-07-26,8.71875
1999-07-27,8.75
1999-07-28,8.6875
1999-07-29,8.84375
1999-07-30,8.4375
1999-08-02,8.46875
1999-08-03,8.65625
1999-08-04,8.65625
1999-08-05,8.59375
1999-08-06,8.59375
1999-08-09,8.84375
1999-08-10,8.96875
1999-08-11,9.0
1999-08-12,8.90625
1999-08-13,8.75
1999-08-16,8.5
1999-08-17,8.6875
1999-08-18,8.09375
1999-08-19,8.1875
1999-08-20,8.65625
1999-08-23,8.875
1999-08-24,8.625
1999-08-25,8.40625
1999-08-26,8.96875
1999-08-27,8.75
1999-08-30,8.0
1999-08-31,8.03125
1999-09-01,8.28125
1999-09-02,8.5625
1999-09-03,8.1875
1999-09-07,8.15625
1999-09-08,7.8125
1999-09-09,7.9375
1999-09-10,7.90625
1999-09-13,7.65625
1999-09-14,7.5
1999-09-15,7.4375
1999-09-16,7.375
1999-09-17,7.1875
1999-09-20,7.25
1999-09-21,7.46875
1999-09-22,7.65625
1999-09-23,7.53125
1999-09-24,7.3125
1999-09-27,7.875
1999-09-28,7.96875
1999-09-29,7.71875
1999-09-30,7.78125
1999-10-01,8.375
1999-10-04,8.6875
1999-10-05,8.40625
1999-10-06,8.4375
1999-10-07,8.875
1999-10-08,8.5625
1999-10-11,8.75
1999-10-12,8.40625
1999-10-13,8.96875
1999-10-14,8.65625
1999-10-15,8.5625
1999-10-18,8.5
1999-10-19,8.4375
1999-10-20,8.3125
1999-10-21,8.21875
1999-10-22,8.15625
1999-10-25,8.59375
1999-10-26,8.0625
1999-10-27,8.28125
1999-10-28,8.3125
1999-10-29,8.34375
1999-11-01,8.1875
1999-11-02,8.5
1999-11-03,8.625
1999-11-04,8.5625
1999-11-05,8.46875
1999-11-08,8.4375
1999-11-09,8.53125
1999-11-10,9.0
1999-11-11,9.03125
1999-11-12,9.09375
1999-11-15,8.875
1999-11-16,8.875
1999-11-17,8.4375
1999-11-18,8.625
1999-11-19,8.46875
1999-11-22,8.0625
1999-11-23,8.1875
1999-11-24,8.53125
1999-11-26,8.34375
1999-11-29,7.8125
1999-11-30,7.90625
1999-12-01,8.0
1999-12-02,7.96875
1999-12-03,8.03125
1999-12-06,8.0
1999-12-07,8.3125
1999-12-08,8.03125
1999-12-09,7.78125
1999-12-10,7.96875
1999-12-13,8.101563
1999-12-14,7.90625
1999-12-15,8.4375
1999-12-16,8.71875
1999-12-17,8.71875
1999-12-20,8.40625
1999-12-21,8.03125
1999-12-22,8.3125
1999-12-23,8.40625
1999-12-27,8.96875
1999-12-28,9.15625
1999-12-29,10.125
1999-12-30,10.3125
1999-12-31,10.5625
2000-01-03,10.59375
2000-01-04,10.0
2000-01-05,10.375
2000-01-06,10.0625
2000-01-07,9.8125
2000-01-10,9.875
2000-01-11,9.9375
2000-01-12,9.78125
2000-01-13,9.71875
2000-01-14,9.5
2000-01-18,9.75
2000-01-19,10.0
2000-01-20,9.53125
2000-01-21,9.1875
2000-01-24,8.9375
2000-01-25,8.8125
2000-01-26,8.34375
2000-01-27,8.90625
2000-01-28,8.71875
2000-01-31,8.71875
2000-02-01,8.71875
2000-02-02,8.71875
2000-02-03,8.75
2000-02-04,9.28125
2000-02-07,9.1875
2000-02-08,9.0
2000-02-09,8.96875
2000-02-10,8.90625
2000-02-11,9.09375
2000-02-14,9.1875
2000-02-15,9.15625
2000-02-16,9.0
2000-02-17,9.0625
2000-02-18,9.0
2000-02-22,8.875
2000-02-23,8.34375
2000-02-24,7.46875
2000-02-25,7.0
2000-02-28,6.875
2000-02-29,6.875
2000-03-01,7.03125
2000-03-02,6.65625
2000-03-03,6.84375
2000-03-06,6.65625
2000-03-07,6.96875
2000-03-08,6.78125
2000-03-09,6.625
2000-03-10,6.53125
2000-03-13,6.46875
2000-03-14,6.3125
2000-03-15,6.65625
2000-03-16,6.875
2000-03-17,6.59375
2000-03-20,6.875
2000-03-21,6.9375
2000-03-22,6.3125
2000-03-23,6.875
2000-03-24,6.78125
2000-03-27,6.75
2000-03-28,6.84375
2000-03-29,6.1875
2000-03-30,6.09375
2000-03-31,6.03125
2000-04-03,6.0625
2000-04-04,6.0
2000-04-05,6.125
2000-04-06,6.09375
2000-04-07,5.46875
2000-04-10,5.78125
