Date,SPXC
1980-03-17,1.337824
1980-03-18,1.2355200000000002
1980-03-19,1.0781290000000001
1980-03-20,1.085999
1980-03-21,1.117477
1980-03-24,1.046651
1980-03-25,0.999433
1980-03-26,1.007303
1980-03-27,0.9836940000000001
1980-03-28,1.007303
1980-03-31,0.999433
1980-04-01,1.007303
1980-04-02,1.007303
1980-04-03,0.9600860000000001
1980-04-07,0.928607
1980-04-08,0.936477
1980-04-09,0.9443459999999999
1980-04-10,0.9600860000000001
1980-04-11,0.9600860000000001
1980-04-14,0.9443459999999999
1980-04-15,0.920738
1980-04-16,0.9443459999999999
1980-04-17,0.928607
1980-04-18,0.928607
1980-04-21,0.88139
1980-04-22,0.928607
1980-04-23,0.928607
1980-04-24,0.928607
1980-04-25,0.928607
1980-04-28,0.920738
1980-04-29,0.9443459999999999
1980-04-30,0.952216
1980-05-01,0.9679549999999999
1980-05-02,0.9600860000000001
1980-05-05,0.9915639999999999
1980-05-06,0.999433
1980-05-07,0.975825
1980-05-08,0.975825
1980-05-09,0.999433
1980-05-12,1.007303
1980-05-13,1.109607
1980-05-14,1.148955
1980-05-15,1.227651
1980-05-16,1.196172
1980-05-19,1.117477
1980-05-20,1.085999
1980-05-21,1.046651
1980-05-22,1.070259
1980-05-23,1.1017379999999999
1980-05-27,1.117477
1980-05-28,1.148955
1980-05-29,1.133216
1980-05-30,1.188303
1980-06-02,1.196172
1980-06-03,1.1646940000000001
1980-06-04,1.227651
1980-06-05,1.219781
1980-06-06,1.1017379999999999
1980-06-09,1.133216
1980-06-10,1.133216
1980-06-11,1.148955
1980-06-12,1.180433
1980-06-13,1.211911
1980-06-16,1.2591290000000002
1980-06-17,1.337824
1980-06-18,1.322085
1980-06-19,1.314216
1980-06-20,1.314216
1980-06-23,1.2591290000000002
1980-06-24,1.24339
1980-06-25,1.2591290000000002
1980-06-26,1.306346
1980-06-27,1.337824
1980-06-30,1.314216
1980-07-01,1.345694
1980-07-02,1.337824
1980-07-03,1.385042
1980-07-07,1.41652
1980-07-08,1.424389
1980-07-09,1.447998
1980-07-10,1.447998
1980-07-11,1.440128
1980-07-14,1.400781
1980-07-15,1.400781
1980-07-16,1.306346
1980-07-17,1.290607
1980-07-18,1.314216
1980-07-21,1.400781
1980-07-22,1.4716069999999999
1980-07-23,1.447998
1980-07-24,1.463737
1980-07-25,1.463737
1980-07-28,1.447998
1980-07-29,1.463737
1980-07-30,1.479476
1980-07-31,1.4716069999999999
1980-08-01,1.463737
1980-08-04,1.479476
1980-08-05,1.4716069999999999
1980-08-06,1.463737
1980-08-07,1.4716069999999999
1980-08-08,1.503085
1980-08-11,1.566041
1980-08-12,1.566041
1980-08-13,1.573911
1980-08-14,1.573911
1980-08-15,1.573911
1980-08-18,1.573911
1980-08-19,1.526694
1980-08-20,1.518824
1980-08-21,1.542433
1980-08-22,1.542433
1980-08-25,1.526694
1980-08-26,1.495215
1980-08-27,1.479476
1980-08-28,1.463737
1980-08-29,1.424389
1980-09-02,1.447998
1980-09-03,1.41652
1980-09-04,1.503085
1980-09-05,1.4873459999999998
1980-09-08,1.479476
1980-09-09,1.4873459999999998
1980-09-10,1.5109540000000001
1980-09-11,1.518824
1980-09-12,1.5109540000000001
1980-09-15,1.5109540000000001
1980-09-16,1.503085
1980-09-17,1.518824
1980-09-18,1.503085
1980-09-19,1.534563
1980-09-22,1.518824
1980-09-23,1.447998
1980-09-24,1.447998
1980-09-25,1.447998
1980-09-26,1.432259
1980-09-29,1.369302
1980-09-30,1.361433
1980-10-01,1.322085
1980-10-02,1.385042
1980-10-03,1.455868
1980-10-06,1.463737
1980-10-07,1.4873459999999998
1980-10-08,1.455868
1980-10-09,1.432259
1980-10-10,1.3771719999999998
1980-10-13,1.385042
1980-10-14,1.337824
1980-10-15,1.361433
1980-10-16,1.290607
1980-10-17,1.298476
1980-10-20,1.322085
1980-10-21,1.361433
1980-10-22,1.369302
1980-10-23,1.3535629999999998
1980-10-24,1.361433
1980-10-27,1.345694
1980-10-28,1.345694
1980-10-29,1.361433
1980-10-30,1.400781
1980-10-31,1.41652
1980-11-03,1.432259
1980-11-05,1.479476
1980-11-06,1.447998
1980-11-07,1.447998
1980-11-10,1.440128
1980-11-11,1.41652
1980-11-12,1.447998
1980-11-13,1.479476
1980-11-14,1.495215
1980-11-17,1.455868
1980-11-18,1.447998
1980-11-19,1.440128
1980-11-20,1.4716069999999999
1980-11-21,1.440128
1980-11-24,1.41652
1980-11-25,1.41652
1980-11-26,1.40865
1980-11-28,1.40865
1980-12-01,1.400781
1980-12-02,1.385042
1980-12-03,1.40865
1980-12-04,1.432259
1980-12-05,1.424389
1980-12-08,1.385042
1980-12-09,1.369302
1980-12-10,1.385042
1980-12-11,1.369302
1980-12-12,1.369302
1980-12-15,1.400781
1980-12-16,1.447998
1980-12-17,1.41652
1980-12-18,1.41652
1980-12-19,1.424389
1980-12-22,1.447998
1980-12-23,1.479476
1980-12-24,1.5109540000000001
1980-12-26,1.495215
1980-12-29,1.479476
1980-12-30,1.447998
1980-12-31,1.526694
1981-01-02,1.5109540000000001
1981-01-05,1.518824
1981-01-06,1.573911
1981-01-07,1.534563
1981-01-08,1.550302
1981-01-09,1.58178
1981-01-12,1.542433
1981-01-13,1.495215
1981-01-14,1.495215
1981-01-15,1.479476
1981-01-16,1.5109540000000001
1981-01-19,1.495215
1981-01-20,1.463737
1981-01-21,1.440128
1981-01-22,1.385042
1981-01-23,1.385042
1981-01-26,1.337824
1981-01-27,1.337824
1981-01-28,1.361433
1981-01-29,1.361433
1981-01-30,1.463737
1981-02-02,1.432259
1981-02-03,1.41652
1981-02-04,1.440128
1981-02-05,1.463737
1981-02-06,1.455868
1981-02-09,1.455868
1981-02-10,1.440128
1981-02-11,1.447998
1981-02-12,1.447998
1981-02-13,1.447998
1981-02-17,1.455868
1981-02-18,1.479476
1981-02-19,1.447998
1981-02-20,1.463737
1981-02-23,1.518824
1981-02-24,1.518824
1981-02-25,1.518824
1981-02-26,1.58178
1981-02-27,1.613259
1981-03-02,1.613259
1981-03-03,1.613259
1981-03-04,1.59752
1981-03-05,1.58178
1981-03-06,1.58965
1981-03-09,1.605389
1981-03-10,1.613259
1981-03-11,1.628998
1981-03-12,1.605389
1981-03-13,1.6211280000000001
1981-03-16,1.636867
1981-03-17,1.668345
1981-03-18,1.6840849999999998
1981-03-19,1.76278
1981-03-20,1.7391720000000002
1981-03-23,1.7391720000000002
1981-03-24,1.754911
1981-03-25,1.754911
1981-03-26,1.754911
1981-03-27,1.6762150000000002
1981-03-30,1.644737
1981-03-31,1.6604759999999998
1981-04-01,1.6762150000000002
1981-04-02,1.747041
1981-04-03,1.76278
1981-04-06,1.7391720000000002
1981-04-07,1.786389
1981-04-08,1.778519
1981-04-09,1.7942580000000001
1981-04-10,1.857215
1981-04-13,1.841476
1981-04-14,1.841476
1981-04-15,1.841476
1981-04-16,1.872954
1981-04-20,1.888693
1981-04-21,1.904432
1981-04-22,1.904432
1981-04-23,1.9201709999999999
1981-04-24,1.904432
1981-04-27,1.9201709999999999
1981-04-28,1.904432
1981-04-29,1.912302
1981-04-30,1.872954
1981-05-01,1.825737
1981-05-04,1.841476
1981-05-05,1.833606
1981-05-06,1.849345
1981-05-07,1.857215
1981-05-08,1.865084
1981-05-11,1.857215
1981-05-12,1.833606
1981-05-13,1.857215
1981-05-14,1.865084
1981-05-15,1.912302
1981-05-18,2.038214
1981-05-19,2.046084
1981-05-20,2.022475
1981-05-21,2.022475
1981-05-22,1.9988669999999997
1981-05-26,1.9831279999999998
1981-05-27,1.9831279999999998
1981-05-28,2.030345
1981-05-29,2.046084
1981-06-01,2.038214
1981-06-02,2.085432
1981-06-03,2.077562
1981-06-04,2.077562
1981-06-05,2.030345
1981-06-08,1.9988669999999997
1981-06-09,1.9988669999999997
1981-06-10,2.022475
1981-06-11,2.038214
1981-06-12,2.022475
1981-06-15,2.046084
1981-06-16,2.046084
1981-06-17,2.077562
1981-06-18,2.085432
1981-06-19,2.1562580000000002
1981-06-22,2.187736
1981-06-23,2.203475
1981-06-24,2.171997
