Date,XL
2012-06-18,20.07
2012-06-19,20.280001000000002
2012-06-20,20.48
2012-06-21,20.030001000000002
2012-06-22,20.110001
2012-06-25,19.709999
2012-06-26,19.82
2012-06-27,20.299999
2012-06-28,20.49
2012-06-29,21.040001
2012-07-02,21.08
2012-07-03,21.17
2012-07-05,20.950001
2012-07-06,20.83
2012-07-09,20.59
2012-07-10,20.49
2012-07-11,20.59
2012-07-12,20.290001
2012-07-13,20.450001
2012-07-16,20.440001000000002
2012-07-17,20.719998999999998
2012-07-18,20.879998999999998
2012-07-19,20.84
2012-07-20,20.41
2012-07-23,20.469998999999998
2012-07-24,20.280001000000002
2012-07-25,20.559998999999998
2012-07-26,20.559998999999998
2012-07-27,20.879998999999998
2012-07-30,20.98
2012-07-31,20.65
2012-08-01,20.700001
2012-08-02,20.68
2012-08-03,21.200001
2012-08-06,21.290001
2012-08-07,21.370001000000002
2012-08-08,22.780001000000002
2012-08-09,23.1
2012-08-10,22.98
2012-08-13,22.73
2012-08-14,23.059998999999998
2012-08-15,23.15
2012-08-16,23.459999
2012-08-17,23.450001
2012-08-20,23.4
2012-08-21,23.370001000000002
2012-08-22,23.26
2012-08-23,23.1
2012-08-24,23.23
2012-08-27,23.200001
2012-08-28,23.07
2012-08-29,23.049999
2012-08-30,22.940001000000002
2012-08-31,23.120001000000002
2012-09-04,23.24
2012-09-05,23.02
2012-09-06,23.459999
2012-09-07,23.76
2012-09-10,23.75
2012-09-11,23.82
2012-09-12,23.82
2012-09-13,24.450001
2012-09-14,24.68
2012-09-17,24.48
2012-09-18,24.27
2012-09-19,24.309998999999998
2012-09-20,24.280001000000002
2012-09-21,24.200001
2012-09-24,24.16
2012-09-25,23.93
2012-09-26,23.940001000000002
2012-09-27,24.07
2012-09-28,24.030001000000002
2012-10-01,24.299999
2012-10-02,24.540001
2012-10-03,24.549999
2012-10-04,24.709999
2012-10-05,24.860001
2012-10-08,24.940001000000002
2012-10-09,24.85
2012-10-10,25.049999
2012-10-11,25.32
2012-10-12,24.98
2012-10-15,25.280001000000002
2012-10-16,25.23
2012-10-17,25.459999
2012-10-18,25.76
2012-10-19,25.43
2012-10-22,25.559998999999998
2012-10-23,25.23
2012-10-24,25.17
2012-10-25,25.08
2012-10-26,24.77
2012-10-31,24.74
2012-11-01,24.67
2012-11-02,24.01
2012-11-05,24.219998999999998
2012-11-06,24.540001
2012-11-07,23.93
2012-11-08,24.120001000000002
2012-11-09,24.0
2012-11-12,24.0
2012-11-13,23.75
2012-11-14,23.32
2012-11-15,23.530001000000002
2012-11-16,23.709999
2012-11-19,24.120001000000002
2012-11-20,23.889999
2012-11-21,24.15
2012-11-23,24.360001
2012-11-26,24.15
2012-11-27,23.9
2012-11-28,24.200001
2012-11-29,24.200001
2012-11-30,24.33
2012-12-03,24.309998999999998
2012-12-04,24.34
2012-12-05,25.040001
2012-12-06,25.030001000000002
2012-12-07,25.09
2012-12-10,25.33
2012-12-11,24.99
2012-12-12,24.9
2012-12-13,24.360001
2012-12-14,24.290001
2012-12-17,24.84
2012-12-18,25.08
2012-12-19,24.799999
2012-12-20,24.879998999999998
2012-12-21,24.559998999999998
2012-12-24,24.83
2012-12-26,24.77
2012-12-27,24.790001
2012-12-28,24.690001000000002
2012-12-31,25.059998999999998
2013-01-02,25.33
2013-01-03,25.379998999999998
2013-01-04,26.01
2013-01-07,25.969998999999998
2013-01-08,25.85
2013-01-09,26.440001000000002
2013-01-10,26.559998999999998
2013-01-11,26.6
2013-01-14,26.440001000000002
2013-01-15,26.85
2013-01-16,26.77
2013-01-17,26.99
2013-01-18,27.219998999999998
2013-01-22,27.48
2013-01-23,27.610001
2013-01-24,27.540001
2013-01-25,27.790001
2013-01-28,27.41
2013-01-29,27.73
2013-01-30,27.709999
2013-01-31,27.719998999999998
2013-02-01,28.07
2013-02-04,27.459999
2013-02-05,27.549999
2013-02-06,27.719998999999998
2013-02-07,27.84
2013-02-08,28.24
2013-02-11,28.309998999999998
2013-02-12,28.41
2013-02-13,28.42
2013-02-14,28.219998999999998
2013-02-15,28.67
2013-02-19,28.799999
2013-02-20,28.530001000000002
2013-02-21,28.459999
2013-02-22,28.99
2013-02-25,28.200001
2013-02-26,28.42
2013-02-27,28.76
2013-02-28,28.639999
2013-03-01,28.82
2013-03-04,29.040001
2013-03-05,29.469998999999998
2013-03-06,29.469998999999998
2013-03-07,29.530001000000002
2013-03-08,29.66
2013-03-11,29.73
2013-03-12,29.9
2013-03-13,30.0
2013-03-14,30.370001000000002
2013-03-15,30.4
2013-03-18,30.280001000000002
2013-03-19,30.120001000000002
2013-03-20,30.219998999999998
2013-03-21,30.200001
2013-03-22,30.25
2013-03-25,30.299999
2013-03-26,30.25
2013-03-27,30.299999
2013-03-28,30.299999
2013-04-01,30.25
2013-04-02,30.809998999999998
2013-04-03,30.559998999999998
2013-04-04,30.58
2013-04-05,30.77
2013-04-08,31.02
2013-04-09,31.09
2013-04-10,31.32
2013-04-11,31.6
2013-04-12,31.290001
2013-04-15,30.41
2013-04-16,31.15
2013-04-17,30.790001
2013-04-18,30.030001000000002
2013-04-19,30.440001000000002
2013-04-22,30.530001000000002
2013-04-23,31.1
2013-04-24,31.620001000000002
2013-04-25,31.51
2013-04-26,31.15
2013-04-29,31.139999
2013-04-30,31.139999
2013-05-01,30.889999
2013-05-02,30.799999
2013-05-03,32.23
2013-05-06,32.130001
2013-05-07,32.099998
2013-05-08,31.92
2013-05-09,31.99
2013-05-10,31.93
2013-05-13,32.07
2013-05-14,32.709998999999996
2013-05-15,32.700001
2013-05-16,32.66
2013-05-17,32.450001
2013-05-20,32.27
2013-05-21,32.049999
2013-05-22,31.98
2013-05-23,31.620001000000002
