Date,ECL
1973-02-21,2.5
1973-02-22,2.5
1973-02-23,2.476563
1973-02-26,2.484375
1973-02-27,2.46875
1973-02-28,2.484375
1973-03-01,2.460938
1973-03-02,2.46875
1973-03-05,2.453125
1973-03-06,2.453125
1973-03-07,2.429688
1973-03-08,2.421875
1973-03-09,2.414063
1973-03-12,2.40625
1973-03-13,2.414063
1973-03-14,2.421875
1973-03-15,2.429688
1973-03-16,2.4375
1973-03-19,2.429688
1973-03-20,2.414063
1973-03-21,2.414063
1973-03-22,2.351563
1973-03-23,2.296875
1973-03-26,2.242188
1973-03-27,2.304688
1973-03-28,2.328125
1973-03-29,2.375
1973-03-30,2.359375
1973-04-02,2.320313
1973-04-03,2.304688
1973-04-04,2.265625
1973-04-05,2.273438
1973-04-06,2.289063
1973-04-09,2.289063
1973-04-10,2.375
1973-04-11,2.445313
1973-04-12,2.4375
1973-04-13,2.398438
1973-04-16,2.375
1973-04-17,2.367188
1973-04-18,2.367188
1973-04-19,2.375
1973-04-23,2.328125
1973-04-24,2.289063
1973-04-25,2.203125
1973-04-26,2.203125
1973-04-27,2.140625
1973-04-30,2.140625
1973-05-01,2.171875
1973-05-02,2.21875
1973-05-03,2.320313
1973-05-04,2.375
1973-05-07,2.367188
1973-05-08,2.382813
1973-05-09,2.367188
1973-05-10,2.359375
1973-05-11,2.304688
1973-05-14,2.21875
1973-05-15,2.21875
1973-05-16,2.195313
1973-05-17,2.164063
1973-05-18,2.101563
1973-05-21,2.078125
1973-05-22,2.101563
1973-05-23,2.15625
1973-05-24,2.25
1973-05-25,2.273438
1973-05-29,2.28125
1973-05-30,2.257813
1973-05-31,2.21875
1973-06-01,2.234375
1973-06-04,2.210938
1973-06-05,2.226563
1973-06-06,2.226563
1973-06-07,2.234375
1973-06-08,2.273438
1973-06-11,2.265625
1973-06-12,2.328125
1973-06-13,2.304688
1973-06-14,2.3125
1973-06-15,2.28125
1973-06-18,2.257813
1973-06-19,2.289063
1973-06-20,2.296875
1973-06-21,2.320313
1973-06-22,2.351563
1973-06-25,2.335938
1973-06-26,2.382813
1973-06-27,2.390625
1973-06-28,2.390625
1973-06-29,2.375
1973-07-02,2.359375
1973-07-03,2.289063
1973-07-05,2.28125
1973-07-06,2.28125
1973-07-09,2.296875
1973-07-10,2.328125
1973-07-11,2.414063
1973-07-12,2.46875
1973-07-13,2.46875
1973-07-16,2.453125
1973-07-17,2.453125
1973-07-18,2.453125
1973-07-19,2.445313
1973-07-20,2.453125
1973-07-23,2.46875
1973-07-24,2.507813
1973-07-25,2.5625
1973-07-26,2.515625
1973-07-27,2.5
1973-07-30,2.476563
1973-07-31,2.492188
1973-08-01,2.484375
1973-08-02,2.5
1973-08-03,2.554688
1973-08-06,2.59375
1973-08-07,2.671875
1973-08-08,2.609375
1973-08-09,2.6875
1973-08-10,2.679688
1973-08-13,2.601563
1973-08-14,2.554688
1973-08-15,2.554688
1973-08-16,2.554688
1973-08-17,2.625
1973-08-20,2.59375
1973-08-21,2.59375
1973-08-22,2.578125
1973-08-23,2.640625
1973-08-24,2.625
1973-08-27,2.648438
1973-08-28,2.625
1973-08-29,2.632813
1973-08-30,2.640625
1973-08-31,2.75
1973-09-04,2.726563
1973-09-05,2.695313
1973-09-06,2.671875
1973-09-07,2.6875
1973-09-10,2.6875
1973-09-11,2.6875
1973-09-12,2.734375
1973-09-13,2.765625
1973-09-14,2.78125
1973-09-17,2.8125
1973-09-18,2.890625
1973-09-19,3.015625
1973-09-20,3.023438
1973-09-21,3.046875
1973-09-24,3.0625
1973-09-25,3.085938
1973-09-26,3.101563
1973-09-27,3.078125
1973-09-28,3.117188
1973-10-01,3.109375
1973-10-02,3.179688
1973-10-03,3.179688
1973-10-04,3.109375
1973-10-05,3.101563
1973-10-08,3.09375
1973-10-09,2.96875
1973-10-10,2.96875
1973-10-11,2.992188
1973-10-12,3.007813
1973-10-15,3.054688
1973-10-16,3.070313
1973-10-17,3.046875
1973-10-18,3.015625
1973-10-19,3.015625
1973-10-22,2.9375
1973-10-23,2.859375
1973-10-24,2.78125
1973-10-25,2.835938
1973-10-26,2.84375
1973-10-29,2.765625
1973-10-30,2.804688
1973-10-31,2.820313
1973-11-01,2.828125
1973-11-02,2.84375
1973-11-05,2.828125
1973-11-06,2.8125
1973-11-07,2.765625
1973-11-08,2.75
1973-11-09,2.703125
1973-11-12,2.609375
1973-11-13,2.539063
1973-11-14,2.484375
1973-11-15,2.5
1973-11-16,2.476563
1973-11-19,2.453125
1973-11-20,2.484375
1973-11-21,2.546875
1973-11-23,2.5625
1973-11-26,2.53125
1973-11-27,2.507813
1973-11-28,2.507813
1973-11-29,2.476563
1973-11-30,2.453125
1973-12-03,2.429688
1973-12-04,2.375
1973-12-05,2.359375
1973-12-06,2.429688
1973-12-07,2.507813
1973-12-10,2.609375
1973-12-11,2.578125
1973-12-12,2.578125
1973-12-13,2.5625
1973-12-14,2.554688
1973-12-17,2.429688
1973-12-18,2.40625
1973-12-19,2.390625
1973-12-20,2.390625
1973-12-21,2.390625
1973-12-24,2.382813
1973-12-26,2.382813
1973-12-27,2.375
1973-12-28,2.375
1973-12-31,2.476563
1974-01-02,2.445313
1974-01-03,2.46875
1974-01-04,2.453125
1974-01-07,2.382813
1974-01-08,2.265625
1974-01-09,2.203125
1974-01-10,2.140625
1974-01-11,2.21875
1974-01-14,2.210938
1974-01-15,2.234375
1974-01-16,2.320313
1974-01-17,2.414063
1974-01-18,2.359375
1974-01-21,2.34375
1974-01-22,2.34375
1974-01-23,2.34375
1974-01-24,2.359375
1974-01-25,2.34375
1974-01-28,2.234375
1974-01-29,2.203125
1974-01-30,2.273438
1974-01-31,2.3125
1974-02-01,2.335938
1974-02-04,2.296875
1974-02-05,2.28125
1974-02-06,2.203125
1974-02-07,2.203125
1974-02-08,2.085938
1974-02-11,1.96875
1974-02-12,1.921875
1974-02-13,1.960938
1974-02-14,2.015625
1974-02-15,2.109375
1974-02-19,2.109375
1974-02-20,2.101563
1974-02-21,2.15625
1974-02-22,2.15625
1974-02-25,2.140625
1974-02-26,2.164063
1974-02-27,2.164063
1974-02-28,2.15625
1974-03-01,2.15625
1974-03-04,2.15625
1974-03-05,2.234375
1974-03-06,2.257813
1974-03-07,2.242188
1974-03-08,2.25
1974-03-11,2.34375
1974-03-12,2.421875
1974-03-13,2.40625
1974-03-14,2.421875
1974-03-15,2.398438
1974-03-18,2.367188
1974-03-19,2.351563
1974-03-20,2.375
1974-03-21,2.421875
1974-03-22,2.40625
1974-03-25,2.40625
1974-03-26,2.40625
1974-03-27,2.390625
1974-03-28,2.390625
1974-03-29,2.40625
1974-04-01,2.375
1974-04-02,2.359375
1974-04-03,2.328125
1974-04-04,2.328125
1974-04-05,2.320313
1974-04-08,2.257813
1974-04-09,2.21875
1974-04-10,2.171875
1974-04-11,2.164063
1974-04-15,2.164063
1974-04-16,2.1875
1974-04-17,2.234375
1974-04-18,2.226563
1974-04-19,2.195313
1974-04-22,2.1875
1974-04-23,2.164063
1974-04-24,2.09375
1974-04-25,2.09375
1974-04-26,2.132813
1974-04-29,2.148438
1974-04-30,2.140625
1974-05-01,2.210938
1974-05-02,2.296875
1974-05-03,2.296875
1974-05-06,2.28125
1974-05-07,2.25
1974-05-08,2.1875
1974-05-09,2.21875
1974-05-10,2.203125
1974-05-13,2.195313
1974-05-14,2.195313
1974-05-15,2.171875
1974-05-16,2.125
1974-05-17,2.046875
1974-05-20,2.070313
1974-05-21,2.085938
1974-05-22,2.085938
1974-05-23,2.078125
1974-05-24,2.15625
1974-05-28,2.132813
1974-05-29,2.109375
1974-05-30,2.125
1974-05-31,2.125
1974-06-03,2.148438
1974-06-04,2.179688
1974-06-05,2.242188
1974-06-06,2.265625
1974-06-07,2.265625
1974-06-10,2.265625
1974-06-11,2.195313
1974-06-12,2.289063
1974-06-13,2.296875
1974-06-14,2.320313
1974-06-17,2.3125
1974-06-18,2.34375
1974-06-19,2.335938
1974-06-20,2.296875
1974-06-21,2.328125
1974-06-24,2.320313
1974-06-25,2.265625
1974-06-26,2.15625
1974-06-27,2.109375
1974-06-28,2.054688
1974-07-01,2.046875
1974-07-02,2.046875
1974-07-03,2.039063
1974-07-05,2.015625
1974-07-08,1.921875
1974-07-09,1.835938
1974-07-10,1.828125
1974-07-11,1.867188
1974-07-12,2.046875
1974-07-15,2.070313
1974-07-16,2.03125
1974-07-17,2.117188
1974-07-18,2.117188
1974-07-19,2.148438
1974-07-22,2.164063
1974-07-23,2.132813
1974-07-24,2.0625
1974-07-25,1.96875
1974-07-26,2.015625
1974-07-29,2.0
1974-07-30,1.992188
1974-07-31,1.984375
1974-08-01,1.976563
1974-08-02,1.96875
1974-08-05,1.953125
1974-08-06,2.046875
1974-08-07,2.085938
1974-08-08,2.054688
1974-08-09,2.085938
1974-08-12,2.078125
1974-08-13,1.984375
1974-08-14,1.851563
1974-08-15,1.828125
1974-08-16,1.828125
1974-08-19,1.796875
1974-08-20,1.828125
1974-08-21,1.828125
1974-08-22,1.8125
1974-08-23,1.84375
1974-08-26,1.882813
1974-08-27,1.851563
1974-08-28,1.8125
1974-08-29,1.6328129999999998
1974-08-30,1.640625
1974-09-03,1.5234379999999998
1974-09-04,1.4453129999999998
1974-09-05,1.5078129999999998
1974-09-06,1.5546879999999998
1974-09-09,1.5234379999999998
1974-09-10,1.53125
1974-09-11,1.5390629999999998
1974-09-12,1.484375
1974-09-13,1.4765629999999998
1974-09-16,1.53125
1974-09-17,1.5390629999999998
1974-09-18,1.515625
1974-09-19,1.5078129999999998
1974-09-20,1.4765629999999998
1974-09-23,1.359375
1974-09-24,1.3125
1974-09-25,1.3046879999999998
1974-09-26,1.28125
1974-09-27,1.2578129999999998
1974-09-30,1.1875
1974-10-01,1.0859379999999998
1974-10-02,1.109375
1974-10-03,1.109375
1974-10-04,1.109375
1974-10-07,1.1328129999999998
1974-10-08,1.125
1974-10-09,1.21875
1974-10-10,1.4140629999999998
1974-10-11,1.546875
1974-10-14,1.5078129999999998
1974-10-15,1.453125
1974-10-16,1.4375
1974-10-17,1.53125
1974-10-18,1.625
1974-10-21,1.703125
1974-10-22,1.671875
1974-10-23,1.625
1974-10-24,1.5625
1974-10-25,1.5625
1974-10-28,1.484375
1974-10-29,1.546875
1974-10-30,1.65625
1974-10-31,1.648438
1974-11-01,1.671875
1974-11-04,1.648438
1974-11-05,1.625
1974-11-06,1.546875
1974-11-07,1.6171879999999998
1974-11-08,1.609375
1974-11-11,1.6015629999999998
1974-11-12,1.53125
1974-11-13,1.5390629999999998
1974-11-14,1.5546879999999998
1974-11-15,1.5703129999999998
1974-11-18,1.515625
1974-11-19,1.4296879999999998
1974-11-20,1.328125
1974-11-21,1.390625
1974-11-22,1.453125
1974-11-25,1.4609379999999998
1974-11-26,1.5078129999999998
1974-11-27,1.515625
1974-11-29,1.5234379999999998
1974-12-02,1.484375
1974-12-03,1.4140629999999998
1974-12-04,1.3359379999999998
1974-12-05,1.3046879999999998
1974-12-06,1.328125
1974-12-09,1.390625
1974-12-10,1.4765629999999998
1974-12-11,1.46875
1974-12-12,1.5
1974-12-13,1.5078129999999998
1974-12-16,1.484375
1974-12-17,1.546875
1974-12-18,1.5546879999999998
1974-12-19,1.5234379999999998
1974-12-20,1.4765629999999998
1974-12-23,1.46875
1974-12-24,1.484375
1974-12-26,1.46875
1974-12-27,1.4375
1974-12-30,1.4609379999999998
1974-12-31,1.5
1975-01-02,1.5
1975-01-03,1.5390629999999998
1975-01-06,1.5625
1975-01-07,1.5625
1975-01-08,1.5
1975-01-09,1.5625
1975-01-10,1.53125
1975-01-13,1.46875
1975-01-14,1.4609379999999998
1975-01-15,1.4375
1975-01-16,1.4296879999999998
1975-01-17,1.40625
1975-01-20,1.4140629999999998
1975-01-21,1.3671879999999998
1975-01-22,1.375
1975-01-23,1.4296879999999998
1975-01-24,1.4609379999999998
1975-01-27,1.484375
1975-01-28,1.53125
1975-01-29,1.648438
1975-01-30,1.609375
1975-01-31,1.65625
1975-02-03,1.664063
1975-02-04,1.65625
1975-02-05,1.820313
1975-02-06,1.859375
1975-02-07,1.796875
1975-02-10,1.765625
1975-02-11,1.804688
1975-02-12,1.835938
1975-02-13,1.953125
1975-02-14,2.023438
1975-02-18,2.085938
1975-02-19,2.179688
1975-02-20,2.15625
1975-02-21,2.140625
1975-02-24,2.125
1975-02-25,2.0625
1975-02-26,2.09375
1975-02-27,2.054688
1975-02-28,2.109375
1975-03-03,2.179688
1975-03-04,2.1875
1975-03-05,2.101563
1975-03-06,2.070313
1975-03-07,2.046875
1975-03-10,2.046875
1975-03-11,1.945313
1975-03-12,1.90625
1975-03-13,1.96875
1975-03-14,2.046875
1975-03-17,2.03125
1975-03-18,2.0625
1975-03-19,2.0625
1975-03-20,2.070313
1975-03-21,1.960938
1975-03-24,1.90625
1975-03-25,1.945313
1975-03-26,2.023438
1975-03-27,2.0625
1975-03-31,2.046875
1975-04-01,2.070313
1975-04-02,2.109375
1975-04-03,2.085938
1975-04-04,2.085938
1975-04-07,2.09375
1975-04-08,2.085938
1975-04-09,2.140625
1975-04-10,2.148438
1975-04-11,2.148438
1975-04-14,2.023438
1975-04-15,1.96875
1975-04-16,1.984375
1975-04-17,2.015625
1975-04-18,2.023438
1975-04-21,2.0
1975-04-22,1.96875
1975-04-23,1.992188
1975-04-24,2.054688
1975-04-25,2.070313
1975-04-28,2.0625
1975-04-29,1.992188
1975-04-30,1.984375
1975-05-01,1.960938
1975-05-02,1.882813
1975-05-05,1.84375
1975-05-06,1.710938
1975-05-07,1.695313
1975-05-08,1.828125
1975-05-09,1.851563
1975-05-12,1.875
1975-05-13,1.9375
1975-05-14,2.007813
1975-05-15,2.0
1975-05-16,1.945313
1975-05-19,1.921875
1975-05-20,1.9375
1975-05-21,1.914063
1975-05-22,1.992188
1975-05-23,2.078125
1975-05-27,2.070313
1975-05-28,2.03125
1975-05-29,1.96875
1975-05-30,1.976563
1975-06-02,1.960938
1975-06-03,1.96875
1975-06-04,2.007813
1975-06-05,1.984375
1975-06-06,1.984375
1975-06-09,1.9375
1975-06-10,1.929688
1975-06-11,1.976563
1975-06-12,1.96875
1975-06-13,2.039063
1975-06-16,2.0625
1975-06-17,2.054688
1975-06-18,2.046875
1975-06-19,2.070313
1975-06-20,2.101563
1975-06-23,2.171875
1975-06-24,2.132813
1975-06-25,2.109375
1975-06-26,2.117188
1975-06-27,2.09375
1975-06-30,2.03125
1975-07-01,2.0
1975-07-02,1.96875
1975-07-03,1.992188
1975-07-07,1.984375
1975-07-08,2.0
1975-07-09,2.0
1975-07-10,2.0
1975-07-11,2.0
1975-07-14,2.0
1975-07-15,1.984375
1975-07-16,1.953125
1975-07-17,1.953125
1975-07-18,1.929688
1975-07-21,1.882813
1975-07-22,1.875
1975-07-23,1.820313
1975-07-24,1.820313
1975-07-25,1.820313
1975-07-28,1.828125
1975-07-29,1.875
1975-07-30,1.960938
1975-07-31,1.953125
1975-08-01,1.804688
1975-08-04,1.804688
1975-08-05,1.734375
1975-08-06,1.804688
1975-08-07,1.78125
1975-08-08,1.78125
1975-08-11,1.75
1975-08-12,1.6875
1975-08-13,1.671875
1975-08-14,1.640625
1975-08-15,1.5703129999999998
1975-08-18,1.546875
1975-08-19,1.5390629999999998
1975-08-20,1.546875
1975-08-21,1.5703129999999998
1975-08-22,1.578125
1975-08-25,1.5625
1975-08-26,1.5546879999999998
1975-08-27,1.6015629999999998
1975-08-28,1.703125
1975-08-29,1.734375
1975-09-02,1.726563
1975-09-03,1.734375
1975-09-04,1.71875
1975-09-05,1.640625
1975-09-08,1.578125
1975-09-09,1.546875
1975-09-10,1.5
1975-09-11,1.5078129999999998
1975-09-12,1.484375
1975-09-15,1.484375
1975-09-16,1.4609379999999998
1975-09-17,1.5
1975-09-18,1.625
1975-09-19,1.578125
1975-09-22,1.53125
1975-09-23,1.53125
1975-09-24,1.484375
1975-09-25,1.515625
1975-09-26,1.53125
1975-09-29,1.5234379999999998
1975-09-30,1.53125
1975-10-01,1.5390629999999998
1975-10-02,1.546875
1975-10-03,1.5625
1975-10-06,1.5625
1975-10-07,1.640625
1975-10-08,1.726563
1975-10-09,1.765625
1975-10-10,1.71875
1975-10-13,1.75
1975-10-14,1.703125
1975-10-15,1.734375
1975-10-16,1.726563
1975-10-17,1.71875
1975-10-20,1.757813
1975-10-21,1.78125
1975-10-22,1.765625
1975-10-23,1.78125
1975-10-24,1.742188
1975-10-27,1.75
1975-10-28,1.789063
1975-10-29,1.757813
1975-10-30,1.75
1975-10-31,1.734375
1975-11-03,1.703125
1975-11-04,1.726563
1975-11-05,1.726563
1975-11-06,1.71875
1975-11-07,1.664063
1975-11-10,1.609375
1975-11-11,1.59375
1975-11-12,1.664063
1975-11-13,1.664063
1975-11-14,1.664063
1975-11-17,1.671875
1975-11-18,1.695313
1975-11-19,1.6875
1975-11-20,1.695313
1975-11-21,1.726563
1975-11-24,1.742188
1975-11-25,1.726563
1975-11-26,1.734375
1975-11-28,1.734375
1975-12-01,1.734375
1975-12-02,1.734375
1975-12-03,1.71875
1975-12-04,1.71875
1975-12-05,1.726563
1975-12-08,1.742188
1975-12-09,1.734375
1975-12-10,1.703125
1975-12-11,1.664063
1975-12-12,1.640625
1975-12-15,1.6328129999999998
1975-12-16,1.640625
1975-12-17,1.640625
1975-12-18,1.625
1975-12-19,1.578125
1975-12-22,1.5703129999999998
1975-12-23,1.5703129999999998
1975-12-24,1.6171879999999998
1975-12-26,1.6328129999999998
1975-12-29,1.59375
1975-12-30,1.578125
1975-12-31,1.5625
1976-01-02,1.546875
1976-01-05,1.5546879999999998
1976-01-06,1.609375
1976-01-07,1.679688
1976-01-08,1.695313
1976-01-09,1.773438
1976-01-12,1.78125
1976-01-13,1.78125
1976-01-14,1.796875
1976-01-15,1.757813
1976-01-16,1.78125
1976-01-19,1.796875
1976-01-20,1.820313
1976-01-21,1.828125
1976-01-22,1.859375
1976-01-23,1.882813
1976-01-26,1.859375
1976-01-27,1.835938
1976-01-28,1.8125
1976-01-29,1.828125
1976-01-30,1.875
1976-02-02,1.890625
1976-02-03,1.898438
1976-02-04,1.976563
1976-02-05,1.9375
1976-02-06,1.890625
1976-02-09,1.90625
1976-02-10,1.921875
1976-02-11,1.960938
1976-02-12,1.9375
1976-02-13,1.90625
1976-02-17,1.90625
1976-02-18,1.945313
1976-02-19,1.953125
1976-02-20,1.945313
1976-02-23,1.9375
1976-02-24,1.945313
1976-02-25,1.96875
1976-02-26,1.96875
1976-02-27,1.921875
1976-03-01,1.90625
1976-03-02,1.898438
1976-03-03,1.851563
1976-03-04,1.835938
1976-03-05,1.796875
1976-03-08,1.828125
1976-03-09,1.820313
1976-03-10,1.828125
1976-03-11,1.859375
1976-03-12,1.859375
1976-03-15,1.828125
1976-03-16,1.828125
1976-03-17,1.789063
1976-03-18,1.773438
1976-03-19,1.71875
1976-03-22,1.71875
1976-03-23,1.742188
1976-03-24,1.734375
1976-03-25,1.71875
1976-03-26,1.710938
1976-03-29,1.695313
1976-03-30,1.6875
1976-03-31,1.695313
1976-04-01,1.6875
1976-04-02,1.679688
1976-04-05,1.695313
1976-04-06,1.726563
1976-04-07,1.703125
1976-04-08,1.671875
1976-04-09,1.664063
1976-04-12,1.664063
1976-04-13,1.671875
1976-04-14,1.679688
1976-04-15,1.71875
1976-04-19,1.75
1976-04-20,1.765625
1976-04-21,1.734375
1976-04-22,1.710938
1976-04-23,1.65625
1976-04-26,1.65625
1976-04-27,1.5859379999999998
1976-04-28,1.6015629999999998
1976-04-29,1.578125
1976-04-30,1.5859379999999998
1976-05-03,1.5625
1976-05-04,1.5625
1976-05-05,1.609375
1976-05-06,1.609375
1976-05-07,1.625
1976-05-10,1.625
1976-05-11,1.6015629999999998
1976-05-12,1.625
1976-05-13,1.6328129999999998
1976-05-14,1.6328129999999998
1976-05-17,1.640625
1976-05-18,1.6328129999999998
1976-05-19,1.640625
1976-05-20,1.65625
1976-05-21,1.664063
1976-05-24,1.65625
1976-05-25,1.671875
1976-05-26,1.695313
1976-05-27,1.671875
1976-05-28,1.65625
1976-06-01,1.6015629999999998
1976-06-02,1.546875
1976-06-03,1.546875
1976-06-04,1.53125
1976-06-07,1.5390629999999998
1976-06-08,1.5546879999999998
1976-06-09,1.5703129999999998
1976-06-10,1.59375
1976-06-11,1.578125
1976-06-14,1.6015629999999998
1976-06-15,1.578125
1976-06-16,1.578125
1976-06-17,1.6015629999999998
1976-06-18,1.6015629999999998
1976-06-21,1.6328129999999998
1976-06-22,1.6328129999999998
1976-06-23,1.6015629999999998
1976-06-24,1.609375
1976-06-25,1.6015629999999998
1976-06-28,1.609375
1976-06-29,1.609375
1976-06-30,1.59375
1976-07-01,1.59375
1976-07-02,1.625
1976-07-06,1.609375
1976-07-07,1.6171879999999998
1976-07-08,1.625
1976-07-09,1.65625
1976-07-12,1.65625
1976-07-13,1.65625
1976-07-14,1.6171879999999998
1976-07-15,1.625
1976-07-16,1.640625
1976-07-19,1.5390629999999998
1976-07-20,1.5390629999999998
1976-07-21,1.5703129999999998
1976-07-22,1.5625
1976-07-23,1.5546879999999998
1976-07-26,1.5390629999999998
1976-07-27,1.515625
1976-07-28,1.484375
1976-07-29,1.4921879999999998
1976-07-30,1.5
1976-08-02,1.5078129999999998
1976-08-03,1.515625
1976-08-04,1.515625
1976-08-05,1.4921879999999998
1976-08-06,1.5
1976-08-09,1.5
1976-08-10,1.5
1976-08-11,1.5
1976-08-12,1.5
1976-08-13,1.4375
1976-08-16,1.453125
1976-08-17,1.4921879999999998
1976-08-18,1.5
1976-08-19,1.4453129999999998
1976-08-20,1.4375
1976-08-23,1.4296879999999998
1976-08-24,1.4296879999999998
1976-08-25,1.421875
1976-08-26,1.453125
1976-08-27,1.5
1976-08-30,1.5
1976-08-31,1.5
1976-09-01,1.53125
1976-09-02,1.546875
1976-09-03,1.546875
1976-09-07,1.546875
1976-09-08,1.546875
1976-09-09,1.546875
1976-09-10,1.546875
1976-09-13,1.546875
1976-09-14,1.53125
1976-09-15,1.515625
1976-09-16,1.515625
1976-09-17,1.5078129999999998
1976-09-20,1.4609379999999998
1976-09-21,1.4453129999999998
1976-09-22,1.4296879999999998
1976-09-23,1.4296879999999998
1976-09-24,1.4609379999999998
1976-09-27,1.5078129999999998
1976-09-28,1.4765629999999998
1976-09-29,1.4765629999999998
1976-09-30,1.4765629999999998
1976-10-01,1.421875
1976-10-04,1.4375
1976-10-05,1.421875
1976-10-06,1.4375
1976-10-07,1.46875
1976-10-08,1.46875
1976-10-11,1.4921879999999998
1976-10-12,1.515625
1976-10-13,1.6015629999999998
1976-10-14,1.5703129999999998
1976-10-15,1.6015629999999998
1976-10-18,1.609375
1976-10-19,1.703125
1976-10-20,1.65625
1976-10-21,1.648438
1976-10-22,1.6328129999999998
1976-10-25,1.6171879999999998
1976-10-26,1.625
1976-10-27,1.640625
1976-10-28,1.65625
1976-10-29,1.671875
1976-11-01,1.65625
1976-11-03,1.648438
1976-11-04,1.648438
1976-11-05,1.625
1976-11-08,1.6171879999999998
1976-11-09,1.6015629999999998
1976-11-10,1.5859379999999998
1976-11-11,1.59375
1976-11-12,1.59375
1976-11-15,1.609375
1976-11-16,1.609375
1976-11-17,1.65625
1976-11-18,1.710938
1976-11-19,1.71875
1976-11-22,1.726563
1976-11-23,1.71875
1976-11-24,1.695313
1976-11-26,1.6875
1976-11-29,1.609375
1976-11-30,1.625
1976-12-01,1.671875
1976-12-02,1.648438
1976-12-03,1.640625
1976-12-06,1.625
1976-12-07,1.625
1976-12-08,1.640625
1976-12-09,1.625
1976-12-10,1.6171879999999998
1976-12-13,1.59375
1976-12-14,1.578125
1976-12-15,1.5625
1976-12-16,1.5625
1976-12-17,1.5625
1976-12-20,1.5390629999999998
1976-12-21,1.546875
1976-12-22,1.5546879999999998
1976-12-23,1.59375
1976-12-27,1.578125
1976-12-28,1.578125
1976-12-29,1.5546879999999998
1976-12-30,1.5546879999999998
1976-12-31,1.5546879999999998
1977-01-03,1.5390629999999998
1977-01-04,1.5078129999999998
1977-01-05,1.5078129999999998
1977-01-06,1.53125
1977-01-07,1.515625
1977-01-10,1.5
