Date,FLR
2000-12-01,13.5
2000-12-04,15.0
2000-12-05,15.125
2000-12-06,15.0
2000-12-07,14.8125
2000-12-08,15.0
2000-12-11,15.1875
2000-12-12,15.125
2000-12-13,15.375
2000-12-14,15.25
2000-12-15,14.75
2000-12-18,15.125
2000-12-19,15.125
2000-12-20,14.75
2000-12-21,14.4375
2000-12-22,16.3125
2000-12-26,16.15625
2000-12-27,16.53125
2000-12-28,16.59375
2000-12-29,16.53125
2001-01-02,17.125
2001-01-03,17.375
2001-01-04,17.3125
2001-01-05,16.8125
2001-01-08,16.84375
2001-01-09,16.78125
2001-01-10,16.78125
2001-01-11,16.71875
2001-01-12,16.625
2001-01-16,16.5
2001-01-17,16.71875
2001-01-18,16.71875
2001-01-19,16.46875
2001-01-22,16.21875
2001-01-23,16.3125
2001-01-24,16.28125
2001-01-25,16.59375
2001-01-26,16.59375
2001-01-29,16.41
2001-01-30,15.91
2001-01-31,16.219998999999998
2001-02-01,17.254998999999998
2001-02-02,17.059998999999998
2001-02-05,16.85
2001-02-06,17.504998999999998
2001-02-07,18.110001
2001-02-08,19.004998999999998
2001-02-09,19.26
2001-02-12,19.700001
2001-02-13,19.594998999999998
2001-02-14,19.35
2001-02-15,19.59
2001-02-16,18.77
2001-02-20,18.1
2001-02-21,18.049999
2001-02-22,18.355
2001-02-23,18.525
2001-02-26,19.75
2001-02-27,19.24
2001-02-28,19.059998999999998
2001-03-01,19.125
2001-03-02,20.205
2001-03-05,23.174999
2001-03-06,21.530001000000002
2001-03-07,22.4
2001-03-08,23.375
2001-03-09,23.42
2001-03-12,23.105
2001-03-13,22.5
2001-03-14,21.485001
2001-03-15,22.48
2001-03-16,22.049999
2001-03-19,21.82
2001-03-20,21.73
2001-03-21,21.190001000000002
2001-03-22,20.16
2001-03-23,20.705
2001-03-26,20.77
2001-03-27,20.940001000000002
2001-03-28,21.040001
2001-03-29,22.635
2001-03-30,22.25
2001-04-02,21.615
2001-04-03,20.715
2001-04-04,21.110001
2001-04-05,21.16
2001-04-06,20.485001
2001-04-09,20.985001
2001-04-10,21.344998999999998
2001-04-11,21.025
2001-04-12,21.08
2001-04-16,22.0
2001-04-17,22.25
2001-04-18,22.620001000000002
2001-04-19,22.5
2001-04-20,22.565001000000002
2001-04-23,22.775
2001-04-24,24.1
2001-04-25,25.85
2001-04-26,27.125
2001-04-27,27.575001
2001-04-30,26.355
2001-05-01,27.325001
2001-05-02,25.85
2001-05-03,25.5
2001-05-04,26.200001
2001-05-07,25.99
2001-05-08,26.045
2001-05-09,25.84
2001-05-10,27.174999
2001-05-11,26.879998999999998
2001-05-14,26.99
2001-05-15,26.855
2001-05-16,28.450001
2001-05-17,29.5
2001-05-18,29.25
2001-05-21,29.405001000000002
2001-05-22,31.325001
2001-05-23,30.27
2001-05-24,30.275
2001-05-25,29.125
2001-05-29,29.105
2001-05-30,29.135
2001-05-31,29.16
2001-06-01,28.855
2001-06-04,28.700001
2001-06-05,27.379998999999998
2001-06-06,26.4
2001-06-07,26.375
2001-06-08,26.575001
2001-06-11,26.055
2001-06-12,26.07
2001-06-13,27.059998999999998
2001-06-14,26.860001
2001-06-15,26.5
2001-06-18,26.59
2001-06-19,26.035
2001-06-20,22.5
2001-06-21,24.389999
2001-06-22,22.52
2001-06-25,21.85
2001-06-26,21.924999
2001-06-27,21.84
2001-06-28,22.030001000000002
2001-06-29,22.575001
2001-07-02,22.725
2001-07-03,22.745001000000002
2001-07-05,19.98
2001-07-06,21.145
2001-07-09,20.504998999999998
2001-07-10,20.52
2001-07-11,19.655001000000002
2001-07-12,20.0
2001-07-13,19.99
2001-07-16,18.785
2001-07-17,17.65
2001-07-18,19.700001
2001-07-19,20.049999
2001-07-20,19.889999
2001-07-23,19.200001
2001-07-24,18.629998999999998
2001-07-25,18.58
2001-07-26,18.75
2001-07-27,19.290001
2001-07-30,19.395
2001-07-31,19.764999
2001-08-01,18.82
2001-08-02,19.58
2001-08-03,19.639999
2001-08-06,19.25
2001-08-07,18.83
2001-08-08,18.754998999999998
2001-08-09,18.99
2001-08-10,19.059998999999998
2001-08-13,18.99
2001-08-14,19.290001
2001-08-15,19.030001000000002
2001-08-16,19.68
2001-08-17,19.254998999999998
2001-08-20,19.719998999999998
2001-08-21,20.4
2001-08-22,20.799999
2001-08-23,21.200001
2001-08-24,21.66
2001-08-27,22.200001
2001-08-28,21.879998999999998
2001-08-29,22.525
2001-08-30,22.254998999999998
2001-08-31,22.665001
2001-09-04,22.0
2001-09-05,22.4
2001-09-06,21.875
2001-09-07,20.879998999999998
2001-09-10,21.25
2001-09-17,21.16
2001-09-18,20.325001
2001-09-19,18.655001000000002
2001-09-20,18.084999
2001-09-21,18.030001000000002
2001-09-24,18.475
2001-09-25,18.285
2001-09-26,18.75
2001-09-27,18.83
2001-09-28,19.25
2001-10-01,19.5
2001-10-02,19.58
2001-10-03,21.52
2001-10-04,22.084999
2001-10-05,21.08
2001-10-08,21.145
2001-10-09,22.545
2001-10-10,22.575001
2001-10-11,23.49
2001-10-12,22.75
2001-10-15,22.85
2001-10-16,23.139999
2001-10-17,22.305
2001-10-18,21.735001
2001-10-19,21.49
2001-10-22,22.385
2001-10-23,21.700001
2001-10-24,21.66
2001-10-25,22.9
2001-10-26,22.825001
2001-10-29,22.434998999999998
2001-10-30,20.34
2001-10-31,18.610001
2001-11-01,18.825001
2001-11-02,19.315001000000002
2001-11-05,19.66
2001-11-06,19.785
2001-11-07,21.025
2001-11-08,20.375
2001-11-09,19.51
2001-11-12,20.325001
2001-11-13,21.254998999999998
2001-11-14,19.735001
2001-11-15,19.299999
2001-11-16,18.405001000000002
2001-11-19,18.77
2001-11-20,19.299999
2001-11-21,18.9
2001-11-23,18.955
2001-11-26,19.360001
2001-11-27,19.67
2001-11-28,19.395
2001-11-29,18.855
2001-11-30,18.924999
2001-12-03,19.049999
2001-12-04,19.67
2001-12-05,19.975
2001-12-06,19.725
2001-12-07,19.465
2001-12-10,19.32
2001-12-11,19.754998999999998
2001-12-12,17.985001
2001-12-13,18.1
2001-12-14,18.15
2001-12-17,18.08
2001-12-18,18.209999
2001-12-19,18.85
