Date,SPR
2006-11-28,28.309998999999998
2006-11-29,29.02
2006-11-30,29.15
2006-12-01,29.15
2006-12-04,29.799999
2006-12-05,30.26
2006-12-06,30.549999
2006-12-07,30.879998999999998
2006-12-08,31.030001000000002
2006-12-11,31.26
2006-12-12,31.049999
2006-12-13,30.959999
2006-12-14,30.65
2006-12-15,30.700001
2006-12-18,30.790001
2006-12-19,30.98
2006-12-20,31.26
2006-12-21,31.209999
2006-12-22,31.33
2006-12-26,31.200001
2006-12-27,31.5
2006-12-28,32.16
2006-12-29,33.470001
2007-01-03,31.26
2007-01-04,30.5
2007-01-05,30.0
2007-01-08,29.98
2007-01-09,30.049999
2007-01-10,30.07
2007-01-11,30.629998999999998
2007-01-12,31.23
2007-01-16,30.84
2007-01-17,30.879998999999998
2007-01-18,30.299999
2007-01-19,30.25
2007-01-22,29.68
2007-01-23,30.08
2007-01-24,30.02
2007-01-25,29.33
2007-01-26,29.01
2007-01-29,29.059998999999998
2007-01-30,29.219998999999998
2007-01-31,30.629998999999998
2007-02-01,30.35
2007-02-02,30.67
2007-02-05,30.879998999999998
2007-02-06,31.16
2007-02-07,30.99
2007-02-08,31.209999
2007-02-09,31.450001
2007-02-12,31.0
2007-02-13,30.280001000000002
2007-02-14,30.200001
2007-02-15,30.35
2007-02-16,30.17
2007-02-20,30.07
2007-02-21,30.02
2007-02-22,30.049999
2007-02-23,30.1
2007-02-26,30.09
2007-02-27,29.459999
2007-02-28,29.51
2007-03-01,29.139999
2007-03-02,28.0
2007-03-05,27.98
2007-03-06,28.719998999999998
2007-03-07,28.67
2007-03-08,29.059998999999998
2007-03-09,29.26
2007-03-12,29.51
2007-03-13,29.52
2007-03-14,29.15
2007-03-15,31.049999
2007-03-16,30.969998999999998
2007-03-19,31.85
2007-03-20,31.84
2007-03-21,31.77
2007-03-22,31.77
2007-03-23,32.369999
2007-03-26,32.07
2007-03-27,32.029999
2007-03-28,31.530001000000002
2007-03-29,32.529999
2007-03-30,31.85
2007-04-02,31.32
2007-04-03,31.85
2007-04-04,31.969998999999998
2007-04-05,31.719998999999998
2007-04-09,32.290001000000004
2007-04-10,32.189999
2007-04-11,31.85
2007-04-12,31.549999
2007-04-13,31.48
2007-04-16,31.799999
2007-04-17,31.85
2007-04-18,32.400002
2007-04-19,31.85
2007-04-20,31.9
2007-04-23,32.150002
2007-04-24,31.98
2007-04-25,32.200001
2007-04-26,32.400002
2007-04-27,31.809998999999998
2007-04-30,31.629998999999998
2007-05-01,31.83
2007-05-02,32.200001
2007-05-03,32.360001000000004
2007-05-04,32.349998
2007-05-07,32.34
2007-05-08,33.169998
2007-05-09,33.299999
2007-05-10,33.310001
2007-05-11,34.580002
2007-05-14,33.849998
2007-05-15,33.439999
2007-05-16,34.27
2007-05-17,34.43
2007-05-18,34.549999
2007-05-21,33.939999
2007-05-22,33.5
2007-05-23,33.0
2007-05-24,33.02
2007-05-25,33.799999
2007-05-29,34.23
2007-05-30,34.57
2007-05-31,34.91
2007-06-01,35.66
2007-06-04,35.75
2007-06-05,35.869999
2007-06-06,35.549999
2007-06-07,35.07
2007-06-08,34.669998
2007-06-11,35.16
2007-06-12,35.919998
2007-06-13,36.5
2007-06-14,36.869999
2007-06-15,37.900002
2007-06-18,36.900002
2007-06-19,36.41
2007-06-20,36.599998
2007-06-21,36.48
2007-06-22,36.82
2007-06-25,36.110001000000004
2007-06-26,35.029999
2007-06-27,35.209998999999996
2007-06-28,35.52
2007-06-29,36.049999
2007-07-02,37.18
2007-07-03,37.490002000000004
2007-07-05,38.049999
2007-07-06,38.419998
2007-07-09,39.200001
2007-07-10,38.869999
2007-07-11,39.439999
2007-07-12,38.93
2007-07-13,39.349998
2007-07-16,39.060001
2007-07-17,39.700001
2007-07-18,40.0
2007-07-19,40.5
2007-07-20,40.5
2007-07-23,40.27
2007-07-24,39.849998
2007-07-25,40.07
2007-07-26,39.349998
2007-07-27,37.599998
2007-07-30,37.18
2007-07-31,36.299999
2007-08-01,37.540001000000004
2007-08-02,37.400002
2007-08-03,35.970001
2007-08-06,36.34
2007-08-07,36.560001
2007-08-08,37.75
2007-08-09,36.27
2007-08-10,34.91
2007-08-13,36.110001000000004
2007-08-14,35.98
2007-08-15,34.189999
2007-08-16,32.330002
2007-08-17,34.599998
2007-08-20,35.77
2007-08-21,36.029999
2007-08-22,36.529999
2007-08-23,35.77
2007-08-24,35.490002000000004
2007-08-27,35.860001000000004
2007-08-28,34.25
2007-08-29,35.439999
2007-08-30,35.669998
2007-08-31,35.75
2007-09-04,36.189999
2007-09-05,35.490002000000004
2007-09-06,36.509997999999996
2007-09-07,36.27
2007-09-10,35.880001
2007-09-11,35.73
2007-09-12,34.889998999999996
2007-09-13,34.439999
2007-09-14,34.98
2007-09-17,34.139998999999996
2007-09-18,35.009997999999996
2007-09-19,34.759997999999996
2007-09-20,34.889998999999996
2007-09-21,35.25
2007-09-24,37.610001000000004
2007-09-25,37.509997999999996
2007-09-26,37.799999
2007-09-27,37.939999
2007-09-28,38.939999
2007-10-01,38.169998
2007-10-02,37.639998999999996
2007-10-03,37.330002
2007-10-04,36.720001
2007-10-05,36.669998
2007-10-08,37.0
2007-10-09,38.360001000000004
2007-10-10,35.919998
2007-10-11,34.900002
2007-10-12,35.27
2007-10-15,33.400002
2007-10-16,34.5
2007-10-17,34.07
2007-10-18,33.990002000000004
2007-10-19,32.799999
2007-10-22,33.400002
2007-10-23,34.639998999999996
2007-10-24,34.419998
2007-10-25,33.380001
2007-10-26,33.43
2007-10-29,33.799999
