Date,GNW
2004-05-25,19.5
2004-05-26,19.5
2004-05-27,19.5
2004-05-28,19.5
2004-06-01,19.530001000000002
2004-06-02,19.469998999999998
2004-06-03,19.51
2004-06-04,19.950001
2004-06-07,20.370001000000002
2004-06-08,20.09
2004-06-09,20.049999
2004-06-10,20.120001000000002
2004-06-14,20.15
2004-06-15,20.129998999999998
2004-06-16,20.23
2004-06-17,20.9
2004-06-18,21.700001
2004-06-21,21.440001000000002
2004-06-22,21.49
2004-06-23,21.74
2004-06-24,21.950001
2004-06-25,22.200001
2004-06-28,22.360001
2004-06-29,22.57
2004-06-30,22.950001
2004-07-01,22.65
2004-07-02,22.299999
2004-07-06,22.219998999999998
2004-07-07,22.299999
2004-07-08,21.85
2004-07-09,21.889999
2004-07-12,22.1
2004-07-13,23.0
2004-07-14,22.790001
2004-07-15,22.84
2004-07-16,22.48
2004-07-19,22.799999
2004-07-20,23.15
2004-07-21,23.200001
2004-07-22,23.120001000000002
2004-07-23,23.049999
2004-07-26,22.99
2004-07-27,22.6
2004-07-28,22.52
2004-07-29,22.68
2004-07-30,22.74
2004-08-02,22.719998999999998
2004-08-03,22.76
2004-08-04,22.450001
2004-08-05,21.83
2004-08-06,21.440001000000002
2004-08-09,21.41
2004-08-10,21.200001
2004-08-11,21.049999
2004-08-12,20.98
2004-08-13,21.07
2004-08-16,21.459999
2004-08-17,21.469998999999998
2004-08-18,21.57
2004-08-19,21.6
2004-08-20,21.799999
2004-08-23,21.700001
2004-08-24,21.65
2004-08-25,21.9
2004-08-26,22.4
2004-08-27,22.040001
2004-08-30,22.280001000000002
2004-08-31,22.73
2004-09-01,22.5
2004-09-02,22.5
2004-09-03,22.48
2004-09-07,22.860001
2004-09-08,23.219998999999998
2004-09-09,22.950001
2004-09-10,22.879998999999998
2004-09-13,22.9
2004-09-14,22.9
2004-09-15,23.299999
2004-09-16,23.9
2004-09-17,23.129998999999998
2004-09-20,22.67
2004-09-21,22.82
2004-09-22,22.41
2004-09-23,22.5
2004-09-24,22.799999
2004-09-27,22.6
2004-09-28,22.6
2004-09-29,22.73
2004-09-30,23.299999
2004-10-01,23.99
2004-10-04,24.450001
2004-10-05,24.450001
2004-10-06,24.469998999999998
2004-10-07,24.379998999999998
2004-10-08,24.879998999999998
2004-10-11,24.75
2004-10-12,23.99
2004-10-13,23.790001
2004-10-14,23.49
2004-10-15,23.98
2004-10-18,23.719998999999998
2004-10-19,22.91
2004-10-20,23.450001
2004-10-21,23.6
2004-10-22,23.75
2004-10-25,23.75
2004-10-26,24.049999
2004-10-27,23.969998999999998
2004-10-28,23.969998999999998
2004-10-29,23.860001
2004-11-01,24.049999
2004-11-02,24.620001000000002
2004-11-03,24.85
2004-11-04,25.200001
2004-11-05,25.620001000000002
2004-11-08,25.389999
2004-11-09,25.73
2004-11-10,26.450001
2004-11-11,26.15
2004-11-12,25.9
2004-11-15,26.35
2004-11-16,26.200001
2004-11-17,26.280001000000002
2004-11-18,25.719998999999998
2004-11-19,25.18
2004-11-22,25.6
2004-11-23,25.76
2004-11-24,25.93
2004-11-26,26.209999
2004-11-29,25.85
2004-11-30,26.299999
2004-12-01,25.93
2004-12-02,25.950001
2004-12-03,26.4
2004-12-06,26.200001
2004-12-07,25.940001000000002
2004-12-08,25.690001000000002
2004-12-09,25.75
2004-12-10,26.16
2004-12-13,26.66
2004-12-14,27.190001000000002
2004-12-15,26.17
2004-12-16,26.0
2004-12-17,26.200001
2004-12-20,26.15
2004-12-21,26.299999
2004-12-22,26.4
2004-12-23,27.040001
2004-12-27,26.77
2004-12-28,26.98
2004-12-29,27.25
2004-12-30,27.08
2004-12-31,27.0
2005-01-03,27.09
2005-01-04,26.809998999999998
2005-01-05,26.309998999999998
2005-01-06,26.32
2005-01-07,26.049999
2005-01-10,25.98
2005-01-11,26.02
2005-01-12,26.07
2005-01-13,26.1
2005-01-14,25.719998999999998
2005-01-18,26.0
2005-01-19,26.549999
2005-01-20,26.549999
2005-01-21,26.58
2005-01-24,26.68
2005-01-25,26.65
2005-01-26,27.209999
2005-01-27,26.91
2005-01-28,26.4
2005-01-31,26.530001000000002
2005-02-01,26.620001000000002
2005-02-02,26.68
2005-02-03,26.6
2005-02-04,26.879998999999998
2005-02-07,26.9
2005-02-08,27.059998999999998
2005-02-09,27.059998999999998
2005-02-10,27.139999
2005-02-11,27.200001
2005-02-14,28.0
2005-02-15,28.459999
2005-02-16,28.379998999999998
2005-02-17,28.540001
2005-02-18,28.209999
2005-02-22,28.0
2005-02-23,28.030001000000002
2005-02-24,28.07
2005-02-25,28.459999
2005-02-28,28.16
2005-03-01,28.309998999999998
2005-03-02,29.1
2005-03-03,28.68
2005-03-04,28.75
2005-03-07,29.299999
2005-03-08,28.85
2005-03-09,28.92
2005-03-10,29.040001
2005-03-11,29.129998999999998
2005-03-14,28.57
2005-03-15,28.83
2005-03-16,28.809998999999998
2005-03-17,29.559998999999998
2005-03-18,29.01
2005-03-21,28.1
2005-03-22,27.559998999999998
2005-03-23,26.75
2005-03-24,26.799999
2005-03-28,27.25
2005-03-29,27.549999
2005-03-30,27.549999
2005-03-31,27.52
2005-04-01,27.610001
2005-04-04,27.6
2005-04-05,27.790001
2005-04-06,27.6
2005-04-07,27.5
2005-04-08,27.5
2005-04-11,27.9
2005-04-12,28.35
2005-04-13,28.26
2005-04-14,28.33
2005-04-15,27.91
2005-04-18,27.83
2005-04-19,27.700001
2005-04-20,27.33
2005-04-21,27.51
2005-04-22,27.15
2005-04-25,27.879998999999998
2005-04-26,28.040001
2005-04-27,28.0
2005-04-28,27.76
2005-04-29,27.950001
2005-05-02,27.42
2005-05-03,27.35
2005-05-04,27.85
2005-05-05,27.969998999999998
2005-05-06,28.25
2005-05-09,27.85
2005-05-10,27.91
2005-05-11,27.959999
2005-05-12,27.26
2005-05-13,27.32
2005-05-16,27.780001000000002
2005-05-17,27.75
2005-05-18,27.98
2005-05-19,27.77
2005-05-20,27.68
2005-05-23,27.85
2005-05-24,27.99
2005-05-25,27.74
2005-05-26,27.950001
2005-05-27,28.57
2005-05-31,28.99
2005-06-01,28.99
2005-06-02,28.98
2005-06-03,28.65
2005-06-06,28.93
2005-06-07,29.66
2005-06-08,29.280001000000002
2005-06-09,29.370001000000002
2005-06-10,29.549999
2005-06-13,29.59
2005-06-14,29.76
