Date,USFD
2017-07-05,26.83
2017-07-06,26.48
2017-07-07,26.780001000000002
2017-07-10,26.709999
2017-07-11,27.0
2017-07-12,27.370001000000002
2017-07-13,27.59
2017-07-14,27.9
2017-07-17,27.969998999999998
2017-07-18,27.780001000000002
2017-07-19,28.0
2017-07-20,27.84
2017-07-21,28.129998999999998
2017-07-24,28.219998999999998
2017-07-25,28.32
2017-07-26,28.280001000000002
2017-07-27,28.129998999999998
2017-07-28,28.09
2017-07-31,28.15
2017-08-01,28.209999
2017-08-02,28.389999
2017-08-03,28.200001
2017-08-04,28.389999
2017-08-07,28.469998999999998
2017-08-08,28.610001
2017-08-09,27.299999
2017-08-10,26.959999
2017-08-11,26.790001
2017-08-14,26.77
2017-08-15,26.75
2017-08-16,26.83
2017-08-17,26.709999
2017-08-18,26.620001000000002
2017-08-21,26.639999
2017-08-22,27.23
2017-08-23,27.32
2017-08-24,27.110001
2017-08-25,27.4
2017-08-28,27.08
2017-08-29,26.950001
2017-08-30,27.299999
2017-08-31,27.450001
2017-09-01,27.76
2017-09-05,27.440001000000002
2017-09-06,27.26
2017-09-07,27.290001
2017-09-08,27.1
2017-09-11,27.15
2017-09-12,27.700001
2017-09-13,28.01
2017-09-14,27.07
2017-09-15,27.190001000000002
2017-09-18,27.35
2017-09-19,27.25
2017-09-20,27.299999
2017-09-21,27.01
2017-09-22,26.83
2017-09-25,26.68
2017-09-26,26.969998999999998
2017-09-27,26.9
2017-09-28,26.809998999999998
2017-09-29,26.700001
2017-10-02,26.6
2017-10-03,26.5
2017-10-04,26.76
2017-10-05,27.110001
2017-10-06,27.129998999999998
2017-10-09,26.91
2017-10-10,27.059998999999998
2017-10-11,27.059998999999998
2017-10-12,27.0
2017-10-13,26.959999
2017-10-16,27.290001
2017-10-17,27.33
2017-10-18,27.139999
2017-10-19,27.4
2017-10-20,27.57
2017-10-23,27.52
2017-10-24,27.41
2017-10-25,27.200001
2017-10-26,27.18
2017-10-27,27.139999
2017-10-30,26.99
2017-10-31,27.280001000000002
2017-11-01,27.49
2017-11-02,27.59
2017-11-03,27.639999
2017-11-06,26.959999
2017-11-07,26.040001
2017-11-08,26.67
2017-11-09,26.65
2017-11-10,26.6
2017-11-13,26.58
2017-11-14,26.809998999999998
2017-11-15,26.459999
2017-11-16,26.9
2017-11-17,27.450001
2017-11-20,27.459999
2017-11-21,27.26
2017-11-22,27.389999
2017-11-24,27.5
2017-11-27,27.290001
2017-11-28,27.629998999999998
2017-11-29,28.32
2017-11-30,29.120001000000002
2017-12-01,29.309998999999998
2017-12-04,30.1
2017-12-05,30.18
2017-12-06,30.110001
2017-12-07,30.620001000000002
2017-12-08,31.0
2017-12-11,30.950001
2017-12-12,30.52
2017-12-13,30.790001
2017-12-14,30.299999
2017-12-15,30.389999
2017-12-18,30.940001000000002
2017-12-19,30.700001
2017-12-20,30.9
2017-12-21,30.92
2017-12-22,31.27
2017-12-26,31.620001000000002
2017-12-27,31.6
2017-12-28,31.76
2017-12-29,31.93
2018-01-02,32.040001000000004
2018-01-03,32.0
2018-01-04,32.23
2018-01-05,32.860001000000004
2018-01-08,32.110001000000004
2018-01-09,32.189999
2018-01-10,32.09
2018-01-11,32.099998
2018-01-12,32.450001
2018-01-16,32.400002
2018-01-17,32.73
2018-01-18,32.849998
2018-01-19,33.150002
2018-01-22,33.5
2018-01-23,32.889998999999996
2018-01-24,33.32
2018-01-25,33.669998
2018-01-26,33.82
2018-01-29,33.130001
2018-01-30,32.59
2018-01-31,32.130001
2018-02-01,31.959999
2018-02-02,31.290001
2018-02-05,29.879998999999998
2018-02-06,30.709999
2018-02-07,30.280001000000002
2018-02-08,29.24
2018-02-09,29.879998999999998
2018-02-12,29.73
2018-02-13,29.93
2018-02-14,29.99
2018-02-15,32.869999
2018-02-16,32.779999
2018-02-20,31.959999
2018-02-21,32.290001000000004
2018-02-22,32.200001
2018-02-23,32.849998
2018-02-26,33.34
2018-02-27,33.18
2018-02-28,33.389998999999996
2018-03-01,33.599998
2018-03-02,33.759997999999996
2018-03-05,33.470001
2018-03-06,34.099998
2018-03-07,34.080002
2018-03-08,34.240002000000004
2018-03-09,34.66
2018-03-12,34.200001
2018-03-13,34.009997999999996
2018-03-14,33.57
2018-03-15,33.509997999999996
2018-03-16,34.290001000000004
2018-03-19,34.470001
2018-03-20,34.599998
2018-03-21,34.040001000000004
2018-03-22,33.349998
2018-03-23,33.27
2018-03-26,33.560001
2018-03-27,33.290001000000004
2018-03-28,32.939999
2018-03-29,32.77
2018-04-02,32.02
2018-04-03,33.130001
2018-04-04,33.860001000000004
2018-04-05,33.5
2018-04-06,33.189999
2018-04-09,33.25
2018-04-10,33.700001
2018-04-11,33.209998999999996
2018-04-12,33.700001
2018-04-13,33.889998999999996
2018-04-16,34.439999
2018-04-17,35.029999
2018-04-18,34.610001000000004
2018-04-19,34.23
2018-04-20,34.099998
2018-04-23,33.849998
2018-04-24,34.189999
2018-04-25,34.5
2018-04-26,34.849998
2018-04-27,34.790001000000004
2018-04-30,34.18
2018-05-01,34.189999
2018-05-02,33.939999
2018-05-03,33.310001
2018-05-04,33.529999
2018-05-07,33.720001
2018-05-08,33.25
2018-05-09,34.27
2018-05-10,34.169998
2018-05-11,34.080002
2018-05-14,34.07
2018-05-15,34.959998999999996
2018-05-16,35.279999
2018-05-17,35.869999
2018-05-18,35.84
2018-05-21,35.630001
2018-05-22,35.43
2018-05-23,35.25
2018-05-24,35.720001
2018-05-25,35.77
2018-05-29,35.560001
2018-05-30,36.110001000000004
2018-05-31,35.68
2018-06-01,36.450001
2018-06-04,36.790001000000004
2018-06-05,37.439999
2018-06-06,37.549999
2018-06-07,37.169998
2018-06-08,37.259997999999996
2018-06-11,36.970001
2018-06-12,36.82
2018-06-13,37.110001000000004
2018-06-14,37.279999
2018-06-15,37.599998
2018-06-18,37.310001
2018-06-19,37.650002
2018-06-20,37.77
2018-06-21,37.93
2018-06-22,38.220001
2018-06-25,37.950001
2018-06-26,38.299999
2018-06-27,37.990002000000004
2018-06-28,37.919998
2018-06-29,37.82
2018-07-02,37.970001
2018-07-03,37.869999
2018-07-05,38.18
2018-07-06,38.439999
2018-07-09,38.419998
2018-07-10,38.709998999999996
2018-07-11,38.779999
2018-07-12,39.18
2018-07-13,39.91
2018-07-16,39.75
2018-07-17,39.900002
2018-07-18,39.599998
2018-07-19,39.959998999999996
2018-07-20,40.099998
2018-07-23,40.07
2018-07-24,39.619999
2018-07-25,40.41
2018-07-26,40.5
2018-07-27,40.599998
2018-07-30,33.509997999999996
2018-07-31,33.810001
2018-08-01,32.91
2018-08-02,33.139998999999996
2018-08-03,33.07
2018-08-06,33.130001
2018-08-07,33.220001
2018-08-08,33.060001
2018-08-09,33.200001
2018-08-10,32.740002000000004
2018-08-13,33.150002
2018-08-14,34.07
2018-08-15,33.91
2018-08-16,33.91
2018-08-17,33.860001000000004
2018-08-20,34.029999
2018-08-21,34.02
2018-08-22,34.080002
2018-08-23,33.630001
2018-08-24,33.639998999999996
2018-08-27,32.709998999999996
2018-08-28,32.349998
2018-08-29,32.110001000000004
2018-08-30,32.23
2018-08-31,32.59
2018-09-04,32.400002
2018-09-05,32.200001
2018-09-06,31.85
2018-09-07,31.52
2018-09-10,31.799999
2018-09-11,31.889999
2018-09-12,31.559998999999998
2018-09-13,31.59
2018-09-14,31.200001
2018-09-17,31.690001000000002
2018-09-18,31.68
2018-09-19,31.42
2018-09-20,31.549999
2018-09-21,31.309998999999998
2018-09-24,30.98
2018-09-25,30.74
2018-09-26,30.99
2018-09-27,30.940001000000002
2018-09-28,30.82
2018-10-01,30.360001
2018-10-02,30.200001
2018-10-03,29.790001
2018-10-04,29.959999
2018-10-05,29.690001000000002
2018-10-08,29.9
2018-10-09,29.52
2018-10-10,29.1
2018-10-11,28.299999
2018-10-12,28.440001000000002
2018-10-15,28.48
2018-10-16,29.25
2018-10-17,29.879998999999998
2018-10-18,30.200001
2018-10-19,30.690001000000002
2018-10-22,30.07
2018-10-23,29.799999
2018-10-24,29.719998999999998
2018-10-25,29.32
2018-10-26,28.870001000000002
2018-10-29,28.43
2018-10-30,29.610001
2018-10-31,29.17
2018-11-01,29.5
2018-11-02,29.219998999999998
2018-11-05,27.99
2018-11-06,31.629998999999998
2018-11-07,31.75
2018-11-08,31.799999
2018-11-09,31.5
2018-11-12,31.459999
2018-11-13,31.610001
2018-11-14,32.18
2018-11-15,32.27
2018-11-16,32.0
2018-11-19,32.02
2018-11-20,32.27
2018-11-21,32.009997999999996
2018-11-23,32.610001000000004
2018-11-26,32.889998999999996
2018-11-27,32.369999
2018-11-28,32.630001
2018-11-29,32.509997999999996
2018-11-30,33.18
2018-12-03,33.130001
2018-12-04,32.5
2018-12-06,32.189999
2018-12-07,31.83
2018-12-10,31.780001000000002
2018-12-11,31.82
2018-12-12,31.639999
2018-12-13,31.719998999999998
2018-12-14,31.809998999999998
2018-12-17,31.530001000000002
2018-12-18,31.74
2018-12-19,31.58
2018-12-20,30.74
2018-12-21,30.35
2018-12-24,29.809998999999998
2018-12-26,30.92
2018-12-27,31.059998999999998
2018-12-28,31.18
2018-12-31,31.639999
2019-01-02,31.700001
2019-01-03,31.52
2019-01-04,32.759997999999996
2019-01-07,33.16
2019-01-08,33.360001000000004
2019-01-09,33.400002
2019-01-10,33.299999
2019-01-11,33.549999
2019-01-14,33.419998
2019-01-15,33.110001000000004
2019-01-16,33.139998999999996
2019-01-17,32.939999
2019-01-18,33.68
2019-01-22,33.889998999999996
2019-01-23,34.259997999999996
2019-01-24,34.349998
2019-01-25,33.959998999999996
2019-01-28,34.189999
2019-01-29,34.220001
2019-01-30,34.150002
2019-01-31,33.720001
2019-02-01,33.18
2019-02-04,34.630001
2019-02-05,34.560001
2019-02-06,34.82
2019-02-07,35.310001
2019-02-08,34.66
2019-02-11,35.279999
2019-02-12,34.630001
2019-02-13,35.5
2019-02-14,35.310001
2019-02-15,35.310001
2019-02-19,35.290001000000004
2019-02-20,35.5
2019-02-21,35.490002000000004
2019-02-22,35.389998999999996
2019-02-25,35.09
2019-02-26,35.470001
2019-02-27,35.310001
2019-02-28,35.240002000000004
2019-03-01,35.02
2019-03-04,34.599998
2019-03-05,34.41
2019-03-06,34.029999
2019-03-07,34.189999
2019-03-08,34.080002
2019-03-11,34.0
2019-03-12,34.560001
2019-03-13,34.880001
2019-03-14,34.630001
2019-03-15,34.759997999999996
2019-03-18,34.630001
2019-03-19,34.57
2019-03-20,34.400002
2019-03-21,34.619999
2019-03-22,34.049999
2019-03-25,34.560001
2019-03-26,34.580002
2019-03-27,34.419998
2019-03-28,34.869999
2019-03-29,34.91
2019-04-01,35.23
2019-04-02,34.650002
2019-04-03,34.720001
2019-04-04,35.080002
2019-04-05,35.27
2019-04-08,35.150002
2019-04-09,35.0
2019-04-10,35.080002
2019-04-11,35.540001000000004
2019-04-12,35.630001
2019-04-15,35.549999
2019-04-16,35.490002000000004
2019-04-17,35.639998999999996
2019-04-18,35.610001000000004
2019-04-22,35.080002
2019-04-23,36.279999
2019-04-24,36.09
2019-04-25,36.400002
2019-04-26,35.950001
2019-04-29,36.310001
2019-04-30,36.549999
2019-05-01,36.07
2019-05-02,36.389998999999996
2019-05-03,36.48
2019-05-06,36.790001000000004
2019-05-07,38.25
2019-05-08,38.119999
2019-05-09,38.650002
2019-05-10,38.799999
2019-05-13,38.110001000000004
2019-05-14,38.349998
2019-05-15,38.07
2019-05-16,38.810001
2019-05-17,38.299999
2019-05-20,38.200001
2019-05-21,38.299999
2019-05-22,37.790001000000004
2019-05-23,36.98
2019-05-24,37.07
2019-05-28,36.880001
2019-05-29,35.799999
2019-05-30,35.849998
2019-05-31,34.560001
2019-06-03,34.880001
2019-06-04,35.330002
2019-06-05,36.450001
2019-06-06,36.02
2019-06-07,35.799999
2019-06-10,36.110001000000004
2019-06-11,36.779999
2019-06-12,36.830002
2019-06-13,36.990002000000004
2019-06-14,36.459998999999996
2019-06-17,36.610001000000004
2019-06-18,36.259997999999996
2019-06-19,36.02
2019-06-20,35.919998
2019-06-21,35.200001
2019-06-24,35.220001
2019-06-25,35.759997999999996
2019-06-26,35.619999
2019-06-27,35.650002
2019-06-28,35.759997999999996
2019-07-01,35.990002000000004
2019-07-02,36.41
2019-07-03,36.709998999999996
2019-07-05,36.669998
2019-07-08,36.560001
2019-07-09,36.299999
2019-07-10,36.389998999999996
2019-07-11,36.419998
2019-07-12,36.169998
2019-07-15,36.150002
2019-07-16,36.150002
2019-07-17,35.720001
2019-07-18,35.419998
2019-07-19,35.209998999999996
2019-07-22,34.860001000000004
2019-07-23,34.869999
2019-07-24,34.529999
2019-07-25,34.950001
2019-07-26,35.619999
2019-07-29,35.560001
2019-07-30,35.490002000000004
2019-07-31,35.369999
2019-08-01,34.869999
2019-08-02,34.68
2019-08-05,35.139998999999996
2019-08-06,37.919998
2019-08-07,38.75
2019-08-08,38.68
2019-08-09,38.919998
2019-08-12,38.549999
2019-08-13,38.41
2019-08-14,38.209998999999996
2019-08-15,38.049999
2019-08-16,39.18
2019-08-19,39.759997999999996
2019-08-20,39.5
2019-08-21,39.490002000000004
2019-08-22,40.32
2019-08-23,40.099998
2019-08-26,40.529999
2019-08-27,40.220001
2019-08-28,40.389998999999996
2019-08-29,40.400002
2019-08-30,40.450001
2019-09-03,40.200001
2019-09-04,40.82
2019-09-05,40.759997999999996
2019-09-06,40.66
2019-09-09,40.73
2019-09-10,40.650002
2019-09-11,41.09
2019-09-12,42.400002
2019-09-13,42.189999
2019-09-16,41.560001
2019-09-17,42.48
2019-09-18,42.380001
2019-09-19,42.490002000000004
2019-09-20,42.810001
2019-09-23,42.68
2019-09-24,42.400002
2019-09-25,42.290001000000004
2019-09-26,40.470001
2019-09-27,40.419998
2019-09-30,41.099998
2019-10-01,41.119999
2019-10-02,41.009997999999996
2019-10-03,41.139998999999996
2019-10-04,40.18
2019-10-07,40.459998999999996
2019-10-08,40.540001000000004
2019-10-09,41.16
2019-10-10,40.799999
2019-10-11,40.82
2019-10-14,40.549999
2019-10-15,39.59
2019-10-16,39.290001000000004
2019-10-17,39.540001000000004
2019-10-18,39.639998999999996
2019-10-21,39.720001
2019-10-22,39.549999
2019-10-23,39.540001000000004
2019-10-24,40.0
2019-10-25,39.700001
2019-10-28,40.16
2019-10-29,40.220001
2019-10-30,39.860001000000004
2019-10-31,39.669998
2019-11-01,40.439999
2019-11-04,40.23
2019-11-05,40.84
2019-11-06,40.57
2019-11-07,39.599998
2019-11-08,39.110001000000004
2019-11-11,38.91
2019-11-12,39.029999
2019-11-13,39.59
2019-11-14,39.48
2019-11-15,39.360001000000004
2019-11-18,39.310001
2019-11-19,39.169998
2019-11-20,38.799999
2019-11-21,38.990002000000004
2019-11-22,38.66
2019-11-25,39.200001
2019-11-26,39.639998999999996
2019-11-27,39.970001
2019-11-29,39.77
2019-12-02,39.75
2019-12-03,40.110001000000004
2019-12-04,40.049999
2019-12-05,40.23
2019-12-06,40.5
2019-12-09,40.16
2019-12-10,40.080002
2019-12-11,40.259997999999996
2019-12-12,40.099998
2019-12-13,40.200001
2019-12-16,40.380001
2019-12-17,40.450001
2019-12-18,40.07
2019-12-19,40.290001000000004
2019-12-20,41.16
2019-12-23,41.32
2019-12-24,41.43
2019-12-26,41.599998
2019-12-27,41.77
2019-12-30,42.009997999999996
2019-12-31,41.889998999999996
2020-01-02,40.98
2020-01-03,40.73
2020-01-06,40.93
2020-01-07,40.5
2020-01-08,40.880001
2020-01-09,41.240002000000004
2020-01-10,41.389998999999996
2020-01-13,40.59
2020-01-14,40.82
2020-01-15,41.169998
2020-01-16,41.400002
2020-01-17,41.369999
2020-01-21,41.720001
2020-01-22,41.610001000000004
2020-01-23,41.790001000000004
2020-01-24,41.34
2020-01-27,41.34
2020-01-28,41.470001
2020-01-29,40.959998999999996
2020-01-30,40.360001000000004
2020-01-31,40.169998
2020-02-03,39.889998999999996
2020-02-04,39.02
2020-02-05,40.02
2020-02-06,40.009997999999996
2020-02-07,40.509997999999996
2020-02-10,40.740002000000004
2020-02-11,39.669998
2020-02-12,40.470001
2020-02-13,40.439999
2020-02-14,40.5
2020-02-18,39.919998
2020-02-19,39.860001000000004
2020-02-20,39.900002
2020-02-21,39.700001
2020-02-24,38.869999
2020-02-25,38.119999
2020-02-26,36.43
2020-02-27,34.240002000000004
2020-02-28,33.639998999999996
2020-03-02,34.779999
2020-03-03,33.32
2020-03-04,33.73
2020-03-05,32.580002
2020-03-06,31.299999
2020-03-09,28.610001
2020-03-10,30.26
2020-03-11,26.25
2020-03-12,20.040001
2020-03-13,19.68
2020-03-16,14.7
2020-03-17,12.33
2020-03-18,9.72
2020-03-19,12.67
2020-03-20,12.99
2020-03-23,13.29
2020-03-24,15.29
2020-03-25,16.940001000000002
2020-03-26,18.959999
2020-03-27,18.02
2020-03-30,18.25
2020-03-31,17.709999
2020-04-01,15.31
2020-04-02,15.12
2020-04-03,14.06
2020-04-06,17.139999
2020-04-07,16.73
2020-04-08,18.08
2020-04-09,18.540001
2020-04-13,17.99
2020-04-14,18.0
2020-04-15,17.23
2020-04-16,15.97
2020-04-17,17.290001
2020-04-20,17.34
2020-04-21,17.389999
2020-04-22,18.549999
2020-04-23,17.709999
2020-04-24,19.51
2020-04-27,20.32
2020-04-28,21.02
2020-04-29,22.370001000000002
2020-04-30,21.5
2020-05-01,19.469998999999998
2020-05-04,19.940001000000002
2020-05-05,18.84
2020-05-06,18.290001
2020-05-07,18.889999
2020-05-08,19.620001000000002
