Date,FWONA
2013-01-10,20.171385
2013-01-11,20.379204
2013-01-14,20.336527
2013-01-15,20.392193
2013-01-16,20.280860999999998
2013-01-17,20.510946
2013-01-18,20.512802
2013-01-22,20.548056
2013-01-23,20.420025
2013-01-24,20.427446
2013-01-25,20.549910999999998
2013-01-28,20.566612
2013-01-29,20.531357
2013-01-30,20.516512
2013-01-31,20.690931
2013-02-01,20.869062
2013-02-04,20.574034
2013-02-05,20.978537
2013-02-06,20.711342000000002
2013-02-07,20.479403
2013-02-08,20.420025
2013-02-11,20.594444
2013-02-12,20.590733
2013-02-13,20.562901
2013-02-14,20.5462
2013-02-15,20.611143
2013-02-19,20.544346
2013-02-20,20.386625
2013-02-21,19.946867
2013-02-22,19.880067999999998
2013-02-25,19.746471
2013-02-26,19.852235999999998
2013-02-27,19.956144000000002
2013-02-28,20.039642
2013-03-01,20.048922
2013-03-04,20.317972
2013-03-05,20.561045
2013-03-06,20.566612
2013-03-07,20.548056
2013-03-08,20.45528
2013-03-11,20.420025
2013-03-12,20.540634
2013-03-13,20.395903
2013-03-14,20.577745
2013-03-15,20.479403
2013-03-18,20.533213
2013-03-19,20.473835
2013-03-20,20.477547
2013-03-21,20.583311
2013-03-22,20.418169
2013-03-25,20.369926
2013-03-26,20.414459
2013-03-27,20.514656
2013-03-28,20.713198000000002
2013-04-01,20.553623
2013-04-02,20.527645
2013-04-03,20.520224
2013-04-04,20.20664
2013-04-05,20.227051
2013-04-08,20.214062
2013-04-09,20.34766
2013-04-10,20.659388
2013-04-11,21.069457999999997
2013-04-12,20.79113
2013-04-15,20.312405
2013-04-16,20.379204
2013-04-17,20.297562
2013-04-18,20.204784
2013-04-19,20.178808
2013-04-22,20.358793
2013-04-23,20.497957
2013-04-24,20.512802
2013-04-25,20.57589
2013-04-26,20.735464
2013-04-29,20.638977
2013-04-30,21.316242000000003
2013-05-01,21.941553
2013-05-02,21.733735999999997
2013-05-03,21.965675
2013-05-06,22.065873999999997
2013-05-07,22.294104
2013-05-08,22.5112
2013-05-09,22.453678
2013-05-10,22.722729
2013-05-13,22.743139000000003
2013-05-14,23.149498
2013-05-15,23.555858999999998
2013-05-16,23.277531
2013-05-17,23.416695
2013-05-20,23.251553
2013-05-21,23.168055
2013-05-22,23.030745
2013-05-23,22.869314000000003
2013-05-24,23.296085
2013-05-28,23.266397
2013-05-29,22.876738
2013-05-30,23.201454000000002
2013-05-31,23.168055
2013-06-03,23.214441
2013-06-04,23.177332
2013-06-05,22.568720000000003
2013-06-06,23.143932
2013-06-07,23.691311
2013-06-10,23.336906
2013-06-11,23.014046
2013-06-12,22.42399
2013-06-13,22.982502
2013-06-14,23.194031
2013-06-17,23.518747
2013-06-18,24.123648
2013-06-19,23.772955
2013-06-20,23.194031
2013-06-21,22.876738
2013-06-24,22.698605999999998
2013-06-25,22.774683
2013-06-26,23.075277
2013-06-27,23.589257999999997
2013-06-28,23.520603
2013-07-01,23.689455
2013-07-02,24.010462
2013-07-03,23.975206
2013-07-05,24.04015
2013-07-08,24.476198
2013-07-09,24.889978
2013-07-10,25.060685999999997
2013-07-11,25.268504999999998
2013-07-12,25.598789
2013-07-15,25.827017
2013-07-16,25.736097
2013-07-17,25.628477
2013-07-18,26.131323000000002
2013-07-19,26.096069
2013-07-22,26.309454
2013-07-23,26.328009
2013-07-24,25.956903
2013-07-25,26.491295
2013-07-26,26.804878000000002
2013-07-29,26.830856
2013-07-30,26.450474
2013-07-31,26.669424
2013-08-01,26.726946
2013-08-02,27.432045000000002
2013-08-05,26.962597
2013-08-06,26.710247
2013-08-07,26.470884
2013-08-08,26.821577
2013-08-09,26.70097
2013-08-12,26.712103000000003
2013-08-13,26.697258
2013-08-14,26.430063
2013-08-15,25.982882
2013-08-16,26.08308
2013-08-19,25.661877
2013-08-20,25.869695999999998
2013-08-21,25.652599
2013-08-22,25.854851
2013-08-23,25.767641
2013-08-26,26.012569
2013-08-27,25.353859
2013-08-28,25.49859
2013-08-29,25.541267
2013-08-30,25.324171
2013-09-03,26.044113
2013-09-04,26.220388
2013-09-05,26.697258
