Date,TNET
2014-03-27,19.1
2014-03-28,21.309998999999998
2014-03-31,21.309998999999998
2014-04-01,21.299999
2014-04-02,21.01
2014-04-03,21.01
2014-04-04,20.4
2014-04-07,19.74
2014-04-08,19.27
2014-04-09,20.76
2014-04-10,20.6
2014-04-11,20.32
2014-04-14,20.469998999999998
2014-04-15,20.469998999999998
2014-04-16,21.389999
2014-04-17,22.0
2014-04-21,23.18
2014-04-22,22.559998999999998
2014-04-23,21.41
2014-04-24,21.469998999999998
2014-04-25,21.389999
2014-04-28,21.719998999999998
2014-04-29,21.530001000000002
2014-04-30,21.450001
2014-05-01,21.26
2014-05-02,21.700001
2014-05-05,21.870001000000002
2014-05-06,22.870001000000002
2014-05-07,22.889999
2014-05-08,22.15
2014-05-09,22.6
2014-05-12,22.379998999999998
2014-05-13,23.0
2014-05-14,23.469998999999998
2014-05-15,23.940001000000002
2014-05-16,23.93
2014-05-19,23.719998999999998
2014-05-20,23.639999
2014-05-21,23.57
2014-05-22,23.940001000000002
2014-05-23,24.110001
2014-05-27,25.200001
2014-05-28,24.75
2014-05-29,25.07
2014-05-30,25.1
2014-06-02,26.0
2014-06-03,25.780001000000002
2014-06-04,26.370001000000002
2014-06-05,27.0
2014-06-06,27.0
2014-06-09,26.700001
2014-06-10,26.969998999999998
2014-06-11,27.25
2014-06-12,27.280001000000002
2014-06-13,27.389999
2014-06-16,25.969998999999998
2014-06-17,25.51
2014-06-18,25.940001000000002
2014-06-19,25.77
2014-06-20,24.940001000000002
2014-06-23,24.23
2014-06-24,23.65
2014-06-25,23.870001000000002
2014-06-26,24.02
2014-06-27,23.639999
2014-06-30,24.07
2014-07-01,23.870001000000002
2014-07-02,23.9
2014-07-03,24.67
2014-07-07,23.950001
2014-07-08,23.860001
2014-07-09,23.83
2014-07-10,23.51
2014-07-11,23.24
2014-07-14,23.52
2014-07-15,23.42
2014-07-16,23.25
2014-07-17,22.77
2014-07-18,22.540001
2014-07-21,22.33
2014-07-22,22.25
2014-07-23,22.57
2014-07-24,22.360001
2014-07-25,22.139999
2014-07-28,22.549999
2014-07-29,23.190001000000002
2014-07-30,23.190001000000002
2014-07-31,23.4
2014-08-01,24.34
2014-08-04,24.719998999999998
2014-08-05,27.08
2014-08-06,27.190001000000002
2014-08-07,27.469998999999998
2014-08-08,27.59
2014-08-11,28.27
2014-08-12,29.139999
2014-08-13,28.719998999999998
2014-08-14,28.860001
2014-08-15,28.49
2014-08-18,28.68
2014-08-19,28.83
2014-08-20,28.59
2014-08-21,27.24
2014-08-22,27.08
2014-08-25,27.5
2014-08-26,27.18
2014-08-27,27.32
2014-08-28,27.01
2014-08-29,26.809998999999998
2014-09-02,27.98
2014-09-03,28.02
2014-09-04,27.65
2014-09-05,27.26
2014-09-08,27.860001
2014-09-09,26.610001
2014-09-10,26.110001
2014-09-11,25.709999
2014-09-12,27.459999
2014-09-15,27.33
2014-09-16,27.02
2014-09-17,27.18
2014-09-18,27.290001
2014-09-19,27.18
2014-09-22,26.799999
2014-09-23,25.950001
2014-09-24,25.950001
2014-09-25,25.93
2014-09-26,25.620001000000002
2014-09-29,25.5
2014-09-30,25.75
2014-10-01,24.9
2014-10-02,25.049999
2014-10-03,25.84
2014-10-06,25.620001000000002
2014-10-07,25.629998999999998
2014-10-08,26.790001
2014-10-09,26.0
2014-10-10,25.73
2014-10-13,26.120001000000002
2014-10-14,26.719998999999998
2014-10-15,26.809998999999998
2014-10-16,26.9
2014-10-17,26.469998999999998
2014-10-20,26.99
2014-10-21,26.809998999999998
2014-10-22,26.92
2014-10-23,28.18
2014-10-24,28.25
2014-10-27,28.690001000000002
2014-10-28,28.959999
2014-10-29,28.42
2014-10-30,29.23
2014-10-31,29.92
2014-11-03,29.67
2014-11-04,29.68
2014-11-05,29.5
2014-11-06,29.26
2014-11-07,29.75
2014-11-10,30.889999
2014-11-11,30.99
2014-11-12,31.309998999999998
2014-11-13,31.91
2014-11-14,31.27
2014-11-17,31.379998999999998
2014-11-18,30.879998999999998
2014-11-19,31.26
2014-11-20,30.879998999999998
2014-11-21,31.16
2014-11-24,32.25
2014-11-25,31.84
2014-11-26,31.4
2014-11-28,31.66
2014-12-01,29.620001000000002
2014-12-02,29.65
2014-12-03,29.280001000000002
2014-12-04,29.43
2014-12-05,30.25
2014-12-08,30.639999
2014-12-09,30.709999
2014-12-10,29.9
2014-12-11,30.25
2014-12-12,30.059998999999998
2014-12-15,30.77
2014-12-16,30.0
2014-12-17,30.75
2014-12-18,31.9
2014-12-19,31.51
2014-12-22,31.66
2014-12-23,31.459999
2014-12-24,31.610001
2014-12-26,31.700001
2014-12-29,32.59
2014-12-30,31.6
2014-12-31,31.280001000000002
2015-01-02,30.58
2015-01-05,30.040001
2015-01-06,30.5
2015-01-07,32.0
2015-01-08,33.27
2015-01-09,32.48
2015-01-12,32.900002
2015-01-13,32.970001
2015-01-14,33.599998
2015-01-15,33.549999
2015-01-16,33.360001000000004
2015-01-20,33.389998999999996
2015-01-21,32.57
2015-01-22,33.139998999999996
2015-01-23,33.299999
2015-01-26,34.360001000000004
2015-01-27,34.16
2015-01-28,33.490002000000004
2015-01-29,33.48
2015-01-30,33.169998
2015-02-02,33.16
2015-02-03,33.759997999999996
2015-02-04,34.700001
2015-02-05,35.209998999999996
2015-02-06,34.73
2015-02-09,34.529999
2015-02-10,35.0
2015-02-11,35.139998999999996
2015-02-12,35.73
2015-02-13,36.490002000000004
2015-02-17,36.540001000000004
2015-02-18,36.200001
2015-02-19,36.439999
2015-02-20,36.560001
2015-02-23,36.57
2015-02-24,36.200001
2015-02-25,36.34
2015-02-26,36.66
2015-02-27,36.34
2015-03-02,36.779999
2015-03-03,37.880001
2015-03-04,33.93
2015-03-05,33.509997999999996
2015-03-06,33.060001
2015-03-09,33.299999
2015-03-10,32.889998999999996
2015-03-11,33.25
2015-03-12,35.200001
2015-03-13,34.299999
2015-03-16,35.009997999999996
2015-03-17,35.299999
2015-03-18,35.759997999999996
2015-03-19,35.970001
2015-03-20,36.25
2015-03-23,35.380001
2015-03-24,35.830002
2015-03-25,34.650002
2015-03-26,34.459998999999996
2015-03-27,35.25
2015-03-30,35.029999
2015-03-31,35.23
2015-04-01,35.130001
2015-04-02,35.810001
2015-04-06,35.799999
2015-04-07,35.75
2015-04-08,36.849998
2015-04-09,36.529999
2015-04-10,37.27
2015-04-13,37.27
2015-04-14,37.209998999999996
2015-04-15,36.93
2015-04-16,35.529999
2015-04-17,35.509997999999996
2015-04-20,36.700001
2015-04-21,35.990002000000004
2015-04-22,35.450001
2015-04-23,35.34
2015-04-24,35.200001
2015-04-27,35.16
2015-04-28,35.43
2015-04-29,35.040001000000004
2015-04-30,35.02
2015-05-01,36.009997999999996
2015-05-04,36.450001
