Date,JD
2018-11-30,21.23
2018-12-03,22.01
2018-12-04,21.450001
2018-12-06,21.23
2018-12-07,20.93
2018-12-10,20.51
2018-12-11,20.91
2018-12-12,21.889999
2018-12-13,22.709999
2018-12-14,22.17
2018-12-17,21.35
2018-12-18,21.040001
2018-12-19,20.17
2018-12-20,19.91
2018-12-21,21.08
2018-12-24,19.75
2018-12-26,21.1
2018-12-27,21.700001
2018-12-28,21.709999
2018-12-31,20.93
2019-01-02,21.27
2019-01-03,20.35
2019-01-04,22.27
2019-01-07,22.76
2019-01-08,22.950001
2019-01-09,23.690001000000002
2019-01-10,23.4
2019-01-11,22.879998999999998
2019-01-14,22.040001
2019-01-15,22.25
2019-01-16,22.33
2019-01-17,22.139999
2019-01-18,23.26
2019-01-22,21.68
2019-01-23,21.969998999999998
2019-01-24,22.1
2019-01-25,23.629998999999998
2019-01-28,23.719998999999998
2019-01-29,23.52
2019-01-30,24.639999
2019-01-31,24.85
2019-02-01,24.629998999999998
2019-02-04,24.290001
2019-02-05,25.42
2019-02-06,25.110001
2019-02-07,23.98
2019-02-08,23.99
2019-02-11,24.280001000000002
2019-02-12,24.68
2019-02-13,24.610001
2019-02-14,24.33
2019-02-15,23.959999
2019-02-19,24.639999
2019-02-20,24.68
2019-02-21,24.27
2019-02-22,25.950001
2019-02-25,26.190001000000002
2019-02-26,26.59
2019-02-27,25.969998999999998
2019-02-28,27.709999
2019-03-01,28.73
2019-03-04,28.889999
2019-03-05,29.35
2019-03-06,29.030001000000002
2019-03-07,27.84
2019-03-08,27.049999
2019-03-11,27.620001000000002
2019-03-12,28.110001
2019-03-13,28.129998999999998
2019-03-14,27.889999
2019-03-15,27.93
2019-03-18,28.139999
2019-03-19,28.309998999999998
2019-03-20,28.08
2019-03-21,28.76
2019-03-22,28.0
2019-03-25,28.389999
2019-03-26,28.809998999999998
2019-03-27,29.16
2019-03-28,29.41
2019-03-29,30.15
2019-04-01,31.26
2019-04-02,30.290001
2019-04-03,30.309998999999998
2019-04-04,30.25
2019-04-05,31.24
2019-04-08,30.790001
2019-04-09,30.9
2019-04-10,30.17
2019-04-11,30.200001
2019-04-12,30.57
2019-04-15,29.66
2019-04-16,29.91
2019-04-17,29.85
2019-04-18,30.01
2019-04-22,29.65
2019-04-23,29.780001000000002
2019-04-24,29.66
2019-04-25,29.23
2019-04-26,29.129998999999998
2019-04-29,29.865
2019-04-30,30.27
2019-05-01,30.200001
2019-05-02,29.99
2019-05-03,30.049999
2019-05-06,28.700001
2019-05-07,27.129998999999998
2019-05-08,26.889999
2019-05-09,27.51
2019-05-10,28.17
2019-05-13,28.18
2019-05-14,29.67
2019-05-15,30.440001000000002
2019-05-16,30.459999
2019-05-17,29.309998999999998
2019-05-20,28.360001
2019-05-21,29.049999
2019-05-22,28.23
2019-05-23,26.700001
2019-05-24,26.32
2019-05-28,26.290001
2019-05-29,26.01
2019-05-30,26.35
2019-05-31,25.76
2019-06-03,25.76
2019-06-04,26.799999
2019-06-05,26.190001000000002
2019-06-06,26.24
2019-06-07,26.799999
2019-06-10,27.26
2019-06-11,28.0
2019-06-12,27.24
2019-06-13,27.540001
2019-06-14,27.049999
2019-06-17,27.33
2019-06-18,28.26
2019-06-19,28.66
2019-06-20,29.120001000000002
2019-06-21,29.059998999999998
2019-06-24,28.91
2019-06-25,28.5
2019-06-26,30.139999
2019-06-27,30.290001
2019-06-28,30.290001
2019-07-01,31.190001000000002
2019-07-02,31.450001
2019-07-03,31.5
2019-07-05,31.030001000000002
2019-07-08,30.57
2019-07-09,30.75
2019-07-10,30.709999
2019-07-11,30.51
2019-07-12,31.08
2019-07-15,31.030001000000002
2019-07-16,30.719998999999998
2019-07-17,30.709999
2019-07-18,30.58
2019-07-19,30.99
2019-07-22,30.66
2019-07-23,31.85
2019-07-24,32.200001
2019-07-25,31.83
2019-07-26,31.549999
2019-07-29,31.389999
2019-07-30,30.42
2019-07-31,29.91
2019-08-01,28.610001
2019-08-02,28.01
2019-08-05,26.17
2019-08-06,26.48
2019-08-07,26.57
2019-08-08,27.540001
2019-08-09,27.1
2019-08-12,27.16
2019-08-13,30.66
2019-08-14,29.629998999999998
2019-08-15,30.16
2019-08-16,31.290001
2019-08-19,31.58
2019-08-20,31.42
2019-08-21,30.74
2019-08-22,29.49
2019-08-23,28.77
2019-08-26,29.74
2019-08-27,29.92
2019-08-28,30.299999
2019-08-29,30.74
2019-08-30,30.5
2019-09-03,29.450001
2019-09-04,29.879998999999998
2019-09-05,30.84
2019-09-06,31.08
2019-09-09,31.48
2019-09-10,30.870001000000002
2019-09-11,31.07
2019-09-12,31.52
2019-09-13,31.23
2019-09-16,30.85
2019-09-17,31.17
2019-09-18,31.040001
2019-09-19,31.049999
2019-09-20,30.940001000000002
2019-09-23,30.33
2019-09-24,29.41
2019-09-25,29.99
2019-09-26,29.58
2019-09-27,27.82
2019-09-30,28.209999
2019-10-01,28.190001000000002
2019-10-02,28.059998999999998
2019-10-03,28.799999
2019-10-04,28.99
2019-10-07,28.85
2019-10-08,27.73
2019-10-09,28.379998999999998
2019-10-10,28.58
2019-10-11,29.709999
2019-10-14,29.83
2019-10-15,31.0
2019-10-16,31.24
2019-10-17,30.74
2019-10-18,29.93
2019-10-21,31.030001000000002
2019-10-22,30.27
2019-10-23,30.76
2019-10-24,30.719998999999998
2019-10-25,31.16
2019-10-28,31.73
2019-10-29,31.780001000000002
2019-10-30,31.690001000000002
2019-10-31,31.15
2019-11-01,31.49
2019-11-04,33.119999
2019-11-05,32.98
2019-11-06,32.869999
2019-11-07,33.279999
2019-11-08,33.23
2019-11-11,33.209998999999996
2019-11-12,33.57
2019-11-13,33.369999
2019-11-14,33.57
2019-11-15,33.549999
2019-11-18,32.799999
2019-11-19,32.439999
2019-11-20,31.68
2019-11-21,32.169998
2019-11-22,31.950001
2019-11-25,32.639998999999996
2019-11-26,32.860001000000004
2019-11-27,33.150002
2019-11-29,32.650002
2019-12-02,32.290001000000004
2019-12-03,32.029999
2019-12-04,31.559998999999998
2019-12-05,32.540001000000004
2019-12-06,32.93
2019-12-09,33.25
2019-12-10,33.259997999999996
2019-12-11,33.240002000000004
2019-12-12,33.82
2019-12-13,34.0
2019-12-16,34.639998999999996
2019-12-17,34.689999
2019-12-18,34.439999
2019-12-19,34.779999
2019-12-20,35.310001
2019-12-23,36.259997999999996
2019-12-24,36.279999
2019-12-26,36.240002000000004
2019-12-27,35.93
2019-12-30,35.400002
2019-12-31,35.23
2020-01-02,37.73
2020-01-03,37.990002000000004
2020-01-06,38.0
2020-01-07,38.32
2020-01-08,38.299999
2020-01-09,38.900002
2020-01-10,39.110001000000004
2020-01-13,40.310001
2020-01-14,40.290001000000004
2020-01-15,39.779999
2020-01-16,39.560001
2020-01-17,40.349998
2020-01-21,40.060001
2020-01-22,40.970001
2020-01-23,40.77
2020-01-24,39.549999
2020-01-27,37.650002
2020-01-28,38.91
2020-01-29,39.139998999999996
2020-01-30,38.490002000000004
2020-01-31,37.689999
2020-02-03,39.200001
2020-02-04,40.349998
2020-02-05,39.939999
2020-02-06,40.380001
2020-02-07,39.990002000000004
2020-02-10,40.099998
2020-02-11,40.779999
2020-02-12,41.639998999999996
2020-02-13,42.009997999999996
2020-02-14,41.970001
2020-02-18,42.32
2020-02-19,42.950001
2020-02-20,41.48
2020-02-21,40.419998
2020-02-24,39.369999
2020-02-25,38.84
2020-02-26,39.919998
2020-02-27,38.400002
2020-02-28,38.509997999999996
2020-03-02,43.299999
2020-03-03,41.459998999999996
2020-03-04,43.91
2020-03-05,44.619999
2020-03-06,42.16
2020-03-09,39.91
2020-03-10,41.799999
2020-03-11,41.529999
2020-03-12,38.259997999999996
2020-03-13,39.709998999999996
2020-03-16,35.240002000000004
2020-03-17,38.349998
2020-03-18,37.700001
2020-03-19,37.209998999999996
2020-03-20,37.66
2020-03-23,38.610001000000004
2020-03-24,41.009997999999996
2020-03-25,41.349998
2020-03-26,42.009997999999996
2020-03-27,40.150002
2020-03-30,40.389998999999996
2020-03-31,40.5
2020-04-01,40.91
2020-04-02,40.080002
2020-04-03,39.889998999999996
2020-04-06,41.560001
2020-04-07,41.990002000000004
2020-04-08,41.169998
2020-04-09,42.16
2020-04-13,42.779999
2020-04-14,43.860001000000004
2020-04-15,44.599998
2020-04-16,47.5
2020-04-17,46.150002
2020-04-20,45.200001
2020-04-21,43.240002000000004
2020-04-22,44.990002000000004
2020-04-23,44.939999
2020-04-24,45.049999
2020-04-27,45.580002
2020-04-28,43.580002
2020-04-29,44.34
2020-04-30,43.099998
2020-05-01,41.380001
2020-05-04,42.25
2020-05-05,43.119999
2020-05-06,43.299999
2020-05-07,44.759997999999996
2020-05-08,46.779999
