Date,HSY
1980-09-11,1.0625
1980-09-12,1.072917
1980-09-15,1.078125
1980-09-16,1.067708
1980-09-17,1.0625
1980-09-18,1.0625
1980-09-19,1.0625
1980-09-22,1.052083
1980-09-23,1.052083
1980-09-24,1.041667
1980-09-25,1.046875
1980-09-26,1.046875
1980-09-29,1.03125
1980-09-30,1.046875
1980-10-01,1.03125
1980-10-02,1.041667
1980-10-03,1.026042
1980-10-06,1.041667
1980-10-07,1.052083
1980-10-08,1.041667
1980-10-09,1.03125
1980-10-10,1.026042
1980-10-13,1.036458
1980-10-14,1.041667
1980-10-15,1.041667
1980-10-16,1.036458
1980-10-17,1.036458
1980-10-20,1.041667
1980-10-21,1.03125
1980-10-22,1.026042
1980-10-23,1.015625
1980-10-24,1.005208
1980-10-27,1.005208
1980-10-28,1.0
1980-10-29,1.0
1980-10-30,1.010417
1980-10-31,1.015625
1980-11-03,1.015625
1980-11-05,1.005208
1980-11-06,0.96875
1980-11-07,0.963542
1980-11-10,0.963542
1980-11-11,0.984375
1980-11-12,1.0
1980-11-13,1.015625
1980-11-14,1.010417
1980-11-17,1.005208
1980-11-18,0.979167
1980-11-19,0.973958
1980-11-20,0.973958
1980-11-21,0.979167
1980-11-24,0.979167
1980-11-25,0.979167
1980-11-26,0.958333
1980-11-28,0.953125
1980-12-01,0.953125
1980-12-02,0.953125
1980-12-03,0.942708
1980-12-04,0.96875
1980-12-05,0.96875
1980-12-08,0.932292
1980-12-09,0.942708
1980-12-10,0.927083
1980-12-11,0.932292
1980-12-12,0.932292
1980-12-15,0.9375
1980-12-16,0.927083
1980-12-17,0.932292
1980-12-18,0.927083
1980-12-19,0.921875
1980-12-22,0.927083
1980-12-23,0.916667
1980-12-24,0.932292
1980-12-26,0.932292
1980-12-29,0.916667
1980-12-30,0.927083
1980-12-31,0.979167
1981-01-02,1.03125
1981-01-05,1.020833
1981-01-06,0.994792
1981-01-07,0.979167
1981-01-08,0.979167
1981-01-09,0.984375
1981-01-12,1.020833
1981-01-13,1.020833
1981-01-14,1.020833
1981-01-15,1.026042
1981-01-16,1.010417
1981-01-19,1.015625
1981-01-20,0.989583
1981-01-21,0.96875
1981-01-22,0.96875
1981-01-23,0.979167
1981-01-26,0.989583
1981-01-27,1.0
1981-01-28,0.984375
1981-01-29,0.989583
1981-01-30,0.989583
1981-02-02,0.984375
1981-02-03,0.984375
1981-02-04,0.994792
1981-02-05,0.994792
1981-02-06,0.984375
1981-02-09,0.979167
1981-02-10,0.979167
1981-02-11,0.984375
1981-02-12,0.984375
1981-02-13,0.984375
1981-02-17,1.010417
1981-02-18,1.026042
1981-02-19,1.020833
1981-02-20,1.026042
1981-02-23,1.036458
1981-02-24,1.0625
1981-02-25,1.072917
1981-02-26,1.161458
1981-02-27,1.192708
1981-03-02,1.151042
1981-03-03,1.171875
1981-03-04,1.171875
1981-03-05,1.203125
1981-03-06,1.213542
1981-03-09,1.265625
1981-03-10,1.265625
1981-03-11,1.255208
1981-03-12,1.291667
1981-03-13,1.322917
1981-03-16,1.328125
1981-03-17,1.354167
1981-03-18,1.364583
1981-03-19,1.380208
1981-03-20,1.380208
1981-03-23,1.364583
1981-03-24,1.348958
1981-03-25,1.348958
1981-03-26,1.333333
1981-03-27,1.348958
1981-03-30,1.369792
1981-03-31,1.348958
1981-04-01,1.369792
1981-04-02,1.432292
1981-04-03,1.447917
1981-04-06,1.447917
1981-04-07,1.395833
1981-04-08,1.390625
1981-04-09,1.354167
1981-04-10,1.40625
1981-04-13,1.411458
1981-04-14,1.453125
1981-04-15,1.479167
1981-04-16,1.494792
1981-04-20,1.46875
1981-04-21,1.453125
1981-04-22,1.4375
1981-04-23,1.416667
1981-04-24,1.447917
1981-04-27,1.494792
1981-04-28,1.479167
1981-04-29,1.458333
1981-04-30,1.484375
1981-05-01,1.479167
1981-05-04,1.442708
1981-05-05,1.432292
1981-05-06,1.421875
1981-05-07,1.4375
1981-05-08,1.395833
1981-05-11,1.390625
1981-05-12,1.416667
1981-05-13,1.427083
1981-05-14,1.442708
1981-05-15,1.489583
1981-05-18,1.5
1981-05-19,1.5
1981-05-20,1.510417
1981-05-21,1.494792
1981-05-22,1.510417
1981-05-26,1.536458
1981-05-27,1.520833
1981-05-28,1.557292
1981-05-29,1.583333
1981-06-01,1.604167
1981-06-02,1.604167
1981-06-03,1.625
1981-06-04,1.625
1981-06-05,1.677083
1981-06-08,1.677083
1981-06-09,1.697917
1981-06-10,1.65625
1981-06-11,1.645833
1981-06-12,1.625
1981-06-15,1.614583
1981-06-16,1.635417
1981-06-17,1.588542
1981-06-18,1.536458
1981-06-19,1.546875
1981-06-22,1.536458
1981-06-23,1.567708
1981-06-24,1.578125
1981-06-25,1.572917
1981-06-26,1.598958
1981-06-29,1.588542
1981-06-30,1.567708
1981-07-01,1.520833
1981-07-02,1.5
1981-07-06,1.489583
1981-07-07,1.46875
1981-07-08,1.4375
1981-07-09,1.432292
1981-07-10,1.453125
1981-07-13,1.463542
1981-07-14,1.4375
1981-07-15,1.442708
1981-07-16,1.453125
1981-07-17,1.458333
1981-07-20,1.4375
1981-07-21,1.411458
1981-07-22,1.40625
1981-07-23,1.354167
1981-07-24,1.34375
1981-07-27,1.354167
1981-07-28,1.354167
1981-07-29,1.354167
1981-07-30,1.385417
1981-07-31,1.395833
1981-08-03,1.375
1981-08-04,1.401042
1981-08-05,1.40625
1981-08-06,1.380208
1981-08-07,1.447917
1981-08-10,1.479167
1981-08-11,1.526042
1981-08-12,1.552083
1981-08-13,1.557292
1981-08-14,1.552083
1981-08-17,1.546875
1981-08-18,1.489583
1981-08-19,1.479167
1981-08-20,1.520833
1981-08-21,1.53125
1981-08-24,1.510417
1981-08-25,1.494792
1981-08-26,1.484375
1981-08-27,1.458333
1981-08-28,1.479167
1981-08-31,1.473958
1981-09-01,1.458333
1981-09-02,1.463542
1981-09-03,1.4375
1981-09-04,1.442708
1981-09-08,1.416667
1981-09-09,1.401042
1981-09-10,1.395833
1981-09-11,1.401042
1981-09-14,1.401042
1981-09-15,1.4375
1981-09-16,1.427083
1981-09-17,1.40625
1981-09-18,1.416667
1981-09-21,1.411458
1981-09-22,1.411458
1981-09-23,1.40625
1981-09-24,1.395833
1981-09-25,1.354167
1981-09-28,1.395833
1981-09-29,1.427083
1981-09-30,1.4375
1981-10-01,1.427083
1981-10-02,1.4375
1981-10-05,1.4375
1981-10-06,1.458333
1981-10-07,1.5
1981-10-08,1.536458
1981-10-09,1.546875
1981-10-12,1.520833
1981-10-13,1.5
1981-10-14,1.510417
1981-10-15,1.5
1981-10-16,1.505208
1981-10-19,1.489583
1981-10-20,1.510417
1981-10-21,1.53125
1981-10-22,1.541667
1981-10-23,1.536458
1981-10-26,1.541667
1981-10-27,1.546875
1981-10-28,1.541667
1981-10-29,1.541667
1981-10-30,1.552083
1981-11-02,1.572917
1981-11-03,1.578125
1981-11-04,1.604167
1981-11-05,1.609375
1981-11-06,1.583333
1981-11-09,1.567708
1981-11-10,1.5625
1981-11-11,1.572917
1981-11-12,1.572917
1981-11-13,1.583333
1981-11-16,1.5625
1981-11-17,1.5625
1981-11-18,1.541667
1981-11-19,1.520833
1981-11-20,1.520833
1981-11-23,1.520833
1981-11-24,1.520833
1981-11-25,1.520833
1981-11-27,1.520833
1981-11-30,1.505208
1981-12-01,1.494792
1981-12-02,1.489583
1981-12-03,1.484375
1981-12-04,1.479167
1981-12-07,1.463542
1981-12-08,1.447917
1981-12-09,1.447917
1981-12-10,1.427083
1981-12-11,1.432292
1981-12-14,1.427083
1981-12-15,1.4375
1981-12-16,1.4375
1981-12-17,1.442708
1981-12-18,1.447917
1981-12-21,1.427083
1981-12-22,1.463542
1981-12-23,1.484375
1981-12-24,1.5
1981-12-28,1.510417
1981-12-29,1.5
1981-12-30,1.494792
1981-12-31,1.5
1982-01-04,1.484375
1982-01-05,1.484375
1982-01-06,1.489583
1982-01-07,1.489583
1982-01-08,1.489583
1982-01-11,1.46875
1982-01-12,1.40625
1982-01-13,1.385417
1982-01-14,1.364583
1982-01-15,1.395833
1982-01-18,1.416667
1982-01-19,1.4375
1982-01-20,1.442708
1982-01-21,1.442708
1982-01-22,1.416667
1982-01-25,1.40625
1982-01-26,1.416667
1982-01-27,1.416667
1982-01-28,1.479167
1982-01-29,1.541667
1982-02-01,1.526042
1982-02-02,1.536458
1982-02-03,1.526042
1982-02-04,1.53125
1982-02-05,1.526042
1982-02-08,1.536458
1982-02-09,1.515625
1982-02-10,1.505208
1982-02-11,1.489583
1982-02-12,1.489583
1982-02-16,1.510417
1982-02-17,1.5
1982-02-18,1.5
1982-02-19,1.458333
1982-02-22,1.442708
1982-02-23,1.442708
1982-02-24,1.46875
1982-02-25,1.473958
1982-02-26,1.447917
1982-03-01,1.4375
1982-03-02,1.416667
1982-03-03,1.411458
1982-03-04,1.421875
1982-03-05,1.4375
1982-03-08,1.4375
1982-03-09,1.416667
1982-03-10,1.447917
1982-03-11,1.463542
1982-03-12,1.442708
1982-03-15,1.442708
1982-03-16,1.453125
1982-03-17,1.4375
1982-03-18,1.479167
1982-03-19,1.520833
1982-03-22,1.578125
1982-03-23,1.572917
1982-03-24,1.572917
1982-03-25,1.567708
1982-03-26,1.578125
1982-03-29,1.583333
1982-03-30,1.59375
1982-03-31,1.572917
1982-04-01,1.588542
1982-04-02,1.614583
1982-04-05,1.630208
1982-04-06,1.635417
1982-04-07,1.645833
1982-04-08,1.666667
1982-04-12,1.635417
1982-04-13,1.630208
1982-04-14,1.630208
1982-04-15,1.651042
1982-04-16,1.666667
1982-04-19,1.666667
1982-04-20,1.682292
1982-04-21,1.682292
1982-04-22,1.71875
1982-04-23,1.708333
1982-04-26,1.708333
1982-04-27,1.677083
1982-04-28,1.677083
1982-04-29,1.671875
1982-04-30,1.671875
1982-05-03,1.677083
1982-05-04,1.692708
1982-05-05,1.6875
1982-05-06,1.739583
1982-05-07,1.760417
1982-05-10,1.786458
1982-05-11,1.78125
1982-05-12,1.776042
1982-05-13,1.770833
1982-05-14,1.770833
1982-05-17,1.776042
1982-05-18,1.78125
1982-05-19,1.744792
1982-05-20,1.75
1982-05-21,1.744792
1982-05-24,1.739583
1982-05-25,1.755208
1982-05-26,1.713542
1982-05-27,1.6875
1982-05-28,1.6875
1982-06-01,1.682292
1982-06-02,1.708333
1982-06-03,1.708333
1982-06-04,1.697917
1982-06-07,1.729167
1982-06-08,1.71875
1982-06-09,1.713542
1982-06-10,1.713542
1982-06-11,1.734375
1982-06-14,1.71875
1982-06-15,1.75
1982-06-16,1.71875
1982-06-17,1.708333
1982-06-18,1.682292
1982-06-21,1.682292
1982-06-22,1.6875
1982-06-23,1.692708
1982-06-24,1.703125
1982-06-25,1.697917
1982-06-28,1.708333
1982-06-29,1.734375
1982-06-30,1.729167
1982-07-01,1.71875
1982-07-02,1.734375
1982-07-06,1.71875
1982-07-07,1.708333
1982-07-08,1.671875
1982-07-09,1.6875
1982-07-12,1.661458
1982-07-13,1.661458
1982-07-14,1.697917
1982-07-15,1.71875
1982-07-16,1.765625
1982-07-19,1.802083
1982-07-20,1.84375
1982-07-21,1.895833
1982-07-22,1.875
1982-07-23,1.739583
1982-07-26,1.78125
1982-07-27,1.776042
1982-07-28,1.75
1982-07-29,1.770833
1982-07-30,1.760417
1982-08-02,1.760417
1982-08-03,1.760417
1982-08-04,1.744792
1982-08-05,1.734375
1982-08-06,1.75
1982-08-09,1.739583
1982-08-10,1.71875
1982-08-11,1.723958
1982-08-12,1.713542
1982-08-13,1.729167
1982-08-16,1.765625
1982-08-17,1.807292
1982-08-18,1.8125
1982-08-19,1.807292
1982-08-20,1.807292
1982-08-23,1.854167
1982-08-24,1.854167
1982-08-25,1.838542
1982-08-26,1.838542
1982-08-27,1.828125
1982-08-30,1.817708
1982-08-31,1.817708
1982-09-01,1.833333
1982-09-02,1.822917
1982-09-03,1.854167
1982-09-07,1.84375
1982-09-08,1.869792
1982-09-09,1.890625
1982-09-10,1.916667
1982-09-13,1.958333
1982-09-14,1.953125
1982-09-15,2.0
1982-09-16,2.010417
1982-09-17,2.010417
1982-09-20,2.0
1982-09-21,2.015625
1982-09-22,2.015625
1982-09-23,1.96875
1982-09-24,2.010417
1982-09-27,1.989583
1982-09-28,1.984375
1982-09-29,1.979167
1982-09-30,1.994792
1982-10-01,2.010417
1982-10-04,1.989583
1982-10-05,2.0
1982-10-06,1.989583
1982-10-07,2.005208
1982-10-08,2.052083
1982-10-11,2.072917
1982-10-12,2.03125
1982-10-13,2.052083
1982-10-14,2.041667
1982-10-15,2.03125
1982-10-18,2.041667
1982-10-19,2.020833
1982-10-20,2.03125
1982-10-21,2.036458
1982-10-22,2.020833
1982-10-25,1.989583
1982-10-26,1.989583
1982-10-27,2.0
1982-10-28,2.041667
1982-10-29,2.03125
1982-11-01,2.0625
1982-11-02,2.041667
1982-11-03,2.067708
1982-11-04,2.046875
1982-11-05,2.046875
1982-11-08,2.03125
1982-11-09,2.0625
1982-11-10,2.041667
1982-11-11,2.041667
1982-11-12,2.046875
1982-11-15,2.041667
1982-11-16,2.0625
1982-11-17,2.052083
1982-11-18,2.036458
1982-11-19,2.067708
1982-11-22,2.088542
1982-11-23,2.088542
1982-11-24,2.119792
1982-11-26,2.130208
1982-11-29,2.177083
1982-11-30,2.239583
1982-12-01,2.270833
1982-12-02,2.291667
1982-12-03,2.291667
1982-12-06,2.34375
1982-12-07,2.447917
1982-12-08,2.458333
1982-12-09,2.411458
1982-12-10,2.354167
1982-12-13,2.364583
1982-12-14,2.375
1982-12-15,2.375
1982-12-16,2.375
1982-12-17,2.385417
1982-12-20,2.401042
1982-12-21,2.401042
1982-12-22,2.416667
1982-12-23,2.416667
1982-12-27,2.40625
1982-12-28,2.364583
1982-12-29,2.354167
1982-12-30,2.338542
1982-12-31,2.348958
1983-01-03,2.28125
1983-01-04,2.307292
1983-01-05,2.276042
1983-01-06,2.265625
1983-01-07,2.255208
1983-01-10,2.192708
1983-01-11,2.125
1983-01-12,2.125
1983-01-13,2.140625
1983-01-14,2.1875
1983-01-17,2.208333
1983-01-18,2.182292
1983-01-19,2.1875
1983-01-20,2.21875
1983-01-21,2.223958
1983-01-24,2.197917
1983-01-25,2.203125
1983-01-26,2.213542
1983-01-27,2.270833
1983-01-28,2.302083
1983-01-31,2.270833
1983-02-01,2.255208
1983-02-02,2.260417
1983-02-03,2.25
1983-02-04,2.234375
1983-02-07,2.25
1983-02-08,2.208333
1983-02-09,2.208333
1983-02-10,2.25
1983-02-11,2.25
1983-02-14,2.302083
1983-02-15,2.260417
1983-02-16,2.1875
1983-02-17,2.104167
1983-02-18,2.114583
1983-02-22,2.09375
1983-02-23,2.098958
1983-02-24,2.125
1983-02-25,2.067708
1983-02-28,2.041667
1983-03-01,2.052083
1983-03-02,2.052083
1983-03-03,2.057292
1983-03-04,2.083333
1983-03-07,2.135417
1983-03-08,2.109375
1983-03-09,2.208333
1983-03-10,2.25
1983-03-11,2.270833
1983-03-14,2.270833
1983-03-15,2.34375
1983-03-16,2.416667
1983-03-17,2.40625
1983-03-18,2.385417
1983-03-21,2.390625
1983-03-22,2.395833
1983-03-23,2.380208
1983-03-24,2.375
1983-03-25,2.354167
1983-03-28,2.322917
1983-03-29,2.322917
1983-03-30,2.322917
1983-03-31,2.338542
1983-04-04,2.34375
1983-04-05,2.34375
1983-04-06,2.338542
1983-04-07,2.338542
1983-04-08,2.348958
1983-04-11,2.34375
1983-04-12,2.354167
1983-04-13,2.348958
1983-04-14,2.427083
1983-04-15,2.520833
1983-04-18,2.5
1983-04-19,2.458333
1983-04-20,2.489583
1983-04-21,2.46875
1983-04-22,2.447917
1983-04-25,2.3125
1983-04-26,2.28125
1983-04-27,2.25
1983-04-28,2.265625
1983-04-29,2.286458
1983-05-02,2.244792
1983-05-03,2.255208
1983-05-04,2.197917
1983-05-05,2.223958
1983-05-06,2.322917
1983-05-09,2.307292
1983-05-10,2.286458
1983-05-11,2.25
1983-05-12,2.25
1983-05-13,2.291667
1983-05-16,2.286458
1983-05-17,2.322917
1983-05-18,2.307292
1983-05-19,2.270833
1983-05-20,2.25
1983-05-23,2.234375
1983-05-24,2.244792
1983-05-25,2.25
1983-05-26,2.223958
1983-05-27,2.223958
1983-05-31,2.21875
1983-06-01,2.25
1983-06-02,2.291667
1983-06-03,2.3125
1983-06-06,2.317708
1983-06-07,2.3125
1983-06-08,2.25
1983-06-09,2.21875
1983-06-10,2.270833
1983-06-13,2.260417
1983-06-14,2.3125
1983-06-15,2.375
1983-06-16,2.369792
1983-06-17,2.354167
1983-06-20,2.317708
1983-06-21,2.291667
1983-06-22,2.286458
1983-06-23,2.234375
1983-06-24,2.197917
1983-06-27,2.171875
1983-06-28,2.15625
1983-06-29,2.177083
1983-06-30,2.239583
1983-07-01,2.270833
1983-07-05,2.260417
1983-07-06,2.239583
1983-07-07,2.208333
1983-07-08,2.197917
1983-07-11,2.1875
1983-07-12,2.1875
1983-07-13,2.192708
1983-07-14,2.213542
1983-07-15,2.213542
1983-07-18,2.21875
1983-07-19,2.21875
1983-07-20,2.270833
1983-07-21,2.276042
1983-07-22,2.265625
1983-07-25,2.260417
1983-07-26,2.239583
1983-07-27,2.229167
1983-07-28,2.223958
1983-07-29,2.223958
1983-08-01,2.192708
1983-08-02,2.239583
1983-08-03,2.328125
1983-08-04,2.296875
1983-08-05,2.3125
1983-08-08,2.328125
1983-08-09,2.291667
1983-08-10,2.302083
1983-08-11,2.25
1983-08-12,2.239583
1983-08-15,2.286458
1983-08-16,2.25
1983-08-17,2.276042
1983-08-18,2.25
1983-08-19,2.270833
1983-08-22,2.3125
1983-08-23,2.307292
1983-08-24,2.270833
1983-08-25,2.28125
1983-08-26,2.260417
1983-08-29,2.270833
1983-08-30,2.302083
1983-08-31,2.270833
1983-09-01,2.276042
1983-09-02,2.260417
1983-09-06,2.307292
1983-09-07,2.338542
1983-09-08,2.364583
1983-09-09,2.359375
1983-09-12,2.359375
1983-09-13,2.333333
1983-09-14,2.354167
1983-09-15,2.375
1983-09-16,2.395833
1983-09-19,2.4375
1983-09-20,2.489583
1983-09-21,2.510417
1983-09-22,2.447917
1983-09-23,2.53125
1983-09-26,2.65625
1983-09-27,2.625
1983-09-28,2.6875
1983-09-29,2.625
1983-09-30,2.645833
1983-10-03,2.645833
1983-10-04,2.708333
1983-10-05,2.75
1983-10-06,2.864583
1983-10-07,2.875
1983-10-10,2.875
1983-10-11,2.854167
1983-10-12,2.833333
1983-10-13,2.78125
1983-10-14,2.791667
1983-10-17,2.760417
1983-10-18,2.739583
1983-10-19,2.75
1983-10-20,2.760417
1983-10-21,2.708333
1983-10-24,2.697917
1983-10-25,2.78125
1983-10-26,2.75
1983-10-27,2.729167
1983-10-28,2.729167
1983-10-31,2.739583
1983-11-01,2.71875
1983-11-02,2.8125
1983-11-03,2.791667
1983-11-04,2.760417
1983-11-07,2.760417
1983-11-08,2.697917
1983-11-09,2.729167
1983-11-10,2.760417
1983-11-11,2.770833
1983-11-14,2.71875
1983-11-15,2.645833
1983-11-16,2.65625
1983-11-17,2.625
1983-11-18,2.59375
1983-11-21,2.59375
1983-11-22,2.635417
1983-11-23,2.645833
1983-11-25,2.65625
1983-11-28,2.625
1983-11-29,2.625
1983-11-30,2.708333
1983-12-01,2.8125
1983-12-02,2.833333
1983-12-05,2.770833
1983-12-06,2.791667
1983-12-07,2.729167
1983-12-08,2.833333
1983-12-09,2.833333
1983-12-12,2.802083
1983-12-13,2.854167
1983-12-14,2.791667
1983-12-15,2.75
1983-12-16,2.791667
1983-12-19,2.739583
1983-12-20,2.729167
1983-12-21,2.739583
1983-12-22,2.6875
1983-12-23,2.666667
1983-12-27,2.739583
1983-12-28,2.708333
1983-12-29,2.65625
1983-12-30,2.635417
1984-01-03,2.583333
1984-01-04,2.604167
1984-01-05,2.6875
1984-01-06,2.71875
1984-01-09,2.666667
1984-01-10,2.6875
1984-01-11,2.666667
1984-01-12,2.677083
1984-01-13,2.677083
1984-01-16,2.635417
1984-01-17,2.65625
1984-01-18,2.645833
1984-01-19,2.71875
1984-01-20,2.677083
1984-01-23,2.65625
1984-01-24,2.625
1984-01-25,2.625
1984-01-26,2.614583
1984-01-27,2.625
1984-01-30,2.625
1984-01-31,2.614583
1984-02-01,2.59375
1984-02-02,2.489583
1984-02-03,2.489583
1984-02-06,2.5
1984-02-07,2.4375
1984-02-08,2.354167
1984-02-09,2.4375
1984-02-10,2.5
1984-02-13,2.489583
1984-02-14,2.510417
1984-02-15,2.510417
1984-02-16,2.5
1984-02-17,2.46875
1984-02-21,2.479167
1984-02-22,2.4375
1984-02-23,2.416667
1984-02-24,2.40625
1984-02-27,2.479167
1984-02-28,2.447917
1984-02-29,2.447917
1984-03-01,2.489583
1984-03-02,2.46875
1984-03-05,2.447917
1984-03-06,2.4375
1984-03-07,2.427083
1984-03-08,2.5
1984-03-09,2.5
1984-03-12,2.479167
1984-03-13,2.489583
1984-03-14,2.46875
1984-03-15,2.4375
1984-03-16,2.427083
1984-03-19,2.40625
1984-03-20,2.395833
1984-03-21,2.375
1984-03-22,2.395833
1984-03-23,2.385417
1984-03-26,2.416667
1984-03-27,2.4375
1984-03-28,2.427083
1984-03-29,2.46875
1984-03-30,2.416667
1984-04-02,2.395833
1984-04-03,2.40625
1984-04-04,2.385417
1984-04-05,2.40625
1984-04-06,2.40625
1984-04-09,2.385417
1984-04-10,2.40625
1984-04-11,2.395833
1984-04-12,2.458333
1984-04-13,2.46875
1984-04-16,2.458333
1984-04-17,2.5
1984-04-18,2.46875
1984-04-19,2.479167
1984-04-23,2.541667
1984-04-24,2.479167
1984-04-25,2.385417
1984-04-26,2.40625
1984-04-27,2.4375
1984-04-30,2.427083
1984-05-01,2.447917
1984-05-02,2.40625
1984-05-03,2.395833
1984-05-04,2.40625
1984-05-07,2.416667
1984-05-08,2.395833
1984-05-09,2.427083
1984-05-10,2.5
1984-05-11,2.46875
1984-05-14,2.489583
1984-05-15,2.479167
1984-05-16,2.520833
1984-05-17,2.510417
1984-05-18,2.5
1984-05-21,2.4375
1984-05-22,2.416667
1984-05-23,2.447917
1984-05-24,2.416667
1984-05-25,2.416667
1984-05-29,2.427083
1984-05-30,2.427083
1984-05-31,2.458333
1984-06-01,2.541667
1984-06-04,2.53125
1984-06-05,2.458333
1984-06-06,2.479167
1984-06-07,2.510417
1984-06-08,2.520833
1984-06-11,2.552083
1984-06-12,2.541667
1984-06-13,2.53125
1984-06-14,2.552083
1984-06-15,2.458333
1984-06-18,2.541667
1984-06-19,2.71875
1984-06-20,2.65625
1984-06-21,2.65625
1984-06-22,2.666667
1984-06-25,2.635417
1984-06-26,2.635417
1984-06-27,2.583333
1984-06-28,2.666667
1984-06-29,2.614583
1984-07-02,2.625
1984-07-03,2.604167
1984-07-05,2.666667
1984-07-06,2.625
1984-07-09,2.645833
1984-07-10,2.729167
1984-07-11,2.791667
1984-07-12,2.78125
1984-07-13,2.822917
1984-07-16,2.8125
1984-07-17,2.822917
1984-07-18,2.760417
1984-07-19,2.708333
1984-07-20,2.71875
1984-07-23,2.697917
1984-07-24,2.708333
1984-07-25,2.739583
1984-07-26,2.708333
1984-07-27,2.583333
1984-07-30,2.5625
1984-07-31,2.625
1984-08-01,2.729167
1984-08-02,2.75
1984-08-03,2.791667
1984-08-06,2.802083
1984-08-07,2.791667
1984-08-08,2.802083
1984-08-09,2.875
1984-08-10,2.8125
1984-08-13,2.822917
1984-08-14,2.833333
1984-08-15,2.8125
1984-08-16,2.833333
1984-08-17,2.822917
1984-08-20,2.802083
1984-08-21,3.0
1984-08-22,2.8125
1984-08-23,2.8125
1984-08-24,2.84375
1984-08-27,2.802083
1984-08-28,2.75
1984-08-29,2.645833
1984-08-30,2.625
1984-08-31,2.604167
1984-09-04,2.59375
1984-09-05,2.666667
1984-09-06,2.739583
1984-09-07,2.71875
1984-09-10,2.739583
1984-09-11,2.822917
1984-09-12,2.84375
1984-09-13,2.875
1984-09-14,2.895833
1984-09-17,2.90625
1984-09-18,2.90625
1984-09-19,2.96875
1984-09-20,2.958333
1984-09-21,2.989583
1984-09-24,2.979167
1984-09-25,3.020833
1984-09-26,3.03125
1984-09-27,3.125
1984-09-28,3.09375
1984-10-01,3.135417
1984-10-02,3.114583
1984-10-03,3.104167
1984-10-04,3.104167
1984-10-05,3.104167
1984-10-08,3.072917
1984-10-09,3.020833
1984-10-10,2.958333
1984-10-11,3.09375
1984-10-12,3.135417
1984-10-15,3.145833
1984-10-16,3.135417
1984-10-17,3.135417
1984-10-18,3.1875
1984-10-19,3.208333
1984-10-22,3.25
1984-10-23,3.208333
1984-10-24,3.208333
1984-10-25,3.21875
1984-10-26,3.21875
1984-10-29,3.1875
1984-10-30,3.208333
1984-10-31,3.239583
1984-11-01,3.25
