Date,MMI
2013-10-31,13.42
2013-11-01,13.91
2013-11-04,14.02
2013-11-05,13.59
2013-11-06,13.92
2013-11-07,14.0
2013-11-08,13.66
2013-11-11,13.66
2013-11-12,13.4
2013-11-13,13.57
2013-11-14,13.15
2013-11-15,13.15
2013-11-18,13.6
2013-11-19,13.48
2013-11-20,13.82
2013-11-21,13.96
2013-11-22,14.2
2013-11-25,14.18
2013-11-26,13.87
2013-11-27,13.86
2013-11-29,13.72
2013-12-02,14.24
2013-12-03,14.75
2013-12-04,14.75
2013-12-05,14.52
2013-12-06,13.88
2013-12-09,14.48
2013-12-10,14.48
2013-12-11,14.41
2013-12-12,14.09
2013-12-13,14.26
2013-12-16,14.45
2013-12-17,14.38
2013-12-18,14.91
2013-12-19,14.97
2013-12-20,14.8
2013-12-23,15.21
2013-12-24,14.95
2013-12-26,14.6
2013-12-27,14.68
2013-12-30,14.07
2013-12-31,14.9
2014-01-02,14.54
2014-01-03,14.6
2014-01-06,14.52
2014-01-07,13.88
2014-01-08,14.49
2014-01-09,14.43
2014-01-10,14.44
2014-01-13,14.31
2014-01-14,14.46
2014-01-15,14.84
2014-01-16,14.84
2014-01-17,14.87
2014-01-21,14.71
2014-01-22,15.0
2014-01-23,14.88
2014-01-24,14.98
2014-01-27,15.72
2014-01-28,15.34
2014-01-29,15.9
2014-01-30,15.93
2014-01-31,16.67
2014-02-03,15.96
2014-02-04,16.41
2014-02-05,15.91
2014-02-06,16.35
2014-02-07,16.200001
2014-02-10,16.1
2014-02-11,15.75
2014-02-12,16.08
2014-02-13,16.299999
2014-02-14,16.139999
2014-02-18,16.15
2014-02-19,16.24
2014-02-20,15.98
2014-02-21,16.07
2014-02-24,15.46
2014-02-25,15.94
2014-02-26,15.94
2014-02-27,16.49
2014-02-28,16.77
2014-03-03,16.559998999999998
2014-03-04,17.280001000000002
2014-03-05,17.43
2014-03-06,17.49
2014-03-07,17.85
2014-03-10,17.52
2014-03-11,17.200001
2014-03-12,16.99
2014-03-13,16.83
2014-03-14,17.0
2014-03-17,16.42
2014-03-18,16.809998999999998
2014-03-19,18.24
2014-03-20,17.889999
2014-03-21,17.4
2014-03-24,17.59
2014-03-25,17.6
2014-03-26,17.33
2014-03-27,17.18
2014-03-28,17.370001000000002
2014-03-31,17.84
2014-04-01,17.65
2014-04-02,18.41
2014-04-03,18.809998999999998
2014-04-04,18.41
2014-04-07,18.15
2014-04-08,18.27
2014-04-09,17.860001
2014-04-10,17.629998999999998
2014-04-11,17.459999
2014-04-14,17.41
2014-04-15,17.389999
2014-04-16,17.110001
2014-04-17,17.1
2014-04-21,17.16
2014-04-22,16.969998999999998
2014-04-23,16.92
2014-04-24,17.110001
2014-04-25,16.98
2014-04-28,17.6
2014-04-29,16.620001000000002
2014-04-30,16.530001000000002
2014-05-01,16.0
2014-05-02,16.34
2014-05-05,16.440001000000002
2014-05-06,15.73
2014-05-07,15.73
2014-05-08,15.75
2014-05-09,17.459999
2014-05-12,18.41
2014-05-13,17.969998999999998
2014-05-14,18.120001000000002
2014-05-15,18.0
2014-05-16,18.219998999999998
2014-05-19,18.48
2014-05-20,18.129998999999998
2014-05-21,18.99
2014-05-22,18.959999
2014-05-23,18.92
2014-05-27,19.92
2014-05-28,21.01
2014-05-29,20.700001
2014-05-30,20.35
2014-06-02,20.809998999999998
2014-06-03,20.33
2014-06-04,20.790001
2014-06-05,21.5
2014-06-06,22.49
2014-06-09,23.68
2014-06-10,24.690001000000002
2014-06-11,25.74
2014-06-12,25.450001
2014-06-13,24.049999
2014-06-16,24.299999
2014-06-17,24.799999
2014-06-18,24.959999
2014-06-19,22.889999
2014-06-20,23.32
2014-06-23,23.709999
2014-06-24,24.030001000000002
2014-06-25,25.1
2014-06-26,25.73
2014-06-27,25.75
2014-06-30,25.51
2014-07-01,25.530001000000002
2014-07-02,23.48
2014-07-03,24.25
2014-07-07,23.41
2014-07-08,23.559998999999998
2014-07-09,23.940001000000002
2014-07-10,23.93
2014-07-11,24.030001000000002
2014-07-14,24.610001
2014-07-15,23.74
2014-07-16,23.209999
2014-07-17,22.76
2014-07-18,23.370001000000002
2014-07-21,22.49
2014-07-22,24.07
2014-07-23,23.48
2014-07-24,23.9
2014-07-25,23.76
2014-07-28,24.4
2014-07-29,24.67
2014-07-30,25.059998999999998
2014-07-31,24.57
2014-08-01,23.870001000000002
2014-08-04,23.969998999999998
2014-08-05,24.040001
2014-08-06,23.940001000000002
2014-08-07,23.940001000000002
2014-08-08,25.9
2014-08-11,26.49
2014-08-12,27.280001000000002
2014-08-13,27.120001000000002
2014-08-14,27.809998999999998
2014-08-15,27.58
2014-08-18,28.51
2014-08-19,27.809998999999998
2014-08-20,27.85
2014-08-21,28.83
2014-08-22,28.629998999999998
2014-08-25,28.879998999999998
2014-08-26,29.32
2014-08-27,29.290001
2014-08-28,29.950001
2014-08-29,30.32
2014-09-02,30.639999
2014-09-03,29.110001
2014-09-04,30.52
2014-09-05,30.99
2014-09-08,29.85
2014-09-09,29.34
2014-09-10,27.309998999999998
2014-09-11,27.719998999999998
2014-09-12,27.73
2014-09-15,28.0
2014-09-16,28.16
2014-09-17,28.280001000000002
2014-09-18,28.43
2014-09-19,28.450001
2014-09-22,28.83
2014-09-23,29.18
2014-09-24,30.02
2014-09-25,29.52
2014-09-26,30.370001000000002
2014-09-29,30.389999
2014-09-30,30.26
2014-10-01,29.200001
2014-10-02,29.0
2014-10-03,29.09
2014-10-06,29.370001000000002
2014-10-07,29.01
2014-10-08,29.450001
2014-10-09,29.059998999999998
2014-10-10,27.24
2014-10-13,26.440001000000002
2014-10-14,25.639999
