Date,TIF
1987-10-15,2.40625
1987-10-16,2.145833
1987-10-19,1.802083
1987-10-20,1.510417
1987-10-21,1.666667
1987-10-22,1.697917
1987-10-23,1.604167
1987-10-26,1.354167
1987-10-27,1.291667
1987-10-28,1.28125
1987-10-29,1.375
1987-10-30,1.520833
1987-11-02,1.53125
1987-11-03,1.4375
1987-11-04,1.40625
1987-11-05,1.479167
1987-11-06,1.510417
1987-11-09,1.510417
1987-11-10,1.5
1987-11-11,1.65625
1987-11-12,1.677083
1987-11-13,1.65625
1987-11-16,1.635417
1987-11-17,1.604167
1987-11-18,1.59375
1987-11-19,1.604167
1987-11-20,1.635417
1987-11-23,1.65625
1987-11-24,1.6875
1987-11-25,1.677083
1987-11-27,1.677083
1987-11-30,1.583333
1987-12-01,1.604167
1987-12-02,1.614583
1987-12-03,1.5625
1987-12-04,1.572917
1987-12-07,1.572917
1987-12-08,1.5625
1987-12-09,1.65625
1987-12-10,1.645833
1987-12-11,1.635417
1987-12-14,1.645833
1987-12-15,1.71875
1987-12-16,1.75
1987-12-17,1.75
1987-12-18,1.75
1987-12-21,1.75
1987-12-22,1.708333
1987-12-23,1.666667
1987-12-24,1.645833
1987-12-28,1.677083
1987-12-29,1.71875
1987-12-30,1.75
1987-12-31,1.729167
1988-01-04,1.84375
1988-01-05,1.989583
1988-01-06,2.0625
1988-01-07,2.09375
1988-01-08,1.9375
1988-01-11,1.875
1988-01-12,1.9375
1988-01-13,1.947917
1988-01-14,1.958333
1988-01-15,1.916667
1988-01-18,1.979167
1988-01-19,2.104167
1988-01-20,1.958333
1988-01-21,1.927083
1988-01-22,1.9375
1988-01-25,1.947917
1988-01-26,1.927083
1988-01-27,1.9375
1988-01-28,1.947917
1988-01-29,2.020833
1988-02-01,2.0
1988-02-02,1.989583
1988-02-03,1.979167
1988-02-04,1.916667
1988-02-05,1.927083
1988-02-08,1.916667
1988-02-09,1.875
1988-02-10,1.90625
1988-02-11,1.947917
1988-02-12,1.958333
1988-02-16,2.0
1988-02-17,2.020833
1988-02-18,2.052083
1988-02-19,2.041667
1988-02-22,1.989583
1988-02-23,2.020833
1988-02-24,2.177083
1988-02-25,2.1875
1988-02-26,2.177083
1988-02-29,2.208333
1988-03-01,2.229167
1988-03-02,2.177083
1988-03-03,2.270833
1988-03-04,2.270833
1988-03-07,2.260417
1988-03-08,2.333333
1988-03-09,2.364583
1988-03-10,2.28125
1988-03-11,2.3125
1988-03-14,2.333333
1988-03-15,2.291667
1988-03-16,2.239583
1988-03-17,2.291667
1988-03-18,2.333333
1988-03-21,2.322917
1988-03-22,2.322917
1988-03-23,2.354167
1988-03-24,2.291667
1988-03-25,2.21875
1988-03-28,2.208333
1988-03-29,2.25
1988-03-30,2.3125
1988-03-31,2.322917
1988-04-04,2.333333
1988-04-05,2.333333
1988-04-06,2.3125
1988-04-07,2.333333
1988-04-08,2.375
1988-04-11,2.395833
1988-04-12,2.416667
1988-04-13,2.458333
1988-04-14,2.427083
1988-04-15,2.46875
1988-04-18,2.5625
1988-04-19,2.708333
1988-04-20,2.614583
1988-04-21,2.541667
1988-04-22,2.541667
1988-04-25,2.552083
1988-04-26,2.583333
1988-04-27,2.583333
1988-04-28,2.59375
1988-04-29,2.5625
1988-05-02,2.552083
1988-05-03,2.541667
1988-05-04,2.520833
1988-05-05,2.489583
1988-05-06,2.447917
1988-05-09,2.479167
1988-05-10,2.479167
1988-05-11,2.552083
1988-05-12,2.625
1988-05-13,2.729167
1988-05-16,2.78125
1988-05-17,2.729167
1988-05-18,2.625
1988-05-19,2.739583
1988-05-20,2.71875
1988-05-23,2.71875
1988-05-24,2.6875
1988-05-25,2.666667
1988-05-26,2.666667
1988-05-27,2.65625
1988-05-31,2.708333
1988-06-01,2.75
1988-06-02,2.854167
1988-06-03,2.854167
1988-06-06,2.854167
1988-06-07,2.8125
1988-06-08,2.875
1988-06-09,3.041667
1988-06-10,3.072917
1988-06-13,3.041667
1988-06-14,3.083333
1988-06-15,3.104167
1988-06-16,3.104167
1988-06-17,3.083333
1988-06-20,3.0
1988-06-21,3.052083
1988-06-22,3.0625
1988-06-23,2.96875
1988-06-24,2.958333
1988-06-27,2.90625
1988-06-28,2.916667
1988-06-29,2.875
1988-06-30,2.854167
1988-07-01,2.875
1988-07-05,2.916667
1988-07-06,2.916667
1988-07-07,2.833333
1988-07-08,2.833333
1988-07-11,2.875
1988-07-12,2.895833
1988-07-13,2.854167
1988-07-14,2.916667
1988-07-15,2.916667
1988-07-18,2.885417
1988-07-19,2.875
1988-07-20,2.90625
1988-07-21,2.885417
1988-07-22,2.854167
1988-07-25,2.833333
1988-07-26,2.78125
1988-07-27,2.802083
1988-07-28,2.78125
1988-07-29,2.791667
1988-08-01,2.802083
1988-08-02,2.8125
1988-08-03,2.916667
1988-08-04,2.916667
1988-08-05,2.90625
1988-08-08,2.90625
1988-08-09,2.90625
1988-08-10,2.854167
1988-08-11,2.8125
1988-08-12,2.802083
1988-08-15,2.854167
1988-08-16,2.895833
1988-08-17,2.84375
1988-08-18,2.885417
1988-08-19,2.875
1988-08-22,2.8125
1988-08-23,2.791667
1988-08-24,2.822917
1988-08-25,2.822917
1988-08-26,2.822917
1988-08-29,2.833333
1988-08-30,2.864583
1988-08-31,2.833333
1988-09-01,2.770833
1988-09-02,2.802083
1988-09-06,2.822917
1988-09-07,2.854167
1988-09-08,2.895833
1988-09-09,2.916667
1988-09-12,3.0625
1988-09-13,3.03125
1988-09-14,3.083333
1988-09-15,3.145833
1988-09-16,3.166667
1988-09-19,3.135417
1988-09-20,3.145833
1988-09-21,3.104167
1988-09-22,3.104167
1988-09-23,3.166667
1988-09-26,3.208333
1988-09-27,3.25
1988-09-28,3.25
1988-09-29,3.333333
1988-09-30,3.541667
1988-10-03,3.354167
1988-10-04,3.333333
1988-10-05,3.333333
1988-10-06,3.333333
1988-10-07,3.354167
1988-10-10,3.364583
1988-10-11,3.375
1988-10-12,3.291667
1988-10-13,3.270833
1988-10-14,3.3125
1988-10-17,3.333333
1988-10-18,3.375
1988-10-19,3.4375
1988-10-20,3.520833
1988-10-21,3.6875
1988-10-24,3.625
1988-10-25,3.604167
1988-10-26,3.666667
1988-10-27,3.604167
1988-10-28,3.614583
1988-10-31,3.65625
1988-11-01,3.65625
1988-11-02,3.520833
1988-11-03,3.572917
1988-11-04,3.541667
1988-11-07,3.53125
1988-11-08,3.541667
1988-11-09,3.541667
1988-11-10,3.552083
1988-11-11,3.5
1988-11-14,3.520833
1988-11-15,3.5625
1988-11-16,3.510417
1988-11-17,3.541667
1988-11-18,3.625
1988-11-21,3.625
1988-11-22,3.625
1988-11-23,3.5625
1988-11-25,3.552083
1988-11-28,3.541667
1988-11-29,3.541667
1988-11-30,3.541667
1988-12-01,3.5
1988-12-02,3.479167
1988-12-05,3.4375
1988-12-06,3.375
1988-12-07,3.364583
1988-12-08,3.354167
1988-12-09,3.395833
1988-12-12,3.395833
1988-12-13,3.416667
1988-12-14,3.385417
1988-12-15,3.375
1988-12-16,3.375
1988-12-19,3.302083
1988-12-20,3.229167
1988-12-21,3.145833
1988-12-22,3.114583
1988-12-23,3.166667
1988-12-27,3.21875
1988-12-28,3.177083
1988-12-29,3.333333
1988-12-30,3.510417
1989-01-03,3.635417
1989-01-04,3.541667
1989-01-05,3.541667
1989-01-06,3.552083
1989-01-09,3.479167
1989-01-10,3.458333
1989-01-11,3.427083
1989-01-12,3.416667
1989-01-13,3.302083
1989-01-16,3.3125
1989-01-17,3.270833
1989-01-18,3.322917
1989-01-19,3.322917
1989-01-20,3.291667
1989-01-23,3.322917
1989-01-24,3.354167
1989-01-25,3.291667
1989-01-26,3.3125
1989-01-27,3.395833
1989-01-30,3.447917
1989-01-31,3.416667
1989-02-01,3.427083
1989-02-02,3.395833
1989-02-03,3.416667
1989-02-06,3.447917
1989-02-07,3.541667
1989-02-08,3.583333
1989-02-09,3.65625
1989-02-10,3.645833
1989-02-13,3.625
1989-02-14,3.635417
1989-02-15,3.677083
1989-02-16,3.645833
1989-02-17,3.635417
1989-02-21,3.614583
1989-02-22,3.572917
1989-02-23,3.5625
1989-02-24,3.520833
1989-02-27,3.479167
1989-02-28,3.489583
1989-03-01,3.5
1989-03-02,3.510417
1989-03-03,3.458333
1989-03-06,3.541667
1989-03-07,3.583333
1989-03-08,3.541667
1989-03-09,3.479167
1989-03-10,3.458333
1989-03-13,3.489583
1989-03-14,3.458333
1989-03-15,3.46875
1989-03-16,3.489583
1989-03-17,3.5
1989-03-20,3.479167
1989-03-21,3.489583
1989-03-22,3.4375
1989-03-23,3.416667
1989-03-27,3.395833
1989-03-28,3.416667
1989-03-29,3.427083
1989-03-30,3.479167
1989-03-31,3.520833
1989-04-03,3.5625
1989-04-04,3.59375
1989-04-05,3.729167
1989-04-06,3.6875
1989-04-07,3.729167
1989-04-10,3.791667
1989-04-11,3.979167
1989-04-12,4.0208330000000005
1989-04-13,3.979167
1989-04-14,3.947917
1989-04-17,3.947917
1989-04-18,4.0
1989-04-19,4.1458330000000005
1989-04-20,4.1145830000000005
1989-04-21,4.1458330000000005
1989-04-24,4.2083330000000005
1989-04-25,4.2291669999999995
1989-04-26,4.3229169999999995
1989-04-27,4.3958330000000005
1989-04-28,4.5104169999999995
1989-05-01,4.4479169999999995
1989-05-02,4.4791669999999995
1989-05-03,4.5520830000000005
1989-05-04,4.7291669999999995
1989-05-05,4.6458330000000005
1989-05-08,4.6666669999999995
1989-05-09,4.6458330000000005
1989-05-10,4.625
1989-05-11,4.5833330000000005
1989-05-12,4.7291669999999995
1989-05-15,4.75
1989-05-16,4.7916669999999995
1989-05-17,4.8958330000000005
1989-05-18,4.9895830000000005
1989-05-19,4.9166669999999995
1989-05-22,4.9270830000000005
1989-05-23,4.8854169999999995
1989-05-24,4.8854169999999995
1989-05-25,4.9166669999999995
1989-05-26,4.90625
1989-05-30,4.9479169999999995
1989-05-31,4.9375
1989-06-01,4.9583330000000005
1989-06-02,4.9375
1989-06-05,4.7916669999999995
1989-06-06,4.7604169999999995
1989-06-07,4.7916669999999995
1989-06-08,4.78125
1989-06-09,4.75
1989-06-12,4.7395830000000005
1989-06-13,4.7395830000000005
1989-06-14,4.7395830000000005
1989-06-15,4.6458330000000005
1989-06-16,4.5
1989-06-19,4.5208330000000005
1989-06-20,4.53125
1989-06-21,4.5520830000000005
1989-06-22,4.6354169999999995
1989-06-23,4.7291669999999995
1989-06-26,4.7083330000000005
1989-06-27,4.65625
1989-06-28,4.6458330000000005
1989-06-29,4.625
1989-06-30,4.5833330000000005
1989-07-03,4.59375
1989-07-05,4.5729169999999995
1989-07-06,4.6875
1989-07-07,4.7083330000000005
1989-07-10,4.9479169999999995
1989-07-11,5.0208330000000005
1989-07-12,5.1666669999999995
1989-07-13,5.0520830000000005
1989-07-14,5.1458330000000005
1989-07-17,5.3125
1989-07-18,5.5625
1989-07-19,5.609375
1989-07-20,5.515625
1989-07-21,5.515625
1989-07-24,5.453125
1989-07-25,5.40625
1989-07-26,5.53125
1989-07-27,5.78125
1989-07-28,5.875
1989-07-31,5.75
1989-08-01,5.78125
1989-08-02,5.765625
1989-08-03,5.703125
1989-08-04,5.65625
1989-08-07,5.625
1989-08-08,5.5625
1989-08-09,5.546875
1989-08-10,5.75
1989-08-11,5.921875
1989-08-14,5.9375
1989-08-15,6.3125
1989-08-16,6.4375
1989-08-17,6.59375
1989-08-18,6.5
1989-08-21,6.421875
1989-08-22,6.390625
1989-08-23,6.5
1989-08-24,6.75
1989-08-25,7.375
1989-08-28,7.46875
1989-08-29,7.34375
1989-08-30,7.25
1989-08-31,7.140625
1989-09-01,7.0
1989-09-05,6.8125
1989-09-06,6.78125
1989-09-07,7.546875
1989-09-08,7.21875
1989-09-11,7.0625
1989-09-12,6.953125
1989-09-13,6.78125
1989-09-14,6.796875
1989-09-15,6.515625
1989-09-18,6.5625
1989-09-19,6.609375
1989-09-20,6.65625
1989-09-21,6.5625
1989-09-22,6.609375
1989-09-25,6.609375
1989-09-26,6.5
1989-09-27,6.3125
1989-09-28,6.5
1989-09-29,6.53125
1989-10-02,6.40625
1989-10-03,6.5
1989-10-04,6.4375
1989-10-05,6.3125
1989-10-06,6.25
1989-10-09,6.28125
1989-10-10,6.40625
1989-10-11,6.59375
1989-10-12,6.75
1989-10-13,6.15625
1989-10-16,6.3125
1989-10-17,6.25
1989-10-18,6.25
1989-10-19,6.09375
1989-10-20,6.015625
1989-10-23,5.90625
1989-10-24,5.765625
1989-10-25,5.96875
1989-10-26,6.21875
1989-10-27,6.125
1989-10-30,6.03125
1989-10-31,6.125
1989-11-01,6.15625
1989-11-02,6.09375
1989-11-03,6.03125
1989-11-06,6.03125
1989-11-07,5.96875
1989-11-08,6.015625
1989-11-09,6.015625
1989-11-10,6.125
1989-11-13,6.0625
1989-11-14,6.109375
1989-11-15,6.1875
1989-11-16,6.25
1989-11-17,6.421875
1989-11-20,6.53125
1989-11-21,6.671875
1989-11-22,6.90625
1989-11-24,6.84375
1989-11-27,6.875
1989-11-28,6.8125
1989-11-29,6.734375
1989-11-30,6.59375
1989-12-01,6.65625
1989-12-04,6.5
1989-12-05,6.359375
1989-12-06,6.359375
1989-12-07,6.34375
1989-12-08,6.21875
1989-12-11,6.21875
1989-12-12,6.203125
1989-12-13,6.09375
1989-12-14,5.875
1989-12-15,5.796875
1989-12-18,5.5
1989-12-19,5.421875
1989-12-20,5.5
1989-12-21,5.6875
1989-12-22,5.671875
1989-12-26,5.765625
1989-12-27,5.78125
1989-12-28,5.8125
1989-12-29,5.84375
1990-01-02,5.90625
1990-01-03,6.3125
1990-01-04,6.234375
1990-01-05,6.21875
1990-01-08,6.359375
1990-01-09,6.34375
1990-01-10,6.28125
1990-01-11,6.265625
1990-01-12,5.96875
1990-01-15,5.75
1990-01-16,5.671875
1990-01-17,5.625
1990-01-18,5.609375
1990-01-19,5.546875
1990-01-22,5.453125
1990-01-23,5.40625
1990-01-24,5.28125
1990-01-25,5.328125
1990-01-26,5.3125
1990-01-29,5.375
1990-01-30,5.125
1990-01-31,5.1875
1990-02-01,5.1875
1990-02-02,5.3125
1990-02-05,5.3125
1990-02-06,5.3125
1990-02-07,5.34375
1990-02-08,5.3125
1990-02-09,5.34375
1990-02-12,5.28125
1990-02-13,5.15625
1990-02-14,5.09375
1990-02-15,5.0625
1990-02-16,5.078125
1990-02-20,4.875
1990-02-21,4.734375
1990-02-22,4.5
1990-02-23,4.390625
1990-02-26,4.328125
1990-02-27,4.453125
1990-02-28,4.59375
1990-03-01,4.75
1990-03-02,4.859375
1990-03-05,4.9375
1990-03-06,5.03125
1990-03-07,5.09375
1990-03-08,5.125
1990-03-09,5.171875
1990-03-12,5.140625
1990-03-13,5.125
1990-03-14,5.328125
1990-03-15,5.484375
1990-03-16,5.65625
1990-03-19,5.578125
1990-03-20,5.40625
1990-03-21,5.421875
1990-03-22,5.265625
1990-03-23,5.25
1990-03-26,5.21875
1990-03-27,5.296875
1990-03-28,5.28125
1990-03-29,5.4375
1990-03-30,5.625
1990-04-02,5.390625
1990-04-03,5.390625
1990-04-04,5.34375
1990-04-05,5.375
1990-04-06,5.375
1990-04-09,5.453125
1990-04-10,5.484375
1990-04-11,5.59375
1990-04-12,5.65625
1990-04-16,5.65625
1990-04-17,5.65625
1990-04-18,5.640625
1990-04-19,5.578125
1990-04-20,5.65625
1990-04-23,5.53125
1990-04-24,5.5625
1990-04-25,5.375
1990-04-26,5.421875
1990-04-27,5.390625
1990-04-30,5.25
1990-05-01,5.125
1990-05-02,4.984375
1990-05-03,4.890625
1990-05-04,5.0
1990-05-07,5.171875
1990-05-08,5.125
1990-05-09,5.0625
1990-05-10,5.03125
1990-05-11,5.125
1990-05-14,5.28125
1990-05-15,5.40625
1990-05-16,5.375
1990-05-17,5.4375
1990-05-18,5.46875
1990-05-21,5.609375
1990-05-22,5.65625
1990-05-23,5.640625
1990-05-24,5.6875
1990-05-25,5.6875
1990-05-29,5.65625
1990-05-30,5.65625
1990-05-31,5.765625
1990-06-01,6.0
1990-06-04,5.921875
1990-06-05,5.71875
1990-06-06,5.625
1990-06-07,5.625
1990-06-08,5.5625
1990-06-11,5.53125
1990-06-12,5.6875
1990-06-13,5.78125
1990-06-14,5.6875
1990-06-15,5.671875
1990-06-18,5.515625
1990-06-19,5.53125
1990-06-20,5.53125
1990-06-21,5.515625
1990-06-22,5.734375
1990-06-25,5.625
1990-06-26,5.609375
1990-06-27,5.515625
1990-06-28,5.5625
1990-06-29,5.640625
1990-07-02,5.734375
1990-07-03,5.859375
1990-07-05,5.859375
1990-07-06,5.984375
1990-07-09,6.140625
1990-07-10,6.140625
1990-07-11,6.359375
1990-07-12,6.65625
1990-07-13,6.453125
1990-07-16,6.515625
1990-07-17,6.40625
1990-07-18,6.265625
1990-07-19,6.1875
1990-07-20,6.1875
1990-07-23,5.953125
1990-07-24,5.90625
1990-07-25,5.90625
1990-07-26,5.875
1990-07-27,5.796875
1990-07-30,5.75
1990-07-31,5.6875
1990-08-01,5.625
1990-08-02,5.3125
1990-08-03,5.1875
1990-08-06,4.890625
1990-08-07,4.8125
1990-08-08,4.84375
1990-08-09,5.0
1990-08-10,4.921875
1990-08-13,4.75
1990-08-14,4.890625
1990-08-15,5.0
1990-08-16,4.875
1990-08-17,4.734375
1990-08-20,4.609375
1990-08-21,4.34375
1990-08-22,4.234375
1990-08-23,4.078125
1990-08-24,4.34375
1990-08-27,4.546875
1990-08-28,4.625
1990-08-29,4.59375
1990-08-30,4.5
1990-08-31,4.4375
1990-09-04,4.375
1990-09-05,4.328125
1990-09-06,4.34375
1990-09-07,4.390625
1990-09-10,4.4375
1990-09-11,4.390625
1990-09-12,4.34375
1990-09-13,4.21875
1990-09-14,4.140625
1990-09-17,4.109375
1990-09-18,4.03125
1990-09-19,4.125
1990-09-20,4.046875
1990-09-21,3.875
1990-09-24,3.765625
1990-09-25,3.734375
1990-09-26,3.53125
1990-09-27,3.546875
1990-09-28,3.734375
1990-10-01,3.984375
1990-10-02,4.15625
1990-10-03,4.09375
1990-10-04,4.0625
1990-10-05,4.09375
1990-10-08,4.171875
1990-10-09,3.96875
1990-10-10,3.921875
1990-10-11,3.765625
1990-10-12,3.75
1990-10-15,3.6875
1990-10-16,3.734375
1990-10-17,3.75
1990-10-18,3.90625
1990-10-19,4.0625
1990-10-22,4.09375
1990-10-23,4.171875
1990-10-24,4.171875
1990-10-25,3.890625
1990-10-26,3.90625
1990-10-29,3.953125
1990-10-30,3.984375
1990-10-31,4.0625
1990-11-01,4.09375
1990-11-02,4.203125
1990-11-05,4.25
1990-11-06,4.390625
1990-11-07,4.328125
1990-11-08,4.40625
1990-11-09,4.53125
1990-11-12,4.546875
1990-11-13,4.625
1990-11-14,4.609375
1990-11-15,4.546875
1990-11-16,4.390625
1990-11-19,4.375
1990-11-20,4.453125
1990-11-21,4.5
1990-11-23,4.46875
1990-11-26,4.53125
1990-11-27,4.671875
1990-11-28,4.71875
1990-11-29,4.78125
1990-11-30,4.90625
1990-12-03,4.953125
1990-12-04,5.0625
1990-12-05,5.09375
1990-12-06,5.03125
1990-12-07,4.984375
1990-12-10,4.90625
1990-12-11,4.875
1990-12-12,4.890625
1990-12-13,4.96875
1990-12-14,4.9375
1990-12-17,4.921875
1990-12-18,5.078125
1990-12-19,5.21875
1990-12-20,5.1875
1990-12-21,5.234375
1990-12-24,5.203125
1990-12-26,4.65625
1990-12-27,4.375
1990-12-28,4.40625
1990-12-31,4.421875
1991-01-02,4.25
1991-01-03,4.25
1991-01-04,4.28125
1991-01-07,4.078125
1991-01-08,4.25
1991-01-09,4.3125
1991-01-10,4.421875
1991-01-11,4.484375
1991-01-14,4.34375
1991-01-15,4.328125
1991-01-16,4.421875
1991-01-17,4.78125
1991-01-18,4.75
1991-01-21,4.71875
1991-01-22,4.625
1991-01-23,4.515625
1991-01-24,4.59375
1991-01-25,4.5
1991-01-28,4.546875
1991-01-29,4.484375
1991-01-30,4.78125
1991-01-31,4.90625
1991-02-01,4.859375
1991-02-04,4.875
1991-02-05,5.03125
1991-02-06,5.21875
1991-02-07,5.375
1991-02-08,5.34375
1991-02-11,5.609375
1991-02-12,5.53125
1991-02-13,5.71875
1991-02-14,5.734375
1991-02-15,5.78125
1991-02-19,5.9375
1991-02-20,5.859375
1991-02-21,5.78125
1991-02-22,5.96875
1991-02-25,5.78125
1991-02-26,5.734375
1991-02-27,5.671875
1991-02-28,5.609375
1991-03-01,5.65625
1991-03-04,5.546875
1991-03-05,5.84375
1991-03-06,5.90625
1991-03-07,5.859375
1991-03-08,5.96875
1991-03-11,5.90625
1991-03-12,5.8125
1991-03-13,5.734375
1991-03-14,5.84375
1991-03-15,5.8125
1991-03-18,5.890625
1991-03-19,5.765625
1991-03-20,5.796875
1991-03-21,5.765625
1991-03-22,5.78125
1991-03-25,5.84375
1991-03-26,5.921875
1991-03-27,5.984375
1991-03-28,6.03125
1991-04-01,6.109375
1991-04-02,6.5
1991-04-03,6.171875
1991-04-04,6.234375
1991-04-05,6.1875
1991-04-08,6.09375
1991-04-09,6.03125
1991-04-10,6.046875
1991-04-11,6.234375
1991-04-12,6.21875
1991-04-15,6.25
1991-04-16,6.421875
1991-04-17,6.734375
1991-04-18,6.71875
1991-04-19,6.671875
1991-04-22,6.5625
1991-04-23,6.6875
1991-04-24,6.78125
1991-04-25,6.765625
1991-04-26,6.640625
1991-04-29,6.71875
1991-04-30,6.53125
1991-05-01,6.546875
1991-05-02,6.796875
1991-05-03,6.859375
1991-05-06,6.875
1991-05-07,6.828125
1991-05-08,6.875
1991-05-09,7.046875
1991-05-10,6.921875
1991-05-13,6.765625
1991-05-14,6.8125
1991-05-15,6.625
1991-05-16,6.53125
1991-05-17,6.5625
1991-05-20,6.484375
1991-05-21,6.609375
1991-05-22,6.609375
1991-05-23,6.609375
1991-05-24,6.640625
1991-05-28,6.84375
1991-05-29,6.859375
1991-05-30,6.875
1991-05-31,6.828125
1991-06-03,6.828125
1991-06-04,6.8125
1991-06-05,6.875
1991-06-06,6.875
1991-06-07,6.859375
1991-06-10,6.875
1991-06-11,6.84375
1991-06-12,6.671875
1991-06-13,6.625
1991-06-14,6.78125
1991-06-17,6.703125
1991-06-18,6.71875
1991-06-19,6.65625
1991-06-20,6.609375
1991-06-21,6.8125
1991-06-24,6.765625
1991-06-25,6.75
1991-06-26,6.671875
1991-06-27,6.671875
1991-06-28,6.625
1991-07-01,6.765625
1991-07-02,6.765625
1991-07-03,6.40625
1991-07-05,6.328125
1991-07-08,6.296875
1991-07-09,5.984375
1991-07-10,6.109375
1991-07-11,6.171875
1991-07-12,6.15625
1991-07-15,6.21875
1991-07-16,6.34375
1991-07-17,6.34375
1991-07-18,6.328125
1991-07-19,6.3125
1991-07-22,6.234375
1991-07-23,6.0625
1991-07-24,6.03125
1991-07-25,6.015625
1991-07-26,6.0
1991-07-29,5.859375
1991-07-30,5.890625
1991-07-31,6.046875
1991-08-01,6.140625
1991-08-02,6.203125
1991-08-05,6.125
1991-08-06,6.0
1991-08-07,5.96875
1991-08-08,5.921875
1991-08-09,5.953125
1991-08-12,6.0
1991-08-13,6.015625
1991-08-14,6.5
1991-08-15,6.484375
1991-08-16,6.484375
1991-08-19,6.359375
1991-08-20,6.375
1991-08-21,6.75
1991-08-22,6.71875
1991-08-23,6.828125
1991-08-26,7.03125
1991-08-27,7.15625
1991-08-28,6.84375
1991-08-29,6.578125
1991-08-30,6.59375
1991-09-03,6.5
1991-09-04,6.484375
1991-09-05,6.421875
1991-09-06,6.3125
1991-09-09,6.28125
1991-09-10,6.25
1991-09-11,6.28125
1991-09-12,6.40625
1991-09-13,6.453125
1991-09-16,6.28125
1991-09-17,6.09375
1991-09-18,6.0625
1991-09-19,6.21875
1991-09-20,6.265625
1991-09-23,6.28125
1991-09-24,6.21875
1991-09-25,6.0625
1991-09-26,6.0625
1991-09-27,5.96875
1991-09-30,6.0
1991-10-01,5.96875
1991-10-02,5.921875
1991-10-03,5.78125
1991-10-04,5.78125
1991-10-07,5.625
1991-10-08,5.75
1991-10-09,5.65625
1991-10-10,5.484375
1991-10-11,5.546875
1991-10-14,5.59375
1991-10-15,5.578125
1991-10-16,5.890625
1991-10-17,5.921875
1991-10-18,5.921875
1991-10-21,5.828125
1991-10-22,5.53125
1991-10-23,5.515625
1991-10-24,5.5
1991-10-25,5.46875
1991-10-28,5.484375
1991-10-29,5.796875
1991-10-30,5.765625
1991-10-31,5.609375
1991-11-01,5.59375
1991-11-04,5.515625
1991-11-05,5.5
1991-11-06,5.359375
1991-11-07,5.546875
1991-11-08,5.625
1991-11-11,5.625
1991-11-12,5.703125
1991-11-13,5.9375
1991-11-14,6.015625
1991-11-15,5.90625
1991-11-18,5.796875
1991-11-19,5.640625
1991-11-20,5.703125
1991-11-21,5.671875
1991-11-22,5.640625
1991-11-25,5.640625
1991-11-26,5.671875
1991-11-27,5.796875
1991-11-29,5.71875
1991-12-02,5.75
1991-12-03,5.921875
1991-12-04,6.09375
1991-12-05,5.96875
