Date,MDP
1981-02-03,2.0625
1981-02-04,2.010417
1981-02-05,2.036458
1981-02-06,2.177083
1981-02-09,2.15625
1981-02-10,2.15625
1981-02-11,2.114583
1981-02-12,2.104167
1981-02-13,2.104167
1981-02-17,2.0625
1981-02-18,2.0625
1981-02-19,2.072917
1981-02-20,2.072917
1981-02-23,2.041667
1981-02-24,2.067708
1981-02-25,2.057292
1981-02-26,2.083333
1981-02-27,2.114583
1981-03-02,2.15625
1981-03-03,2.171875
1981-03-04,2.166667
1981-03-05,2.166667
1981-03-06,2.125
1981-03-09,2.145833
1981-03-10,2.145833
1981-03-11,2.114583
1981-03-12,2.114583
1981-03-13,2.140625
1981-03-16,2.171875
1981-03-17,2.203125
1981-03-18,2.244792
1981-03-19,2.270833
1981-03-20,2.354167
1981-03-23,2.432292
1981-03-24,2.401042
1981-03-25,2.385417
1981-03-26,2.427083
1981-03-27,2.432292
1981-03-30,2.427083
1981-03-31,2.526042
1981-04-01,2.510417
1981-04-02,2.5
1981-04-03,2.53125
1981-04-06,2.505208
1981-04-07,2.489583
1981-04-08,2.520833
1981-04-09,2.536458
1981-04-10,2.520833
1981-04-13,2.536458
1981-04-14,2.520833
1981-04-15,2.541667
1981-04-16,2.541667
1981-04-20,2.541667
1981-04-21,2.604167
1981-04-22,2.640625
1981-04-23,2.630208
1981-04-24,2.6875
1981-04-27,2.666667
1981-04-28,2.65625
1981-04-29,2.666667
1981-04-30,2.666667
1981-05-01,2.666667
1981-05-04,2.59375
1981-05-05,2.536458
1981-05-06,2.520833
1981-05-07,2.473958
1981-05-08,2.5
1981-05-11,2.5
1981-05-12,2.5
1981-05-13,2.453125
1981-05-14,2.453125
1981-05-15,2.463542
1981-05-18,2.46875
1981-05-19,2.479167
1981-05-20,2.5
1981-05-21,2.489583
1981-05-22,2.536458
1981-05-26,2.505208
1981-05-27,2.536458
1981-05-28,2.588542
1981-05-29,2.598958
1981-06-01,2.6875
1981-06-02,2.666667
1981-06-03,2.666667
1981-06-04,2.65625
1981-06-05,2.65625
1981-06-08,2.677083
1981-06-09,2.682292
1981-06-10,2.697917
1981-06-11,2.744792
1981-06-12,2.75
1981-06-15,2.71875
1981-06-16,2.71875
1981-06-17,2.71875
1981-06-18,2.744792
1981-06-19,2.770833
1981-06-22,2.729167
1981-06-23,2.708333
1981-06-24,2.708333
1981-06-25,2.708333
1981-06-26,2.6875
1981-06-29,2.666667
1981-06-30,2.645833
1981-07-01,2.635417
1981-07-02,2.625
1981-07-06,2.5625
1981-07-07,2.526042
1981-07-08,2.515625
1981-07-09,2.505208
1981-07-10,2.505208
1981-07-13,2.5
1981-07-14,2.5
1981-07-15,2.484375
1981-07-16,2.463542
1981-07-17,2.46875
1981-07-20,2.46875
1981-07-21,2.458333
1981-07-22,2.442708
1981-07-23,2.421875
1981-07-24,2.416667
1981-07-27,2.416667
1981-07-28,2.395833
1981-07-29,2.390625
1981-07-30,2.380208
1981-07-31,2.395833
1981-08-03,2.395833
1981-08-04,2.395833
1981-08-05,2.40625
1981-08-06,2.416667
1981-08-07,2.416667
1981-08-10,2.375
1981-08-11,2.401042
1981-08-12,2.395833
1981-08-13,2.395833
1981-08-14,2.375
1981-08-17,2.416667
1981-08-18,2.40625
1981-08-19,2.416667
1981-08-20,2.401042
1981-08-21,2.395833
1981-08-24,2.359375
1981-08-25,2.322917
1981-08-26,2.322917
1981-08-27,2.322917
1981-08-28,2.34375
1981-08-31,2.328125
1981-09-01,2.3125
1981-09-02,2.3125
1981-09-03,2.302083
1981-09-04,2.255208
1981-09-08,2.21875
1981-09-09,2.203125
1981-09-10,2.208333
1981-09-11,2.291667
1981-09-14,2.276042
1981-09-15,2.276042
1981-09-16,2.265625
1981-09-17,2.25
1981-09-18,2.270833
1981-09-21,2.223958
1981-09-22,2.244792
1981-09-23,2.270833
1981-09-24,2.302083
1981-09-25,2.260417
1981-09-28,2.239583
1981-09-29,2.234375
1981-09-30,2.208333
1981-10-01,2.166667
1981-10-02,2.15625
1981-10-05,2.151042
1981-10-06,2.166667
1981-10-07,2.166667
1981-10-08,2.182292
1981-10-09,2.213542
1981-10-12,2.208333
1981-10-13,2.208333
1981-10-14,2.208333
1981-10-15,2.255208
1981-10-16,2.3125
1981-10-19,2.333333
1981-10-20,2.333333
1981-10-21,2.333333
1981-10-22,2.34375
1981-10-23,2.333333
1981-10-26,2.333333
1981-10-27,2.385417
1981-10-28,2.421875
1981-10-29,2.442708
1981-10-30,2.479167
1981-11-02,2.489583
1981-11-03,2.541667
1981-11-04,2.5625
1981-11-05,2.583333
1981-11-06,2.489583
1981-11-09,2.46875
1981-11-10,2.484375
1981-11-11,2.5
1981-11-12,2.510417
1981-11-13,2.515625
1981-11-16,2.494792
1981-11-17,2.515625
1981-11-18,2.515625
1981-11-19,2.515625
1981-11-20,2.546875
1981-11-23,2.59375
1981-11-24,2.59375
1981-11-25,2.609375
1981-11-27,2.609375
1981-11-30,2.671875
1981-12-01,2.677083
1981-12-02,2.677083
1981-12-03,2.65625
1981-12-04,2.703125
1981-12-07,2.703125
1981-12-08,2.6875
1981-12-09,2.692708
1981-12-10,2.692708
1981-12-11,2.6875
1981-12-14,2.651042
1981-12-15,2.625
1981-12-16,2.625
1981-12-17,2.625
1981-12-18,2.640625
1981-12-21,2.666667
1981-12-22,2.65625
1981-12-23,2.635417
1981-12-24,2.645833
1981-12-28,2.645833
1981-12-29,2.645833
1981-12-30,2.625
1981-12-31,2.625
1982-01-04,2.625
1982-01-05,2.625
1982-01-06,2.614583
1982-01-07,2.614583
1982-01-08,2.625
1982-01-11,2.619792
1982-01-12,2.557292
1982-01-13,2.427083
1982-01-14,2.385417
1982-01-15,2.395833
1982-01-18,2.416667
1982-01-19,2.416667
1982-01-20,2.40625
1982-01-21,2.416667
1982-01-22,2.458333
1982-01-25,2.458333
1982-01-26,2.489583
1982-01-27,2.479167
1982-01-28,2.479167
1982-01-29,2.484375
1982-02-01,2.494792
1982-02-02,2.479167
1982-02-03,2.458333
1982-02-04,2.458333
1982-02-05,2.458333
1982-02-08,2.458333
1982-02-09,2.447917
1982-02-10,2.453125
1982-02-11,2.458333
1982-02-12,2.473958
1982-02-16,2.473958
1982-02-17,2.5
1982-02-18,2.5
1982-02-19,2.5
1982-02-22,2.5
1982-02-23,2.479167
1982-02-24,2.479167
1982-02-25,2.46875
1982-02-26,2.484375
1982-03-01,2.515625
1982-03-02,2.520833
1982-03-03,2.536458
1982-03-04,2.5
1982-03-05,2.473958
1982-03-08,2.458333
1982-03-09,2.458333
1982-03-10,2.447917
1982-03-11,2.390625
1982-03-12,2.354167
1982-03-15,2.302083
1982-03-16,2.265625
1982-03-17,2.208333
1982-03-18,2.21875
1982-03-19,2.25
1982-03-22,2.270833
1982-03-23,2.322917
1982-03-24,2.34375
1982-03-25,2.317708
1982-03-26,2.3125
1982-03-29,2.302083
1982-03-30,2.302083
1982-03-31,2.296875
1982-04-01,2.302083
1982-04-02,2.333333
1982-04-05,2.317708
1982-04-06,2.265625
1982-04-07,2.296875
1982-04-08,2.307292
1982-04-12,2.3125
1982-04-13,2.3125
1982-04-14,2.260417
1982-04-15,2.28125
1982-04-16,2.302083
1982-04-19,2.328125
1982-04-20,2.328125
1982-04-21,2.338542
1982-04-22,2.354167
1982-04-23,2.380208
1982-04-26,2.411458
1982-04-27,2.4375
1982-04-28,2.463542
1982-04-29,2.453125
1982-04-30,2.463542
1982-05-03,2.447917
1982-05-04,2.5
1982-05-05,2.520833
1982-05-06,2.541667
1982-05-07,2.572917
1982-05-10,2.541667
1982-05-11,2.520833
1982-05-12,2.520833
1982-05-13,2.515625
1982-05-14,2.510417
1982-05-17,2.510417
1982-05-18,2.510417
1982-05-19,2.510417
1982-05-20,2.5
1982-05-21,2.489583
1982-05-24,2.484375
1982-05-25,2.479167
1982-05-26,2.473958
1982-05-27,2.473958
1982-05-28,2.46875
1982-06-01,2.46875
1982-06-02,2.458333
1982-06-03,2.463542
1982-06-04,2.463542
1982-06-07,2.473958
1982-06-08,2.458333
1982-06-09,2.453125
1982-06-10,2.453125
1982-06-11,2.458333
1982-06-14,2.453125
1982-06-15,2.447917
1982-06-16,2.447917
1982-06-17,2.447917
1982-06-18,2.4375
1982-06-21,2.447917
1982-06-22,2.4375
1982-06-23,2.4375
1982-06-24,2.447917
1982-06-25,2.447917
1982-06-28,2.447917
1982-06-29,2.447917
1982-06-30,2.447917
1982-07-01,2.479167
1982-07-02,2.447917
1982-07-06,2.447917
1982-07-07,2.463542
1982-07-08,2.463542
1982-07-09,2.473958
1982-07-12,2.484375
1982-07-13,2.494792
1982-07-14,2.515625
1982-07-15,2.557292
1982-07-16,2.557292
1982-07-19,2.5625
1982-07-20,2.541667
1982-07-21,2.541667
1982-07-22,2.515625
1982-07-23,2.515625
1982-07-26,2.473958
1982-07-27,2.473958
1982-07-28,2.442708
1982-07-29,2.463542
1982-07-30,2.4375
1982-08-02,2.458333
1982-08-03,2.447917
1982-08-04,2.416667
1982-08-05,2.401042
1982-08-06,2.4375
1982-08-09,2.416667
1982-08-10,2.421875
1982-08-11,2.442708
1982-08-12,2.427083
1982-08-13,2.453125
1982-08-16,2.432292
1982-08-17,2.489583
1982-08-18,2.489583
1982-08-19,2.505208
1982-08-20,2.505208
1982-08-23,2.557292
1982-08-24,2.598958
1982-08-25,2.635417
1982-08-26,2.6875
1982-08-27,2.692708
1982-08-30,2.661458
1982-08-31,2.703125
1982-09-01,2.697917
1982-09-02,2.697917
1982-09-03,2.729167
1982-09-07,2.739583
1982-09-08,2.75
1982-09-09,2.776042
1982-09-10,2.78125
1982-09-13,2.739583
1982-09-14,2.755208
1982-09-15,2.791667
1982-09-16,2.791667
1982-09-17,2.807292
1982-09-20,2.8125
1982-09-21,2.885417
1982-09-22,2.927083
1982-09-23,2.916667
1982-09-24,2.921875
1982-09-27,2.921875
1982-09-28,2.96875
1982-09-29,2.9375
1982-09-30,2.927083
1982-10-01,2.947917
1982-10-04,2.9375
1982-10-05,2.947917
1982-10-06,3.229167
1982-10-07,3.208333
1982-10-08,3.197917
1982-10-11,3.270833
1982-10-12,3.276042
1982-10-13,3.296875
1982-10-14,3.307292
1982-10-15,3.255208
1982-10-18,3.270833
1982-10-19,3.25
1982-10-20,3.223958
1982-10-21,3.192708
1982-10-22,3.166667
1982-10-25,3.098958
1982-10-26,3.083333
1982-10-27,3.135417
1982-10-28,3.145833
1982-10-29,3.109375
1982-11-01,3.083333
1982-11-02,3.197917
1982-11-03,3.291667
1982-11-04,3.302083
1982-11-05,3.291667
1982-11-08,3.291667
1982-11-09,3.317708
1982-11-10,3.328125
1982-11-11,3.34375
1982-11-12,3.359375
1982-11-15,3.359375
1982-11-16,3.328125
1982-11-17,3.3125
1982-11-18,3.338542
1982-11-19,3.307292
1982-11-22,3.307292
1982-11-23,3.359375
1982-11-24,3.359375
1982-11-26,3.421875
1982-11-29,3.411458
1982-11-30,3.442708
1982-12-01,3.46875
1982-12-02,3.520833
1982-12-03,3.625
1982-12-06,3.578125
1982-12-07,3.65625
1982-12-08,3.729167
1982-12-09,3.755208
1982-12-10,3.71875
1982-12-13,3.671875
1982-12-14,3.71875
1982-12-15,3.6875
1982-12-16,3.645833
1982-12-17,3.671875
1982-12-20,3.677083
1982-12-21,3.666667
1982-12-22,3.630208
1982-12-23,3.645833
1982-12-27,3.645833
1982-12-28,3.635417
1982-12-29,3.635417
1982-12-30,3.609375
1982-12-31,3.609375
1983-01-03,3.59375
1983-01-04,3.59375
1983-01-05,3.625
1983-01-06,3.661458
1983-01-07,3.713542
1983-01-10,3.708333
1983-01-11,3.708333
1983-01-12,3.6875
1983-01-13,3.651042
1983-01-14,3.677083
1983-01-17,3.703125
1983-01-18,3.791667
1983-01-19,3.708333
1983-01-20,3.75
1983-01-21,3.760417
1983-01-24,3.65625
1983-01-25,3.71875
1983-01-26,3.703125
1983-01-27,3.713542
1983-01-28,3.739583
1983-01-31,3.71875
1983-02-01,3.734375
1983-02-02,3.75
1983-02-03,3.770833
1983-02-04,3.802083
1983-02-07,3.75
1983-02-08,3.765625
1983-02-09,3.760417
1983-02-10,3.807292
1983-02-11,3.776042
1983-02-14,3.802083
1983-02-15,3.8125
1983-02-16,3.807292
1983-02-17,3.760417
1983-02-18,3.776042
1983-02-22,3.802083
1983-02-23,3.791667
1983-02-24,3.776042
1983-02-25,3.770833
1983-02-28,3.770833
1983-03-01,3.786458
1983-03-02,3.807292
1983-03-03,3.927083
1983-03-04,4.0416669999999995
1983-03-07,4.1458330000000005
1983-03-08,4.1458330000000005
1983-03-09,4.0833330000000005
1983-03-10,4.0833330000000005
1983-03-11,4.0989580000000005
1983-03-14,4.1041669999999995
1983-03-15,4.0885419999999995
1983-03-16,4.0833330000000005
1983-03-17,4.1041669999999995
1983-03-18,4.1145830000000005
1983-03-21,4.1458330000000005
1983-03-22,4.09375
1983-03-23,4.0729169999999995
1983-03-24,4.0572919999999995
1983-03-25,4.09375
1983-03-28,4.109375
1983-03-29,4.109375
1983-03-30,4.1354169999999995
1983-03-31,4.125
1983-04-04,4.0989580000000005
1983-04-05,4.1145830000000005
1983-04-06,4.1145830000000005
1983-04-07,4.109375
1983-04-08,4.1770830000000005
1983-04-11,4.2916669999999995
1983-04-12,4.3125
1983-04-13,4.4166669999999995
1983-04-14,4.4583330000000005
1983-04-15,4.53125
1983-04-18,4.65625
1983-04-19,4.671875
1983-04-20,4.703125
1983-04-21,4.7083330000000005
1983-04-22,4.6875
1983-04-25,4.6666669999999995
1983-04-26,4.5833330000000005
1983-04-27,4.5989580000000005
1983-04-28,4.6145830000000005
1983-04-29,4.5833330000000005
1983-05-02,4.6041669999999995
1983-05-03,4.5729169999999995
1983-05-04,4.625
1983-05-05,4.5833330000000005
1983-05-06,4.5625
1983-05-09,4.5520830000000005
1983-05-10,4.7291669999999995
1983-05-11,4.75
1983-05-12,4.75
1983-05-13,4.71875
1983-05-16,4.7083330000000005
1983-05-17,4.6770830000000005
1983-05-18,4.6458330000000005
1983-05-19,4.6041669999999995
1983-05-20,4.5833330000000005
1983-05-23,4.5104169999999995
1983-05-24,4.5520830000000005
1983-05-25,4.5520830000000005
1983-05-26,4.5
1983-05-27,4.5
1983-05-31,4.4791669999999995
1983-06-01,4.4166669999999995
1983-06-02,4.4166669999999995
1983-06-03,4.453125
1983-06-06,4.4635419999999995
1983-06-07,4.484375
1983-06-08,4.4739580000000005
1983-06-09,4.4895830000000005
1983-06-10,4.53125
1983-06-13,4.6041669999999995
1983-06-14,4.7760419999999995
1983-06-15,4.8177080000000005
1983-06-16,4.90625
1983-06-17,5.0208330000000005
1983-06-20,5.1041669999999995
1983-06-21,5.1927080000000005
1983-06-22,5.1510419999999995
1983-06-23,5.125
1983-06-24,5.1041669999999995
1983-06-27,5.0625
1983-06-28,5.03125
1983-06-29,4.9895830000000005
1983-06-30,5.0208330000000005
1983-07-01,5.125
1983-07-05,5.0729169999999995
1983-07-06,5.0
1983-07-07,5.0
1983-07-08,5.015625
1983-07-11,4.9895830000000005
1983-07-12,4.9895830000000005
1983-07-13,4.9635419999999995
1983-07-14,4.9635419999999995
1983-07-15,4.9010419999999995
1983-07-18,4.8802080000000005
1983-07-19,4.8958330000000005
1983-07-20,4.8958330000000005
1983-07-21,4.8489580000000005
1983-07-22,4.84375
1983-07-25,4.8229169999999995
1983-07-26,4.8020830000000005
1983-07-27,4.9895830000000005
1983-07-28,4.984375
1983-07-29,5.015625
1983-08-01,4.984375
1983-08-02,4.9270830000000005
1983-08-03,4.859375
1983-08-04,4.8333330000000005
1983-08-05,4.84375
1983-08-08,4.84375
1983-08-09,4.84375
1983-08-10,4.8125
1983-08-11,4.75
1983-08-12,4.703125
1983-08-15,4.734375
1983-08-16,4.8125
1983-08-17,4.8125
1983-08-18,4.734375
1983-08-19,4.65625
1983-08-22,4.671875
1983-08-23,4.734375
1983-08-24,4.71875
1983-08-25,4.75
1983-08-26,4.671875
1983-08-29,4.6875
1983-08-30,4.75
1983-08-31,4.859375
1983-09-01,4.953125
1983-09-02,4.953125
1983-09-06,5.046875
1983-09-07,4.875
1983-09-08,4.875
1983-09-09,4.875
1983-09-12,4.859375
1983-09-13,4.84375
1983-09-14,4.84375
1983-09-15,4.84375
1983-09-16,4.828125
1983-09-19,4.859375
1983-09-20,5.03125
1983-09-21,5.109375
1983-09-22,5.109375
1983-09-23,5.15625
1983-09-26,5.203125
1983-09-27,5.078125
1983-09-28,5.0625
1983-09-29,5.03125
1983-09-30,5.015625
1983-10-03,5.0
1983-10-04,5.15625
1983-10-05,5.171875
1983-10-06,5.328125
1983-10-07,5.28125
1983-10-10,5.28125
1983-10-11,5.3125
1983-10-12,5.28125
1983-10-13,5.265625
1983-10-14,5.1875
1983-10-17,5.203125
1983-10-18,5.15625
1983-10-19,5.140625
1983-10-20,5.1875
1983-10-21,5.09375
1983-10-24,5.109375
1983-10-25,5.046875
1983-10-26,5.109375
1983-10-27,5.125
1983-10-28,5.078125
1983-10-31,5.15625
1983-11-01,4.90625
1983-11-02,4.96875
1983-11-03,5.015625
1983-11-04,4.890625
1983-11-07,5.0
1983-11-08,4.984375
1983-11-09,4.859375
1983-11-10,4.90625
1983-11-11,4.875
1983-11-14,4.765625
1983-11-15,4.78125
1983-11-16,4.75
1983-11-17,4.8125
1983-11-18,4.84375
1983-11-21,4.859375
1983-11-22,4.84375
1983-11-23,4.875
1983-11-25,4.875
1983-11-28,4.90625
1983-11-29,4.890625
1983-11-30,4.90625
1983-12-01,4.96875
1983-12-02,5.0625
1983-12-05,5.125
1983-12-06,5.09375
1983-12-07,5.171875
1983-12-08,5.203125
1983-12-09,5.25
1983-12-12,5.25
1983-12-13,5.375
1983-12-14,5.359375
1983-12-15,5.296875
1983-12-16,5.375
1983-12-19,5.375
1983-12-20,5.46875
1983-12-21,5.703125
1983-12-22,5.609375
1983-12-23,5.59375
1983-12-27,5.765625
1983-12-28,5.640625
1983-12-29,5.578125
1983-12-30,5.5
1984-01-03,5.40625
1984-01-04,5.5
1984-01-05,5.578125
1984-01-06,5.8125
1984-01-09,5.71875
1984-01-10,5.78125
1984-01-11,5.84375
1984-01-12,5.90625
1984-01-13,5.953125
1984-01-16,5.8125
1984-01-17,5.71875
1984-01-18,5.625
1984-01-19,5.5625
1984-01-20,5.59375
1984-01-23,5.484375
1984-01-24,5.375
1984-01-25,5.390625
1984-01-26,5.40625
1984-01-27,5.34375
1984-01-30,5.1875
1984-01-31,5.03125
1984-02-01,4.90625
1984-02-02,4.9375
1984-02-03,4.953125
1984-02-06,4.953125
1984-02-07,4.953125
1984-02-08,4.9375
1984-02-09,4.921875
1984-02-10,5.03125
1984-02-13,4.9375
1984-02-14,4.90625
1984-02-15,5.0
1984-02-16,5.0
1984-02-17,5.03125
1984-02-21,4.9375
1984-02-22,4.921875
1984-02-23,4.921875
1984-02-24,4.953125
1984-02-27,5.0
1984-02-28,5.015625
1984-02-29,4.953125
1984-03-01,5.0
1984-03-02,5.046875
1984-03-05,5.0625
1984-03-06,5.0
1984-03-07,4.984375
1984-03-08,5.03125
1984-03-09,5.03125
1984-03-12,5.078125
1984-03-13,5.15625
1984-03-14,5.15625
1984-03-15,5.109375
1984-03-16,5.28125
1984-03-19,5.28125
1984-03-20,5.28125
1984-03-21,5.296875
1984-03-22,5.296875
1984-03-23,5.390625
1984-03-26,5.359375
1984-03-27,5.40625
1984-03-28,5.609375
1984-03-29,5.5625
1984-03-30,5.65625
1984-04-02,5.578125
1984-04-03,5.546875
1984-04-04,5.5
1984-04-05,5.328125
1984-04-06,5.421875
1984-04-09,5.34375
1984-04-10,5.40625
1984-04-11,5.375
1984-04-12,5.359375
1984-04-13,5.328125
1984-04-16,5.25
1984-04-17,5.3125
1984-04-18,5.28125
1984-04-19,5.203125
1984-04-23,5.21875
1984-04-24,5.234375
1984-04-25,5.25
1984-04-26,5.265625
1984-04-27,5.21875
1984-04-30,5.1875
1984-05-01,5.328125
1984-05-02,5.390625
1984-05-03,5.453125
1984-05-04,5.484375
1984-05-07,5.4375
1984-05-08,5.390625
1984-05-09,5.359375
1984-05-10,5.4375
1984-05-11,5.375
1984-05-14,5.453125
1984-05-15,5.3125
1984-05-16,5.296875
1984-05-17,5.3125
1984-05-18,5.328125
1984-05-21,5.296875
1984-05-22,5.28125
1984-05-23,5.21875
1984-05-24,5.1875
1984-05-25,5.21875
1984-05-29,5.125
1984-05-30,5.15625
1984-05-31,5.1875
1984-06-01,5.234375
1984-06-04,5.34375
1984-06-05,5.328125
1984-06-06,5.375
1984-06-07,5.4375
1984-06-08,5.375
1984-06-11,5.296875
1984-06-12,5.234375
1984-06-13,5.28125
1984-06-14,5.3125
1984-06-15,5.3125
1984-06-18,5.5
1984-06-19,5.5
1984-06-20,5.5
1984-06-21,5.5625
1984-06-22,5.546875
1984-06-25,5.59375
1984-06-26,5.546875
1984-06-27,5.5625
1984-06-28,5.5625
1984-06-29,5.40625
1984-07-02,5.34375
1984-07-03,5.40625
1984-07-05,5.375
1984-07-06,5.359375
1984-07-09,5.421875
1984-07-10,5.53125
1984-07-11,5.75
1984-07-12,5.65625
1984-07-13,5.640625
1984-07-16,5.546875
1984-07-17,5.625
1984-07-18,5.671875
1984-07-19,5.609375
1984-07-20,5.59375
1984-07-23,5.53125
1984-07-24,5.5
1984-07-25,5.46875
1984-07-26,5.453125
1984-07-27,5.5
1984-07-30,5.671875
1984-07-31,5.578125
1984-08-01,5.515625
1984-08-02,5.8125
1984-08-03,5.96875
1984-08-06,6.09375
1984-08-07,6.703125
1984-08-08,6.3125
1984-08-09,6.40625
1984-08-10,6.421875
1984-08-13,6.4375
1984-08-14,6.40625
1984-08-15,6.28125
1984-08-16,6.34375
1984-08-17,6.328125
1984-08-20,6.25
1984-08-21,6.359375
1984-08-22,6.3125
1984-08-23,6.296875
1984-08-24,6.3125
1984-08-27,6.359375
1984-08-28,6.28125
1984-08-29,6.3125
1984-08-30,6.3125
1984-08-31,6.359375
1984-09-04,6.28125
1984-09-05,6.296875
1984-09-06,6.296875
1984-09-07,6.3125
1984-09-10,6.28125
1984-09-11,6.296875
1984-09-12,6.3125
1984-09-13,6.296875
1984-09-14,6.5625
1984-09-17,6.515625
1984-09-18,6.390625
1984-09-19,6.5625
1984-09-20,6.796875
1984-09-21,6.53125
1984-09-24,6.421875
1984-09-25,6.421875
1984-09-26,6.375
1984-09-27,6.53125
1984-09-28,6.453125
1984-10-01,6.25
1984-10-02,6.09375
