Date,ANK
2010-04-01,20.860001
2010-04-05,
2010-04-06,21.664
2010-04-07,22.024
2010-04-08,22.091998999999998
2010-04-09,22.396
2010-04-12,22.336
2010-04-13,22.540001
2010-04-14,22.455999
2010-04-15,23.256001
2010-04-16,23.288
2010-04-19,22.792
2010-04-20,22.784
2010-04-21,22.848
2010-04-22,22.712
2010-04-23,22.796
2010-04-26,22.936001
2010-04-27,23.048
2010-04-28,22.032
2010-04-29,21.879998999999998
2010-04-30,21.827999
2010-05-03,21.804001
2010-05-04,22.139999
2010-05-05,22.556
2010-05-06,22.940001000000002
2010-05-07,21.492001000000002
2010-05-10,21.544001
2010-05-11,20.976
2010-05-12,21.087999
2010-05-13,21.372
2010-05-14,21.643998999999997
2010-05-17,21.379998999999998
2010-05-18,21.136
2010-05-19,20.468
2010-05-20,21.292
2010-05-21,20.108
2010-05-24,19.431998999999998
2010-05-25,19.336
2010-05-26,19.136
2010-05-27,19.264
2010-05-28,19.968
2010-06-01,20.856001000000003
2010-06-02,20.247999
2010-06-03,20.608
2010-06-04,21.299999
2010-06-07,20.719998999999998
2010-06-08,20.4
2010-06-09,19.860001
2010-06-10,20.156
2010-06-11,20.304001
2010-06-14,19.955999
2010-06-15,19.792
2010-06-16,20.496
2010-06-17,20.403999
2010-06-18,20.096001
2010-06-21,20.011999
2010-06-22,20.035999
2010-06-23,19.632
2010-06-24,19.48
2010-06-25,19.427999
2010-06-28,19.540001
2010-06-29,19.684
2010-06-30,19.496
2010-07-01,19.540001
2010-07-02,19.504
2010-07-06,19.576
2010-07-07,19.459999
2010-07-08,19.664
2010-07-09,19.988001
2010-07-12,20.091998999999998
2010-07-13,19.959999
2010-07-14,20.247999
2010-07-15,19.804001
2010-07-16,19.804001
2010-07-19,19.667999
2010-07-20,19.072001
2010-07-21,19.24
2010-07-22,18.624001
2010-07-23,18.736
2010-07-26,18.219998999999998
2010-07-27,17.884001
2010-07-28,18.572001
2010-07-29,18.252001
2010-07-30,17.936001
2010-08-02,17.535999
2010-08-03,17.868
2010-08-04,17.540001
2010-08-05,17.988001
2010-08-06,18.1
2010-08-09,17.936001
2010-08-10,18.427999
2010-08-11,18.372
2010-08-12,17.944
2010-08-13,18.167999
2010-08-16,18.648001
2010-08-17,18.719998999999998
2010-08-18,18.888
2010-08-19,19.388
2010-08-20,18.716
2010-08-23,18.848
2010-08-24,18.872
2010-08-25,18.563999
2010-08-26,18.275999
2010-08-27,17.836
2010-08-30,18.408001000000002
2010-08-31,17.604
2010-09-01,17.74
2010-09-02,18.204
2010-09-03,18.156
2010-09-07,19.115999
2010-09-08,18.808001
2010-09-09,18.98
2010-09-10,18.879998999999998
2010-09-13,19.08
2010-09-14,19.26
2010-09-15,19.236
2010-09-16,18.756001
2010-09-17,19.507998999999998
2010-09-20,19.488001
2010-09-21,19.664
2010-09-22,19.384001
2010-09-23,19.444
2010-09-24,18.68
2010-09-27,19.076
2010-09-28,19.059998999999998
2010-09-29,18.944
2010-09-30,18.48
2010-10-01,18.752001
2010-10-04,18.516001
2010-10-05,19.143998999999997
2010-10-06,19.823999
2010-10-07,20.648001
2010-10-08,20.808001
2010-10-11,20.812
2010-10-12,20.608
2010-10-13,20.436001
2010-10-14,20.799999
2010-10-15,20.280001000000002
2010-10-18,20.716
2010-10-19,20.719998999999998
2010-10-20,20.268
2010-10-21,19.664
2010-10-22,20.032
2010-10-25,19.752001
2010-10-26,19.719998999999998
2010-10-27,19.84
2010-10-28,19.372
2010-10-29,19.743999
2010-11-01,19.82
2010-11-02,18.788
2010-11-03,18.556
2010-11-04,19.208
2010-11-05,20.056
2010-11-08,20.236
2010-11-09,20.336
2010-11-10,20.059998999999998
2010-11-11,20.087999
2010-11-12,20.452
2010-11-15,20.524
2010-11-16,20.351999
2010-11-17,20.476
2010-11-18,21.091998999999998
2010-11-19,21.136
2010-11-22,19.792
2010-11-23,20.176001
2010-11-24,20.34
2010-11-26,0.4375
2010-11-29,20.568001000000002
2010-11-30,20.587999
2010-12-01,20.212
2010-12-02,20.416
2010-12-03,20.535999
2010-12-06,20.516001
2010-12-07,20.292
2010-12-08,20.4
2010-12-09,21.271998999999997
2010-12-10,21.459999
2010-12-13,21.120001000000002
2010-12-14,21.063999
2010-12-15,21.184
2010-12-16,21.26
2010-12-17,21.747999
2010-12-20,21.52
2010-12-21,21.743999
2010-12-22,21.648001
2010-12-23,21.771998999999997
2010-12-27,21.912001
2010-12-28,22.336
2010-12-29,22.455999
2010-12-30,22.455999
2010-12-31,
2011-01-03,21.916
2011-01-04,22.040001
2011-01-05,21.799999
2011-01-06,21.948
2011-01-07,22.52
2011-01-10,22.548
2011-01-11,22.191999
2011-01-12,22.132
2011-01-13,22.02
2011-01-14,21.556
2011-01-18,21.284
2011-01-19,21.356001000000003
2011-01-20,20.927999
2011-01-21,19.879998999999998
2011-01-24,20.351999
2011-01-25,20.823999
2011-01-26,20.368
2011-01-27,20.396
2011-01-28,20.172001
2011-01-31,19.983999
2011-02-01,0.3325
2011-02-02,20.459999
2011-02-03,20.872
2011-02-04,20.808001
2011-02-07,20.784
2011-02-08,21.351999
2011-02-09,21.648001
2011-02-10,22.195999
2011-02-11,22.243999
2011-02-14,22.66
2011-02-15,22.4
2011-02-16,22.912001
2011-02-17,23.388
2011-02-18,23.007998999999998
2011-02-22,22.24
2011-02-23,0.3675
2011-02-24,21.875999
2011-02-25,22.148001
2011-02-28,21.875999
2011-03-01,22.188
2011-03-02,21.516001
2011-03-03,21.375999
2011-03-04,21.792
2011-03-07,21.532
2011-03-08,21.396
2011-03-09,21.948
2011-03-10,21.568001000000002
2011-03-11,21.256001
2011-03-14,18.636
2011-03-15,17.716
2011-03-16,18.944
2011-03-17,18.327999
2011-03-18,17.860001
2011-03-21,17.732
2011-03-22,18.667999
2011-03-23,19.052
2011-03-24,18.444
2011-03-25,18.648001
2011-03-28,18.823999
2011-03-29,18.488001
2011-03-30,18.632
2011-03-31,18.48
2011-04-01,18.007998999999998
2011-04-04,17.896
2011-04-05,17.459999
2011-04-06,17.032
2011-04-07,17.304001
2011-04-08,17.247999
2011-04-11,17.32
2011-04-12,17.516001
2011-04-13,17.636
2011-04-14,17.444
2011-04-15,17.096001
2011-04-18,17.128
2011-04-19,17.224001
2011-04-20,17.280001000000002
2011-04-21,17.299999
2011-04-25,
2011-04-26,16.952
2011-04-27,16.916
2011-04-28,17.143998999999997
2011-04-29,17.204
2011-05-02,17.188
2011-05-03,17.275999
2011-05-04,17.34
2011-05-05,17.743999
2011-05-06,17.944
2011-05-09,17.784
2011-05-10,17.344
2011-05-11,17.628
2011-05-12,17.488001
2011-05-13,17.552
2011-05-16,16.68
2011-05-17,16.879998999999998
2011-05-18,16.799999
2011-05-19,16.799999
2011-05-20,16.76
2011-05-23,17.403999
2011-05-24,17.208
2011-05-25,17.507998999999998
2011-05-26,17.684
2011-05-27,17.507998999999998
2011-05-31,17.516001
2011-06-01,17.535999
2011-06-02,16.884001
2011-06-03,16.672001
2011-06-06,16.84
2011-06-07,16.695999
2011-06-08,17.188
2011-06-09,16.764
2011-06-10,17.384001
2011-06-13,17.327999
2011-06-14,17.124001
2011-06-15,17.136
2011-06-16,17.372
2011-06-17,17.488001
2011-06-20,17.148001
2011-06-21,17.212
2011-06-22,17.4
2011-06-23,17.584
2011-06-24,17.676001
2011-06-27,17.596001
2011-06-28,17.74
2011-06-29,18.072001
2011-06-30,17.908001000000002
2011-07-01,17.903999
2011-07-05,18.139999
2011-07-06,18.524
2011-07-07,18.4
2011-07-08,18.216
2011-07-11,18.42
2011-07-12,18.620001000000002
2011-07-13,18.396
2011-07-14,18.007998999999998
2011-07-15,18.096001
2011-07-18,18.284
2011-07-19,18.040001
2011-07-20,18.6
2011-07-21,18.676001
2011-07-22,19.004
2011-07-25,18.84
2011-07-26,19.072001
2011-07-27,18.903999
2011-07-28,18.444
2011-07-29,18.228001000000003
2011-08-01,18.576
2011-08-02,18.360001
2011-08-03,18.184
2011-08-04,18.011999
2011-08-05,18.011999
2011-08-08,17.743999
2011-08-09,17.26
2011-08-10,17.596001
2011-08-11,17.524
2011-08-12,17.559998999999998
2011-08-15,17.16
2011-08-16,16.983999
2011-08-17,17.195999
2011-08-18,16.643998999999997
2011-08-19,16.388
2011-08-22,16.204
2011-08-23,16.156
2011-08-24,16.188
2011-08-25,16.087999
2011-08-26,15.84
2011-08-29,15.668
2011-08-30,16.108
2011-08-31,16.032
2011-09-01,16.799999
2011-09-02,16.035999
2011-09-06,15.312
2011-09-07,15.676
2011-09-08,15.904
2011-09-09,15.592
2011-09-12,16.08
2011-09-13,16.072001
2011-09-14,15.96
2011-09-15,15.9
2011-09-16,16.16
2011-09-19,16.436001
2011-09-20,15.816
2011-09-21,16.016001
2011-09-22,15.828
2011-09-23,15.792
2011-09-26,15.796
2011-09-27,15.84
2011-09-28,16.49
2011-09-29,16.655001000000002
2011-09-30,16.639999
2011-10-03,16.184998999999998
2011-10-04,15.945
2011-10-05,15.35
2011-10-06,15.4
2011-10-07,15.275
2011-10-10,15.0
2011-10-11,15.075
2011-10-12,14.415
2011-10-13,14.685
2011-10-14,14.16
2011-10-17,14.635
2011-10-18,14.575
2011-10-19,0.38
2011-10-20,0.35
2011-10-21,0.38
2011-10-24,0.445
2011-10-25,0.49
2011-10-26,0.45
2011-10-27,0.465
2011-10-28,0.42
2011-10-31,0.38
2011-11-01,0.375
2011-11-02,0.4
2011-11-03,0.4
2011-11-04,14.35
2011-11-07,0.4
2011-11-08,0.4
2011-11-09,0.42
2011-11-10,0.4
2011-11-11,14.44
2011-11-14,0.4
2011-11-15,0.4
2011-11-16,0.375
2011-11-17,0.375
2011-11-18,0.36
2011-11-21,0.39
2011-11-22,0.39
2011-11-23,0.35
2011-11-25,0.34
2011-11-28,0.345
2011-11-29,0.33
2011-11-30,0.33
2011-12-01,0.32
2011-12-02,0.32
2011-12-05,0.345
2011-12-06,0.375
2011-12-07,0.365
2011-12-08,0.36
2011-12-09,0.325
2011-12-12,0.325
2011-12-13,0.36
2011-12-14,0.36
2011-12-15,0.36
2011-12-16,0.37
2011-12-19,0.35
2011-12-20,0.35
2011-12-21,0.38
2011-12-22,0.36
2011-12-23,0.36
2011-12-27,0.36
2011-12-28,0.34
2011-12-29,0.38
2011-12-30,0.33
2012-01-03,0.38
2012-01-04,0.4
2012-01-05,0.4
2012-01-06,0.39
2012-01-09,0.4
2012-01-10,0.4
2012-01-11,0.365
2012-01-12,0.38
2012-01-13,0.38
2012-01-17,0.38
2012-01-18,0.365
2012-01-19,0.365
2012-01-20,0.365
2012-01-23,0.36
2012-01-24,0.33
2012-01-25,0.345
2012-01-26,0.385
2012-01-27,0.38
2012-01-30,0.38
2012-01-31,0.395
2012-02-01,0.38
2012-02-02,0.39
2012-02-03,0.4
2012-02-06,0.39
2012-02-07,0.36
2012-02-08,0.355
2012-02-09,0.365
2012-02-10,0.36
2012-02-13,0.36
2012-02-14,0.38
2012-02-15,0.43
2012-02-16,0.47
2012-02-17,0.49
2012-02-21,0.57
2012-02-22,0.55
2012-02-23,0.56
2012-02-24,0.57
2012-02-27,0.55
2012-02-28,0.54
2012-02-29,0.58
2012-03-01,0.55
2012-03-02,0.54
2012-03-05,0.53
2012-03-06,0.49
2012-03-07,0.49
2012-03-08,0.495
2012-03-09,0.49
2012-03-12,0.49
2012-03-13,0.47
2012-03-14,0.495
2012-03-15,0.48
2012-03-16,0.45
2012-03-19,0.48
2012-03-20,0.47
2012-03-21,0.45
2012-03-22,0.45
2012-03-23,0.45
2012-03-26,0.45
2012-03-27,0.45
2012-03-28,0.43
2012-03-29,0.43
2012-03-30,0.43
2012-04-02,0.43
2012-04-03,0.43
2012-04-04,0.435
2012-04-05,0.43
2012-04-09,0.43
2012-04-10,0.43
2012-04-11,0.43
2012-04-12,0.43
2012-04-13,0.43
2012-04-16,0.43
2012-04-17,0.4
2012-04-18,0.37
2012-04-19,0.37
2012-04-20,0.37
2012-04-23,0.39
2012-04-24,0.38
2012-04-25,0.38
2012-04-26,0.37
2012-04-27,0.39
2012-04-30,0.39
2012-05-01,0.4
2012-05-02,0.41
2012-05-03,0.41
2012-05-04,0.41
2012-05-07,0.39
2012-05-08,0.39
2012-05-09,0.38
2012-05-10,0.39
2012-05-11,0.41
2012-05-14,0.41
2012-05-15,0.38
2012-05-16,0.38
2012-05-17,0.38
2012-05-18,0.38
2012-05-21,0.38
2012-05-22,0.38
2012-05-23,0.38
2012-05-24,0.39
2012-05-25,0.39
2012-05-29,0.395
2012-05-30,0.395
2012-05-31,0.395
2012-06-01,0.4
2012-06-04,0.395
2012-06-05,0.395
2012-06-06,0.39
2012-06-07,0.39
2012-06-08,0.39
2012-06-11,0.38
2012-06-12,0.38
2012-06-13,0.36
2012-06-14,0.35
2012-06-15,0.35
2012-06-18,0.35
2012-06-19,0.36
2012-06-20,0.33
2012-06-21,0.32
2012-06-22,0.33
2012-06-25,0.33
2012-06-26,0.26
2012-06-27,0.33
2012-06-28,0.33
2012-06-29,0.33
2012-07-02,0.33
2012-07-03,0.31
2012-07-05,0.305
2012-07-06,0.305
2012-07-09,0.305
2012-07-10,0.3
2012-07-11,0.3
2012-07-12,0.3
2012-07-13,0.315
2012-07-16,0.3
2012-07-17,0.285
2012-07-18,0.3
2012-07-19,0.32
2012-07-20,0.3
2012-07-23,0.3
2012-07-24,0.3
2012-07-25,0.3
2012-07-26,0.3
2012-07-27,0.3
2012-07-30,0.3
2012-07-31,0.3
2012-08-01,0.32
2012-08-02,0.345
2012-08-03,0.35
2012-08-06,0.35
2012-08-07,0.35
2012-08-08,0.35
2012-08-09,0.35
2012-08-10,0.375
2012-08-13,0.315
2012-08-14,0.315
2012-08-15,0.315
2012-08-16,0.32
2012-08-17,0.35
2012-08-20,0.35
2012-08-21,0.35
2012-08-22,0.35
2012-08-23,0.35
2012-08-24,0.35
2012-08-27,0.35
2012-08-28,0.35
2012-08-29,0.36
2012-08-30,0.36
2012-08-31,0.36
2012-09-04,0.36
2012-09-05,0.32
2012-09-06,0.35
2012-09-07,0.32
2012-09-10,0.32
2012-09-11,0.3
2012-09-12,0.33
2012-09-13,0.33
2012-09-14,0.29
2012-09-17,0.29
2012-09-18,0.29
2012-09-19,0.335
2012-09-20,0.335
2012-09-21,0.335
2012-09-24,0.29
2012-09-25,0.29
2012-09-26,0.31
2012-09-27,0.3
2012-09-28,0.34
2012-10-01,0.31
2012-10-02,0.31
2012-10-03,0.31
2012-10-04,0.3
2012-10-05,0.335
2012-10-08,0.335
2012-10-09,0.3
2012-10-10,0.3
2012-10-11,0.3
2012-10-12,0.325
2012-10-15,0.325
2012-10-16,0.325
2012-10-17,0.3
2012-10-18,0.3
2012-10-19,0.3
2012-10-22,0.31
2012-10-23,0.3
2012-10-24,0.3
2012-10-25,0.3
2012-10-26,0.3
2012-10-31,0.29
2012-11-01,0.29
2012-11-02,0.29
2012-11-05,0.29
2012-11-06,0.29
2012-11-07,0.285
2012-11-08,0.28
2012-11-09,0.34
2012-11-12,0.34
