Date,ALD
2011-03-17,50.02
2011-03-18,50.150002
2011-03-21,50.41
2011-03-22,50.549999
2011-03-23,50.580002
2011-03-24,50.75
2011-03-25,50.880001
2011-03-28,50.827
2011-03-29,50.799999
2011-03-30,50.810001
2011-03-31,50.98
2011-04-01,51.16
2011-04-04,51.16
2011-04-05,51.16
2011-04-06,51.41
2011-04-07,51.419998
2011-04-08,51.689999
2011-04-11,51.349998
2011-04-12,51.439999
2011-04-13,51.439999
2011-04-14,51.530998
2011-04-15,51.630001
2011-04-18,51.569901
2011-04-19,51.599998
2011-04-20,51.891998
2011-04-21,51.939999
2011-04-25,51.73
2011-04-26,51.820099
2011-04-27,52.009997999999996
2011-04-28,52.139998999999996
2011-04-29,52.380001
2011-05-02,52.360001000000004
2011-05-03,52.099998
2011-05-04,52.0
2011-05-05,51.619999
2011-05-06,51.740002000000004
2011-05-09,51.939999
2011-05-10,52.0
2011-05-11,51.93
2011-05-12,51.884499
2011-05-13,51.740002000000004
2011-05-16,51.389998999999996
2011-05-17,51.459998999999996
2011-05-18,51.57
2011-05-19,51.889998999999996
2011-05-20,51.91
2011-05-23,51.5
2011-05-24,51.509997999999996
2011-05-25,51.400002
2011-05-26,51.66
2011-05-27,51.82
2011-05-31,51.959998999999996
2011-06-01,51.950001
2011-06-02,52.060001
2011-06-03,52.240002000000004
2011-06-06,52.132
2011-06-07,52.249901
2011-06-08,52.048
2011-06-09,52.040001000000004
2011-06-10,51.987598
2011-06-13,51.93
2011-06-14,52.07
2011-06-15,51.869999
2011-06-16,51.721199
2011-06-17,51.882
2011-06-20,51.810001
2011-06-21,51.994801
2011-06-22,51.990002000000004
2011-06-23,51.880001
2011-06-24,51.790001000000004
2011-06-27,51.580002
2011-06-28,51.73
2011-06-29,52.040001000000004
2011-06-30,52.119202
2011-07-01,52.308997999999995
2011-07-05,52.32
2011-07-06,52.360001000000004
2011-07-07,52.490002000000004
2011-07-08,52.549999
2011-07-11,52.43
2011-07-12,52.209998999999996
2011-07-13,52.52
2011-07-14,52.629002
2011-07-15,52.679901
2011-07-18,52.630001
2011-07-19,52.77
2011-07-20,52.860001000000004
2011-07-21,52.970001
2011-07-22,53.040001000000004
2011-07-25,53.07
2011-07-26,53.278999
2011-07-27,53.380001
2011-07-28,53.450001
2011-07-29,53.43
2011-08-01,53.655998
2011-08-02,53.560001
2011-08-03,53.41
2011-08-04,53.021999
2011-08-05,53.042
2011-08-08,52.389998999999996
2011-08-09,52.610001000000004
2011-08-10,52.889998999999996
2011-08-11,53.1399
2011-08-12,53.243
2011-08-15,53.34
2011-08-16,53.41
2011-08-17,53.470001
2011-08-18,53.09
2011-08-19,53.150002
2011-08-22,53.1399
2011-08-23,53.23
2011-08-24,53.09
2011-08-25,52.84
2011-08-26,53.0481
2011-08-29,53.25
2011-08-30,53.25
2011-08-31,53.400002
2011-09-01,53.419998
2011-09-02,53.43
2011-09-06,53.23
2011-09-07,53.330002
2011-09-08,53.169998
2011-09-09,52.917999
2011-09-12,52.650002
2011-09-13,52.18
2011-09-14,52.080002
2011-09-15,51.98
2011-09-16,51.970001
2011-09-19,51.339298
2011-09-20,51.310001
2011-09-21,50.650002
2011-09-22,49.240002000000004
2011-09-23,49.869999
2011-09-26,49.75
2011-09-27,50.0
2011-09-28,49.880001
2011-09-29,49.57
2011-09-30,49.421001000000004
2011-10-03,49.310001
2011-10-04,48.990002000000004
2011-10-05,49.470001
2011-10-06,49.810001
2011-10-07,49.900002
2011-10-10,50.43
2011-10-11,50.330002
2011-10-12,50.599998
2011-10-13,50.549999
2011-10-14,50.810001
2011-10-17,50.75
2011-10-18,50.849998
2011-10-19,50.91
2011-10-20,50.810001
2011-10-21,50.77
2011-10-24,50.900002
2011-10-25,50.970001
2011-10-26,50.950001
2011-10-27,51.599998
2011-10-28,51.759997999999996
2011-10-31,51.41
2011-11-01,50.91
2011-11-02,51.130001
2011-11-03,51.110001000000004
2011-11-04,51.080002
2011-11-07,51.130001
2011-11-08,51.118
2011-11-09,50.8652
2011-11-10,50.799999
2011-11-11,50.950001
2011-11-14,50.900002
2011-11-15,50.849998
2011-11-16,50.7798
2011-11-17,50.59
2011-11-18,50.622002
2011-11-21,50.040797999999995
2011-11-22,50.089001
2011-11-23,49.700001
2011-11-25,49.59
2011-11-28,49.7701
2011-11-29,50.049999
2011-11-30,50.389998999999996
2011-12-01,50.77
2011-12-02,50.939999
2011-12-05,50.77
2011-12-06,50.717999
2011-12-07,50.77
2011-12-08,50.66
2011-12-09,50.470001
2011-12-12,50.18
2011-12-13,49.973999
2011-12-14,49.799999
2011-12-15,49.769001
2011-12-16,49.950001
2011-12-19,49.82
2011-12-20,50.0
2011-12-21,50.101002
2011-12-22,50.169998
2011-12-23,50.189999
2011-12-27,50.02
2011-12-28,49.926998
2011-12-29,49.959998999999996
2011-12-30,50.09
2012-01-03,50.469898
2012-01-04,50.360001000000004
2012-01-05,50.189999
2012-01-06,50.169998
2012-01-09,50.102001
2012-01-10,50.261002000000005
2012-01-11,50.369999
2012-01-12,50.43
2012-01-13,50.560001
2012-01-17,50.720001
2012-01-18,51.040001000000004
2012-01-19,51.060001
2012-01-20,51.16
2012-01-23,51.330002
2012-01-24,51.241402
2012-01-25,51.509899
2012-01-26,51.7062
2012-01-27,51.900002
2012-01-30,51.720001
2012-01-31,51.98
2012-02-01,52.220001
2012-02-02,52.290001000000004
2012-02-03,52.57
2012-02-06,52.330002
2012-02-07,52.477501000000004
2012-02-08,52.529999
2012-02-09,52.52
2012-02-10,52.220001
2012-02-13,52.220001
2012-02-14,52.200001
2012-02-15,52.101002
2012-02-16,51.959998999999996
2012-02-17,52.0
2012-02-21,52.009997999999996
2012-02-22,52.029999
2012-02-23,52.080002
2012-02-24,52.119999
2012-02-27,52.119999
2012-02-28,52.119999
2012-02-29,52.23
2012-03-01,52.349899
2012-03-02,52.151001
2012-03-05,51.959998999999996
2012-03-06,51.66
2012-03-07,51.84
2012-03-08,52.060001
2012-03-09,52.0
2012-03-12,51.849998
2012-03-13,51.77
2012-03-14,51.41
2012-03-15,51.5
2012-03-16,51.629902
2012-03-19,51.82
2012-03-20,51.360001000000004
2012-03-21,51.280102
2012-03-22,51.16
2012-03-23,51.34
2012-03-26,51.360001000000004
2012-03-27,51.470001
2012-03-28,51.32
2012-03-29,51.23
2012-03-30,51.400002
2012-04-02,51.560001
2012-04-03,51.549999
2012-04-04,51.259997999999996
2012-04-05,51.41
2012-04-09,51.240002000000004
2012-04-10,51.150002
2012-04-11,51.189999
2012-04-12,51.5
2012-04-13,51.540001000000004
2012-04-16,51.52
2012-04-17,51.560001
2012-04-18,51.490002000000004
2012-04-19,51.439999
2012-04-20,51.484001
2012-04-23,51.32
2012-04-24,51.369999
2012-04-25,51.439999
2012-04-26,51.689999
2012-04-27,51.799999
2012-04-30,51.849998
2012-05-01,51.869999
2012-05-02,51.849998
2012-05-03,51.66
2012-05-04,51.529999
2012-05-07,51.610001000000004
2012-05-08,51.43
2012-05-09,51.349998
2012-05-10,51.369999
2012-05-11,51.221699
2012-05-14,51.0
2012-05-15,50.860001000000004
2012-05-16,50.759997999999996
2012-05-17,50.599998
2012-05-18,50.459998999999996
2012-05-21,50.495998
2012-05-22,50.470001
2012-05-23,50.259997999999996
2012-05-24,50.110001000000004
2012-05-25,50.080002
2012-05-29,50.119999
2012-05-30,49.900002
2012-05-31,50.02
2012-06-01,50.060001
2012-06-04,50.18
2012-06-05,50.0825
