Date,AU
2003-05-14,30.129998999999998
2003-05-15,30.629998999999998
2003-05-16,29.65
2003-05-19,30.68
2003-05-20,30.67
2003-05-21,30.9
2003-05-22,29.92
2003-05-23,29.91
2003-05-27,30.15
2003-05-28,28.889999
2003-05-29,29.09
2003-05-30,29.120001000000002
2003-06-02,29.200001
2003-06-03,29.219998999999998
2003-06-04,29.6
2003-06-05,30.959999
2003-06-06,30.59
2003-06-09,30.450001
2003-06-10,30.360001
2003-06-11,30.360001
2003-06-12,30.48
2003-06-13,31.34
2003-06-16,31.959999
2003-06-17,33.099998
2003-06-18,32.759997999999996
2003-06-19,32.970001
2003-06-20,32.150002
2003-06-23,31.4
2003-06-24,30.67
2003-06-25,30.870001000000002
2003-06-26,31.190001000000002
2003-06-27,31.059998999999998
2003-06-30,31.9
2003-07-01,33.27
2003-07-02,32.990002000000004
2003-07-03,32.5
2003-07-07,31.98
2003-07-08,31.25
2003-07-09,31.139999
2003-07-10,31.860001
2003-07-11,32.200001
2003-07-14,32.740002000000004
2003-07-15,30.77
2003-07-16,30.02
2003-07-17,30.620001000000002
2003-07-18,30.700001
2003-07-21,32.18
2003-07-22,32.080002
2003-07-23,33.740002000000004
2003-07-24,34.610001000000004
2003-07-25,34.619999
2003-07-28,34.169998
2003-07-29,33.209998999999996
2003-07-30,33.299999
2003-07-31,33.029999
2003-08-01,32.150002
2003-08-04,32.549999
2003-08-05,32.700001
2003-08-06,33.57
2003-08-07,33.599998
2003-08-08,35.34
2003-08-11,36.810001
2003-08-12,36.279999
2003-08-13,36.599998
2003-08-14,37.310001
2003-08-15,37.299999
2003-08-18,36.990002000000004
2003-08-19,38.02
2003-08-20,38.439999
2003-08-21,36.939999
2003-08-22,36.5
2003-08-25,35.98
2003-08-26,36.450001
2003-08-27,38.400002
2003-08-28,38.02
2003-08-29,37.57
2003-09-02,37.77
2003-09-03,37.529999
2003-09-04,38.549999
2003-09-05,39.509997999999996
2003-09-08,39.529999
2003-09-09,39.779999
2003-09-10,39.009997999999996
2003-09-11,39.98
2003-09-12,39.080002
2003-09-15,38.59
2003-09-16,38.779999
2003-09-17,39.419998
2003-09-18,39.299999
2003-09-19,40.049999
2003-09-22,40.66
2003-09-23,41.389998999999996
2003-09-24,41.080002
2003-09-25,38.900002
2003-09-26,36.950001
2003-09-29,37.740002000000004
2003-09-30,37.700001
2003-10-01,37.860001000000004
2003-10-02,38.310001
2003-10-03,36.299999
2003-10-06,36.049999
2003-10-07,36.439999
2003-10-08,36.889998999999996
2003-10-09,37.009997999999996
2003-10-10,36.900002
2003-10-13,37.82
2003-10-14,37.540001000000004
2003-10-15,37.32
2003-10-16,38.200001
2003-10-17,37.23
2003-10-20,37.5
2003-10-21,39.470001
2003-10-22,39.029999
2003-10-23,38.599998
2003-10-24,39.68
2003-10-27,39.880001
2003-10-28,39.25
2003-10-29,39.810001
2003-10-30,38.540001000000004
2003-10-31,38.639998999999996
2003-11-03,38.82
2003-11-04,39.549999
2003-11-05,39.880001
2003-11-06,39.27
2003-11-07,41.099998
2003-11-10,40.759997999999996
2003-11-11,40.799999
2003-11-12,43.43
2003-11-13,43.919998
2003-11-14,44.5
2003-11-17,43.84
2003-11-18,46.0
2003-11-19,45.900002
2003-11-20,45.580002
2003-11-21,45.75
2003-11-24,45.119999
2003-11-25,45.98
2003-11-26,46.799999
2003-11-28,47.970001
2003-12-01,49.389998999999996
2003-12-02,49.400002
2003-12-03,49.279999
2003-12-04,47.650002
2003-12-05,48.939999
2003-12-08,48.650002
2003-12-09,47.349998
2003-12-10,45.279999
2003-12-11,47.060001
2003-12-12,46.830002
2003-12-15,47.290001000000004
2003-12-16,46.27
2003-12-17,46.490002000000004
2003-12-18,45.880001
2003-12-19,44.299999
2003-12-22,44.150002
2003-12-23,44.689999
2003-12-24,44.82
2003-12-26,45.490002000000004
2003-12-29,47.549999
2003-12-30,47.099998
2003-12-31,46.700001
2004-01-02,46.529999
2004-01-05,47.799999
2004-01-06,46.880001
2004-01-07,45.779999
2004-01-08,46.540001000000004
2004-01-09,46.799999
2004-01-12,45.73
2004-01-13,43.849998
2004-01-14,42.369999
2004-01-15,41.150002
2004-01-16,41.619999
2004-01-20,42.700001
2004-01-21,42.82
2004-01-22,42.049999
2004-01-23,41.150002
2004-01-26,41.07
2004-01-27,41.720001
2004-01-28,40.59
2004-01-29,39.919998
2004-01-30,40.330002
2004-02-02,41.360001000000004
2004-02-03,41.560001
2004-02-04,41.040001000000004
2004-02-05,41.25
2004-02-06,42.349998
2004-02-09,42.5
2004-02-10,42.299999
2004-02-11,43.150002
2004-02-12,42.790001000000004
2004-02-13,43.200001
2004-02-17,44.77
2004-02-18,42.080002
2004-02-19,40.689999
2004-02-20,40.610001000000004
2004-02-23,40.77
2004-02-24,41.98
2004-02-25,41.889998999999996
2004-02-26,42.200001
2004-02-27,42.950001
2004-03-01,43.619999
2004-03-02,42.099998
2004-03-03,41.810001
2004-03-04,42.700001
2004-03-05,43.439999
2004-03-08,42.279999
2004-03-09,42.77
2004-03-10,41.150002
2004-03-11,41.650002
2004-03-12,41.330002
2004-03-15,40.400002
2004-03-16,40.009997999999996
2004-03-17,40.59
2004-03-18,41.169998
2004-03-19,41.470001
2004-03-22,41.200001
2004-03-23,41.419998
2004-03-24,40.080002
2004-03-25,41.220001
2004-03-26,40.990002000000004
2004-03-29,41.439999
2004-03-30,41.82
2004-03-31,42.27
2004-04-01,42.09
2004-04-02,41.16
2004-04-05,40.369999
2004-04-06,40.32
2004-04-07,40.75
2004-04-08,40.02
2004-04-12,40.07
2004-04-13,37.299999
2004-04-14,36.490002000000004
2004-04-15,36.77
2004-04-16,36.759997999999996
2004-04-19,36.66
2004-04-20,34.27
2004-04-21,33.799999
2004-04-22,34.150002
2004-04-23,33.209998999999996
2004-04-26,33.400002
2004-04-27,33.080002
2004-04-28,30.77
2004-04-29,31.34
2004-04-30,31.42
2004-05-03,31.860001
2004-05-04,34.200001
2004-05-05,33.169998
2004-05-06,32.049999
2004-05-07,30.780001000000002
2004-05-10,32.34
2004-05-11,32.619999
2004-05-12,31.93
2004-05-13,31.780001000000002
2004-05-14,31.75
2004-05-17,31.4
2004-05-18,31.719998999999998
2004-05-19,32.84
2004-05-20,32.459998999999996
2004-05-21,33.259997999999996
2004-05-24,33.75
2004-05-25,34.580002
2004-05-26,34.830002
2004-05-27,35.330002
2004-05-28,35.02
2004-06-01,34.389998999999996
2004-06-02,34.509997999999996
2004-06-03,33.52
2004-06-04,34.279999
2004-06-07,34.400002
2004-06-08,33.799999
2004-06-09,31.879998999999998
2004-06-10,32.290001000000004
2004-06-14,30.65
2004-06-15,31.790001
2004-06-16,31.0
2004-06-17,31.07
2004-06-18,31.6
2004-06-21,31.23
2004-06-22,31.540001
2004-06-23,31.9
2004-06-24,32.82
2004-06-25,32.490002000000004
2004-06-28,31.52
2004-06-29,31.82
2004-06-30,32.16
2004-07-01,32.419998
2004-07-02,32.849998
2004-07-06,32.400002
2004-07-07,34.290001000000004
2004-07-08,34.150002
2004-07-09,34.43
2004-07-12,33.919998
2004-07-13,33.450001
2004-07-14,33.619999
2004-07-15,33.57
2004-07-16,32.82
2004-07-19,32.169998
2004-07-20,31.9
2004-07-21,31.530001000000002
2004-07-22,31.889999
2004-07-23,31.049999
2004-07-26,30.129998999999998
2004-07-27,30.77
2004-07-28,31.950001
2004-07-29,32.049999
2004-07-30,32.790001000000004
2004-08-02,33.150002
2004-08-03,32.98
2004-08-04,32.98
2004-08-05,32.450001
2004-08-06,33.0
2004-08-09,33.09
2004-08-10,32.900002
2004-08-11,32.0
2004-08-12,32.610001000000004
2004-08-13,33.75
2004-08-16,34.32
2004-08-17,34.029999
2004-08-18,33.950001
2004-08-19,35.700001
2004-08-20,36.549999
2004-08-23,35.93
2004-08-24,34.59
2004-08-25,35.5
2004-08-26,35.130001
2004-08-27,35.240002000000004
2004-08-30,34.599998
2004-08-31,35.5
2004-09-01,35.900002
2004-09-02,35.439999
2004-09-03,34.939999
2004-09-07,34.790001000000004
2004-09-08,34.900002
2004-09-09,35.169998
2004-09-10,35.34
2004-09-13,35.84
2004-09-14,36.82
2004-09-15,36.529999
2004-09-16,36.419998
2004-09-17,36.150002
2004-09-20,36.619999
2004-09-21,37.900002
2004-09-22,37.52
2004-09-23,37.900002
2004-09-24,37.779999
2004-09-27,37.799999
2004-09-28,38.439999
2004-09-29,38.18
2004-09-30,38.900002
2004-10-01,38.299999
2004-10-04,37.119999
2004-10-05,38.209998999999996
2004-10-06,38.389998999999996
2004-10-07,37.540001000000004
2004-10-08,38.16
2004-10-11,38.25
2004-10-12,37.27
2004-10-13,36.169998
2004-10-14,36.470001
2004-10-15,36.869999
2004-10-18,36.619999
2004-10-19,37.189999
2004-10-20,37.709998999999996
2004-10-21,37.57
2004-10-22,37.5
2004-10-25,38.799999
2004-10-26,38.900002
2004-10-27,37.709998999999996
2004-10-28,36.610001000000004
2004-10-29,37.080002
2004-11-01,36.810001
2004-11-02,35.639998999999996
2004-11-03,36.27
2004-11-04,37.18
2004-11-05,38.150002
2004-11-08,38.459998999999996
2004-11-09,38.240002000000004
2004-11-10,38.189999
2004-11-11,39.0
2004-11-12,40.779999
2004-11-15,40.82
2004-11-16,41.27
2004-11-17,41.5
2004-11-18,40.150002
2004-11-19,40.040001000000004
2004-11-22,40.0
2004-11-23,39.080002
2004-11-24,38.689999
2004-11-26,40.02
2004-11-29,41.009997999999996
2004-11-30,39.91
2004-12-01,39.959998999999996
2004-12-02,38.619999
2004-12-03,39.189999
2004-12-06,38.75
2004-12-07,37.869999
2004-12-08,37.32
2004-12-09,36.759997999999996
2004-12-10,36.41
2004-12-13,36.790001000000004
2004-12-14,36.68
2004-12-15,36.75
2004-12-16,35.790001000000004
2004-12-17,35.549999
2004-12-20,36.209998999999996
2004-12-21,36.639998999999996
2004-12-22,36.709998999999996
2004-12-23,36.709998999999996
2004-12-27,37.349998
2004-12-28,36.790001000000004
2004-12-29,36.5
2004-12-30,36.169998
2004-12-31,36.349998
2005-01-03,35.040001000000004
2005-01-04,34.029999
2005-01-05,34.27
2005-01-06,34.130001
2005-01-07,34.369999
2005-01-10,34.299999
2005-01-11,34.549999
2005-01-12,34.509997999999996
2005-01-13,33.93
2005-01-14,33.41
2005-01-18,33.139998999999996
2005-01-19,32.82
2005-01-20,32.970001
2005-01-21,33.5
2005-01-24,33.07
2005-01-25,32.040001000000004
2005-01-26,32.459998999999996
2005-01-27,32.0
2005-01-28,32.25
2005-01-31,32.77
2005-02-01,33.369999
2005-02-02,33.639998999999996
2005-02-03,33.09
2005-02-04,32.849998
2005-02-07,31.639999
2005-02-08,31.799999
2005-02-09,32.610001000000004
2005-02-10,34.490002000000004
2005-02-11,35.240002000000004
2005-02-14,35.490002000000004
2005-02-15,35.32
2005-02-16,35.07
2005-02-17,35.650002
2005-02-18,35.66
2005-02-22,36.82
2005-02-23,36.52
2005-02-24,35.880001
2005-02-25,36.169998
2005-02-28,35.970001
2005-03-01,35.310001
2005-03-02,36.009997999999996
2005-03-03,36.23
2005-03-04,37.27
2005-03-07,37.02
2005-03-08,38.240002000000004
2005-03-09,38.389998999999996
2005-03-10,38.439999
2005-03-11,38.200001
2005-03-14,37.610001000000004
2005-03-15,37.509997999999996
2005-03-16,38.610001000000004
2005-03-17,38.450001
2005-03-18,37.990002000000004
2005-03-21,37.02
2005-03-22,36.060001
2005-03-23,35.490002000000004
2005-03-24,34.93
2005-03-28,34.709998999999996
2005-03-29,34.169998
2005-03-30,34.349998
2005-03-31,34.450001
2005-04-01,34.900002
2005-04-04,34.810001
2005-04-05,34.939999
2005-04-06,35.299999
2005-04-07,35.009997999999996
2005-04-08,34.93
2005-04-11,35.009997999999996
2005-04-12,34.869999
2005-04-13,34.349998
2005-04-14,33.549999
2005-04-15,33.470001
2005-04-18,33.630001
2005-04-19,34.98
2005-04-20,34.990002000000004
2005-04-21,34.110001000000004
2005-04-22,33.709998999999996
2005-04-25,33.59
2005-04-26,33.459998999999996
2005-04-27,32.150002
2005-04-28,31.51
2005-04-29,31.780001000000002
2005-05-02,31.92
2005-05-03,32.540001000000004
2005-05-04,32.93
2005-05-05,33.009997999999996
2005-05-06,32.700001
2005-05-09,32.299999
2005-05-10,31.700001
2005-05-11,31.59
2005-05-12,30.610001
2005-05-13,31.0
2005-05-16,31.17
2005-05-17,32.200001
2005-05-18,32.799999
2005-05-19,32.110001000000004
2005-05-20,31.85
2005-05-23,31.959999
2005-05-24,32.049999
2005-05-25,32.830002
2005-05-26,32.43
2005-05-27,33.799999
2005-05-31,34.34
2005-06-01,34.740002000000004
2005-06-02,34.259997999999996
2005-06-03,34.43
2005-06-06,33.93
2005-06-07,33.630001
2005-06-08,33.080002
2005-06-09,33.369999
2005-06-10,34.650002
2005-06-13,35.0
2005-06-14,34.299999
2005-06-15,34.799999
2005-06-16,35.799999
2005-06-17,35.830002
2005-06-20,35.0
2005-06-21,34.73
2005-06-22,34.189999
2005-06-23,34.700001
2005-06-24,35.57
2005-06-27,35.639998999999996
2005-06-28,35.16
2005-06-29,36.52
2005-06-30,35.73
2005-07-01,36.09
2005-07-05,35.549999
2005-07-06,35.669998
2005-07-07,35.509997999999996
2005-07-08,35.48
2005-07-11,36.279999
2005-07-12,36.560001
2005-07-13,36.669998
2005-07-14,36.040001000000004
2005-07-15,35.689999
2005-07-18,35.529999
2005-07-19,35.57
2005-07-20,35.630001
2005-07-21,35.990002000000004
2005-07-22,35.990002000000004
2005-07-25,35.529999
2005-07-26,34.790001000000004
2005-07-27,34.34
2005-07-28,34.549999
2005-07-29,34.380001
2005-08-01,34.459998999999996
2005-08-02,34.700001
2005-08-03,35.810001
2005-08-04,35.66
2005-08-05,34.950001
2005-08-08,34.439999
2005-08-09,34.490002000000004
2005-08-10,34.459998999999996
2005-08-11,35.919998
2005-08-12,36.060001
2005-08-15,36.23
2005-08-16,36.650002
2005-08-17,35.869999
2005-08-18,35.52
2005-08-19,35.549999
2005-08-22,35.619999
2005-08-23,35.619999
2005-08-24,35.279999
2005-08-25,35.439999
2005-08-26,35.34
2005-08-29,35.450001
2005-08-30,35.200001
2005-08-31,35.490002000000004
2005-09-01,36.310001
2005-09-02,36.639998999999996
2005-09-06,36.509997999999996
2005-09-07,36.349998
2005-09-08,37.080002
2005-09-09,38.779999
2005-09-12,39.060001
2005-09-13,38.689999
2005-09-14,39.900002
2005-09-15,40.490002000000004
2005-09-16,42.240002000000004
2005-09-19,43.299999
2005-09-20,41.709998999999996
2005-09-21,43.369999
2005-09-22,43.93
2005-09-23,42.619999
2005-09-26,43.5
2005-09-27,42.200001
2005-09-28,42.549999
2005-09-29,43.259997999999996
2005-09-30,42.439999
2005-10-03,42.0
2005-10-04,41.610001000000004
2005-10-05,40.529999
2005-10-06,41.709998999999996
2005-10-07,42.959998999999996
2005-10-10,43.779999
2005-10-11,43.98
2005-10-12,42.009997999999996
2005-10-13,41.650002
2005-10-14,41.450001
2005-10-17,42.73
2005-10-18,41.75
2005-10-19,41.080002
2005-10-20,40.060001
2005-10-21,41.110001000000004
2005-10-24,41.869999
2005-10-25,42.23
2005-10-26,41.259997999999996
2005-10-27,40.549999
2005-10-28,39.970001
2005-10-31,39.099998
2005-11-01,39.490002000000004
2005-11-02,40.259997999999996
2005-11-03,39.43
2005-11-04,39.220001
2005-11-07,39.169998
2005-11-08,39.02
2005-11-09,40.880001
2005-11-10,40.41
2005-11-11,41.82
2005-11-14,41.779999
2005-11-15,41.0
2005-11-16,43.189999
2005-11-17,43.59
2005-11-18,43.259997999999996
2005-11-21,44.349998
2005-11-22,44.459998999999996
2005-11-23,43.0
2005-11-25,43.950001
2005-11-28,43.52
2005-11-29,43.360001000000004
2005-11-30,42.110001000000004
2005-12-01,43.490002000000004
2005-12-02,43.639998999999996
2005-12-05,43.330002
2005-12-06,44.810001
2005-12-07,45.98
2005-12-08,47.150002
2005-12-09,46.700001
2005-12-12,46.93
2005-12-13,46.900002
2005-12-14,45.869999
2005-12-15,46.669998
2005-12-16,47.43
2005-12-19,46.619999
2005-12-20,45.790001000000004
2005-12-21,47.439999
2005-12-22,48.450001
2005-12-23,48.009997999999996
2005-12-27,47.59
2005-12-28,48.799999
2005-12-29,49.849998
2005-12-30,49.330002
2006-01-03,52.349998
2006-01-04,52.41
2006-01-05,51.290001000000004
2006-01-06,54.349998
2006-01-09,53.650002
2006-01-10,53.400002
2006-01-11,53.57
2006-01-12,53.009997999999996
2006-01-13,55.419998
2006-01-17,55.310001
2006-01-18,54.189999
2006-01-19,55.98
2006-01-20,55.630001
2006-01-23,56.98
2006-01-24,56.279999
2006-01-25,57.900002
2006-01-26,59.369999
2006-01-27,59.849998
2006-01-30,60.060001
2006-01-31,61.18
2006-02-01,61.060001
2006-02-02,60.650002
2006-02-03,59.27
2006-02-06,61.080002
2006-02-07,56.419998
2006-02-08,57.400002
2006-02-09,59.779999
2006-02-10,58.450001
2006-02-13,56.790001000000004
2006-02-14,56.59
2006-02-15,54.470001
2006-02-16,55.119999
2006-02-17,54.119999
2006-02-21,54.5
2006-02-22,54.91
2006-02-23,53.23
2006-02-24,54.119999
2006-02-27,52.919998
2006-02-28,50.919998
2006-03-01,51.369999
2006-03-02,53.25
2006-03-03,51.66
2006-03-06,49.709998999999996
2006-03-07,49.52
2006-03-08,49.009997999999996
2006-03-09,47.830002
2006-03-10,48.619999
2006-03-13,48.529999
2006-03-14,49.59
2006-03-15,51.099998
2006-03-16,50.299999
2006-03-17,50.16
2006-03-20,49.599998
2006-03-21,48.759997999999996
2006-03-22,48.330002
2006-03-23,48.43
2006-03-24,50.900002
2006-03-27,53.290001000000004
2006-03-28,51.200001
2006-03-29,52.279999
2006-03-30,53.380001
2006-03-31,54.119999
2006-04-03,53.919998
2006-04-04,54.290001000000004
2006-04-05,54.41
2006-04-06,54.380001
2006-04-07,52.830002
2006-04-10,51.34
2006-04-11,49.700001
2006-04-12,50.68
2006-04-13,50.689999
2006-04-17,52.830002
2006-04-18,53.099998
2006-04-19,55.259997999999996
2006-04-20,51.98
2006-04-21,52.91
2006-04-24,52.75
2006-04-25,52.709998999999996
2006-04-26,53.790001000000004
2006-04-27,52.610001000000004
2006-04-28,54.68
2006-05-01,54.52
2006-05-02,54.779999
2006-05-03,55.5
2006-05-04,55.98
2006-05-05,55.02
2006-05-08,54.130001
2006-05-09,56.5
2006-05-10,57.34
2006-05-11,56.860001000000004
2006-05-12,54.029999
2006-05-15,50.299999
2006-05-16,49.91
2006-05-17,48.610001000000004
2006-05-18,48.5
2006-05-19,48.099998
2006-05-22,47.099998
2006-05-23,47.080002
2006-05-24,45.25
2006-05-25,47.029999
2006-05-26,47.139998999999996
2006-05-30,45.880001
2006-05-31,46.23
2006-06-01,46.310001
2006-06-02,46.68
2006-06-05,46.07
2006-06-06,43.810001
2006-06-07,43.009997999999996
2006-06-08,41.720001
2006-06-09,41.389998999999996
2006-06-12,40.029999
2006-06-13,39.09
2006-06-14,39.790001000000004
2006-06-15,42.169998
2006-06-16,42.130001
2006-06-19,41.419998
2006-06-20,42.720001
2006-06-21,43.799999
2006-06-22,43.330002
2006-06-23,44.049999
2006-06-26,44.810001
2006-06-27,43.889998999999996
2006-06-28,43.990002000000004
2006-06-29,46.799999
2006-06-30,48.119999
2006-07-03,49.599998
2006-07-05,47.57
2006-07-06,48.77
2006-07-07,48.099998
2006-07-10,48.25
2006-07-11,49.610001000000004
2006-07-12,49.259997999999996
2006-07-13,47.25
2006-07-14,47.580002
2006-07-17,46.34
2006-07-18,46.18
2006-07-19,48.889998999999996
2006-07-20,47.5
2006-07-21,45.880001
2006-07-24,47.040001000000004
2006-07-25,47.860001000000004
2006-07-26,48.75
2006-07-27,46.799999
2006-07-28,48.360001000000004
2006-07-31,48.59
2006-08-01,49.939999
2006-08-02,50.860001000000004
2006-08-03,49.82
2006-08-04,49.549999
2006-08-07,50.490002000000004
2006-08-08,49.43
2006-08-09,50.639998999999996
2006-08-10,50.419998
2006-08-11,49.16
2006-08-14,48.68
2006-08-15,48.889998999999996
2006-08-16,50.169998
2006-08-17,49.299999
2006-08-18,48.040001000000004
2006-08-21,50.080002
2006-08-22,49.389998999999996
2006-08-23,48.669998
2006-08-24,47.330002
2006-08-25,47.18
2006-08-28,46.380001
2006-08-29,46.110001000000004
2006-08-30,46.07
2006-08-31,46.130001
2006-09-01,46.450001
2006-09-05,47.939999
2006-09-06,46.939999
2006-09-07,44.900002
2006-09-08,43.68
2006-09-11,40.400002
2006-09-12,40.540001000000004
2006-09-13,40.509997999999996
2006-09-14,38.939999
2006-09-15,39.419998
2006-09-18,40.709998999999996
2006-09-19,38.619999
2006-09-20,38.560001
2006-09-21,38.189999
2006-09-22,38.240002000000004
2006-09-25,38.860001000000004
2006-09-26,39.200001
2006-09-27,38.880001
2006-09-28,38.470001
2006-09-29,37.740002000000004
2006-10-02,38.150002
2006-10-03,36.189999
2006-10-04,36.59
2006-10-05,37.360001000000004
2006-10-06,37.27
2006-10-09,37.009997999999996
2006-10-10,37.400002
2006-10-11,37.299999
2006-10-12,38.48
2006-10-13,39.41
2006-10-16,39.259997999999996
2006-10-17,38.959998999999996
2006-10-18,38.560001
2006-10-19,39.889998999999996
2006-10-20,40.18
2006-10-23,40.669998
2006-10-24,41.459998999999996
2006-10-25,42.650002
2006-10-26,42.02
2006-10-27,41.540001000000004
2006-10-30,41.459998999999996
2006-10-31,42.57
2006-11-01,42.580002
2006-11-02,42.52
2006-11-03,43.110001000000004
2006-11-06,43.009997999999996
2006-11-07,43.130001
2006-11-08,43.240002000000004
2006-11-09,45.110001000000004
2006-11-10,44.049999
2006-11-13,43.919998
2006-11-14,43.98
2006-11-15,44.389998999999996
2006-11-16,42.48
2006-11-17,42.57
2006-11-20,43.27
2006-11-21,44.91
2006-11-22,45.110001000000004
2006-11-24,46.650002
2006-11-27,46.560001
2006-11-28,47.049999
2006-11-29,46.939999
2006-11-30,48.220001
2006-12-01,47.75
2006-12-04,47.91
2006-12-05,46.919998
2006-12-06,46.110001000000004
2006-12-07,46.669998
2006-12-08,46.18
2006-12-11,46.810001
2006-12-12,46.259997999999996
2006-12-13,46.529999
2006-12-14,46.84
2006-12-15,46.310001
2006-12-18,45.669998
2006-12-19,46.599998
2006-12-20,45.52
2006-12-21,45.509997999999996
2006-12-22,45.77
2006-12-26,45.990002000000004
2006-12-27,47.040001000000004
2006-12-28,47.220001
2006-12-29,47.09
2007-01-03,45.650002
2007-01-04,44.889998999999996
2007-01-05,44.459998999999996
2007-01-08,44.400002
2007-01-09,44.450001
2007-01-10,43.82
2007-01-11,44.389998999999996
2007-01-12,45.470001
2007-01-16,45.240002000000004
2007-01-17,45.740002000000004
2007-01-18,45.189999
2007-01-19,45.209998999999996
2007-01-22,45.279999
2007-01-23,47.689999
2007-01-24,48.490002000000004
2007-01-25,47.25
2007-01-26,47.5
2007-01-29,46.169998
2007-01-30,46.290001000000004
2007-01-31,47.0
2007-02-01,47.470001
2007-02-02,47.169998
2007-02-05,46.830002
2007-02-06,47.139998999999996
2007-02-07,47.299999
2007-02-08,48.790001000000004
2007-02-09,48.310001
2007-02-12,47.73
2007-02-13,47.630001
2007-02-14,47.799999
2007-02-15,47.939999
2007-02-16,47.25
2007-02-20,46.48
2007-02-21,47.869999
2007-02-22,47.330002
2007-02-23,47.02
2007-02-26,47.630001
2007-02-27,43.599998
2007-02-28,44.139998999999996
2007-03-01,43.77
2007-03-02,42.5
2007-03-05,41.73
2007-03-06,43.029999
2007-03-07,42.52
2007-03-08,42.599998
2007-03-09,42.560001
2007-03-12,43.189999
2007-03-13,41.91
2007-03-14,42.279999
2007-03-15,43.41
2007-03-16,43.880001
2007-03-19,44.259997999999996
2007-03-20,44.57
2007-03-21,45.93
2007-03-22,45.98
2007-03-23,45.529999
2007-03-26,45.299999
2007-03-27,44.68
2007-03-28,44.650002
2007-03-29,44.52
2007-03-30,44.59
2007-04-02,45.299999
2007-04-03,45.580002
2007-04-04,46.259997999999996
2007-04-05,46.0
2007-04-09,45.759997999999996
2007-04-10,46.470001
2007-04-11,46.709998999999996
2007-04-12,46.75
2007-04-13,48.650002
2007-04-16,48.720001
2007-04-17,47.799999
2007-04-18,47.759997999999996
2007-04-19,46.09
2007-04-20,47.360001000000004
2007-04-23,46.299999
2007-04-24,45.77
2007-04-25,46.299999
2007-04-26,45.360001000000004
2007-04-27,45.549999
2007-04-30,44.57
2007-05-01,44.360001000000004
2007-05-02,45.32
2007-05-03,44.849998
2007-05-04,44.200001
2007-05-07,44.950001
2007-05-08,44.060001
2007-05-09,44.360001000000004
2007-05-10,42.799999
2007-05-11,43.139998999999996
2007-05-14,42.869999
2007-05-15,42.59
2007-05-16,42.59
2007-05-17,42.110001000000004
2007-05-18,42.77
2007-05-21,43.220001
2007-05-22,42.529999
2007-05-23,43.029999
2007-05-24,42.009997999999996
2007-05-25,42.259997999999996
2007-05-29,41.389998999999996
2007-05-30,41.290001000000004
2007-05-31,41.720001
2007-06-01,43.130001
2007-06-04,43.470001
2007-06-05,42.75
2007-06-06,42.369999
2007-06-07,40.529999
2007-06-08,40.490002000000004
2007-06-11,40.93
2007-06-12,40.16
2007-06-13,40.279999
2007-06-14,40.389998999999996
2007-06-15,40.889998999999996
2007-06-18,40.700001
2007-06-19,40.959998999999996
2007-06-20,39.779999
2007-06-21,39.669998
2007-06-22,38.970001
2007-06-25,38.130001
2007-06-26,37.700001
2007-06-27,38.040001000000004
2007-06-28,37.41
2007-06-29,37.82
2007-07-02,38.700001
2007-07-03,38.57
2007-07-05,38.709998999999996
2007-07-06,40.880001
2007-07-09,41.330002
2007-07-10,41.119999
2007-07-11,40.919998
2007-07-12,42.720001
2007-07-13,43.130001
2007-07-16,42.869999
2007-07-17,43.049999
2007-07-18,44.290001000000004
2007-07-19,45.169998
2007-07-20,45.0
2007-07-23,45.369999
2007-07-24,44.610001000000004
2007-07-25,43.810001
2007-07-26,42.09
2007-07-27,41.009997999999996
2007-07-30,42.490002000000004
2007-07-31,42.16
2007-08-01,41.23
2007-08-02,41.509997999999996
2007-08-03,39.880001
2007-08-06,39.119999
2007-08-07,38.689999
2007-08-08,38.470001
2007-08-09,37.450001
2007-08-10,37.950001
2007-08-13,37.650002
2007-08-14,36.82
2007-08-15,35.860001000000004
2007-08-16,33.799999
2007-08-17,36.110001000000004
2007-08-20,35.990002000000004
2007-08-21,36.150002
2007-08-22,37.790001000000004
2007-08-23,37.52
2007-08-24,38.029999
2007-08-27,37.34
2007-08-28,36.59
2007-08-29,37.799999
2007-08-30,37.799999
2007-08-31,39.029999
2007-09-04,40.259997999999996
2007-09-05,39.830002
2007-09-06,41.110001000000004
2007-09-07,41.66
2007-09-10,41.450001
2007-09-11,41.700001
2007-09-12,43.450001
2007-09-13,44.48
2007-09-14,44.16
2007-09-17,44.630001
2007-09-18,46.5
2007-09-19,46.0
2007-09-20,47.400002
2007-09-21,46.84
2007-09-24,46.900002
2007-09-25,46.529999
2007-09-26,45.740002000000004
2007-09-27,46.490002000000004
2007-09-28,46.889998999999996
2007-10-01,44.860001000000004
2007-10-02,43.32
2007-10-03,42.869999
2007-10-04,44.41
2007-10-05,44.5
2007-10-08,44.110001000000004
2007-10-09,44.209998999999996
2007-10-10,43.810001
2007-10-11,44.470001
2007-10-12,44.919998
2007-10-15,44.400002
2007-10-16,43.490002000000004
2007-10-17,43.32
2007-10-18,44.0
2007-10-19,43.439999
2007-10-22,42.959998999999996
2007-10-23,44.439999
2007-10-24,44.630001
2007-10-25,45.380001
2007-10-26,45.740002000000004
2007-10-29,45.689999
2007-10-30,44.860001000000004
2007-10-31,46.450001
2007-11-01,43.299999
2007-11-02,42.939999
2007-11-05,42.860001000000004
2007-11-06,45.34
