Date,ACOPF
2013-09-26,0.5
2013-09-27,0.5
2013-09-30,0.5
2013-10-01,0.5
2013-10-02,0.5
2013-10-03,0.5
2013-10-04,0.5
2013-10-07,0.5
2013-10-08,0.5
2013-10-09,0.5
2013-10-10,0.5
2013-10-11,0.5
2013-10-14,0.5
2013-10-15,0.5
2013-10-16,0.5
2013-10-17,0.5
2013-10-18,0.5
2013-10-21,0.5
2013-10-22,0.5
2013-10-23,0.5
2013-10-24,0.5
2013-10-25,0.5
2013-10-28,0.5
2013-10-29,0.5
2013-10-30,0.5
2013-10-31,0.5
2013-11-01,0.5
2013-11-04,0.5
2013-11-05,0.5
2013-11-06,0.5
2013-11-07,0.5
2013-11-08,0.5
2013-11-11,0.5
2013-11-12,0.5
2013-11-13,0.5
2013-11-14,0.5
2013-11-15,0.5
2013-11-18,0.5
2013-11-19,0.5
2013-11-20,0.5
2013-11-21,0.5
2013-11-22,0.5
2013-11-25,0.5
2013-11-26,0.5
2013-11-27,0.5
2013-11-29,0.5
2013-12-02,0.5
2013-12-03,0.5
2013-12-04,0.5
2013-12-05,0.5
2013-12-06,0.5
2013-12-09,0.5
2013-12-10,0.5
2013-12-11,0.5
2013-12-12,0.5
2013-12-13,0.5
2013-12-16,0.5
2013-12-17,0.5
2013-12-18,0.5
2013-12-19,0.5
2013-12-20,0.5
2013-12-23,0.5
2013-12-24,0.5
2013-12-26,0.5
2013-12-27,0.5
2013-12-30,0.5
2013-12-31,0.5
2014-01-02,0.5
2014-01-03,0.5
2014-01-06,0.5
2014-01-07,0.5
2014-01-08,0.5
2014-01-09,0.5
2014-01-10,0.5
2014-01-13,0.5
2014-01-14,0.5
2014-01-15,0.5
2014-01-16,0.5
2014-01-17,0.5
2014-01-21,0.5
2014-01-22,0.5
2014-01-23,0.5
2014-01-24,0.5
2014-01-27,0.5
2014-01-28,0.5
2014-01-29,0.5
2014-01-30,0.5
2014-01-31,0.5
2014-02-03,0.5
2014-02-04,0.5
2014-02-05,0.5
2014-02-06,0.5
2014-02-07,0.5
2014-02-10,0.5
2014-02-11,0.5
2014-02-12,0.5
2014-02-13,0.5
2014-02-14,0.5
2014-02-18,0.5
2014-02-19,0.5
2014-02-20,0.5
2014-02-21,0.5
2014-02-24,0.5
2014-02-25,0.5
2014-02-26,0.5
2014-02-27,0.5
2014-02-28,0.5
2014-03-03,0.5
2014-03-04,0.5
2014-03-05,0.5
2014-03-06,0.5
2014-03-07,0.5
2014-03-10,0.5
2014-03-11,0.5
2014-03-12,0.5
2014-03-13,0.5
2014-03-14,0.5
2014-03-17,0.5
2014-03-18,0.5
2014-03-19,0.5
2014-03-20,0.86
2014-03-21,0.86
2014-03-24,0.86
2014-03-25,0.86
2014-03-26,0.86
2014-03-27,0.86
2014-03-28,0.86
2014-03-31,0.86
2014-04-01,0.81
2014-04-02,0.787
2014-04-03,0.787
2014-04-04,0.787
2014-04-07,0.74
2014-04-08,0.74
2014-04-09,0.74
2014-04-10,0.71
2014-04-11,0.71
2014-04-14,0.71
2014-04-15,0.71
2014-04-16,0.71
2014-04-17,0.71
2014-04-21,0.71
2014-04-22,0.71
2014-04-23,0.71
2014-04-24,0.71
2014-04-25,0.71
2014-04-28,0.71
2014-04-29,0.72
2014-04-30,0.72
2014-05-01,0.72
2014-05-02,0.72
2014-05-05,0.72
2014-05-06,0.72
2014-05-07,0.72
2014-05-08,0.72
2014-05-09,0.72
2014-05-12,0.682
2014-05-13,0.682
2014-05-14,0.682
2014-05-15,0.682
2014-05-16,0.682
2014-05-19,0.682
2014-05-20,0.682
2014-05-21,0.682
2014-05-22,0.682
2014-05-23,0.682
2014-05-27,0.682
2014-05-28,0.682
2014-05-29,0.682
2014-05-30,0.682
2014-06-02,0.682
2014-06-03,0.682
2014-06-04,0.682
2014-06-05,0.682
2014-06-06,0.682
2014-06-09,0.682
2014-06-10,0.682
2014-06-11,0.682
2014-06-12,0.682
2014-06-13,0.682
2014-06-16,0.682
2014-06-17,0.682
2014-06-18,0.682
2014-06-19,0.682
2014-06-20,0.682
2014-06-23,0.682
2014-06-24,0.682
2014-06-25,0.682
2014-06-26,0.682
2014-06-27,0.682
2014-06-30,0.682
2014-07-01,0.682
2014-07-02,0.682
2014-07-03,0.682
2014-07-07,0.682
2014-07-08,0.682
2014-07-09,0.682
2014-07-10,0.682
2014-07-11,0.635
2014-07-14,0.635
2014-07-15,0.635
2014-07-16,0.635
2014-07-17,0.635
2014-07-18,0.635
2014-07-21,0.635
2014-07-22,0.635
2014-07-23,0.635
2014-07-24,0.635
2014-07-25,0.635
2014-07-28,0.635
2014-07-29,0.635
2014-07-30,0.635
2014-07-31,0.635
2014-08-01,0.635
2014-08-04,0.635
2014-08-05,0.635
2014-08-06,0.635
2014-08-07,0.635
2014-08-08,0.635
2014-08-11,0.635
2014-08-12,0.635
2014-08-13,0.635
2014-08-14,0.635
2014-08-15,0.635
2014-08-18,0.635
2014-08-19,0.635
2014-08-20,0.635
2014-08-21,0.635
2014-08-22,0.57
2014-08-25,0.6
2014-08-26,0.6
2014-08-27,0.6
2014-08-28,0.6
2014-08-29,0.6
2014-09-02,0.548
2014-09-03,0.548
2014-09-04,0.548
2014-09-05,0.548
2014-09-08,0.548
2014-09-09,0.548
2014-09-10,0.548
2014-09-11,0.548
2014-09-12,0.548
2014-09-15,0.548
2014-09-16,0.548
2014-09-17,0.548
2014-09-18,0.548
2014-09-19,0.548
2014-09-22,0.5
2014-09-23,0.5
2014-09-24,0.5
2014-09-25,0.5
2014-09-26,0.5
2014-09-29,0.5
2014-09-30,0.5
2014-10-01,0.5
2014-10-02,0.5
2014-10-03,0.5
2014-10-06,0.5
2014-10-07,0.5
2014-10-08,0.5
2014-10-09,0.5
2014-10-10,0.5
2014-10-13,0.5
2014-10-14,0.5
2014-10-15,0.5
2014-10-16,0.5
2014-10-17,0.5
2014-10-20,0.5
2014-10-21,0.5
2014-10-22,0.5
2014-10-23,0.48
2014-10-24,0.48
2014-10-27,0.48
2014-10-28,0.48
2014-10-29,0.48
2014-10-30,0.48
2014-10-31,0.48
2014-11-03,0.48
2014-11-04,0.48
2014-11-05,0.48
2014-11-06,0.48
2014-11-07,0.48
2014-11-10,0.48
2014-11-11,0.48
2014-11-12,0.48
2014-11-13,0.48
2014-11-14,0.48
2014-11-17,0.48
2014-11-18,0.48
2014-11-19,0.48
2014-11-20,0.48
2014-11-21,0.48
2014-11-24,0.48
2014-11-25,0.48
2014-11-26,0.48
2014-11-28,0.48
2014-12-01,0.48
2014-12-02,0.48
2014-12-03,0.48
2014-12-04,0.48
2014-12-05,0.48
2014-12-08,0.48
2014-12-09,0.48
2014-12-10,0.48
2014-12-11,0.48
2014-12-12,0.48
2014-12-15,0.48
2014-12-16,0.48
2014-12-17,0.48
2014-12-18,0.48
2014-12-19,0.48
2014-12-22,0.48
2014-12-23,0.48
2014-12-24,0.48
2014-12-26,0.48
2014-12-29,0.415
2014-12-30,0.415
2014-12-31,0.42
2015-01-02,0.42
2015-01-05,0.42
2015-01-06,0.42
2015-01-07,0.42
2015-01-08,0.42
2015-01-09,0.42
2015-01-12,0.42
2015-01-13,0.42
2015-01-14,0.42
2015-01-15,0.42
2015-01-16,0.42
2015-01-20,0.42
2015-01-21,0.42
2015-01-22,0.42
2015-01-23,0.42
2015-01-26,0.42
2015-01-27,0.42
2015-01-28,0.42
2015-01-29,0.42
2015-01-30,0.42
2015-02-02,0.42
2015-02-03,0.42
2015-02-04,0.42
2015-02-05,0.42
2015-02-06,0.37
2015-02-09,0.37
2015-02-10,0.37
2015-02-11,0.37
2015-02-12,0.37
2015-02-13,0.37
2015-02-17,0.37
2015-02-18,0.37
2015-02-19,0.37
2015-02-20,0.37
2015-02-23,0.37
2015-02-24,0.37
2015-02-25,0.37
2015-02-26,0.37
2015-02-27,0.37
2015-03-02,0.37
2015-03-03,0.37
2015-03-04,0.44
2015-03-05,0.44
2015-03-06,0.44
2015-03-09,0.44
2015-03-10,0.44
2015-03-11,0.395
2015-03-12,0.395
2015-03-13,0.395
2015-03-16,0.395
2015-03-17,0.395
2015-03-18,0.395
2015-03-19,0.395
2015-03-20,0.42
2015-03-23,0.42
2015-03-24,0.42
2015-03-25,0.42
2015-03-26,0.42
2015-03-27,0.42
2015-03-30,0.4
2015-03-31,0.4
2015-04-01,0.4
2015-04-02,0.43
2015-04-06,0.44
2015-04-07,0.447
2015-04-08,0.447
2015-04-09,0.447
2015-04-10,0.447
2015-04-13,0.42
2015-04-14,0.42
2015-04-15,0.42
2015-04-16,0.42
2015-04-17,0.42
2015-04-20,0.42
2015-04-21,0.42
2015-04-22,0.44
2015-04-23,0.44
2015-04-24,0.44
2015-04-27,0.44
2015-04-28,0.44
2015-04-29,0.44
2015-04-30,0.44
2015-05-01,0.44
2015-05-04,0.44
2015-05-05,0.44
2015-05-06,0.44
2015-05-07,0.425
2015-05-08,0.425
2015-05-11,0.41
2015-05-12,0.41
2015-05-13,0.41
2015-05-14,0.41
2015-05-15,0.41
2015-05-18,0.41
2015-05-19,0.41
2015-05-20,0.41
2015-05-21,0.41
2015-05-22,0.41
2015-05-26,0.41
2015-05-27,0.41
2015-05-28,0.41
2015-05-29,0.361
2015-06-01,0.361
2015-06-02,0.361
2015-06-03,0.361
2015-06-04,0.361
2015-06-05,0.361
2015-06-08,0.361
2015-06-09,0.361
2015-06-10,0.361
2015-06-11,0.361
2015-06-12,0.361
2015-06-15,0.361
2015-06-16,0.425
2015-06-17,0.415
2015-06-18,0.415
2015-06-19,0.415
2015-06-22,0.415
2015-06-23,0.415
2015-06-24,0.5547
2015-06-25,0.505
2015-06-26,0.505
2015-06-29,0.53
2015-06-30,0.5
2015-07-01,0.5
2015-07-02,0.5
2015-07-06,0.5
2015-07-07,0.5
2015-07-08,0.5
2015-07-09,0.5
2015-07-10,0.52
2015-07-13,0.52
2015-07-14,0.52
2015-07-15,0.52
2015-07-16,0.47
2015-07-17,0.47
2015-07-20,0.47
2015-07-21,0.47
2015-07-22,0.47
2015-07-23,0.47
2015-07-24,0.47
2015-07-27,0.5301
2015-07-28,0.5301
2015-07-29,0.56
2015-07-30,0.56
2015-07-31,0.56
2015-08-03,0.538
2015-08-04,0.548
2015-08-05,0.548
2015-08-06,0.548
2015-08-07,0.548
2015-08-10,0.56
2015-08-11,0.56
2015-08-12,0.56
2015-08-13,0.56
2015-08-14,0.56
2015-08-17,0.538
2015-08-18,0.538
2015-08-19,0.538
2015-08-20,0.48565
2015-08-21,0.4985
2015-08-24,0.4985
2015-08-25,0.4985
2015-08-26,0.4985
2015-08-27,0.4985
2015-08-28,0.4985
2015-08-31,0.445
2015-09-01,0.445
2015-09-02,0.4485
2015-09-03,0.4485
2015-09-04,0.4485
2015-09-08,0.46
2015-09-09,0.4688
2015-09-10,0.4688
2015-09-11,0.4688
2015-09-14,0.4688
2015-09-15,0.4688
2015-09-16,0.4688
2015-09-17,0.4688
2015-09-18,0.4688
2015-09-21,0.47
2015-09-22,0.47
2015-09-23,0.47
2015-09-24,0.45515
2015-09-25,0.45515
2015-09-28,0.45515
2015-09-29,0.45515
2015-09-30,0.45515
2015-10-01,0.45515
2015-10-02,0.47
2015-10-05,0.47
2015-10-06,0.47
2015-10-07,0.47
2015-10-08,0.47
2015-10-09,0.47
2015-10-12,0.47
2015-10-13,0.47
2015-10-14,0.47
2015-10-15,0.47
2015-10-16,0.47
2015-10-19,0.47
2015-10-20,0.47
2015-10-21,0.47
2015-10-22,0.47
2015-10-23,0.47
2015-10-26,0.47
2015-10-27,0.47
2015-10-28,0.47
2015-10-29,0.47
2015-10-30,0.536
2015-11-02,0.536
2015-11-03,0.536
2015-11-04,0.536
2015-11-05,0.53
2015-11-06,0.53
2015-11-09,0.53
2015-11-10,0.53
2015-11-11,0.53
2015-11-12,0.53
2015-11-13,0.53
2015-11-16,0.53
2015-11-17,0.53
2015-11-18,0.53
2015-11-19,0.53
2015-11-20,0.53
2015-11-23,0.7228
2015-11-24,0.7228
2015-11-25,0.7228
2015-11-27,0.751
2015-11-30,0.79
2015-12-01,0.79
2015-12-02,0.79
2015-12-03,0.79
2015-12-04,0.79
2015-12-07,0.79
2015-12-08,0.75
2015-12-09,0.75
2015-12-10,0.75
2015-12-11,0.75
2015-12-14,0.75
2015-12-15,0.75
2015-12-16,0.76
2015-12-17,0.85
2015-12-18,0.98
2015-12-21,1.16
2015-12-22,1.124
2015-12-23,1.23
2015-12-24,1.23
2015-12-28,1.417
2015-12-29,1.6
2015-12-30,1.45
2015-12-31,1.3
2016-01-04,1.3
2016-01-05,1.3
2016-01-06,1.3
2016-01-07,1.18
2016-01-08,1.19
2016-01-11,1.174
2016-01-12,1.174
2016-01-13,1.2
2016-01-14,1.2
2016-01-15,1.2
2016-01-19,1.115
2016-01-20,1.1303
2016-01-21,1.1303
2016-01-22,1.12
2016-01-25,1.12
2016-01-26,1.12
2016-01-27,1.15
2016-01-28,1.14
2016-01-29,1.14
2016-02-01,1.18
2016-02-02,1.18
2016-02-03,1.19
2016-02-04,1.19
2016-02-05,1.21
2016-02-08,1.21
2016-02-09,1.21
2016-02-10,1.21
2016-02-11,1.21
2016-02-12,1.21
2016-02-16,1.21
2016-02-17,1.21
2016-02-18,1.21
2016-02-19,1.21
2016-02-22,1.23
2016-02-23,1.21
2016-02-24,1.21
2016-02-25,1.21
2016-02-26,1.21
2016-02-29,1.22
2016-03-01,1.248
2016-03-02,1.22
2016-03-03,1.25
2016-03-04,1.27
2016-03-07,1.27
2016-03-08,1.26
2016-03-09,1.25
2016-03-10,1.25
2016-03-11,1.27
2016-03-14,1.28
2016-03-15,1.23
2016-03-16,1.22
2016-03-17,1.29
2016-03-18,1.34
2016-03-21,1.3467
2016-03-22,1.38
2016-03-23,1.3867
2016-03-24,1.369
2016-03-28,1.34
2016-03-29,1.2975
2016-03-30,1.31
2016-03-31,1.35
2016-04-01,1.36
2016-04-04,1.28
2016-04-05,1.2868
2016-04-06,1.3
2016-04-07,1.35
2016-04-08,1.33
2016-04-11,1.33
2016-04-12,1.27
2016-04-13,1.25
2016-04-14,1.33
2016-04-15,1.3
2016-04-18,1.3
2016-04-19,1.3001
2016-04-20,1.3
2016-04-21,1.3
2016-04-22,1.25
2016-04-25,1.3
2016-04-26,1.28
2016-04-27,1.25
2016-04-28,1.25
2016-04-29,1.218
2016-05-02,1.2502
2016-05-03,1.2502
2016-05-04,1.23
2016-05-05,1.2
2016-05-06,1.25
2016-05-09,1.15
2016-05-10,1.26
2016-05-11,1.3
2016-05-12,1.3
2016-05-13,1.17
2016-05-16,1.22
2016-05-17,1.22
2016-05-18,1.22
2016-05-19,1.09
2016-05-20,1.14
2016-05-23,1.09
2016-05-24,1.09
2016-05-25,1.06
2016-05-26,1.04
2016-05-27,1.0899
2016-05-31,1.0899
2016-06-01,1.04
2016-06-02,1.06
2016-06-03,1.0265
2016-06-06,1.04
2016-06-07,1.01
2016-06-08,1.03
2016-06-09,1.04
2016-06-10,1.04
2016-06-13,1.08
2016-06-14,1.08
2016-06-15,1.2454
2016-06-16,1.2303
2016-06-17,1.2303
2016-06-20,1.25
2016-06-21,1.2731
2016-06-22,1.25
2016-06-23,1.25
2016-06-24,1.25
2016-06-27,1.25
2016-06-28,1.2
2016-06-29,1.3
2016-06-30,1.26
2016-07-01,1.26
2016-07-05,1.26
2016-07-06,1.26
2016-07-07,1.26
2016-07-08,1.32
2016-07-11,1.33
2016-07-12,1.33
2016-07-13,1.33
2016-07-14,1.4402
2016-07-15,1.46
2016-07-18,1.46
2016-07-19,1.46
2016-07-20,1.46
2016-07-21,1.452
2016-07-22,1.425
2016-07-25,1.436
2016-07-26,1.436
2016-07-27,1.3
2016-07-28,1.42
2016-07-29,1.43
2016-08-01,1.42
2016-08-02,1.43
2016-08-03,1.43
2016-08-04,1.43
2016-08-05,1.46
2016-08-08,1.5001
2016-08-09,1.5
2016-08-10,1.5031
2016-08-11,1.4934
2016-08-12,1.56
2016-08-15,1.56
2016-08-16,1.552
2016-08-17,1.5
2016-08-18,1.5
2016-08-19,1.5
2016-08-22,1.63
2016-08-23,1.7
2016-08-24,1.59
2016-08-25,1.59
2016-08-26,1.5231
2016-08-29,1.4246
2016-08-30,1.357
2016-08-31,1.38
2016-09-01,1.38
2016-09-02,1.338
2016-09-06,1.338
2016-09-07,1.338
2016-09-08,1.338
2016-09-09,1.49
2016-09-12,1.36
2016-09-13,1.36
2016-09-14,1.43
2016-09-15,1.43
2016-09-16,1.43
2016-09-19,1.43
2016-09-20,1.34
2016-09-21,1.35
2016-09-22,1.33
2016-09-23,1.33
2016-09-26,1.35
2016-09-27,1.35
2016-09-28,1.29
2016-09-29,1.306
2016-09-30,1.306
2016-10-03,1.322
2016-10-04,1.33
2016-10-05,1.398
2016-10-06,1.428
2016-10-07,1.4
2016-10-10,1.4
2016-10-11,1.4
2016-10-12,1.3899
2016-10-13,1.3899
2016-10-14,1.3899
2016-10-17,1.47
2016-10-18,1.433
2016-10-19,1.5
2016-10-20,1.5
2016-10-21,1.5039
2016-10-24,1.5231
2016-10-25,1.5
2016-10-26,1.4264
2016-10-27,1.4264
2016-10-28,1.4
2016-10-31,1.333
2016-11-01,1.31
2016-11-02,1.388
2016-11-03,1.388
2016-11-04,1.388
2016-11-07,1.3601
2016-11-08,1.4732
2016-11-09,1.4595
2016-11-10,1.51
2016-11-11,1.47
2016-11-14,1.47
2016-11-15,1.47
2016-11-16,1.47
2016-11-17,1.45
2016-11-18,1.45
2016-11-21,1.45
2016-11-22,1.55
2016-11-23,1.65
2016-11-25,1.65
2016-11-28,1.65
2016-11-29,1.72
2016-11-30,1.73
2016-12-01,1.82
2016-12-02,1.68
2016-12-05,1.68
2016-12-06,1.68
2016-12-07,1.68
2016-12-08,1.75
2016-12-09,1.75
2016-12-12,1.71
2016-12-13,1.6
2016-12-14,1.55
2016-12-15,1.4
2016-12-16,1.4
2016-12-19,1.4435
2016-12-20,1.406
2016-12-21,1.5
2016-12-22,1.54
2016-12-23,1.54
2016-12-27,1.54
2016-12-28,1.436
2016-12-29,1.436
2016-12-30,1.436
2017-01-03,1.436
2017-01-04,1.46
2017-01-05,1.49
2017-01-06,1.52
2017-01-09,1.4969
2017-01-10,1.5031
2017-01-11,1.61
2017-01-12,1.5764
2017-01-13,1.62
2017-01-17,1.65
2017-01-18,1.65
2017-01-19,1.617
2017-01-20,1.6
2017-01-23,1.61
2017-01-24,1.64
2017-01-25,1.6
2017-01-26,1.6399
2017-01-27,1.63
2017-01-30,1.63
2017-01-31,1.6
2017-02-01,1.63
2017-02-02,1.68
2017-02-03,1.76
2017-02-06,1.768
2017-02-07,1.7599
2017-02-08,1.78
2017-02-09,1.79
2017-02-10,1.808
2017-02-13,1.87
2017-02-14,1.81
2017-02-15,1.8199
2017-02-16,1.74
2017-02-17,1.8
2017-02-21,1.78
2017-02-22,1.75
2017-02-23,1.76
2017-02-24,1.71
2017-02-27,1.71
2017-02-28,1.685
2017-03-01,1.67
2017-03-02,1.66
2017-03-03,1.66
2017-03-06,1.7301
2017-03-07,1.73
2017-03-08,1.7299
2017-03-09,1.74
2017-03-10,1.75
2017-03-13,1.815
2017-03-14,1.815
2017-03-15,1.81
2017-03-16,1.81
2017-03-17,1.91
2017-03-20,1.91
2017-03-21,1.94
2017-03-22,2.0
2017-03-23,2.03
2017-03-24,2.0
2017-03-27,1.98
2017-03-28,2.06
2017-03-29,2.09
2017-03-30,2.09
2017-03-31,2.06
2017-04-03,2.12
2017-04-04,2.12
2017-04-05,2.12
2017-04-06,2.24
2017-04-07,2.18
2017-04-10,2.18
2017-04-11,2.19
2017-04-12,2.23
2017-04-13,2.35
2017-04-17,2.18
2017-04-18,2.29
2017-04-19,2.3
2017-04-20,2.23
2017-04-21,2.266
2017-04-24,2.3
2017-04-25,2.24
2017-04-26,2.43
2017-04-27,2.476
2017-04-28,2.32
2017-05-01,2.4
2017-05-02,2.42
2017-05-03,2.39
2017-05-04,2.4
2017-05-05,2.425
2017-05-08,2.42
2017-05-09,2.45
2017-05-10,2.4701
2017-05-11,2.555
2017-05-12,2.45
2017-05-15,2.406
2017-05-16,2.43
2017-05-17,2.485
2017-05-18,2.474
2017-05-19,2.478
2017-05-22,2.45
2017-05-23,2.43
2017-05-24,2.43
2017-05-25,2.43
2017-05-26,2.454
2017-05-30,2.4
2017-05-31,2.44
2017-06-01,2.4354
2017-06-02,2.42
2017-06-05,2.5
2017-06-06,2.45
2017-06-07,2.43
2017-06-08,2.43
2017-06-09,2.43
2017-06-12,2.46
2017-06-13,2.46
2017-06-14,2.62
2017-06-15,2.61
2017-06-16,2.8399
2017-06-19,3.0
2017-06-20,2.956
2017-06-21,2.98
2017-06-22,2.94
2017-06-23,2.96
2017-06-26,2.9999
2017-06-27,3.0
2017-06-28,3.01
2017-06-29,2.95
2017-06-30,2.96
2017-07-03,2.95
2017-07-05,2.7601
2017-07-06,2.8989
2017-07-07,2.81
2017-07-10,2.77
2017-07-11,2.91
2017-07-12,2.9
2017-07-13,2.9
2017-07-14,2.92
2017-07-17,2.9001
2017-07-18,2.9
2017-07-19,2.9
2017-07-20,2.9
2017-07-21,2.89
2017-07-24,2.95
2017-07-25,3.06
2017-07-26,3.15
2017-07-27,3.41
2017-07-28,3.27
2017-07-31,3.35
2017-08-01,3.35
2017-08-02,3.38
2017-08-03,3.36
2017-08-04,3.45
2017-08-07,3.525
2017-08-08,3.53
2017-08-09,3.6
2017-08-10,3.505
2017-08-11,3.66
2017-08-14,3.63
2017-08-15,3.65
2017-08-16,3.74
2017-08-17,3.6999
2017-08-18,3.7
2017-08-21,3.65
2017-08-22,3.63
2017-08-23,3.82
2017-08-24,3.98
2017-08-25,4.2
2017-08-28,4.07
2017-08-29,4.1
2017-08-30,4.21
2017-08-31,4.15
2017-09-01,4.175
2017-09-05,4.18
2017-09-06,4.2
2017-09-07,4.2
2017-09-08,4.28
2017-09-11,4.49
2017-09-12,4.47
2017-09-13,4.32
2017-09-14,4.32
2017-09-15,4.21
2017-09-18,4.22
2017-09-19,4.36
2017-09-20,4.4
2017-09-21,4.44
2017-09-22,4.425
2017-09-25,4.5699
2017-09-26,4.595
2017-09-27,4.69
2017-09-28,4.75
2017-09-29,4.6001
2017-10-02,4.75
2017-10-03,4.715
2017-10-04,4.94
2017-10-05,5.2
2017-10-06,5.11
2017-10-09,5.2
2017-10-10,5.41
2017-10-11,5.5
2017-10-12,5.55
2017-10-13,5.64
2017-10-16,5.57
2017-10-17,5.72
2017-10-18,5.66
2017-10-19,5.565
2017-10-20,5.59
2017-10-23,5.56
2017-10-24,5.7
2017-10-25,5.82
2017-10-26,5.89
2017-10-27,5.8405
2017-10-30,6.0
2017-10-31,5.9889
2017-11-01,5.58
2017-11-02,5.868
2017-11-03,5.658
2017-11-06,5.48
2017-11-07,5.17
2017-11-08,5.15
2017-11-09,5.27
2017-11-10,5.1
2017-11-13,5.29
2017-11-14,5.15
2017-11-15,5.1801
2017-11-16,5.35
2017-11-17,5.35
2017-11-20,5.35
2017-11-21,5.59
2017-11-22,6.09
2017-11-24,5.825
2017-11-27,5.88
2017-11-28,5.8
2017-11-29,5.76
2017-11-30,5.86
2017-12-01,5.79
2017-12-04,5.665
2017-12-05,5.65
2017-12-06,5.52
2017-12-07,5.4
2017-12-08,5.5
2017-12-11,5.4
2017-12-12,5.36
2017-12-13,5.42
2017-12-14,5.575
2017-12-15,5.4907
2017-12-18,5.5402
2017-12-19,5.69
2017-12-20,5.48
2017-12-21,5.62
2017-12-22,5.77
2017-12-26,5.75
2017-12-27,5.75
2017-12-28,5.74
2017-12-29,5.696
2018-01-02,5.8
2018-01-03,5.9
2018-01-04,5.9
2018-01-05,5.9
2018-01-08,5.995
2018-01-09,5.9312
2018-01-10,5.8883
2018-01-11,5.6693
2018-01-12,5.64
2018-01-16,5.81
2018-01-17,6.08
2018-01-18,6.055
2018-01-19,6.3
2018-01-22,6.46
2018-01-23,6.51
2018-01-24,6.784
2018-01-25,6.8
2018-01-26,6.77
2018-01-29,6.8
2018-01-30,6.52
2018-01-31,6.7
2018-02-01,6.85
2018-02-02,6.96
2018-02-05,6.33
2018-02-06,6.48
2018-02-07,6.4
2018-02-08,6.3
2018-02-09,6.2
2018-02-12,6.425
2018-02-13,6.492
2018-02-14,6.74
2018-02-15,6.81
2018-02-16,6.764
2018-02-20,6.865
2018-02-21,8.77
2018-02-22,9.73
2018-02-23,9.28
2018-02-26,9.64
2018-02-27,9.55
2018-02-28,9.62
2018-03-01,9.32
2018-03-02,9.32
2018-03-05,9.35
2018-03-06,9.315
2018-03-07,9.245
2018-03-08,9.65
2018-03-09,9.75
2018-03-12,10.195
2018-03-13,10.38
2018-03-14,10.21
2018-03-15,10.26
2018-03-16,10.02
2018-03-19,10.03
2018-03-20,9.8
2018-03-21,10.1
2018-03-22,10.3
2018-03-23,9.885
2018-03-26,9.6
2018-03-27,9.89
2018-03-28,9.25
2018-03-29,9.0
2018-04-02,8.908
2018-04-03,9.05
2018-04-04,9.38
2018-04-05,9.55
2018-04-06,9.5
2018-04-09,9.46
2018-04-10,9.62
2018-04-11,9.56
2018-04-12,9.37
2018-04-13,9.0
2018-04-16,9.1
2018-04-17,8.88
2018-04-18,9.02
2018-04-19,9.19
2018-04-20,9.1
2018-04-23,8.94
2018-04-24,8.6
2018-04-25,8.53
2018-04-26,8.67
2018-04-27,8.6
2018-04-30,8.65
2018-05-01,8.45
