Date,UN
1980-10-31,1.0
1980-11-03,0.991667
1980-11-05,0.991667
1980-11-06,0.979167
1980-11-07,0.966667
1980-11-10,0.975
1980-11-11,1.008333
1980-11-12,1.008333
1980-11-13,1.025
1980-11-14,1.016667
1980-11-17,1.01875
1980-11-18,1.020833
1980-11-19,1.020833
1980-11-20,1.020833
1980-11-21,1.020833
1980-11-24,1.029167
1980-11-25,1.016667
1980-11-26,1.020833
1980-11-28,1.033333
1980-12-01,1.008333
1980-12-02,1.008333
1980-12-03,0.991667
1980-12-04,0.995833
1980-12-05,0.991667
1980-12-08,0.972917
1980-12-09,0.970833
1980-12-10,0.95
1980-12-11,0.95
1980-12-12,0.941667
1980-12-15,0.9625
1980-12-16,0.954167
1980-12-17,0.95
1980-12-18,0.95
1980-12-19,0.95
1980-12-22,0.958333
1980-12-23,0.966667
1980-12-24,0.966667
1980-12-26,0.966667
1980-12-29,0.96875
1980-12-30,0.96875
1980-12-31,0.96875
1981-01-02,0.964583
1981-01-05,0.989583
1981-01-06,0.995833
1981-01-07,0.995833
1981-01-08,0.995833
1981-01-09,0.995833
1981-01-12,0.979167
1981-01-13,0.979167
1981-01-14,0.95
1981-01-15,0.954167
1981-01-16,0.9625
1981-01-19,0.970833
1981-01-20,0.970833
1981-01-21,0.991667
1981-01-22,0.991667
1981-01-23,0.966667
1981-01-26,0.95
1981-01-27,0.95
1981-01-28,0.95
1981-01-29,0.95
1981-01-30,0.95
1981-02-02,0.9625
1981-02-03,0.958333
1981-02-04,0.95
1981-02-05,0.958333
1981-02-06,0.954167
1981-02-09,0.95625
1981-02-10,0.95625
1981-02-11,0.95625
1981-02-12,0.95625
1981-02-13,0.91875
1981-02-17,0.9125
1981-02-18,0.9125
1981-02-19,0.9375
1981-02-20,0.952083
1981-02-23,0.958333
1981-02-24,0.958333
1981-02-25,0.958333
1981-02-26,0.960417
1981-02-27,0.947917
1981-03-02,0.9375
1981-03-03,0.914583
1981-03-04,0.914583
1981-03-05,0.914583
1981-03-06,0.914583
1981-03-09,0.935417
1981-03-10,0.935417
1981-03-11,0.941667
1981-03-12,0.945833
1981-03-13,0.933333
1981-03-16,0.945833
1981-03-17,0.966667
1981-03-18,0.966667
1981-03-19,0.966667
1981-03-20,0.975
1981-03-23,0.958333
1981-03-24,0.958333
1981-03-25,0.983333
1981-03-26,0.983333
1981-03-27,0.983333
1981-03-30,0.983333
1981-03-31,0.9875
1981-04-01,1.014583
1981-04-02,1.014583
1981-04-03,0.991667
1981-04-06,0.954167
1981-04-07,0.95625
1981-04-08,0.983333
1981-04-09,0.983333
1981-04-10,0.983333
1981-04-13,0.983333
1981-04-14,0.975
1981-04-15,0.970833
1981-04-16,0.972917
1981-04-20,0.972917
1981-04-21,0.960417
1981-04-22,0.960417
1981-04-23,0.989583
1981-04-24,0.989583
1981-04-27,1.0
1981-04-28,0.983333
1981-04-29,0.966667
1981-04-30,0.975
1981-05-01,0.991667
1981-05-04,0.991667
1981-05-05,0.96875
1981-05-06,0.96875
1981-05-07,0.9625
1981-05-08,0.9625
1981-05-11,0.964583
1981-05-12,0.964583
1981-05-13,0.964583
1981-05-14,0.966667
1981-05-15,0.9875
1981-05-18,1.033333
1981-05-19,1.025
1981-05-20,1.0
1981-05-21,0.983333
1981-05-22,0.983333
1981-05-26,0.9875
1981-05-27,0.989583
1981-05-28,0.99375
1981-05-29,0.939583
1981-06-01,0.916667
1981-06-02,0.9125
1981-06-03,0.925
1981-06-04,0.925
1981-06-05,0.9
1981-06-08,0.9
1981-06-09,0.9
1981-06-10,0.904167
1981-06-11,0.9125
1981-06-12,0.920833
1981-06-15,0.925
1981-06-16,0.925
1981-06-17,0.933333
1981-06-18,0.933333
1981-06-19,0.9375
1981-06-22,0.945833
1981-06-23,0.945833
1981-06-24,0.970833
1981-06-25,0.941667
1981-06-26,0.925
1981-06-29,0.925
1981-06-30,0.929167
1981-07-01,0.925
1981-07-02,0.908333
1981-07-06,0.914583
1981-07-07,0.9
1981-07-08,0.891667
1981-07-09,0.891667
1981-07-10,0.9
1981-07-13,0.916667
1981-07-14,0.908333
1981-07-15,0.9
1981-07-16,0.9125
1981-07-17,0.908333
1981-07-20,0.89375
1981-07-21,0.891667
1981-07-22,0.9
1981-07-23,0.891667
1981-07-24,0.891667
1981-07-27,0.9
1981-07-28,0.895833
1981-07-29,0.891667
1981-07-30,0.883333
1981-07-31,0.883333
1981-08-03,0.895833
1981-08-04,0.870833
1981-08-05,0.870833
1981-08-06,0.9
1981-08-07,0.9
1981-08-10,0.908333
1981-08-11,0.908333
1981-08-12,0.908333
1981-08-13,0.908333
1981-08-14,0.904167
1981-08-17,0.904167
1981-08-18,0.979167
1981-08-19,0.975
1981-08-20,0.979167
1981-08-21,0.979167
1981-08-24,0.96875
1981-08-25,0.941667
1981-08-26,0.95
1981-08-27,0.95
1981-08-28,0.95
1981-08-31,0.95
1981-09-01,0.95
1981-09-02,0.95
1981-09-03,0.95
1981-09-04,0.945833
1981-09-08,0.920833
1981-09-09,0.916667
1981-09-10,0.933333
1981-09-11,0.954167
1981-09-14,0.966667
1981-09-15,0.966667
1981-09-16,0.966667
1981-09-17,0.966667
1981-09-18,0.966667
1981-09-21,0.958333
1981-09-22,0.935417
1981-09-23,0.925
1981-09-24,0.9
1981-09-25,0.875
1981-09-28,0.841667
1981-09-29,0.875
1981-09-30,0.854167
1981-10-01,0.879167
1981-10-02,0.933333
1981-10-05,0.933333
1981-10-06,0.945833
1981-10-07,0.95625
1981-10-08,0.95625
1981-10-09,0.9625
1981-10-12,0.975
1981-10-13,0.975
1981-10-14,0.916667
1981-10-15,0.933333
1981-10-16,0.933333
1981-10-19,0.939583
1981-10-20,0.945833
1981-10-21,0.945833
1981-10-22,0.925
1981-10-23,0.925
1981-10-26,0.929167
1981-10-27,0.920833
1981-10-28,0.920833
1981-10-29,0.927083
1981-10-30,0.939583
1981-11-02,0.966667
1981-11-03,0.970833
1981-11-04,0.977083
1981-11-05,0.995833
1981-11-06,0.985417
1981-11-09,1.0125
1981-11-10,1.016667
1981-11-11,1.0125
1981-11-12,1.020833
1981-11-13,1.04375
1981-11-16,1.033333
1981-11-17,1.05
1981-11-18,1.035417
1981-11-19,1.047917
1981-11-20,0.995833
1981-11-23,0.991667
1981-11-24,0.991667
1981-11-25,1.008333
1981-11-27,1.033333
1981-11-30,1.060417
1981-12-01,1.0375
1981-12-02,1.0375
1981-12-03,1.0375
1981-12-04,1.0375
1981-12-07,1.033333
1981-12-08,1.033333
1981-12-09,1.033333
1981-12-10,1.016667
1981-12-11,1.016667
1981-12-14,1.0
1981-12-15,1.008333
1981-12-16,1.0125
1981-12-17,1.008333
1981-12-18,0.995833
1981-12-21,0.9875
1981-12-22,0.9875
1981-12-23,0.9875
1981-12-24,0.9875
1981-12-28,0.9875
1981-12-29,1.0
1981-12-30,0.9875
1981-12-31,0.991667
1982-01-04,1.016667
1982-01-05,1.0
1982-01-06,0.99375
1982-01-07,0.99375
1982-01-08,1.025
1982-01-11,0.995833
1982-01-12,1.004167
1982-01-13,1.0
1982-01-14,1.0
1982-01-15,1.0
1982-01-18,0.995833
1982-01-19,1.002083
1982-01-20,1.00625
1982-01-21,1.0125
1982-01-22,1.016667
1982-01-25,1.014583
1982-01-26,1.016667
1982-01-27,1.016667
1982-01-28,1.033333
1982-01-29,1.05
1982-02-01,1.033333
1982-02-02,1.01875
1982-02-03,1.008333
1982-02-04,1.025
1982-02-05,1.0375
1982-02-08,1.016667
1982-02-09,1.008333
1982-02-10,1.008333
1982-02-11,1.00625
1982-02-12,1.016667
1982-02-16,1.00625
1982-02-17,1.0
1982-02-18,1.002083
1982-02-19,1.002083
1982-02-22,1.025
1982-02-23,1.020833
1982-02-24,1.020833
1982-02-25,1.020833
1982-02-26,1.025
1982-03-01,1.016667
1982-03-02,1.029167
1982-03-03,1.029167
1982-03-04,1.029167
1982-03-05,1.025
1982-03-08,1.025
1982-03-09,1.025
1982-03-10,1.016667
1982-03-11,1.0
1982-03-12,1.0
1982-03-15,0.958333
1982-03-16,0.952083
1982-03-17,0.945833
1982-03-18,0.945833
1982-03-19,0.945833
1982-03-22,0.945833
1982-03-23,0.979167
1982-03-24,0.983333
1982-03-25,0.979167
1982-03-26,0.979167
1982-03-29,0.985417
1982-03-30,0.985417
1982-03-31,0.977083
1982-04-01,0.970833
1982-04-02,0.991667
1982-04-05,0.991667
1982-04-06,0.970833
1982-04-07,0.972917
1982-04-08,0.966667
1982-04-12,0.9625
1982-04-13,0.966667
1982-04-14,0.966667
1982-04-15,0.964583
1982-04-16,0.966667
1982-04-19,0.95625
1982-04-20,0.975
1982-04-21,0.975
1982-04-22,0.975
1982-04-23,0.98125
1982-04-26,0.99375
1982-04-27,1.0
1982-04-28,1.008333
1982-04-29,1.008333
1982-04-30,1.008333
1982-05-03,1.0125
1982-05-04,1.0125
1982-05-05,1.016667
1982-05-06,1.0375
1982-05-07,1.058333
1982-05-10,1.041667
1982-05-11,1.041667
1982-05-12,1.041667
1982-05-13,1.0375
1982-05-14,1.020833
1982-05-17,1.033333
1982-05-18,1.027083
1982-05-19,1.027083
1982-05-20,1.025
1982-05-21,1.008333
1982-05-24,0.966667
1982-05-25,0.966667
1982-05-26,0.95625
1982-05-27,0.941667
1982-05-28,0.945833
1982-06-01,0.933333
1982-06-02,0.941667
1982-06-03,0.941667
1982-06-04,0.941667
1982-06-07,0.941667
1982-06-08,0.910417
1982-06-09,0.910417
1982-06-10,0.904167
1982-06-11,0.9125
1982-06-14,0.916667
1982-06-15,0.916667
1982-06-16,0.910417
1982-06-17,0.902083
1982-06-18,0.8875
1982-06-21,0.879167
1982-06-22,0.889583
1982-06-23,0.895833
1982-06-24,0.889583
1982-06-25,0.889583
1982-06-28,0.875
1982-06-29,0.877083
1982-06-30,0.8875
1982-07-01,0.885417
1982-07-02,0.883333
1982-07-06,0.866667
1982-07-07,0.8625
1982-07-08,0.8625
1982-07-09,0.883333
1982-07-12,0.90625
1982-07-13,0.904167
1982-07-14,0.902083
1982-07-15,0.895833
1982-07-16,0.9125
1982-07-19,0.925
1982-07-20,0.929167
1982-07-21,0.95625
1982-07-22,0.960417
1982-07-23,0.983333
1982-07-26,0.966667
1982-07-27,0.966667
1982-07-28,0.941667
1982-07-29,0.927083
1982-07-30,0.927083
1982-08-02,0.9375
1982-08-03,0.929167
1982-08-04,0.927083
1982-08-05,0.91875
1982-08-06,0.914583
1982-08-09,0.908333
1982-08-10,0.920833
1982-08-11,0.908333
1982-08-12,0.9125
1982-08-13,0.9125
1982-08-16,0.916667
1982-08-17,0.908333
1982-08-18,0.914583
1982-08-19,0.929167
1982-08-20,0.95
1982-08-23,0.958333
1982-08-24,0.983333
1982-08-25,0.991667
1982-08-26,0.995833
1982-08-27,0.970833
1982-08-30,0.9625
1982-08-31,0.983333
1982-09-01,0.983333
1982-09-02,0.99375
1982-09-03,0.989583
1982-09-07,0.983333
1982-09-08,0.966667
1982-09-09,0.979167
1982-09-10,0.9625
1982-09-13,0.966667
1982-09-14,0.96875
1982-09-15,0.975
1982-09-16,0.98125
1982-09-17,0.985417
1982-09-20,0.995833
1982-09-21,1.010417
1982-09-22,1.025
1982-09-23,1.020833
1982-09-24,1.014583
1982-09-27,1.002083
1982-09-28,1.014583
1982-09-29,1.0
1982-09-30,0.9875
1982-10-01,0.989583
1982-10-04,0.985417
1982-10-05,0.995833
1982-10-06,1.022917
1982-10-07,1.06875
1982-10-08,1.133333
1982-10-11,1.145833
1982-10-12,1.125
1982-10-13,1.170833
1982-10-14,1.127083
1982-10-15,1.1125
1982-10-18,1.1625
1982-10-19,1.15
1982-10-20,1.15
1982-10-21,1.158333
1982-10-22,1.179167
1982-10-25,1.141667
1982-10-26,1.158333
1982-10-27,1.170833
1982-10-28,1.158333
1982-10-29,1.145833
1982-11-01,1.15625
1982-11-02,1.170833
1982-11-03,1.204167
1982-11-04,1.258333
1982-11-05,1.241667
1982-11-08,1.208333
1982-11-09,1.21875
1982-11-10,1.233333
1982-11-11,1.23125
1982-11-12,1.21875
1982-11-15,1.2
1982-11-16,1.177083
1982-11-17,1.175
1982-11-18,1.2
1982-11-19,1.191667
1982-11-22,1.166667
1982-11-23,1.16875
1982-11-24,1.177083
1982-11-26,1.170833
1982-11-29,1.1625
1982-11-30,1.154167
1982-12-01,1.16875
1982-12-02,1.202083
1982-12-03,1.185417
1982-12-06,1.225
1982-12-07,1.225
1982-12-08,1.204167
1982-12-09,1.1875
1982-12-10,1.172917
1982-12-13,1.158333
1982-12-14,1.16875
1982-12-15,1.139583
1982-12-16,1.152083
1982-12-17,1.141667
1982-12-20,1.1375
1982-12-21,1.175
1982-12-22,1.2
1982-12-23,1.2
1982-12-27,1.227083
1982-12-28,1.225
1982-12-29,1.229167
1982-12-30,1.21875
1982-12-31,1.220833
1983-01-03,1.208333
1983-01-04,1.24375
1983-01-05,1.266667
1983-01-06,1.3
1983-01-07,1.291667
1983-01-10,1.291667
1983-01-11,1.28125
1983-01-12,1.266667
1983-01-13,1.266667
1983-01-14,1.2625
1983-01-17,1.266667
1983-01-18,1.239583
1983-01-19,1.235417
1983-01-20,1.241667
1983-01-21,1.2125
1983-01-24,1.191667
1983-01-25,1.210417
1983-01-26,1.204167
1983-01-27,1.233333
1983-01-28,1.233333
1983-01-31,1.220833
1983-02-01,1.202083
1983-02-02,1.216667
1983-02-03,1.225
1983-02-04,1.208333
1983-02-07,1.2125
1983-02-08,1.21875
1983-02-09,1.233333
1983-02-10,1.2375
1983-02-11,1.245833
1983-02-14,1.245833
1983-02-15,1.24375
1983-02-16,1.241667
1983-02-17,1.233333
1983-02-18,1.2125
1983-02-22,1.204167
1983-02-23,1.197917
1983-02-24,1.208333
1983-02-25,1.214583
1983-02-28,1.195833
1983-03-01,1.185417
1983-03-02,1.195833
1983-03-03,1.204167
1983-03-04,1.229167
1983-03-07,1.279167
1983-03-08,1.2625
1983-03-09,1.275
1983-03-10,1.277083
1983-03-11,1.275
1983-03-14,1.2875
1983-03-15,1.291667
1983-03-16,1.29375
1983-03-17,1.295833
1983-03-18,1.29375
1983-03-21,1.279167
1983-03-22,1.295833
1983-03-23,1.316667
1983-03-24,1.335417
1983-03-25,1.333333
1983-03-28,1.320833
1983-03-29,1.322917
1983-03-30,1.325
1983-03-31,1.329167
1983-04-04,1.325
1983-04-05,1.322917
1983-04-06,1.314583
1983-04-07,1.3125
1983-04-08,1.308333
1983-04-11,1.345833
1983-04-12,1.364583
1983-04-13,1.341667
1983-04-14,1.341667
1983-04-15,1.345833
1983-04-18,1.345833
1983-04-19,1.31875
1983-04-20,1.3125
1983-04-21,1.308333
1983-04-22,1.320833
1983-04-25,1.304167
1983-04-26,1.30625
1983-04-27,1.308333
1983-04-28,1.295833
1983-04-29,1.275
1983-05-02,1.270833
1983-05-03,1.2625
1983-05-04,1.264583
1983-05-05,1.266667
1983-05-06,1.266667
1983-05-09,1.266667
1983-05-10,1.264583
1983-05-11,1.252083
1983-05-12,1.241667
1983-05-13,1.25
1983-05-16,1.20625
1983-05-17,1.204167
1983-05-18,1.195833
1983-05-19,1.170833
1983-05-20,1.141667
1983-05-23,1.1375
1983-05-24,1.14375
1983-05-25,1.15
1983-05-26,1.158333
1983-05-27,1.158333
1983-05-31,1.145833
1983-06-01,1.133333
1983-06-02,1.15625
1983-06-03,1.158333
1983-06-06,1.15625
1983-06-07,1.1625
1983-06-08,1.158333
1983-06-09,1.20625
1983-06-10,1.214583
1983-06-13,1.25
1983-06-14,1.247917
1983-06-15,1.239583
1983-06-16,1.2375
1983-06-17,1.220833
1983-06-20,1.21875
1983-06-21,1.229167
1983-06-22,1.241667
1983-06-23,1.225
1983-06-24,1.2375
1983-06-27,1.229167
1983-06-28,1.216667
1983-06-29,1.210417
1983-06-30,1.21875
1983-07-01,1.225
1983-07-05,1.216667
1983-07-06,1.229167
1983-07-07,1.21875
1983-07-08,1.2125
1983-07-11,1.204167
1983-07-12,1.1875
1983-07-13,1.185417
1983-07-14,1.183333
1983-07-15,1.1625
1983-07-18,1.147917
1983-07-19,1.152083
1983-07-20,1.1875
1983-07-21,1.166667
1983-07-22,1.175
1983-07-25,1.175
1983-07-26,1.170833
1983-07-27,1.15
1983-07-28,1.160417
1983-07-29,1.158333
1983-08-01,1.141667
1983-08-02,1.154167
1983-08-03,1.1625
1983-08-04,1.14375
1983-08-05,1.145833
1983-08-08,1.13125
1983-08-09,1.125
1983-08-10,1.11875
1983-08-11,1.116667
1983-08-12,1.1125
1983-08-15,1.127083
1983-08-16,1.154167
1983-08-17,1.1875
1983-08-18,1.204167
1983-08-19,1.2125
1983-08-22,1.229167
1983-08-23,1.216667
1983-08-24,1.20625
1983-08-25,1.195833
1983-08-26,1.204167
1983-08-29,1.191667
1983-08-30,1.2
1983-08-31,1.2
1983-09-01,1.19375
1983-09-02,1.191667
1983-09-06,1.210417
1983-09-07,1.216667
1983-09-08,1.233333
1983-09-09,1.239583
1983-09-12,1.245833
1983-09-13,1.245833
1983-09-14,1.264583
1983-09-15,1.25
1983-09-16,1.266667
1983-09-19,1.270833
1983-09-20,1.277083
1983-09-21,1.270833
1983-09-22,1.285417
1983-09-23,1.291667
1983-09-26,1.308333
1983-09-27,1.29375
1983-09-28,1.304167
1983-09-29,1.3125
1983-09-30,1.304167
1983-10-03,1.304167
1983-10-04,1.320833
1983-10-05,1.322917
1983-10-06,1.333333
1983-10-07,1.3625
1983-10-10,1.370833
1983-10-11,1.354167
1983-10-12,1.358333
1983-10-13,1.354167
1983-10-14,1.35
1983-10-17,1.35625
1983-10-18,1.341667
1983-10-19,1.325
1983-10-20,1.341667
1983-10-21,1.3375
1983-10-24,1.325
1983-10-25,1.3375
1983-10-26,1.33125
1983-10-27,1.320833
1983-10-28,1.3
1983-10-31,1.304167
1983-11-01,1.2875
1983-11-02,1.2875
1983-11-03,1.295833
1983-11-04,1.3
1983-11-07,1.29375
1983-11-08,1.2875
1983-11-09,1.291667
1983-11-10,1.3125
1983-11-11,1.320833
1983-11-14,1.320833
1983-11-15,1.316667
1983-11-16,1.335417
1983-11-17,1.335417
1983-11-18,1.310417
1983-11-21,1.304167
1983-11-22,1.333333
1983-11-23,1.341667
1983-11-25,1.345833
1983-11-28,1.364583
1983-11-29,1.375
1983-11-30,1.370833
1983-12-01,1.375
1983-12-02,1.358333
1983-12-05,1.358333
1983-12-06,1.366667
1983-12-07,1.358333
1983-12-08,1.35
1983-12-09,1.35
1983-12-12,1.347917
1983-12-13,1.3375
1983-12-14,1.320833
1983-12-15,1.329167
1983-12-16,1.329167
1983-12-19,1.333333
1983-12-20,1.341667
1983-12-21,1.341667
1983-12-22,1.345833
1983-12-23,1.35
1983-12-27,1.358333
1983-12-28,1.366667
1983-12-29,1.366667
1983-12-30,1.366667
1984-01-03,1.404167
1984-01-04,1.466667
1984-01-05,1.44375
1984-01-06,1.408333
1984-01-09,1.4
1984-01-10,1.404167
1984-01-11,1.4
1984-01-12,1.4
1984-01-13,1.408333
1984-01-16,1.41875
1984-01-17,1.45625
1984-01-18,1.454167
1984-01-19,1.45
1984-01-20,1.4375
1984-01-23,1.435417
1984-01-24,1.429167
1984-01-25,1.435417
1984-01-26,1.445833
1984-01-27,1.441667
1984-01-30,1.454167
1984-01-31,1.45
1984-02-01,1.441667
1984-02-02,1.445833
1984-02-03,1.445833
1984-02-06,1.391667
1984-02-07,1.397917
1984-02-08,1.358333
1984-02-09,1.320833
1984-02-10,1.329167
1984-02-13,1.320833
1984-02-14,1.354167
1984-02-15,1.341667
1984-02-16,1.358333
1984-02-17,1.35
1984-02-21,1.345833
1984-02-22,1.341667
1984-02-23,1.345833
1984-02-24,1.377083
1984-02-27,1.3875
1984-02-28,1.3625
1984-02-29,1.3875
1984-03-01,1.4
1984-03-02,1.4125
1984-03-05,1.4125
1984-03-06,1.447917
1984-03-07,1.4375
1984-03-08,1.425
1984-03-09,1.420833
1984-03-12,1.416667
1984-03-13,1.420833
1984-03-14,1.4125
1984-03-15,1.408333
1984-03-16,1.420833
1984-03-19,1.414583
1984-03-20,1.429167
1984-03-21,1.425
1984-03-22,1.391667
1984-03-23,1.404167
1984-03-26,1.422917
1984-03-27,1.427083
1984-03-28,1.454167
1984-03-29,1.45
1984-03-30,1.458333
1984-04-02,1.45
1984-04-03,1.454167
1984-04-04,1.458333
1984-04-05,1.441667
1984-04-06,1.433333
1984-04-09,1.429167
1984-04-10,1.429167
1984-04-11,1.416667
1984-04-12,1.441667
1984-04-13,1.4375
1984-04-16,1.435417
1984-04-17,1.43125
1984-04-18,1.420833
1984-04-19,1.408333
1984-04-23,1.40625
1984-04-24,1.4
1984-04-25,1.4
1984-04-26,1.416667
1984-04-27,1.391667
1984-04-30,1.395833
1984-05-01,1.4125
1984-05-02,1.420833
1984-05-03,1.429167
1984-05-04,1.427083
1984-05-07,1.4125
1984-05-08,1.404167
1984-05-09,1.404167
1984-05-10,1.397917
1984-05-11,1.404167
1984-05-14,1.408333
1984-05-15,1.410417
1984-05-16,1.4125
1984-05-17,1.3875
1984-05-18,1.34375
1984-05-21,1.3125
1984-05-22,1.304167
1984-05-23,1.291667
1984-05-24,1.2875
1984-05-25,1.283333
1984-05-29,1.2875
1984-05-30,1.283333
1984-05-31,1.283333
1984-06-01,1.322917
1984-06-04,1.341667
1984-06-05,1.341667
1984-06-06,1.358333
1984-06-07,1.35
1984-06-08,1.3625
1984-06-11,1.35
1984-06-12,1.345833
1984-06-13,1.3375
1984-06-14,1.329167
1984-06-15,1.3125
1984-06-18,1.320833
1984-06-19,1.325
1984-06-20,1.329167
1984-06-21,1.320833
1984-06-22,1.333333
1984-06-25,1.333333
1984-06-26,1.33125
1984-06-27,1.329167
1984-06-28,1.333333
1984-06-29,1.341667
1984-07-02,1.339583
1984-07-03,1.347917
1984-07-05,1.3375
1984-07-06,1.341667
1984-07-09,1.358333
1984-07-10,1.341667
1984-07-11,1.316667
1984-07-12,1.3
1984-07-13,1.316667
1984-07-16,1.320833
1984-07-17,1.310417
1984-07-18,1.3
1984-07-19,1.291667
1984-07-20,1.283333
1984-07-23,1.258333
1984-07-24,1.277083
1984-07-25,1.297917
1984-07-26,1.291667
1984-07-27,1.291667
1984-07-30,1.270833
1984-07-31,1.272917
1984-08-01,1.28125
1984-08-02,1.308333
1984-08-03,1.354167
1984-08-06,1.358333
1984-08-07,1.35
1984-08-08,1.354167
1984-08-09,1.3875
1984-08-10,1.3625
1984-08-13,1.364583
1984-08-14,1.377083
1984-08-15,1.379167
1984-08-16,1.3875
1984-08-17,1.383333
1984-08-20,1.3875
1984-08-21,1.389583
1984-08-22,1.389583
1984-08-23,1.385417
1984-08-24,1.391667
1984-08-27,1.375
1984-08-28,1.391667
1984-08-29,1.3875
1984-08-30,1.389583
1984-08-31,1.4
1984-09-04,1.383333
1984-09-05,1.383333
1984-09-06,1.395833
1984-09-07,1.3625
1984-09-10,1.3375
1984-09-11,1.3625
1984-09-12,1.3625
1984-09-13,1.36875
1984-09-14,1.372917
1984-09-17,1.370833
1984-09-18,1.370833
1984-09-19,1.379167
1984-09-20,1.375
1984-09-21,1.383333
1984-09-24,1.416667
1984-09-25,1.4125
1984-09-26,1.425
1984-09-27,1.433333
1984-09-28,1.404167
1984-10-01,1.395833
1984-10-02,1.397917
1984-10-03,1.383333
1984-10-04,1.395833
1984-10-05,1.397917
1984-10-08,1.4
1984-10-09,1.395833
1984-10-10,1.3875
1984-10-11,1.3875
1984-10-12,1.385417
1984-10-15,1.385417
1984-10-16,1.36875
1984-10-17,1.383333
1984-10-18,1.4375
1984-10-19,1.477083
1984-10-22,1.516667
1984-10-23,1.510417
1984-10-24,1.495833
1984-10-25,1.48125
1984-10-26,1.454167
1984-10-29,1.45
1984-10-30,1.4625
1984-10-31,1.470833
1984-11-01,1.447917
1984-11-02,1.479167
1984-11-05,1.5125
1984-11-06,1.514583
1984-11-07,1.514583
1984-11-08,1.51875
1984-11-09,1.525
