Date,TGP
2005-12-28,28.559998999999998
2005-12-29,29.15
2005-12-30,29.620001000000002
2006-01-03,29.32
2006-01-04,30.0
2006-01-05,29.6
2006-01-06,29.66
2006-01-09,29.690001000000002
2006-01-10,29.940001000000002
2006-01-11,29.790001
2006-01-12,29.85
2006-01-13,29.6
2006-01-17,29.620001000000002
2006-01-18,29.700001
2006-01-19,29.76
2006-01-20,29.75
2006-01-23,29.6
2006-01-24,29.76
2006-01-25,29.6
2006-01-26,29.389999
2006-01-27,29.48
2006-01-30,29.450001
2006-01-31,29.6
2006-02-01,29.59
2006-02-02,29.02
2006-02-03,29.6
2006-02-06,29.25
2006-02-07,29.5
2006-02-08,29.42
2006-02-09,29.5
2006-02-10,29.0
2006-02-13,28.799999
2006-02-14,28.700001
2006-02-15,28.65
2006-02-16,28.9
2006-02-17,29.940001000000002
2006-02-21,30.299999
2006-02-22,30.18
2006-02-23,30.1
2006-02-24,30.1
2006-02-27,30.09
2006-02-28,30.4
2006-03-01,30.09
2006-03-02,30.0
2006-03-03,29.91
2006-03-06,30.0
2006-03-07,29.719998999999998
2006-03-08,29.889999
2006-03-09,29.799999
2006-03-10,29.950001
2006-03-13,30.200001
2006-03-14,30.4
2006-03-15,31.0
2006-03-16,31.200001
2006-03-17,31.049999
2006-03-20,30.59
2006-03-21,30.98
2006-03-22,31.34
2006-03-23,31.26
2006-03-24,31.35
2006-03-27,31.360001
2006-03-28,31.690001000000002
2006-03-29,31.389999
2006-03-30,31.200001
2006-03-31,31.25
2006-04-03,31.49
2006-04-04,31.389999
2006-04-05,31.309998999999998
2006-04-06,31.15
2006-04-07,30.950001
2006-04-10,30.9
2006-04-11,30.549999
2006-04-12,30.5
2006-04-13,30.26
2006-04-17,30.18
2006-04-18,30.280001000000002
2006-04-19,30.299999
2006-04-20,30.5
2006-04-21,30.610001
2006-04-24,30.34
2006-04-25,30.700001
2006-04-26,30.5
2006-04-27,30.75
2006-04-28,31.0
2006-05-01,31.049999
2006-05-02,30.799999
2006-05-03,30.639999
2006-05-04,31.16
2006-05-05,31.98
2006-05-08,31.700001
2006-05-09,31.309998999999998
2006-05-10,31.41
2006-05-11,31.01
2006-05-12,30.450001
2006-05-15,30.84
2006-05-16,31.5
2006-05-17,31.07
2006-05-18,31.059998999999998
2006-05-19,31.370001000000002
2006-05-22,30.860001
2006-05-23,31.370001000000002
2006-05-24,30.459999
2006-05-25,30.68
2006-05-26,31.120001000000002
2006-05-30,31.0
2006-05-31,30.73
2006-06-01,31.0
2006-06-02,31.0
2006-06-05,30.92
2006-06-06,30.73
2006-06-07,30.75
2006-06-08,30.889999
2006-06-09,30.530001000000002
2006-06-12,30.0
2006-06-13,29.129998999999998
2006-06-14,29.139999
2006-06-15,29.389999
2006-06-16,29.73
2006-06-19,30.0
2006-06-20,29.98
2006-06-21,30.15
2006-06-22,30.01
2006-06-23,29.93
2006-06-26,29.790001
2006-06-27,29.85
2006-06-28,29.799999
2006-06-29,30.1
2006-06-30,30.4
2006-07-03,30.07
2006-07-05,30.41
2006-07-06,30.450001
2006-07-07,30.26
2006-07-10,30.67
2006-07-11,30.9
2006-07-12,30.799999
2006-07-13,30.4
2006-07-14,30.57
2006-07-17,30.370001000000002
2006-07-18,30.08
2006-07-19,30.51
2006-07-20,30.51
2006-07-21,30.639999
2006-07-24,30.719998999999998
2006-07-25,31.129998999999998
2006-07-26,31.01
2006-07-27,30.9
2006-07-28,30.4
2006-07-31,30.4
2006-08-01,30.67
2006-08-02,30.43
2006-08-03,30.35
2006-08-04,31.469998999999998
2006-08-07,31.280001000000002
2006-08-08,31.280001000000002
2006-08-09,31.1
2006-08-10,31.0
2006-08-11,31.02
2006-08-14,30.93
2006-08-15,30.73
2006-08-16,30.870001000000002
2006-08-17,30.6
2006-08-18,30.74
2006-08-21,30.99
2006-08-22,30.799999
2006-08-23,30.889999
2006-08-24,30.82
2006-08-25,30.870001000000002
2006-08-28,30.68
2006-08-29,30.5
2006-08-30,30.280001000000002
2006-08-31,30.299999
2006-09-01,30.4
2006-09-05,30.209999
2006-09-06,30.0
2006-09-07,29.6
2006-09-08,29.469998999999998
2006-09-11,29.59
2006-09-12,29.459999
2006-09-13,29.57
2006-09-14,29.450001
2006-09-15,29.370001000000002
2006-09-18,29.389999
2006-09-19,29.440001000000002
2006-09-20,29.35
2006-09-21,29.51
2006-09-22,29.809998999999998
2006-09-25,29.85
2006-09-26,29.99
2006-09-27,29.98
2006-09-28,29.950001
2006-09-29,30.450001
2006-10-02,30.690001000000002
2006-10-03,30.0
2006-10-04,30.040001
2006-10-05,30.35
2006-10-06,30.16
2006-10-09,30.17
2006-10-10,30.139999
2006-10-11,30.110001
2006-10-12,30.299999
2006-10-13,30.360001
2006-10-16,30.34
2006-10-17,30.26
2006-10-18,30.379998999999998
2006-10-19,30.32
2006-10-20,30.190001000000002
2006-10-23,30.450001
2006-10-24,30.290001
2006-10-25,30.200001
2006-10-26,30.290001
2006-10-27,30.639999
2006-10-30,30.4
2006-10-31,30.379998999999998
2006-11-01,30.209999
2006-11-02,30.360001
2006-11-03,30.5
2006-11-06,30.5
2006-11-07,30.93
2006-11-08,30.700001
2006-11-09,30.700001
2006-11-10,30.65
2006-11-13,31.1
2006-11-14,31.049999
2006-11-15,31.049999
2006-11-16,31.0
2006-11-17,30.950001
2006-11-20,30.950001
2006-11-21,30.860001
2006-11-22,30.700001
2006-11-24,31.16
2006-11-27,31.51
2006-11-28,31.59
2006-11-29,31.549999
2006-11-30,31.57
2006-12-01,31.35
2006-12-04,31.41
2006-12-05,31.5
2006-12-06,32.849998
2006-12-07,32.549999
2006-12-08,32.400002
2006-12-11,32.700001
2006-12-12,33.0
2006-12-13,33.119999
2006-12-14,33.490002000000004
2006-12-15,33.990002000000004
2006-12-18,34.23
2006-12-19,34.099998
2006-12-20,33.990002000000004
2006-12-21,33.459998999999996
2006-12-22,33.0
2006-12-26,32.66
2006-12-27,32.810001
2006-12-28,32.66
2006-12-29,33.310001
2007-01-03,33.5
2007-01-04,33.740002000000004
2007-01-05,33.130001
2007-01-08,33.16
2007-01-09,33.32
2007-01-10,33.720001
2007-01-11,33.599998
2007-01-12,33.220001
2007-01-16,32.810001
2007-01-17,32.759997999999996
2007-01-18,32.759997999999996
2007-01-19,32.700001
2007-01-22,32.709998999999996
2007-01-23,33.389998999999996
2007-01-24,33.709998999999996
2007-01-25,33.139998999999996
2007-01-26,33.279999
2007-01-29,33.73
2007-01-30,33.82
2007-01-31,33.970001
2007-02-01,34.549999
2007-02-02,35.990002000000004
2007-02-05,36.330002
2007-02-06,36.68
2007-02-07,37.049999
2007-02-08,37.150002
2007-02-09,38.080002
2007-02-12,37.099998
2007-02-13,37.099998
2007-02-14,37.0
2007-02-15,36.68
2007-02-16,36.799999
2007-02-20,36.759997999999996
2007-02-21,36.799999
2007-02-22,36.799999
2007-02-23,36.849998
2007-02-26,37.0
2007-02-27,36.990002000000004
2007-02-28,36.810001
2007-03-01,37.099998
2007-03-02,36.799999
2007-03-05,36.599998
2007-03-06,36.650002
2007-03-07,36.650002
2007-03-08,36.880001
2007-03-09,36.849998
2007-03-12,36.880001
2007-03-13,36.610001000000004
2007-03-14,36.630001
2007-03-15,36.709998999999996
2007-03-16,37.189999
2007-03-19,36.939999
2007-03-20,37.0
2007-03-21,36.939999
2007-03-22,37.220001
2007-03-23,37.68
2007-03-26,37.119999
2007-03-27,36.41
2007-03-28,37.400002
2007-03-29,37.580002
2007-03-30,37.310001
2007-04-02,37.459998999999996
2007-04-03,37.5
2007-04-04,37.849998
2007-04-05,37.77
2007-04-09,38.0
2007-04-10,37.830002
2007-04-11,38.02
2007-04-12,38.93
2007-04-13,38.150002
2007-04-16,38.139998999999996
2007-04-17,37.959998999999996
2007-04-18,38.080002
2007-04-19,38.0
2007-04-20,38.09
2007-04-23,38.09
2007-04-24,38.18
2007-04-25,39.939999
2007-04-26,39.48
2007-04-27,38.009997999999996
2007-04-30,38.549999
2007-05-01,38.189999
2007-05-02,38.009997999999996
2007-05-03,38.299999
2007-05-04,38.299999
2007-05-07,38.700001
2007-05-08,38.220001
2007-05-09,38.400002
2007-05-10,38.709998999999996
2007-05-11,38.529999
2007-05-14,38.43
2007-05-15,38.0
2007-05-16,37.32
2007-05-17,37.080002
2007-05-18,36.75
2007-05-21,36.610001000000004
2007-05-22,36.91
2007-05-23,36.759997999999996
2007-05-24,34.919998
2007-05-25,35.939999
2007-05-29,36.150002
2007-05-30,36.439999
2007-05-31,36.110001000000004
2007-06-01,36.349998
2007-06-04,36.650002
2007-06-05,36.59
2007-06-06,36.419998
2007-06-07,35.66
2007-06-08,35.73
2007-06-11,36.200001
2007-06-12,35.830002
2007-06-13,36.0
2007-06-14,36.48
2007-06-15,36.389998999999996
2007-06-18,36.099998
2007-06-19,35.900002
2007-06-20,35.619999
2007-06-21,36.0
2007-06-22,35.400002
2007-06-25,36.119999
2007-06-26,36.110001000000004
2007-06-27,36.009997999999996
2007-06-28,36.049999
2007-06-29,36.02
2007-07-02,36.25
2007-07-03,36.330002
2007-07-05,36.349998
2007-07-06,36.279999
2007-07-09,36.240002000000004
2007-07-10,36.799999
2007-07-11,36.93
2007-07-12,36.790001000000004
2007-07-13,36.330002
2007-07-16,36.73
2007-07-17,35.950001
2007-07-18,36.91
2007-07-19,36.639998999999996
2007-07-20,36.740002000000004
2007-07-23,36.25
2007-07-24,36.060001
2007-07-25,35.98
2007-07-26,35.720001
2007-07-27,35.619999
2007-07-30,35.5
2007-07-31,35.450001
2007-08-01,35.900002
2007-08-02,35.540001000000004
2007-08-03,35.529999
2007-08-06,35.150002
2007-08-07,34.98
2007-08-08,35.360001000000004
2007-08-09,35.240002000000004
2007-08-10,35.049999
2007-08-13,35.400002
2007-08-14,35.400002
2007-08-15,35.34
2007-08-16,35.25
2007-08-17,35.18
2007-08-20,33.200001
2007-08-21,33.400002
2007-08-22,33.689999
2007-08-23,34.25
2007-08-24,34.599998
2007-08-27,34.240002000000004
2007-08-28,34.389998999999996
2007-08-29,34.73
2007-08-30,34.459998999999996
2007-08-31,34.970001
2007-09-04,35.09
2007-09-05,35.299999
2007-09-06,34.84
2007-09-07,35.400002
2007-09-10,34.68
2007-09-11,34.290001000000004
2007-09-12,34.0
2007-09-13,33.779999
2007-09-14,33.990002000000004
2007-09-17,34.080002
2007-09-18,33.950001
2007-09-19,34.75
2007-09-20,34.91
2007-09-21,34.98
2007-09-24,34.25
2007-09-25,34.360001000000004
2007-09-26,33.93
2007-09-27,33.799999
2007-09-28,33.740002000000004
2007-10-01,33.990002000000004
2007-10-02,33.740002000000004
2007-10-03,33.369999
2007-10-04,34.470001
2007-10-05,33.099998
2007-10-08,32.650002
2007-10-09,33.25
2007-10-10,33.799999
2007-10-11,33.75
2007-10-12,33.799999
2007-10-15,33.689999
2007-10-16,33.400002
2007-10-17,33.130001
2007-10-18,33.220001
2007-10-19,32.740002000000004
2007-10-22,31.799999
2007-10-23,31.92
2007-10-24,32.040001000000004
2007-10-25,32.369999
2007-10-26,32.810001
2007-10-29,33.549999
2007-10-30,33.509997999999996
2007-10-31,33.299999
2007-11-01,33.439999
2007-11-02,33.459998999999996
2007-11-05,33.450001
2007-11-06,33.389998999999996
2007-11-07,32.290001000000004
2007-11-08,31.23
2007-11-09,31.129998999999998
2007-11-12,30.91
2007-11-13,30.51
2007-11-14,30.52
2007-11-15,30.690001000000002
2007-11-16,30.27
2007-11-19,29.129998999999998
2007-11-20,29.18
2007-11-21,29.299999
2007-11-23,29.889999
2007-11-26,29.360001
2007-11-27,28.76
2007-11-28,29.040001
2007-11-29,29.18
2007-11-30,29.65
2007-12-03,29.26
2007-12-04,29.92
2007-12-05,29.809998999999998
2007-12-06,30.370001000000002
2007-12-07,30.49
2007-12-10,30.73
2007-12-11,30.27
2007-12-12,29.99
2007-12-13,29.450001
2007-12-14,29.43
2007-12-17,29.26
2007-12-18,29.139999
2007-12-19,29.32
2007-12-20,29.25
2007-12-21,30.5
2007-12-24,30.780001000000002
2007-12-26,30.049999
2007-12-27,30.25
2007-12-28,29.93
2007-12-31,29.67
2008-01-02,30.23
2008-01-03,30.73
2008-01-04,30.77
2008-01-07,31.26
2008-01-08,31.690001000000002
2008-01-09,31.25
2008-01-10,31.52
2008-01-11,31.290001
2008-01-14,31.15
2008-01-15,31.41
2008-01-16,31.129998999999998
2008-01-17,29.950001
2008-01-18,29.049999
2008-01-22,28.549999
2008-01-23,27.5
2008-01-24,28.18
2008-01-25,28.280001000000002
2008-01-28,28.16
2008-01-29,28.370001000000002
2008-01-30,28.719998999999998
2008-01-31,28.879998999999998
2008-02-01,29.700001
2008-02-04,29.690001000000002
2008-02-05,30.0
2008-02-06,30.190001000000002
2008-02-07,30.200001
2008-02-08,30.110001
2008-02-11,30.35
2008-02-12,30.440001000000002
2008-02-13,30.4
2008-02-14,30.49
2008-02-15,29.889999
2008-02-19,30.370001000000002
2008-02-20,31.0
2008-02-21,30.84
2008-02-22,30.790001
2008-02-25,31.25
2008-02-26,31.049999
2008-02-27,31.1
2008-02-28,30.23
2008-02-29,30.049999
2008-03-03,29.950001
2008-03-04,29.83
2008-03-05,29.969998999999998
2008-03-06,29.93
2008-03-07,29.49
2008-03-10,28.370001000000002
2008-03-11,28.59
2008-03-12,28.139999
2008-03-13,27.799999
2008-03-14,27.9
2008-03-17,27.299999
2008-03-18,27.450001
2008-03-19,27.299999
2008-03-20,27.219998999999998
2008-03-24,27.6
2008-03-25,27.799999
2008-03-26,28.389999
2008-03-27,28.51
2008-03-28,28.799999
2008-03-31,28.719998999999998
2008-04-01,28.76
2008-04-02,28.68
2008-04-03,28.93
2008-04-04,30.07
2008-04-07,30.299999
2008-04-08,30.48
2008-04-09,30.450001
2008-04-10,30.23
2008-04-11,30.049999
2008-04-14,29.889999
2008-04-15,29.4
2008-04-16,29.98
2008-04-17,28.75
2008-04-18,28.5
2008-04-21,28.5
2008-04-22,28.51
2008-04-23,28.4
2008-04-24,28.450001
2008-04-25,28.690001000000002
2008-04-28,28.559998999999998
2008-04-29,28.43
2008-04-30,28.59
2008-05-01,28.59
2008-05-02,28.6
2008-05-05,28.790001
2008-05-06,28.16
2008-05-07,28.35
2008-05-08,28.299999
2008-05-09,28.49
2008-05-12,28.17
2008-05-13,28.280001000000002
2008-05-14,29.950001
2008-05-15,29.299999
2008-05-16,29.610001
2008-05-19,29.07
2008-05-20,29.629998999999998
2008-05-21,29.58
2008-05-22,29.49
2008-05-23,29.6
2008-05-27,29.440001000000002
2008-05-28,29.35
2008-05-29,29.049999
2008-05-30,29.25
2008-06-02,29.450001
2008-06-03,29.059998999999998
2008-06-04,29.040001
2008-06-05,29.110001
2008-06-06,29.35
2008-06-09,29.629998999999998
2008-06-10,29.139999
2008-06-11,28.83
2008-06-12,28.370001000000002
2008-06-13,28.26
2008-06-16,28.85
2008-06-17,28.92
2008-06-18,28.26
2008-06-19,27.33
2008-06-20,27.379998999999998
2008-06-23,27.58
2008-06-24,26.969998999999998
2008-06-25,26.82
2008-06-26,26.93
2008-06-27,26.35
2008-06-30,26.33
2008-07-01,26.52
2008-07-02,25.610001
2008-07-03,25.190001000000002
2008-07-07,24.33
2008-07-08,24.16
2008-07-09,24.299999
2008-07-10,24.450001
2008-07-11,24.5
2008-07-14,24.9
2008-07-15,24.309998999999998
2008-07-16,24.469998999999998
2008-07-17,24.58
2008-07-18,24.620001000000002
2008-07-21,24.66
2008-07-22,24.73
2008-07-23,24.280001000000002
2008-07-24,24.08
2008-07-25,24.120001000000002
2008-07-28,24.35
2008-07-29,23.790001
2008-07-30,24.51
2008-07-31,24.91
2008-08-01,24.58
2008-08-04,23.959999
2008-08-05,23.59
2008-08-06,23.99
2008-08-07,23.26
2008-08-08,23.5
2008-08-11,22.99
2008-08-12,23.65
2008-08-13,23.1
2008-08-14,23.0
2008-08-15,22.48
2008-08-18,22.4
2008-08-19,22.110001
2008-08-20,22.059998999999998
2008-08-21,22.110001
2008-08-22,22.16
2008-08-25,22.09
2008-08-26,22.379998999999998
2008-08-27,22.84
2008-08-28,22.690001000000002
2008-08-29,22.75
2008-09-02,22.549999
2008-09-03,21.870001000000002
2008-09-04,20.799999
2008-09-05,21.08
2008-09-08,20.57
2008-09-09,19.299999
2008-09-10,19.540001
2008-09-11,19.280001000000002
2008-09-12,19.74
2008-09-15,18.610001
2008-09-16,18.01
2008-09-17,16.65
2008-09-18,15.88
2008-09-19,17.299999
2008-09-22,17.25
2008-09-23,16.879998999999998
2008-09-24,16.450001
2008-09-25,16.75
2008-09-26,16.790001
2008-09-29,14.89
2008-09-30,15.7
2008-10-01,15.55
2008-10-02,15.27
2008-10-03,14.03
2008-10-06,12.61
2008-10-07,12.05
2008-10-08,11.63
2008-10-09,11.38
2008-10-10,10.37
2008-10-13,13.2
2008-10-14,15.05
2008-10-15,14.7
2008-10-16,13.6
2008-10-17,13.79
2008-10-20,14.95
2008-10-21,14.64
2008-10-22,14.89
2008-10-23,13.89
2008-10-24,14.05
2008-10-27,12.72
2008-10-28,13.11
2008-10-29,14.29
2008-10-30,15.69
2008-10-31,18.0
2008-11-03,17.92
2008-11-04,18.26
2008-11-05,17.82
2008-11-06,15.73
2008-11-07,16.299999
2008-11-10,15.48
2008-11-11,14.6
2008-11-12,13.45
2008-11-13,13.51
2008-11-14,13.04
2008-11-17,13.64
2008-11-18,13.5
2008-11-19,11.9
2008-11-20,10.81
2008-11-21,9.96
2008-11-24,10.73
2008-11-25,10.82
2008-11-26,12.75
2008-11-28,14.0
2008-12-01,12.6
2008-12-02,12.28
2008-12-03,11.72
2008-12-04,11.32
2008-12-05,10.63
2008-12-08,9.98
2008-12-09,9.99
2008-12-10,10.72
2008-12-11,11.25
2008-12-12,12.42
2008-12-15,12.55
2008-12-16,12.94
2008-12-17,13.39
2008-12-18,14.36
2008-12-19,14.3
2008-12-22,14.08
2008-12-23,14.75
2008-12-24,14.75
2008-12-26,14.8
2008-12-29,14.48
2008-12-30,14.22
2008-12-31,15.02
2009-01-02,16.17
2009-01-05,17.92
2009-01-06,18.870001000000002
2009-01-07,17.860001
2009-01-08,18.25
2009-01-09,17.9
2009-01-12,17.73
2009-01-13,18.48
2009-01-14,17.690001000000002
2009-01-15,16.73
2009-01-16,17.200001
2009-01-20,16.15
2009-01-21,16.549999
2009-01-22,15.95
2009-01-23,16.809998999999998
2009-01-26,17.200001
2009-01-27,17.620001000000002
2009-01-28,18.309998999999998
2009-01-29,18.059998999999998
2009-01-30,18.049999
2009-02-02,18.65
2009-02-03,19.370001000000002
2009-02-04,18.129998999999998
2009-02-05,18.65
2009-02-06,18.799999
2009-02-09,18.790001
2009-02-10,18.780001000000002
2009-02-11,18.57
2009-02-12,18.32
2009-02-13,18.4
2009-02-17,17.41
2009-02-18,17.01
2009-02-19,16.879998999999998
2009-02-20,15.76
2009-02-23,15.84
2009-02-24,16.690001000000002
2009-02-25,17.190001000000002
2009-02-26,17.73
2009-02-27,18.41
2009-03-02,16.92
2009-03-03,17.1
2009-03-04,17.32
2009-03-05,17.389999
2009-03-06,17.110001
2009-03-09,17.15
2009-03-10,18.25
2009-03-11,18.280001000000002
2009-03-12,19.719998999999998
2009-03-13,19.43
2009-03-16,19.51
2009-03-17,19.93
2009-03-18,19.48
2009-03-19,19.83
2009-03-20,18.4
2009-03-23,19.42
2009-03-24,17.5
2009-03-25,16.98
2009-03-26,17.0
2009-03-27,17.049999
2009-03-30,16.540001
2009-03-31,16.790001
2009-04-01,17.299999
2009-04-02,16.99
2009-04-03,16.75
2009-04-06,16.690001000000002
2009-04-07,15.74
2009-04-08,16.43
2009-04-09,16.66
2009-04-13,16.85
2009-04-14,17.16
2009-04-15,17.16
2009-04-16,17.129998999999998
2009-04-17,17.23
2009-04-20,16.610001
2009-04-21,17.17
2009-04-22,17.139999
2009-04-23,17.23
2009-04-24,17.49
2009-04-27,17.450001
2009-04-28,17.6
2009-04-29,17.58
2009-04-30,17.58
2009-05-01,17.75
2009-05-04,18.059998999999998
2009-05-05,17.74
2009-05-06,17.51
2009-05-07,17.65
2009-05-08,18.0
2009-05-11,17.540001
2009-05-12,17.74
2009-05-13,17.049999
2009-05-14,17.299999
2009-05-15,17.360001
2009-05-18,17.629998999999998
2009-05-19,17.66
2009-05-20,18.110001
2009-05-21,17.879998999999998
2009-05-22,18.15
2009-05-26,18.07
2009-05-27,17.98
2009-05-28,18.290001
2009-05-29,19.200001
2009-06-01,19.01
2009-06-02,18.959999
2009-06-03,18.49
2009-06-04,18.639999
2009-06-05,18.700001
2009-06-08,18.559998999999998
2009-06-09,18.91
2009-06-10,18.91
2009-06-11,19.18
2009-06-12,19.48
2009-06-15,18.950001
2009-06-16,18.639999
2009-06-17,18.459999
2009-06-18,18.639999
2009-06-19,19.09
2009-06-22,18.41
2009-06-23,18.57
2009-06-24,18.73
2009-06-25,19.030001000000002
2009-06-26,19.0
2009-06-29,19.110001
2009-06-30,19.5
2009-07-01,19.700001
2009-07-02,19.85
2009-07-06,19.700001
2009-07-07,18.85
2009-07-08,19.23
2009-07-09,19.780001000000002
2009-07-10,19.950001
2009-07-13,20.0
2009-07-14,19.76
2009-07-15,20.110001
2009-07-16,20.440001000000002
2009-07-17,21.059998999999998
2009-07-20,21.58
2009-07-21,21.43
2009-07-22,21.450001
2009-07-23,21.74
2009-07-24,21.950001
2009-07-27,22.23
2009-07-28,22.139999
2009-07-29,21.74
2009-07-30,21.85
2009-07-31,22.190001000000002
2009-08-03,22.540001
2009-08-04,22.540001
2009-08-05,22.57
2009-08-06,22.15
2009-08-07,22.17
2009-08-10,22.209999
2009-08-11,22.120001000000002
2009-08-12,22.43
2009-08-13,22.219998999999998
2009-08-14,21.860001
2009-08-17,21.34
2009-08-18,21.77
2009-08-19,22.370001000000002
2009-08-20,22.530001000000002
2009-08-21,23.33
2009-08-24,23.93
2009-08-25,23.549999
2009-08-26,23.120001000000002
2009-08-27,21.959999
2009-08-28,22.51
2009-08-31,22.959999
2009-09-01,22.370001000000002
2009-09-02,21.889999
2009-09-03,22.75
2009-09-04,23.52
2009-09-08,23.190001000000002
2009-09-09,23.360001
2009-09-10,23.540001
2009-09-11,23.549999
2009-09-14,23.610001
2009-09-15,23.58
2009-09-16,24.1
2009-09-17,23.35
2009-09-18,23.969998999999998
2009-09-21,23.719998999999998
2009-09-22,24.110001
2009-09-23,24.360001
2009-09-24,24.57
2009-09-25,24.58
2009-09-28,24.889999
2009-09-29,25.049999
2009-09-30,24.82
2009-10-01,24.92
2009-10-02,24.65
2009-10-05,25.200001
2009-10-06,25.700001
2009-10-07,25.309998999999998
2009-10-08,26.02
2009-10-09,25.889999
2009-10-12,26.59
2009-10-13,25.629998999999998
2009-10-14,25.34
2009-10-15,25.209999
2009-10-16,25.620001000000002
2009-10-19,26.1
2009-10-20,25.360001
2009-10-21,25.040001
2009-10-22,25.52
2009-10-23,24.83
2009-10-26,24.450001
2009-10-27,24.33
2009-10-28,23.379998999999998
2009-10-29,23.91
2009-10-30,23.700001
2009-11-02,23.1
2009-11-03,23.299999
2009-11-04,23.620001000000002
2009-11-05,23.809998999999998
2009-11-06,23.58
2009-11-09,24.33
2009-11-10,24.530001000000002
2009-11-11,25.0
2009-11-12,24.75
2009-11-13,25.42
2009-11-16,25.67
2009-11-17,24.389999
2009-11-18,24.34
2009-11-19,24.1
2009-11-20,24.299999
2009-11-23,24.309998999999998
2009-11-24,24.280001000000002
2009-11-25,24.4
2009-11-27,24.309998999999998
2009-11-30,24.360001
2009-12-01,24.0
2009-12-02,23.950001
2009-12-03,23.75
2009-12-04,23.82
2009-12-07,24.200001
2009-12-08,24.360001
2009-12-09,24.440001000000002
2009-12-10,24.73
2009-12-11,24.700001
2009-12-14,24.639999
2009-12-15,24.879998999999998
2009-12-16,25.530001000000002
2009-12-17,25.129998999999998
2009-12-18,24.83
2009-12-21,25.09
2009-12-22,25.450001
2009-12-23,25.790001
