Date,WPX
2013-04-10,17.43
2013-04-11,17.629998999999998
2013-04-12,17.290001
2013-04-15,16.34
2013-04-16,16.33
2013-04-17,16.15
2013-04-18,16.43
2013-04-19,16.379998999999998
2013-04-22,16.02
2013-04-23,15.82
2013-04-24,15.83
2013-04-25,15.73
2013-04-26,15.74
2013-04-29,15.73
2013-04-30,15.63
2013-05-01,15.35
2013-05-02,15.77
2013-05-03,16.57
2013-05-06,16.389999
2013-05-07,16.610001
2013-05-08,16.709999
2013-05-09,16.700001
2013-05-10,17.120001000000002
2013-05-13,17.52
2013-05-14,18.049999
2013-05-15,18.24
2013-05-16,18.08
2013-05-17,18.459999
2013-05-20,19.76
2013-05-21,20.15
2013-05-22,19.700001
2013-05-23,20.0
2013-05-24,19.940001000000002
2013-05-28,19.940001000000002
2013-05-29,19.73
2013-05-30,19.709999
2013-05-31,19.26
2013-06-03,19.76
2013-06-04,19.99
2013-06-05,19.209999
2013-06-06,18.879998999999998
2013-06-07,19.299999
2013-06-10,19.299999
2013-06-11,18.799999
2013-06-12,18.91
2013-06-13,19.219998999999998
2013-06-14,19.0
2013-06-17,19.73
2013-06-18,20.35
2013-06-19,19.92
2013-06-20,18.799999
2013-06-21,19.120001000000002
2013-06-24,19.209999
2013-06-25,19.24
2013-06-26,19.58
2013-06-27,19.32
2013-06-28,18.940001000000002
2013-07-01,18.93
2013-07-02,18.83
2013-07-03,18.870001000000002
2013-07-05,18.940001000000002
2013-07-08,19.15
2013-07-09,19.110001
2013-07-10,19.51
2013-07-11,19.790001
2013-07-12,19.85
2013-07-15,19.809998999999998
2013-07-16,19.85
2013-07-17,19.99
2013-07-18,20.299999
2013-07-19,20.25
2013-07-22,19.84
2013-07-23,19.57
2013-07-24,19.34
2013-07-25,19.65
2013-07-26,19.52
2013-07-29,19.07
2013-07-30,19.059998999999998
2013-07-31,19.209999
2013-08-01,18.870001000000002
2013-08-02,19.17
2013-08-05,19.700001
2013-08-06,19.540001
2013-08-07,19.07
2013-08-08,19.389999
2013-08-09,19.16
2013-08-12,18.940001000000002
2013-08-13,18.5
2013-08-14,18.42
2013-08-15,18.48
2013-08-16,18.969998999999998
2013-08-19,18.82
2013-08-20,19.360001
2013-08-21,18.809998999999998
2013-08-22,19.450001
2013-08-23,19.51
2013-08-26,19.290001
2013-08-27,18.85
2013-08-28,18.889999
2013-08-29,18.889999
2013-08-30,18.66
2013-09-03,18.93
2013-09-04,18.85
2013-09-05,18.76
2013-09-06,18.700001
2013-09-09,18.98
2013-09-10,18.6
2013-09-11,19.469998999999998
2013-09-12,19.870001000000002
2013-09-13,19.73
2013-09-16,19.700001
2013-09-17,19.610001
2013-09-18,19.690001000000002
2013-09-19,19.4
2013-09-20,19.059998999999998
2013-09-23,18.99
2013-09-24,18.690001000000002
2013-09-25,18.93
2013-09-26,19.26
2013-09-27,19.360001
2013-09-30,19.26
2013-10-01,19.440001000000002
2013-10-02,19.540001
2013-10-03,19.799999
2013-10-04,19.92
2013-10-07,19.629998999999998
2013-10-08,19.129998999999998
2013-10-09,18.91
2013-10-10,19.33
2013-10-11,19.780001000000002
2013-10-14,20.309998999999998
2013-10-15,20.950001
2013-10-16,21.6
2013-10-17,22.0
2013-10-18,22.52
2013-10-21,22.52
2013-10-22,22.6
2013-10-23,22.16
2013-10-24,22.84
2013-10-25,22.82
2013-10-28,22.59
2013-10-29,23.450001
2013-10-30,22.74
2013-10-31,22.139999
2013-11-01,21.91
2013-11-04,22.33
2013-11-05,22.059998999999998
2013-11-06,21.43
2013-11-07,18.65
2013-11-08,18.68
2013-11-11,18.66
2013-11-12,18.48
2013-11-13,18.48
2013-11-14,18.379998999999998
2013-11-15,18.4
2013-11-18,17.799999
2013-11-19,17.82
2013-11-20,18.18
2013-11-21,18.77
2013-11-22,18.950001
2013-11-25,18.91
2013-11-26,18.51
2013-11-27,18.379998999999998
2013-11-29,18.59
2013-12-02,18.950001
2013-12-03,18.68
2013-12-04,18.52
2013-12-05,18.620001000000002
2013-12-06,18.290001
2013-12-09,18.549999
2013-12-10,19.32
2013-12-11,18.889999
2013-12-12,19.26
2013-12-13,19.02
2013-12-16,19.02
2013-12-17,19.860001
2013-12-18,19.15
2013-12-19,19.6
2013-12-20,20.139999
2013-12-23,20.26
2013-12-24,20.459999
2013-12-26,20.299999
2013-12-27,20.49
2013-12-30,20.110001
2013-12-31,20.379998999999998
2014-01-02,19.809998999999998
2014-01-03,19.57
2014-01-06,19.280001000000002
2014-01-07,19.290001
2014-01-08,19.209999
2014-01-09,19.09
2014-01-10,18.969998999999998
2014-01-13,18.440001000000002
2014-01-14,18.809998999999998
2014-01-15,19.01
2014-01-16,19.16
2014-01-17,18.65
2014-01-21,19.379998999999998
2014-01-22,19.950001
2014-01-23,20.290001
2014-01-24,19.620001000000002
2014-01-27,19.200001
2014-01-28,19.370001000000002
2014-01-29,19.389999
2014-01-30,19.469998999999998
2014-01-31,19.049999
2014-02-03,18.82
2014-02-04,19.280001000000002
2014-02-05,19.030001000000002
2014-02-06,19.59
2014-02-07,19.209999
2014-02-10,18.92
2014-02-11,17.030001000000002
2014-02-12,17.110001
2014-02-13,17.469998999999998
2014-02-14,17.459999
2014-02-18,17.33
2014-02-19,17.67
2014-02-20,17.49
2014-02-21,17.950001
2014-02-24,18.450001
2014-02-25,17.809998999999998
2014-02-26,17.540001
2014-02-27,17.17
2014-02-28,17.620001000000002
2014-03-03,17.469998999999998
2014-03-04,17.74
2014-03-05,18.07
2014-03-06,18.209999
2014-03-07,18.129998999999998
2014-03-10,18.049999
2014-03-11,17.620001000000002
2014-03-12,17.48
2014-03-13,17.610001
2014-03-14,17.59
2014-03-17,17.67
2014-03-18,18.18
2014-03-19,18.23
2014-03-20,18.42
2014-03-21,18.58
2014-03-24,18.559998999999998
2014-03-25,18.1
2014-03-26,17.610001
2014-03-27,17.75
2014-03-28,17.85
2014-03-31,18.030001000000002
2014-04-01,18.280001000000002
2014-04-02,18.99
2014-04-03,19.690001000000002
2014-04-04,19.389999
2014-04-07,18.959999
2014-04-08,19.209999
2014-04-09,19.27
2014-04-10,18.959999
2014-04-11,18.809998999999998
2014-04-14,18.9
2014-04-15,19.129998999999998
2014-04-16,19.360001
2014-04-17,20.27
2014-04-21,21.030001000000002
2014-04-22,21.209999
2014-04-23,21.790001
2014-04-24,21.6
2014-04-25,21.030001000000002
2014-04-28,21.09
2014-04-29,21.190001000000002
2014-04-30,21.280001000000002
2014-05-01,21.42
2014-05-02,21.57
2014-05-05,21.5
2014-05-06,21.559998999999998
2014-05-07,21.950001
2014-05-08,21.299999
2014-05-09,21.91
2014-05-12,21.68
2014-05-13,21.42
2014-05-14,21.01
2014-05-15,21.450001
2014-05-16,21.200001
2014-05-19,21.24
2014-05-20,21.02
2014-05-21,21.49
2014-05-22,21.129998999999998
2014-05-23,20.719998999999998
2014-05-27,21.07
2014-05-28,21.42
2014-05-29,21.32
2014-05-30,21.18
2014-06-02,20.959999
2014-06-03,20.959999
2014-06-04,21.15
2014-06-05,21.629998999999998
2014-06-06,21.610001
2014-06-09,21.549999
2014-06-10,21.459999
2014-06-11,21.809998999999998
2014-06-12,22.35
2014-06-13,22.77
2014-06-16,22.48
2014-06-17,22.620001000000002
2014-06-18,22.83
2014-06-19,23.77
2014-06-20,24.049999
2014-06-23,23.709999
2014-06-24,23.01
2014-06-25,23.139999
2014-06-26,22.99
2014-06-27,23.08
2014-06-30,23.91
2014-07-01,23.559998999999998
2014-07-02,23.459999
2014-07-03,23.190001000000002
2014-07-07,22.200001
2014-07-08,22.129998999999998
2014-07-09,22.719998999999998
2014-07-10,22.26
2014-07-11,21.799999
2014-07-14,22.030001000000002
2014-07-15,21.549999
2014-07-16,21.93
2014-07-17,20.77
2014-07-18,21.26
2014-07-21,20.969998999999998
2014-07-22,20.860001
2014-07-23,21.059998999999998
2014-07-24,21.469998999999998
2014-07-25,21.110001
2014-07-28,21.35
2014-07-29,21.809998999999998
2014-07-30,21.059998999999998
2014-07-31,20.57
2014-08-01,20.5
2014-08-04,21.129998999999998
2014-08-05,20.77
2014-08-06,22.98
2014-08-07,22.75
2014-08-08,23.48
2014-08-11,23.33
2014-08-12,23.08
2014-08-13,23.26
2014-08-14,23.16
2014-08-15,23.51
2014-08-18,23.860001
2014-08-19,24.85
2014-08-20,24.889999
2014-08-21,25.209999
2014-08-22,25.200001
2014-08-25,25.84
2014-08-26,25.74
2014-08-27,26.379998999999998
2014-08-28,26.59
2014-08-29,26.620001000000002
2014-09-02,26.24
2014-09-03,26.370001000000002
2014-09-04,25.940001000000002
2014-09-05,26.27
2014-09-08,26.0
2014-09-09,25.85
2014-09-10,25.51
2014-09-11,25.719998999999998
2014-09-12,25.26
2014-09-15,25.309998999999998
2014-09-16,26.049999
2014-09-17,25.889999
2014-09-18,25.450001
2014-09-19,25.4
2014-09-22,24.74
2014-09-23,25.040001
2014-09-24,24.91
2014-09-25,23.82
2014-09-26,24.26
2014-09-29,24.57
2014-09-30,24.059998999999998
2014-10-01,23.32
2014-10-02,23.35
2014-10-03,22.9
2014-10-06,22.67
2014-10-07,21.83
2014-10-08,21.559998999999998
2014-10-09,19.73
2014-10-10,18.85
2014-10-13,17.4
2014-10-14,16.549999
2014-10-15,17.5
2014-10-16,17.99
2014-10-17,17.68
2014-10-20,18.299999
2014-10-21,19.139999
2014-10-22,18.290001
2014-10-23,19.16
2014-10-24,18.940001000000002
2014-10-27,18.16
2014-10-28,19.040001
2014-10-29,19.17
2014-10-30,18.540001
2014-10-31,19.120001000000002
2014-11-03,19.01
2014-11-04,18.139999
2014-11-05,17.58
2014-11-06,17.309998999999998
2014-11-07,18.040001
2014-11-10,17.6
2014-11-11,17.379998999999998
2014-11-12,16.73
2014-11-13,15.81
2014-11-14,16.16
2014-11-17,15.58
2014-11-18,15.56
2014-11-19,16.27
2014-11-20,16.77
2014-11-21,16.799999
2014-11-24,16.299999
2014-11-25,16.09
2014-11-26,15.97
2014-11-28,13.57
2014-12-01,13.11
2014-12-02,12.8
2014-12-03,12.82
2014-12-04,12.05
2014-12-05,11.65
2014-12-08,10.75
2014-12-09,11.69
2014-12-10,10.73
2014-12-11,10.62
2014-12-12,10.77
2014-12-15,10.27
2014-12-16,10.65
2014-12-17,11.94
2014-12-18,11.86
2014-12-19,12.37
2014-12-22,11.71
2014-12-23,11.93
2014-12-24,11.53
2014-12-26,11.64
2014-12-29,11.57
2014-12-30,11.45
2014-12-31,11.63
2015-01-02,11.91
2015-01-05,10.87
2015-01-06,10.98
2015-01-07,10.8
2015-01-08,11.52
2015-01-09,11.43
2015-01-12,11.01
2015-01-13,10.8
2015-01-14,11.59
2015-01-15,10.99
2015-01-16,11.85
2015-01-20,11.28
2015-01-21,11.52
2015-01-22,11.11
2015-01-23,10.9
2015-01-26,11.36
2015-01-27,11.5
2015-01-28,10.46
2015-01-29,10.59
2015-01-30,10.66
2015-02-02,11.96
2015-02-03,12.78
2015-02-04,12.84
2015-02-05,13.32
2015-02-06,13.14
2015-02-09,12.71
2015-02-10,12.41
2015-02-11,12.39
2015-02-12,12.64
2015-02-13,12.6
2015-02-17,12.6
2015-02-18,12.3
2015-02-19,12.3
2015-02-20,12.08
2015-02-23,11.85
2015-02-24,11.62
2015-02-25,11.94
2015-02-26,10.75
2015-02-27,10.78
2015-03-02,10.77
2015-03-03,10.68
2015-03-04,11.11
2015-03-05,11.04
2015-03-06,11.32
2015-03-09,11.37
2015-03-10,10.86
2015-03-11,11.03
2015-03-12,10.7
2015-03-13,10.91
2015-03-16,10.76
2015-03-17,10.62
2015-03-18,11.46
2015-03-19,10.93
2015-03-20,11.09
2015-03-23,10.93
2015-03-24,11.26
2015-03-25,11.21
2015-03-26,11.02
2015-03-27,10.7
2015-03-30,10.65
2015-03-31,10.93
2015-04-01,11.19
2015-04-02,11.74
2015-04-06,12.28
2015-04-07,12.46
2015-04-08,12.31
2015-04-09,12.76
2015-04-10,12.93
2015-04-13,12.87
2015-04-14,13.46
2015-04-15,14.04
2015-04-16,13.97
2015-04-17,13.36
2015-04-20,13.8
2015-04-21,13.24
2015-04-22,13.4
2015-04-23,13.33
2015-04-24,13.19
2015-04-27,12.9
2015-04-28,13.16
2015-04-29,13.58
2015-04-30,13.75
2015-05-01,13.65
2015-05-04,13.93
2015-05-05,13.28
2015-05-06,13.96
2015-05-07,13.79
2015-05-08,14.55
2015-05-11,14.23
2015-05-12,14.39
2015-05-13,14.1
2015-05-14,13.58
2015-05-15,13.34
2015-05-18,13.17
2015-05-19,13.14
2015-05-20,13.32
2015-05-21,13.83
2015-05-22,13.97
2015-05-26,13.35
2015-05-27,12.99
2015-05-28,12.8
2015-05-29,12.89
2015-06-01,12.72
2015-06-02,13.08
2015-06-03,13.03
2015-06-04,12.58
2015-06-05,12.79
2015-06-08,12.69
2015-06-09,12.87
2015-06-10,13.4
2015-06-11,13.14
2015-06-12,12.92
2015-06-15,12.94
2015-06-16,13.21
2015-06-17,12.86
2015-06-18,12.8
2015-06-19,12.6
2015-06-22,13.03
2015-06-23,13.31
2015-06-24,13.37
2015-06-25,13.14
2015-06-26,13.14
2015-06-29,12.43
2015-06-30,12.28
2015-07-01,11.69
2015-07-02,11.55
2015-07-06,11.0
2015-07-07,11.49
2015-07-08,11.17
2015-07-09,11.4
2015-07-10,11.22
2015-07-13,11.12
2015-07-14,11.83
2015-07-15,10.96
2015-07-16,10.34
2015-07-17,9.71
2015-07-20,9.55
2015-07-21,9.75
2015-07-22,9.3
2015-07-23,8.91
2015-07-24,8.33
2015-07-27,8.0
2015-07-28,8.67
2015-07-29,9.05
2015-07-30,8.94
2015-07-31,8.7
2015-08-03,8.01
2015-08-04,7.67
2015-08-05,7.38
2015-08-06,8.34
2015-08-07,7.88
2015-08-10,8.63
2015-08-11,8.6
2015-08-12,8.91
2015-08-13,8.49
2015-08-14,8.22
2015-08-17,8.14
2015-08-18,8.27
2015-08-19,7.72
2015-08-20,7.36
2015-08-21,6.68
2015-08-24,6.02
2015-08-25,5.46
2015-08-26,5.81
2015-08-27,6.27
2015-08-28,7.06
2015-08-31,7.31
2015-09-01,7.02
2015-09-02,7.39
2015-09-03,7.66
2015-09-04,7.27
2015-09-08,7.58
2015-09-09,7.46
2015-09-10,7.9
2015-09-11,7.64
2015-09-14,7.47
2015-09-15,7.37
2015-09-16,8.17
2015-09-17,8.26
2015-09-18,7.74
2015-09-21,7.77
2015-09-22,7.59
2015-09-23,7.19
2015-09-24,6.93
2015-09-25,6.73
2015-09-28,6.31
2015-09-29,6.34
2015-09-30,6.62
2015-10-01,6.73
2015-10-02,7.36
2015-10-05,7.85
2015-10-06,8.37
2015-10-07,8.66
2015-10-08,9.0
2015-10-09,8.89
2015-10-12,8.47
2015-10-13,8.34
2015-10-14,8.6
2015-10-15,8.59
2015-10-16,8.69
2015-10-19,8.1
2015-10-20,8.18
2015-10-21,7.59
2015-10-22,7.42
2015-10-23,7.36
2015-10-26,6.86
2015-10-27,6.49
2015-10-28,6.56
2015-10-29,6.6
2015-10-30,6.86
2015-11-02,7.13
2015-11-03,7.43
2015-11-04,7.41
2015-11-05,8.44
2015-11-06,8.69
2015-11-09,8.63
2015-11-10,8.6
2015-11-11,8.48
2015-11-12,8.28
2015-11-13,8.46
2015-11-16,8.68
2015-11-17,8.53
2015-11-18,8.86
2015-11-19,8.76
2015-11-20,8.47
2015-11-23,8.7
2015-11-24,8.9
2015-11-25,8.75
2015-11-27,8.3
2015-11-30,8.58
2015-12-01,8.35
2015-12-02,7.56
2015-12-03,7.26
2015-12-04,7.05
2015-12-07,6.29
2015-12-08,6.26
2015-12-09,6.55
2015-12-10,6.92
2015-12-11,6.46
2015-12-14,5.84
2015-12-15,6.47
2015-12-16,6.13
2015-12-17,5.7
2015-12-18,5.44
2015-12-21,5.39
2015-12-22,5.16
2015-12-23,5.9
2015-12-24,5.92
2015-12-28,5.2
2015-12-29,5.25
2015-12-30,5.16
2015-12-31,5.74
2016-01-04,5.77
2016-01-05,5.92
2016-01-06,4.97
2016-01-07,5.13
2016-01-08,5.25
2016-01-11,4.97
2016-01-12,4.52
2016-01-13,4.34
2016-01-14,4.41
2016-01-15,4.43
2016-01-19,3.82
2016-01-20,3.56
2016-01-21,4.28
2016-01-22,4.5
2016-01-25,3.84
2016-01-26,4.35
2016-01-27,4.77
2016-01-28,5.19
2016-01-29,5.42
2016-02-01,5.07
2016-02-02,4.75
2016-02-03,5.25
2016-02-04,5.07
2016-02-05,4.8
2016-02-08,4.52
2016-02-09,4.64
2016-02-10,4.46
2016-02-11,4.28
2016-02-12,4.38
2016-02-16,4.18
2016-02-17,4.65
2016-02-18,4.19
2016-02-19,4.0
2016-02-22,4.24
2016-02-23,3.93
2016-02-24,4.07
2016-02-25,3.89
2016-02-26,4.26
2016-02-29,4.11
2016-03-01,4.23
2016-03-02,4.79
2016-03-03,5.21
2016-03-04,5.84
2016-03-07,6.24
2016-03-08,5.54
2016-03-09,6.06
2016-03-10,5.86
2016-03-11,6.12
2016-03-14,5.98
2016-03-15,5.94
2016-03-16,6.24
2016-03-17,6.39
2016-03-18,6.21
2016-03-21,6.37
2016-03-22,6.59
2016-03-23,6.22
2016-03-24,6.48
2016-03-28,6.35
2016-03-29,6.65
2016-03-30,6.68
2016-03-31,6.99
2016-04-01,6.62
2016-04-04,6.34
2016-04-05,6.34
2016-04-06,6.84
2016-04-07,6.61
2016-04-08,6.97
2016-04-11,7.13
2016-04-12,7.82
2016-04-13,7.56
2016-04-14,7.76
2016-04-15,7.52
2016-04-18,7.62
2016-04-19,8.07
2016-04-20,8.2
2016-04-21,8.21
2016-04-22,8.6
2016-04-25,8.5
2016-04-26,8.89
2016-04-27,9.26
2016-04-28,9.58
2016-04-29,9.66
2016-05-02,9.49
2016-05-03,8.52
2016-05-04,8.42
2016-05-05,8.99
2016-05-06,8.63
2016-05-09,8.21
2016-05-10,8.54
2016-05-11,8.88
2016-05-12,9.02
2016-05-13,9.12
2016-05-16,9.64
2016-05-17,9.75
2016-05-18,9.59
2016-05-19,9.75
2016-05-20,9.85
2016-05-23,9.87
2016-05-24,9.86
2016-05-25,10.3
2016-05-26,10.21
2016-05-27,10.39
2016-05-31,10.29
2016-06-01,10.57
2016-06-02,10.48
2016-06-03,10.16
2016-06-06,10.94
2016-06-07,10.96
2016-06-08,10.89
2016-06-09,10.64
2016-06-10,10.01
2016-06-13,9.79
2016-06-14,9.71
2016-06-15,9.65
2016-06-16,9.09
2016-06-17,9.48
2016-06-20,9.42
2016-06-21,9.81
2016-06-22,9.56
2016-06-23,9.92
2016-06-24,9.06
2016-06-27,8.29
2016-06-28,8.95
2016-06-29,9.47
2016-06-30,9.31
2016-07-01,9.64
2016-07-05,9.05
2016-07-06,9.51
2016-07-07,9.26
2016-07-08,9.66
2016-07-11,9.56
2016-07-12,10.46
2016-07-13,10.1
2016-07-14,10.08
2016-07-15,10.11
2016-07-18,10.15
2016-07-19,9.84
2016-07-20,9.93
2016-07-21,9.88
2016-07-22,9.77
2016-07-25,9.42
2016-07-26,9.68
2016-07-27,9.23
2016-07-28,9.55
2016-07-29,9.99
2016-08-01,8.97
2016-08-02,9.1
2016-08-03,9.55
2016-08-04,9.71
2016-08-05,9.99
2016-08-08,10.41
2016-08-09,10.3
2016-08-10,10.21
2016-08-11,10.86
2016-08-12,10.97
2016-08-15,11.15
2016-08-16,11.12
2016-08-17,11.44
2016-08-18,12.21
2016-08-19,12.36
2016-08-22,11.93
2016-08-23,11.83
2016-08-24,11.5
2016-08-25,11.6
2016-08-26,11.67
2016-08-29,11.91
2016-08-30,12.07
2016-08-31,12.0
2016-09-01,12.27
2016-09-02,12.91
2016-09-06,13.42
2016-09-07,13.55
2016-09-08,13.58
2016-09-09,12.79
2016-09-12,12.95
2016-09-13,12.34
2016-09-14,12.08
2016-09-15,12.08
2016-09-16,12.15
2016-09-19,12.1
2016-09-20,11.86
2016-09-21,12.42
2016-09-22,12.48
2016-09-23,11.51
2016-09-26,11.83
2016-09-27,11.56
2016-09-28,12.64
2016-09-29,13.32
2016-09-30,13.19
2016-10-03,13.25
2016-10-04,13.03
2016-10-05,13.49
2016-10-06,13.33
2016-10-07,12.72
