Date,FMX
1998-05-11,11.916667
1998-05-12,11.791667
1998-05-13,11.625
1998-05-14,11.5
1998-05-15,11.625
1998-05-18,11.291667
1998-05-19,11.333333
1998-05-20,10.833333
1998-05-21,11.208333
1998-05-22,11.270833
1998-05-26,10.666667
1998-05-27,10.604167
1998-05-28,10.958333
1998-05-29,11.0
1998-06-01,10.541667
1998-06-02,10.708333
1998-06-03,10.916667
1998-06-04,11.333333
1998-06-05,11.354167
1998-06-08,11.479167
1998-06-09,11.333333
1998-06-10,11.0
1998-06-11,10.208333
1998-06-12,10.0
1998-06-15,9.458333
1998-06-16,9.5
1998-06-17,10.166667
1998-06-18,10.0625
1998-06-19,10.208333
1998-06-22,10.291667
1998-06-23,10.541667
1998-06-24,10.708333
1998-06-25,10.4375
1998-06-26,10.3125
1998-06-29,10.25
1998-06-30,10.5
1998-07-01,11.125
1998-07-02,10.958333
1998-07-06,11.0
1998-07-07,11.25
1998-07-08,11.4375
1998-07-09,11.229167
1998-07-10,11.5
1998-07-13,11.666667
1998-07-14,12.0
1998-07-15,11.791667
1998-07-16,11.666667
1998-07-17,11.854167
1998-07-20,11.75
1998-07-21,11.666667
1998-07-22,11.625
1998-07-23,11.291667
1998-07-24,11.25
1998-07-27,11.166667
1998-07-28,10.895833
1998-07-29,10.479167
1998-07-30,10.4375
1998-07-31,10.333333
1998-08-03,9.9375
1998-08-04,10.041667
1998-08-05,10.020833
1998-08-06,9.958333
1998-08-07,9.625
1998-08-10,9.041667
1998-08-11,8.375
1998-08-12,8.1875
1998-08-13,8.166667
1998-08-14,8.354167
1998-08-17,8.25
1998-08-18,8.75
1998-08-19,8.958333
1998-08-20,8.479167
1998-08-21,7.9166669999999995
1998-08-24,7.7916669999999995
1998-08-25,7.4166669999999995
1998-08-26,6.7708330000000005
1998-08-27,5.625
1998-08-28,5.6666669999999995
1998-08-31,5.7083330000000005
1998-09-01,6.7916669999999995
1998-09-02,6.3958330000000005
1998-09-03,5.875
1998-09-04,5.7083330000000005
1998-09-08,5.9583330000000005
1998-09-09,6.0416669999999995
1998-09-10,5.2083330000000005
1998-09-11,5.2083330000000005
1998-09-14,5.4583330000000005
1998-09-15,7.2916669999999995
1998-09-16,6.9791669999999995
1998-09-17,6.9583330000000005
1998-09-18,7.2916669999999995
1998-09-21,7.2083330000000005
1998-09-22,7.3333330000000005
1998-09-23,8.25
1998-09-24,7.375
1998-09-25,7.125
1998-09-28,7.25
1998-09-29,7.0833330000000005
1998-09-30,6.5416669999999995
1998-10-01,5.75
1998-10-02,6.3333330000000005
1998-10-05,6.2083330000000005
1998-10-06,6.125
1998-10-07,6.0208330000000005
1998-10-08,5.9166669999999995
1998-10-09,6.2083330000000005
1998-10-12,6.6875
1998-10-13,6.9583330000000005
1998-10-14,7.2708330000000005
1998-10-15,7.5416669999999995
1998-10-16,7.3333330000000005
1998-10-19,7.3333330000000005
1998-10-20,7.3958330000000005
1998-10-21,7.4166669999999995
1998-10-22,7.9583330000000005
1998-10-23,7.9375
1998-10-26,8.0
1998-10-27,7.8333330000000005
1998-10-28,7.7916669999999995
1998-10-29,7.7291669999999995
1998-10-30,8.6875
1998-11-02,9.083333
1998-11-03,9.104167
1998-11-04,9.083333
1998-11-05,8.854167
1998-11-06,9.0
