Date,TRGP
2012-08-09,44.700001
2012-08-10,44.259997999999996
2012-08-13,43.470001
2012-08-14,43.169998
2012-08-15,43.48
2012-08-16,44.200001
2012-08-17,44.16
2012-08-20,44.18
2012-08-21,44.18
2012-08-22,44.759997999999996
2012-08-23,44.610001000000004
2012-08-24,44.790001000000004
2012-08-27,45.380001
2012-08-28,45.490002000000004
2012-08-29,45.5
2012-08-30,45.119999
2012-08-31,45.27
2012-09-04,45.509997999999996
2012-09-05,45.419998
2012-09-06,46.18
2012-09-07,46.740002000000004
2012-09-10,46.849998
2012-09-11,47.419998
2012-09-12,47.669998
2012-09-13,48.34
2012-09-14,49.169998
2012-09-17,49.099998
2012-09-18,49.400002
2012-09-19,50.009997999999996
2012-09-20,50.0
2012-09-21,50.810001
2012-09-24,50.509997999999996
2012-09-25,50.209998999999996
2012-09-26,50.799999
2012-09-27,50.720001
2012-09-28,50.34
2012-10-01,51.09
2012-10-02,50.59
2012-10-03,50.970001
2012-10-04,50.91
2012-10-05,50.580002
2012-10-08,50.060001
2012-10-09,50.41
2012-10-10,50.66
2012-10-11,50.470001
2012-10-12,50.02
2012-10-15,49.939999
2012-10-16,51.299999
2012-10-17,51.82
2012-10-18,50.66
2012-10-19,49.580002
2012-10-22,48.91
2012-10-23,49.470001
2012-10-24,50.200001
2012-10-25,51.130001
2012-10-26,51.130001
2012-10-31,50.93
2012-11-01,51.0
2012-11-02,49.779999
2012-11-05,50.18
2012-11-06,50.91
2012-11-07,49.450001
2012-11-08,48.900002
2012-11-09,47.759997999999996
2012-11-12,46.130001
2012-11-13,47.139998999999996
2012-11-14,46.169998
2012-11-15,46.419998
2012-11-16,48.630001
2012-11-19,49.849998
2012-11-20,49.860001000000004
2012-11-21,50.09
2012-11-23,50.41
2012-11-26,50.150002
2012-11-27,49.509997999999996
2012-11-28,49.669998
2012-11-29,50.09
2012-11-30,50.09
2012-12-03,49.919998
2012-12-04,49.93
2012-12-05,49.459998999999996
2012-12-06,48.759997999999996
2012-12-07,47.77
2012-12-10,47.880001
2012-12-11,48.130001
2012-12-12,48.59
2012-12-13,48.459998999999996
2012-12-14,48.470001
2012-12-17,49.610001000000004
2012-12-18,50.669998
2012-12-19,50.349998
2012-12-20,51.029999
2012-12-21,51.529999
2012-12-24,51.5
2012-12-26,50.68
2012-12-27,50.990002000000004
2012-12-28,51.549999
2012-12-31,52.84
2013-01-02,55.110001000000004
2013-01-03,55.23
2013-01-04,55.34
2013-01-07,56.200001
2013-01-08,56.849998
2013-01-09,57.939999
2013-01-10,57.970001
2013-01-11,56.669998
2013-01-14,56.580002
2013-01-15,57.419998
2013-01-16,58.490002000000004
2013-01-17,58.82
2013-01-18,59.200001
2013-01-22,59.799999
2013-01-23,59.52
2013-01-24,58.970001
2013-01-25,59.299999
2013-01-28,60.049999
2013-01-29,60.810001
2013-01-30,60.360001000000004
2013-01-31,60.360001000000004
2013-02-01,60.650002
2013-02-04,60.34
2013-02-05,60.470001
2013-02-06,60.759997999999996
2013-02-07,60.599998
2013-02-08,60.91
2013-02-11,60.869999
2013-02-12,61.290001000000004
2013-02-13,61.43
2013-02-14,62.07
2013-02-15,62.75
2013-02-19,63.77
2013-02-20,62.200001
2013-02-21,60.889998999999996
2013-02-22,61.029999
2013-02-25,60.110001000000004
2013-02-26,59.290001000000004
2013-02-27,60.279999
2013-02-28,61.0
2013-03-01,61.049999
2013-03-04,61.380001
2013-03-05,61.349998
2013-03-06,61.240002000000004
2013-03-07,60.950001
2013-03-08,61.41
2013-03-11,62.209998999999996
2013-03-12,61.450001
2013-03-13,60.900002
2013-03-14,61.75
2013-03-15,61.889998999999996
2013-03-18,62.470001
2013-03-19,62.23
2013-03-20,63.790001000000004
2013-03-21,63.689999
2013-03-22,65.470001
2013-03-25,65.199997
2013-03-26,66.760002
2013-03-27,67.290001
2013-03-28,67.959999
2013-04-01,67.980003
2013-04-02,68.699997
2013-04-03,67.230003
2013-04-04,67.25
2013-04-05,67.190002
2013-04-08,68.720001
2013-04-09,68.57
2013-04-10,68.029999
2013-04-11,68.269997
2013-04-12,68.050003
2013-04-15,65.610001
2013-04-16,66.879997
2013-04-17,65.879997
2013-04-18,66.08000200000001
2013-04-19,67.470001
2013-04-22,67.650002
2013-04-23,68.129997
2013-04-24,67.550003
2013-04-25,66.110001
2013-04-26,65.720001
2013-04-29,66.629997
2013-04-30,65.760002
2013-05-01,64.379997
2013-05-02,65.720001
2013-05-03,67.269997
2013-05-06,67.940002
2013-05-07,68.120003
2013-05-08,68.730003
2013-05-09,68.610001
2013-05-10,69.190002
2013-05-13,68.190002
2013-05-14,68.120003
2013-05-15,68.370003
2013-05-16,67.800003
2013-05-17,67.82
2013-05-20,67.720001
2013-05-21,67.910004
2013-05-22,67.089996
2013-05-23,67.720001
2013-05-24,67.230003
2013-05-28,67.650002
2013-05-29,66.83000200000001
2013-05-30,65.730003
2013-05-31,64.41999799999999
2013-06-03,63.970001
2013-06-04,63.740002000000004
2013-06-05,63.240002000000004
2013-06-06,64.349998
2013-06-07,65.41999799999999
2013-06-10,66.519997
2013-06-11,65.519997
2013-06-12,65.019997
2013-06-13,65.959999
2013-06-14,66.18
2013-06-17,67.209999
2013-06-18,66.959999
2013-06-19,65.860001
2013-06-20,62.810001
2013-06-21,61.68
2013-06-24,62.0
2013-06-25,63.41
2013-06-26,64.089996
2013-06-27,64.66999799999999
2013-06-28,64.33000200000001
2013-07-01,66.540001
2013-07-02,66.41999799999999
2013-07-03,66.059998
2013-07-05,67.050003
2013-07-08,67.900002
2013-07-09,68.489998
2013-07-10,67.900002
2013-07-11,68.379997
2013-07-12,68.480003
2013-07-15,68.489998
2013-07-16,67.279999
2013-07-17,67.900002
2013-07-18,67.709999
2013-07-19,68.139999
2013-07-22,68.970001
2013-07-23,69.099998
2013-07-24,68.5
2013-07-25,68.860001
2013-07-26,68.599998
2013-07-29,68.360001
2013-07-30,68.279999
2013-07-31,68.16999799999999
2013-08-01,69.550003
2013-08-02,69.120003
2013-08-05,68.199997
2013-08-06,68.75
2013-08-07,67.730003
2013-08-08,66.860001
2013-08-09,67.33000200000001
2013-08-12,67.260002
2013-08-13,67.08000200000001
2013-08-14,66.93
2013-08-15,66.93
2013-08-16,66.410004
2013-08-19,66.150002
2013-08-20,66.83000200000001
2013-08-21,66.58000200000001
2013-08-22,67.019997
2013-08-23,67.519997
2013-08-26,67.57
2013-08-27,68.029999
2013-08-28,69.540001
2013-08-29,69.5
2013-08-30,68.089996
2013-09-03,68.690002
2013-09-04,69.949997
2013-09-05,69.800003
2013-09-06,71.400002
2013-09-09,71.459999
2013-09-10,72.010002
2013-09-11,71.33000200000001
2013-09-12,71.150002
2013-09-13,70.699997
2013-09-16,70.370003
2013-09-17,71.129997
2013-09-18,72.870003
2013-09-19,73.970001
2013-09-20,73.139999
2013-09-23,73.199997
2013-09-24,73.150002
2013-09-25,73.610001
2013-09-26,73.290001
2013-09-27,72.239998
2013-09-30,72.959999
2013-10-01,74.730003
2013-10-02,74.709999
2013-10-03,74.089996
2013-10-04,73.660004
2013-10-07,73.32
2013-10-08,72.949997
2013-10-09,72.41999799999999
2013-10-10,73.230003
2013-10-11,73.68
2013-10-14,74.440002
2013-10-15,74.160004
2013-10-16,74.41999799999999
2013-10-17,74.75
2013-10-18,75.0
2013-10-21,76.08000200000001
2013-10-22,78.559998
2013-10-23,78.540001
2013-10-24,79.559998
2013-10-25,79.269997
2013-10-28,78.760002
2013-10-29,78.33000200000001
2013-10-30,78.339996
2013-10-31,77.559998
2013-11-01,76.68
2013-11-04,78.260002
2013-11-05,76.459999
2013-11-06,76.43
2013-11-07,76.099998
2013-11-08,78.510002
2013-11-11,78.629997
2013-11-12,78.410004
2013-11-13,78.690002
2013-11-14,78.400002
2013-11-15,79.379997
2013-11-18,78.949997
2013-11-19,79.269997
2013-11-20,79.410004
2013-11-21,80.43
2013-11-22,81.559998
2013-11-25,81.639999
2013-11-26,80.989998
2013-11-27,81.019997
2013-11-29,81.089996
2013-12-02,81.980003
2013-12-03,80.010002
2013-12-04,78.889999
2013-12-05,78.660004
2013-12-06,80.010002
2013-12-09,79.639999
2013-12-10,79.010002
2013-12-11,79.620003
2013-12-12,79.529999
2013-12-13,80.910004
2013-12-16,81.940002
2013-12-17,82.050003
2013-12-18,82.900002
2013-12-19,83.010002
2013-12-20,84.839996
2013-12-23,86.269997
2013-12-24,87.239998
2013-12-26,87.5
2013-12-27,87.82
2013-12-30,88.459999
2013-12-31,88.16999799999999
2014-01-02,86.980003
2014-01-03,86.629997
2014-01-06,86.440002
2014-01-07,85.339996
2014-01-08,89.41999799999999
2014-01-09,87.470001
2014-01-10,87.839996
2014-01-13,86.809998
2014-01-14,88.129997
2014-01-15,88.970001
2014-01-16,88.900002
2014-01-17,88.25
2014-01-21,90.349998
2014-01-22,88.900002
2014-01-23,89.540001
2014-01-24,88.129997
2014-01-27,87.779999
2014-01-28,89.349998
2014-01-29,89.25
2014-01-30,90.029999
2014-01-31,90.290001
2014-02-03,89.199997
2014-02-04,89.190002
2014-02-05,89.019997
2014-02-06,91.290001
2014-02-07,92.940002
2014-02-10,92.029999
2014-02-11,94.0
2014-02-12,94.41999799999999
2014-02-13,96.309998
2014-02-14,96.519997
2014-02-18,97.160004
2014-02-19,96.110001
2014-02-20,96.480003
2014-02-21,95.989998
2014-02-24,96.209999
2014-02-25,96.16999799999999
2014-02-26,97.089996
2014-02-27,97.459999
2014-02-28,96.760002
2014-03-03,96.690002
2014-03-04,98.5
2014-03-05,98.769997
2014-03-06,98.660004
2014-03-07,98.370003
2014-03-10,97.940002
2014-03-11,97.120003
2014-03-12,97.300003
2014-03-13,96.699997
2014-03-14,97.870003
2014-03-17,97.889999
2014-03-18,97.489998
2014-03-19,97.730003
2014-03-20,98.690002
2014-03-21,98.540001
2014-03-24,97.620003
2014-03-25,97.08000200000001
2014-03-26,97.230003
2014-03-27,97.599998
2014-03-28,97.459999
2014-03-31,99.260002
2014-04-01,103.910004
2014-04-02,104.440002
2014-04-03,103.959999
2014-04-04,103.839996
2014-04-07,101.559998
2014-04-08,102.889999
2014-04-09,102.309998
2014-04-10,103.029999
2014-04-11,104.510002
2014-04-14,104.660004
2014-04-15,104.980003
2014-04-16,106.43
2014-04-17,106.769997
2014-04-21,108.82
2014-04-22,108.940002
2014-04-23,109.33000200000001
2014-04-24,106.989998
2014-04-25,105.58000200000001
2014-04-28,107.260002
2014-04-29,108.230003
2014-04-30,107.989998
2014-05-01,106.769997
2014-05-02,106.400002
2014-05-05,110.209999
2014-05-06,109.449997
2014-05-07,110.879997
2014-05-08,109.32
2014-05-09,109.519997
2014-05-12,110.949997
2014-05-13,111.629997
2014-05-14,110.769997
2014-05-15,110.559998
2014-05-16,112.349998
2014-05-19,113.309998
2014-05-20,113.5
2014-05-21,114.690002
2014-05-22,115.41999799999999
2014-05-23,115.510002
2014-05-27,115.480003
2014-05-28,114.910004
2014-05-29,114.970001
2014-05-30,114.959999
2014-06-02,115.93
2014-06-03,117.209999
2014-06-04,117.949997
2014-06-05,119.129997
2014-06-06,120.529999
2014-06-09,120.449997
2014-06-10,120.620003
2014-06-11,119.68
2014-06-12,119.08000200000001
2014-06-13,119.43
2014-06-16,122.0
2014-06-17,123.68
2014-06-18,125.050003
2014-06-19,150.619995
2014-06-20,138.08999599999999
2014-06-23,140.830002
2014-06-24,134.490005
2014-06-25,133.33999599999999
2014-06-26,138.130005
2014-06-27,137.080002
2014-06-30,139.570007
2014-07-01,141.529999
2014-07-02,140.96000700000002
2014-07-03,142.25
2014-07-07,140.78999299999998
2014-07-08,137.029999
2014-07-09,137.720001
2014-07-10,138.770004
2014-07-11,139.940002
2014-07-14,139.869995
2014-07-15,138.0
2014-07-16,139.479996
2014-07-17,138.5
2014-07-18,138.350006
2014-07-21,136.070007
2014-07-22,137.529999
2014-07-23,136.050003
2014-07-24,135.470001
2014-07-25,133.199997
2014-07-28,132.71000700000002
2014-07-29,131.91000400000001
2014-07-30,131.220001
2014-07-31,127.5
2014-08-01,129.46000700000002
2014-08-04,133.240005
2014-08-05,131.240005
2014-08-06,130.970001
2014-08-07,129.940002
2014-08-08,131.570007
2014-08-11,135.509995
2014-08-12,134.929993
2014-08-13,134.490005
2014-08-14,132.899994
2014-08-15,137.690002
2014-08-18,137.360001
2014-08-19,138.619995
2014-08-20,138.130005
2014-08-21,137.350006
2014-08-22,137.639999
2014-08-25,139.919998
2014-08-26,139.059998
2014-08-27,139.990005
2014-08-28,139.25
2014-08-29,139.550003
2014-09-02,139.149994
2014-09-03,140.580002
2014-09-04,139.940002
2014-09-05,141.570007
2014-09-08,141.190002
2014-09-09,141.179993
2014-09-10,141.899994
2014-09-11,141.66000400000001
2014-09-12,139.449997
2014-09-15,138.58999599999999
2014-09-16,140.619995
2014-09-17,140.139999
2014-09-18,139.580002
2014-09-19,139.649994
2014-09-22,138.690002
2014-09-23,136.78999299999998
2014-09-24,137.470001
2014-09-25,135.429993
2014-09-26,136.869995
2014-09-29,137.470001
2014-09-30,136.169998
2014-10-01,137.100006
2014-10-02,139.100006
2014-10-03,138.860001
2014-10-06,137.419998
2014-10-07,135.21000700000002
2014-10-08,132.729996
2014-10-09,126.239998
2014-10-10,121.650002
2014-10-13,109.010002
2014-10-14,111.480003
2014-10-15,115.269997
2014-10-16,120.660004
2014-10-17,123.410004
2014-10-20,125.970001
2014-10-21,128.5
2014-10-22,125.620003
2014-10-23,126.190002
2014-10-24,127.339996
2014-10-27,126.309998
2014-10-28,127.639999
2014-10-29,128.440002
2014-10-30,125.209999
2014-10-31,128.630005
2014-11-03,127.889999
2014-11-04,120.510002
2014-11-05,119.970001
2014-11-06,118.41999799999999
2014-11-07,120.160004
2014-11-10,118.040001
2014-11-11,119.029999
2014-11-12,118.339996
2014-11-13,115.440002
2014-11-14,115.900002
2014-11-17,116.110001
2014-11-18,117.760002
2014-11-19,118.43
2014-11-20,121.489998
2014-11-21,122.529999
2014-11-24,121.389999
2014-11-25,122.410004
2014-11-26,125.370003
2014-11-28,114.139999
2014-12-01,100.0
2014-12-02,103.449997
2014-12-03,106.309998
2014-12-04,108.660004
2014-12-05,108.150002
2014-12-08,97.809998
2014-12-09,98.25
2014-12-10,89.349998
2014-12-11,93.010002
2014-12-12,92.559998
2014-12-15,90.860001
2014-12-16,91.279999
2014-12-17,100.550003
2014-12-18,101.809998
2014-12-19,102.769997
2014-12-22,101.629997
2014-12-23,102.709999
2014-12-24,104.309998
2014-12-26,104.209999
2014-12-29,107.18
2014-12-30,106.82
2014-12-31,106.050003
2015-01-02,107.059998
2015-01-05,99.190002
2015-01-06,96.110001
2015-01-07,95.199997
2015-01-08,97.889999
2015-01-09,92.82
2015-01-12,89.269997
2015-01-13,85.870003
2015-01-14,85.489998
2015-01-15,86.629997
2015-01-16,88.940002
2015-01-20,89.690002
2015-01-21,92.019997
2015-01-22,91.239998
2015-01-23,91.120003
2015-01-26,91.589996
2015-01-27,92.309998
2015-01-28,87.470001
2015-01-29,85.440002
2015-01-30,86.83000200000001
2015-02-02,91.610001
2015-02-03,96.32
2015-02-04,92.660004
2015-02-05,96.650002
2015-02-06,94.41999799999999
2015-02-09,93.82
2015-02-10,94.360001
2015-02-11,90.58000200000001
2015-02-12,93.239998
2015-02-13,93.93
2015-02-17,99.059998
2015-02-18,98.599998
2015-02-19,95.75
2015-02-20,96.25
2015-02-23,96.879997
2015-02-24,96.739998
2015-02-25,98.239998
2015-02-26,97.519997
2015-02-27,99.58000200000001
2015-03-02,98.849998
2015-03-03,97.940002
2015-03-04,99.129997
2015-03-05,100.540001
2015-03-06,98.779999
2015-03-09,97.279999
2015-03-10,96.059998
2015-03-11,94.410004
2015-03-12,91.160004
2015-03-13,89.110001
2015-03-16,89.07
2015-03-17,89.839996
2015-03-18,92.0
2015-03-19,90.040001
2015-03-20,90.720001
2015-03-23,91.610001
2015-03-24,90.860001
2015-03-25,92.160004
2015-03-26,94.510002
2015-03-27,94.970001
2015-03-30,97.160004
2015-03-31,95.790001
2015-04-01,94.989998
2015-04-02,94.849998
2015-04-06,97.639999
2015-04-07,98.75
2015-04-08,97.959999
2015-04-09,100.58000200000001
2015-04-10,100.559998
2015-04-13,99.449997
2015-04-14,102.32
2015-04-15,106.959999
2015-04-16,105.360001
2015-04-17,104.290001
2015-04-20,105.260002
2015-04-21,104.610001
2015-04-22,105.440002
2015-04-23,107.220001
2015-04-24,106.839996
2015-04-27,106.68
2015-04-28,105.83000200000001
2015-04-29,106.699997
2015-04-30,104.970001
2015-05-01,105.010002
2015-05-04,105.589996
2015-05-05,104.25
2015-05-06,101.83000200000001
2015-05-07,101.900002
2015-05-08,103.309998
2015-05-11,101.720001
2015-05-12,100.610001
2015-05-13,101.599998
2015-05-14,100.25
2015-05-15,101.230003
2015-05-18,100.790001
2015-05-19,99.660004
2015-05-20,98.480003
2015-05-21,98.57
2015-05-22,98.5
2015-05-26,97.010002
2015-05-27,95.75
2015-05-28,93.870003
2015-05-29,91.949997
2015-06-01,91.610001
2015-06-02,92.690002
2015-06-03,91.32
2015-06-04,88.089996
2015-06-05,89.809998
2015-06-08,89.309998
2015-06-09,89.18
2015-06-10,90.510002
2015-06-11,89.650002
2015-06-12,89.269997
2015-06-15,90.510002
2015-06-16,89.610001
2015-06-17,89.93
2015-06-18,90.279999
2015-06-19,89.389999
2015-06-22,92.58000200000001
2015-06-23,93.779999
2015-06-24,93.050003
2015-06-25,91.07
