Date,JCP
1973-07-05,18.5
1973-07-06,18.25
1973-07-09,18.1875
1973-07-10,18.40625
1973-07-11,18.6875
1973-07-12,19.125
1973-07-13,19.25
1973-07-16,19.6875
1973-07-17,20.0
1973-07-18,20.125
1973-07-19,19.75
1973-07-20,19.75
1973-07-23,19.71875
1973-07-24,19.78125
1973-07-25,20.09375
1973-07-26,20.71875
1973-07-27,20.6875
1973-07-30,20.59375
1973-07-31,20.71875
1973-08-01,20.25
1973-08-02,19.75
1973-08-03,20.0
1973-08-06,20.25
1973-08-07,20.25
1973-08-08,19.84375
1973-08-09,20.0
1973-08-10,19.96875
1973-08-13,19.6875
1973-08-14,18.8125
1973-08-15,19.09375
1973-08-16,19.0
1973-08-17,18.90625
1973-08-20,18.6875
1973-08-21,18.5625
1973-08-22,18.625
1973-08-23,18.8125
1973-08-24,18.59375
1973-08-27,19.0625
1973-08-28,19.03125
1973-08-29,18.84375
1973-08-30,19.125
1973-08-31,19.1875
1973-09-04,19.25
1973-09-05,19.5
1973-09-06,19.875
1973-09-07,19.78125
1973-09-10,19.875
1973-09-11,19.65625
1973-09-12,19.5
1973-09-13,19.4375
1973-09-14,19.84375
1973-09-17,19.96875
1973-09-18,20.0
1973-09-19,19.875
1973-09-20,19.375
1973-09-21,19.75
1973-09-24,19.84375
1973-09-25,19.84375
1973-09-26,20.21875
1973-09-27,20.03125
1973-09-28,19.71875
1973-10-01,20.0625
1973-10-02,20.71875
1973-10-03,20.5625
1973-10-04,20.75
1973-10-05,20.75
1973-10-08,21.0
1973-10-09,21.0625
1973-10-10,21.0
1973-10-11,21.1875
1973-10-12,21.34375
1973-10-15,21.5
1973-10-16,21.375
1973-10-17,21.34375
1973-10-18,21.625
1973-10-19,21.4375
1973-10-22,21.03125
1973-10-23,20.375
1973-10-24,20.5
1973-10-25,20.375
1973-10-26,20.5625
1973-10-29,20.4375
1973-10-30,20.34375
1973-10-31,19.96875
1973-11-01,19.625
1973-11-02,19.5
1973-11-05,19.15625
1973-11-06,19.0625
1973-11-07,19.0625
1973-11-08,19.125
1973-11-09,19.09375
1973-11-12,18.8125
1973-11-13,18.625
1973-11-14,18.4375
1973-11-15,18.4375
1973-11-16,18.375
1973-11-19,18.25
1973-11-20,17.875
1973-11-21,17.6875
1973-11-23,17.5625
1973-11-26,17.03125
1973-11-27,16.78125
1973-11-28,16.8125
1973-11-29,17.03125
1973-11-30,16.6875
1973-12-03,16.4375
1973-12-04,16.34375
1973-12-05,16.21875
1973-12-06,15.875
1973-12-07,15.875
1973-12-10,15.625
1973-12-11,15.5625
1973-12-12,15.375
1973-12-13,14.90625
1973-12-14,15.1875
1973-12-17,14.96875
1973-12-18,14.75
1973-12-19,15.3125
1973-12-20,15.875
1973-12-21,16.28125
1973-12-24,16.25
1973-12-26,16.78125
1973-12-27,17.84375
1973-12-28,18.125
1973-12-31,17.9375
1974-01-02,17.5
1974-01-03,17.4375
1974-01-04,17.40625
1974-01-07,17.3125
1974-01-08,17.125
1974-01-09,16.59375
1974-01-10,16.53125
1974-01-11,16.53125
1974-01-14,16.625
1974-01-15,17.0625
1974-01-16,17.3125
1974-01-17,17.40625
1974-01-18,17.65625
1974-01-21,17.5625
1974-01-22,18.03125
1974-01-23,18.5625
1974-01-24,18.46875
1974-01-25,18.4375
1974-01-28,18.3125
1974-01-29,18.25
1974-01-30,18.3125
1974-01-31,18.28125
1974-02-01,18.125
1974-02-04,17.71875
1974-02-05,17.625
1974-02-06,17.59375
1974-02-07,17.625
1974-02-08,17.46875
1974-02-11,17.25
1974-02-12,17.40625
1974-02-13,17.4375
1974-02-14,17.53125
1974-02-15,17.6875
1974-02-19,17.53125
1974-02-20,18.5
1974-02-21,18.5625
1974-02-22,18.25
1974-02-25,17.90625
1974-02-26,18.21875
1974-02-27,18.625
1974-02-28,18.71875
1974-03-01,18.71875
1974-03-04,18.625
1974-03-05,18.75
1974-03-06,18.875
1974-03-07,18.71875
1974-03-08,18.65625
1974-03-11,18.6875
1974-03-12,18.8125
1974-03-13,18.96875
1974-03-14,18.875
1974-03-15,18.65625
1974-03-18,18.65625
1974-03-19,18.34375
1974-03-20,18.25
1974-03-21,18.0625
1974-03-22,17.6875
1974-03-25,17.8125
1974-03-26,17.875
1974-03-27,17.59375
1974-03-28,17.3125
1974-03-29,17.15625
1974-04-01,17.125
1974-04-02,17.09375
1974-04-03,17.3125
1974-04-04,17.375
1974-04-05,17.3125
1974-04-08,17.03125
1974-04-09,17.21875
1974-04-10,17.1875
1974-04-11,17.21875
1974-04-15,17.25
1974-04-16,17.65625
1974-04-17,17.78125
1974-04-18,17.875
1974-04-19,17.75
1974-04-22,17.40625
1974-04-23,17.28125
1974-04-24,17.3125
1974-04-25,17.21875
1974-04-26,17.53125
1974-04-29,17.4375
1974-04-30,17.5
1974-05-01,17.875
1974-05-02,17.6875
1974-05-03,17.40625
1974-05-06,17.59375
1974-05-07,17.9375
1974-05-08,18.03125
1974-05-09,18.28125
1974-05-10,18.03125
1974-05-13,17.875
1974-05-14,18.21875
1974-05-15,18.0
1974-05-16,17.875
1974-05-17,17.40625
1974-05-20,17.6875
1974-05-21,17.59375
1974-05-22,17.84375
1974-05-23,18.53125
1974-05-24,19.3125
1974-05-28,18.90625
1974-05-29,18.71875
1974-05-30,18.40625
1974-05-31,18.5
1974-06-03,18.78125
1974-06-04,19.75
1974-06-05,19.3125
1974-06-06,19.34375
1974-06-07,19.28125
1974-06-10,19.3125
1974-06-11,19.125
1974-06-12,19.21875
1974-06-13,19.375
1974-06-14,19.1875
1974-06-17,19.125
1974-06-18,19.125
1974-06-19,19.25
1974-06-20,19.0625
1974-06-21,18.875
1974-06-24,18.59375
1974-06-25,18.875
1974-06-26,18.6875
1974-06-27,18.4375
1974-06-28,18.125
1974-07-01,18.1875
1974-07-02,17.9375
1974-07-03,18.0625
1974-07-05,17.96875
1974-07-08,17.5
1974-07-09,17.375
1974-07-10,17.0
1974-07-11,17.0
1974-07-12,17.5625
1974-07-15,17.5
1974-07-16,17.25
1974-07-17,17.375
1974-07-18,17.75
1974-07-19,17.5
1974-07-22,17.4375
1974-07-23,17.125
1974-07-24,17.0
1974-07-25,16.6875
1974-07-26,16.53125
1974-07-29,16.125
1974-07-30,16.1875
1974-07-31,15.78125
1974-08-01,15.5
1974-08-02,15.34375
1974-08-05,15.6875
1974-08-06,16.0
1974-08-07,16.5625
1974-08-08,15.96875
1974-08-09,15.65625
1974-08-12,15.5
1974-08-13,14.8125
1974-08-14,14.3125
1974-08-15,14.375
1974-08-16,14.0
1974-08-19,13.4375
1974-08-20,13.375
1974-08-21,13.125
1974-08-22,12.125
1974-08-23,11.84375
1974-08-26,12.15625
1974-08-27,11.84375
1974-08-28,12.0625
1974-08-29,11.78125
1974-08-30,11.875
1974-09-03,11.75
1974-09-04,11.46875
1974-09-05,11.75
1974-09-06,12.0625
1974-09-09,11.65625
1974-09-10,11.625
1974-09-11,11.78125
1974-09-12,11.6875
1974-09-13,11.46875
1974-09-16,11.625
1974-09-17,11.59375
1974-09-18,11.75
1974-09-19,11.96875
1974-09-20,12.1875
1974-09-23,11.875
1974-09-24,11.75
1974-09-25,11.53125
1974-09-26,11.375
1974-09-27,10.78125
1974-09-30,10.5
1974-10-01,10.5
1974-10-02,10.3125
1974-10-03,9.65625
1974-10-04,9.0625
1974-10-07,9.5625
1974-10-08,9.375
1974-10-09,9.6875
1974-10-10,10.0625
1974-10-11,10.8125
1974-10-14,11.28125
1974-10-15,11.21875
1974-10-16,10.65625
1974-10-17,10.9375
1974-10-18,11.09375
1974-10-21,11.0625
1974-10-22,10.96875
1974-10-23,10.28125
1974-10-24,10.09375
1974-10-25,9.9375
1974-10-28,9.75
1974-10-29,10.0625
1974-10-30,10.4375
1974-10-31,10.75
1974-11-01,11.09375
1974-11-04,10.90625
1974-11-05,11.1875
1974-11-06,11.5
1974-11-07,11.875
1974-11-08,11.53125
1974-11-11,11.375
1974-11-12,11.3125
1974-11-13,11.34375
1974-11-14,10.875
1974-11-15,10.375
1974-11-18,9.875
1974-11-19,9.75
1974-11-20,9.65625
1974-11-21,9.71875
1974-11-22,9.5625
1974-11-25,9.375
1974-11-26,9.53125
1974-11-27,9.53125
1974-11-29,9.625
1974-12-02,9.46875
1974-12-03,9.4375
1974-12-04,9.3125
1974-12-05,9.0
1974-12-06,8.9375
1974-12-09,9.0
1974-12-10,9.34375
1974-12-11,9.375
1974-12-12,9.59375
1974-12-13,9.5625
1974-12-16,9.125
1974-12-17,9.40625
1974-12-18,9.3125
1974-12-19,8.8125
1974-12-20,8.84375
1974-12-23,8.8125
1974-12-24,8.90625
1974-12-26,9.03125
1974-12-27,8.96875
1974-12-30,8.875
1974-12-31,8.96875
1975-01-02,9.59375
1975-01-03,10.375
1975-01-06,10.4375
1975-01-07,10.59375
1975-01-08,10.59375
1975-01-09,10.59375
1975-01-10,10.8125
1975-01-13,10.875
1975-01-14,11.0625
1975-01-15,11.53125
1975-01-16,11.75
1975-01-17,11.53125
1975-01-20,11.34375
1975-01-21,10.59375
1975-01-22,11.0625
1975-01-23,11.25
1975-01-24,11.40625
1975-01-27,12.21875
1975-01-28,12.3125
1975-01-29,12.8125
1975-01-30,12.5
1975-01-31,12.3125
1975-02-03,12.3125
1975-02-04,12.1875
1975-02-05,12.40625
1975-02-06,12.53125
1975-02-07,12.375
1975-02-10,12.375
1975-02-11,12.40625
1975-02-12,12.25
1975-02-13,12.5
1975-02-14,12.28125
1975-02-18,12.1875
1975-02-19,12.3125
1975-02-20,12.625
1975-02-21,13.0625
1975-02-24,13.03125
1975-02-25,12.8125
1975-02-26,13.09375
1975-02-27,13.1875
1975-02-28,13.75
1975-03-03,14.40625
1975-03-04,14.5625
1975-03-05,14.5
1975-03-06,14.9375
1975-03-07,14.375
1975-03-10,14.375
1975-03-11,14.625
1975-03-12,14.25
1975-03-13,14.0625
1975-03-14,14.3125
1975-03-17,14.5625
1975-03-18,14.59375
1975-03-19,14.5625
1975-03-20,14.40625
1975-03-21,14.28125
1975-03-24,13.8125
1975-03-25,13.78125
1975-03-26,14.0
1975-03-27,14.25
1975-03-31,14.15625
1975-04-01,14.03125
1975-04-02,14.0
1975-04-03,13.5625
1975-04-04,13.1875
1975-04-07,12.875
1975-04-08,12.90625
1975-04-09,13.21875
1975-04-10,13.0625
1975-04-11,13.0625
1975-04-14,13.0
1975-04-15,13.0
1975-04-16,13.21875
1975-04-17,13.6875
1975-04-18,13.40625
1975-04-21,13.75
1975-04-22,13.9375
1975-04-23,13.90625
1975-04-24,13.875
1975-04-25,13.9375
1975-04-28,13.75
1975-04-29,13.625
1975-04-30,13.6875
1975-05-01,13.8125
1975-05-02,14.0625
1975-05-05,14.125
1975-05-06,14.40625
1975-05-07,14.5
1975-05-08,14.78125
1975-05-09,14.8125
1975-05-12,14.78125
1975-05-13,14.90625
1975-05-14,15.3125
1975-05-15,15.125
1975-05-16,14.6875
1975-05-19,14.5
1975-05-20,13.96875
1975-05-21,13.65625
1975-05-22,13.71875
1975-05-23,13.65625
1975-05-27,13.4375
1975-05-28,13.375
1975-05-29,13.375
1975-05-30,13.4375
1975-06-02,13.375
1975-06-03,13.71875
1975-06-04,13.625
1975-06-05,13.8125
1975-06-06,14.0
1975-06-09,14.0
1975-06-10,14.0625
1975-06-11,14.40625
1975-06-12,14.09375
1975-06-13,14.125
1975-06-16,14.25
1975-06-17,14.0625
1975-06-18,14.03125
1975-06-19,13.9375
1975-06-20,14.0625
1975-06-23,14.46875
1975-06-24,14.5625
1975-06-25,14.6875
1975-06-26,14.71875
1975-06-27,14.625
1975-06-30,14.5
1975-07-01,14.5
1975-07-02,14.4375
1975-07-03,14.5625
1975-07-07,14.5
1975-07-08,14.34375
1975-07-09,14.40625
1975-07-10,14.0
1975-07-11,13.875
1975-07-14,13.3125
1975-07-15,13.1875
1975-07-16,13.125
1975-07-17,12.96875
1975-07-18,12.78125
1975-07-21,12.9375
1975-07-22,13.125
1975-07-23,12.8125
1975-07-24,12.375
1975-07-25,12.0
1975-07-28,11.71875
1975-07-29,11.5625
1975-07-30,12.25
1975-07-31,11.9375
1975-08-01,11.46875
1975-08-04,11.53125
1975-08-05,11.5625
1975-08-06,11.875
1975-08-07,11.8125
1975-08-08,11.65625
1975-08-11,11.8125
1975-08-12,11.9375
1975-08-13,11.53125
1975-08-14,11.25
1975-08-15,11.1875
1975-08-18,10.6875
1975-08-19,10.75
1975-08-20,11.0
1975-08-21,11.28125
1975-08-22,12.0625
1975-08-25,12.1875
1975-08-26,12.0
1975-08-27,12.09375
1975-08-28,12.125
1975-08-29,11.9375
1975-09-02,12.0
1975-09-03,12.09375
1975-09-04,12.09375
1975-09-05,12.0
1975-09-08,11.9375
1975-09-09,11.34375
1975-09-10,11.09375
1975-09-11,11.125
1975-09-12,11.0625
1975-09-15,10.875
1975-09-16,10.90625
1975-09-17,11.0625
1975-09-18,11.1875
1975-09-19,11.5
1975-09-22,11.34375
1975-09-23,10.9375
1975-09-24,10.8125
1975-09-25,10.90625
1975-09-26,10.9375
1975-09-29,11.0
1975-09-30,10.8125
1975-10-01,10.53125
1975-10-02,10.46875
1975-10-03,11.3125
1975-10-06,11.34375
1975-10-07,11.375
1975-10-08,11.5625
1975-10-09,11.875
1975-10-10,12.0625
1975-10-13,12.28125
1975-10-14,12.25
1975-10-15,12.25
1975-10-16,12.59375
1975-10-17,12.8125
1975-10-20,12.875
1975-10-21,12.75
1975-10-22,12.75
1975-10-23,12.875
1975-10-24,12.5625
1975-10-27,12.46875
1975-10-28,12.46875
1975-10-29,12.40625
1975-10-30,12.53125
1975-10-31,12.5
1975-11-03,12.34375
1975-11-04,12.5
1975-11-05,12.625
1975-11-06,12.84375
1975-11-07,13.25
1975-11-10,13.53125
1975-11-11,13.71875
1975-11-12,13.625
1975-11-13,13.53125
1975-11-14,13.3125
1975-11-17,13.40625
1975-11-18,13.625
1975-11-19,13.53125
1975-11-20,13.5
1975-11-21,13.375
1975-11-24,13.25
1975-11-25,13.15625
1975-11-26,12.84375
1975-11-28,12.625
1975-12-01,12.375
1975-12-02,12.46875
1975-12-03,12.34375
1975-12-04,12.4375
1975-12-05,12.03125
1975-12-08,11.875
1975-12-09,11.375
1975-12-10,11.65625
1975-12-11,11.78125
1975-12-12,12.0625
1975-12-15,12.375
1975-12-16,12.34375
1975-12-17,12.4375
1975-12-18,12.5
1975-12-19,12.28125
1975-12-22,12.3125
1975-12-23,12.46875
1975-12-24,12.53125
1975-12-26,12.75
1975-12-29,12.65625
1975-12-30,12.5625
1975-12-31,12.53125
1976-01-02,12.5625
1976-01-05,13.0625
1976-01-06,13.09375
1976-01-07,13.1875
1976-01-08,13.34375
1976-01-09,13.15625
1976-01-12,13.5
1976-01-13,13.125
1976-01-14,13.28125
1976-01-15,13.28125
1976-01-16,13.46875
1976-01-19,13.34375
1976-01-20,13.46875
1976-01-21,13.4375
1976-01-22,13.375
1976-01-23,13.25
1976-01-26,13.09375
1976-01-27,12.9375
1976-01-28,12.71875
1976-01-29,13.15625
1976-01-30,13.5
1976-02-02,13.59375
1976-02-03,13.84375
1976-02-04,14.125
1976-02-05,13.75
1976-02-06,13.25
1976-02-09,13.40625
1976-02-10,13.46875
1976-02-11,13.53125
1976-02-12,13.4375
1976-02-13,13.125
1976-02-17,12.75
1976-02-18,12.5
1976-02-19,12.75
1976-02-20,12.9375
1976-02-23,12.90625
1976-02-24,13.1875
1976-02-25,13.65625
1976-02-26,13.75
1976-02-27,13.71875
1976-03-01,13.625
1976-03-02,13.75
1976-03-03,13.75
1976-03-04,13.6875
1976-03-05,13.625
1976-03-08,13.71875
1976-03-09,14.1875
1976-03-10,14.59375
1976-03-11,14.65625
1976-03-12,14.75
1976-03-15,14.71875
1976-03-16,14.71875
1976-03-17,14.71875
1976-03-18,14.53125
1976-03-19,14.59375
1976-03-22,14.75
1976-03-23,14.96875
1976-03-24,15.03125
1976-03-25,14.96875
1976-03-26,14.9375
1976-03-29,14.6875
1976-03-30,14.65625
1976-03-31,14.84375
1976-04-01,14.65625
1976-04-02,14.6875
1976-04-05,14.65625
1976-04-06,14.53125
1976-04-07,14.125
1976-04-08,13.9375
1976-04-09,13.5
1976-04-12,13.625
1976-04-13,14.0
1976-04-14,14.0
1976-04-15,13.8125
1976-04-19,13.90625
1976-04-20,14.53125
1976-04-21,14.375
1976-04-22,14.1875
1976-04-23,14.03125
1976-04-26,14.0625
1976-04-27,14.09375
1976-04-28,14.03125
1976-04-29,14.0625
1976-04-30,14.0
1976-05-03,13.9375
1976-05-04,13.875
1976-05-05,13.6875
1976-05-06,13.5625
1976-05-07,13.6875
1976-05-10,13.59375
1976-05-11,13.53125
1976-05-12,13.5
1976-05-13,13.46875
1976-05-14,13.0
1976-05-17,13.0625
1976-05-18,13.1875
1976-05-19,13.125
1976-05-20,13.125
1976-05-21,12.90625
1976-05-24,12.5625
1976-05-25,12.6875
1976-05-26,12.84375
1976-05-27,12.96875
1976-05-28,13.1875
1976-06-01,12.90625
1976-06-02,12.84375
1976-06-03,12.6875
1976-06-04,12.5625
1976-06-07,12.625
1976-06-08,12.71875
1976-06-09,12.6875
1976-06-10,12.8125
1976-06-11,12.84375
1976-06-14,13.03125
1976-06-15,12.78125
1976-06-16,12.75
1976-06-17,12.96875
1976-06-18,13.03125
1976-06-21,13.09375
1976-06-22,12.9375
1976-06-23,12.6875
1976-06-24,12.6875
1976-06-25,12.5625
1976-06-28,12.71875
1976-06-29,12.84375
1976-06-30,13.0625
1976-07-01,12.875
1976-07-02,12.75
1976-07-06,12.6875
1976-07-07,12.6875
1976-07-08,12.375
1976-07-09,12.59375
1976-07-12,12.90625
1976-07-13,12.9375
1976-07-14,13.0625
1976-07-15,13.125
1976-07-16,12.90625
1976-07-19,12.9375
1976-07-20,12.5625
1976-07-21,12.5
1976-07-22,12.46875
1976-07-23,12.5625
1976-07-26,12.53125
1976-07-27,12.46875
1976-07-28,12.59375
1976-07-29,12.5
1976-07-30,12.28125
1976-08-02,12.125
1976-08-03,12.21875
1976-08-04,12.21875
1976-08-05,12.15625
1976-08-06,12.1875
1976-08-09,12.125
1976-08-10,12.25
1976-08-11,12.34375
1976-08-12,12.25
1976-08-13,12.15625
1976-08-16,12.09375
1976-08-17,12.28125
1976-08-18,12.4375
1976-08-19,12.375
1976-08-20,12.28125
1976-08-23,12.3125
1976-08-24,12.46875
1976-08-25,12.625
1976-08-26,12.5
1976-08-27,12.59375
1976-08-30,12.6875
1976-08-31,13.0
1976-09-01,13.3125
1976-09-02,13.25
1976-09-03,13.21875
1976-09-07,13.25
1976-09-08,13.28125
1976-09-09,13.0625
1976-09-10,13.1875
1976-09-13,13.1875
1976-09-14,13.03125
1976-09-15,13.03125
1976-09-16,13.0
1976-09-17,12.96875
1976-09-20,12.875
1976-09-21,12.96875
1976-09-22,13.03125
1976-09-23,13.0
1976-09-24,13.0625
1976-09-27,13.1875
1976-09-28,13.125
1976-09-29,13.0625
1976-09-30,13.09375
1976-10-01,13.03125
1976-10-04,12.84375
1976-10-05,12.53125
1976-10-06,12.4375
1976-10-07,12.40625
1976-10-08,12.0
1976-10-11,12.0625
1976-10-12,12.0625
1976-10-13,12.15625
1976-10-14,12.0625
1976-10-15,12.03125
1976-10-18,12.125
1976-10-19,12.15625
1976-10-20,12.375
1976-10-21,12.53125
1976-10-22,12.40625
1976-10-25,12.46875
1976-10-26,12.4375
1976-10-27,12.59375
1976-10-28,12.59375
1976-10-29,12.84375
1976-11-01,12.875
1976-11-03,12.8125
1976-11-04,13.21875
1976-11-05,13.15625
1976-11-08,13.125
1976-11-09,13.15625
1976-11-10,13.0
1976-11-11,12.9375
1976-11-12,12.75
1976-11-15,12.875
1976-11-16,13.125
1976-11-17,13.375
1976-11-18,13.625
1976-11-19,13.71875
1976-11-22,13.75
1976-11-23,13.75
1976-11-24,13.75
1976-11-26,13.84375
1976-11-29,13.90625
1976-11-30,13.65625
1976-12-01,13.78125
1976-12-02,13.75
1976-12-03,13.6875
1976-12-06,13.6875
1976-12-07,13.625
1976-12-08,13.75
1976-12-09,13.8125
1976-12-10,13.75
1976-12-13,13.625
1976-12-14,13.75
1976-12-15,13.625
1976-12-16,13.4375
1976-12-17,13.09375
1976-12-20,12.78125
1976-12-21,12.875
1976-12-22,12.90625
1976-12-23,12.8125
1976-12-27,13.03125
1976-12-28,13.1875
1976-12-29,13.0625
1976-12-30,13.15625
1976-12-31,13.15625
1977-01-03,13.15625
1977-01-04,12.75
1977-01-05,12.5
1977-01-06,12.53125
1977-01-07,12.4375
1977-01-10,12.5
1977-01-11,12.25
1977-01-12,12.1875
1977-01-13,12.25
1977-01-14,12.21875
1977-01-17,11.96875
1977-01-18,11.75
1977-01-19,11.84375
1977-01-20,11.78125
1977-01-21,11.65625
1977-01-24,11.46875
1977-01-25,11.3125
1977-01-26,11.0625
1977-01-27,10.9375
1977-01-28,11.03125
1977-01-31,10.96875
1977-02-01,11.09375
1977-02-02,11.0
1977-02-03,11.0
1977-02-04,10.96875
1977-02-07,11.03125
1977-02-08,10.9375
1977-02-09,10.75
1977-02-10,10.6875
1977-02-11,10.53125
1977-02-14,10.53125
1977-02-15,10.53125
1977-02-16,10.59375
1977-02-17,10.5
1977-02-18,10.53125
1977-02-22,10.1875
1977-02-23,10.1875
1977-02-24,10.0625
1977-02-25,10.25
1977-02-28,10.1875
1977-03-01,10.25
1977-03-02,10.3125
1977-03-03,10.53125
1977-03-04,10.71875
1977-03-07,10.6875
1977-03-08,10.40625
1977-03-09,10.15625
1977-03-10,10.21875
1977-03-11,10.15625
1977-03-14,10.25
1977-03-15,10.34375
1977-03-16,10.375
1977-03-17,10.28125
1977-03-18,10.125
1977-03-21,10.125
1977-03-22,10.03125
1977-03-23,10.03125
1977-03-24,9.8125
1977-03-25,9.71875
1977-03-28,9.71875
1977-03-29,9.96875
1977-03-30,9.78125
1977-03-31,9.75
1977-04-01,9.96875
1977-04-04,9.8125
1977-04-05,9.78125
1977-04-06,9.71875
1977-04-07,9.875
1977-04-11,9.90625
1977-04-12,10.03125
1977-04-13,10.03125
1977-04-14,10.0625
1977-04-15,10.09375
1977-04-18,10.0
1977-04-19,9.875
1977-04-20,9.75
1977-04-21,9.375
1977-04-22,9.21875
1977-04-25,9.0625
1977-04-26,9.0
1977-04-27,9.09375
1977-04-28,9.28125
1977-04-29,9.3125
1977-05-02,9.28125
1977-05-03,9.4375
1977-05-04,9.53125
1977-05-05,9.5625
1977-05-06,9.3125
1977-05-09,9.1875
1977-05-10,9.1875
1977-05-11,9.125
1977-05-12,9.0
1977-05-13,8.9375
1977-05-16,8.8125
1977-05-17,8.875
1977-05-18,9.09375
1977-05-19,8.78125
1977-05-20,8.5
1977-05-23,8.46875
1977-05-24,8.4375
1977-05-25,8.4375
1977-05-26,8.46875
1977-05-27,8.46875
1977-05-31,8.40625
1977-06-01,8.65625
1977-06-02,8.71875
1977-06-03,8.71875
1977-06-06,8.65625
1977-06-07,8.71875
1977-06-08,8.71875
1977-06-09,8.65625
1977-06-10,8.625
1977-06-13,8.65625
1977-06-14,8.71875
1977-06-15,8.65625
1977-06-16,8.78125
1977-06-17,8.84375
1977-06-20,8.84375
1977-06-21,8.71875
1977-06-22,8.625
1977-06-23,8.46875
1977-06-24,8.65625
1977-06-27,8.65625
1977-06-28,8.59375
1977-06-29,8.65625
1977-06-30,8.71875
1977-07-01,8.6875
1977-07-05,8.65625
1977-07-06,8.5625
1977-07-07,8.5
1977-07-08,8.46875
1977-07-11,8.4375
1977-07-12,8.3125
1977-07-13,8.28125
1977-07-15,8.28125
1977-07-18,8.34375
1977-07-19,8.5
1977-07-20,8.65625
1977-07-21,8.65625
1977-07-22,8.90625
1977-07-25,8.8125
1977-07-26,8.78125
1977-07-27,8.65625
1977-07-28,8.71875
1977-07-29,8.75
1977-08-01,8.84375
1977-08-02,8.90625
1977-08-03,8.90625
1977-08-04,9.09375
1977-08-05,9.0
1977-08-08,8.96875
1977-08-09,8.96875
1977-08-10,9.09375
1977-08-11,9.125
1977-08-12,9.15625
1977-08-15,9.21875
1977-08-16,9.0
1977-08-17,9.28125
1977-08-18,9.28125
1977-08-19,9.3125
1977-08-22,9.4375
1977-08-23,9.28125
1977-08-24,9.28125
1977-08-25,9.28125
1977-08-26,9.21875
1977-08-29,9.375
1977-08-30,9.28125
1977-08-31,9.375
1977-09-01,9.4375
1977-09-02,9.4375
1977-09-06,9.4375
1977-09-07,9.4375
1977-09-08,9.375
1977-09-09,9.21875
1977-09-12,9.21875
1977-09-13,9.21875
1977-09-14,9.21875
1977-09-15,9.125
1977-09-16,9.15625
1977-09-19,9.25
1977-09-20,9.375
1977-09-21,9.28125
1977-09-22,9.28125
1977-09-23,9.3125
1977-09-26,9.0625
1977-09-27,8.96875
1977-09-28,8.90625
1977-09-29,8.90625
1977-09-30,9.0
1977-10-03,8.84375
1977-10-04,8.6875
1977-10-05,8.625
1977-10-06,8.8125
1977-10-07,8.8125
1977-10-10,8.75
1977-10-11,8.78125
1977-10-12,8.65625
1977-10-13,8.375
1977-10-14,8.375
1977-10-17,8.3125
1977-10-18,8.28125
1977-10-19,8.28125
1977-10-20,8.40625
1977-10-21,8.34375
1977-10-24,8.21875
1977-10-25,8.28125
1977-10-26,8.59375
1977-10-27,8.5
1977-10-28,8.5625
1977-10-31,8.4375
1977-11-01,8.28125
1977-11-02,8.09375
1977-11-03,8.125
1977-11-04,8.1875
1977-11-07,8.25
1977-11-08,8.3125
1977-11-09,8.375
1977-11-10,8.625
1977-11-11,8.71875
