Date,CNSWF
2008-04-21,22.040001
2008-04-22,22.040001
2008-04-23,22.040001
2008-04-24,22.040001
2008-04-25,22.040001
2008-04-28,22.040001
2008-04-29,22.040001
2008-04-30,22.040001
2008-05-01,22.040001
2008-05-02,22.040001
2008-05-05,22.040001
2008-05-06,23.0
2008-05-07,23.0
2008-05-08,23.0
2008-05-09,23.0
2008-05-12,23.0
2008-05-13,23.0
2008-05-14,25.15
2008-05-15,25.15
2008-05-16,25.15
2008-05-19,25.15
2008-05-20,25.15
2008-05-21,25.15
2008-05-22,25.15
2008-05-23,25.15
2008-05-27,25.15
2008-05-28,25.15
2008-05-29,25.15
2008-05-30,25.15
2008-06-02,25.15
2008-06-03,25.15
2008-06-04,25.15
2008-06-05,25.15
2008-06-06,25.15
2008-06-09,25.15
2008-06-10,25.15
2008-06-11,25.15
2008-06-12,25.15
2008-06-13,25.15
2008-06-16,25.15
2008-06-17,25.15
2008-06-18,25.15
2008-06-19,25.15
2008-06-20,25.15
2008-06-23,25.15
2008-06-24,25.15
2008-06-25,25.15
2008-06-26,25.15
2008-06-27,25.15
2008-06-30,25.15
2008-07-01,25.15
2008-07-02,25.15
2008-07-03,25.15
2008-07-07,25.15
2008-07-08,25.15
2008-07-09,25.15
2008-07-10,25.15
2008-07-11,25.15
2008-07-14,25.15
2008-07-15,25.15
2008-07-16,25.15
2008-07-17,25.15
2008-07-18,25.15
2008-07-21,25.15
2008-07-22,25.15
2008-07-23,25.15
2008-07-24,25.15
2008-07-25,25.15
2008-07-28,25.15
2008-07-29,25.15
2008-07-30,25.15
2008-07-31,25.15
2008-08-01,25.15
2008-08-04,25.15
2008-08-05,25.15
2008-08-06,25.15
2008-08-07,25.15
2008-08-08,25.15
2008-08-11,25.15
2008-08-12,25.15
2008-08-13,25.15
2008-08-14,25.15
2008-08-15,25.15
2008-08-18,25.15
2008-08-19,25.15
2008-08-20,25.15
2008-08-21,25.15
2008-08-22,25.15
2008-08-25,25.15
2008-08-26,25.15
2008-08-27,25.15
2008-08-28,25.15
2008-08-29,25.15
2008-09-02,25.15
2008-09-03,25.15
2008-09-04,25.15
2008-09-05,25.15
2008-09-08,25.15
2008-09-09,25.15
2008-09-10,25.15
2008-09-11,25.15
2008-09-12,25.15
2008-09-15,25.15
2008-09-16,25.15
2008-09-17,25.15
2008-09-18,25.0
2008-09-19,25.0
2008-09-22,25.0
2008-09-23,25.0
2008-09-24,25.0
2008-09-25,26.360001
2008-09-26,26.4
2008-09-29,25.82
2008-09-30,25.82
2008-10-01,25.209999
2008-10-02,25.209999
2008-10-03,25.209999
2008-10-06,21.43
2008-10-07,21.43
2008-10-08,21.43
2008-10-09,21.43
2008-10-10,21.43
2008-10-13,21.43
2008-10-14,21.43
2008-10-15,19.85
2008-10-16,19.85
2008-10-17,19.85
2008-10-20,19.85
2008-10-21,19.85
2008-10-22,19.85
2008-10-23,19.85
2008-10-24,19.85
2008-10-27,19.85
2008-10-28,19.85
2008-10-29,19.290001
2008-10-30,19.290001
2008-10-31,20.639999
2008-11-03,20.639999
2008-11-04,22.049999
2008-11-05,21.610001
2008-11-06,21.610001
2008-11-07,21.610001
2008-11-10,21.610001
2008-11-11,21.610001
2008-11-12,21.610001
2008-11-13,21.610001
2008-11-14,21.610001
2008-11-17,20.5
2008-11-18,20.5
2008-11-19,20.5
2008-11-20,20.5
2008-11-21,19.25
2008-11-24,19.25
2008-11-25,19.25
2008-11-26,19.25
2008-11-28,19.25
2008-12-01,19.25
2008-12-02,19.889999
2008-12-03,20.35
2008-12-04,20.35
2008-12-05,20.35
2008-12-08,20.5
2008-12-09,20.5
2008-12-10,20.5
2008-12-11,20.5
2008-12-12,20.5
2008-12-15,20.5
2008-12-16,22.299999
2008-12-17,22.299999
2008-12-18,22.299999
2008-12-19,22.299999
2008-12-22,22.299999
2008-12-23,22.299999
2008-12-24,22.299999
2008-12-26,22.299999
2008-12-29,22.299999
2008-12-30,22.299999
2008-12-31,22.299999
2009-01-02,22.299999
2009-01-05,22.299999
2009-01-06,22.299999
2009-01-07,22.299999
2009-01-08,22.299999
2009-01-09,22.299999
2009-01-12,22.299999
2009-01-13,22.299999
2009-01-14,22.67
2009-01-15,22.67
2009-01-16,22.67
2009-01-20,22.67
2009-01-21,22.67
2009-01-22,22.67
2009-01-23,22.67
2009-01-26,22.67
2009-01-27,22.67
2009-01-28,22.67
2009-01-29,22.67
2009-01-30,22.67
2009-02-02,22.67
2009-02-03,22.67
2009-02-04,22.67
2009-02-05,22.67
2009-02-06,22.67
2009-02-09,22.67
2009-02-10,22.67
2009-02-11,22.67
2009-02-12,22.67
2009-02-13,22.67
2009-02-17,22.67
2009-02-18,22.67
2009-02-19,19.040001
2009-02-20,19.0
2009-02-23,19.0
2009-02-24,18.719998999999998
2009-02-25,18.719998999999998
2009-02-26,19.450001
2009-02-27,19.450001
2009-03-02,18.809998999999998
2009-03-03,18.809998999999998
2009-03-04,18.9
2009-03-05,19.360001
2009-03-06,19.51
2009-03-09,19.51
2009-03-10,19.51
2009-03-11,19.51
2009-03-12,19.51
2009-03-13,19.51
2009-03-16,23.4
2009-03-17,23.459999
2009-03-18,23.16
2009-03-19,23.16
2009-03-20,23.16
2009-03-23,23.16
2009-03-24,23.16
2009-03-25,23.16
2009-03-26,23.16
2009-03-27,23.16
2009-03-30,23.16
2009-03-31,22.629998999999998
2009-04-01,22.629998999999998
2009-04-02,23.040001
2009-04-03,24.360001
2009-04-06,24.440001000000002
2009-04-07,24.440001000000002
2009-04-08,24.860001
2009-04-09,25.299999
2009-04-13,25.77
2009-04-14,26.18
2009-04-15,26.18
2009-04-16,26.620001000000002
2009-04-17,25.75
2009-04-20,25.75
2009-04-21,25.75
2009-04-22,25.75
2009-04-23,25.75
2009-04-24,26.23
2009-04-27,26.219998999999998
2009-04-28,26.67
2009-04-29,27.18
2009-04-30,27.18
2009-05-01,27.219998999999998
2009-05-04,27.9
2009-05-05,27.9
2009-05-06,27.9
2009-05-07,27.9
2009-05-08,27.9
2009-05-11,27.9
2009-05-12,27.9
2009-05-13,27.9
2009-05-14,27.9
2009-05-15,27.9
2009-05-18,27.9
2009-05-19,27.9
2009-05-20,27.9
2009-05-21,27.9
2009-05-22,27.9
2009-05-26,27.9
2009-05-27,27.9
2009-05-28,27.9
2009-05-29,27.9
2009-06-01,27.9
2009-06-02,27.9
2009-06-03,27.9
2009-06-04,27.9
2009-06-05,27.9
2009-06-08,27.9
2009-06-09,27.9
2009-06-10,27.9
2009-06-11,27.9
2009-06-12,28.370001000000002
2009-06-15,28.370001000000002
2009-06-16,28.370001000000002
2009-06-17,28.370001000000002
2009-06-18,28.370001000000002
2009-06-19,28.370001000000002
2009-06-22,28.0
2009-06-23,28.0
2009-06-24,28.0
2009-06-25,28.0
2009-06-26,28.0
2009-06-29,28.0
2009-06-30,28.0
2009-07-01,28.0
2009-07-02,28.0
2009-07-06,28.0
2009-07-07,28.0
2009-07-08,28.0
2009-07-09,28.0
2009-07-10,28.0
2009-07-13,28.0
2009-07-14,28.0
2009-07-15,28.0
2009-07-16,28.0
2009-07-17,28.0
2009-07-20,28.0
2009-07-21,28.0
2009-07-22,28.0
2009-07-23,28.0
2009-07-24,28.0
2009-07-27,31.93
2009-07-28,30.93
2009-07-29,30.25
2009-07-30,30.25
2009-07-31,30.25
2009-08-03,30.25
2009-08-04,30.25
2009-08-05,30.25
2009-08-06,30.25
2009-08-07,30.25
2009-08-10,32.73
2009-08-11,32.450001
2009-08-12,32.23
2009-08-13,32.23
2009-08-14,32.23
2009-08-17,32.23
2009-08-18,32.23
2009-08-19,32.23
2009-08-20,32.23
2009-08-21,32.23
2009-08-24,32.23
2009-08-25,32.23
2009-08-26,32.23
2009-08-27,32.23
2009-08-28,32.23
2009-08-31,32.23
2009-09-01,32.23
2009-09-02,31.530001000000002
2009-09-03,31.530001000000002
2009-09-04,31.530001000000002
2009-09-08,32.560001
2009-09-09,32.560001
2009-09-10,32.560001
2009-09-11,32.599998
2009-09-14,32.599998
2009-09-15,32.599998
2009-09-16,32.599998
2009-09-17,32.599998
2009-09-18,32.599998
2009-09-21,32.599998
2009-09-22,32.599998
2009-09-23,32.599998
2009-09-24,32.599998
2009-09-25,32.599998
2009-09-28,32.599998
2009-09-29,32.599998
2009-09-30,32.599998
2009-10-01,32.599998
2009-10-02,32.599998
2009-10-05,32.599998
2009-10-06,32.599998
2009-10-07,32.599998
2009-10-08,32.599998
2009-10-09,32.599998
2009-10-12,32.599998
2009-10-13,32.599998
2009-10-14,32.599998
2009-10-15,32.599998
2009-10-16,32.599998
2009-10-19,32.599998
2009-10-20,32.599998
2009-10-21,32.599998
2009-10-22,32.599998
2009-10-23,32.599998
2009-10-26,32.599998
2009-10-27,32.599998
2009-10-28,32.599998
2009-10-29,32.599998
2009-10-30,32.599998
2009-11-02,32.599998
2009-11-03,32.599998
2009-11-04,32.599998
2009-11-05,32.599998
2009-11-06,32.599998
2009-11-09,32.599998
2009-11-10,32.599998
2009-11-11,30.879998999999998
2009-11-12,29.76
2009-11-13,29.76
2009-11-16,29.76
2009-11-17,29.76
2009-11-18,29.76
2009-11-19,29.76
2009-11-20,29.76
2009-11-23,29.76
2009-11-24,29.76
2009-11-25,29.76
2009-11-27,29.76
2009-11-30,29.76
2009-12-01,29.76
2009-12-02,34.110001000000004
2009-12-03,34.110001000000004
2009-12-04,34.110001000000004
2009-12-07,34.110001000000004
2009-12-08,34.110001000000004
2009-12-09,34.110001000000004
2009-12-10,34.110001000000004
2009-12-11,34.0
2009-12-14,34.0
2009-12-15,34.0
2009-12-16,34.0
2009-12-17,34.0
2009-12-18,34.0
2009-12-21,34.0
2009-12-22,34.0
2009-12-23,34.0
2009-12-24,34.0
2009-12-28,34.0
2009-12-29,34.0
2009-12-30,34.0
2009-12-31,34.0
2010-01-04,34.0
2010-01-05,34.0
2010-01-06,34.0
2010-01-07,34.0
2010-01-08,34.0
2010-01-11,35.790001000000004
2010-01-12,35.790001000000004
2010-01-13,35.790001000000004
2010-01-14,35.790001000000004
2010-01-15,35.790001000000004
2010-01-19,35.790001000000004
2010-01-20,35.790001000000004
2010-01-21,35.790001000000004
2010-01-22,35.790001000000004
2010-01-25,35.790001000000004
2010-01-26,35.790001000000004
2010-01-27,35.790001000000004
2010-01-28,35.790001000000004
2010-01-29,35.790001000000004
2010-02-01,35.790001000000004
2010-02-02,35.790001000000004
2010-02-03,35.790001000000004
2010-02-04,35.790001000000004
2010-02-05,35.790001000000004
2010-02-08,35.790001000000004
2010-02-09,35.790001000000004
2010-02-10,35.790001000000004
2010-02-11,35.790001000000004
2010-02-12,35.790001000000004
2010-02-16,35.790001000000004
2010-02-17,35.790001000000004
2010-02-18,35.790001000000004
2010-02-19,35.790001000000004
2010-02-22,35.790001000000004
2010-02-23,35.790001000000004
2010-02-24,35.790001000000004
2010-02-25,35.790001000000004
2010-02-26,35.790001000000004
2010-03-01,35.790001000000004
2010-03-02,38.599998
2010-03-03,38.599998
2010-03-04,38.599998
2010-03-05,38.599998
2010-03-08,38.599998
2010-03-09,38.599998
2010-03-10,38.599998
2010-03-11,38.599998
2010-03-12,38.599998
2010-03-15,38.599998
2010-03-16,38.599998
2010-03-17,38.599998
2010-03-18,38.599998
2010-03-19,41.0
2010-03-22,41.0
2010-03-23,41.0
2010-03-24,41.0
2010-03-25,41.0
2010-03-26,41.0
2010-03-29,41.0
2010-03-30,41.0
2010-03-31,43.470001
2010-04-01,43.470001
2010-04-05,43.470001
2010-04-06,43.470001
2010-04-07,43.470001
2010-04-08,43.470001
2010-04-09,43.470001
2010-04-12,43.470001
2010-04-13,43.470001
2010-04-14,43.470001
2010-04-15,43.470001
2010-04-16,43.470001
2010-04-19,43.470001
2010-04-20,43.470001
2010-04-21,43.470001
2010-04-22,43.470001
2010-04-23,43.470001
2010-04-26,43.470001
2010-04-27,43.470001
2010-04-28,43.470001
2010-04-29,43.470001
2010-04-30,43.470001
2010-05-03,43.470001
2010-05-04,43.470001
2010-05-05,43.470001
2010-05-06,43.470001
2010-05-07,43.470001
2010-05-10,43.470001
2010-05-11,43.470001
2010-05-12,43.470001
2010-05-13,43.470001
2010-05-14,43.470001
2010-05-17,43.470001
2010-05-18,43.470001
2010-05-19,43.470001
2010-05-20,43.470001
2010-05-21,43.470001
2010-05-24,43.470001
2010-05-25,43.470001
2010-05-26,43.470001
2010-05-27,43.470001
2010-05-28,43.470001
2010-06-01,43.470001
2010-06-02,43.470001
2010-06-03,43.470001
2010-06-04,43.470001
2010-06-07,43.470001
2010-06-08,43.470001
2010-06-09,43.470001
2010-06-10,39.509997999999996
2010-06-11,39.509997999999996
2010-06-14,39.509997999999996
2010-06-15,39.509997999999996
2010-06-16,39.509997999999996
2010-06-17,39.509997999999996
2010-06-18,39.509997999999996
2010-06-21,39.509997999999996
2010-06-22,39.509997999999996
2010-06-23,39.509997999999996
2010-06-24,39.509997999999996
2010-06-25,39.509997999999996
2010-06-28,39.509997999999996
2010-06-29,39.509997999999996
2010-06-30,39.509997999999996
2010-07-01,39.509997999999996
2010-07-02,39.509997999999996
2010-07-06,39.509997999999996
2010-07-07,39.509997999999996
2010-07-08,39.509997999999996
2010-07-09,39.509997999999996
2010-07-12,39.509997999999996
2010-07-13,39.509997999999996
2010-07-14,39.509997999999996
2010-07-15,39.509997999999996
2010-07-16,39.509997999999996
2010-07-19,39.509997999999996
2010-07-20,39.509997999999996
2010-07-21,39.509997999999996
2010-07-22,39.509997999999996
2010-07-23,39.509997999999996
2010-07-26,39.509997999999996
2010-07-27,39.509997999999996
2010-07-28,39.509997999999996
2010-07-29,39.509997999999996
2010-07-30,39.509997999999996
2010-08-02,39.509997999999996
2010-08-03,39.509997999999996
2010-08-04,39.509997999999996
2010-08-05,39.509997999999996
2010-08-06,39.509997999999996
2010-08-09,39.509997999999996
2010-08-10,43.41
2010-08-11,43.41
2010-08-12,43.41
2010-08-13,43.41
2010-08-16,43.41
2010-08-17,43.41
2010-08-18,43.41
2010-08-19,43.41
2010-08-20,40.009997999999996
2010-08-23,40.009997999999996
2010-08-24,40.009997999999996
2010-08-25,40.009997999999996
2010-08-26,40.009997999999996
2010-08-27,40.009997999999996
2010-08-30,40.009997999999996
2010-08-31,40.009997999999996
2010-09-01,40.0
2010-09-02,40.0
2010-09-03,40.0
2010-09-07,40.0
2010-09-08,40.0
2010-09-09,40.0
2010-09-10,40.0
2010-09-13,40.0
2010-09-14,40.0
2010-09-15,40.0
2010-09-16,40.0
2010-09-17,40.0
2010-09-20,40.0
2010-09-21,40.0
2010-09-22,40.0
2010-09-23,40.0
2010-09-24,40.0
2010-09-27,40.0
2010-09-28,40.0
2010-09-29,40.0
2010-09-30,40.0
2010-10-01,40.0
2010-10-04,40.0
2010-10-05,40.0
2010-10-06,40.0
2010-10-07,40.0
2010-10-08,40.0
2010-10-11,40.0
2010-10-12,40.0
2010-10-13,40.0
2010-10-14,40.0
2010-10-15,40.0
2010-10-18,40.0
2010-10-19,40.0
2010-10-20,40.0
2010-10-21,40.0
2010-10-22,42.689999
2010-10-25,42.689999
2010-10-26,42.689999
2010-10-27,42.689999
2010-10-28,42.689999
2010-10-29,42.689999
2010-11-01,42.689999
2010-11-02,44.950001
2010-11-03,44.950001
2010-11-04,44.950001
2010-11-05,44.950001
2010-11-08,44.950001
2010-11-09,44.950001
2010-11-10,44.950001
2010-11-11,44.950001
2010-11-12,44.950001
2010-11-15,44.950001
2010-11-16,44.950001
2010-11-17,44.950001
2010-11-18,44.950001
2010-11-19,44.950001
2010-11-22,44.950001
2010-11-23,44.950001
2010-11-24,46.189999
2010-11-26,46.189999
2010-11-29,46.189999
2010-11-30,46.189999
2010-12-01,46.189999
2010-12-02,46.189999
2010-12-03,46.189999
2010-12-06,46.189999
2010-12-07,46.189999
2010-12-08,46.189999
2010-12-09,46.189999
2010-12-10,46.189999
2010-12-13,46.189999
2010-12-14,46.189999
2010-12-15,46.189999
2010-12-16,46.189999
2010-12-17,46.189999
2010-12-20,46.189999
2010-12-21,46.189999
2010-12-22,46.189999
2010-12-23,46.189999
2010-12-27,46.189999
2010-12-28,46.189999
2010-12-29,46.189999
2010-12-30,46.189999
2010-12-31,46.189999
2011-01-03,46.189999
2011-01-04,50.09
2011-01-05,50.09
2011-01-06,50.09
2011-01-07,50.09
2011-01-10,50.09
2011-01-11,50.09
2011-01-12,50.700001
2011-01-13,50.700001
2011-01-14,50.700001
2011-01-18,50.700001
2011-01-19,50.34
2011-01-20,50.34
2011-01-21,50.34
2011-01-24,50.34
2011-01-25,50.34
2011-01-26,49.720001
2011-01-27,49.720001
2011-01-28,49.720001
2011-01-31,49.720001
2011-02-01,50.130001
2011-02-02,50.130001
2011-02-03,50.130001
2011-02-04,50.130001
2011-02-07,50.130001
2011-02-08,52.189999
2011-02-09,52.189999
2011-02-10,52.189999
2011-02-11,52.189999
2011-02-14,53.639998999999996
2011-02-15,53.639998999999996
2011-02-16,53.639998999999996
2011-02-17,53.639998999999996
2011-02-18,54.759997999999996
2011-02-22,54.400002
2011-02-23,54.400002
2011-02-24,54.400002
2011-02-25,54.400002
2011-02-28,54.400002
2011-03-01,54.400002
2011-03-02,54.400002
2011-03-03,54.400002
2011-03-04,54.400002
2011-03-07,56.66
2011-03-08,56.66
2011-03-09,56.66
2011-03-10,56.66
2011-03-11,55.299999
2011-03-14,56.150002
2011-03-15,56.380001
2011-03-16,56.380001
2011-03-17,58.139998999999996
2011-03-18,58.139998999999996
2011-03-21,58.139998999999996
2011-03-22,58.139998999999996
2011-03-23,58.139998999999996
2011-03-24,58.139998999999996
2011-03-25,58.139998999999996
2011-03-28,58.139998999999996
2011-03-29,58.139998999999996
2011-03-30,67.239998
2011-03-31,66.809998
2011-04-01,66.010002
2011-04-04,66.0
2011-04-05,66.0
2011-04-06,66.0
2011-04-07,66.0
2011-04-08,66.0
2011-04-11,66.0
2011-04-12,66.0
2011-04-13,66.0
2011-04-14,66.0
2011-04-15,66.0
2011-04-18,66.0
2011-04-19,66.0
2011-04-20,66.0
2011-04-21,66.0
2011-04-25,66.0
2011-04-26,66.0
2011-04-27,66.0
2011-04-28,66.0
2011-04-29,66.0
2011-05-02,66.0
2011-05-03,66.0
2011-05-04,71.650002
2011-05-05,71.650002
2011-05-06,71.650002
2011-05-09,71.650002
2011-05-10,71.650002
2011-05-11,71.650002
2011-05-12,71.699997
2011-05-13,71.16999799999999
2011-05-16,71.16999799999999
2011-05-17,71.16999799999999
2011-05-18,71.16999799999999
2011-05-19,71.16999799999999
2011-05-20,71.16999799999999
2011-05-23,71.16999799999999
2011-05-24,75.0
2011-05-25,75.0
2011-05-26,75.0
2011-05-27,75.0
2011-05-31,75.0
2011-06-01,75.0
2011-06-02,75.0
2011-06-03,75.0
2011-06-06,75.0
2011-06-07,75.0
2011-06-08,75.0
2011-06-09,75.0
2011-06-10,75.0
2011-06-13,75.0
2011-06-14,75.0
2011-06-15,75.0
2011-06-16,75.0
2011-06-17,75.0
2011-06-20,75.0
2011-06-21,75.0
2011-06-22,75.0
2011-06-23,75.0
2011-06-24,75.0
2011-06-27,75.0
2011-06-28,75.0
2011-06-29,75.0
2011-06-30,75.0
2011-07-01,75.0
2011-07-05,75.0
2011-07-06,75.0
2011-07-07,75.0
2011-07-08,75.0
2011-07-11,75.0
2011-07-12,75.0
2011-07-13,78.779999
2011-07-14,78.779999
2011-07-15,78.779999
2011-07-18,78.779999
2011-07-19,78.779999
2011-07-20,78.779999
2011-07-21,79.93
2011-07-22,79.93
2011-07-25,79.93
2011-07-26,79.93
2011-07-27,79.93
2011-07-28,79.93
2011-07-29,79.93
2011-08-01,79.93
2011-08-02,79.93
2011-08-03,79.93
2011-08-04,79.93
2011-08-05,79.93
2011-08-08,79.93
2011-08-09,79.93
2011-08-10,79.93
2011-08-11,79.93
2011-08-12,67.620003
2011-08-15,67.620003
2011-08-16,67.620003
2011-08-17,67.620003
2011-08-18,67.620003
2011-08-19,67.620003
2011-08-22,68.209999
2011-08-23,68.209999
2011-08-24,68.209999
2011-08-25,68.209999
2011-08-26,68.209999
2011-08-29,71.989998
2011-08-30,71.989998
2011-08-31,71.989998
2011-09-01,71.989998
2011-09-02,71.989998
2011-09-06,71.989998
2011-09-07,71.989998
2011-09-08,69.93
2011-09-09,69.93
2011-09-12,69.93
2011-09-13,69.93
2011-09-14,69.93
2011-09-15,69.93
2011-09-16,69.93
2011-09-19,69.93
2011-09-20,69.93
2011-09-21,69.93
2011-09-22,69.93
2011-09-23,69.93
2011-09-26,69.93
2011-09-27,69.93
2011-09-28,69.93
2011-09-29,69.93
2011-09-30,69.93
2011-10-03,68.279999
2011-10-04,68.279999
2011-10-05,68.279999
2011-10-06,68.279999
2011-10-07,68.279999
2011-10-10,68.279999
2011-10-11,68.279999
2011-10-12,68.279999
2011-10-13,68.279999
2011-10-14,68.279999
2011-10-17,68.279999
2011-10-18,68.279999
2011-10-19,67.83000200000001
2011-10-20,67.83000200000001
2011-10-21,68.32
2011-10-24,68.32
2011-10-25,68.32
2011-10-26,68.32
2011-10-27,68.32
2011-10-28,68.32
2011-10-31,68.32
2011-11-01,68.32
2011-11-02,68.32
2011-11-03,68.32
2011-11-04,68.32
2011-11-07,68.32
2011-11-08,68.32
2011-11-09,68.32
2011-11-10,68.32
2011-11-11,68.32
2011-11-14,68.32
2011-11-15,68.32
2011-11-16,68.32
2011-11-17,68.32
2011-11-18,68.32
2011-11-21,68.32
2011-11-22,68.32
2011-11-23,68.32
2011-11-25,68.32
2011-11-28,68.32
2011-11-29,68.32
2011-11-30,68.32
2011-12-01,68.32
2011-12-02,68.32
2011-12-05,68.32
2011-12-06,70.099998
2011-12-07,70.099998
2011-12-08,70.099998
2011-12-09,70.099998
2011-12-12,70.099998
2011-12-13,70.099998
2011-12-14,70.099998
2011-12-15,70.099998
2011-12-16,70.099998
2011-12-19,70.099998
2011-12-20,70.099998
2011-12-21,70.099998
2011-12-22,70.099998
2011-12-23,70.099998
2011-12-27,70.099998
2011-12-28,70.099998
2011-12-29,70.099998
2011-12-30,74.790001
2012-01-03,74.790001
2012-01-04,74.790001
2012-01-05,74.790001
2012-01-06,74.790001
2012-01-09,74.790001
2012-01-10,74.790001
2012-01-11,74.790001
