Date,SFI
2019-10-21,23850.0
2019-10-22,23850.0
2019-10-23,23900.0
2019-10-24,23500.0
2019-10-25,23500.0
2019-10-28,23400.0
2019-10-29,23400.0
2019-10-30,23400.0
2019-10-31,23350.0
2019-11-01,23000.0
2019-11-04,23000.0
2019-11-05,23100.0
2019-11-06,23800.0
2019-11-07,23500.0
2019-11-08,23750.0
2019-11-11,23750.0
2019-11-12,23850.0
2019-11-13,23850.0
2019-11-14,23500.0
2019-11-15,23800.0
2019-11-18,23500.0
2019-11-19,23500.0
2019-11-20,23750.0
2019-11-21,23200.0
2019-11-22,23500.0
2019-11-25,23500.0
2019-11-26,23500.0
2019-11-27,23500.0
2019-11-29,22600.0
2019-12-02,23350.0
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,23500.0
2019-12-09,23500.0
2019-12-10,22600.0
2019-12-11,23500.0
2019-12-12,23500.0
2019-12-13,23000.0
2019-12-16,22950.0
2019-12-17,23950.0
2019-12-18,23950.0
2019-12-19,23950.0
2019-12-20,23000.0
2019-12-23,23700.0
2019-12-24,22650.0
2019-12-26,23650.0
2019-12-27,23500.0
2019-12-30,23500.0
2019-12-31,23450.0
2020-01-02,23300.0
2020-01-03,22200.0
2020-01-06,22700.0
2020-01-07,22500.0
2020-01-08,22200.0
2020-01-09,22350.0
2020-01-10,22100.0
2020-01-13,22150.0
2020-01-14,22050.0
2020-01-15,22700.0
2020-01-16,22700.0
2020-01-17,22500.0
2020-01-21,21700.0
2020-01-22,22500.0
2020-01-23,22500.0
2020-01-24,22500.0
2020-01-27,22500.0
2020-01-28,22500.0
2020-01-29,22500.0
2020-01-30,22900.0
2020-01-31,22900.0
2020-02-03,22500.0
2020-02-04,22500.0
2020-02-05,23600.0
2020-02-06,23600.0
2020-02-07,23600.0
2020-02-10,22250.0
2020-02-11,22800.0
2020-02-12,22900.0
2020-02-13,22900.0
2020-02-14,22900.0
2020-02-18,22300.0
2020-02-19,22500.0
2020-02-20,22750.0
2020-02-21,22750.0
2020-02-24,22600.0
2020-02-25,21600.0
2020-02-26,22750.0
2020-02-27,22750.0
2020-02-28,22950.0
2020-03-02,22800.0
2020-03-03,22800.0
2020-03-04,22800.0
2020-03-05,22800.0
2020-03-06,22700.0
2020-03-09,22450.0
2020-03-10,22000.0
2020-03-11,22000.0
2020-03-12,20500.0
2020-03-13,20450.0
2020-03-16,21400.0
2020-03-17,20000.0
2020-03-18,19300.0
2020-03-19,20150.0
2020-03-20,19500.0
2020-03-23,19950.0
2020-03-24,19000.0
2020-03-25,20150.0
2020-03-26,18800.0
2020-03-27,18100.0
2020-03-30,19350.0
2020-03-31,20250.0
2020-04-01,18850.0
2020-04-02,18850.0
2020-04-03,20000.0
2020-04-06,19100.0
2020-04-07,19950.0
2020-04-08,19900.0
2020-04-09,18550.0
2020-04-13,19750.0
2020-04-14,19750.0
2020-04-15,19000.0
2020-04-16,19800.0
2020-04-17,20800.0
2020-04-20,19400.0
2020-04-21,18500.0
2020-04-22,19450.0
2020-04-23,19300.0
2020-04-24,19000.0
2020-04-27,19100.0
2020-04-28,19100.0
2020-04-29,18100.0
2020-04-30,18100.0
2020-05-01,18100.0
2020-05-04,17900.0
2020-05-05,18100.0
2020-05-06,18700.0
2020-05-07,18750.0
2020-05-08,18900.0
