Date,CBWBF
2010-07-19,23.07
2010-07-20,23.07
2010-07-21,23.620001000000002
2010-07-22,23.620001000000002
2010-07-23,23.620001000000002
2010-07-26,23.620001000000002
2010-07-27,24.35
2010-07-28,25.02
2010-07-29,24.85
2010-07-30,24.85
2010-08-02,24.85
2010-08-03,25.860001
2010-08-04,25.91
2010-08-05,25.91
2010-08-06,24.76
2010-08-09,24.76
2010-08-10,24.290001
2010-08-11,24.01
2010-08-12,23.51
2010-08-13,23.51
2010-08-16,23.51
2010-08-17,24.299999
2010-08-18,24.299999
2010-08-19,24.299999
2010-08-20,24.299999
2010-08-23,24.299999
2010-08-24,24.299999
2010-08-25,24.299999
2010-08-26,24.299999
2010-08-27,24.299999
2010-08-30,24.299999
2010-08-31,22.85
2010-09-01,22.85
2010-09-02,23.76
2010-09-03,23.93
2010-09-07,23.93
2010-09-08,23.93
2010-09-09,23.93
2010-09-10,24.59
2010-09-13,24.59
2010-09-14,24.59
2010-09-15,24.6
2010-09-16,24.190001000000002
2010-09-17,23.51
2010-09-20,23.48
2010-09-21,23.49
2010-09-22,23.49
2010-09-23,23.200001
2010-09-24,23.200001
2010-09-27,23.200001
2010-09-28,23.200001
2010-09-29,23.200001
2010-09-30,23.9
2010-10-01,24.35
2010-10-04,24.35
2010-10-05,24.35
2010-10-06,24.35
2010-10-07,24.35
2010-10-08,24.68
2010-10-11,24.68
2010-10-12,24.68
2010-10-13,25.370001000000002
2010-10-14,25.370001000000002
2010-10-15,24.799999
2010-10-18,24.799999
2010-10-19,24.799999
2010-10-20,24.6
2010-10-21,24.559998999999998
2010-10-22,24.24
2010-10-25,24.33
2010-10-26,24.33
2010-10-27,23.93
2010-10-28,24.049999
2010-10-29,24.860001
2010-11-01,24.860001
2010-11-02,24.860001
2010-11-03,24.66
2010-11-04,25.370001000000002
2010-11-05,25.1
2010-11-08,25.1
2010-11-09,25.1
2010-11-10,25.1
2010-11-11,25.1
2010-11-12,24.82
2010-11-15,24.82
2010-11-16,24.58
2010-11-17,24.58
2010-11-18,24.58
2010-11-19,25.33
2010-11-22,25.33
2010-11-23,25.33
2010-11-24,25.33
2010-11-26,25.33
2010-11-29,25.33
2010-11-30,26.110001
2010-12-01,26.469998999999998
2010-12-02,27.41
2010-12-03,27.24
2010-12-06,27.190001000000002
2010-12-07,27.85
2010-12-08,28.41
2010-12-09,28.690001000000002
2010-12-10,29.23
2010-12-13,29.17
2010-12-14,29.309998999999998
2010-12-15,29.610001
2010-12-16,28.860001
2010-12-17,27.790001
2010-12-20,28.530001000000002
2010-12-21,27.85
2010-12-22,27.85
2010-12-23,28.4
2010-12-27,28.4
2010-12-28,28.48
2010-12-29,28.639999
2010-12-30,28.200001
2010-12-31,28.200001
2011-01-03,28.200001
2011-01-04,28.530001000000002
2011-01-05,28.530001000000002
2011-01-06,28.530001000000002
2011-01-07,28.02
2011-01-10,28.02
2011-01-11,28.73
2011-01-12,28.67
2011-01-13,28.73
2011-01-14,28.73
2011-01-18,29.85
2011-01-19,29.49
2011-01-20,28.99
2011-01-21,28.99
2011-01-24,28.99
2011-01-25,29.110001
2011-01-26,29.110001
2011-01-27,29.110001
2011-01-28,29.110001
2011-01-31,29.799999
2011-02-01,29.799999
2011-02-02,29.799999
2011-02-03,29.799999
2011-02-04,30.57
2011-02-07,30.809998999999998
2011-02-08,31.200001
2011-02-09,30.950001
2011-02-10,30.950001
2011-02-11,31.379998999999998
2011-02-14,31.41
2011-02-15,31.41
2011-02-16,31.41
2011-02-17,32.0
2011-02-18,32.0
2011-02-22,30.799999
2011-02-23,30.98
2011-02-24,31.290001
2011-02-25,31.290001
2011-02-28,31.889999
2011-03-01,31.35
2011-03-02,31.35
2011-03-03,31.74
2011-03-04,31.74
2011-03-07,31.23
2011-03-08,31.040001
2011-03-09,31.049999
2011-03-10,30.75
2011-03-11,30.870001000000002
2011-03-14,31.110001
2011-03-15,30.450001
2011-03-16,30.450001
2011-03-17,30.51
2011-03-18,30.719998999999998
2011-03-21,30.889999
2011-03-22,30.780001000000002
2011-03-23,30.780001000000002
2011-03-24,31.84
2011-03-25,31.42
2011-03-28,31.42
2011-03-29,31.65
2011-03-30,31.92
2011-03-31,31.92
2011-04-01,31.92
2011-04-04,32.09
2011-04-05,32.09
2011-04-06,31.809998999999998
2011-04-07,31.809998999999998
2011-04-08,31.809998999999998
2011-04-11,31.809998999999998
2011-04-12,31.540001
2011-04-13,31.540001
2011-04-14,31.540001
2011-04-15,32.099998
2011-04-18,31.940001000000002
2011-04-19,31.940001000000002
2011-04-20,31.940001000000002
2011-04-21,32.0
2011-04-25,32.0
2011-04-26,32.0
2011-04-27,32.0
2011-04-28,31.74
2011-04-29,31.83
2011-05-02,31.83
2011-05-03,31.700001
2011-05-04,31.309998999999998
2011-05-05,31.309998999999998
2011-05-06,31.309998999999998
2011-05-09,31.309998999999998
2011-05-10,31.540001
2011-05-11,32.119999
2011-05-12,32.119999
2011-05-13,32.119999
2011-05-16,32.119999
2011-05-17,32.119999
2011-05-18,31.030001000000002
2011-05-19,31.030001000000002
2011-05-20,31.030001000000002
2011-05-23,31.030001000000002
2011-05-24,31.030001000000002
2011-05-25,30.709999
2011-05-26,30.709999
2011-05-27,30.709999
2011-05-31,30.709999
2011-06-01,31.700001
2011-06-02,31.700001
2011-06-03,31.4
2011-06-06,31.41
2011-06-07,31.41
2011-06-08,31.41
2011-06-09,31.459999
2011-06-10,31.129998999999998
2011-06-13,31.129998999999998
2011-06-14,31.129998999999998
2011-06-15,31.129998999999998
2011-06-16,30.27
2011-06-17,30.27
2011-06-20,31.17
2011-06-21,31.17
2011-06-22,31.309998999999998
2011-06-23,30.65
2011-06-24,30.65
2011-06-27,30.48
2011-06-28,30.879998999999998
2011-06-29,30.879998999999998
2011-06-30,30.879998999999998
2011-07-01,30.879998999999998
2011-07-05,30.879998999999998
2011-07-06,30.879998999999998
2011-07-07,32.259997999999996
2011-07-08,31.9
2011-07-11,31.389999
2011-07-12,31.389999
2011-07-13,31.58
2011-07-14,31.15
2011-07-15,31.120001000000002
2011-07-18,31.120001000000002
2011-07-19,31.120001000000002
2011-07-20,31.120001000000002
2011-07-21,32.759997999999996
2011-07-22,32.759997999999996
2011-07-25,32.759997999999996
2011-07-26,32.759997999999996
2011-07-27,32.759997999999996
2011-07-28,32.759997999999996
2011-07-29,32.759997999999996
2011-08-01,32.759997999999996
2011-08-02,32.759997999999996
2011-08-03,32.759997999999996
2011-08-04,32.759997999999996
2011-08-05,30.549999
2011-08-08,30.549999
2011-08-09,29.129998999999998
2011-08-10,29.129998999999998
2011-08-11,29.950001
2011-08-12,29.950001
2011-08-15,29.950001
2011-08-16,29.950001
2011-08-17,31.34
2011-08-18,30.83
2011-08-19,30.83
2011-08-22,30.83
2011-08-23,29.01
2011-08-24,29.24
2011-08-25,28.99
2011-08-26,29.190001000000002
2011-08-29,30.120001000000002
2011-08-30,29.959999
2011-08-31,29.959999
2011-09-01,29.959999
2011-09-02,29.959999
2011-09-06,28.65
2011-09-07,28.700001
2011-09-08,28.700001
2011-09-09,27.870001000000002
2011-09-12,27.870001000000002
2011-09-13,27.870001000000002
2011-09-14,27.870001000000002
2011-09-15,27.889999
2011-09-16,28.389999
2011-09-19,28.389999
2011-09-20,28.389999
2011-09-21,26.26
2011-09-22,24.120001000000002
2011-09-23,24.120001000000002
2011-09-26,24.139999
2011-09-27,26.23
2011-09-28,26.23
2011-09-29,24.969998999999998
2011-09-30,24.459999
2011-10-03,24.459999
2011-10-04,24.459999
2011-10-05,24.09
2011-10-06,23.950001
2011-10-07,23.950001
2011-10-10,23.950001
2011-10-11,23.950001
2011-10-12,23.950001
2011-10-13,23.950001
2011-10-14,23.950001
2011-10-17,23.950001
2011-10-18,23.950001
2011-10-19,23.950001
2011-10-20,23.950001
2011-10-21,26.799999
2011-10-24,27.559998999999998
2011-10-25,27.559998999999998
2011-10-26,27.559998999999998
2011-10-27,27.559998999999998
2011-10-28,29.200001
2011-10-31,29.200001
2011-11-01,29.200001
2011-11-02,29.200001
2011-11-03,29.200001
2011-11-04,29.200001
2011-11-07,27.82
2011-11-08,27.82
2011-11-09,27.82
2011-11-10,27.09
2011-11-11,27.09
2011-11-14,27.469998999999998
2011-11-15,27.469998999999998
2011-11-16,27.469998999999998
2011-11-17,27.469998999999998
2011-11-18,27.469998999999998
2011-11-21,27.469998999999998
2011-11-22,27.469998999999998
2011-11-23,25.48
2011-11-25,25.48
2011-11-28,25.860001
2011-11-29,25.719998999999998
2011-11-30,25.719998999999998
2011-12-01,27.969998999999998
2011-12-02,27.719998999999998
2011-12-05,27.889999
2011-12-06,26.93
2011-12-07,26.07
2011-12-08,26.07
2011-12-09,26.07
2011-12-12,26.07
2011-12-13,26.07
2011-12-14,24.139999
2011-12-15,24.1
2011-12-16,24.219998999999998
2011-12-19,24.5
2011-12-20,24.959999
2011-12-21,24.959999
2011-12-22,24.959999
2011-12-23,25.92
2011-12-27,25.92
2011-12-28,25.91
2011-12-29,25.32
2011-12-30,25.32
2012-01-03,26.059998999999998
2012-01-04,26.059998999999998
2012-01-05,26.059998999999998
2012-01-06,26.059998999999998
2012-01-09,26.059998999999998
2012-01-10,26.059998999999998
2012-01-11,25.82
2012-01-12,25.82
2012-01-13,25.82
2012-01-17,25.82
2012-01-18,25.82
2012-01-19,26.860001
2012-01-20,27.120001000000002
2012-01-23,27.620001000000002
2012-01-24,27.120001000000002
2012-01-25,27.120001000000002
2012-01-26,27.02
2012-01-27,26.52
2012-01-30,26.34
2012-01-31,26.450001
2012-02-01,26.450001
2012-02-02,26.870001000000002
2012-02-03,26.9
2012-02-06,26.690001000000002
2012-02-07,26.84
2012-02-08,26.84
2012-02-09,26.84
2012-02-10,27.530001000000002
2012-02-13,27.799999
2012-02-14,27.799999
2012-02-15,27.799999
2012-02-16,27.610001
2012-02-17,27.57
2012-02-21,27.57
2012-02-22,27.57
2012-02-23,27.57
2012-02-24,27.57
2012-02-27,27.57
2012-02-28,27.57
2012-02-29,27.57
2012-03-01,27.57
2012-03-02,27.57
2012-03-05,27.57
2012-03-06,27.57
2012-03-07,28.33
2012-03-08,28.33
2012-03-09,28.33
2012-03-12,28.33
2012-03-13,29.92
2012-03-14,29.83
2012-03-15,29.83
2012-03-16,29.92
2012-03-19,29.73
2012-03-20,29.73
2012-03-21,29.57
2012-03-22,29.43
2012-03-23,29.43
2012-03-26,29.780001000000002
2012-03-27,29.68
2012-03-28,29.68
2012-03-29,29.059998999999998
2012-03-30,29.23
2012-04-02,29.379998999999998
2012-04-03,29.379998999999998
2012-04-04,29.379998999999998
2012-04-05,29.18
2012-04-09,28.969998999999998
2012-04-10,28.52
2012-04-11,28.860001
2012-04-12,28.860001
2012-04-13,28.92
2012-04-16,28.629998999999998
2012-04-17,28.98
2012-04-18,28.85
2012-04-19,28.85
2012-04-20,28.98
2012-04-23,28.959999
2012-04-24,28.959999
2012-04-25,28.959999
2012-04-26,29.219998999999998
2012-04-27,29.219998999999998
2012-04-30,29.219998999999998
2012-05-01,29.219998999999998
2012-05-02,29.219998999999998
2012-05-03,28.889999
2012-05-04,28.889999
2012-05-07,28.889999
2012-05-08,27.59
2012-05-09,27.59
2012-05-10,27.469998999999998
2012-05-11,27.790001
2012-05-14,26.950001
2012-05-15,26.950001
2012-05-16,26.129998999999998
2012-05-17,25.629998999999998
2012-05-18,25.629998999999998
2012-05-21,25.629998999999998
2012-05-22,25.370001000000002
2012-05-23,24.73
2012-05-24,25.17
2012-05-25,25.17
2012-05-29,25.99
2012-05-30,25.700001
2012-05-31,25.73
2012-06-01,25.73
2012-06-04,24.690001000000002
2012-06-05,24.709999
2012-06-06,25.969998999999998
2012-06-07,25.84
2012-06-08,25.84
2012-06-11,26.27
2012-06-12,25.5
2012-06-13,25.5
2012-06-14,25.24
2012-06-15,25.34
2012-06-18,25.34
2012-06-19,25.34
2012-06-20,25.34
2012-06-21,25.34
2012-06-22,25.34
2012-06-25,25.34
2012-06-26,25.42
2012-06-27,25.52
2012-06-28,24.93
2012-06-29,25.82
2012-07-02,25.82
2012-07-03,25.82
2012-07-05,25.82
2012-07-06,26.1
2012-07-09,25.950001
2012-07-10,25.790001
2012-07-11,25.790001
2012-07-12,25.360001
2012-07-13,25.360001
2012-07-16,25.360001
2012-07-17,25.370001000000002
2012-07-18,25.559998999999998
2012-07-19,25.559998999999998
2012-07-20,25.559998999999998
2012-07-23,25.559998999999998
2012-07-24,25.030001000000002
2012-07-25,25.030001000000002
2012-07-26,25.030001000000002
2012-07-27,25.030001000000002
2012-07-30,25.030001000000002
2012-07-31,25.030001000000002
2012-08-01,26.32
2012-08-02,25.959999
2012-08-03,26.16
2012-08-06,26.16
2012-08-07,26.16
2012-08-08,26.16
2012-08-09,26.629998999999998
2012-08-10,26.629998999999998
2012-08-13,26.629998999999998
2012-08-14,26.629998999999998
2012-08-15,26.59
2012-08-16,26.59
2012-08-17,26.59
2012-08-20,26.59
2012-08-21,26.59
2012-08-22,26.93
2012-08-23,26.620001000000002
2012-08-24,26.620001000000002
2012-08-27,26.620001000000002
2012-08-28,26.620001000000002
2012-08-29,26.620001000000002
2012-08-30,26.620001000000002
2012-08-31,26.620001000000002
2012-09-04,26.620001000000002
2012-09-05,28.5
2012-09-06,28.5
2012-09-07,29.059998999999998
2012-09-10,29.059998999999998
2012-09-11,29.6
2012-09-12,29.780001000000002
2012-09-13,29.620001000000002
2012-09-14,30.27
2012-09-17,30.27
2012-09-18,30.27
2012-09-19,30.290001
2012-09-20,30.290001
2012-09-21,30.290001
2012-09-24,30.290001
2012-09-25,30.290001
2012-09-26,29.610001
2012-09-27,30.18
2012-09-28,30.23
2012-10-01,30.23
2012-10-02,30.190001000000002
2012-10-03,30.190001000000002
2012-10-04,30.299999
2012-10-05,30.299999
2012-10-08,30.299999
2012-10-09,30.559998999999998
2012-10-10,29.9
2012-10-11,29.9
2012-10-12,29.9
2012-10-15,29.9
2012-10-16,29.49
2012-10-17,29.75
2012-10-18,29.75
2012-10-19,29.75
2012-10-22,29.75
2012-10-23,29.620001000000002
2012-10-24,29.620001000000002
2012-10-25,29.620001000000002
2012-10-26,29.620001000000002
2012-10-31,29.4
2012-11-01,29.4
2012-11-02,29.469998999999998
2012-11-05,29.469998999999998
2012-11-06,29.469998999999998
2012-11-07,28.92
2012-11-08,28.92
2012-11-09,28.92
2012-11-12,28.709999
2012-11-13,28.620001000000002
2012-11-14,28.620001000000002
2012-11-15,28.620001000000002
2012-11-16,27.57
2012-11-19,27.57
2012-11-20,27.57
2012-11-21,27.57
2012-11-23,27.57
2012-11-26,28.77
2012-11-27,28.77
2012-11-28,28.77
2012-11-29,28.77
2012-11-30,29.15
2012-12-03,29.02
2012-12-04,29.02
2012-12-05,29.02
2012-12-06,29.02
2012-12-07,29.02
2012-12-10,29.02
2012-12-11,29.02
2012-12-12,29.02
2012-12-13,29.02
2012-12-14,29.02
2012-12-17,28.639999
2012-12-18,28.639999
2012-12-19,28.639999
2012-12-20,28.639999
2012-12-21,28.85
2012-12-24,28.84
2012-12-26,28.84
2012-12-27,28.84
2012-12-28,28.84
2012-12-31,28.84
2013-01-02,29.49
2013-01-03,29.49
2013-01-04,29.49
2013-01-07,29.690001000000002
2013-01-08,29.690001000000002
2013-01-09,29.65
2013-01-10,29.65
2013-01-11,30.219998999999998
2013-01-14,30.219998999999998
2013-01-15,30.219998999999998
2013-01-16,30.219998999999998
2013-01-17,30.0
2013-01-18,29.93
2013-01-22,30.040001
2013-01-23,30.15
2013-01-24,30.15
2013-01-25,30.15
2013-01-28,30.15
2013-01-29,30.15
2013-01-30,30.77
2013-01-31,30.67
2013-02-01,30.67
2013-02-04,30.700001
2013-02-05,31.09
2013-02-06,31.42
2013-02-07,31.42
2013-02-08,31.42
2013-02-11,31.42
2013-02-12,31.42
2013-02-13,31.42
2013-02-14,31.42
2013-02-15,31.25
2013-02-19,31.25
2013-02-20,31.09
2013-02-21,30.950001
2013-02-22,30.950001
2013-02-25,30.950001
2013-02-26,30.700001
2013-02-27,30.700001
2013-02-28,29.92
2013-03-01,29.92
2013-03-04,29.92
2013-03-05,29.459999
2013-03-06,29.459999
2013-03-07,28.190001000000002
2013-03-08,27.889999
2013-03-11,27.49
2013-03-12,27.49
2013-03-13,27.35
2013-03-14,27.41
2013-03-15,27.5
2013-03-18,27.440001000000002
2013-03-19,27.030001000000002
2013-03-20,27.030001000000002
2013-03-21,27.110001
2013-03-22,27.34
2013-03-25,27.219998999999998
2013-03-26,27.219998999999998
2013-03-27,27.959999
2013-03-28,27.889999
2013-04-01,27.780001000000002
2013-04-02,27.780001000000002
2013-04-03,27.52
2013-04-04,27.639999
2013-04-05,27.43
2013-04-08,27.110001
2013-04-09,27.559998999999998
2013-04-10,27.6
2013-04-11,27.6
2013-04-12,27.5
2013-04-15,26.799999
2013-04-16,26.799999
2013-04-17,26.799999
2013-04-18,26.780001000000002
2013-04-19,26.780001000000002
2013-04-22,26.99
2013-04-23,26.99
2013-04-24,27.620001000000002
2013-04-25,27.66
2013-04-26,27.690001000000002
2013-04-29,27.690001000000002
2013-04-30,27.690001000000002
2013-05-01,27.690001000000002
2013-05-02,28.33
2013-05-03,28.33
2013-05-06,28.799999
2013-05-07,28.57
2013-05-08,28.57
2013-05-09,28.709999
2013-05-10,28.42
2013-05-13,28.25
2013-05-14,28.129998999999998
2013-05-15,28.129998999999998
2013-05-16,27.879998999999998
2013-05-17,27.690001000000002
2013-05-20,27.690001000000002
2013-05-21,27.93
2013-05-22,27.66
2013-05-23,27.530001000000002
2013-05-24,27.83
2013-05-28,27.43
2013-05-29,27.389999
2013-05-30,27.889999
2013-05-31,27.59
2013-06-03,27.59
2013-06-04,27.41
2013-06-05,27.41
2013-06-06,26.91
2013-06-07,27.98
2013-06-10,28.09
2013-06-11,28.09
2013-06-12,28.09
2013-06-13,27.98
2013-06-14,27.98
2013-06-17,27.82
2013-06-18,27.82
2013-06-19,27.48
2013-06-20,26.969998999999998
2013-06-21,26.1
2013-06-24,26.1
2013-06-25,26.15
2013-06-26,26.360001
2013-06-27,26.309998999999998
2013-06-28,26.4
2013-07-01,25.82
2013-07-02,26.34
2013-07-03,26.700001
2013-07-05,26.58
2013-07-08,26.709999
2013-07-09,26.82
2013-07-10,27.200001
2013-07-11,27.66
2013-07-12,27.870001000000002
2013-07-15,27.93
2013-07-16,28.450001
2013-07-17,28.58
2013-07-18,28.58
2013-07-19,29.01
2013-07-22,29.01
2013-07-23,29.01
2013-07-24,29.01
2013-07-25,29.01
2013-07-26,29.01
2013-07-29,29.01
2013-07-30,29.01
2013-07-31,28.110001
2013-08-01,28.129998999999998
2013-08-02,28.129998999999998
2013-08-05,27.280001000000002
2013-08-06,27.780001000000002
2013-08-07,27.76
2013-08-08,27.76
2013-08-09,27.76
2013-08-12,27.76
2013-08-13,27.76
2013-08-14,28.469998999999998
2013-08-15,28.469998999999998
2013-08-16,28.469998999999998
2013-08-19,28.469998999999998
2013-08-20,28.469998999999998
2013-08-21,27.67
2013-08-22,27.67
2013-08-23,27.67
2013-08-26,27.67
2013-08-27,27.67
2013-08-28,27.67
2013-08-29,27.67
2013-08-30,27.67
2013-09-03,27.67
2013-09-04,28.540001
2013-09-05,28.540001
2013-09-06,28.77
2013-09-09,28.99
2013-09-10,29.459999
2013-09-11,29.790001
2013-09-12,29.790001
2013-09-13,29.790001
2013-09-16,29.799999
2013-09-17,29.799999
2013-09-18,30.24
2013-09-19,30.35
2013-09-20,30.35
2013-09-23,30.35
2013-09-24,30.32
2013-09-25,30.32
2013-09-26,30.32
2013-09-27,30.889999
2013-09-30,30.280001000000002
2013-10-01,30.280001000000002
2013-10-02,30.32
2013-10-03,30.32
2013-10-04,30.32
2013-10-07,30.32
2013-10-08,29.92
2013-10-09,29.92
2013-10-10,30.09
2013-10-11,30.09
2013-10-14,30.09
2013-10-15,30.27
2013-10-16,30.27
2013-10-17,31.09
2013-10-18,31.09
2013-10-21,31.09
2013-10-22,31.09
2013-10-23,31.09
2013-10-24,31.610001
2013-10-25,31.610001
2013-10-28,31.700001
2013-10-29,31.700001
2013-10-30,31.700001
2013-10-31,31.700001
2013-11-01,31.700001
2013-11-04,31.99
2013-11-05,31.99
2013-11-06,31.5
2013-11-07,31.5
2013-11-08,31.5
2013-11-11,31.5
2013-11-12,31.5
2013-11-13,31.5
2013-11-14,32.509997999999996
2013-11-15,32.509997999999996
2013-11-18,32.830002
2013-11-19,32.830002
2013-11-20,32.830002
2013-11-21,32.84
2013-11-22,32.619999
2013-11-25,32.619999
2013-11-26,32.619999
2013-11-27,32.619999
2013-11-29,32.619999
2013-12-02,32.619999
2013-12-03,32.439999
2013-12-04,32.439999
2013-12-05,32.439999
2013-12-06,35.43
2013-12-09,35.43
2013-12-10,35.43
2013-12-11,35.279999
2013-12-12,35.279999
2013-12-13,35.279999
2013-12-16,35.279999
2013-12-17,35.700001
2013-12-18,35.43
2013-12-19,35.43
2013-12-20,35.52
2013-12-23,35.52
2013-12-24,35.52
2013-12-26,35.52
2013-12-27,35.52
2013-12-30,36.099998
2013-12-31,36.5
2014-01-02,35.939999
2014-01-03,36.09
2014-01-06,36.09
2014-01-07,36.07
2014-01-08,36.07
2014-01-09,35.0
2014-01-10,34.880001
2014-01-13,34.880001
2014-01-14,34.5
2014-01-15,34.66
2014-01-16,34.84
2014-01-17,34.84
2014-01-21,34.330002
2014-01-22,34.419998
2014-01-23,33.849998
2014-01-24,33.400002
2014-01-27,33.02
2014-01-28,33.130001
2014-01-29,33.130001
2014-01-30,32.630001
2014-01-31,32.630001
2014-02-03,32.630001
2014-02-04,32.41
2014-02-05,32.41
2014-02-06,32.41
2014-02-07,33.07
2014-02-10,33.07
2014-02-11,33.07
2014-02-12,32.869999
2014-02-13,33.119999
2014-02-14,33.240002000000004
2014-02-18,33.110001000000004
2014-02-19,33.110001000000004
2014-02-20,32.669998
2014-02-21,32.669998
2014-02-24,32.939999
2014-02-25,32.82
2014-02-26,32.459998999999996
2014-02-27,32.459998999999996
2014-02-28,32.459998999999996
2014-03-03,32.459998999999996
2014-03-04,32.459998999999996
2014-03-05,33.32
2014-03-06,33.740002000000004
2014-03-07,33.740002000000004
2014-03-10,32.279999
2014-03-11,32.279999
2014-03-12,32.279999
2014-03-13,32.060001
2014-03-14,31.91
2014-03-17,31.91
2014-03-18,31.91
2014-03-19,31.799999
2014-03-20,32.330002
2014-03-21,32.330002
2014-03-24,32.950001
2014-03-25,33.130001
2014-03-26,33.130001
2014-03-27,32.700001
2014-03-28,33.119999
2014-03-31,33.380001
2014-04-01,34.029999
2014-04-02,34.029999
2014-04-03,34.189999
2014-04-04,34.580002
2014-04-07,33.990002000000004
2014-04-08,34.439999
2014-04-09,34.720001
2014-04-10,34.720001
2014-04-11,34.720001
2014-04-14,34.720001
2014-04-15,34.720001
2014-04-16,33.880001
2014-04-17,33.880001
2014-04-21,34.220001
2014-04-22,33.91
2014-04-23,33.700001
2014-04-24,33.700001
2014-04-25,33.700001
2014-04-28,33.75
2014-04-29,33.75
2014-04-30,33.75
2014-05-01,33.75
2014-05-02,33.970001
2014-05-05,33.939999
2014-05-06,33.939999
2014-05-07,33.939999
2014-05-08,34.279999
2014-05-09,34.279999
2014-05-12,34.279999
2014-05-13,34.279999
2014-05-14,34.279999
2014-05-15,33.759997999999996
2014-05-16,33.759997999999996
2014-05-19,33.759997999999996
2014-05-20,33.349998
2014-05-21,33.349998
2014-05-22,34.009997999999996
2014-05-23,34.200001
2014-05-27,34.009997999999996
2014-05-28,34.200001
2014-05-29,34.200001
2014-05-30,34.200001
2014-06-02,34.200001
2014-06-03,34.200001
2014-06-04,34.200001
2014-06-05,34.200001
2014-06-06,34.970001
2014-06-09,34.970001
2014-06-10,34.970001
2014-06-11,34.970001
2014-06-12,35.790001000000004
2014-06-13,35.889998999999996
2014-06-16,35.98
2014-06-17,35.98
2014-06-18,35.98
2014-06-19,36.049999
2014-06-20,36.0
2014-06-23,36.0
2014-06-24,36.549999
2014-06-25,36.549999
2014-06-26,36.66
2014-06-27,36.66
2014-06-30,36.66
2014-07-01,36.66
2014-07-02,37.639998999999996
2014-07-03,37.639998999999996
2014-07-07,37.639998999999996
2014-07-08,37.639998999999996
2014-07-09,37.639998999999996
2014-07-10,37.639998999999996
2014-07-11,37.639998999999996
2014-07-14,37.709998999999996
2014-07-15,37.709998999999996
2014-07-16,37.599998
