Date,FLO
1980-03-17,0.079
1980-03-18,0.077073
1980-03-19,0.078037
1980-03-20,0.078037
1980-03-21,0.078037
1980-03-24,0.07611
1980-03-25,0.077073
1980-03-26,0.07611
1980-03-27,0.075147
1980-03-28,0.075147
1980-03-31,0.078037
1980-04-01,0.077073
1980-04-02,0.078037
1980-04-03,0.077073
1980-04-07,0.07611
1980-04-08,0.079
1980-04-09,0.079
1980-04-10,0.079
1980-04-11,0.079
1980-04-14,0.078037
1980-04-15,0.078037
1980-04-16,0.077073
1980-04-17,0.078037
1980-04-18,0.078037
1980-04-21,0.080927
1980-04-22,0.083817
1980-04-23,0.084781
1980-04-24,0.091525
1980-04-25,0.091525
1980-04-28,0.090561
1980-04-29,0.088634
1980-04-30,0.088634
1980-05-01,0.088634
1980-05-02,0.088634
1980-05-05,0.08670800000000001
1980-05-06,0.085744
1980-05-07,0.082854
1980-05-08,0.082854
1980-05-09,0.084781
1980-05-12,0.08670800000000001
1980-05-13,0.090561
1980-05-14,0.087671
1980-05-15,0.084781
1980-05-16,0.08670800000000001
1980-05-19,0.088634
1980-05-20,0.08670800000000001
1980-05-21,0.087671
1980-05-22,0.087671
1980-05-23,0.08670800000000001
1980-05-27,0.088634
1980-05-28,0.088634
1980-05-29,0.088634
1980-05-30,0.088634
1980-06-02,0.088634
1980-06-03,0.084781
1980-06-04,0.08670800000000001
1980-06-05,0.089598
1980-06-06,0.090561
1980-06-09,0.090561
1980-06-10,0.091525
1980-06-11,0.091525
1980-06-12,0.090561
1980-06-13,0.092488
1980-06-16,0.09826900000000001
1980-06-17,0.10019600000000001
1980-06-18,0.104049
1980-06-19,0.10308599999999998
1980-06-20,0.102122
1980-06-23,0.102122
1980-06-24,0.102122
1980-06-25,0.101159
1980-06-26,0.10019600000000001
1980-06-27,0.101159
1980-06-30,0.10501300000000001
1980-07-01,0.105976
1980-07-02,0.105976
1980-07-03,0.10501300000000001
1980-07-07,0.106939
1980-07-08,0.107903
1980-07-09,0.114647
1980-07-10,0.111757
1980-07-11,0.111757
1980-07-14,0.11368299999999999
1980-07-15,0.11272
1980-07-16,0.111757
1980-07-17,0.11272
1980-07-18,0.11272
1980-07-21,0.11368299999999999
1980-07-22,0.11272
1980-07-23,0.111757
1980-07-24,0.111757
1980-07-25,0.111757
1980-07-28,0.110793
1980-07-29,0.10983
1980-07-30,0.110793
1980-07-31,0.107903
1980-08-01,0.11560999999999999
1980-08-04,0.11560999999999999
1980-08-05,0.11272
1980-08-06,0.11272
1980-08-07,0.114647
1980-08-08,0.114647
1980-08-11,0.11272
1980-08-12,0.114647
1980-08-13,0.11368299999999999
1980-08-14,0.11368299999999999
1980-08-15,0.110793
1980-08-18,0.11368299999999999
1980-08-19,0.110793
1980-08-20,0.11272
1980-08-21,0.11272
1980-08-22,0.111757
1980-08-25,0.111757
1980-08-26,0.110793
1980-08-27,0.10983
1980-08-28,0.110793
1980-08-29,0.106939
1980-09-02,0.107903
1980-09-03,0.11272
1980-09-04,0.11368299999999999
1980-09-05,0.11368299999999999
1980-09-08,0.11368299999999999
1980-09-09,0.11560999999999999
1980-09-10,0.114647
1980-09-11,0.12042699999999999
1980-09-12,0.12139100000000001
1980-09-15,0.12139100000000001
1980-09-16,0.12139100000000001
1980-09-17,0.11946400000000001
1980-09-18,0.12042699999999999
1980-09-19,0.12139100000000001
1980-09-22,0.12139100000000001
1980-09-23,0.12042699999999999
1980-09-24,0.12042699999999999
1980-09-25,0.12042699999999999
1980-09-26,0.11946400000000001
1980-09-29,0.1185
1980-09-30,0.11368299999999999
1980-10-01,0.11560999999999999
1980-10-02,0.11560999999999999
1980-10-03,0.11560999999999999
1980-10-06,0.1185
1980-10-07,0.125244
1980-10-08,0.125244
1980-10-09,0.126208
1980-10-10,0.125244
1980-10-13,0.126208
1980-10-14,0.125244
1980-10-15,0.126208
1980-10-16,0.127171
1980-10-17,0.12331800000000001
1980-10-20,0.125244
1980-10-21,0.12331800000000001
1980-10-22,0.126208
1980-10-23,0.12139100000000001
1980-10-24,0.11946400000000001
1980-10-27,0.12139100000000001
1980-10-28,0.11946400000000001
1980-10-29,0.1185
1980-10-30,0.12042699999999999
1980-10-31,0.12042699999999999
1980-11-03,0.12042699999999999
1980-11-05,0.12331800000000001
1980-11-06,0.12428099999999999
1980-11-07,0.12235399999999999
1980-11-10,0.12331800000000001
1980-11-11,0.12428099999999999
1980-11-12,0.12139100000000001
1980-11-13,0.11753699999999999
1980-11-14,0.116574
1980-11-17,0.11946400000000001
1980-11-18,0.11946400000000001
1980-11-19,0.116574
1980-11-20,0.116574
1980-11-21,0.11946400000000001
1980-11-24,0.11946400000000001
1980-11-25,0.1185
1980-11-26,0.11753699999999999
1980-11-28,0.11753699999999999
1980-12-01,0.116574
1980-12-02,0.11560999999999999
1980-12-03,0.114647
1980-12-04,0.116574
1980-12-05,0.114647
1980-12-08,0.11272
1980-12-09,0.106939
1980-12-10,0.108866
1980-12-11,0.108866
1980-12-12,0.111757
1980-12-15,0.105976
1980-12-16,0.107903
1980-12-17,0.10308599999999998
1980-12-18,0.10019600000000001
1980-12-19,0.09826900000000001
1980-12-22,0.105976
1980-12-23,0.104049
1980-12-24,0.104049
1980-12-26,0.105976
1980-12-29,0.107903
1980-12-30,0.107903
1980-12-31,0.107903
1981-01-02,0.108866
1981-01-05,0.10501300000000001
1981-01-06,0.106939
1981-01-07,0.099232
1981-01-08,0.09826900000000001
1981-01-09,0.099232
1981-01-12,0.10019600000000001
1981-01-13,0.099232
1981-01-14,0.09826900000000001
1981-01-15,0.09826900000000001
1981-01-16,0.102122
1981-01-19,0.10019600000000001
1981-01-20,0.10019600000000001
1981-01-21,0.102122
1981-01-22,0.10019600000000001
1981-01-23,0.099232
1981-01-26,0.09537799999999999
1981-01-27,0.09826900000000001
1981-01-28,0.09826900000000001
1981-01-29,0.10019600000000001
1981-01-30,0.101159
1981-02-02,0.10019600000000001
1981-02-03,0.099232
1981-02-04,0.10308599999999998
1981-02-05,0.105976
1981-02-06,0.106939
1981-02-09,0.10308599999999998
1981-02-10,0.10501300000000001
1981-02-11,0.106939
1981-02-12,0.105976
1981-02-13,0.106939
1981-02-17,0.104049
1981-02-18,0.102122
1981-02-19,0.102122
1981-02-20,0.102122
1981-02-23,0.102122
1981-02-24,0.104049
1981-02-25,0.101159
1981-02-26,0.101159
1981-02-27,0.102122
1981-03-02,0.099232
1981-03-03,0.102122
1981-03-04,0.10019600000000001
1981-03-05,0.10019600000000001
1981-03-06,0.10019600000000001
1981-03-09,0.099232
1981-03-10,0.099232
1981-03-11,0.10019600000000001
1981-03-12,0.10019600000000001
1981-03-13,0.102122
1981-03-16,0.102122
1981-03-17,0.102122
1981-03-18,0.11272
1981-03-19,0.108866
1981-03-20,0.11272
1981-03-23,0.11368299999999999
1981-03-24,0.114647
1981-03-25,0.11560999999999999
1981-03-26,0.11560999999999999
1981-03-27,0.114647
1981-03-30,0.11368299999999999
1981-03-31,0.111757
1981-04-01,0.11368299999999999
1981-04-02,0.11368299999999999
1981-04-03,0.11272
1981-04-06,0.110793
1981-04-07,0.11272
1981-04-08,0.11368299999999999
1981-04-09,0.116574
1981-04-10,0.12139100000000001
1981-04-13,0.12331800000000001
1981-04-14,0.126208
1981-04-15,0.12331800000000001
1981-04-16,0.12139100000000001
1981-04-20,0.116574
1981-04-21,0.114647
1981-04-22,0.114647
1981-04-23,0.11368299999999999
1981-04-24,0.114647
1981-04-27,0.11560999999999999
1981-04-28,0.12235399999999999
1981-04-29,0.12235399999999999
1981-04-30,0.12331800000000001
1981-05-01,0.12331800000000001
1981-05-04,0.12042699999999999
1981-05-05,0.1185
1981-05-06,0.11753699999999999
1981-05-07,0.114647
1981-05-08,0.11272
1981-05-11,0.11560999999999999
1981-05-12,0.11753699999999999
1981-05-13,0.12042699999999999
1981-05-14,0.12042699999999999
1981-05-15,0.12139100000000001
1981-05-18,0.12139100000000001
1981-05-19,0.12139100000000001
1981-05-20,0.12139100000000001
1981-05-21,0.12042699999999999
1981-05-22,0.12235399999999999
1981-05-26,0.126208
1981-05-27,0.138732
1981-05-28,0.13969600000000001
1981-05-29,0.13680499999999998
1981-06-01,0.13680499999999998
1981-06-02,0.138732
1981-06-03,0.138732
1981-06-04,0.137769
1981-06-05,0.13584200000000002
1981-06-08,0.132952
1981-06-09,0.129098
1981-06-10,0.131025
1981-06-11,0.129098
1981-06-12,0.128135
1981-06-15,0.133915
1981-06-16,0.133915
1981-06-17,0.133915
1981-06-18,0.13006099999999998
1981-06-19,0.13006099999999998
1981-06-22,0.13006099999999998
1981-06-23,0.13006099999999998
1981-06-24,0.131025
1981-06-25,0.131025
1981-06-26,0.13006099999999998
1981-06-29,0.129098
1981-06-30,0.129098
1981-07-01,0.131025
1981-07-02,0.13006099999999998
1981-07-06,0.129098
1981-07-07,0.129098
1981-07-08,0.129098
1981-07-09,0.13006099999999998
1981-07-10,0.13006099999999998
1981-07-13,0.131025
1981-07-14,0.128135
1981-07-15,0.129098
1981-07-16,0.129098
1981-07-17,0.13006099999999998
1981-07-20,0.131025
1981-07-21,0.125244
1981-07-22,0.125244
1981-07-23,0.127171
1981-07-24,0.125244
1981-07-27,0.125244
