Date,ABC
1996-05-03,4.65625
1996-05-06,4.625
1996-05-07,4.53125
1996-05-08,4.5625
1996-05-09,4.5625
1996-05-10,4.5625
1996-05-13,4.53125
1996-05-14,4.46875
1996-05-15,4.4375
1996-05-16,4.53125
1996-05-17,4.4375
1996-05-20,4.5625
1996-05-21,4.4375
1996-05-22,4.34375
1996-05-23,4.359375
1996-05-24,4.328125
1996-05-28,4.265625
1996-05-29,4.21875
1996-05-30,4.28125
1996-05-31,4.21875
1996-06-03,4.1875
1996-06-04,4.46875
1996-06-05,4.375
1996-06-06,4.28125
1996-06-07,4.203125
1996-06-10,4.25
1996-06-11,4.21875
1996-06-12,4.09375
1996-06-13,4.078125
1996-06-14,4.015625
1996-06-17,4.015625
1996-06-18,4.0625
1996-06-19,4.0625
1996-06-20,4.03125
1996-06-21,4.171875
1996-06-24,4.171875
1996-06-25,4.09375
1996-06-26,4.078125
1996-06-27,4.125
1996-06-28,4.15625
1996-07-01,4.09375
1996-07-02,4.0
1996-07-03,4.0
1996-07-05,3.921875
1996-07-08,3.828125
1996-07-09,3.984375
1996-07-10,3.953125
1996-07-11,3.84375
1996-07-12,3.859375
1996-07-15,3.65625
1996-07-16,3.5
1996-07-17,3.59375
1996-07-18,3.796875
1996-07-19,3.859375
1996-07-22,3.84375
1996-07-23,3.796875
1996-07-24,3.78125
1996-07-25,3.8125
1996-07-26,3.953125
1996-07-29,4.15625
1996-07-30,4.1875
1996-07-31,4.296875
1996-08-01,4.265625
1996-08-02,4.3125
1996-08-05,4.34375
1996-08-06,4.34375
1996-08-07,4.421875
1996-08-08,4.421875
1996-08-09,4.390625
1996-08-12,4.328125
1996-08-13,4.25
1996-08-14,4.34375
1996-08-15,4.296875
1996-08-16,4.359375
1996-08-19,4.34375
1996-08-20,4.34375
1996-08-21,4.375
1996-08-22,4.375
1996-08-23,4.453125
1996-08-26,4.5
1996-08-27,4.609375
1996-08-28,4.765625
1996-08-29,4.75
1996-08-30,4.765625
1996-09-03,4.78125
1996-09-04,4.875
1996-09-05,4.921875
1996-09-06,4.765625
1996-09-09,4.65625
1996-09-10,4.78125
1996-09-11,4.84375
1996-09-12,4.9375
1996-09-13,4.875
1996-09-16,4.84375
1996-09-17,4.859375
1996-09-18,4.90625
1996-09-19,4.890625
1996-09-20,4.921875
1996-09-23,5.203125
1996-09-24,5.1875
1996-09-25,5.234375
1996-09-26,5.40625
1996-09-27,5.375
1996-09-30,5.5625
1996-10-01,5.5625
1996-10-02,5.5
1996-10-03,5.3125
1996-10-04,5.171875
1996-10-07,5.125
1996-10-08,5.09375
1996-10-09,5.078125
1996-10-10,5.109375
1996-10-11,5.125
1996-10-14,5.109375
1996-10-15,5.0625
1996-10-16,5.078125
1996-10-17,5.140625
1996-10-18,5.28125
1996-10-21,5.375
1996-10-22,5.359375
1996-10-23,5.453125
1996-10-24,5.3125
1996-10-25,5.40625
1996-10-28,5.421875
1996-10-29,5.296875
1996-10-30,5.390625
1996-10-31,5.296875
1996-11-01,5.234375
1996-11-04,5.1875
1996-11-05,5.234375
1996-11-06,5.265625
1996-11-07,5.203125
1996-11-08,5.15625
1996-11-11,5.015625
1996-11-12,4.984375
1996-11-13,5.015625
1996-11-14,4.984375
1996-11-15,5.015625
1996-11-18,4.984375
1996-11-19,4.921875
1996-11-20,4.921875
1996-11-21,4.796875
1996-11-22,4.796875
1996-11-25,4.78125
1996-11-26,4.734375
1996-11-27,4.921875
1996-11-29,4.921875
1996-12-02,5.03125
1996-12-03,5.25
1996-12-04,5.234375
1996-12-05,5.34375
1996-12-06,5.375
1996-12-09,5.40625
1996-12-10,5.640625
1996-12-11,5.375
1996-12-12,5.515625
1996-12-13,5.421875
1996-12-16,5.28125
1996-12-17,5.28125
1996-12-18,5.40625
1996-12-19,5.34375
1996-12-20,5.375
1996-12-23,5.421875
1996-12-24,5.40625
1996-12-26,5.40625
1996-12-27,5.46875
1996-12-30,5.59375
1996-12-31,6.03125
1997-01-02,5.6875
1997-01-03,5.71875
1997-01-06,5.734375
1997-01-07,5.734375
1997-01-08,5.640625
1997-01-09,5.5625
1997-01-10,5.78125
1997-01-13,5.765625
1997-01-14,5.5
1997-01-15,5.5625
1997-01-16,5.546875
1997-01-17,5.515625
1997-01-20,5.5625
1997-01-21,5.5625
1997-01-22,5.640625
1997-01-23,5.5
1997-01-24,5.53125
1997-01-27,5.4375
1997-01-28,5.5625
1997-01-29,5.96875
1997-01-30,6.0
1997-01-31,6.125
1997-02-03,6.21875
1997-02-04,6.40625
1997-02-05,6.34375
1997-02-06,6.359375
1997-02-07,6.296875
1997-02-10,6.25
1997-02-11,6.078125
1997-02-12,5.9375
1997-02-13,5.875
1997-02-14,5.78125
1997-02-18,6.015625
1997-02-19,5.921875
1997-02-20,5.828125
1997-02-21,6.15625
1997-02-24,6.1875
1997-02-25,6.25
1997-02-26,6.171875
1997-02-27,6.265625
1997-02-28,6.296875
1997-03-03,6.265625
1997-03-04,6.34375
1997-03-05,6.40625
1997-03-06,6.546875
1997-03-07,6.625
1997-03-10,6.53125
1997-03-11,6.5625
1997-03-12,6.515625
1997-03-13,6.546875
1997-03-14,6.5
1997-03-17,6.421875
1997-03-18,6.546875
1997-03-19,6.421875
1997-03-20,6.359375
1997-03-21,6.1875
1997-03-24,5.96875
1997-03-25,5.875
1997-03-26,5.8125
1997-03-27,5.875
1997-03-31,5.46875
1997-04-01,5.71875
1997-04-02,5.65625
1997-04-03,5.59375
1997-04-04,5.46875
1997-04-07,5.578125
1997-04-08,5.5
1997-04-09,5.515625
1997-04-10,5.515625
1997-04-11,5.4375
1997-04-14,5.578125
1997-04-15,5.75
1997-04-16,5.6875
1997-04-17,5.703125
1997-04-18,5.6875
1997-04-21,5.71875
1997-04-22,5.71875
1997-04-23,5.671875
1997-04-24,5.65625
1997-04-25,5.65625
1997-04-28,5.65625
1997-04-29,5.765625
1997-04-30,5.578125
1997-05-01,5.578125
1997-05-02,5.625
1997-05-05,5.625
1997-05-06,5.578125
1997-05-07,5.46875
1997-05-08,5.484375
1997-05-09,5.421875
1997-05-12,5.515625
1997-05-13,5.46875
1997-05-14,5.5
1997-05-15,5.4375
1997-05-16,5.359375
1997-05-19,5.296875
1997-05-20,5.390625
1997-05-21,5.453125
1997-05-22,5.359375
1997-05-23,5.296875
1997-05-27,5.1875
1997-05-28,5.1875
1997-05-29,5.3125
1997-05-30,5.328125
1997-06-02,5.484375
1997-06-03,5.5
1997-06-04,5.453125
1997-06-05,5.4375
1997-06-06,5.453125
1997-06-09,5.625
1997-06-10,5.765625
1997-06-11,5.859375
1997-06-12,5.8125
1997-06-13,5.90625
1997-06-16,6.09375
1997-06-17,6.15625
1997-06-18,6.25
1997-06-19,6.34375
1997-06-20,6.21875
1997-06-23,6.109375
1997-06-24,6.203125
1997-06-25,5.992188
1997-06-26,5.929688
1997-06-27,5.796875
1997-06-30,6.234375
1997-07-01,6.046875
1997-07-02,6.078125
1997-07-03,6.140625
1997-07-07,6.109375
1997-07-08,6.03125
1997-07-09,6.054688
1997-07-10,6.054688
1997-07-11,6.0625
1997-07-14,6.09375
1997-07-15,6.125
1997-07-16,6.039063
1997-07-17,6.101563
1997-07-18,6.09375
1997-07-21,5.898438
1997-07-22,5.796875
1997-07-23,5.90625
1997-07-24,5.875
1997-07-25,5.867188
1997-07-28,5.9375
1997-07-29,5.984375
1997-07-30,5.851563
1997-07-31,5.875
1997-08-01,6.078125
1997-08-04,6.09375
1997-08-05,6.15625
1997-08-06,5.976563
1997-08-07,6.015625
1997-08-08,5.796875
1997-08-11,5.875
1997-08-12,5.890625
1997-08-13,5.9375
1997-08-14,6.0625
1997-08-15,5.96875
1997-08-18,6.039063
1997-08-19,6.164063
1997-08-20,6.164063
1997-08-21,6.132813
1997-08-22,6.171875
1997-08-25,6.140625
1997-08-26,5.9375
1997-08-27,6.09375
1997-08-28,6.15625
1997-08-29,6.257813
1997-09-02,6.351563
1997-09-03,6.40625
1997-09-04,6.46875
1997-09-05,6.5703130000000005
1997-09-08,6.625
1997-09-09,6.625
1997-09-10,6.6484380000000005
1997-09-11,6.6171880000000005
1997-09-12,6.9921880000000005
1997-09-15,6.8984380000000005
1997-09-16,6.9375
1997-09-17,6.984375
1997-09-18,6.890625
1997-09-19,6.734375
1997-09-22,6.7109380000000005
1997-09-23,7.53125
1997-09-24,7.4921880000000005
1997-09-25,7.4921880000000005
1997-09-26,7.4375
1997-09-29,7.4375
1997-09-30,7.3046880000000005
1997-10-01,7.25
1997-10-02,7.296875
1997-10-03,7.3359380000000005
1997-10-06,7.2421880000000005
1997-10-07,7.3359380000000005
1997-10-08,7.5625
1997-10-09,7.71875
1997-10-10,7.609375
1997-10-13,7.6953130000000005
1997-10-14,7.75
1997-10-15,7.703125
1997-10-16,7.625
1997-10-17,7.5078130000000005
1997-10-20,7.3828130000000005
1997-10-21,7.3984380000000005
1997-10-22,7.421875
1997-10-23,7.359375
1997-10-24,7.4609380000000005
1997-10-27,7.1953130000000005
1997-10-28,7.1953130000000005
1997-10-29,7.375
1997-10-30,7.3125
1997-10-31,7.4375
1997-11-03,7.515625
1997-11-04,7.375
1997-11-05,7.5
1997-11-06,7.6796880000000005
1997-11-07,7.5234380000000005
1997-11-10,7.5390630000000005
1997-11-11,7.46875
1997-11-12,7.40625
1997-11-13,7.578125
1997-11-14,7.90625
1997-11-17,7.78125
1997-11-18,7.84375
1997-11-19,7.921875
1997-11-20,7.9296880000000005
1997-11-21,7.96875
1997-11-24,7.9375
1997-11-25,7.8984380000000005
1997-11-26,7.953125
1997-11-28,8.09375
1997-12-01,8.078125
1997-12-02,8.007813
1997-12-03,8.15625
1997-12-04,8.203125
1997-12-05,7.9765630000000005
1997-12-08,7.625
1997-12-09,7.3984380000000005
1997-12-10,7.328125
1997-12-11,7.1796880000000005
1997-12-12,7.1796880000000005
1997-12-15,7.1328130000000005
1997-12-16,7.09375
1997-12-17,6.9609380000000005
1997-12-18,6.75
1997-12-19,6.7421880000000005
1997-12-22,6.875
1997-12-23,6.84375
1997-12-24,6.734375
1997-12-26,6.703125
1997-12-29,6.7578130000000005
1997-12-30,7.09375
1997-12-31,7.28125
1998-01-02,7.2265630000000005
1998-01-05,7.171875
1998-01-06,7.0390630000000005
1998-01-07,7.109375
1998-01-08,7.1484380000000005
1998-01-09,6.921875
1998-01-12,6.71875
1998-01-13,6.828125
1998-01-14,6.9609380000000005
1998-01-15,7.1328130000000005
1998-01-16,7.2421880000000005
1998-01-20,7.09375
1998-01-21,7.2734380000000005
1998-01-22,7.25
1998-01-23,7.0859380000000005
1998-01-26,7.203125
1998-01-27,7.03125
1998-01-28,7.1953130000000005
1998-01-29,7.125
1998-01-30,7.078125
1998-02-02,7.296875
1998-02-03,7.2421880000000005
1998-02-04,7.2578130000000005
1998-02-05,7.34375
1998-02-06,7.53125
1998-02-09,7.4921880000000005
1998-02-10,7.265625
1998-02-11,7.375
1998-02-12,7.4453130000000005
1998-02-13,7.5
1998-02-17,7.671875
1998-02-18,7.6875
1998-02-19,7.7734380000000005
1998-02-20,7.578125
1998-02-23,7.921875
1998-02-24,7.5234380000000005
1998-02-25,7.3203130000000005
1998-02-26,7.296875
1998-02-27,7.3125
1998-03-02,7.1796880000000005
1998-03-03,7.09375
1998-03-04,7.2109380000000005
1998-03-05,7.2734380000000005
1998-03-06,7.4296880000000005
1998-03-09,7.4609380000000005
1998-03-10,7.40625
1998-03-11,7.4609380000000005
1998-03-12,7.578125
1998-03-13,7.4375
1998-03-16,7.484375
1998-03-17,7.46875
1998-03-18,7.3671880000000005
1998-03-19,7.4609380000000005
1998-03-20,7.375
1998-03-23,7.3671880000000005
1998-03-24,7.375
1998-03-25,7.4296880000000005
1998-03-26,7.3515630000000005
1998-03-27,7.375
1998-03-30,7.3125
1998-03-31,7.515625
1998-04-01,7.765625
1998-04-02,7.8828130000000005
1998-04-03,7.875
1998-04-06,7.7890630000000005
1998-04-07,7.7734380000000005
1998-04-08,7.703125
1998-04-09,7.6171880000000005
1998-04-13,7.671875
1998-04-14,7.59375
1998-04-15,7.59375
1998-04-16,7.6171880000000005
1998-04-17,7.609375
1998-04-20,7.546875
1998-04-21,7.359375
1998-04-22,7.4140630000000005
1998-04-23,7.390625
1998-04-24,7.3203130000000005
1998-04-27,7.0625
1998-04-28,7.015625
1998-04-29,6.84375
1998-04-30,6.8125
1998-05-01,6.9140630000000005
1998-05-04,6.953125
1998-05-05,6.9375
1998-05-06,6.828125
1998-05-07,6.796875
1998-05-08,6.71875
1998-05-11,6.7265630000000005
1998-05-12,6.6875
1998-05-13,6.6796880000000005
1998-05-14,6.6171880000000005
1998-05-15,6.59375
1998-05-18,6.5
1998-05-19,6.453125
1998-05-20,6.421875
1998-05-21,6.375
1998-05-22,6.421875
1998-05-26,6.523438
1998-05-27,6.382813
1998-05-28,6.65625
1998-05-29,6.796875
1998-06-01,6.671875
1998-06-02,6.625
1998-06-03,6.5703130000000005
1998-06-04,6.5
1998-06-05,6.523438
1998-06-08,6.625
1998-06-09,6.7109380000000005
1998-06-10,6.7578130000000005
1998-06-11,6.8125
1998-06-12,7.1953130000000005
1998-06-15,7.0078130000000005
1998-06-16,7.3125
1998-06-17,7.625
1998-06-18,7.8359380000000005
1998-06-19,7.625
1998-06-22,7.5
1998-06-23,7.359375
1998-06-24,7.46875
1998-06-25,7.6953130000000005
1998-06-26,7.7890630000000005
1998-06-29,7.8515630000000005
1998-06-30,8.210938
1998-07-01,8.929688
1998-07-02,8.875
1998-07-06,9.109375
1998-07-07,9.242188
1998-07-08,9.0
1998-07-09,8.257813
1998-07-10,8.484375
1998-07-13,8.664063
1998-07-14,8.421875
1998-07-15,9.0
1998-07-16,9.375
1998-07-17,8.945313
1998-07-20,8.726563
1998-07-21,8.460938
1998-07-22,8.929688
1998-07-23,8.40625
1998-07-24,8.4375
1998-07-27,9.59375
1998-07-28,9.367188
1998-07-29,9.09375
1998-07-30,9.289063
1998-07-31,9.515625
1998-08-03,7.0
1998-08-04,6.359375
1998-08-05,6.257813
1998-08-06,6.335938
1998-08-07,6.507813
1998-08-10,6.34375
1998-08-11,6.09375
1998-08-12,6.0
1998-08-13,6.0
1998-08-14,6.164063
1998-08-17,6.460938
1998-08-18,6.515625
1998-08-19,6.5703130000000005
1998-08-20,6.625
1998-08-21,6.546875
1998-08-24,6.5703130000000005
1998-08-25,6.625
1998-08-26,6.6171880000000005
1998-08-27,6.40625
1998-08-28,6.1875
1998-08-31,5.882813
1998-09-01,5.765625
1998-09-02,5.71875
1998-09-03,5.679688
1998-09-04,6.03125
1998-09-08,6.0625
1998-09-09,6.34375
1998-09-10,6.5
1998-09-11,6.6796880000000005
1998-09-14,6.875
1998-09-15,6.96875
1998-09-16,6.96875
1998-09-17,6.9375
1998-09-18,7.0
1998-09-21,7.28125
1998-09-22,7.3828130000000005
1998-09-23,7.671875
1998-09-24,7.671875
1998-09-25,7.4375
1998-09-28,6.9921880000000005
1998-09-29,7.1328130000000005
1998-09-30,6.8046880000000005
1998-10-01,6.8828130000000005
1998-10-02,6.828125
1998-10-05,6.7109380000000005
1998-10-06,6.539063
1998-10-07,6.148438
1998-10-08,6.1875
1998-10-09,6.6015630000000005
1998-10-12,6.8046880000000005
1998-10-13,6.90625
1998-10-14,6.9609380000000005
1998-10-15,7.046875
1998-10-16,7.296875
1998-10-19,7.234375
1998-10-20,7.1796880000000005
1998-10-21,7.078125
1998-10-22,7.1640630000000005
1998-10-23,7.1171880000000005
1998-10-26,6.9921880000000005
1998-10-27,6.875
1998-10-28,6.890625
1998-10-29,6.734375
1998-10-30,6.5546880000000005
1998-11-02,6.71875
1998-11-03,7.2578130000000005
1998-11-04,7.6328130000000005
1998-11-05,7.609375
1998-11-06,7.765625
1998-11-09,8.054688
1998-11-10,8.03125
1998-11-11,7.9609380000000005
1998-11-12,7.90625
1998-11-13,7.78125
1998-11-16,7.859375
1998-11-17,7.828125
1998-11-18,7.828125
1998-11-19,7.9765630000000005
1998-11-20,7.953125
1998-11-23,7.984375
1998-11-24,8.0
1998-11-25,8.132813
1998-11-27,8.140625
1998-11-30,8.0
1998-12-01,7.9921880000000005
1998-12-02,7.9921880000000005
1998-12-03,7.96875
1998-12-04,8.023438
1998-12-07,7.90625
1998-12-08,7.9296880000000005
1998-12-09,7.921875
1998-12-10,7.8515630000000005
1998-12-11,7.90625
1998-12-14,7.6484380000000005
1998-12-15,7.609375
1998-12-16,7.5703130000000005
1998-12-17,7.5625
1998-12-18,7.5859380000000005
1998-12-21,7.46875
1998-12-22,7.5234380000000005
1998-12-23,7.515625
1998-12-24,7.4921880000000005
1998-12-28,7.5
1998-12-29,7.5
1998-12-30,7.6484380000000005
1998-12-31,8.125
1999-01-04,8.953125
1999-01-05,8.820313
1999-01-06,8.867188
1999-01-07,9.25
1999-01-08,8.9375
1999-01-11,9.171875
1999-01-12,9.851563
1999-01-13,9.898438
1999-01-14,9.84375
1999-01-15,9.9375
1999-01-19,9.984375
1999-01-20,10.109375
1999-01-21,10.132813
1999-01-22,10.085938
1999-01-25,10.0
1999-01-26,9.703125
1999-01-27,9.375
1999-01-28,9.4375
1999-01-29,9.6875
1999-02-01,9.75
1999-02-02,9.71875
1999-02-03,9.648438
1999-02-04,9.671875
1999-02-05,9.5625
1999-02-08,9.265625
1999-02-09,9.0
1999-02-10,9.203125
1999-02-11,9.445313
1999-02-12,9.390625
1999-02-16,9.359375
1999-02-17,9.203125
1999-02-18,9.117188
1999-02-19,9.015625
1999-02-22,9.140625
1999-02-23,9.265625
1999-02-24,9.203125
1999-02-25,9.117188
1999-02-26,9.328125
1999-03-01,9.34375
1999-03-02,9.328125
1999-03-03,9.398438
1999-03-04,9.40625
1999-03-05,9.539063
1999-03-08,9.507813
1999-03-09,9.5
1999-03-10,9.5
1999-03-11,9.320313
1999-03-12,9.265625
1999-03-15,8.992188
1999-03-16,9.046875
1999-03-17,9.078125
1999-03-18,9.09375
1999-03-19,9.046875
1999-03-22,8.890625
1999-03-23,8.570313
1999-03-24,8.578125
1999-03-25,8.765625
1999-03-26,8.625
1999-03-29,8.625
1999-03-30,8.4375
1999-03-31,8.546875
1999-04-01,8.4375
1999-04-05,8.0625
1999-04-06,7.484375
1999-04-07,7.234375
1999-04-08,6.5625
1999-04-09,7.09375
1999-04-12,7.140625
1999-04-13,7.359375
1999-04-14,7.625
1999-04-15,8.0625
1999-04-16,7.8125
1999-04-19,7.765625
1999-04-20,7.859375
1999-04-21,7.640625
1999-04-22,7.75
1999-04-23,7.8125
1999-04-26,7.5625
1999-04-27,7.75
1999-04-28,7.421875
1999-04-29,7.171875
1999-04-30,6.921875
1999-05-03,7.59375
1999-05-04,7.625
1999-05-05,7.546875
1999-05-06,7.5625
1999-05-07,7.875
1999-05-10,7.578125
1999-05-11,7.53125
1999-05-12,7.5
1999-05-13,7.734375
1999-05-14,7.59375
1999-05-17,7.5
1999-05-18,7.546875
1999-05-19,7.734375
1999-05-20,7.53125
1999-05-21,7.609375
1999-05-24,7.46875
1999-05-25,7.75
1999-05-26,7.5
1999-05-27,7.390625
1999-05-28,7.390625
1999-06-01,7.296875
1999-06-02,7.0625
1999-06-03,7.125
1999-06-04,7.125
1999-06-07,7.0625
1999-06-08,7.25
1999-06-09,7.125
1999-06-10,7.0
1999-06-11,6.984375
1999-06-14,6.6875
1999-06-15,6.625
1999-06-16,6.75
1999-06-17,6.25
1999-06-18,6.5
1999-06-21,6.53125
1999-06-22,6.484375
1999-06-23,6.5625
1999-06-24,6.375
1999-06-25,6.3125
1999-06-28,6.5
1999-06-29,6.46875
1999-06-30,6.375
1999-07-01,6.5
1999-07-02,6.5
1999-07-06,6.328125
1999-07-07,6.3125
1999-07-08,6.453125
1999-07-09,6.671875
1999-07-12,6.71875
1999-07-13,6.71875
1999-07-14,7.046875
1999-07-15,7.09375
1999-07-16,7.15625
1999-07-19,7.125
1999-07-20,7.078125
1999-07-21,7.125
1999-07-22,7.09375
1999-07-23,6.90625
1999-07-26,6.34375
1999-07-27,6.28125
1999-07-28,5.9375
1999-07-29,6.375
1999-07-30,7.0
1999-08-02,7.203125
1999-08-03,6.984375
1999-08-04,6.65625
1999-08-05,6.484375
1999-08-06,6.3125
1999-08-09,6.375
1999-08-10,6.375
1999-08-11,6.40625
1999-08-12,6.4375
1999-08-13,6.4375
1999-08-16,6.515625
1999-08-17,6.640625
1999-08-18,6.96875
1999-08-19,7.046875
1999-08-20,6.734375
1999-08-23,6.75
1999-08-24,6.71875
1999-08-25,6.671875
1999-08-26,6.640625
1999-08-27,6.625
1999-08-30,6.609375
1999-08-31,6.453125
1999-09-01,6.65625
1999-09-02,6.546875
1999-09-03,6.609375
1999-09-07,6.546875
1999-09-08,6.53125
1999-09-09,6.4375
1999-09-10,6.328125
1999-09-13,6.1875
1999-09-14,6.09375
1999-09-15,6.046875
1999-09-16,6.109375
1999-09-17,6.140625
1999-09-20,5.765625
1999-09-21,5.8125
1999-09-22,5.828125
1999-09-23,6.03125
1999-09-24,6.15625
1999-09-27,6.15625
1999-09-28,6.0
1999-09-29,6.125
1999-09-30,5.921875
1999-10-01,5.90625
1999-10-04,5.5625
1999-10-05,5.5
1999-10-06,5.4375
1999-10-07,4.75
1999-10-08,5.234375
1999-10-11,4.96875
1999-10-12,4.71875
1999-10-13,4.5
1999-10-14,4.453125
