Date,AFSI
2013-05-14,14.4318
2013-05-15,14.5773
2013-05-16,14.6955
2013-05-17,14.6727
2013-05-20,14.6545
2013-05-21,14.6591
2013-05-22,14.2273
2013-05-23,14.6545
2013-05-24,14.7727
2013-05-28,14.9455
2013-05-29,15.2409
2013-05-30,15.2545
2013-05-31,15.0136
2013-06-03,14.8864
2013-06-04,14.5864
2013-06-05,14.8
2013-06-06,14.9409
2013-06-07,15.0409
2013-06-10,15.0818
2013-06-11,15.0864
2013-06-12,15.1864
2013-06-13,15.5409
2013-06-14,15.8182
2013-06-17,16.186398999999998
2013-06-18,16.5818
2013-06-19,16.3864
2013-06-20,16.186398999999998
2013-06-21,16.227301
2013-06-24,15.4182
2013-06-25,15.5909
2013-06-26,15.8682
2013-06-27,15.9364
2013-06-28,16.227301
2013-07-01,16.968201
2013-07-02,16.9091
2013-07-03,17.022699
2013-07-05,17.8909
2013-07-08,17.7045
2013-07-09,17.727301
2013-07-10,17.513599
2013-07-11,17.7318
2013-07-12,17.8409
2013-07-15,18.2136
2013-07-16,18.0455
2013-07-17,17.9636
2013-07-18,18.1409
2013-07-19,18.799999
2013-07-22,18.836399
2013-07-23,18.3545
2013-07-24,18.336399
2013-07-25,18.736401
2013-07-26,18.690901
2013-07-29,18.5909
2013-07-30,18.781799
2013-07-31,18.922701
2013-08-01,19.0455
2013-08-02,18.7864
2013-08-05,18.8773
2013-08-06,19.1409
2013-08-07,19.1273
2013-08-08,19.263599
2013-08-09,19.504499
2013-08-12,19.654498999999998
2013-08-13,19.8545
2013-08-14,20.1591
2013-08-15,20.077299
2013-08-16,20.16
2013-08-19,19.625
2013-08-20,19.35
2013-08-21,19.129998999999998
2013-08-22,19.094998999999998
2013-08-23,18.885
2013-08-26,18.75
2013-08-27,18.215
2013-08-28,18.16
2013-08-29,18.24
2013-08-30,17.860001
2013-09-03,17.915001
2013-09-04,17.629998999999998
2013-09-05,17.559998999999998
2013-09-06,17.459999
2013-09-09,17.360001
2013-09-10,17.34
2013-09-11,17.424999
2013-09-12,18.0
2013-09-13,18.129998999999998
2013-09-16,18.525
2013-09-17,18.684998999999998
2013-09-18,19.485001
2013-09-19,19.9
2013-09-20,19.174999
2013-09-23,19.040001
2013-09-24,19.290001
2013-09-25,19.42
2013-09-26,19.84
2013-09-27,19.52
2013-09-30,19.502501000000002
2013-10-01,19.295
2013-10-02,19.190001000000002
2013-10-03,19.120001000000002
2013-10-04,19.24
2013-10-07,19.084999
2013-10-08,18.555
2013-10-09,17.475
2013-10-10,18.094998999999998
2013-10-11,17.65
2013-10-14,18.184998999999998
2013-10-15,18.285
2013-10-16,18.68
2013-10-17,19.25
2013-10-18,19.475
2013-10-21,19.629998999999998
2013-10-22,19.445
2013-10-23,19.389999
2013-10-24,19.645
2013-10-25,19.23
2013-10-28,19.375
2013-10-29,19.545
2013-10-30,19.334999
2013-10-31,19.18
2013-11-01,18.535
2013-11-04,18.525
2013-11-05,20.375
2013-11-06,20.205
2013-11-07,19.715
2013-11-08,20.219998999999998
2013-11-11,20.014999
2013-11-12,20.055
2013-11-13,20.275
2013-11-14,20.5
2013-11-15,20.395
2013-11-18,20.475
2013-11-19,20.469998999999998
2013-11-20,20.174999
2013-11-21,20.49
2013-11-22,20.627501000000002
2013-11-25,20.805
2013-11-26,20.889999
2013-11-27,20.865
2013-11-29,20.905001000000002
2013-12-02,20.559998999999998
2013-12-03,20.139999
2013-12-04,20.355
2013-12-05,20.215
2013-12-06,20.530001000000002
2013-12-09,20.424999
2013-12-10,20.209999
2013-12-11,19.15
2013-12-12,16.834999
2013-12-13,16.82
2013-12-16,17.625
2013-12-17,16.355
2013-12-18,14.31
2013-12-19,14.755
2013-12-20,15.705
2013-12-23,15.41
2013-12-24,15.695
2013-12-26,16.17
2013-12-27,16.264999
2013-12-30,16.379998999999998
2013-12-31,16.344998999999998
2014-01-02,16.559998999999998
2014-01-03,16.85
2014-01-06,17.32
2014-01-07,17.620001000000002
2014-01-08,17.355
2014-01-09,17.594998999999998
2014-01-10,17.405001000000002
2014-01-13,16.065001000000002
2014-01-14,16.855
2014-01-15,16.59
2014-01-16,16.495001000000002
2014-01-17,16.514999
2014-01-21,16.665001
2014-01-22,16.309998999999998
2014-01-23,16.58
2014-01-24,16.245001000000002
2014-01-27,16.184998999999998
2014-01-28,16.455
2014-01-29,15.92
2014-01-30,16.275
2014-01-31,16.139999
2014-02-03,15.77
2014-02-04,15.845
2014-02-05,15.635
2014-02-06,15.915
2014-02-07,16.434998999999998
2014-02-10,15.525
2014-02-11,15.375
2014-02-12,15.5
2014-02-13,17.1175
2014-02-14,16.665001
2014-02-18,16.98
2014-02-19,17.5
2014-02-20,17.575001
2014-02-21,17.66
2014-02-24,17.844998999999998
2014-02-25,18.08
2014-02-26,18.355
2014-02-27,18.655001000000002
2014-02-28,18.9
2014-03-03,18.485001
2014-03-04,19.184998999999998
2014-03-05,19.08
2014-03-06,18.985001
2014-03-07,18.815001000000002
2014-03-10,18.785
2014-03-11,18.805
2014-03-12,18.870001000000002
2014-03-13,18.625
2014-03-14,18.790001
2014-03-17,18.895
2014-03-18,18.955
2014-03-19,18.91
2014-03-20,18.924999
2014-03-21,19.434998999999998
2014-03-24,19.26
2014-03-25,19.584999
2014-03-26,19.025
2014-03-27,18.775
2014-03-28,18.565001000000002
2014-03-31,18.805
2014-04-01,18.495001000000002
2014-04-02,18.705
2014-04-03,18.865
2014-04-04,18.530001000000002
2014-04-07,18.205
2014-04-08,18.245001000000002
2014-04-09,18.639999
2014-04-10,18.27
2014-04-11,17.98
2014-04-14,17.955
2014-04-15,18.014999
2014-04-16,18.01
2014-04-17,18.219998999999998
2014-04-21,18.42
2014-04-22,18.77
2014-04-23,18.645
2014-04-24,18.799999
2014-04-25,18.530001000000002
2014-04-28,18.68
2014-04-29,18.825001
2014-04-30,19.334999
2014-05-01,20.955
2014-05-02,21.5
2014-05-05,21.639999
2014-05-06,21.594998999999998
2014-05-07,21.6
2014-05-08,21.620001000000002
2014-05-09,21.605
2014-05-12,22.059998999999998
2014-05-13,21.950001
2014-05-14,21.65
2014-05-15,21.565001000000002
2014-05-16,21.674999
2014-05-19,22.02
2014-05-20,22.115
2014-05-21,22.85
2014-05-22,23.105
2014-05-23,22.594998999999998
2014-05-27,22.450001
2014-05-28,22.370001000000002
2014-05-29,22.15
2014-05-30,21.35
2014-06-02,21.16
2014-06-03,20.745001000000002
2014-06-04,21.08
2014-06-05,21.004998999999998
2014-06-06,21.17
2014-06-09,21.344998999999998
2014-06-10,21.264999
2014-06-11,21.27
2014-06-12,21.195
2014-06-13,21.190001000000002
2014-06-16,21.26
2014-06-17,21.245001000000002
2014-06-18,21.225
2014-06-19,21.195
2014-06-20,21.26
2014-06-23,21.344998999999998
2014-06-24,21.370001000000002
2014-06-25,21.09
2014-06-26,20.85
2014-06-27,20.775
2014-06-30,20.905001000000002
2014-07-01,21.225
2014-07-02,21.145
2014-07-03,21.450001
2014-07-07,21.035
2014-07-08,20.665001
2014-07-09,20.65
2014-07-10,20.315001000000002
2014-07-11,20.615
2014-07-14,20.73
2014-07-15,20.645
2014-07-16,20.715
2014-07-17,20.684998999999998
2014-07-18,21.18
2014-07-21,20.75
2014-07-22,20.65
2014-07-23,20.705
2014-07-24,21.174999
2014-07-25,21.145
2014-07-28,21.450001
2014-07-29,21.530001000000002
2014-07-30,21.855
2014-07-31,21.32
2014-08-01,21.285
2014-08-04,21.625
2014-08-05,21.395
2014-08-06,21.59
2014-08-07,21.33
2014-08-08,21.815001000000002
2014-08-11,22.07
2014-08-12,21.879998999999998
2014-08-13,22.295
2014-08-14,22.584999
2014-08-15,22.709999
2014-08-18,22.485001
2014-08-19,21.504998999999998
2014-08-20,21.875
2014-08-21,21.575001
2014-08-22,21.940001000000002
2014-08-25,22.309998999999998
2014-08-26,22.530001000000002
2014-08-27,22.125
2014-08-28,22.02
2014-08-29,22.014999
2014-09-02,22.450001
2014-09-03,22.309998999999998
2014-09-04,21.955
2014-09-05,21.805
2014-09-08,21.565001000000002
2014-09-09,21.105
2014-09-10,21.1
2014-09-11,21.115
2014-09-12,21.02
2014-09-15,20.745001000000002
2014-09-16,20.15
2014-09-17,19.959999
2014-09-18,20.02
2014-09-19,19.559998999999998
2014-09-22,19.495001000000002
2014-09-23,19.235001
2014-09-24,19.434998999999998
2014-09-25,19.245001000000002
2014-09-26,19.434998999999998
2014-09-29,19.465
2014-09-30,19.91
2014-10-01,20.115
2014-10-02,19.91
2014-10-03,20.129998999999998
2014-10-06,20.530001000000002
2014-10-07,20.58
2014-10-08,20.99
2014-10-09,20.905001000000002
2014-10-10,21.305
2014-10-13,21.735001
2014-10-14,22.040001
2014-10-15,20.91
2014-10-16,21.610001
2014-10-17,22.334999
2014-10-20,22.715
2014-10-21,24.975
2014-10-22,24.98
2014-10-23,25.1
2014-10-24,24.684998999999998
2014-10-27,25.49
2014-10-28,26.514999
2014-10-29,23.02
2014-10-30,22.055
2014-10-31,22.434998999999998
2014-11-03,23.35
2014-11-04,24.940001000000002
2014-11-05,25.745001000000002
2014-11-06,25.235001
2014-11-07,24.945
2014-11-10,25.27
2014-11-11,25.33
2014-11-12,25.870001000000002
2014-11-13,26.08
2014-11-14,26.24
2014-11-17,26.305
2014-11-18,26.325001
2014-11-19,25.65
2014-11-20,25.83
2014-11-21,25.5
2014-11-24,26.43
2014-11-25,25.965
2014-11-26,25.82
2014-11-28,25.66
2014-12-01,25.84
2014-12-02,25.805
2014-12-03,26.754998999999998
2014-12-04,26.275
2014-12-05,26.915001
2014-12-08,27.325001
2014-12-09,28.219998999999998
2014-12-10,28.885
2014-12-11,28.725
2014-12-12,28.434998999999998
2014-12-15,28.65
2014-12-16,28.360001
2014-12-17,28.8675
2014-12-18,28.805
2014-12-19,28.41
2014-12-22,26.950001
2014-12-23,27.129998999999998
2014-12-24,27.105
2014-12-26,27.15
2014-12-29,27.915001
2014-12-30,27.49
2014-12-31,28.125
2015-01-02,27.555
2015-01-05,26.76
2015-01-06,26.639999
2015-01-07,27.0
2015-01-08,26.025
2015-01-09,25.92
2015-01-12,25.125
2015-01-13,25.18
2015-01-14,25.055
2015-01-15,25.0
2015-01-16,25.440001000000002
2015-01-20,25.055
2015-01-21,25.025
2015-01-22,25.775
2015-01-23,25.965
2015-01-26,26.1
2015-01-27,25.92
2015-01-28,25.834999
2015-01-29,26.125
2015-01-30,25.309998999999998
2015-02-02,26.035
2015-02-03,25.985001
2015-02-04,26.01
2015-02-05,26.525
2015-02-06,26.915001
2015-02-09,27.375
2015-02-10,27.299999
2015-02-11,28.049999
2015-02-12,28.245001000000002
2015-02-13,27.799999
2015-02-17,27.775
2015-02-18,27.620001000000002
2015-02-19,27.715
2015-02-20,27.879998999999998
2015-02-23,27.66
2015-02-24,27.355
2015-02-25,27.040001
2015-02-26,27.355
2015-02-27,26.950001
2015-03-02,26.940001000000002
2015-03-03,27.17
2015-03-04,26.705
2015-03-05,26.934998999999998
2015-03-06,26.655001000000002
2015-03-09,26.860001
2015-03-10,27.17
2015-03-11,27.905001000000002
2015-03-12,28.834999
2015-03-13,28.2875
2015-03-16,28.110001
2015-03-17,28.105
2015-03-18,28.575001
2015-03-19,29.059998999999998
2015-03-20,29.025
2015-03-23,29.07
2015-03-24,28.99
2015-03-25,28.469998999999998
2015-03-26,27.965
2015-03-27,27.504998999999998
2015-03-30,28.530001000000002
2015-03-31,28.4925
2015-04-01,28.594998999999998
2015-04-02,28.620001000000002
2015-04-06,29.0875
2015-04-07,29.049999
2015-04-08,29.139999
2015-04-09,29.67
2015-04-10,29.16
2015-04-13,29.389999
2015-04-14,29.02
2015-04-15,29.35
2015-04-16,29.605
2015-04-17,29.385
2015-04-20,30.1
2015-04-21,29.754998999999998
2015-04-22,29.84
2015-04-23,29.705
2015-04-24,30.135
2015-04-27,29.875
2015-04-28,30.105
2015-04-29,30.025
2015-04-30,29.735001
2015-05-01,30.395
2015-05-04,30.365
2015-05-05,29.82
2015-05-06,29.575001
2015-05-07,29.24
2015-05-08,29.059998999999998
2015-05-11,29.190001000000002
2015-05-12,29.08
2015-05-13,29.110001
2015-05-14,29.844998999999998
2015-05-15,29.709999
2015-05-18,29.959999
2015-05-19,30.129998999999998
2015-05-20,30.440001000000002
2015-05-21,30.264999
2015-05-22,29.93
2015-05-26,30.049999
2015-05-27,30.43
2015-05-28,30.245001000000002
2015-05-29,30.09
2015-06-01,30.594998999999998
2015-06-02,30.275
2015-06-03,30.424999
2015-06-04,30.705
2015-06-05,30.65
2015-06-08,30.129998999999998
2015-06-09,29.559998999999998
2015-06-10,30.280001000000002
2015-06-11,30.985001
2015-06-12,30.889999
2015-06-15,30.637501
2015-06-16,30.84
2015-06-17,30.855
2015-06-18,31.18
2015-06-19,31.540001
2015-06-22,32.025002
2015-06-23,32.4175
2015-06-24,32.345001
2015-06-25,31.99
2015-06-26,32.154999
2015-06-29,31.67
2015-06-30,32.755001
2015-07-01,32.737499
2015-07-02,32.834998999999996
2015-07-06,33.18
2015-07-07,33.285
2015-07-08,32.450001
2015-07-09,33.064999
2015-07-10,33.16
2015-07-13,33.23
2015-07-14,33.125
2015-07-15,33.259997999999996
2015-07-16,33.189999
2015-07-17,33.189999
2015-07-20,33.599998
2015-07-21,33.5
2015-07-22,33.779999
2015-07-23,33.985001000000004
2015-07-24,33.525002
2015-07-27,33.720001
2015-07-28,33.654999
2015-07-29,34.134997999999996
2015-07-30,34.575001
2015-07-31,34.755001
2015-08-03,34.985001000000004
2015-08-04,35.540001000000004
2015-08-05,34.112499
2015-08-06,33.259997999999996
2015-08-07,33.695
2015-08-10,32.744999
2015-08-11,33.110001000000004
2015-08-12,31.485001
2015-08-13,31.41
2015-08-14,31.635
2015-08-17,31.51
2015-08-18,31.745001000000002
2015-08-19,32.395
2015-08-20,31.575001
2015-08-21,29.219998999999998
2015-08-24,28.594998999999998
2015-08-25,29.02
2015-08-26,28.885
2015-08-27,29.379998999999998
2015-08-28,29.23
2015-08-31,29.075001
2015-09-01,28.02
2015-09-02,28.334999
2015-09-03,28.93
2015-09-04,28.605
2015-09-08,29.610001
2015-09-09,29.26
2015-09-10,29.290001
2015-09-11,29.865
2015-09-14,30.059998999999998
2015-09-15,29.844998999999998
2015-09-16,30.549999
2015-09-17,30.674999
2015-09-18,30.655001000000002
2015-09-21,30.91
2015-09-22,30.315001000000002
2015-09-23,30.504998999999998
2015-09-24,30.785
2015-09-25,31.025
2015-09-28,30.105
2015-09-29,30.83
2015-09-30,31.49
2015-10-01,30.66
2015-10-02,30.99
2015-10-05,31.809998999999998
2015-10-06,32.119999
2015-10-07,32.514998999999996
2015-10-08,32.959998999999996
2015-10-09,33.055
2015-10-12,33.505001
2015-10-13,32.915001000000004
2015-10-14,32.970001
2015-10-15,33.41
2015-10-16,34.130001
2015-10-19,34.185001
2015-10-20,34.25
2015-10-21,34.400002
2015-10-22,34.165001000000004
2015-10-23,34.439999
2015-10-26,34.395
2015-10-27,34.404999
2015-10-28,34.375
2015-10-29,34.360001000000004
2015-10-30,34.110001000000004
2015-11-02,33.865002000000004
2015-11-03,32.889998999999996
2015-11-04,32.275002
2015-11-05,32.599998
2015-11-06,33.709998999999996
2015-11-09,33.435001
2015-11-10,33.285
2015-11-11,30.495001000000002
2015-11-12,29.125
2015-11-13,29.32
2015-11-16,30.465
2015-11-17,30.135
2015-11-18,29.865
2015-11-19,30.625
2015-11-20,30.674999
2015-11-23,31.195
2015-11-24,30.959999
2015-11-25,31.139999
2015-11-27,31.315001000000002
2015-11-30,31.254998999999998
2015-12-01,31.799999
2015-12-02,31.325001
2015-12-03,31.0
2015-12-04,31.955
2015-12-07,31.629998999999998
2015-12-08,31.950001
2015-12-09,31.1
2015-12-10,30.91
2015-12-11,30.355
2015-12-14,30.764999
2015-12-15,30.495001000000002
2015-12-16,30.98
2015-12-17,30.945
2015-12-18,30.27
2015-12-21,30.684998999999998
2015-12-22,30.795
2015-12-23,30.57
2015-12-24,31.334999
2015-12-28,31.9
2015-12-29,31.469998999999998
2015-12-30,31.200001
2015-12-31,30.790001
2016-01-04,30.385
2016-01-05,30.860001
2016-01-06,29.545
2016-01-07,28.799999
2016-01-08,28.01
2016-01-11,27.5
2016-01-12,27.799999
2016-01-13,27.285
2016-01-14,28.065001000000002
2016-01-15,27.934998999999998
2016-01-19,27.66
2016-01-20,26.700001
2016-01-21,26.615
2016-01-22,27.780001000000002
2016-01-25,27.245001000000002
2016-01-26,27.975
2016-01-27,28.365
2016-01-28,28.190001000000002
2016-01-29,28.594998999999998
2016-02-01,28.6
2016-02-02,28.475
2016-02-03,27.809998999999998
2016-02-04,27.469998999999998
2016-02-05,27.57
2016-02-08,26.67
2016-02-09,26.450001
2016-02-10,25.469998999999998
2016-02-11,24.41
2016-02-12,25.049999
2016-02-16,25.450001
2016-02-17,25.6
2016-02-18,25.33
2016-02-19,25.059998999999998
2016-02-22,25.309998999999998
2016-02-23,24.969998999999998
2016-02-24,25.41
2016-02-25,25.4
2016-02-26,25.0
2016-02-29,24.450001
2016-03-01,25.290001
2016-03-02,25.950001
2016-03-03,25.67
2016-03-04,25.73
2016-03-07,25.299999
2016-03-08,25.290001
2016-03-09,25.469998999999998
2016-03-10,25.610001
2016-03-11,26.200001
2016-03-14,25.139999
2016-03-15,25.450001
2016-03-16,25.16
2016-03-17,25.559998999999998
2016-03-18,25.809998999999998
2016-03-21,26.030001000000002
2016-03-22,26.5
2016-03-23,25.9
2016-03-24,25.76
2016-03-28,25.85
2016-03-29,26.15
2016-03-30,26.02
2016-03-31,25.879998999999998
2016-04-01,26.75
2016-04-04,24.91
2016-04-05,24.83
2016-04-06,24.559998999999998
2016-04-07,23.860001
2016-04-08,24.360001
2016-04-11,24.52
2016-04-12,24.690001000000002
2016-04-13,25.200001
2016-04-14,25.25
2016-04-15,25.1
2016-04-18,25.16
2016-04-19,25.24
2016-04-20,25.129998999999998
2016-04-21,25.35
2016-04-22,26.01
2016-04-25,24.790001
2016-04-26,25.389999
2016-04-27,25.559998999999998
2016-04-28,24.959999
2016-04-29,24.85
2016-05-02,25.16
2016-05-03,26.040001
2016-05-04,25.219998999999998
2016-05-05,25.440001000000002
2016-05-06,25.450001
2016-05-09,25.49
2016-05-10,25.83
2016-05-11,25.639999
2016-05-12,26.190001000000002
2016-05-13,26.639999
2016-05-16,26.549999
2016-05-17,25.91
2016-05-18,26.459999
2016-05-19,26.08
2016-05-20,26.76
2016-05-23,26.16
2016-05-24,26.209999
2016-05-25,26.24
2016-05-26,26.290001
2016-05-27,26.33
2016-05-31,26.52
2016-06-01,26.67
2016-06-02,26.75
2016-06-03,26.389999
2016-06-06,26.440001000000002
2016-06-07,26.379998999999998
2016-06-08,26.459999
2016-06-09,26.290001
2016-06-10,25.969998999999998
2016-06-13,25.18
2016-06-14,24.98
2016-06-15,24.93
2016-06-16,25.040001
2016-06-17,25.049999
2016-06-20,25.059998999999998
2016-06-21,25.059998999999998
2016-06-22,25.01
2016-06-23,25.459999
2016-06-24,24.139999
2016-06-27,23.67
2016-06-28,24.08
2016-06-29,24.110001
2016-06-30,24.5
2016-07-01,24.41
2016-07-05,24.299999
2016-07-06,24.23
2016-07-07,24.290001
2016-07-08,24.700001
2016-07-11,24.74
2016-07-12,24.870001000000002
2016-07-13,24.75
2016-07-14,25.4
2016-07-15,25.32
2016-07-18,24.889999
2016-07-19,24.690001000000002
2016-07-20,24.860001
2016-07-21,24.59
2016-07-22,24.700001
2016-07-25,24.18
2016-07-26,24.15
2016-07-27,24.15
2016-07-28,24.08
2016-07-29,23.870001000000002
2016-08-01,24.309998999999998
2016-08-02,24.85
2016-08-03,25.6
2016-08-04,25.620001000000002
2016-08-05,25.799999
2016-08-08,26.24
2016-08-09,26.35
2016-08-10,26.02
2016-08-11,26.15
2016-08-12,25.870001000000002
2016-08-15,25.959999
2016-08-16,25.93
2016-08-17,25.709999
2016-08-18,25.610001
2016-08-19,25.73
2016-08-22,25.67
2016-08-23,25.74
2016-08-24,25.84
2016-08-25,26.16
2016-08-26,25.91
2016-08-29,25.950001
2016-08-30,26.309998999999998
2016-08-31,26.49
2016-09-01,26.35
2016-09-02,26.57
2016-09-06,26.780001000000002
2016-09-07,26.860001
2016-09-08,26.85
2016-09-09,26.360001
2016-09-12,26.709999
2016-09-13,26.459999
2016-09-14,26.33
2016-09-15,26.719998999999998
2016-09-16,26.610001
2016-09-19,26.68
2016-09-20,26.52
2016-09-21,26.549999
2016-09-22,26.98
2016-09-23,26.549999
2016-09-26,26.17
2016-09-27,26.139999
2016-09-28,26.23
2016-09-29,26.58
2016-09-30,26.83
2016-10-03,26.23
2016-10-04,26.34
2016-10-05,26.379998999999998
2016-10-06,26.459999
2016-10-07,26.5
2016-10-10,26.799999
2016-10-11,27.360001
2016-10-12,27.82
2016-10-13,27.559998999999998
2016-10-14,27.68
2016-10-17,27.700001
2016-10-18,27.33
2016-10-19,27.280001000000002
2016-10-20,26.41
2016-10-21,26.35
2016-10-24,26.26
2016-10-25,26.26
2016-10-26,26.0
2016-10-27,26.09
2016-10-28,26.18
2016-10-31,26.389999
2016-11-01,25.74
2016-11-02,25.84
2016-11-03,25.440001000000002
2016-11-04,24.92
2016-11-07,25.110001
2016-11-08,25.35
2016-11-09,26.120001000000002
2016-11-10,26.5
2016-11-11,25.639999
2016-11-14,26.059998999999998
2016-11-15,25.620001000000002
2016-11-16,25.93
2016-11-17,26.040001
2016-11-18,25.959999
2016-11-21,26.18
2016-11-22,25.66
2016-11-23,25.940001000000002
2016-11-25,26.120001000000002
2016-11-28,25.82
2016-11-29,25.91
2016-11-30,25.459999
2016-12-01,25.82
2016-12-02,25.6
2016-12-05,25.969998999999998
2016-12-06,26.299999
2016-12-07,26.75
2016-12-08,27.73
2016-12-09,27.77
2016-12-12,27.969998999999998
2016-12-13,27.93
2016-12-14,27.58
2016-12-15,27.33
2016-12-16,28.08
2016-12-19,28.02
2016-12-20,27.77
2016-12-21,27.940001000000002
2016-12-22,27.559998999999998
2016-12-23,27.690001000000002
2016-12-27,27.75
2016-12-28,27.58
2016-12-29,27.32
2016-12-30,27.379998999999998
2017-01-03,27.27
2017-01-04,27.389999
2017-01-05,27.33
2017-01-06,27.5
2017-01-09,27.059998999999998
2017-01-10,27.280001000000002
2017-01-11,27.32
2017-01-12,27.02
2017-01-13,27.07
2017-01-17,26.99
2017-01-18,26.959999
