Date,PIR
1980-03-17,7.020123
1980-03-18,7.020123
1980-03-19,7.3253449999999996
1980-03-20,6.7149
1980-03-21,6.409676999999999
1980-03-24,6.104455000000001
1980-03-25,6.409676999999999
1980-03-26,6.104455000000001
1980-03-27,6.104455000000001
1980-03-28,5.799232
1980-03-31,5.799232
1980-04-01,6.104455000000001
1980-04-02,6.7149
1980-04-03,6.104455000000001
1980-04-07,6.409676999999999
1980-04-08,6.7149
1980-04-09,6.7149
1980-04-10,7.020123
1980-04-11,7.935791
1980-04-14,7.935791
1980-04-15,7.3253449999999996
1980-04-16,7.020123
1980-04-17,6.409676999999999
1980-04-18,7.020123
1980-04-21,7.020123
1980-04-22,7.020123
1980-04-23,6.7149
1980-04-24,6.409676999999999
1980-04-25,6.7149
1980-04-28,6.409676999999999
1980-04-29,6.409676999999999
1980-04-30,6.409676999999999
1980-05-01,6.409676999999999
1980-05-02,6.7149
1980-05-05,6.409676999999999
1980-05-06,6.409676999999999
1980-05-07,6.104455000000001
1980-05-08,6.104455000000001
1980-05-09,6.104455000000001
1980-05-12,6.7149
1980-05-13,7.020123
1980-05-14,6.7149
1980-05-15,6.7149
1980-05-16,6.104455000000001
1980-05-19,6.409676999999999
1980-05-20,6.409676999999999
1980-05-21,6.104455000000001
1980-05-22,6.104455000000001
1980-05-23,6.104455000000001
1980-05-27,6.104455000000001
1980-05-28,6.104455000000001
1980-05-29,6.104455000000001
1980-05-30,6.104455000000001
1980-06-02,6.409676999999999
1980-06-03,6.409676999999999
1980-06-04,6.104455000000001
1980-06-05,6.409676999999999
1980-06-06,6.104455000000001
1980-06-09,5.799232
1980-06-10,5.799232
1980-06-11,5.799232
1980-06-12,5.799232
1980-06-13,5.799232
1980-06-16,5.799232
1980-06-17,6.104455000000001
1980-06-18,6.409676999999999
1980-06-19,6.104455000000001
1980-06-20,6.104455000000001
1980-06-23,6.409676999999999
1980-06-24,6.409676999999999
1980-06-25,6.104455000000001
1980-06-26,6.104455000000001
1980-06-27,6.7149
1980-06-30,7.020123
1980-07-01,7.020123
1980-07-02,6.7149
1980-07-03,6.7149
