Date,VIV
1999-07-26,18.625
1999-07-27,18.9375
1999-07-28,18.8125
1999-07-29,18.4375
1999-07-30,17.75
1999-08-02,17.0
1999-08-03,17.625
1999-08-04,17.75
1999-08-05,17.9375
1999-08-06,17.375
1999-08-09,17.1875
1999-08-10,17.5
1999-08-11,17.5625
1999-08-12,17.0
1999-08-13,17.125
1999-08-16,17.0625
1999-08-17,16.625
1999-08-18,15.8125
1999-08-19,16.0625
1999-08-20,16.75
1999-08-23,16.75
1999-08-24,16.625
1999-08-25,17.1875
1999-08-26,17.125
1999-08-27,17.0
1999-08-30,16.875
1999-08-31,16.3125
1999-09-01,16.8125
1999-09-02,17.5
1999-09-03,17.875
1999-09-07,18.0625
1999-09-08,18.3125
1999-09-09,18.4375
1999-09-10,18.9375
1999-09-13,18.8125
1999-09-14,18.125
1999-09-15,17.625
1999-09-16,17.25
1999-09-17,17.5625
1999-09-20,18.0625
1999-09-21,17.3125
1999-09-22,17.125
1999-09-23,16.125
1999-09-24,16.5
1999-09-27,16.5
1999-09-28,16.1875
1999-09-29,16.25
1999-09-30,15.75
1999-10-01,15.125
1999-10-04,15.3125
1999-10-05,15.0625
1999-10-06,15.5
1999-10-07,15.6875
1999-10-08,15.6875
1999-10-11,15.6875
1999-10-12,15.3125
1999-10-13,15.0625
1999-10-14,14.9375
1999-10-15,14.3125
1999-10-18,14.0
1999-10-19,14.125
1999-10-20,13.90625
1999-10-21,13.5
1999-10-22,14.5
1999-10-25,14.9375
1999-10-26,15.0625
1999-10-27,15.1875
1999-10-28,15.8125
1999-10-29,16.1875
1999-11-01,16.125
1999-11-02,16.6875
1999-11-03,16.8125
1999-11-04,16.8125
1999-11-05,16.5
1999-11-08,17.0
1999-11-09,16.4375
1999-11-10,16.5
1999-11-11,17.125
1999-11-12,16.75
1999-11-15,16.75
1999-11-16,16.6875
1999-11-17,15.75
1999-11-18,16.25
1999-11-19,16.875
1999-11-22,17.0625
1999-11-23,17.1875
1999-11-24,16.875
1999-11-26,18.1875
1999-11-29,18.0625
1999-11-30,18.0
1999-12-01,18.6875
1999-12-02,19.5625
1999-12-03,20.1875
1999-12-06,19.875
1999-12-07,19.875
1999-12-08,20.0625
1999-12-09,21.125
1999-12-10,21.4375
1999-12-13,21.375
1999-12-14,20.6875
1999-12-15,20.3125
1999-12-16,20.375
1999-12-17,20.9375
1999-12-20,20.875
1999-12-21,21.3125
1999-12-22,21.5
1999-12-23,22.3125
1999-12-27,22.25
1999-12-28,23.3125
1999-12-29,24.4375
1999-12-30,23.9375
1999-12-31,24.4375
2000-01-03,22.875
2000-01-04,20.3125
2000-01-05,22.0
2000-01-06,20.0
2000-01-07,22.0
2000-01-10,24.0625
2000-01-11,23.5
2000-01-12,24.5
2000-01-13,29.0625
2000-01-14,29.625
2000-01-18,30.4375
2000-01-19,29.875
2000-01-20,29.5
2000-01-21,29.4375
2000-01-24,28.75
2000-01-25,28.625
2000-01-26,30.0
2000-01-27,30.4375
2000-01-28,29.0
2000-01-31,28.75
2000-02-01,29.9375
2000-02-02,30.0
2000-02-03,32.25
2000-02-04,33.1875
2000-02-07,33.5625
2000-02-08,33.875
2000-02-09,34.4375
2000-02-10,36.125
2000-02-11,35.984375
2000-02-14,36.25
2000-02-15,35.5
2000-02-16,34.625
2000-02-17,34.625
2000-02-18,33.75
2000-02-22,33.1875
2000-02-23,34.375
2000-02-24,35.125
2000-02-25,34.625
2000-02-28,33.6875
2000-02-29,34.1875
2000-03-01,34.4375
2000-03-02,35.875
2000-03-03,37.125
2000-03-06,37.0625
2000-03-07,35.0
2000-03-08,34.25
2000-03-09,34.5625
2000-03-10,33.5625
2000-03-13,32.75
2000-03-14,32.1875
2000-03-15,32.015625
2000-03-16,31.625
2000-03-17,30.75
2000-03-20,32.0625
2000-03-21,32.375
2000-03-22,32.25
2000-03-23,33.0
2000-03-24,32.375
2000-03-27,32.125
2000-03-28,31.0
2000-03-29,30.375
2000-03-30,29.375
2000-03-31,29.6875
2000-04-03,28.875
2000-04-04,27.875
2000-04-05,27.4375
2000-04-06,29.0
2000-04-07,30.0
2000-04-10,28.75
2000-04-11,28.3125
2000-04-12,27.625
2000-04-13,27.0
2000-04-14,26.125
2000-04-17,25.9375
2000-04-18,27.5
2000-04-19,26.5
2000-04-20,26.25
2000-04-24,25.6875
2000-04-25,26.5625
2000-04-26,26.5
2000-04-27,25.625
2000-04-28,25.25
2000-05-01,27.4375
2000-05-02,26.875
2000-05-03,26.359375
2000-05-04,25.5
2000-05-05,25.78125
2000-05-08,24.90625
2000-05-09,24.875
2000-05-10,24.28125
2000-05-11,24.65625
2000-05-12,24.859375
2000-05-15,26.25
2000-05-16,26.375
2000-05-17,24.8125
2000-05-18,24.0
2000-05-19,24.0
2000-05-22,23.125
2000-05-23,22.5625
2000-05-24,23.3125
2000-05-25,23.125
2000-05-26,23.8125
2000-05-30,26.125
2000-05-31,25.3125
2000-06-01,26.0
2000-06-02,27.5
2000-06-05,27.625
2000-06-06,27.0
2000-06-07,26.6875
2000-06-08,26.875
2000-06-09,27.8125
2000-06-12,27.5
2000-06-13,27.4375
2000-06-14,27.625
2000-06-15,27.5625
2000-06-16,26.25
2000-06-19,25.921875
2000-06-20,25.5
2000-06-21,24.625
2000-06-22,24.5625
2000-06-23,24.3125
2000-06-26,24.375
2000-06-27,26.0
2000-06-28,21.0
2000-06-29,18.875
2000-06-30,18.5
2000-07-03,17.5
2000-07-05,16.5625
2000-07-06,17.0
2000-07-07,17.625
2000-07-10,17.5
2000-07-11,17.125
2000-07-12,17.0
2000-07-13,16.125
2000-07-14,16.3125
2000-07-17,16.5
2000-07-18,16.3125
2000-07-19,15.75
2000-07-20,15.8125
2000-07-21,15.875
2000-07-24,15.8125
2000-07-25,15.8125
2000-07-26,15.875
2000-07-27,15.5
2000-07-28,15.3125
2000-07-31,15.4375
2000-08-01,15.9375
2000-08-02,16.0
2000-08-03,16.1875
2000-08-04,16.1875
2000-08-07,16.3125
2000-08-08,16.0
2000-08-09,15.75
2000-08-10,15.75
2000-08-11,16.3125
2000-08-14,16.875
2000-08-15,17.5625
2000-08-16,17.6875
2000-08-17,18.875
2000-08-18,18.4375
2000-08-21,17.875
2000-08-22,17.625
2000-08-23,17.25
2000-08-24,16.875
2000-08-25,17.0625
2000-08-28,17.5
2000-08-29,17.25
2000-08-30,17.1875
2000-08-31,17.8125
2000-09-01,17.75
2000-09-05,17.8125
2000-09-06,17.6875
2000-09-07,17.375
2000-09-08,17.25
2000-09-11,16.875
2000-09-12,16.0625
2000-09-13,16.3125
2000-09-14,16.1875
2000-09-15,16.125
2000-09-18,15.5625
2000-09-19,15.625
2000-09-20,15.375
2000-09-21,15.375
2000-09-22,16.0
2000-09-25,15.9375
2000-09-26,15.8125
2000-09-27,15.5625
2000-09-28,15.75
2000-09-29,15.625
2000-10-02,15.5
2000-10-03,15.375
2000-10-04,16.0
2000-10-05,16.9375
2000-10-06,16.375
2000-10-09,15.9375
2000-10-10,15.75
2000-10-11,15.5
2000-10-12,14.9375
2000-10-13,14.9375
2000-10-16,15.0
2000-10-17,14.6875
2000-10-18,14.5
2000-10-19,14.875
2000-10-20,14.75
2000-10-23,13.9375
2000-10-24,14.5
2000-10-25,14.125
2000-10-26,14.375
2000-10-27,14.375
2000-10-30,14.75
2000-10-31,14.25
2000-11-01,14.0
2000-11-02,13.8125
2000-11-03,13.625
2000-11-06,13.875
2000-11-07,14.0
2000-11-08,13.75
2000-11-09,13.6875
2000-11-10,14.0
2000-11-13,13.625
2000-11-14,13.4375
2000-11-15,13.5
2000-11-16,13.4375
2000-11-17,13.1875
2000-11-20,13.5625
2000-11-21,13.125
2000-11-22,12.75
2000-11-24,12.625
2000-11-27,12.3125
2000-11-28,12.0625
2000-11-29,12.3125
2000-11-30,12.3125
2000-12-01,12.5
2000-12-04,12.5
2000-12-05,13.5
2000-12-06,13.0625
2000-12-07,13.5625
2000-12-08,14.125
2000-12-11,14.25
2000-12-12,14.1875
2000-12-13,14.5625
2000-12-14,14.75
2000-12-15,14.4375
2000-12-18,14.1875
2000-12-19,14.3125
2000-12-20,13.75
2000-12-21,13.75
2000-12-22,13.75
2000-12-26,13.3125
2000-12-27,13.5625
2000-12-28,14.1875
2000-12-29,13.375
2001-01-02,13.5625
2001-01-03,14.5625
2001-01-04,14.8125
2001-01-05,14.25
2001-01-08,13.8125
2001-01-09,14.0
2001-01-10,13.9375
2001-01-11,13.8125
2001-01-12,14.0625
2001-01-16,14.0625
2001-01-17,14.0625
2001-01-18,14.3125
2001-01-19,14.3125
2001-01-22,14.0
2001-01-23,14.375
2001-01-24,15.5
2001-01-25,15.5
2001-01-26,16.0625
2001-01-29,16.200001
2001-01-30,15.8
2001-01-31,16.25
2001-02-01,15.85
2001-02-02,15.29
2001-02-05,15.15
2001-02-06,15.52
2001-02-07,15.51
2001-02-08,15.7
2001-02-09,15.4
2001-02-12,15.4
2001-02-13,15.15
2001-02-14,15.29
2001-02-15,14.95
2001-02-16,14.5
2001-02-20,14.7
2001-02-21,14.52
2001-02-22,14.8
2001-02-23,14.79
2001-02-26,14.64
2001-02-27,14.71
2001-02-28,14.8
2001-03-01,15.15
2001-03-02,15.15
2001-03-05,15.2
2001-03-06,15.1
2001-03-07,14.85
2001-03-08,15.0
2001-03-09,14.9
2001-03-12,14.35
2001-03-13,14.31
2001-03-14,14.15
2001-03-15,14.0
2001-03-16,13.85
2001-03-19,13.5
2001-03-20,13.82
2001-03-21,13.35
2001-03-22,12.41
2001-03-23,12.7
2001-03-26,13.16
2001-03-27,13.3
2001-03-28,13.15
2001-03-29,12.88
2001-03-30,12.8
2001-04-02,12.8
2001-04-03,12.5
2001-04-04,12.79
2001-04-05,13.3
2001-04-06,13.45
2001-04-09,13.6
2001-04-10,14.01
2001-04-11,13.78
2001-04-12,13.95
2001-04-16,13.25
2001-04-17,13.34
2001-04-18,13.75
2001-04-19,13.25
2001-04-20,12.49
2001-04-23,12.5
2001-04-24,12.6
2001-04-25,12.65
2001-04-26,13.25
2001-04-27,13.49
2001-04-30,13.5
2001-05-01,13.32
2001-05-02,13.41
2001-05-03,13.8
2001-05-04,13.85
2001-05-07,13.51
2001-05-08,13.25
2001-05-09,13.1
2001-05-10,13.28
2001-05-11,12.6
2001-05-14,12.45
2001-05-15,12.5
2001-05-16,13.0
2001-05-17,13.2
2001-05-18,13.0
2001-05-21,13.35
2001-05-22,13.18
2001-05-23,13.08
2001-05-24,12.78
2001-05-25,12.76
2001-05-29,12.85
2001-05-30,13.1
2001-05-31,13.1
2001-06-01,12.85
2001-06-04,12.9
2001-06-05,12.94
2001-06-06,12.46
2001-06-07,12.4
2001-06-08,12.45
2001-06-11,12.3
2001-06-12,12.03
2001-06-13,11.88
2001-06-14,11.55
2001-06-15,11.47
2001-06-18,11.04
2001-06-19,10.98
2001-06-20,10.9
2001-06-21,11.5
2001-06-22,11.75
2001-06-25,11.6
2001-06-26,11.46
2001-06-27,11.16
2001-06-28,11.26
2001-06-29,11.29
2001-07-02,11.26
2001-07-03,11.23
2001-07-05,10.6
2001-07-06,10.11
2001-07-09,10.44
2001-07-10,9.83
2001-07-11,9.9
2001-07-12,9.78
2001-07-13,9.67
2001-07-16,9.46
2001-07-17,9.84
2001-07-18,9.55
2001-07-19,9.63
2001-07-20,10.07
2001-07-23,10.53
2001-07-24,10.1
2001-07-25,10.32
2001-07-26,10.2
2001-07-27,10.19
2001-07-30,10.25
2001-07-31,9.99
2001-08-01,9.7
2001-08-02,9.95
2001-08-03,9.9
2001-08-06,10.2
2001-08-07,10.15
2001-08-08,9.9
2001-08-09,9.89
2001-08-10,9.75
2001-08-13,9.84
2001-08-14,10.05
2001-08-15,10.45
2001-08-16,10.34
2001-08-17,10.14
2001-08-20,10.12
2001-08-21,9.96
2001-08-22,10.01
2001-08-23,10.05
2001-08-24,10.1
2001-08-27,9.97
2001-08-28,10.0
2001-08-29,10.06
2001-08-30,10.07
2001-08-31,9.9
2001-09-04,9.97
2001-09-05,9.54
2001-09-06,9.2
2001-09-07,9.16
2001-09-10,8.96
2001-09-17,7.9
2001-09-18,7.85
2001-09-19,8.23
2001-09-20,8.25
2001-09-21,7.84
2001-09-24,8.13
2001-09-25,8.05
2001-09-26,7.58
2001-09-27,7.94
2001-09-28,8.17
2001-10-01,8.15
2001-10-02,8.09
2001-10-03,7.86
2001-10-04,7.9
2001-10-05,7.76
2001-10-08,7.83
2001-10-09,7.9
2001-10-10,8.26
2001-10-11,8.3
2001-10-12,8.35
2001-10-15,8.84
2001-10-16,9.01
2001-10-17,9.25
2001-10-18,8.9
2001-10-19,9.05
2001-10-22,9.34
2001-10-23,9.55
2001-10-24,9.42
2001-10-25,9.4
2001-10-26,9.35
2001-10-29,9.22
2001-10-30,8.86
2001-10-31,9.08
2001-11-01,9.53
2001-11-02,9.49
2001-11-05,10.47
2001-11-06,11.02
2001-11-07,11.53
2001-11-08,11.5
2001-11-09,11.33
2001-11-12,11.0
2001-11-13,11.3
2001-11-14,11.3
2001-11-15,11.33
2001-11-16,11.39
2001-11-19,11.61
2001-11-20,11.22
2001-11-21,11.5
2001-11-23,12.4
2001-11-26,12.87
2001-11-27,12.5
2001-11-28,12.25
2001-11-29,11.75
2001-11-30,11.77
2001-12-03,11.95
2001-12-04,11.9
2001-12-05,12.3
2001-12-06,12.7
2001-12-07,12.59
2001-12-10,13.05
2001-12-11,12.83
2001-12-12,13.1
2001-12-13,12.9
2001-12-14,12.51
2001-12-17,13.04
2001-12-18,13.56
2001-12-19,13.1
2001-12-20,12.55
2001-12-21,13.13
2001-12-24,13.09
2001-12-26,13.44
2001-12-27,13.7
2001-12-28,13.0
2001-12-31,13.2
2002-01-02,13.45
2002-01-03,13.87
2002-01-04,13.9
2002-01-07,13.9
2002-01-08,13.5
2002-01-09,12.85
2002-01-10,12.29
2002-01-11,12.61
2002-01-14,12.25
2002-01-15,12.25
2002-01-16,12.19
2002-01-17,12.3
2002-01-18,12.6
2002-01-22,12.2
2002-01-23,12.68
2002-01-24,12.67
2002-01-25,12.55
2002-01-28,12.15
2002-01-29,11.89
2002-01-30,11.5
2002-01-31,12.14
2002-02-01,12.0
2002-02-04,11.8
2002-02-05,11.73
2002-02-06,11.9
2002-02-07,12.0
2002-02-08,11.9
2002-02-11,12.03
2002-02-12,12.1
2002-02-13,12.45
2002-02-14,13.0
2002-02-15,12.75
2002-02-19,12.63
2002-02-20,12.72
2002-02-21,13.1
2002-02-22,13.08
2002-02-25,13.5
2002-02-26,13.23
2002-02-27,13.7
2002-02-28,13.8
2002-03-01,14.09
2002-03-04,14.4
2002-03-05,14.72
2002-03-06,14.1
2002-03-07,14.0
2002-03-08,14.5
2002-03-11,14.3
2002-03-12,14.7
2002-03-13,14.75
2002-03-14,14.75
2002-03-15,15.3
2002-03-18,15.22
2002-03-19,15.27
2002-03-20,15.25
2002-03-21,15.13
2002-03-22,14.5
2002-03-25,14.47
2002-03-26,14.44
2002-03-27,15.05
2002-03-28,15.01
2002-04-01,15.15
2002-04-02,14.96
2002-04-03,14.51
2002-04-04,14.8
2002-04-05,14.95
2002-04-08,14.6
2002-04-09,14.8
2002-04-10,15.05
2002-04-11,15.1
2002-04-12,15.2
2002-04-15,14.76
2002-04-16,14.84
2002-04-17,14.87
2002-04-18,14.73
2002-04-19,14.59
2002-04-22,14.15
2002-04-23,13.89
2002-04-24,13.93
2002-04-25,13.81
2002-04-26,13.5
2002-04-29,13.5
2002-04-30,13.72
2002-05-01,13.85
2002-05-02,13.01
2002-05-03,13.23
2002-05-06,12.6
2002-05-07,13.05
2002-05-08,13.4
2002-05-09,12.96
2002-05-10,13.0
2002-05-13,12.8
2002-05-14,13.2
2002-05-15,13.37
2002-05-16,13.75
2002-05-17,13.53
2002-05-20,13.4
2002-05-21,13.25
2002-05-22,13.0
2002-05-23,13.0
2002-05-24,12.76
2002-05-28,13.0
2002-05-29,13.56
2002-05-30,13.44
2002-05-31,13.65
2002-06-03,13.4
2002-06-04,13.27
2002-06-05,13.2
2002-06-06,12.39
2002-06-07,12.9
2002-06-10,13.28
2002-06-11,12.95
2002-06-12,12.45
2002-06-13,12.62
2002-06-14,12.45
2002-06-17,13.0
2002-06-18,12.8
2002-06-19,12.65
2002-06-20,11.76
2002-06-21,11.07
2002-06-24,11.4
2002-06-25,11.2
2002-06-26,10.74
2002-06-27,11.3
2002-06-28,11.96
2002-07-01,11.31
2002-07-02,10.87
2002-07-03,10.88
2002-07-05,11.01
2002-07-08,11.26
2002-07-09,11.46
2002-07-10,11.32
2002-07-11,11.3
2002-07-12,11.51
2002-07-15,11.03
2002-07-16,11.0
2002-07-17,11.08
2002-07-18,11.6
2002-07-19,11.8
2002-07-22,10.8
2002-07-23,10.95
2002-07-24,10.96
2002-07-25,10.51
2002-07-26,10.1
2002-07-29,10.05
2002-07-30,9.7
2002-07-31,9.2
2002-08-01,10.1
2002-08-02,10.35
2002-08-05,9.99
2002-08-06,10.2
2002-08-07,10.78
2002-08-08,11.16
2002-08-09,10.85
2002-08-12,10.1
2002-08-13,10.2
2002-08-14,9.89
2002-08-15,9.67
2002-08-16,10.3
2002-08-19,10.4
2002-08-20,10.09
2002-08-21,10.4
2002-08-22,10.2
2002-08-23,10.22
2002-08-26,10.59
2002-08-27,10.95
2002-08-28,10.95
2002-08-29,11.15
2002-08-30,11.4
2002-09-03,10.75
2002-09-04,10.55
2002-09-05,10.39
2002-09-06,10.25
2002-09-09,10.55
2002-09-10,10.45
2002-09-11,10.85
2002-09-12,10.72
2002-09-13,10.7
2002-09-16,10.22
2002-09-17,9.95
2002-09-18,9.43
2002-09-19,9.11
2002-09-20,9.4
2002-09-23,8.74
2002-09-24,8.25
2002-09-25,8.7
2002-09-26,8.4
2002-09-27,7.89
2002-09-30,7.8
2002-10-01,8.44
2002-10-02,8.5
2002-10-03,8.38
2002-10-04,8.55
2002-10-07,8.26
2002-10-08,8.15
2002-10-09,7.65
2002-10-10,7.72
2002-10-11,7.98
2002-10-14,7.87
2002-10-15,7.78
2002-10-16,7.65
2002-10-17,8.13
2002-10-18,8.27
2002-10-21,8.55
2002-10-22,8.65
2002-10-23,9.05
2002-10-24,9.4
2002-10-25,9.5
2002-10-28,9.25
2002-10-29,9.05
2002-10-30,9.7
2002-10-31,9.9
2002-11-01,10.38
2002-11-04,10.6
2002-11-05,10.35
2002-11-06,9.8
2002-11-07,9.86
2002-11-08,10.16
2002-11-11,10.15
2002-11-12,9.75
2002-11-13,9.65
2002-11-14,9.47
2002-11-15,9.45
2002-11-18,9.72
2002-11-19,10.38
2002-11-20,10.7
2002-11-21,10.82
2002-11-22,10.7
2002-11-25,10.53
2002-11-26,10.4
2002-11-27,10.26
2002-11-29,10.29
2002-12-02,10.1
2002-12-03,9.69
2002-12-04,9.47
2002-12-05,9.15
2002-12-06,9.4
2002-12-09,9.19
2002-12-10,9.25
2002-12-11,9.46
2002-12-12,9.53
2002-12-13,9.52
2002-12-16,10.05
2002-12-17,10.18
2002-12-18,10.28
2002-12-19,10.37
2002-12-20,10.1
2002-12-23,9.55
2002-12-24,9.55
2002-12-26,9.55
2002-12-27,9.14
2002-12-30,9.08
2002-12-31,9.2
2003-01-02,9.7
2003-01-03,10.03
2003-01-06,10.49
2003-01-07,10.35
2003-01-08,9.96
2003-01-09,9.9
2003-01-10,9.97
2003-01-13,9.85
2003-01-14,10.06
2003-01-15,9.84
2003-01-16,9.9
2003-01-17,9.78
2003-01-21,9.41
2003-01-22,9.35
2003-01-23,9.31
2003-01-24,8.88
2003-01-27,8.62
2003-01-28,8.52
2003-01-29,8.77
2003-01-30,8.4
2003-01-31,8.5
2003-02-03,8.5
2003-02-04,8.16
2003-02-05,8.28
2003-02-06,8.29
2003-02-07,8.75
2003-02-10,8.73
2003-02-11,8.74
2003-02-12,8.7
2003-02-13,8.32
2003-02-14,8.29
2003-02-18,8.68
2003-02-19,8.72
2003-02-20,9.01
2003-02-21,9.19
2003-02-24,9.29
2003-02-25,9.11
2003-02-26,9.0
2003-02-27,9.28
2003-02-28,9.17
2003-03-03,9.08
2003-03-04,9.09
2003-03-05,9.3
2003-03-06,9.35
2003-03-07,9.39
2003-03-10,9.2
2003-03-11,9.08
2003-03-12,9.46
2003-03-13,9.7
2003-03-14,9.5
2003-03-17,9.6
2003-03-18,9.59
2003-03-19,9.44
2003-03-20,9.28
2003-03-21,9.56
2003-03-24,9.29
2003-03-25,9.24
2003-03-26,9.19
2003-03-27,9.25
2003-03-28,9.33
2003-03-31,9.3
2003-04-01,9.55
2003-04-02,9.89
2003-04-03,9.96
2003-04-04,9.95
2003-04-07,10.25
2003-04-08,10.11
2003-04-09,10.45
2003-04-10,10.36
2003-04-11,10.08
2003-04-14,10.15
2003-04-15,10.42
2003-04-16,10.23
2003-04-17,10.76
2003-04-21,10.74
2003-04-22,10.74
2003-04-23,10.98
2003-04-24,10.71
2003-04-25,10.8
2003-04-28,11.1
2003-04-29,11.58
2003-04-30,11.85
2003-05-01,11.73
2003-05-02,11.85
2003-05-05,11.7
2003-05-06,11.4
2003-05-07,11.51
2003-05-08,11.59
2003-05-09,11.94
2003-05-12,11.5
2003-05-13,11.1
2003-05-14,10.85
2003-05-15,10.6
2003-05-16,10.81
2003-05-19,10.45
2003-05-20,10.15
2003-05-21,10.37
2003-05-22,10.32
2003-05-23,10.8
2003-05-27,10.15
2003-05-28,10.24
2003-05-29,10.54
2003-05-30,10.54
2003-06-02,10.35
2003-06-03,10.55
2003-06-04,10.78
2003-06-05,11.1
2003-06-06,11.17
2003-06-09,11.05
2003-06-10,11.25
2003-06-11,11.23
2003-06-12,11.3
2003-06-13,11.43
2003-06-16,11.56
2003-06-17,11.43
2003-06-18,11.26
2003-06-19,11.39
2003-06-20,11.04
2003-06-23,11.15
2003-06-24,11.35
2003-06-25,11.3
2003-06-26,11.36
2003-06-27,11.47
2003-06-30,11.53
2003-07-01,11.69
2003-07-02,11.72
2003-07-03,11.49
2003-07-07,11.0
2003-07-08,10.97
2003-07-09,11.06
2003-07-10,10.77
2003-07-11,10.45
2003-07-14,10.85
2003-07-15,10.95
2003-07-16,10.87
2003-07-17,10.83
2003-07-18,10.8
2003-07-21,10.88
2003-07-22,10.84
2003-07-23,10.74
2003-07-24,10.75
2003-07-25,10.75
2003-07-28,10.9
2003-07-29,10.65
2003-07-30,10.53
2003-07-31,10.31
2003-08-01,9.7
2003-08-04,9.35
2003-08-05,9.65
2003-08-06,9.4
2003-08-07,9.9
2003-08-08,9.92
2003-08-11,9.98
2003-08-12,9.75
2003-08-13,9.74
2003-08-14,9.69
2003-08-15,9.9
2003-08-18,10.1
2003-08-19,10.08
2003-08-20,10.14
2003-08-21,10.35
2003-08-22,10.3
2003-08-25,10.21
2003-08-26,10.77
2003-08-27,10.95
2003-08-28,11.59
2003-08-29,11.21
2003-09-02,11.7
2003-09-03,11.86
2003-09-04,12.03
2003-09-05,12.24
2003-09-08,12.28
2003-09-09,12.05
2003-09-10,12.37
2003-09-11,12.35
2003-09-12,12.38
2003-09-15,13.2
2003-09-16,13.68
2003-09-17,13.68
2003-09-18,13.55
2003-09-19,13.2
2003-09-22,12.8
2003-09-23,12.8
2003-09-24,12.55
2003-09-25,12.46
2003-09-26,12.39
2003-09-29,12.49
2003-09-30,12.5
2003-10-01,12.83
2003-10-02,13.05
2003-10-03,13.7
2003-10-06,14.15
2003-10-07,13.32
2003-10-08,13.78
2003-10-09,13.48
2003-10-10,13.42
2003-10-13,13.49
2003-10-14,13.37
2003-10-15,13.15
2003-10-16,12.95
2003-10-17,12.65
2003-10-20,13.05
2003-10-21,13.25
2003-10-22,13.5
2003-10-23,13.1
2003-10-24,13.2
2003-10-27,13.15
2003-10-28,13.4
2003-10-29,13.63
2003-10-30,13.8
2003-10-31,14.3
2003-11-03,14.6
2003-11-04,14.67
2003-11-05,14.87
