Date,EDU
2011-05-05,29.5825
2011-05-06,29.807501000000002
2011-05-09,29.9475
2011-05-10,30.0
2011-05-11,29.875
2011-05-12,30.885
2011-05-13,30.0975
2011-05-16,29.7775
2011-05-17,29.0
2011-05-18,30.217501000000002
2011-05-19,30.26
2011-05-20,30.07
2011-05-23,29.055
2011-05-24,29.01
2011-05-25,28.889999
2011-05-26,28.727501
2011-05-27,29.3125
2011-05-31,28.955
2011-06-01,28.120001000000002
2011-06-02,28.182501000000002
2011-06-03,27.8375
2011-06-06,27.49
2011-06-07,27.5825
2011-06-08,26.2225
2011-06-09,26.192498999999998
2011-06-10,25.110001
2011-06-13,25.690001000000002
2011-06-14,26.282498999999998
2011-06-15,24.860001
2011-06-16,24.9475
2011-06-17,24.92
2011-06-20,25.022499
2011-06-21,26.115
2011-06-22,25.16
2011-06-23,25.639999
2011-06-24,26.504998999999998
2011-06-27,26.92
2011-06-28,27.8925
2011-06-29,27.977501
2011-06-30,27.93
2011-07-01,28.690001000000002
2011-07-05,28.8575
2011-07-06,29.514999
2011-07-07,29.870001000000002
2011-07-08,29.4125
2011-07-11,28.555
2011-07-12,28.735001
2011-07-13,29.3025
2011-07-14,29.0375
2011-07-15,30.754998999999998
2011-07-18,29.965
2011-07-19,31.127501000000002
2011-07-20,31.75
2011-07-21,31.6425
2011-07-22,31.9275
2011-07-25,31.817498999999998
2011-07-26,31.66
2011-07-27,31.192498999999998
2011-07-28,30.52
2011-07-29,31.932501000000002
2011-08-01,30.004998999999998
2011-08-02,28.655001000000002
2011-08-03,29.4825
2011-08-04,27.725
2011-08-05,27.7875
2011-08-08,26.25
2011-08-09,29.6325
2011-08-10,29.192498999999998
2011-08-11,29.764999
2011-08-12,30.299999
2011-08-15,30.7675
2011-08-16,30.0625
2011-08-17,28.905001000000002
2011-08-18,27.975
2011-08-19,27.5
2011-08-22,27.58
2011-08-23,28.25
2011-08-24,27.629998999999998
2011-08-25,26.799999
2011-08-26,27.07
2011-08-29,28.040001
2011-08-30,28.950001
2011-08-31,30.5
2011-09-01,30.01
2011-09-02,29.59
2011-09-06,29.549999
2011-09-07,31.620001000000002
2011-09-08,32.169998
2011-09-09,31.629998999999998
2011-09-12,31.969998999999998
2011-09-13,32.540001000000004
2011-09-14,33.700001
2011-09-15,33.139998999999996
2011-09-16,32.459998999999996
2011-09-19,32.75
2011-09-20,32.34
2011-09-21,29.34
2011-09-22,27.17
2011-09-23,28.27
2011-09-26,27.879998999999998
2011-09-27,29.85
2011-09-28,27.58
2011-09-29,24.360001
2011-09-30,22.969998999999998
2011-10-03,21.370001000000002
2011-10-04,23.17
2011-10-05,25.42
2011-10-06,27.440001000000002
2011-10-07,27.299999
2011-10-10,28.559998999999998
2011-10-11,29.57
2011-10-12,30.309998999999998
2011-10-13,29.93
2011-10-14,30.200001
2011-10-17,30.01
2011-10-18,26.389999
2011-10-19,26.559998999999998
2011-10-20,25.559998999999998
2011-10-21,26.950001
2011-10-24,28.35
2011-10-25,28.190001000000002
2011-10-26,28.629998999999998
2011-10-27,30.1
2011-10-28,30.07
2011-10-31,29.639999
2011-11-01,29.15
2011-11-02,29.35
2011-11-03,29.42
2011-11-04,28.85
2011-11-07,28.620001000000002
2011-11-08,28.950001
2011-11-09,27.959999
2011-11-10,27.219998999999998
2011-11-11,27.1
2011-11-14,26.25
2011-11-15,25.68
2011-11-16,25.889999
2011-11-17,24.889999
2011-11-18,22.780001000000002
2011-11-21,22.42
2011-11-22,23.639999
2011-11-23,22.860001
2011-11-25,23.459999
2011-11-28,23.549999
2011-11-29,23.93
2011-11-30,25.24
2011-12-01,24.76
2011-12-02,24.940001000000002
2011-12-05,25.690001000000002
2011-12-06,25.190001000000002
2011-12-07,24.700001
2011-12-08,23.98
2011-12-09,24.18
2011-12-12,23.77
2011-12-13,22.870001000000002
2011-12-14,22.09
2011-12-15,21.809998999999998
2011-12-16,21.74
2011-12-19,21.459999
2011-12-20,22.75
2011-12-21,23.110001
2011-12-22,23.889999
2011-12-23,24.08
2011-12-27,24.1
2011-12-28,23.889999
2011-12-29,23.75
2011-12-30,24.049999
2012-01-03,23.76
2012-01-04,22.700001
2012-01-05,22.9
2012-01-06,22.32
2012-01-09,22.110001
2012-01-10,23.82
2012-01-11,24.110001
2012-01-12,24.58
2012-01-13,25.219998999999998
2012-01-17,22.360001
2012-01-18,24.09
2012-01-19,22.889999
2012-01-20,23.27
2012-01-23,22.530001000000002
2012-01-24,23.01
2012-01-25,23.57
2012-01-26,24.059998999999998
2012-01-27,24.59
2012-01-30,23.780001000000002
2012-01-31,23.82
2012-02-01,24.290001
2012-02-02,25.0
2012-02-03,25.860001
2012-02-06,25.33
2012-02-07,25.02
2012-02-08,25.290001
2012-02-09,25.629998999999998
2012-02-10,25.389999
2012-02-13,25.690001000000002
2012-02-14,26.379998999999998
2012-02-15,26.57
2012-02-16,26.870001000000002
2012-02-17,27.049999
2012-02-21,26.16
2012-02-22,26.219998999999998
2012-02-23,26.08
2012-02-24,26.15
2012-02-27,26.0
2012-02-28,26.34
2012-02-29,26.51
2012-03-01,26.15
2012-03-02,27.040001
2012-03-05,26.98
2012-03-06,25.82
2012-03-07,26.719998999999998
2012-03-08,28.040001
2012-03-09,27.4
2012-03-12,27.01
2012-03-13,26.790001
2012-03-14,26.030001000000002
2012-03-15,27.889999
2012-03-16,27.68
2012-03-19,28.190001000000002
2012-03-20,28.6
2012-03-21,28.059998999999998
2012-03-22,27.0
2012-03-23,26.969998999999998
2012-03-26,27.299999
2012-03-27,26.91
2012-03-28,26.4
2012-03-29,26.620001000000002
2012-03-30,27.459999
2012-04-02,28.35
2012-04-03,28.309998999999998
2012-04-04,27.75
2012-04-05,27.780001000000002
2012-04-09,27.26
2012-04-10,27.040001
2012-04-11,27.790001
2012-04-12,27.870001000000002
2012-04-13,27.57
2012-04-16,26.91
2012-04-17,27.870001000000002
2012-04-18,27.43
2012-04-19,27.389999
2012-04-20,27.09
2012-04-23,25.9
2012-04-24,25.780001000000002
2012-04-25,25.77
2012-04-26,26.16
2012-04-27,26.9
2012-04-30,26.73
2012-05-01,27.52
2012-05-02,28.82
2012-05-03,28.5
2012-05-04,28.68
2012-05-07,28.57
2012-05-08,28.780001000000002
2012-05-09,28.280001000000002
2012-05-10,27.83
2012-05-11,27.75
2012-05-14,27.209999
2012-05-15,27.33
2012-05-16,26.23
2012-05-17,26.32
2012-05-18,25.790001
2012-05-21,26.84
2012-05-22,27.139999
2012-05-23,26.51
2012-05-24,26.280001000000002
2012-05-25,26.23
2012-05-29,27.459999
2012-05-30,26.57
2012-05-31,26.51
2012-06-01,26.200001
2012-06-04,26.360001
2012-06-05,26.870001000000002
2012-06-06,27.15
2012-06-07,27.139999
2012-06-08,27.49
2012-06-11,26.959999
2012-06-12,27.190001000000002
2012-06-13,27.030001000000002
2012-06-14,27.200001
2012-06-15,28.26
2012-06-18,27.33
2012-06-19,27.75
2012-06-20,27.190001000000002
2012-06-21,26.209999
2012-06-22,25.540001
2012-06-25,24.370001000000002
2012-06-26,25.01
2012-06-27,25.58
2012-06-28,25.040001
2012-06-29,24.5
2012-07-02,24.01
2012-07-03,24.0
2012-07-05,24.85
2012-07-06,24.700001
2012-07-09,24.049999
2012-07-10,23.4
2012-07-11,22.92
2012-07-12,22.66
2012-07-13,22.450001
2012-07-16,22.26
2012-07-17,14.62
2012-07-18,9.5
2012-07-19,11.2
2012-07-20,12.91
2012-07-23,12.19
2012-07-24,12.3
2012-07-25,11.49
2012-07-26,11.72
2012-07-27,11.95
2012-07-30,10.9
2012-07-31,11.42
2012-08-01,11.23
2012-08-02,11.72
2012-08-03,11.33
2012-08-06,11.9
2012-08-07,12.11
2012-08-08,11.87
2012-08-09,12.04
2012-08-10,12.9
2012-08-13,13.4
2012-08-14,13.62
2012-08-15,13.63
2012-08-16,13.9
2012-08-17,13.93
2012-08-20,14.05
2012-08-21,14.44
2012-08-22,14.63
2012-08-23,14.49
2012-08-24,14.08
2012-08-27,13.73
2012-08-28,13.61
2012-08-29,13.28
2012-08-30,13.66
2012-08-31,13.9
2012-09-04,13.34
2012-09-05,13.57
2012-09-06,13.99
2012-09-07,14.79
2012-09-10,14.4
2012-09-11,14.5
2012-09-12,14.5
2012-09-13,14.47
2012-09-14,14.93
2012-09-17,14.16
2012-09-18,14.36
2012-09-19,14.44
2012-09-20,13.81
2012-09-21,14.92
2012-09-24,14.64
2012-09-25,14.12
2012-09-26,14.56
2012-09-27,15.55
2012-09-28,16.67
2012-10-01,16.6
2012-10-02,16.77
2012-10-03,16.540001
2012-10-04,16.299999
2012-10-05,16.719998999999998
2012-10-08,16.41
2012-10-09,16.58
2012-10-10,16.940001000000002
2012-10-11,17.950001
2012-10-12,17.139999
2012-10-15,17.889999
2012-10-16,17.860001
2012-10-17,17.4
2012-10-18,17.59
2012-10-19,17.370001000000002
2012-10-22,17.389999
2012-10-23,17.309998999999998
2012-10-24,17.34
2012-10-25,17.059998999999998
2012-10-26,16.690001000000002
2012-10-31,16.860001
2012-11-01,16.700001
2012-11-02,16.65
2012-11-05,16.549999
2012-11-06,17.110001
2012-11-07,17.07
2012-11-08,16.860001
2012-11-09,17.059998999999998
2012-11-12,18.0
2012-11-13,17.889999
2012-11-14,18.5
2012-11-15,19.309998999999998
2012-11-16,19.01
2012-11-19,19.049999
2012-11-20,19.530001000000002
2012-11-21,19.190001000000002
2012-11-23,19.17
2012-11-26,19.030001000000002
2012-11-27,18.780001000000002
2012-11-28,19.360001
2012-11-29,20.959999
2012-11-30,20.16
2012-12-03,20.25
2012-12-04,18.08
2012-12-05,16.41
2012-12-06,17.389999
2012-12-07,17.559998999999998
2012-12-10,18.51
2012-12-11,18.49
2012-12-12,19.24
2012-12-13,19.690001000000002
2012-12-14,19.76
2012-12-17,19.99
2012-12-18,20.139999
2012-12-19,20.26
2012-12-20,19.99
2012-12-21,19.790001
2012-12-24,19.379998999999998
2012-12-26,19.49
2012-12-27,19.290001
2012-12-28,19.129998999999998
2012-12-31,19.43
2013-01-02,20.0
2013-01-03,19.99
2013-01-04,20.0
2013-01-07,19.5
2013-01-08,18.98
2013-01-09,19.200001
2013-01-10,19.02
2013-01-11,18.85
2013-01-14,19.24
2013-01-15,19.77
2013-01-16,19.129998999999998
2013-01-17,18.379998999999998
2013-01-18,18.35
2013-01-22,18.1
2013-01-23,17.98
2013-01-24,17.99
2013-01-25,18.040001
2013-01-28,17.9
2013-01-29,16.360001
2013-01-30,16.719998999999998
2013-01-31,17.07
2013-02-01,17.549999
2013-02-04,17.120001000000002
2013-02-05,16.99
2013-02-06,16.98
2013-02-07,16.879998999999998
2013-02-08,16.92
2013-02-11,16.870001000000002
2013-02-12,16.98
2013-02-13,17.110001
2013-02-14,17.09
2013-02-15,17.16
2013-02-19,17.16
2013-02-20,16.370001000000002
2013-02-21,15.76
2013-02-22,15.94
2013-02-25,16.09
2013-02-26,15.88
2013-02-27,15.5
2013-02-28,15.2
2013-03-01,15.51
2013-03-04,15.07
2013-03-05,15.15
2013-03-06,15.22
2013-03-07,15.14
2013-03-08,15.52
2013-03-11,15.42
2013-03-12,15.05
2013-03-13,14.99
2013-03-14,14.78
2013-03-15,16.02
2013-03-18,17.309998999999998
2013-03-19,17.370001000000002
2013-03-20,17.129998999999998
2013-03-21,17.4
2013-03-22,17.18
2013-03-25,17.24
2013-03-26,17.51
2013-03-27,18.07
2013-03-28,18.0
2013-04-01,17.49
2013-04-02,17.51
2013-04-03,16.51
2013-04-04,16.5
2013-04-05,16.07
2013-04-08,16.83
2013-04-09,17.360001
2013-04-10,17.860001
2013-04-11,17.469998999999998
2013-04-12,17.370001000000002
2013-04-15,16.99
2013-04-16,17.459999
2013-04-17,17.5
2013-04-18,17.83
2013-04-19,18.24
2013-04-22,17.92
2013-04-23,19.0
2013-04-24,18.799999
2013-04-25,19.43
2013-04-26,19.120001000000002
2013-04-29,19.200001
2013-04-30,19.129998999999998
2013-05-01,19.15
2013-05-02,18.559998999999998
2013-05-03,18.66
2013-05-06,18.940001000000002
2013-05-07,18.5
2013-05-08,18.65
2013-05-09,18.700001
2013-05-10,19.16
2013-05-13,18.82
2013-05-14,18.790001
2013-05-15,18.9
2013-05-16,18.84
2013-05-17,18.99
2013-05-20,19.299999
2013-05-21,20.17
2013-05-22,19.92
2013-05-23,20.17
2013-05-24,20.33
2013-05-28,21.459999
2013-05-29,21.860001
2013-05-30,22.559998999999998
2013-05-31,22.33
2013-06-03,22.030001000000002
2013-06-04,22.32
2013-06-05,21.799999
2013-06-06,21.860001
2013-06-07,22.35
2013-06-10,22.459999
2013-06-11,21.67
2013-06-12,21.969998999999998
2013-06-13,21.93
2013-06-14,22.07
2013-06-17,21.9
2013-06-18,21.98
2013-06-19,21.620001000000002
2013-06-20,20.99
2013-06-21,21.42
2013-06-24,20.370001000000002
2013-06-25,21.26
2013-06-26,21.639999
2013-06-27,22.09
2013-06-28,22.15
2013-07-01,22.41
2013-07-02,22.1
2013-07-03,21.49
2013-07-05,22.98
2013-07-08,23.129998999999998
2013-07-09,23.139999
2013-07-10,23.48
2013-07-11,24.1
2013-07-12,24.01
2013-07-15,24.200001
2013-07-16,23.99
2013-07-17,23.48
2013-07-18,23.25
2013-07-19,22.799999
2013-07-22,22.67
2013-07-23,21.92
2013-07-24,21.75
2013-07-25,21.889999
2013-07-26,21.99
2013-07-29,21.83
2013-07-30,21.75
2013-07-31,22.190001000000002
2013-08-01,22.82
2013-08-02,22.93
2013-08-05,22.77
2013-08-06,22.18
2013-08-07,22.02
2013-08-08,22.9
2013-08-09,22.0
2013-08-12,22.950001
2013-08-13,23.0
2013-08-14,23.41
2013-08-15,22.450001
2013-08-16,22.49
2013-08-19,22.33
2013-08-20,22.440001000000002
2013-08-21,22.58
2013-08-22,23.1
2013-08-23,23.0
2013-08-26,23.059998999999998
2013-08-27,22.379998999999998
2013-08-28,21.950001
2013-08-29,21.879998999999998
2013-08-30,21.23
2013-09-03,21.389999
2013-09-04,21.16
2013-09-05,21.370001000000002
2013-09-06,21.77
2013-09-09,22.0
2013-09-10,22.690001000000002
2013-09-11,22.98
2013-09-12,23.290001
2013-09-13,23.790001
2013-09-16,24.200001
2013-09-17,23.969998999999998
2013-09-18,23.83
2013-09-19,23.959999
2013-09-20,23.09
2013-09-23,23.5
2013-09-24,23.52
2013-09-25,24.639999
2013-09-26,24.67
2013-09-27,24.9
2013-09-30,24.9
2013-10-01,25.0
2013-10-02,25.540001
2013-10-03,25.370001000000002
2013-10-04,25.33
2013-10-07,25.16
2013-10-08,23.77
2013-10-09,24.43
2013-10-10,25.0
2013-10-11,24.98
2013-10-14,25.540001
2013-10-15,25.450001
2013-10-16,25.99
2013-10-17,26.26
2013-10-18,26.459999
2013-10-21,26.18
2013-10-22,26.629998999999998
2013-10-23,26.469998999999998
2013-10-24,28.08
2013-10-25,27.1
2013-10-28,26.530001000000002
2013-10-29,27.42
2013-10-30,26.700001
2013-10-31,26.209999
2013-11-01,26.66
2013-11-04,26.75
2013-11-05,26.84
2013-11-06,26.58
2013-11-07,25.780001000000002
2013-11-08,26.379998999999998
2013-11-11,26.42
2013-11-12,26.18
2013-11-13,26.92
2013-11-14,27.51
2013-11-15,28.139999
2013-11-18,29.67
2013-11-19,29.17
2013-11-20,29.0
2013-11-21,29.200001
2013-11-22,29.59
2013-11-25,29.0
2013-11-26,29.280001000000002
2013-11-27,29.530001000000002
2013-11-29,29.690001000000002
2013-12-02,30.0
2013-12-03,29.91
2013-12-04,29.99
2013-12-05,29.469998999999998
2013-12-06,29.98
2013-12-09,29.43
2013-12-10,29.58
2013-12-11,28.940001000000002
2013-12-12,29.200001
2013-12-13,29.51
2013-12-16,29.34
2013-12-17,28.93
2013-12-18,29.66
2013-12-19,29.700001
2013-12-20,29.790001
2013-12-23,29.959999
2013-12-24,30.57
2013-12-26,30.02
2013-12-27,29.93
2013-12-30,31.0
2013-12-31,31.5
2014-01-02,30.620001000000002
2014-01-03,30.27
2014-01-06,30.379998999999998
2014-01-07,31.26
2014-01-08,32.41
2014-01-09,32.540001000000004
2014-01-10,32.630001
2014-01-13,32.66
2014-01-14,32.77
2014-01-15,33.07
2014-01-16,33.0
2014-01-17,33.68
2014-01-21,33.0
2014-01-22,32.939999
2014-01-23,30.700001
2014-01-24,29.959999
2014-01-27,29.200001
2014-01-28,30.200001
2014-01-29,29.4
2014-01-30,29.440001000000002
2014-01-31,29.34
2014-02-03,28.09
2014-02-04,28.700001
2014-02-05,29.450001
2014-02-06,29.790001
2014-02-07,31.4
2014-02-10,30.24
2014-02-11,30.18
2014-02-12,30.379998999999998
2014-02-13,31.52
2014-02-14,31.67
2014-02-18,32.900002
2014-02-19,32.880001
2014-02-20,32.0
2014-02-21,32.0
2014-02-24,32.389998999999996
2014-02-25,32.5
2014-02-26,30.15
2014-02-27,28.09
2014-02-28,27.84
2014-03-03,28.4
2014-03-04,28.790001
2014-03-05,28.790001
2014-03-06,28.17
2014-03-07,26.5
2014-03-10,26.49
2014-03-11,26.559998999999998
2014-03-12,27.57
2014-03-13,27.73
2014-03-14,26.719998999999998
2014-03-17,27.030001000000002
2014-03-18,29.35
2014-03-19,29.84
2014-03-20,28.799999
2014-03-21,28.709999
2014-03-24,27.950001
2014-03-25,28.91
2014-03-26,29.32
2014-03-27,27.41
2014-03-28,29.469998999999998
2014-03-31,29.35
2014-04-01,29.450001
2014-04-02,28.93
2014-04-03,27.280001000000002
2014-04-04,27.459999
2014-04-07,26.559998999999998
2014-04-08,27.4
2014-04-09,27.68
2014-04-10,26.75
2014-04-11,26.360001
2014-04-14,26.129998999999998
2014-04-15,25.42
2014-04-16,26.809998999999998
2014-04-17,26.51
2014-04-21,26.790001
2014-04-22,26.559998999999998
2014-04-23,26.709999
2014-04-24,26.610001
2014-04-25,25.98
2014-04-28,23.76
2014-04-29,24.02
2014-04-30,24.200001
2014-05-01,23.85
2014-05-02,25.5
2014-05-05,23.98
2014-05-06,23.889999
2014-05-07,22.879998999999998
2014-05-08,23.09
2014-05-09,23.52
2014-05-12,24.08
2014-05-13,24.139999
2014-05-14,24.32
2014-05-15,23.83
2014-05-16,23.969998999999998
2014-05-19,24.65
2014-05-20,24.98
2014-05-21,25.43
2014-05-22,25.15
2014-05-23,25.799999
2014-05-27,26.190001000000002
2014-05-28,25.549999
2014-05-29,25.92
2014-05-30,25.82
2014-06-02,26.75
2014-06-03,25.76
2014-06-04,25.700001
2014-06-05,26.26
2014-06-06,26.209999
2014-06-09,26.110001
2014-06-10,27.02
2014-06-11,26.5
2014-06-12,26.4
2014-06-13,26.370001000000002
2014-06-16,26.370001000000002
2014-06-17,26.24
2014-06-18,26.290001
2014-06-19,25.540001
2014-06-20,25.959999
2014-06-23,26.68
2014-06-24,26.290001
2014-06-25,26.26
2014-06-26,26.110001
2014-06-27,26.25
2014-06-30,26.57
2014-07-01,26.440001000000002
2014-07-02,26.15
2014-07-03,27.1
2014-07-07,26.1
2014-07-08,25.540001
2014-07-09,26.15
2014-07-10,25.59
2014-07-11,25.85
2014-07-14,26.01
2014-07-15,24.700001
2014-07-16,24.92
2014-07-17,24.32
2014-07-18,24.389999
2014-07-21,24.200001
2014-07-22,21.01
2014-07-23,20.530001000000002
2014-07-24,19.389999
2014-07-25,19.4
2014-07-28,19.59
2014-07-29,19.030001000000002
2014-07-30,19.780001000000002
2014-07-31,19.549999
2014-08-01,19.27
2014-08-04,19.120001000000002
2014-08-05,18.92
2014-08-06,18.92
2014-08-07,19.190001000000002
2014-08-08,19.18
2014-08-11,19.540001
2014-08-12,20.450001
2014-08-13,20.690001000000002
2014-08-14,20.92
2014-08-15,21.27
2014-08-18,21.940001000000002
2014-08-19,22.25
2014-08-20,22.27
2014-08-21,21.860001
2014-08-22,22.110001
2014-08-25,22.41
2014-08-26,22.66
2014-08-27,23.1
2014-08-28,22.92
2014-08-29,22.809998999999998
2014-09-02,22.700001
2014-09-03,22.77
2014-09-04,22.799999
2014-09-05,22.93
2014-09-08,22.68
2014-09-09,22.51
2014-09-10,22.459999
2014-09-11,22.6
2014-09-12,22.42
2014-09-15,21.92
2014-09-16,22.120001000000002
2014-09-17,22.15
2014-09-18,21.91
2014-09-19,21.790001
2014-09-22,21.93
2014-09-23,21.9
2014-09-24,21.799999
2014-09-25,21.809998999999998
2014-09-26,22.139999
2014-09-29,22.32
2014-09-30,23.200001
2014-10-01,23.059998999999998
2014-10-02,23.65
2014-10-03,23.780001000000002
2014-10-06,23.59
2014-10-07,23.18
2014-10-08,23.77
2014-10-09,23.379998999999998
2014-10-10,22.75
2014-10-13,21.91
2014-10-14,22.01
2014-10-15,20.870001000000002
2014-10-16,21.049999
2014-10-17,20.75
2014-10-20,21.110001
2014-10-21,21.549999
2014-10-22,21.360001
2014-10-23,21.4
2014-10-24,22.35
2014-10-27,21.370001000000002
2014-10-28,21.58
2014-10-29,21.59
2014-10-30,21.51
2014-10-31,21.6
2014-11-03,22.0
2014-11-04,21.950001
2014-11-05,21.950001
2014-11-06,22.299999
2014-11-07,22.35
2014-11-10,21.66
2014-11-11,21.84
2014-11-12,21.809998999999998
2014-11-13,22.09
2014-11-14,22.459999
2014-11-17,22.799999
2014-11-18,22.42
2014-11-19,22.76
2014-11-20,22.5
2014-11-21,22.34
2014-11-24,22.51
2014-11-25,22.389999
2014-11-26,22.35
2014-11-28,22.120001000000002
2014-12-01,21.58
2014-12-02,21.84
2014-12-03,21.41
2014-12-04,21.549999
2014-12-05,21.360001
2014-12-08,21.0
2014-12-09,20.92
2014-12-10,21.040001
2014-12-11,21.360001
2014-12-12,21.030001000000002
2014-12-15,20.639999
2014-12-16,20.16
2014-12-17,20.530001000000002
2014-12-18,20.34
2014-12-19,20.549999
2014-12-22,20.459999
2014-12-23,20.389999
2014-12-24,20.35
2014-12-26,20.190001000000002
2014-12-29,20.27
2014-12-30,20.450001
2014-12-31,20.41
2015-01-02,20.42
2015-01-05,20.85
2015-01-06,20.66
2015-01-07,20.610001
2015-01-08,20.77
2015-01-09,20.98
2015-01-12,21.33
2015-01-13,21.35
2015-01-14,21.209999
2015-01-15,20.57
2015-01-16,20.51
2015-01-20,20.190001000000002
2015-01-21,19.559998999999998
2015-01-22,19.17
2015-01-23,18.629998999999998
2015-01-26,18.66
2015-01-27,18.450001
2015-01-28,18.450001
2015-01-29,18.4
2015-01-30,18.290001
2015-02-02,18.370001000000002
2015-02-03,18.66
2015-02-04,18.58
2015-02-05,18.52
2015-02-06,18.639999
2015-02-09,18.66
2015-02-10,18.629998999999998
2015-02-11,18.6
2015-02-12,18.780001000000002
2015-02-13,18.790001
2015-02-17,19.049999
2015-02-18,19.17
2015-02-19,19.799999
2015-02-20,20.01
2015-02-23,20.58
2015-02-24,20.4
2015-02-25,19.84
2015-02-26,19.530001000000002
2015-02-27,19.16
2015-03-02,19.610001
2015-03-03,19.68
2015-03-04,20.0
2015-03-05,20.66
2015-03-06,20.290001
2015-03-09,20.530001000000002
2015-03-10,20.51
2015-03-11,20.51
2015-03-12,20.57
2015-03-13,20.559998999999998
2015-03-16,20.98
2015-03-17,21.389999
2015-03-18,21.040001
2015-03-19,20.780001000000002
2015-03-20,21.459999
2015-03-23,22.0
2015-03-24,21.98
2015-03-25,21.93
2015-03-26,22.200001
2015-03-27,22.17
2015-03-30,22.780001000000002
2015-03-31,22.17
2015-04-01,23.16
2015-04-02,24.040001
2015-04-06,24.299999
2015-04-07,24.610001
2015-04-08,25.709999
2015-04-09,25.790001
2015-04-10,24.52
2015-04-13,24.42
2015-04-14,23.93
2015-04-15,23.719998999999998
2015-04-16,23.84
2015-04-17,23.879998999999998
2015-04-20,24.68
2015-04-21,25.33
2015-04-22,26.09
2015-04-23,26.690001000000002
2015-04-24,26.52
2015-04-27,26.870001000000002
2015-04-28,26.85
2015-04-29,26.1
2015-04-30,25.59
2015-05-01,25.6
2015-05-04,25.33
2015-05-05,25.030001000000002
2015-05-06,24.93
2015-05-07,24.66
2015-05-08,24.77
2015-05-11,24.290001
2015-05-12,24.129998999999998
2015-05-13,24.389999
2015-05-14,24.49
2015-05-15,24.48
2015-05-18,24.41
2015-05-19,24.139999
2015-05-20,23.969998999999998
2015-05-21,24.280001000000002
2015-05-22,24.5
2015-05-26,23.85
2015-05-27,24.1
2015-05-28,24.049999
2015-05-29,23.83
2015-06-01,23.959999
2015-06-02,24.190001000000002
2015-06-03,23.98
2015-06-04,24.1
2015-06-05,24.52
2015-06-08,24.030001000000002
2015-06-09,23.959999
2015-06-10,25.370001000000002
2015-06-11,26.02
2015-06-12,25.52
2015-06-15,25.49
2015-06-16,25.18
2015-06-17,26.08
2015-06-18,26.0
2015-06-19,25.07
2015-06-22,24.700001
2015-06-23,24.74
2015-06-24,24.870001000000002
2015-06-25,24.639999
2015-06-26,24.629998999999998
2015-06-29,23.76
2015-06-30,24.52
2015-07-01,23.860001
2015-07-02,23.799999
2015-07-06,22.9
2015-07-07,23.110001
2015-07-08,22.690001000000002
2015-07-09,23.709999
2015-07-10,23.459999
2015-07-13,23.74
2015-07-14,23.790001
2015-07-15,23.77
2015-07-16,23.83
2015-07-17,23.83
2015-07-20,23.620001000000002
2015-07-21,23.75
2015-07-22,22.85
2015-07-23,23.200001
2015-07-24,22.860001
2015-07-27,22.280001000000002
2015-07-28,22.4
2015-07-29,22.75
2015-07-30,22.719998999999998
2015-07-31,22.4
2015-08-03,22.219998999999998
2015-08-04,22.780001000000002
2015-08-05,22.780001000000002
2015-08-06,22.9
2015-08-07,22.83
2015-08-10,23.049999
2015-08-11,22.620001000000002
2015-08-12,22.309998999999998
2015-08-13,22.01
2015-08-14,22.200001
2015-08-17,22.24
2015-08-18,21.959999
2015-08-19,21.129998999999998
2015-08-20,19.799999
2015-08-21,19.58
2015-08-24,19.610001
2015-08-25,20.360001
2015-08-26,20.360001
2015-08-27,21.16
2015-08-28,20.75
2015-08-31,20.49
2015-09-01,19.92
2015-09-02,20.110001
2015-09-03,20.23
2015-09-04,19.66
2015-09-08,20.200001
2015-09-09,19.6
2015-09-10,19.26
2015-09-11,19.26
2015-09-14,18.68
2015-09-15,18.67
2015-09-16,19.17
2015-09-17,19.09
2015-09-18,18.870001000000002
2015-09-21,19.01
2015-09-22,19.02
2015-09-23,18.530001000000002
2015-09-24,18.84
2015-09-25,18.700001
2015-09-28,19.030001000000002
2015-09-29,19.799999
2015-09-30,20.209999
2015-10-01,19.969998999999998
2015-10-02,20.93
2015-10-05,21.040001
2015-10-06,21.040001
2015-10-07,21.610001
2015-10-08,21.08
2015-10-09,21.360001
2015-10-12,22.1
2015-10-13,21.959999
2015-10-14,22.129998999999998
2015-10-15,22.42
2015-10-16,22.450001
2015-10-19,22.99
2015-10-20,24.98
2015-10-21,25.209999
2015-10-22,24.98
2015-10-23,25.9
2015-10-26,26.059998999999998
2015-10-27,26.59
2015-10-28,26.870001000000002
2015-10-29,27.73
2015-10-30,27.51
2015-11-02,27.67
2015-11-03,27.860001
2015-11-04,28.0
2015-11-05,28.16
2015-11-06,28.76
2015-11-09,28.309998999999998
2015-11-10,28.25
2015-11-11,28.639999
2015-11-12,28.83
2015-11-13,28.879998999999998
2015-11-16,28.360001
2015-11-17,28.23
2015-11-18,28.709999
2015-11-19,30.25
2015-11-20,30.139999
2015-11-23,30.16
2015-11-24,30.049999
2015-11-25,30.370001000000002
2015-11-27,29.66
2015-11-30,29.02
2015-12-01,30.629998999999998
2015-12-02,31.17
2015-12-03,31.18
2015-12-04,31.379998999999998
2015-12-07,31.6
2015-12-08,32.32
2015-12-09,31.92
2015-12-10,32.150002
2015-12-11,31.93
2015-12-14,32.0
2015-12-15,32.900002
2015-12-16,32.919998
2015-12-17,32.919998
2015-12-18,32.950001
2015-12-21,32.939999
