Date,WPG
2014-05-14,20.059998999999998
2014-05-15,20.870001000000002
2014-05-16,19.98
2014-05-19,20.34
2014-05-20,20.549999
2014-05-21,20.620001000000002
2014-05-22,20.99
2014-05-23,21.26
2014-05-27,20.969998999999998
2014-05-28,21.030001000000002
2014-05-29,20.6
2014-05-30,19.889999
2014-06-02,19.799999
2014-06-03,19.9
2014-06-04,19.09
2014-06-05,19.07
2014-06-06,19.219998999999998
2014-06-09,19.209999
2014-06-10,19.309998999999998
2014-06-11,19.24
2014-06-12,19.129998999999998
2014-06-13,19.16
2014-06-16,19.35
2014-06-17,19.65
2014-06-18,19.719998999999998
2014-06-19,19.620001000000002
2014-06-20,19.139999
2014-06-23,19.299999
2014-06-24,19.16
2014-06-25,19.049999
2014-06-26,18.950001
2014-06-27,18.52
2014-06-30,18.74
2014-07-01,18.99
2014-07-02,18.969998999999998
2014-07-03,19.219998999999998
2014-07-07,19.200001
2014-07-08,19.49
2014-07-09,19.52
2014-07-10,19.309998999999998
2014-07-11,19.370001000000002
2014-07-14,19.25
2014-07-15,19.08
2014-07-16,19.129998999999998
2014-07-17,19.09
2014-07-18,19.16
2014-07-21,18.950001
2014-07-22,18.969998999999998
2014-07-23,19.15
2014-07-24,19.280001000000002
2014-07-25,19.09
2014-07-28,19.110001
2014-07-29,19.09
2014-07-30,19.120001000000002
2014-07-31,18.889999
2014-08-01,18.950001
2014-08-04,18.809998999999998
2014-08-05,18.549999
2014-08-06,18.57
2014-08-07,18.6
2014-08-08,18.99
2014-08-11,19.190001000000002
2014-08-12,19.18
2014-08-13,19.09
2014-08-14,19.25
2014-08-15,19.360001
2014-08-18,19.57
2014-08-19,19.629998999999998
2014-08-20,19.67
2014-08-21,19.6
2014-08-22,19.389999
2014-08-25,19.23
2014-08-26,19.5
2014-08-27,19.309998999999998
2014-08-28,19.48
2014-08-29,19.52
2014-09-02,19.549999
2014-09-03,19.559998999999998
2014-09-04,19.219998999999998
2014-09-05,19.040001
2014-09-08,19.16
2014-09-09,19.08
2014-09-10,19.059998999999998
2014-09-11,19.129998999999998
2014-09-12,18.58
2014-09-15,18.459999
2014-09-16,17.24
2014-09-17,16.84
2014-09-18,16.860001
2014-09-19,17.139999
2014-09-22,17.15
2014-09-23,17.190001000000002
2014-09-24,17.17
2014-09-25,16.969998999999998
2014-09-26,17.309998999999998
2014-09-29,17.299999
2014-09-30,17.48
2014-10-01,17.360001
2014-10-02,17.25
2014-10-03,17.34
2014-10-06,17.299999
2014-10-07,17.02
2014-10-08,17.040001
2014-10-09,16.68
2014-10-10,16.5
2014-10-13,16.200001
2014-10-14,16.280001000000002
2014-10-15,16.370001000000002
2014-10-16,16.67
2014-10-17,16.58
2014-10-20,16.780001000000002
2014-10-21,16.99
2014-10-22,16.950001
2014-10-23,17.1
2014-10-24,17.33
2014-10-27,17.559998999999998
2014-10-28,17.66
2014-10-29,17.9
2014-10-30,17.49
2014-10-31,17.629998999999998
2014-11-03,17.85
2014-11-04,17.799999
2014-11-05,17.809998999999998
2014-11-06,17.879998999999998
2014-11-07,17.780001000000002
2014-11-10,18.1
2014-11-11,18.15
2014-11-12,17.74
2014-11-13,17.84
2014-11-14,17.76
2014-11-17,17.51
2014-11-18,17.49
2014-11-19,17.18
2014-11-20,17.07
2014-11-21,17.4
2014-11-24,17.4
2014-11-25,17.440001000000002
2014-11-26,17.24
2014-11-28,17.23
2014-12-01,17.0
2014-12-02,17.0
2014-12-03,17.15
2014-12-04,17.35
2014-12-05,16.950001
2014-12-08,17.049999
2014-12-09,16.91
2014-12-10,16.68
2014-12-11,16.719998999999998
2014-12-12,16.690001000000002
2014-12-15,16.27
2014-12-16,16.42
2014-12-17,16.67
2014-12-18,17.139999
2014-12-19,17.26
2014-12-22,17.290001
2014-12-23,17.01
2014-12-24,17.1
2014-12-26,17.16
2014-12-29,17.200001
2014-12-30,17.32
2014-12-31,17.219998999999998
2015-01-02,17.42
2015-01-05,17.59
2015-01-06,17.5
2015-01-07,18.01
2015-01-08,18.049999
2015-01-09,17.700001
2015-01-12,17.799999
2015-01-13,17.85
2015-01-14,17.969998999999998
2015-01-15,18.18
2015-01-16,18.030001000000002
2015-01-20,17.27
2015-01-21,17.43
2015-01-22,18.0
2015-01-23,18.030001000000002
2015-01-26,17.98
2015-01-27,17.799999
2015-01-28,17.530001000000002
2015-01-29,17.74
2015-01-30,17.68
2015-02-02,17.51
2015-02-03,17.389999
2015-02-04,17.299999
2015-02-05,17.610001
2015-02-06,17.15
2015-02-09,17.110001
2015-02-10,16.959999
2015-02-11,16.91
2015-02-12,17.049999
2015-02-13,17.09
2015-02-17,17.059998999999998
2015-02-18,17.280001000000002
2015-02-19,17.139999
2015-02-20,17.299999
2015-02-23,17.48
2015-02-24,17.280001000000002
2015-02-25,17.719998999999998
2015-02-26,17.52
2015-02-27,17.33
2015-03-02,17.299999
2015-03-03,17.02
2015-03-04,16.709999
2015-03-05,16.780001000000002
2015-03-06,16.370001000000002
2015-03-09,16.25
2015-03-10,16.15
2015-03-11,16.32
2015-03-12,16.530001000000002
2015-03-13,16.549999
2015-03-16,16.74
2015-03-17,16.440001000000002
2015-03-18,16.690001000000002
2015-03-19,16.709999
2015-03-20,17.059998999999998
2015-03-23,17.02
2015-03-24,16.950001
2015-03-25,16.49
2015-03-26,16.620001000000002
2015-03-27,16.59
2015-03-30,16.709999
2015-03-31,16.629998999999998
2015-04-01,16.440001000000002
2015-04-02,16.4
2015-04-06,16.610001
2015-04-07,16.34
2015-04-08,16.290001
2015-04-09,16.02
2015-04-10,16.01
2015-04-13,15.91
2015-04-14,15.96
2015-04-15,15.74
2015-04-16,15.6
2015-04-17,15.44
2015-04-20,15.4
2015-04-21,15.33
2015-04-22,15.33
2015-04-23,15.56
2015-04-24,15.58
2015-04-27,15.62
2015-04-28,15.49
2015-04-29,15.21
2015-04-30,15.0
2015-05-01,15.06
2015-05-04,15.08
2015-05-05,14.81
2015-05-06,14.72
2015-05-07,14.6
2015-05-08,14.64
2015-05-11,14.49
2015-05-12,14.46
2015-05-13,14.6
2015-05-14,14.92
2015-05-15,14.77
2015-05-18,14.68
2015-05-19,14.55
2015-05-20,14.37
2015-05-21,14.28
2015-05-22,14.28
2015-05-26,14.19
2015-05-27,14.2
2015-05-28,14.15
2015-05-29,14.07
2015-06-01,13.94
2015-06-02,13.87
2015-06-03,13.55
2015-06-04,13.67
2015-06-05,13.57
2015-06-08,13.47
2015-06-09,13.23
2015-06-10,13.02
2015-06-11,13.29
2015-06-12,13.4
2015-06-15,13.33
2015-06-16,13.5
2015-06-17,14.09
2015-06-18,14.31
2015-06-19,14.27
2015-06-22,14.13
2015-06-23,13.81
2015-06-24,13.7
2015-06-25,13.54
2015-06-26,13.8
2015-06-29,13.65
2015-06-30,13.53
2015-07-01,13.87
2015-07-02,13.9
2015-07-06,13.91
2015-07-07,14.24
2015-07-08,14.15
2015-07-09,13.88
2015-07-10,13.92
2015-07-13,13.9
2015-07-14,13.92
2015-07-15,14.06
2015-07-16,14.04
2015-07-17,13.94
2015-07-20,13.91
2015-07-21,13.85
2015-07-22,13.87
2015-07-23,13.58
2015-07-24,13.67
2015-07-27,13.61
2015-07-28,13.57
2015-07-29,13.85
2015-07-30,13.43
2015-07-31,13.54
2015-08-03,13.8
2015-08-04,13.6
2015-08-05,13.27
2015-08-06,13.14
2015-08-07,13.11
2015-08-10,13.01
2015-08-11,13.07
2015-08-12,13.4
2015-08-13,13.44
2015-08-14,13.47
2015-08-17,13.62
2015-08-18,13.57
2015-08-19,13.35
2015-08-20,13.22
2015-08-21,13.03
2015-08-24,12.22
2015-08-25,12.12
