Date,GL
1980-10-01,2.833333
1980-10-02,2.796296
1980-10-03,2.777778
1980-10-06,2.740741
1980-10-07,2.6851849999999997
1980-10-08,2.722222
1980-10-09,2.722222
1980-10-10,2.722222
1980-10-13,2.740741
1980-10-14,2.722222
1980-10-15,2.703704
1980-10-16,2.703704
1980-10-17,2.703704
1980-10-20,2.666667
1980-10-21,2.648148
1980-10-22,2.648148
1980-10-23,2.611111
1980-10-24,2.611111
1980-10-27,2.592592
1980-10-28,2.592592
1980-10-29,2.574074
1980-10-30,2.574074
1980-10-31,2.574074
1980-11-03,2.555556
1980-11-05,2.555556
1980-11-06,2.5370369999999998
1980-11-07,2.518518
1980-11-10,2.518518
1980-11-11,2.62963
1980-11-12,2.666667
1980-11-13,2.6851849999999997
1980-11-14,2.703704
1980-11-17,2.6851849999999997
1980-11-18,2.648148
1980-11-19,2.62963
1980-11-20,2.648148
1980-11-21,2.62963
1980-11-24,2.648148
1980-11-25,2.6851849999999997
1980-11-26,2.759259
1980-11-28,2.8148150000000003
1980-12-01,2.833333
1980-12-02,2.981482
1980-12-03,3.018518
1980-12-04,3.018518
1980-12-05,2.833333
1980-12-08,2.777778
1980-12-09,2.8148150000000003
1980-12-10,2.8148150000000003
1980-12-11,2.8148150000000003
1980-12-12,2.8148150000000003
1980-12-15,2.8148150000000003
1980-12-16,2.8148150000000003
1980-12-17,2.777778
1980-12-18,2.777778
1980-12-19,2.777778
1980-12-22,2.851852
1980-12-23,2.833333
1980-12-24,2.8148150000000003
1980-12-26,2.833333
1980-12-29,2.833333
1980-12-30,2.888889
1980-12-31,3.0370369999999998
1981-01-02,3.296296
1981-01-05,3.37037
1981-01-06,3.3518519999999996
1981-01-07,3.240741
1981-01-08,3.203704
1981-01-09,3.166667
1981-01-12,3.1851849999999997
1981-01-13,3.074074
1981-01-14,3.111111
1981-01-15,3.111111
1981-01-16,3.1851849999999997
1981-01-19,3.1851849999999997
1981-01-20,3.148148
1981-01-21,3.1851849999999997
1981-01-22,3.1851849999999997
1981-01-23,3.1851849999999997
1981-01-26,3.074074
1981-01-27,3.074074
1981-01-28,3.0370369999999998
1981-01-29,3.092592
1981-01-30,3.0
1981-02-02,2.9629630000000002
1981-02-03,3.018518
1981-02-04,3.074074
1981-02-05,3.055556
1981-02-06,3.092592
1981-02-09,3.092592
1981-02-10,3.055556
1981-02-11,3.0
1981-02-12,3.0370369999999998
1981-02-13,3.111111
1981-02-17,3.074074
1981-02-18,3.0
1981-02-19,3.018518
1981-02-20,3.055556
1981-02-23,3.018518
1981-02-24,3.018518
1981-02-25,3.074074
1981-02-26,3.092592
1981-02-27,3.074074
1981-03-02,3.055556
1981-03-03,3.259259
1981-03-04,3.518518
1981-03-05,3.425926
1981-03-06,3.3518519999999996
1981-03-09,3.37037
1981-03-10,3.296296
1981-03-11,3.388889
1981-03-12,3.462963
1981-03-13,3.425926
1981-03-16,3.592592
1981-03-17,3.592592
1981-03-18,3.5555559999999997
1981-03-19,3.5555559999999997
1981-03-20,3.666667
1981-03-23,3.722222
1981-03-24,3.703704
1981-03-25,3.7407410000000003
1981-03-26,3.722222
1981-03-27,3.6481480000000004
1981-03-30,3.666667
1981-03-31,3.6481480000000004
1981-04-01,3.6851849999999997
1981-04-02,3.6851849999999997
1981-04-03,3.62963
1981-04-06,3.574074
1981-04-07,3.481482
1981-04-08,3.5555559999999997
1981-04-09,3.425926
1981-04-10,3.425926
1981-04-13,3.407408
1981-04-14,3.5555559999999997
1981-04-15,3.4444440000000003
1981-04-16,3.462963
1981-04-20,3.462963
1981-04-21,3.5555559999999997
1981-04-22,3.574074
1981-04-23,3.5555559999999997
1981-04-24,3.537037
1981-04-27,3.537037
1981-04-28,3.407408
1981-04-29,3.37037
1981-04-30,3.37037
1981-05-01,3.37037
1981-05-04,3.3148150000000003
1981-05-05,3.388889
1981-05-06,3.4444440000000003
1981-05-07,3.481482
1981-05-08,3.574074
1981-05-11,3.518518
1981-05-12,3.574074
1981-05-13,3.592592
1981-05-14,3.5555559999999997
1981-05-15,3.5555559999999997
1981-05-18,3.574074
1981-05-19,3.5555559999999997
1981-05-20,3.703704
1981-05-21,3.611111
1981-05-22,3.62963
1981-05-26,3.7407410000000003
1981-05-27,3.777778
1981-05-28,3.7407410000000003
1981-05-29,3.7407410000000003
1981-06-01,3.8518519999999996
1981-06-02,3.8518519999999996
1981-06-03,3.8518519999999996
1981-06-04,3.8518519999999996
1981-06-05,3.87037
1981-06-08,3.8518519999999996
1981-06-09,3.8518519999999996
1981-06-10,3.87037
1981-06-11,3.907408
1981-06-12,3.907408
1981-06-15,3.981482
1981-06-16,3.907408
1981-06-17,4.0
1981-06-18,3.925926
1981-06-19,4.0
1981-06-22,3.962963
1981-06-23,4.055555
1981-06-24,4.111111
1981-06-25,4.092593
1981-06-26,4.129630000000001
1981-06-29,3.981482
1981-06-30,3.962963
1981-07-01,3.907408
1981-07-02,3.888889
1981-07-06,3.8518519999999996
1981-07-07,3.888889
1981-07-08,3.888889
1981-07-09,3.8148150000000003
1981-07-10,3.8148150000000003
1981-07-13,3.8518519999999996
1981-07-14,3.8518519999999996
1981-07-15,3.8518519999999996
1981-07-16,3.8148150000000003
1981-07-17,3.8148150000000003
1981-07-20,3.8518519999999996
1981-07-21,3.796296
1981-07-22,3.8148150000000003
1981-07-23,3.7592589999999997
1981-07-24,3.7407410000000003
1981-07-27,3.7407410000000003
1981-07-28,3.7592589999999997
1981-07-29,3.7592589999999997
1981-07-30,3.8518519999999996
1981-07-31,3.8148150000000003
1981-08-03,3.8148150000000003
1981-08-04,3.777778
1981-08-05,3.7407410000000003
1981-08-06,3.6481480000000004
1981-08-07,3.592592
1981-08-10,3.592592
1981-08-11,3.62963
1981-08-12,3.666667
1981-08-13,3.666667
1981-08-14,3.703704
1981-08-17,3.703704
1981-08-18,3.703704
1981-08-19,3.6851849999999997
1981-08-20,3.6851849999999997
1981-08-21,3.6851849999999997
1981-08-24,3.666667
1981-08-25,3.62963
1981-08-26,3.6481480000000004
1981-08-27,3.6481480000000004
1981-08-28,3.6851849999999997
1981-08-31,3.666667
1981-09-01,3.703704
1981-09-02,3.7407410000000003
1981-09-03,3.7592589999999997
1981-09-04,3.722222
1981-09-08,3.6851849999999997
1981-09-09,3.703704
1981-09-10,3.6851849999999997
1981-09-11,3.703704
1981-09-14,3.7592589999999997
1981-09-15,3.777778
1981-09-16,3.796296
1981-09-17,3.8148150000000003
1981-09-18,3.87037
1981-09-21,3.8518519999999996
1981-09-22,3.87037
1981-09-23,3.87037
1981-09-24,3.87037
1981-09-25,3.8518519999999996
1981-09-28,3.8518519999999996
1981-09-29,3.87037
1981-09-30,3.87037
1981-10-01,3.87037
1981-10-02,3.925926
1981-10-05,3.925926
1981-10-06,3.9444440000000003
1981-10-07,3.962963
1981-10-08,3.9444440000000003
1981-10-09,3.981482
1981-10-12,3.962963
1981-10-13,3.962963
1981-10-14,3.962963
1981-10-15,4.0
1981-10-16,4.0
1981-10-19,4.018518
1981-10-20,4.0
1981-10-21,4.0
1981-10-22,4.0
1981-10-23,4.037037000000001
1981-10-26,4.055555
1981-10-27,4.0740739999999995
1981-10-28,4.0740739999999995
1981-10-29,4.037037000000001
1981-10-30,4.018518
1981-11-02,4.0740739999999995
1981-11-03,4.0740739999999995
1981-11-04,4.055555
1981-11-05,4.037037000000001
1981-11-06,4.055555
1981-11-09,4.0
1981-11-10,4.0
1981-11-11,4.0
1981-11-12,3.981482
1981-11-13,3.981482
1981-11-16,4.0
1981-11-17,4.0
1981-11-18,3.907408
1981-11-19,3.888889
1981-11-20,3.962963
1981-11-23,3.925926
1981-11-24,4.037037000000001
1981-11-25,4.0
1981-11-27,4.0
1981-11-30,4.037037000000001
1981-12-01,4.0
1981-12-02,4.055555
1981-12-03,4.018518
1981-12-04,4.018518
1981-12-07,4.0
1981-12-08,4.0
1981-12-09,4.0
1981-12-10,4.055555
1981-12-11,4.018518
1981-12-14,4.0
1981-12-15,3.962963
1981-12-16,3.962963
1981-12-17,3.9444440000000003
1981-12-18,3.9444440000000003
1981-12-21,3.9444440000000003
1981-12-22,3.925926
1981-12-23,3.907408
1981-12-24,3.925926
1981-12-28,3.925926
1981-12-29,3.962963
1981-12-30,3.888889
1981-12-31,3.888889
1982-01-04,3.925926
1982-01-05,3.907408
1982-01-06,3.8518519999999996
1982-01-07,3.833333
1982-01-08,3.7407410000000003
1982-01-11,3.5
1982-01-12,3.5
1982-01-13,3.518518
1982-01-14,3.5555559999999997
1982-01-15,3.5555559999999997
1982-01-18,3.5555559999999997
1982-01-19,3.537037
1982-01-20,3.518518
1982-01-21,3.5555559999999997
1982-01-22,3.703704
1982-01-25,3.62963
1982-01-26,3.5555559999999997
1982-01-27,3.574074
1982-01-28,3.5555559999999997
1982-01-29,3.62963
1982-02-01,3.62963
1982-02-02,3.574074
1982-02-03,3.5555559999999997
1982-02-04,3.5555559999999997
1982-02-05,3.5555559999999997
1982-02-08,3.62963
1982-02-09,3.666667
1982-02-10,3.6851849999999997
1982-02-11,3.6481480000000004
1982-02-12,3.6481480000000004
1982-02-16,3.6481480000000004
1982-02-17,3.62963
1982-02-18,3.666667
1982-02-19,3.62963
1982-02-22,3.592592
1982-02-23,3.592592
1982-02-24,3.481482
1982-02-25,3.481482
1982-02-26,3.462963
1982-03-01,3.481482
1982-03-02,3.481482
1982-03-03,3.481482
1982-03-04,3.425926
1982-03-05,3.407408
1982-03-08,3.407408
1982-03-09,3.3518519999999996
1982-03-10,3.388889
1982-03-11,3.3518519999999996
1982-03-12,3.37037
1982-03-15,3.3518519999999996
1982-03-16,3.3518519999999996
1982-03-17,3.3148150000000003
1982-03-18,3.296296
1982-03-19,3.240741
1982-03-22,3.259259
1982-03-23,3.407408
1982-03-24,3.537037
1982-03-25,3.537037
1982-03-26,3.518518
1982-03-29,3.518518
1982-03-30,3.537037
1982-03-31,3.5555559999999997
1982-04-01,3.592592
1982-04-02,3.518518
1982-04-05,3.5555559999999997
1982-04-06,3.7407410000000003
1982-04-07,3.8518519999999996
1982-04-08,3.8518519999999996
1982-04-12,3.888889
1982-04-13,3.888889
1982-04-14,3.8518519999999996
1982-04-15,3.777778
1982-04-16,3.7592589999999997
1982-04-19,3.7407410000000003
1982-04-20,3.7407410000000003
1982-04-21,3.703704
1982-04-22,3.703704
1982-04-23,3.722222
1982-04-26,3.703704
1982-04-27,3.703704
1982-04-28,3.8518519999999996
1982-04-29,3.833333
1982-04-30,3.8148150000000003
1982-05-03,3.833333
1982-05-04,3.7592589999999997
1982-05-05,3.722222
1982-05-06,3.722222
1982-05-07,3.703704
1982-05-10,3.703704
1982-05-11,3.703704
1982-05-12,3.7592589999999997
1982-05-13,3.777778
1982-05-14,3.833333
1982-05-17,3.8518519999999996
1982-05-18,3.8148150000000003
1982-05-19,3.8148150000000003
1982-05-20,3.796296
1982-05-21,3.722222
1982-05-24,3.6851849999999997
1982-05-25,3.703704
1982-05-26,3.6851849999999997
1982-05-27,3.666667
1982-05-28,3.703704
1982-06-01,3.7407410000000003
1982-06-02,3.722222
1982-06-03,3.722222
1982-06-04,3.703704
1982-06-07,3.6851849999999997
1982-06-08,3.6481480000000004
1982-06-09,3.611111
1982-06-10,3.5555559999999997
1982-06-11,3.537037
1982-06-14,3.462963
1982-06-15,3.462963
1982-06-16,3.37037
1982-06-17,3.37037
1982-06-18,3.333333
1982-06-21,3.333333
1982-06-22,3.333333
1982-06-23,3.37037
1982-06-24,3.37037
1982-06-25,3.3518519999999996
1982-06-28,3.388889
1982-06-29,3.333333
1982-06-30,3.37037
1982-07-01,3.407408
1982-07-02,3.37037
1982-07-06,3.425926
1982-07-07,3.4444440000000003
1982-07-08,3.4444440000000003
1982-07-09,3.4444440000000003
1982-07-12,3.462963
1982-07-13,3.481482
1982-07-14,3.481482
1982-07-15,3.462963
1982-07-16,3.481482
1982-07-19,3.537037
1982-07-20,3.537037
1982-07-21,3.537037
1982-07-22,3.5555559999999997
1982-07-23,3.611111
1982-07-26,3.62963
1982-07-27,3.62963
1982-07-28,3.574074
1982-07-29,3.5555559999999997
1982-07-30,3.518518
1982-08-02,3.5555559999999997
1982-08-03,3.5
1982-08-04,3.5
1982-08-05,3.5
1982-08-06,3.481482
1982-08-09,3.4444440000000003
1982-08-10,3.333333
1982-08-11,3.296296
1982-08-12,3.296296
1982-08-13,3.277778
1982-08-16,3.296296
1982-08-17,3.3148150000000003
1982-08-18,3.3148150000000003
1982-08-19,3.3518519999999996
1982-08-20,3.388889
1982-08-23,3.425926
1982-08-24,3.481482
1982-08-25,3.518518
1982-08-26,3.5
1982-08-27,3.5
1982-08-30,3.4444440000000003
1982-08-31,3.462963
1982-09-01,3.333333
1982-09-02,3.3518519999999996
1982-09-03,3.592592
