Date,TRN
1973-05-03,0.339484
1973-05-04,0.347665
1973-05-07,0.339484
1973-05-08,0.35175500000000004
1973-05-09,0.34152899999999997
1973-05-10,0.335394
1973-05-11,0.314943
1973-05-14,0.314943
1973-05-15,0.335394
1973-05-16,0.327214
1973-05-17,0.329259
1973-05-18,0.312898
1973-05-21,0.31085300000000005
1973-05-22,0.306763
1973-05-23,0.314943
1973-05-24,0.327214
1973-05-25,0.335394
1973-05-29,0.32312399999999997
1973-05-30,0.319033
1973-05-31,0.312898
1973-06-01,0.31085300000000005
1973-06-04,0.300628
1973-06-05,0.31085300000000005
1973-06-06,0.314943
1973-06-07,0.32312399999999997
1973-06-08,0.33334899999999995
1973-06-11,0.327214
1973-06-12,0.32312399999999997
1973-06-13,0.32312399999999997
1973-06-14,0.319033
1973-06-15,0.304718
1973-06-18,0.282222
1973-06-19,0.267906
1973-06-20,0.282222
1973-06-21,0.27608699999999997
1973-06-22,0.271996
1973-06-25,0.261771
1973-06-26,0.267906
1973-06-27,0.269951
1973-06-28,0.282222
1973-06-29,0.282222
1973-07-02,0.267906
1973-07-03,0.265861
1973-07-05,0.269951
1973-07-06,0.27608699999999997
1973-07-09,0.280177
1973-07-10,0.28835700000000003
1973-07-11,0.31085300000000005
1973-07-12,0.304718
1973-07-13,0.30880799999999997
1973-07-16,0.316988
1973-07-17,0.304718
1973-07-18,0.312898
1973-07-19,0.302673
1973-07-20,0.30880799999999997
1973-07-23,0.319033
1973-07-24,0.343575
1973-07-25,0.35584499999999997
1973-07-26,0.359935
1973-07-27,0.3538
1973-07-30,0.36198
1973-07-31,0.34970999999999997
1973-08-01,0.339484
1973-08-02,0.337439
1973-08-03,0.343575
1973-08-06,0.337439
1973-08-07,0.34152899999999997
1973-08-08,0.335394
1973-08-09,0.325169
1973-08-10,0.325169
1973-08-13,0.319033
1973-08-14,0.314943
1973-08-15,0.319033
1973-08-16,0.31085300000000005
1973-08-17,0.30880799999999997
1973-08-20,0.302673
1973-08-21,0.290402
1973-08-22,0.290402
1973-08-23,0.29449200000000003
1973-08-24,0.298583
1973-08-27,0.29449200000000003
1973-08-28,0.298583
1973-08-29,0.296538
1973-08-30,0.29449200000000003
1973-08-31,0.296538
1973-09-04,0.319033
1973-09-05,0.314943
1973-09-06,0.31085300000000005
1973-09-07,0.306763
1973-09-10,0.314943
1973-09-11,0.300628
1973-09-12,0.298583
1973-09-13,0.30880799999999997
1973-09-14,0.31085300000000005
1973-09-17,0.319033
1973-09-18,0.319033
1973-09-19,0.347665
1973-09-20,0.374251
1973-09-21,0.36607
1973-09-24,0.372206
1973-09-25,0.378341
1973-09-26,0.386521
1973-09-27,0.380386
1973-09-28,0.378341
1973-10-01,0.390611
1973-10-02,0.39265700000000003
1973-10-03,0.372206
1973-10-04,0.372206
1973-10-05,0.38447600000000004
1973-10-08,0.380386
1973-10-09,0.370161
1973-10-10,0.36198
1973-10-11,0.39265700000000003
1973-10-12,0.400837
1973-10-15,0.400837
1973-10-16,0.44173900000000005
1973-10-17,0.42742299999999994
1973-10-18,0.429468
1973-10-19,0.429468
1973-10-22,0.425378
1973-10-23,0.425378
1973-10-24,0.41719799999999996
1973-10-25,0.433558
1973-10-26,0.437648
1973-10-29,0.443784
1973-10-30,0.437648
1973-10-31,0.43151300000000004
1973-11-01,0.429468
1973-11-02,0.42742299999999994
1973-11-05,0.404927
1973-11-06,0.38856599999999997
1973-11-07,0.394702
1973-11-08,0.421288
1973-11-09,0.425378
1973-11-12,0.409017
1973-11-13,0.425378
1973-11-14,0.429468
1973-11-15,0.423333
1973-11-16,0.439694
1973-11-19,0.409017
1973-11-20,0.39674699999999996
1973-11-21,0.402882
1973-11-23,0.39265700000000003
1973-11-26,0.38856599999999997
1973-11-27,0.39265700000000003
1973-11-28,0.425378
1973-11-29,0.433558
1973-11-30,0.41924300000000003
1973-12-03,0.394702
1973-12-04,0.38856599999999997
1973-12-05,0.386521
1973-12-06,0.402882
1973-12-07,0.404927
1973-12-10,0.41310699999999995
1973-12-11,0.39674699999999996
1973-12-12,0.380386
1973-12-13,0.359935
1973-12-14,0.35789
1973-12-17,0.359935
1973-12-18,0.359935
1973-12-19,0.33334899999999995
1973-12-20,0.35175500000000004
1973-12-21,0.347665
1973-12-24,0.34970999999999997
1973-12-26,0.35789
1973-12-27,0.36607
1973-12-28,0.376296
1973-12-31,0.378341
1974-01-02,0.359935
1974-01-03,0.372206
1974-01-04,0.378341
1974-01-07,0.411062
1974-01-08,0.406972
1974-01-09,0.39265700000000003
1974-01-10,0.390611
1974-01-11,0.39265700000000003
1974-01-14,0.380386
1974-01-15,0.38447600000000004
1974-01-16,0.406972
1974-01-17,0.421288
1974-01-18,0.404927
1974-01-21,0.39674699999999996
1974-01-22,0.39674699999999996
1974-01-23,0.398792
1974-01-24,0.39265700000000003
1974-01-25,0.404927
1974-01-28,0.398792
1974-01-29,0.39265700000000003
1974-01-30,0.39674699999999996
1974-01-31,0.406972
1974-02-01,0.404927
1974-02-04,0.380386
1974-02-05,0.38856599999999997
1974-02-06,0.390611
1974-02-07,0.390611
1974-02-08,0.38447600000000004
1974-02-11,0.380386
1974-02-12,0.370161
1974-02-13,0.359935
1974-02-14,0.35584499999999997
1974-02-15,0.36198
1974-02-19,0.35789
1974-02-20,0.36607
1974-02-21,0.368116
1974-02-22,0.368116
1974-02-25,0.368116
1974-02-26,0.370161
1974-02-27,0.374251
1974-02-28,0.376296
1974-03-01,0.374251
1974-03-04,0.374251
1974-03-05,0.378341
1974-03-06,0.378341
1974-03-07,0.370161
1974-03-08,0.368116
1974-03-11,0.364025
1974-03-12,0.36607
1974-03-13,0.374251
1974-03-14,0.39265700000000003
1974-03-15,0.390611
1974-03-18,0.376296
1974-03-19,0.368116
1974-03-20,0.35789
1974-03-21,0.36607
1974-03-22,0.35584499999999997
1974-03-25,0.343575
1974-03-26,0.34562
1974-03-27,0.335394
1974-03-28,0.335394
1974-03-29,0.331304
1974-04-01,0.335394
1974-04-02,0.34152899999999997
1974-04-03,0.347665
1974-04-04,0.34152899999999997
1974-04-05,0.331304
1974-04-08,0.327214
1974-04-09,0.331304
1974-04-10,0.327214
1974-04-11,0.321079
1974-04-15,0.321079
1974-04-16,0.327214
1974-04-17,0.335394
1974-04-18,0.335394
1974-04-19,0.331304
1974-04-22,0.321079
1974-04-23,0.319033
