Date,NYT
1973-10-23,1.291667
1973-10-24,1.239583
1973-10-25,1.239583
1973-10-26,1.25
1973-10-29,1.25
1973-10-30,1.197917
1973-10-31,1.166667
1973-11-01,1.125
1973-11-02,1.125
1973-11-05,1.135417
1973-11-06,1.125
1973-11-07,1.125
1973-11-08,1.166667
1973-11-09,1.15625
1973-11-12,1.135417
1973-11-13,1.125
1973-11-14,1.104167
1973-11-15,1.104167
1973-11-16,1.135417
1973-11-19,1.072917
1973-11-20,1.0
1973-11-21,0.9375
1973-11-23,0.96875
1973-11-26,0.854167
1973-11-27,0.947917
1973-11-28,1.010417
1973-11-29,0.916667
1973-11-30,0.947917
1973-12-03,0.885417
1973-12-04,0.947917
1973-12-05,0.885417
1973-12-06,0.854167
1973-12-07,0.9375
1973-12-10,0.885417
1973-12-11,0.90625
1973-12-12,0.854167
1973-12-13,0.833333
1973-12-14,0.854167
1973-12-17,0.875
1973-12-18,0.854167
1973-12-19,0.854167
1973-12-20,0.875
1973-12-21,0.854167
1973-12-24,0.833333
1973-12-26,0.885417
1973-12-27,0.90625
1973-12-28,0.885417
1973-12-31,0.854167
1974-01-02,0.9375
1974-01-03,0.989583
1974-01-04,1.0
1974-01-07,1.072917
1974-01-08,1.041667
1974-01-09,1.0
1974-01-10,0.989583
1974-01-11,0.9375
1974-01-14,0.9375
1974-01-15,0.947917
1974-01-16,0.885417
1974-01-17,0.885417
1974-01-18,0.885417
1974-01-21,0.885417
1974-01-22,0.854167
1974-01-23,0.90625
1974-01-24,0.916667
1974-01-25,0.854167
1974-01-28,0.875
1974-01-29,0.885417
1974-01-30,0.885417
1974-01-31,0.90625
1974-02-01,0.90625
1974-02-04,0.90625
1974-02-05,0.916667
1974-02-06,0.916667
1974-02-07,0.854167
1974-02-08,0.885417
1974-02-11,0.854167
1974-02-12,0.854167
1974-02-13,0.875
1974-02-14,0.854167
1974-02-15,0.854167
1974-02-19,0.854167
1974-02-20,0.833333
1974-02-21,0.885417
1974-02-22,0.90625
1974-02-25,0.885417
1974-02-26,0.90625
1974-02-27,0.916667
1974-02-28,0.885417
1974-03-01,0.885417
1974-03-04,0.875
1974-03-05,0.875
1974-03-06,0.875
1974-03-07,0.885417
1974-03-08,0.916667
1974-03-11,0.916667
1974-03-12,0.916667
1974-03-13,0.916667
1974-03-14,0.916667
1974-03-15,0.9375
1974-03-18,0.989583
1974-03-19,1.0
1974-03-20,0.96875
1974-03-21,0.9375
1974-03-22,0.9375
1974-03-25,0.916667
1974-03-26,0.916667
1974-03-27,0.916667
1974-03-28,0.885417
1974-03-29,0.885417
1974-04-01,0.9375
1974-04-02,0.9375
1974-04-03,0.916667
1974-04-04,0.947917
1974-04-05,0.916667
1974-04-08,0.885417
1974-04-09,0.875
1974-04-10,0.875
1974-04-11,0.885417
1974-04-15,0.90625
1974-04-16,0.875
1974-04-17,0.875
1974-04-18,0.875
1974-04-19,0.875
1974-04-22,0.885417
1974-04-23,0.854167
1974-04-24,0.854167
1974-04-25,0.854167
1974-04-26,0.875
1974-04-29,0.885417
1974-04-30,0.875
1974-05-01,0.854167
1974-05-02,0.822917
1974-05-03,0.854167
1974-05-06,0.916667
1974-05-07,1.0
1974-05-08,1.0
1974-05-09,0.96875
1974-05-10,0.916667
1974-05-13,0.96875
1974-05-14,0.96875
1974-05-15,0.916667
1974-05-16,0.875
1974-05-17,0.916667
1974-05-20,0.989583
1974-05-21,0.947917
1974-05-22,0.90625
1974-05-23,0.9375
1974-05-24,1.010417
1974-05-28,1.072917
1974-05-29,1.104167
1974-05-30,1.041667
1974-05-31,1.052083
1974-06-03,1.104167
1974-06-04,1.104167
1974-06-05,1.072917
1974-06-06,1.072917
1974-06-07,1.072917
1974-06-10,1.083333
1974-06-11,1.072917
1974-06-12,1.041667
1974-06-13,1.010417
1974-06-14,1.0
1974-06-17,1.0
1974-06-18,0.947917
1974-06-19,0.989583
1974-06-20,0.989583
1974-06-21,0.947917
1974-06-24,0.947917
1974-06-25,0.947917
1974-06-26,0.947917
1974-06-27,0.947917
1974-06-28,0.916667
1974-07-01,0.90625
1974-07-02,0.875
1974-07-03,0.885417
1974-07-05,0.875
1974-07-08,0.875
1974-07-09,0.854167
1974-07-10,0.875
1974-07-11,0.854167
1974-07-12,0.885417
1974-07-15,0.916667
1974-07-16,0.916667
1974-07-17,0.90625
1974-07-18,0.916667
1974-07-19,0.90625
1974-07-22,0.885417
1974-07-23,0.916667
1974-07-24,0.947917
1974-07-25,0.9375
1974-07-26,0.947917
1974-07-29,0.947917
1974-07-30,0.947917
1974-07-31,0.916667
1974-08-01,0.916667
1974-08-02,0.885417
1974-08-05,0.854167
1974-08-06,0.885417
1974-08-07,0.885417
1974-08-08,0.90625
1974-08-09,0.9375
1974-08-12,0.885417
1974-08-13,0.885417
1974-08-14,0.854167
1974-08-15,0.833333
1974-08-16,0.833333
1974-08-19,0.822917
1974-08-20,0.833333
1974-08-21,0.822917
1974-08-22,0.770833
1974-08-23,0.791667
1974-08-26,0.760417
1974-08-27,0.760417
1974-08-28,0.760417
1974-08-29,0.760417
1974-08-30,0.75
1974-09-03,0.760417
1974-09-04,0.75
1974-09-05,0.739583
1974-09-06,0.739583
1974-09-09,0.697917
1974-09-10,0.739583
1974-09-11,0.6875
1974-09-12,0.666667
1974-09-13,0.666667
1974-09-16,0.666667
1974-09-17,0.6875
1974-09-18,0.666667
1974-09-19,0.697917
1974-09-20,0.697917
1974-09-23,0.697917
1974-09-24,0.697917
1974-09-25,0.739583
1974-09-26,0.760417
1974-09-27,0.739583
1974-09-30,0.697917
1974-10-01,0.697917
1974-10-02,0.697917
1974-10-03,0.666667
1974-10-04,0.6875
1974-10-07,0.739583
1974-10-08,0.75
1974-10-09,0.75
1974-10-10,0.802083
1974-10-11,0.822917
1974-10-14,0.822917
1974-10-15,0.854167
1974-10-16,0.822917
1974-10-17,0.822917
1974-10-18,0.822917
1974-10-21,0.760417
1974-10-22,0.802083
1974-10-23,0.822917
1974-10-24,0.791667
1974-10-25,0.791667
1974-10-28,0.760417
1974-10-29,0.760417
1974-10-30,0.697917
1974-10-31,0.739583
1974-11-01,0.71875
1974-11-04,0.739583
1974-11-05,0.75
1974-11-06,0.791667
1974-11-07,0.75
1974-11-08,0.71875
1974-11-11,0.760417
1974-11-12,0.75
1974-11-13,0.75
1974-11-14,0.75
1974-11-15,0.697917
1974-11-18,0.697917
1974-11-19,0.697917
1974-11-20,0.6875
1974-11-21,0.697917
1974-11-22,0.697917
1974-11-25,0.666667
1974-11-26,0.6875
1974-11-27,0.666667
1974-11-29,0.697917
1974-12-02,0.666667
1974-12-03,0.666667
1974-12-04,0.625
1974-12-05,0.604167
1974-12-06,0.604167
1974-12-09,0.604167
1974-12-10,0.572917
1974-12-11,0.604167
1974-12-12,0.583333
1974-12-13,0.572917
1974-12-16,0.572917
1974-12-17,0.572917
1974-12-18,0.572917
1974-12-19,0.572917
1974-12-20,0.583333
1974-12-23,0.583333
1974-12-24,0.583333
1974-12-26,0.572917
1974-12-27,0.583333
1974-12-30,0.572917
1974-12-31,0.666667
1975-01-02,0.697917
1975-01-03,0.666667
1975-01-06,0.635417
1975-01-07,0.635417
1975-01-08,0.625
1975-01-09,0.635417
1975-01-10,0.666667
1975-01-13,0.697917
1975-01-14,0.71875
1975-01-15,0.739583
1975-01-16,0.697917
1975-01-17,0.739583
1975-01-20,0.739583
1975-01-21,0.75
1975-01-22,0.739583
1975-01-23,0.75
1975-01-24,0.770833
1975-01-27,0.802083
1975-01-28,0.802083
1975-01-29,0.822917
1975-01-30,0.822917
1975-01-31,0.822917
1975-02-03,0.822917
1975-02-04,0.822917
1975-02-05,0.822917
1975-02-06,0.822917
1975-02-07,0.802083
1975-02-10,0.791667
1975-02-11,0.75
1975-02-12,0.739583
1975-02-13,0.791667
1975-02-14,0.760417
1975-02-18,0.770833
1975-02-19,0.770833
1975-02-20,0.802083
1975-02-21,0.791667
1975-02-24,0.770833
1975-02-25,0.770833
1975-02-26,0.791667
1975-02-27,0.802083
1975-02-28,0.822917
1975-03-03,0.90625
1975-03-04,0.885417
1975-03-05,0.885417
1975-03-06,0.885417
1975-03-07,0.9375
1975-03-10,0.9375
1975-03-11,1.041667
1975-03-12,1.010417
1975-03-13,1.010417
1975-03-14,1.010417
1975-03-17,1.041667
1975-03-18,1.010417
1975-03-19,1.0
1975-03-20,0.96875
1975-03-21,1.0
1975-03-24,0.947917
1975-03-25,0.947917
1975-03-26,0.989583
1975-03-27,0.916667
1975-03-31,0.96875
1975-04-01,0.947917
1975-04-02,0.947917
1975-04-03,0.947917
1975-04-04,0.947917
1975-04-07,0.947917
1975-04-08,0.9375
1975-04-09,0.916667
1975-04-10,0.916667
1975-04-11,0.916667
1975-04-14,0.916667
1975-04-15,0.916667
1975-04-16,0.916667
1975-04-17,0.916667
1975-04-18,0.989583
1975-04-21,1.0
1975-04-22,0.989583
1975-04-23,0.989583
1975-04-24,0.947917
1975-04-25,0.989583
1975-04-28,0.989583
1975-04-29,0.989583
1975-04-30,1.010417
1975-05-01,1.020833
1975-05-02,1.0
1975-05-05,1.010417
1975-05-06,0.989583
1975-05-07,1.0
1975-05-08,0.989583
1975-05-09,0.989583
1975-05-12,0.96875
1975-05-13,0.9375
1975-05-14,0.947917
1975-05-15,0.947917
1975-05-16,0.9375
1975-05-19,0.916667
1975-05-20,0.916667
1975-05-21,0.90625
1975-05-22,0.885417
1975-05-23,0.9375
1975-05-27,0.9375
1975-05-28,0.916667
1975-05-29,0.885417
1975-05-30,0.885417
1975-06-02,0.90625
1975-06-03,0.90625
1975-06-04,0.916667
1975-06-05,0.916667
1975-06-06,0.916667
1975-06-09,0.916667
1975-06-10,0.885417
1975-06-11,0.885417
1975-06-12,0.854167
1975-06-13,0.854167
1975-06-16,0.854167
1975-06-17,0.854167
1975-06-18,0.854167
1975-06-19,0.854167
1975-06-20,0.854167
1975-06-23,0.833333
1975-06-24,0.854167
1975-06-25,0.833333
1975-06-26,0.989583
1975-06-27,1.0
1975-06-30,0.96875
1975-07-01,0.989583
1975-07-02,0.989583
1975-07-03,1.0
1975-07-07,0.989583
1975-07-08,0.989583
1975-07-09,1.0
1975-07-10,0.989583
1975-07-11,0.989583
1975-07-14,1.041667
1975-07-15,1.260417
1975-07-16,1.197917
1975-07-17,1.1875
1975-07-18,1.166667
1975-07-21,1.135417
1975-07-22,1.104167
1975-07-23,1.104167
1975-07-24,1.104167
1975-07-25,1.083333
1975-07-28,1.072917
1975-07-29,1.072917
1975-07-30,1.104167
1975-07-31,1.15625
1975-08-01,1.15625
1975-08-04,1.135417
1975-08-05,1.125
1975-08-06,1.072917
1975-08-07,1.052083
1975-08-08,1.041667
1975-08-11,1.041667
1975-08-12,1.072917
1975-08-13,1.072917
1975-08-14,1.072917
1975-08-15,1.072917
1975-08-18,1.072917
1975-08-19,1.072917
1975-08-20,1.020833
1975-08-21,0.989583
1975-08-22,1.041667
1975-08-25,1.020833
1975-08-26,1.020833
1975-08-27,1.010417
1975-08-28,1.041667
1975-08-29,1.052083
1975-09-02,1.072917
1975-09-03,1.072917
1975-09-04,1.072917
1975-09-05,1.041667
1975-09-08,1.041667
1975-09-09,1.010417
1975-09-10,1.041667
1975-09-11,1.010417
1975-09-12,1.0
1975-09-15,1.0
1975-09-16,1.0
1975-09-17,0.989583
1975-09-18,1.0
1975-09-19,1.010417
1975-09-22,1.041667
1975-09-23,1.020833
1975-09-24,1.041667
1975-09-25,1.041667
1975-09-26,1.010417
1975-09-29,1.010417
1975-09-30,1.010417
1975-10-01,1.0
1975-10-02,0.96875
1975-10-03,0.947917
1975-10-06,0.947917
1975-10-07,0.96875
1975-10-08,0.96875
1975-10-09,0.989583
1975-10-10,0.947917
1975-10-13,0.989583
1975-10-14,0.96875
1975-10-15,1.0
1975-10-16,0.947917
1975-10-17,0.989583
1975-10-20,0.989583
1975-10-21,0.96875
1975-10-22,0.916667
1975-10-23,0.916667
1975-10-24,0.916667
1975-10-27,0.885417
1975-10-28,0.885417
1975-10-29,0.885417
1975-10-30,0.916667
1975-10-31,0.9375
1975-11-03,0.916667
1975-11-04,0.916667
1975-11-05,0.916667
1975-11-06,0.947917
1975-11-07,0.916667
1975-11-10,0.9375
1975-11-11,0.90625
1975-11-12,0.96875
1975-11-13,0.947917
1975-11-14,0.96875
1975-11-17,0.947917
1975-11-18,0.916667
1975-11-19,0.9375
1975-11-20,0.916667
1975-11-21,0.9375
1975-11-24,0.916667
1975-11-25,0.9375
1975-11-26,0.916667
1975-11-28,0.916667
1975-12-01,0.989583
1975-12-02,0.916667
1975-12-03,0.916667
1975-12-04,0.916667
1975-12-05,0.885417
1975-12-08,0.885417
1975-12-09,0.885417
1975-12-10,0.947917
1975-12-11,0.947917
1975-12-12,0.9375
1975-12-15,0.9375
1975-12-16,0.96875
1975-12-17,0.947917
1975-12-18,0.96875
1975-12-19,0.96875
1975-12-22,0.947917
1975-12-23,0.9375
1975-12-24,0.947917
1975-12-26,0.947917
1975-12-29,0.947917
1975-12-30,0.947917
1975-12-31,0.989583
1976-01-02,0.947917
1976-01-05,0.989583
1976-01-06,0.989583
1976-01-07,1.010417
1976-01-08,1.104167
1976-01-09,1.072917
1976-01-12,1.041667
1976-01-13,1.010417
1976-01-14,1.041667
1976-01-15,1.104167
1976-01-16,1.135417
1976-01-19,1.166667
1976-01-20,1.166667
1976-01-21,1.135417
1976-01-22,1.125
1976-01-23,1.125
1976-01-26,1.135417
1976-01-27,1.135417
1976-01-28,1.125
1976-01-29,1.125
1976-01-30,1.104167
1976-02-02,1.083333
1976-02-03,1.104167
1976-02-04,1.125
1976-02-05,1.041667
1976-02-06,1.052083
1976-02-09,1.072917
1976-02-10,1.125
1976-02-11,1.166667
1976-02-12,1.197917
1976-02-13,1.1875
1976-02-17,1.1875
1976-02-18,1.1875
1976-02-19,1.239583
1976-02-20,1.239583
1976-02-23,1.25
1976-02-24,1.239583
1976-02-25,1.34375
1976-02-26,1.34375
1976-02-27,1.322917
1976-03-01,1.354167
1976-03-02,1.354167
1976-03-03,1.34375
1976-03-04,1.322917
1976-03-05,1.34375
1976-03-08,1.354167
1976-03-09,1.34375
1976-03-10,1.291667
1976-03-11,1.322917
1976-03-12,1.322917
1976-03-15,1.322917
1976-03-16,1.302083
1976-03-17,1.302083
1976-03-18,1.322917
1976-03-19,1.302083
1976-03-22,1.291667
1976-03-23,1.322917
1976-03-24,1.322917
1976-03-25,1.302083
1976-03-26,1.302083
1976-03-29,1.21875
1976-03-30,1.239583
1976-03-31,1.25
1976-04-01,1.239583
1976-04-02,1.21875
1976-04-05,1.21875
1976-04-06,1.166667
1976-04-07,1.072917
1976-04-08,1.135417
1976-04-09,1.083333
1976-04-12,1.083333
1976-04-13,1.083333
1976-04-14,1.104167
1976-04-15,1.135417
1976-04-19,1.125
1976-04-20,1.15625
1976-04-21,1.135417
1976-04-22,1.135417
1976-04-23,1.125
1976-04-26,1.125
1976-04-27,1.104167
1976-04-28,1.083333
1976-04-29,1.072917
1976-04-30,1.072917
1976-05-03,1.083333
1976-05-04,1.104167
1976-05-05,1.104167
1976-05-06,1.104167
1976-05-07,1.041667
1976-05-10,1.041667
1976-05-11,1.072917
1976-05-12,1.083333
1976-05-13,1.104167
1976-05-14,1.072917
1976-05-17,1.072917
1976-05-18,1.072917
1976-05-19,1.083333
1976-05-20,1.104167
1976-05-21,1.104167
1976-05-24,1.104167
1976-05-25,1.041667
1976-05-26,1.041667
1976-05-27,1.052083
1976-05-28,1.052083
1976-06-01,1.083333
1976-06-02,1.104167
1976-06-03,1.104167
1976-06-04,1.072917
1976-06-07,1.041667
1976-06-08,1.052083
1976-06-09,1.072917
1976-06-10,1.072917
1976-06-11,1.072917
1976-06-14,1.072917
1976-06-15,1.072917
1976-06-16,1.072917
1976-06-17,1.072917
1976-06-18,1.072917
1976-06-21,1.072917
1976-06-22,1.083333
1976-06-23,1.135417
1976-06-24,1.135417
1976-06-25,1.135417
1976-06-28,1.166667
1976-06-29,1.1875
1976-06-30,1.25
1976-07-01,1.239583
1976-07-02,1.25
1976-07-06,1.239583
1976-07-07,1.239583
1976-07-08,1.21875
1976-07-09,1.239583
1976-07-12,1.239583
1976-07-13,1.239583
1976-07-14,1.239583
1976-07-15,1.239583
1976-07-16,1.239583
1976-07-19,1.197917
1976-07-20,1.21875
1976-07-21,1.197917
1976-07-22,1.197917
1976-07-23,1.1875
1976-07-26,1.166667
1976-07-27,1.197917
1976-07-28,1.1875
1976-07-29,1.166667
1976-07-30,1.166667
1976-08-02,1.166667
1976-08-03,1.166667
1976-08-04,1.1875
1976-08-05,1.21875
1976-08-06,1.197917
1976-08-09,1.21875
1976-08-10,1.21875
1976-08-11,1.239583
1976-08-12,1.197917
1976-08-13,1.197917
1976-08-16,1.197917
1976-08-17,1.197917
1976-08-18,1.166667
1976-08-19,1.166667
1976-08-20,1.135417
1976-08-23,1.104167
1976-08-24,1.104167
1976-08-25,1.041667
1976-08-26,1.083333
1976-08-27,1.104167
1976-08-30,1.083333
1976-08-31,1.083333
1976-09-01,1.072917
1976-09-02,1.072917
1976-09-03,1.072917
1976-09-07,1.072917
1976-09-08,1.072917
1976-09-09,1.072917
1976-09-10,1.083333
1976-09-13,1.135417
1976-09-14,1.104167
1976-09-15,1.125
1976-09-16,1.125
1976-09-17,1.125
1976-09-20,1.104167
1976-09-21,1.135417
1976-09-22,1.125
1976-09-23,1.125
1976-09-24,1.125
1976-09-27,1.15625
1976-09-28,1.135417
1976-09-29,1.125
1976-09-30,1.135417
1976-10-01,1.104167
1976-10-04,1.104167
1976-10-05,1.083333
1976-10-06,1.072917
1976-10-07,1.072917
1976-10-08,1.072917
1976-10-11,1.052083
1976-10-12,1.052083
1976-10-13,1.052083
1976-10-14,1.072917
1976-10-15,1.052083
1976-10-18,1.072917
1976-10-19,1.072917
1976-10-20,1.072917
1976-10-21,1.072917
1976-10-22,1.072917
1976-10-25,1.072917
1976-10-26,1.083333
1976-10-27,1.125
1976-10-28,1.15625
1976-10-29,1.15625
1976-11-01,1.166667
1976-11-03,1.135417
1976-11-04,1.135417
1976-11-05,1.104167
1976-11-08,1.104167
1976-11-09,1.104167
1976-11-10,1.104167
1976-11-11,1.104167
1976-11-12,1.104167
1976-11-15,1.104167
1976-11-16,1.135417
1976-11-17,1.166667
1976-11-18,1.166667
1976-11-19,1.197917
1976-11-22,1.21875
1976-11-23,1.197917
1976-11-24,1.197917
1976-11-26,1.239583
1976-11-29,1.25
1976-11-30,1.260417
1976-12-01,1.260417
1976-12-02,1.25
1976-12-03,1.260417
1976-12-06,1.291667
1976-12-07,1.322917
1976-12-08,1.302083
1976-12-09,1.354167
1976-12-10,1.354167
1976-12-13,1.354167
1976-12-14,1.322917
1976-12-15,1.322917
1976-12-16,1.322917
1976-12-17,1.322917
1976-12-20,1.322917
1976-12-21,1.34375
1976-12-22,1.354167
1976-12-23,1.322917
1976-12-27,1.322917
1976-12-28,1.354167
1976-12-29,1.34375
1976-12-30,1.354167
1976-12-31,1.354167
1977-01-03,1.354167
1977-01-04,1.375
1977-01-05,1.375
1977-01-06,1.385417
1977-01-07,1.40625
1977-01-10,1.375
1977-01-11,1.322917
1977-01-12,1.302083
1977-01-13,1.34375
1977-01-14,1.322917
1977-01-17,1.322917
1977-01-18,1.322917
1977-01-19,1.354167
1977-01-20,1.354167
1977-01-21,1.416667
1977-01-24,1.416667
1977-01-25,1.447917
1977-01-26,1.40625
1977-01-27,1.40625
1977-01-28,1.416667
1977-01-31,1.416667
1977-02-01,1.416667
1977-02-02,1.40625
1977-02-03,1.416667
1977-02-04,1.375
1977-02-07,1.375
1977-02-08,1.385417
1977-02-09,1.416667
1977-02-10,1.385417
1977-02-11,1.40625
1977-02-14,1.385417
1977-02-15,1.385417
1977-02-16,1.40625
1977-02-17,1.375
1977-02-18,1.385417
1977-02-22,1.375
1977-02-23,1.385417
1977-02-24,1.385417
1977-02-25,1.385417
1977-02-28,1.354167
1977-03-01,1.322917
1977-03-02,1.322917
1977-03-03,1.291667
1977-03-04,1.322917
1977-03-07,1.302083
1977-03-08,1.322917
1977-03-09,1.34375
1977-03-10,1.322917
1977-03-11,1.34375
1977-03-14,1.322917
1977-03-15,1.354167
1977-03-16,1.354167
1977-03-17,1.375
1977-03-18,1.322917
1977-03-21,1.322917
1977-03-22,1.302083
1977-03-23,1.302083
1977-03-24,1.291667
1977-03-25,1.291667
1977-03-28,1.322917
1977-03-29,1.322917
1977-03-30,1.322917
1977-03-31,1.354167
1977-04-01,1.4375
1977-04-04,1.447917
1977-04-05,1.416667
1977-04-06,1.447917
1977-04-07,1.447917
1977-04-11,1.5
1977-04-12,1.489583
1977-04-13,1.520833
1977-04-14,1.5
1977-04-15,1.46875
1977-04-18,1.489583
1977-04-19,1.5
1977-04-20,1.5
1977-04-21,1.46875
1977-04-22,1.46875
1977-04-25,1.447917
1977-04-26,1.5
1977-04-27,1.572917
1977-04-28,1.572917
1977-04-29,1.572917
1977-05-02,1.572917
1977-05-03,1.541667
1977-05-04,1.541667
1977-05-05,1.541667
1977-05-06,1.520833
1977-05-09,1.510417
1977-05-10,1.510417
1977-05-11,1.541667
1977-05-12,1.552083
1977-05-13,1.572917
1977-05-16,1.572917
1977-05-17,1.604167
1977-05-18,1.604167
1977-05-19,1.572917
1977-05-20,1.541667
1977-05-23,1.510417
1977-05-24,1.510417
1977-05-25,1.5
1977-05-26,1.510417
1977-05-27,1.489583
1977-05-31,1.46875
1977-06-01,1.447917
1977-06-02,1.447917
1977-06-03,1.447917
1977-06-06,1.40625
1977-06-07,1.385417
1977-06-08,1.416667
1977-06-09,1.416667
1977-06-10,1.416667
1977-06-13,1.40625
1977-06-14,1.416667
1977-06-15,1.447917
1977-06-16,1.447917
1977-06-17,1.46875
1977-06-20,1.489583
1977-06-21,1.5
1977-06-22,1.510417
1977-06-23,1.541667
1977-06-24,1.510417
1977-06-27,1.510417
1977-06-28,1.59375
1977-06-29,1.604167
1977-06-30,1.604167
1977-07-01,1.604167
1977-07-05,1.625
1977-07-06,1.625
1977-07-07,1.572917
1977-07-08,1.59375
1977-07-11,1.59375
1977-07-12,1.572917
1977-07-13,1.552083
1977-07-15,1.552083
1977-07-18,1.552083
1977-07-19,1.604167
1977-07-20,1.604167
1977-07-21,1.59375
1977-07-22,1.572917
1977-07-25,1.541667
1977-07-26,1.552083
1977-07-27,1.510417
1977-07-28,1.5
1977-07-29,1.5
1977-08-01,1.5
1977-08-02,1.447917
1977-08-03,1.4375
1977-08-04,1.416667
1977-08-05,1.416667
1977-08-08,1.4375
1977-08-09,1.416667
1977-08-10,1.447917
1977-08-11,1.447917
1977-08-12,1.416667
1977-08-15,1.416667
1977-08-16,1.40625
1977-08-17,1.385417
1977-08-18,1.416667
1977-08-19,1.40625
1977-08-22,1.385417
1977-08-23,1.416667
1977-08-24,1.416667
1977-08-25,1.416667
1977-08-26,1.416667
1977-08-29,1.385417
1977-08-30,1.385417
1977-08-31,1.40625
1977-09-01,1.385417
1977-09-02,1.40625
1977-09-06,1.34375
1977-09-07,1.354167
1977-09-08,1.385417
1977-09-09,1.385417
1977-09-12,1.375
1977-09-13,1.375
1977-09-14,1.354167
1977-09-15,1.354167
1977-09-16,1.354167
1977-09-19,1.354167
1977-09-20,1.354167
1977-09-21,1.354167
1977-09-22,1.354167
1977-09-23,1.354167
1977-09-26,1.354167
1977-09-27,1.354167
1977-09-28,1.385417
1977-09-29,1.416667
1977-09-30,1.416667
1977-10-03,1.4375
1977-10-04,1.447917
1977-10-05,1.416667
1977-10-06,1.447917
1977-10-07,1.510417
1977-10-10,1.510417
1977-10-11,1.552083
1977-10-12,1.489583
1977-10-13,1.489583
1977-10-14,1.489583
1977-10-17,1.447917
1977-10-18,1.510417
1977-10-19,1.489583
1977-10-20,1.416667
1977-10-21,1.447917
1977-10-24,1.375
1977-10-25,1.322917
1977-10-26,1.40625
1977-10-27,1.4375
1977-10-28,1.447917
1977-10-31,1.447917
1977-11-01,1.4375
1977-11-02,1.4375
1977-11-03,1.416667
1977-11-04,1.489583
1977-11-07,1.510417
1977-11-08,1.510417
1977-11-09,1.520833
1977-11-10,1.541667
1977-11-11,1.59375
1977-11-14,1.541667
1977-11-15,1.604167
1977-11-16,1.604167
1977-11-17,1.59375
1977-11-18,1.572917
1977-11-21,1.604167
1977-11-22,1.604167
1977-11-23,1.625
1977-11-25,1.635417
1977-11-28,1.604167
1977-11-29,1.59375
1977-11-30,1.604167
1977-12-01,1.59375
1977-12-02,1.59375
1977-12-05,1.572917
1977-12-06,1.572917
1977-12-07,1.572917
1977-12-08,1.572917
1977-12-09,1.59375
1977-12-12,1.572917
1977-12-13,1.572917
1977-12-14,1.572917
1977-12-15,1.59375
1977-12-16,1.59375
1977-12-19,1.572917
1977-12-20,1.572917
1977-12-21,1.572917
1977-12-22,1.572917
1977-12-23,1.572917
