Date,RLGY
2012-10-11,34.200001
2012-10-12,33.599998
2012-10-15,33.5
2012-10-16,35.740002000000004
2012-10-17,37.490002000000004
2012-10-18,36.200001
2012-10-19,36.900002
2012-10-22,37.130001
2012-10-23,35.650002
2012-10-24,36.0
2012-10-25,35.049999
2012-10-26,34.66
2012-10-31,35.540001000000004
2012-11-01,35.959998999999996
2012-11-02,37.740002000000004
2012-11-05,38.900002
2012-11-06,39.360001000000004
2012-11-07,39.279999
2012-11-08,38.720001
2012-11-09,37.82
2012-11-12,37.049999
2012-11-13,36.5
2012-11-14,35.459998999999996
2012-11-15,34.740002000000004
2012-11-16,35.5
2012-11-19,37.060001
2012-11-20,36.700001
2012-11-21,36.18
2012-11-23,36.5
2012-11-26,36.290001000000004
2012-11-27,36.41
2012-11-28,36.720001
2012-11-29,37.310001
2012-11-30,37.709998999999996
2012-12-03,37.720001
2012-12-04,37.75
2012-12-05,36.950001
2012-12-06,36.939999
2012-12-07,37.720001
2012-12-10,37.599998
2012-12-11,37.23
2012-12-12,37.709998999999996
2012-12-13,38.0
2012-12-14,38.610001000000004
2012-12-17,39.189999
2012-12-18,40.16
2012-12-19,40.130001
2012-12-20,40.41
2012-12-21,41.32
2012-12-24,41.360001000000004
2012-12-26,41.200001
2012-12-27,42.029999
2012-12-28,41.740002000000004
2012-12-31,41.959998999999996
2013-01-02,41.380001
2013-01-03,41.939999
2013-01-04,41.830002
2013-01-07,41.400002
2013-01-08,41.439999
2013-01-09,42.700001
2013-01-10,41.970001
2013-01-11,41.630001
2013-01-14,41.84
2013-01-15,42.150002
2013-01-16,42.169998
2013-01-17,42.43
2013-01-18,43.59
2013-01-22,44.279999
2013-01-23,44.84
2013-01-24,44.299999
2013-01-25,44.540001000000004
2013-01-28,44.68
2013-01-29,45.509997999999996
2013-01-30,45.200001
2013-01-31,44.77
2013-02-01,45.990002000000004
2013-02-04,45.75
2013-02-05,44.860001000000004
2013-02-06,45.75
2013-02-07,45.470001
2013-02-08,45.0
2013-02-11,44.209998999999996
2013-02-12,45.310001
2013-02-13,46.48
2013-02-14,45.419998
2013-02-15,44.220001
2013-02-19,45.57
2013-02-20,44.099998
2013-02-21,43.049999
2013-02-22,44.240002000000004
2013-02-25,42.860001000000004
2013-02-26,42.810001
2013-02-27,43.91
2013-02-28,44.849998
2013-03-01,46.150002
2013-03-04,45.970001
2013-03-05,47.400002
2013-03-06,47.25
2013-03-07,46.75
2013-03-08,47.509997999999996
2013-03-11,47.43
2013-03-12,46.700001
2013-03-13,46.889998999999996
2013-03-14,46.709998999999996
2013-03-15,47.700001
2013-03-18,47.970001
2013-03-19,49.330002
2013-03-20,49.380001
2013-03-21,48.200001
2013-03-22,48.779999
2013-03-25,49.799999
2013-03-26,48.950001
2013-03-27,49.0
2013-03-28,48.84
2013-04-01,47.25
2013-04-02,46.330002
2013-04-03,44.450001
2013-04-04,44.779999
2013-04-05,44.68
2013-04-08,45.84
2013-04-09,44.799999
2013-04-10,44.27
2013-04-11,46.25
2013-04-12,46.209998999999996
2013-04-15,44.580002
2013-04-16,46.080002
2013-04-17,46.110001000000004
2013-04-18,46.220001
2013-04-19,48.5
2013-04-22,47.75
2013-04-23,47.439999
2013-04-24,47.75
2013-04-25,48.310001
2013-04-26,48.009997999999996
2013-04-29,48.099998
2013-04-30,48.0
2013-05-01,48.380001
2013-05-02,49.0
2013-05-03,49.75
2013-05-06,50.669998
2013-05-07,50.720001
2013-05-08,51.349998
2013-05-09,50.43
2013-05-10,51.18
2013-05-13,51.75
2013-05-14,53.209998999999996
2013-05-15,52.529999
2013-05-16,53.34
2013-05-17,53.529999
2013-05-20,54.349998
2013-05-21,54.849998
2013-05-22,52.610001000000004
2013-05-23,52.439999
2013-05-24,52.470001
2013-05-28,53.060001
2013-05-29,52.619999
2013-05-30,52.259997999999996
2013-05-31,51.639998999999996
2013-06-03,50.200001
2013-06-04,48.459998999999996
2013-06-05,47.75
2013-06-06,48.610001000000004
2013-06-07,49.41
2013-06-10,48.599998
2013-06-11,48.029999
2013-06-12,46.860001000000004
2013-06-13,50.040001000000004
2013-06-14,50.32
2013-06-17,51.880001
2013-06-18,51.150002
2013-06-19,49.869999
2013-06-20,47.73
2013-06-21,45.619999
2013-06-24,45.799999
2013-06-25,47.84
2013-06-26,48.549999
2013-06-27,49.029999
2013-06-28,48.040001000000004
2013-07-01,49.919998
2013-07-02,50.509997999999996
2013-07-03,50.549999
2013-07-05,49.200001
2013-07-08,48.75
2013-07-09,47.759997999999996
2013-07-10,48.73
2013-07-11,49.869999
2013-07-12,49.619999
2013-07-15,49.0
2013-07-16,49.290001000000004
2013-07-17,49.990002000000004
2013-07-18,50.799999
2013-07-19,50.130001
2013-07-22,49.759997999999996
2013-07-23,49.07
2013-07-24,46.650002
2013-07-25,46.860001000000004
2013-07-26,46.650002
2013-07-29,46.02
2013-07-30,45.549999
2013-07-31,44.959998999999996
2013-08-01,44.52
2013-08-02,44.599998
2013-08-05,44.439999
2013-08-06,44.490002000000004
2013-08-07,44.830002
2013-08-08,45.950001
2013-08-09,45.720001
2013-08-12,44.849998
2013-08-13,43.439999
2013-08-14,43.139998999999996
2013-08-15,41.93
2013-08-16,42.619999
2013-08-19,41.830002
2013-08-20,43.639998999999996
2013-08-21,43.220001
2013-08-22,43.209998999999996
2013-08-23,42.150002
2013-08-26,41.66
2013-08-27,41.900002
2013-08-28,42.529999
2013-08-29,42.57
2013-08-30,42.330002
2013-09-03,41.950001
2013-09-04,41.77
2013-09-05,42.799999
2013-09-06,42.290001000000004
2013-09-09,43.189999
2013-09-10,44.040001000000004
2013-09-11,44.25
2013-09-12,43.529999
2013-09-13,43.75
2013-09-16,43.529999
2013-09-17,44.0
2013-09-18,45.470001
2013-09-19,45.32
2013-09-20,44.040001000000004
2013-09-23,43.049999
2013-09-24,43.610001000000004
2013-09-25,44.709998999999996
2013-09-26,43.68
2013-09-27,42.84
2013-09-30,43.02
2013-10-01,43.689999
2013-10-02,43.950001
2013-10-03,43.349998
2013-10-04,43.040001000000004
2013-10-07,44.139998999999996
2013-10-08,42.619999
2013-10-09,42.759997999999996
2013-10-10,43.73
2013-10-11,43.720001
2013-10-14,43.830002
2013-10-15,42.43
2013-10-16,43.290001000000004
2013-10-17,43.93
2013-10-18,43.330002
2013-10-21,41.509997999999996
2013-10-22,42.619999
2013-10-23,43.630001
2013-10-24,44.209998999999996
2013-10-25,44.16
2013-10-28,42.5
2013-10-29,42.59
2013-10-30,42.25
2013-10-31,41.139998999999996
2013-11-01,40.669998
2013-11-04,43.77
2013-11-05,43.889998999999996
2013-11-06,44.119999
2013-11-07,43.02
2013-11-08,43.119999
2013-11-11,42.689999
2013-11-12,42.200001
2013-11-13,42.98
2013-11-14,44.799999
2013-11-15,45.580002
2013-11-18,45.549999
2013-11-19,44.860001000000004
2013-11-20,44.849998
2013-11-21,46.07
2013-11-22,46.73
2013-11-25,46.630001
2013-11-26,47.869999
2013-11-27,47.93
2013-11-29,47.389998999999996
2013-12-02,47.400002
2013-12-03,47.619999
2013-12-04,47.290001000000004
2013-12-05,46.700001
2013-12-06,47.16
2013-12-09,48.049999
2013-12-10,47.650002
2013-12-11,46.400002
2013-12-12,46.73
2013-12-13,47.009997999999996
2013-12-16,46.91
2013-12-17,47.029999
2013-12-18,48.900002
2013-12-19,47.369999
2013-12-20,48.23
2013-12-23,49.099998
2013-12-24,49.380001
2013-12-26,49.470001
2013-12-27,49.66
2013-12-30,49.299999
2013-12-31,49.470001
2014-01-02,49.880001
2014-01-03,49.98
2014-01-06,49.060001
2014-01-07,48.099998
2014-01-08,48.09
2014-01-09,48.34
2014-01-10,49.169998
2014-01-13,48.0
2014-01-14,47.959998999999996
2014-01-15,47.950001
2014-01-16,47.470001
2014-01-17,46.700001
2014-01-21,47.529999
2014-01-22,48.310001
2014-01-23,46.990002000000004
2014-01-24,45.700001
2014-01-27,45.419998
2014-01-28,46.830002
2014-01-29,46.689999
2014-01-30,45.209998999999996
2014-01-31,45.57
2014-02-03,45.189999
2014-02-04,45.77
2014-02-05,45.369999
2014-02-06,46.060001
2014-02-07,46.779999
2014-02-10,45.869999
2014-02-11,45.27
2014-02-12,46.509997999999996
2014-02-13,46.369999
2014-02-14,46.860001000000004
2014-02-18,46.75
2014-02-19,46.189999
2014-02-20,45.400002
2014-02-21,46.220001
2014-02-24,45.75
2014-02-25,45.220001
2014-02-26,46.650002
2014-02-27,47.490002000000004
2014-02-28,47.459998999999996
2014-03-03,47.349998
2014-03-04,48.139998999999996
2014-03-05,47.77
2014-03-06,48.150002
2014-03-07,47.529999
2014-03-10,47.509997999999996
2014-03-11,47.400002
2014-03-12,46.900002
2014-03-13,46.259997999999996
2014-03-14,46.25
2014-03-17,46.240002000000004
2014-03-18,46.549999
2014-03-19,46.490002000000004
2014-03-20,46.080002
2014-03-21,44.91
2014-03-24,44.400002
2014-03-25,44.68
2014-03-26,43.599998
2014-03-27,43.419998
2014-03-28,43.93
2014-03-31,43.450001
2014-04-01,44.099998
2014-04-02,44.610001000000004
2014-04-03,43.990002000000004
2014-04-04,43.650002
2014-04-07,42.41
2014-04-08,42.990002000000004
2014-04-09,43.02
2014-04-10,42.830002
2014-04-11,41.950001
2014-04-14,42.400002
2014-04-15,42.060001
2014-04-16,41.939999
2014-04-17,42.02
2014-04-21,42.080002
2014-04-22,42.540001000000004
2014-04-23,42.150002
2014-04-24,42.439999
2014-04-25,41.849998
2014-04-28,42.0
2014-04-29,41.669998
2014-04-30,42.049999
2014-05-01,42.73
2014-05-02,42.66
