Date,AAIGF
2016-01-21,5.24
2016-01-22,5.4
2016-01-25,5.4
2016-01-26,5.51
2016-01-27,5.46
2016-01-28,5.5
2016-01-29,5.47
2016-02-01,5.47
2016-02-02,5.19
2016-02-03,5.07
2016-02-04,5.09
2016-02-05,4.98
2016-02-08,5.01
2016-02-09,4.85
2016-02-10,4.85
2016-02-11,4.82
2016-02-12,4.91
2016-02-16,4.91
2016-02-17,4.98
2016-02-18,5.03
2016-02-19,5.09
2016-02-22,5.11
2016-02-23,5.09
2016-02-24,4.97
2016-02-25,5.07
2016-02-26,5.21
2016-02-29,5.15
2016-03-01,5.25
2016-03-02,5.42
2016-03-03,5.52
2016-03-04,5.51
2016-03-07,5.35
2016-03-08,5.28
2016-03-09,5.33
2016-03-10,5.5
2016-03-11,5.57
2016-03-14,5.55
2016-03-15,5.54
2016-03-16,5.52
2016-03-17,5.5
2016-03-18,5.59
2016-03-21,5.46
2016-03-22,5.42
2016-03-23,5.4
2016-03-24,5.44
2016-03-28,5.46
2016-03-29,5.54
2016-03-30,5.72
2016-03-31,5.59
2016-04-01,5.55
2016-04-04,5.64
2016-04-05,5.45
2016-04-06,5.42
2016-04-07,5.44
2016-04-08,5.63
2016-04-11,5.63
2016-04-12,5.67
2016-04-13,5.75
2016-04-14,5.95
2016-04-15,5.73
2016-04-18,5.74
2016-04-19,5.88
2016-04-20,5.79
2016-04-21,5.83
2016-04-22,6.05
2016-04-25,6.05
2016-04-26,6.01
2016-04-27,6.01
2016-04-28,6.0
2016-04-29,5.98
2016-05-02,6.02
2016-05-03,6.02
2016-05-04,5.73
2016-05-05,5.85
2016-05-06,5.68
2016-05-09,5.69
2016-05-10,5.7
2016-05-11,5.53
2016-05-12,5.61
2016-05-13,5.52
2016-05-16,5.6
2016-05-17,5.59
2016-05-18,5.44
2016-05-19,5.51
2016-05-20,5.53
2016-05-23,5.52
2016-05-24,5.54
2016-05-25,5.76
2016-05-26,5.7
2016-05-27,5.8
2016-05-31,5.84
2016-06-01,5.77
2016-06-02,5.84
2016-06-03,5.9
2016-06-06,5.95
2016-06-07,5.97
2016-06-08,5.97
2016-06-09,5.87
2016-06-10,5.91
2016-06-13,5.73
2016-06-14,5.7
2016-06-15,5.76
2016-06-16,5.72
2016-06-17,5.79
2016-06-20,5.83
2016-06-21,5.82
2016-06-22,5.82
2016-06-23,6.0
2016-06-24,5.59
2016-06-27,5.58
2016-06-28,5.78
2016-06-29,5.81
2016-06-30,6.07
2016-07-01,5.96
2016-07-05,5.89
2016-07-06,5.8
2016-07-07,5.98
2016-07-08,5.87
2016-07-11,5.97
2016-07-12,6.09
2016-07-13,6.07
2016-07-14,6.11
2016-07-15,6.13
2016-07-18,6.21
2016-07-19,6.2
2016-07-20,6.32
2016-07-21,6.36
2016-07-22,6.3
2016-07-25,6.3
2016-07-26,6.32
2016-07-27,6.42
2016-07-28,6.19
2016-07-29,6.2
2016-08-01,6.33
2016-08-02,6.18
2016-08-03,6.2
2016-08-04,6.23
2016-08-05,6.35
2016-08-08,6.38
2016-08-09,6.44
2016-08-10,6.29
2016-08-11,6.47
2016-08-12,6.43
2016-08-15,6.41
2016-08-16,6.28
2016-08-17,6.33
2016-08-18,6.28
2016-08-19,6.28
2016-08-22,6.16
2016-08-23,6.33
2016-08-24,6.29
2016-08-25,6.14
2016-08-26,6.18
2016-08-29,6.2
2016-08-30,6.33
2016-08-31,6.34
2016-09-01,6.32
2016-09-02,6.51
2016-09-06,6.45
2016-09-07,6.61
2016-09-08,6.52
2016-09-09,6.45
2016-09-12,6.44
2016-09-13,6.39
2016-09-14,6.45
2016-09-15,6.51
2016-09-16,6.49
2016-09-19,6.56
2016-09-20,6.48
2016-09-21,6.52
2016-09-22,6.64
2016-09-23,6.61
2016-09-26,6.61
2016-09-27,6.64
2016-09-28,6.67
2016-09-29,6.69
2016-09-30,6.69
2016-10-03,6.7
2016-10-04,6.86
2016-10-05,6.94
2016-10-06,6.86
2016-10-07,7.09
2016-10-10,6.8
2016-10-11,6.9
2016-10-12,6.72
2016-10-13,6.52
2016-10-14,6.65
2016-10-17,6.58
2016-10-18,6.64
2016-10-19,6.64
2016-10-20,6.98
2016-10-21,6.66
2016-10-24,6.68
2016-10-25,6.7
2016-10-26,6.55
2016-10-27,6.76
2016-10-28,6.75
2016-10-31,6.46
2016-11-01,6.15
2016-11-02,6.3
2016-11-03,6.0
2016-11-04,6.05
2016-11-07,6.07
2016-11-08,6.11
2016-11-09,6.33
2016-11-10,6.44
2016-11-11,6.42
2016-11-14,5.99
2016-11-15,6.25
2016-11-16,6.26
2016-11-17,6.2
2016-11-18,5.86
2016-11-21,5.85
2016-11-22,6.19
2016-11-23,6.25
2016-11-25,6.22
2016-11-28,5.95
2016-11-29,5.95
2016-11-30,6.1
2016-12-01,6.15
2016-12-02,5.85
2016-12-05,6.0
2016-12-06,5.81
2016-12-07,5.93
2016-12-08,5.88
2016-12-09,5.67
2016-12-12,5.63
2016-12-13,5.85
2016-12-14,5.75
2016-12-15,5.81
2016-12-16,5.63
2016-12-19,5.81
2016-12-20,5.65
2016-12-21,5.6
2016-12-22,5.85
2016-12-23,5.83
2016-12-27,5.6
2016-12-28,5.6
2016-12-29,5.49
2016-12-30,5.66
2017-01-03,5.81
2017-01-04,5.7
2017-01-05,5.82
2017-01-06,5.78
2017-01-09,5.9
2017-01-10,5.89
2017-01-11,5.94
2017-01-12,6.14
2017-01-13,6.04
2017-01-17,6.15
2017-01-18,6.12
2017-01-19,6.16
2017-01-20,6.13
2017-01-23,6.17
2017-01-24,6.0
2017-01-25,6.17
2017-01-26,6.13
2017-01-27,6.23
2017-01-30,6.22
2017-01-31,6.17
2017-02-01,6.26
2017-02-02,6.18
2017-02-03,5.97
2017-02-06,6.03
2017-02-07,6.03
2017-02-08,6.06
2017-02-09,6.03
2017-02-10,6.03
2017-02-13,6.07
2017-02-14,6.14
2017-02-15,6.03
2017-02-16,6.18
2017-02-17,6.35
2017-02-21,6.23
2017-02-22,6.23
2017-02-23,6.3
2017-02-24,6.33
2017-02-27,6.33
2017-02-28,6.3
2017-03-01,6.29
2017-03-02,6.4
2017-03-03,6.31
2017-03-06,6.26
2017-03-07,6.26
2017-03-08,6.28
2017-03-09,6.28
2017-03-10,6.38
2017-03-13,6.28
2017-03-14,6.3
2017-03-15,6.13
2017-03-16,6.36
2017-03-17,6.35
2017-03-20,6.44
2017-03-21,6.32
2017-03-22,6.36
2017-03-23,6.51
2017-03-24,6.39
2017-03-27,6.35
2017-03-28,6.32
2017-03-29,6.45
2017-03-30,6.33
2017-03-31,6.4
2017-04-03,6.42
2017-04-04,6.37
2017-04-05,6.48
2017-04-06,6.45
2017-04-07,6.33
2017-04-10,6.45
2017-04-11,6.28
2017-04-12,6.39
2017-04-13,6.31
2017-04-17,6.39
2017-04-18,6.27
2017-04-19,6.34
2017-04-20,6.31
2017-04-21,6.34
2017-04-24,6.46
2017-04-25,6.41
2017-04-26,6.65
2017-04-27,7.03
2017-04-28,6.95
2017-05-01,6.95
2017-05-02,7.04
2017-05-03,7.08
2017-05-04,7.08
2017-05-05,6.95
2017-05-08,7.06
2017-05-09,7.18
2017-05-10,7.21
2017-05-11,7.23
2017-05-12,7.1
2017-05-15,7.15
2017-05-16,7.15
2017-05-17,6.9
2017-05-18,7.01
2017-05-19,6.97
2017-05-22,7.09
2017-05-23,7.0
2017-05-24,7.12
2017-05-25,7.06
2017-05-26,6.99
2017-05-30,7.07
2017-05-31,7.11
2017-06-01,7.1
2017-06-02,7.06
2017-06-05,7.06
2017-06-06,7.06
2017-06-07,7.2
2017-06-08,7.1
2017-06-09,7.27
2017-06-12,7.27
2017-06-13,7.12
2017-06-14,7.11
2017-06-15,7.1
2017-06-16,7.23
2017-06-19,7.38
2017-06-20,7.27
2017-06-21,7.26
2017-06-22,7.42
2017-06-23,7.42
2017-06-26,7.43
2017-06-27,7.4
2017-06-28,7.41
2017-06-29,7.36
2017-06-30,7.42
2017-07-03,7.42
2017-07-05,7.42
2017-07-06,7.18
2017-07-07,7.12
2017-07-10,7.12
2017-07-11,7.31
2017-07-12,7.54
2017-07-13,7.57
2017-07-14,7.38
2017-07-17,7.53
2017-07-18,7.59
2017-07-19,7.46
2017-07-20,7.53
2017-07-21,7.6
2017-07-24,7.58
2017-07-25,7.61
2017-07-26,7.7
2017-07-27,7.71
2017-07-28,7.55
2017-07-31,7.82
2017-08-01,7.86
2017-08-02,7.82
2017-08-03,7.91
2017-08-04,7.8
2017-08-07,7.74
2017-08-08,7.9
2017-08-09,7.78
2017-08-10,7.71
2017-08-11,7.44
2017-08-14,7.69
2017-08-15,7.71
2017-08-16,7.72
2017-08-17,7.59
2017-08-18,7.38
2017-08-21,7.49
2017-08-22,7.44
2017-08-23,7.47
2017-08-24,7.6
2017-08-25,7.7
2017-08-28,7.56
2017-08-29,7.68
2017-08-30,7.6
2017-08-31,7.77
2017-09-01,7.84
2017-09-05,7.58
2017-09-06,7.71
2017-09-07,7.49
2017-09-08,7.46
2017-09-11,7.71
2017-09-12,7.66
2017-09-13,7.55
2017-09-14,7.5
2017-09-15,7.48
2017-09-18,7.61
2017-09-19,7.6
2017-09-20,7.64
2017-09-21,7.78
2017-09-22,7.6
2017-09-25,7.54
2017-09-26,7.51
2017-09-27,7.55
2017-09-28,7.33
2017-09-29,7.44
2017-10-02,7.29
2017-10-03,7.31
2017-10-04,7.51
2017-10-05,7.61
2017-10-06,7.7
2017-10-09,7.58
2017-10-10,7.58
2017-10-11,7.58
2017-10-12,7.65
2017-10-13,7.9
2017-10-16,7.92
2017-10-17,7.9
2017-10-18,8.0
2017-10-19,7.75
2017-10-20,7.78
2017-10-23,7.53
2017-10-24,7.46
2017-10-25,7.59
2017-10-26,7.68
2017-10-27,7.62
2017-10-30,7.57
2017-10-31,7.56
2017-11-01,7.65
2017-11-02,7.63
2017-11-03,7.66
2017-11-06,7.86
2017-11-07,7.69
2017-11-08,7.78
2017-11-09,7.7
2017-11-10,7.94
2017-11-13,8.1
2017-11-14,8.38
2017-11-15,8.2
2017-11-16,8.43
2017-11-17,8.5
2017-11-20,8.43
2017-11-21,8.52
2017-11-22,8.66
2017-11-24,8.91
2017-11-27,8.82
2017-11-28,8.67
2017-11-29,8.62
2017-11-30,8.22
2017-12-01,8.0
2017-12-04,8.07
2017-12-05,8.08
2017-12-06,7.84
2017-12-07,7.85
2017-12-08,7.85
2017-12-11,7.96
2017-12-12,8.03
2017-12-13,8.03
2017-12-14,7.9
2017-12-15,7.86
2017-12-18,8.08
2017-12-19,8.01
2017-12-20,8.07
2017-12-21,8.14
2017-12-22,8.11
2017-12-26,8.25
2017-12-27,8.21
2017-12-28,8.28
2017-12-29,8.46
2018-01-02,8.59
2018-01-03,8.78
2018-01-04,8.85
2018-01-05,8.67
2018-01-08,8.58
2018-01-09,8.42
2018-01-10,8.56
2018-01-11,8.55
2018-01-12,8.59
2018-01-16,8.89
2018-01-17,8.77
2018-01-18,8.57
2018-01-19,8.58
2018-01-22,8.53
2018-01-23,8.51
2018-01-24,8.6
2018-01-25,8.42
2018-01-26,8.5
2018-01-29,8.37
2018-01-30,8.46
2018-01-31,8.58
2018-02-01,8.42
2018-02-02,8.19
2018-02-05,8.0
2018-02-06,8.12
2018-02-07,7.86
2018-02-08,7.99
2018-02-09,7.72
2018-02-12,7.72
2018-02-13,7.96
2018-02-14,7.91
2018-02-15,8.24
2018-02-16,8.24
2018-02-20,8.02
2018-02-21,8.2
2018-02-22,8.04
2018-02-23,8.07
2018-02-26,8.21
2018-02-27,8.31
2018-02-28,8.44
2018-03-01,8.29
2018-03-02,8.18
2018-03-05,8.12
2018-03-06,8.39
2018-03-07,8.02
2018-03-08,8.36
2018-03-09,8.53
2018-03-12,8.69
2018-03-13,8.52
2018-03-14,8.43
2018-03-15,8.56
2018-03-16,8.54
2018-03-19,8.5
2018-03-20,8.7
2018-03-21,8.55
2018-03-22,8.43
2018-03-23,8.52
2018-03-26,8.53
2018-03-27,8.49
2018-03-28,8.32
2018-03-29,8.48
2018-04-02,8.25
2018-04-03,8.48
2018-04-04,8.5
2018-04-05,8.42
2018-04-06,8.64
2018-04-09,8.57
2018-04-10,8.57
2018-04-11,9.05
2018-04-12,8.93
2018-04-13,8.86
2018-04-16,8.51
2018-04-17,8.55
2018-04-18,8.73
2018-04-19,8.91
2018-04-20,8.8
2018-04-23,8.62
2018-04-24,8.62
2018-04-25,8.66
2018-04-26,8.65
2018-04-27,8.9
2018-04-30,8.89
2018-05-01,9.08
2018-05-02,8.75
2018-05-03,8.85
2018-05-04,8.59
2018-05-07,8.78
2018-05-08,8.9
2018-05-09,8.91
2018-05-10,9.19
2018-05-11,9.39
2018-05-14,9.5
2018-05-15,9.38
2018-05-16,9.37
2018-05-17,9.23
2018-05-18,9.06
2018-05-21,9.34
2018-05-22,9.57
2018-05-23,8.93
2018-05-24,8.89
2018-05-25,9.0
2018-05-29,8.88
2018-05-30,9.1
2018-05-31,9.18
2018-06-01,9.2
2018-06-04,9.11
2018-06-05,9.3
2018-06-06,9.43
2018-06-07,9.26
2018-06-08,9.29
2018-06-11,9.15
2018-06-12,9.17
2018-06-13,9.06
2018-06-14,9.0
2018-06-15,9.0
2018-06-18,8.94
2018-06-19,8.7
2018-06-20,8.74
2018-06-21,8.57
2018-06-22,8.65
2018-06-25,8.57
2018-06-26,8.51
2018-06-27,8.34
2018-06-28,8.61
2018-06-29,8.63
2018-07-02,8.77
2018-07-03,8.42
2018-07-05,8.37
2018-07-06,8.57
2018-07-09,8.8
2018-07-10,8.63
2018-07-11,8.55
2018-07-12,8.63
2018-07-13,8.7
2018-07-16,8.84
2018-07-17,8.61
2018-07-18,8.74
2018-07-19,8.72
2018-07-20,8.59
2018-07-23,8.65
2018-07-24,8.98
2018-07-25,8.72
2018-07-26,8.7
2018-07-27,8.75
2018-07-30,8.66
2018-07-31,8.67
2018-08-01,8.69
2018-08-02,8.44
2018-08-03,8.37
2018-08-06,8.58
2018-08-07,8.69
2018-08-08,8.78
2018-08-09,8.8
2018-08-10,8.66
2018-08-13,8.75
2018-08-14,8.77
2018-08-15,8.56
2018-08-16,8.3
2018-08-17,8.48
2018-08-20,8.62
2018-08-21,8.81
2018-08-22,8.86
2018-08-23,8.54
2018-08-24,8.54
2018-08-27,8.74
2018-08-28,8.53
2018-08-29,8.63
2018-08-30,8.49
2018-08-31,8.47
2018-09-04,8.47
2018-09-05,8.45
2018-09-06,8.33
2018-09-07,8.02
2018-09-10,7.98
2018-09-11,7.79
2018-09-12,7.94
2018-09-13,8.3
2018-09-14,8.25
2018-09-17,8.14
2018-09-18,8.32
2018-09-19,8.27
2018-09-20,8.28
2018-09-21,8.62
2018-09-24,8.56
2018-09-25,8.64
2018-09-26,8.65
2018-09-27,8.79
2018-09-28,8.95
2018-10-01,8.95
2018-10-02,8.55
2018-10-03,8.33
2018-10-04,8.01
2018-10-05,8.03
2018-10-08,8.2
2018-10-09,8.02
2018-10-10,7.95
2018-10-11,7.75
2018-10-12,8.14
2018-10-15,8.1
2018-10-16,7.81
2018-10-17,7.76
2018-10-18,7.75
2018-10-19,7.81
2018-10-22,8.2
2018-10-23,7.84
2018-10-24,7.87
2018-10-25,7.6
2018-10-26,7.36
2018-10-29,7.49
2018-10-30,7.49
2018-10-31,7.51
2018-11-01,7.76
2018-11-02,7.9
2018-11-05,7.98
2018-11-06,7.89
2018-11-07,7.89
2018-11-08,8.0
2018-11-09,7.88
2018-11-12,7.87
2018-11-13,8.25
2018-11-14,7.96
2018-11-15,8.18
2018-11-16,8.18
2018-11-19,8.22
2018-11-20,7.87
2018-11-21,8.25
2018-11-23,8.07
2018-11-26,8.2
2018-11-27,8.09
2018-11-28,8.35
2018-11-29,8.14
2018-11-30,8.1
2018-12-03,8.31
2018-12-04,8.42
2018-12-06,7.78
2018-12-07,8.05
2018-12-10,7.78
2018-12-11,8.06
2018-12-12,7.84
2018-12-13,8.1
2018-12-14,8.05
2018-12-17,8.19
2018-12-18,8.04
2018-12-19,8.11
2018-12-20,8.07
2018-12-21,8.32
2018-12-24,8.0
2018-12-26,7.89
2018-12-27,8.01
2018-12-28,8.24
2018-12-31,8.28
2019-01-02,8.03
2019-01-03,7.75
2019-01-04,8.08
2019-01-07,8.1
2019-01-08,8.07
2019-01-09,8.47
2019-01-10,8.48
2019-01-11,8.48
2019-01-14,8.6
2019-01-15,8.95
2019-01-16,8.82
2019-01-17,8.82
2019-01-18,8.8
2019-01-22,8.66
2019-01-23,8.66
2019-01-24,8.66
2019-01-25,8.79
2019-01-28,8.75
2019-01-29,8.7
2019-01-30,8.88
2019-01-31,8.87
2019-02-01,8.84
2019-02-04,9.33
2019-02-05,9.21
2019-02-06,9.23
2019-02-07,9.21
2019-02-08,9.44
2019-02-11,9.36
2019-02-12,9.29
2019-02-13,9.35
2019-02-14,9.36
2019-02-15,9.3
2019-02-19,9.4
2019-02-20,9.55
2019-02-21,9.49
2019-02-22,9.63
2019-02-25,9.88
2019-02-26,9.58
2019-02-27,9.75
2019-02-28,9.93
2019-03-01,10.06
2019-03-04,9.83
2019-03-05,10.0
2019-03-06,9.89
2019-03-07,9.59
2019-03-08,9.43
2019-03-11,9.94
2019-03-12,9.95
2019-03-13,10.17
2019-03-14,9.97
2019-03-15,9.97
2019-03-18,10.05
2019-03-19,9.8
2019-03-20,10.0
2019-03-21,9.55
2019-03-22,9.62
2019-03-25,9.78
2019-03-26,9.58
2019-03-27,9.52
2019-03-28,9.66
2019-03-29,9.97
2019-04-01,10.06
2019-04-02,10.13
2019-04-03,10.16
2019-04-04,10.15
2019-04-05,10.18
2019-04-08,10.2
2019-04-09,9.99
2019-04-10,10.12
2019-04-11,10.07
2019-04-12,10.15
2019-04-15,10.06
2019-04-16,10.35
2019-04-17,10.15
2019-04-18,10.08
2019-04-22,10.04
2019-04-23,10.32
2019-04-24,10.25
2019-04-25,10.23
2019-04-26,10.26
2019-04-29,10.22
2019-04-30,10.17
2019-05-01,10.15
2019-05-02,10.55
2019-05-03,10.55
2019-05-06,10.13
2019-05-07,10.26
2019-05-08,10.27
2019-05-09,9.97
2019-05-10,9.87
2019-05-13,9.63
2019-05-14,9.78
2019-05-15,9.94
2019-05-16,9.98
2019-05-17,9.74
2019-05-20,9.57
2019-05-21,9.57
2019-05-22,9.57
2019-05-23,9.46
2019-05-24,9.62
2019-05-28,9.72
2019-05-29,9.65
2019-05-30,9.66
2019-05-31,9.49
2019-06-03,9.2
2019-06-04,9.31
2019-06-05,9.29
2019-06-06,9.57
2019-06-07,9.42
2019-06-10,9.74
2019-06-11,9.9
2019-06-12,9.64
2019-06-13,9.6
2019-06-14,9.34
2019-06-17,9.59
2019-06-18,9.93
2019-06-19,10.22
2019-06-20,10.53
2019-06-21,10.61
2019-06-24,10.57
2019-06-25,10.58
2019-06-26,10.57
2019-06-27,10.64
2019-06-28,10.79
2019-07-01,10.79
2019-07-02,11.02
2019-07-03,10.99
2019-07-05,11.01
2019-07-08,10.87
2019-07-09,10.66
2019-07-10,10.66
2019-07-11,10.66
2019-07-12,10.8
2019-07-15,11.09
2019-07-16,10.87
2019-07-17,10.81
2019-07-18,10.98
2019-07-19,11.32
2019-07-22,11.15
2019-07-23,11.1
2019-07-24,11.14
2019-07-25,10.92
2019-07-26,10.77
2019-07-29,10.49
2019-07-30,10.32
2019-07-31,10.31
2019-08-01,9.96
2019-08-02,9.81
2019-08-05,9.48
2019-08-06,9.47
2019-08-07,9.75
2019-08-08,9.92
2019-08-09,9.8
2019-08-12,9.35
2019-08-13,9.45
2019-08-14,9.14
2019-08-15,9.39
2019-08-16,9.79
2019-08-19,9.79
2019-08-20,9.78
2019-08-21,9.77
2019-08-22,9.74
2019-08-23,9.55
2019-08-26,9.43
2019-08-27,9.43
2019-08-28,9.45
2019-08-29,9.84
2019-08-30,9.84
2019-09-03,9.66
2019-09-04,10.05
2019-09-05,10.02
2019-09-06,10.04
2019-09-09,10.14
2019-09-10,10.3
2019-09-11,10.3
2019-09-12,10.04
2019-09-13,10.24
2019-09-16,10.18
2019-09-17,10.0
2019-09-18,10.0
2019-09-19,9.79
2019-09-20,9.51
2019-09-23,9.44
2019-09-24,9.69
2019-09-25,9.43
2019-09-26,9.61
2019-09-27,9.32
2019-09-30,9.44
2019-10-01,9.28
2019-10-02,9.24
2019-10-03,9.45
2019-10-04,9.26
2019-10-07,9.35
2019-10-08,9.35
2019-10-09,9.35
2019-10-10,9.19
2019-10-11,9.33
2019-10-14,9.25
2019-10-15,9.45
2019-10-16,9.61
2019-10-17,9.6
2019-10-18,9.59
2019-10-21,9.52
2019-10-22,9.52
2019-10-23,9.52
2019-10-24,9.75
2019-10-25,9.68
2019-10-28,9.86
2019-10-29,9.78
2019-10-30,9.65
2019-10-31,9.8
2019-11-01,10.09
2019-11-04,10.48
2019-11-05,10.54
2019-11-06,10.48
2019-11-07,10.89
2019-11-08,10.34
2019-11-11,10.26
2019-11-12,10.39
2019-11-13,10.0
2019-11-14,9.78
2019-11-15,9.91
2019-11-18,10.03
2019-11-19,10.04
2019-11-20,9.94
2019-11-21,9.86
2019-11-22,9.93
2019-11-25,10.25
2019-11-26,10.06
2019-11-27,10.25
2019-11-29,10.25
2019-12-02,9.7
2019-12-03,10.11
2019-12-04,9.53
2019-12-05,9.71
2019-12-06,10.25
2019-12-09,9.92
2019-12-10,9.95
2019-12-11,9.96
2019-12-12,10.2
2019-12-13,10.2
2019-12-16,10.57
2019-12-17,10.43
2019-12-18,10.45
2019-12-19,10.4
2019-12-20,10.06
2019-12-23,10.11
2019-12-24,10.11
2019-12-26,9.82
2019-12-27,10.01
2019-12-30,10.42
2019-12-31,10.63
2020-01-02,10.96
2020-01-03,10.91
2020-01-06,10.79
2020-01-07,11.04
2020-01-08,10.8
2020-01-09,11.15
2020-01-10,11.04
2020-01-13,11.15
2020-01-14,11.3
2020-01-15,11.15
2020-01-16,11.27
2020-01-17,11.28
2020-01-21,10.68
2020-01-22,10.6
2020-01-23,10.6
2020-01-24,10.55
2020-01-27,10.41
2020-01-28,10.38
2020-01-29,10.47
2020-01-30,10.13
2020-01-31,9.9
2020-02-03,10.23
2020-02-04,10.33
2020-02-05,10.32
2020-02-06,10.44
2020-02-07,10.33
2020-02-10,10.12
2020-02-11,10.25
2020-02-12,10.57
2020-02-13,10.35
2020-02-14,10.31
2020-02-18,10.25
2020-02-19,10.19
2020-02-20,10.21
2020-02-21,10.21
2020-02-24,9.65
2020-02-25,9.67
2020-02-26,9.8
2020-02-27,9.98
2020-02-28,10.04
2020-03-02,9.88
2020-03-03,9.77
2020-03-04,9.78
2020-03-05,9.79
2020-03-06,9.6
2020-03-09,8.96
2020-03-10,9.08
2020-03-11,9.08
2020-03-12,8.15
2020-03-13,8.84
2020-03-16,8.04
2020-03-17,8.67
2020-03-18,7.7
2020-03-19,8.44
2020-03-20,8.01
2020-03-23,7.44
2020-03-24,7.74
2020-03-25,8.39
2020-03-26,8.86
2020-03-27,8.6
2020-03-30,8.74
2020-03-31,8.7
2020-04-01,8.79
2020-04-02,8.98
2020-04-03,9.06
2020-04-06,9.21
2020-04-07,9.56
2020-04-08,9.14
2020-04-09,9.12
2020-04-13,9.08
2020-04-14,9.11
2020-04-15,9.11
2020-04-16,8.86
2020-04-17,9.26
2020-04-20,9.31
2020-04-21,8.85
2020-04-22,9.14
2020-04-23,8.87
2020-04-24,9.0
2020-04-27,9.2
2020-04-28,9.19
2020-04-29,9.3
2020-04-30,9.03
2020-05-01,9.03
2020-05-04,8.6
2020-05-05,8.68
2020-05-06,8.83
2020-05-07,8.82
2020-05-08,8.89
