Date,MNRL
2019-04-18,19.92
2019-04-22,20.93
2019-04-23,21.25
2019-04-24,21.25
2019-04-25,20.610001
2019-04-26,20.49
2019-04-29,20.42
2019-04-30,20.51
2019-05-01,20.35
2019-05-02,19.959999
2019-05-03,19.98
2019-05-06,19.92
2019-05-07,19.879998999999998
2019-05-08,19.74
2019-05-09,19.34
2019-05-10,19.450001
2019-05-13,19.940001000000002
2019-05-14,20.92
2019-05-15,21.49
2019-05-16,21.889999
2019-05-17,21.68
2019-05-20,21.73
2019-05-21,22.17
2019-05-22,21.57
2019-05-23,21.0
2019-05-24,20.77
2019-05-28,21.0
2019-05-29,21.059998999999998
2019-05-30,21.120001000000002
2019-05-31,20.530001000000002
2019-06-03,21.24
2019-06-04,21.01
2019-06-05,20.75
2019-06-06,20.51
2019-06-07,20.76
2019-06-10,20.75
2019-06-11,20.9
2019-06-12,20.469998999999998
2019-06-13,20.23
2019-06-14,20.5
2019-06-17,20.139999
2019-06-18,20.370001000000002
2019-06-19,20.360001
2019-06-20,21.299999
2019-06-21,21.58
2019-06-24,21.190001000000002
2019-06-25,21.040001
2019-06-26,21.469998999999998
2019-06-27,21.030001000000002
2019-06-28,21.459999
2019-07-01,21.690001000000002
2019-07-02,21.42
2019-07-03,21.219998999999998
2019-07-05,20.93
2019-07-08,20.610001
2019-07-09,21.110001
2019-07-10,20.969998999999998
2019-07-11,21.01
2019-07-12,22.34
2019-07-15,21.459999
2019-07-16,21.25
2019-07-17,20.870001000000002
2019-07-18,20.110001
2019-07-19,20.15
2019-07-22,19.99
2019-07-23,20.9
2019-07-24,21.74
2019-07-25,20.870001000000002
2019-07-26,20.75
2019-07-29,20.65
2019-07-30,21.379998999999998
2019-07-31,21.450001
2019-08-01,20.610001
2019-08-02,20.440001000000002
2019-08-05,20.0
2019-08-06,19.559998999999998
2019-08-07,18.82
2019-08-08,18.74
2019-08-09,19.299999
2019-08-12,19.75
2019-08-13,19.9
2019-08-14,19.33
2019-08-15,18.959999
2019-08-16,20.41
2019-08-19,21.190001000000002
2019-08-20,20.610001
2019-08-21,20.129998999999998
2019-08-22,19.629998999999998
2019-08-23,18.77
2019-08-26,18.83
2019-08-27,18.9
2019-08-28,20.389999
2019-08-29,20.32
