Date,OCN
1996-09-25,6.099398000000001
1996-09-26,6.25
1996-09-27,6.287651
1996-09-30,6.137048
1996-10-01,6.1746989999999995
1996-10-02,6.7018070000000005
1996-10-03,6.814759
1996-10-04,7.228916000000001
1996-10-07,7.417169
1996-10-08,7.417169
1996-10-09,7.228916000000001
1996-10-10,7.266566
1996-10-11,7.228916000000001
1996-10-14,7.228916000000001
1996-10-15,7.3042169999999995
1996-10-16,7.153614999999999
1996-10-17,7.0783130000000005
1996-10-18,7.0783130000000005
1996-10-21,7.3042169999999995
1996-10-22,7.266566
1996-10-23,7.831326
1996-10-24,7.906627
1996-10-25,7.906627
1996-10-28,7.906627
1996-10-29,7.906627
1996-10-30,7.906627
1996-10-31,7.981928
1996-11-01,8.019578
1996-11-04,7.6807229999999995
1996-11-05,7.53012
1996-11-06,7.6807229999999995
1996-11-07,7.756024000000001
1996-11-08,7.831326
1996-11-11,7.718373
1996-11-12,7.774849000000001
1996-11-13,7.793674
1996-11-14,7.9442770000000005
1996-11-15,7.981928
1996-11-18,7.981928
1996-11-19,7.981928
1996-11-20,7.793674
1996-11-21,7.793674
1996-11-22,7.981928
1996-11-25,8.659638000000001
1996-11-26,8.960842999999999
1996-11-27,8.659638000000001
1996-11-29,8.73494
1996-12-02,8.509036
1996-12-03,8.772591
1996-12-04,8.960842999999999
1996-12-05,8.73494
1996-12-06,8.659638000000001
1996-12-09,8.659638000000001
1996-12-10,8.509036
1996-12-11,8.509036
1996-12-12,8.810241
1996-12-13,8.509036
1996-12-16,8.509036
1996-12-17,8.433735
1996-12-18,8.433735
1996-12-19,8.358433999999999
1996-12-20,8.207831
1996-12-23,8.207831
1996-12-24,8.132530000000001
1996-12-26,8.283133
1996-12-27,7.831326
1996-12-30,8.057229
1996-12-31,8.057229
1997-01-02,8.132530000000001
1997-01-03,8.057229
1997-01-06,7.906627
1997-01-07,7.831326
1997-01-08,7.981928
1997-01-09,7.831326
1997-01-10,8.057229
1997-01-13,8.057229
1997-01-14,7.981928
1997-01-15,7.9442770000000005
1997-01-16,7.605422
1997-01-17,7.906627
1997-01-20,7.831326
1997-01-21,7.981928
1997-01-22,8.132530000000001
1997-01-23,8.546687
1997-01-24,8.584337
1997-01-27,8.433735
1997-01-28,8.584337
1997-01-29,8.621988
1997-01-30,8.584337
1997-01-31,8.584337
1997-02-03,9.337349
1997-02-04,9.789157000000001
1997-02-05,10.165663
1997-02-06,9.638555
1997-02-07,9.638555
1997-02-10,9.487952
1997-02-11,9.412651
1997-02-12,9.450301
1997-02-13,9.864458
1997-02-14,9.939759
1997-02-18,10.090361999999999
1997-02-19,10.052711
1997-02-20,10.391566000000001
1997-02-21,10.466867
1997-02-24,10.240964
1997-02-25,10.165663
1997-02-26,10.316265
1997-02-27,10.316265
1997-02-28,10.240964
1997-03-03,9.939759
1997-03-04,10.316265
1997-03-05,10.240964
1997-03-06,10.240964
1997-03-07,10.165663
1997-03-10,10.240964
1997-03-11,10.165663
1997-03-12,10.165663
1997-03-13,10.01506
1997-03-14,10.01506
1997-03-17,9.487952
1997-03-18,9.487952
1997-03-19,9.563253
1997-03-20,9.563253
1997-03-21,9.412651
1997-03-24,9.262048
1997-03-25,9.337349
1997-03-26,9.337349
1997-03-27,9.375
1997-03-31,8.73494
1997-04-01,9.036144
1997-04-02,8.810241
1997-04-03,7.868975999999999
1997-04-04,7.831326
1997-04-07,7.868975999999999
1997-04-08,7.906627
1997-04-09,8.320783
1997-04-10,8.433735
1997-04-11,8.283133
1997-04-14,8.73494
1997-04-15,9.036144
1997-04-16,9.262048
1997-04-17,9.412651
1997-04-18,9.412651
1997-04-21,9.487952
1997-04-22,9.450301
1997-04-23,9.487952
1997-04-24,9.487952
1997-04-25,9.337349
1997-04-28,9.487952
1997-04-29,9.375
1997-04-30,9.487952
1997-05-01,9.337349
1997-05-02,9.337349
1997-05-05,9.262048
1997-05-06,9.337349
1997-05-07,9.036144
1997-05-08,8.73494
1997-05-09,8.885542
1997-05-12,9.149096
1997-05-13,9.563253
1997-05-14,9.412651
1997-05-15,9.412651
1997-05-16,9.111445
1997-05-19,9.111445
1997-05-20,9.186747
1997-05-21,9.186747
1997-05-22,9.337349
1997-05-23,9.036144
1997-05-27,8.960842999999999
1997-05-28,8.73494
1997-05-29,8.73494
1997-05-30,8.847892
1997-06-02,8.810241
1997-06-03,9.186747
1997-06-04,8.885542
1997-06-05,9.224397999999999
1997-06-06,8.810241
1997-06-09,9.111445
1997-06-10,9.262048
1997-06-11,9.262048
1997-06-12,9.149096
1997-06-13,8.923193
1997-06-16,8.923193
1997-06-17,9.01732
1997-06-18,8.923193
1997-06-19,8.772591
1997-06-20,8.960842999999999
1997-06-23,8.810241
1997-06-24,8.885542
1997-06-25,8.885542
1997-06-26,9.111445
1997-06-27,9.450301
1997-06-30,9.826807
1997-07-01,9.713856
1997-07-02,9.789157000000001
1997-07-03,9.676205
1997-07-07,9.676205
1997-07-08,9.864458
1997-07-09,9.789157000000001
1997-07-10,9.864458
1997-07-11,9.789157000000001
1997-07-14,10.01506
1997-07-15,9.939759
1997-07-16,10.316265
1997-07-17,10.542169
1997-07-18,10.353914999999999
1997-07-21,10.353914999999999
1997-07-22,10.128012
1997-07-23,10.278614
1997-07-24,10.730422
1997-07-25,11.445783
1997-07-28,12.763555
1997-07-29,12.575301
1997-07-30,12.575301
1997-07-31,12.575301
1997-08-01,12.612952
1997-08-04,12.537651
1997-08-05,12.876506
1997-08-06,13.478914999999999
1997-08-07,13.253012
1997-08-08,12.725904
1997-08-11,12.914157000000001
1997-08-12,12.801205
1997-08-13,12.895331
1997-08-14,12.914157000000001
1997-08-15,12.914157000000001
1997-08-18,12.838856
1997-08-19,12.989458
1997-08-20,13.14006
1997-08-21,13.064759
1997-08-22,13.027108
1997-08-25,12.951807
1997-08-26,12.801205
1997-08-27,12.612952
1997-08-28,12.763555
1997-08-29,12.85768
1997-09-02,12.914157000000001
1997-09-03,12.989458
1997-09-04,13.177710999999999
1997-09-05,13.177710999999999
1997-09-08,13.14006
1997-09-09,13.14006
1997-09-10,13.064759
1997-09-11,12.932981
1997-09-12,13.045933999999999
1997-09-15,12.951807
1997-09-16,12.85768
1997-09-17,12.951807
1997-09-18,12.932981
1997-09-19,12.85768
1997-09-22,13.064759
1997-09-23,13.102409
1997-09-24,12.801205
1997-09-25,12.820030000000001
1997-09-26,12.707078
1997-09-29,12.707078
1997-09-30,12.688253
1997-10-01,12.688253
1997-10-02,12.85768
1997-10-03,13.215361999999999
1997-10-06,14.269578
1997-10-07,15.587349
1997-10-08,15.267320000000002
1997-10-09,16.453314000000002
1997-10-10,16.810993
1997-10-13,16.378012
1997-10-14,15.869729000000001
1997-10-15,16.603916
1997-10-16,17.018072
1997-10-17,16.782757
1997-10-20,16.490963
1997-10-21,16.905120999999998
1997-10-22,16.660391
1997-10-23,16.566264999999998
1997-10-24,16.453314000000002
1997-10-27,15.493223
1997-10-28,17.036898
1997-10-29,16.716867
1997-10-30,16.415663000000002
1997-10-31,16.547439999999998
1997-11-03,16.340360999999998
1997-11-04,16.246235000000002
1997-11-05,16.227408999999998
1997-11-06,16.133284
1997-11-07,15.549698999999999
1997-11-10,14.947289000000001
1997-11-11,14.533133
1997-11-12,14.250753
1997-11-13,13.74247
1997-11-14,14.834337
1997-11-17,15.079066000000001
1997-11-18,15.229669
1997-11-19,15.286144
1997-11-20,15.361445000000002
1997-11-21,15.436747
1997-11-24,14.721385999999999
1997-11-25,14.608433999999999
1997-11-26,14.570782999999999
1997-11-28,14.608433999999999
1997-12-01,14.871988
1997-12-02,15.173193
1997-12-03,14.759035999999998
1997-12-04,15.210842999999999
