Date,NXY
1983-08-01,1.3907
1983-08-02,
1983-08-03,1.3672
1983-08-04,1.375
1983-08-05,1.3594
1983-08-08,1.3125
1983-08-09,1.3204
1983-08-10,1.336
1983-08-11,
1983-08-12,1.3594
1983-08-15,1.3829
1983-08-16,1.3672
1983-08-17,1.3672
1983-08-18,1.3907
1983-08-19,1.3985
1983-08-22,1.3985
1983-08-23,1.3907
1983-08-24,
1983-08-25,
1983-08-26,1.3907
1983-08-29,1.4063
1983-08-30,1.4219
1983-08-31,1.4688
1983-09-01,1.4532
1983-09-02,1.4532
1983-09-06,
1983-09-07,1.461
1983-09-08,
1983-09-09,
1983-09-12,1.4766
1983-09-13,1.4922
1983-09-14,1.461
1983-09-15,
1983-09-16,1.4532
1983-09-19,1.5079
1983-09-20,1.5079
1983-09-21,1.4922
1983-09-22,
1983-09-23,1.4922
1983-09-26,1.4844
1983-09-27,
1983-09-28,1.4532
1983-09-29,1.4454
1983-09-30,1.4375
1983-10-03,1.4297
1983-10-04,1.4375
1983-10-05,1.4219
1983-10-06,1.4063
1983-10-07,1.4219
1983-10-10,
1983-10-11,
1983-10-12,1.4063
1983-10-13,1.4219
1983-10-14,
1983-10-17,1.4297
1983-10-18,1.4219
1983-10-19,
1983-10-20,1.4141
1983-10-21,1.4141
1983-10-24,
1983-10-25,
1983-10-26,
1983-10-27,1.3438
1983-10-28,
1983-10-31,1.3282
1983-11-01,1.2813
1983-11-02,1.2813
1983-11-03,1.2813
1983-11-04,
1983-11-07,1.2969
1983-11-08,1.3047
1983-11-09,1.3204
1983-11-10,1.3516
1983-11-11,1.3907
1983-11-14,1.4063
1983-11-15,
1983-11-16,1.3907
1983-11-17,1.3907
1983-11-18,1.375
1983-11-21,1.375
1983-11-22,1.3907
1983-11-23,
1983-11-25,1.375
1983-11-28,1.375
1983-11-29,1.3907
1983-11-30,1.3907
1983-12-01,1.3829
1983-12-02,
1983-12-05,1.3672
1983-12-06,1.3516
1983-12-07,1.3672
1983-12-08,1.4063
1983-12-09,1.4063
1983-12-12,1.4141
1983-12-13,1.4375
1983-12-14,
1983-12-15,1.4063
1983-12-16,1.3907
1983-12-19,1.3985
1983-12-20,
1983-12-21,
1983-12-22,1.4141
1983-12-23,1.4141
1983-12-27,1.4141
1983-12-28,1.4141
1983-12-29,1.4141
1983-12-30,1.4375
1984-01-03,1.4532
1984-01-04,1.4375
1984-01-05,1.4532
1984-01-06,
1984-01-09,1.4141
1984-01-10,1.4532
1984-01-11,1.4688
1984-01-12,
1984-01-13,
1984-01-16,1.4766
1984-01-17,1.4532
1984-01-18,
1984-01-19,
1984-01-20,1.461
1984-01-23,
1984-01-24,1.4375
1984-01-25,
1984-01-26,
1984-01-27,1.461
1984-01-30,1.4766
1984-01-31,1.5157
1984-02-01,1.4844
1984-02-02,1.5
1984-02-03,
1984-02-06,1.4688
1984-02-07,1.4297
1984-02-08,
1984-02-09,1.4141
1984-02-10,1.4141
1984-02-13,
1984-02-14,1.3907
1984-02-15,
1984-02-16,
1984-02-17,
1984-02-21,1.3907
1984-02-22,1.3985
1984-02-23,1.3985
1984-02-24,1.4219
1984-02-27,
1984-02-28,1.4375
1984-02-29,1.4454
1984-03-01,1.4454
1984-03-02,1.4532
1984-03-05,1.4844
1984-03-06,1.5
1984-03-07,
1984-03-08,
1984-03-09,1.4844
1984-03-12,1.4688
1984-03-13,
1984-03-14,
1984-03-15,1.4297
1984-03-16,1.4219
1984-03-19,
1984-03-20,1.4063
1984-03-21,1.4375
1984-03-22,
1984-03-23,
1984-03-26,
1984-03-27,1.4219
1984-03-28,
1984-03-29,1.4219
1984-03-30,
1984-04-02,
1984-04-03,
1984-04-04,1.4063
1984-04-05,1.3907
1984-04-06,1.4063
1984-04-09,
1984-04-10,1.3829
1984-04-11,1.4063
1984-04-12,
1984-04-13,1.4219
1984-04-16,
1984-04-17,
1984-04-18,
1984-04-19,
1984-04-23,
1984-04-24,
1984-04-25,
1984-04-26,
1984-04-27,
1984-04-30,1.4297
1984-05-01,1.4141
1984-05-02,1.461
1984-05-03,
1984-05-04,1.4766
1984-05-07,1.4688
1984-05-08,1.5
1984-05-09,1.461
1984-05-10,
1984-05-11,1.4375
1984-05-14,1.4219
1984-05-15,1.4063
1984-05-16,1.4297
1984-05-17,
1984-05-18,
1984-05-21,
1984-05-22,1.3985
1984-05-23,
1984-05-24,1.3672
1984-05-25,1.3282
1984-05-29,1.3282
1984-05-30,
1984-05-31,1.336
1984-06-01,1.3594
1984-06-04,1.3829
1984-06-05,
1984-06-06,
1984-06-07,1.4219
1984-06-08,1.3907
1984-06-11,
1984-06-12,1.3594
1984-06-13,
1984-06-14,
1984-06-15,1.336
1984-06-18,
1984-06-19,
1984-06-20,
1984-06-21,
1984-06-22,
1984-06-25,1.3125
1984-06-26,1.2891
1984-06-27,
1984-06-28,
1984-06-29,
1984-07-02,
1984-07-03,
1984-07-05,1.2813
1984-07-06,
1984-07-09,1.2657
1984-07-10,1.2813
1984-07-11,1.2813
1984-07-12,1.2735
1984-07-13,
1984-07-16,1.2813
1984-07-17,
1984-07-18,1.2579
1984-07-19,1.2422
1984-07-20,
1984-07-23,1.1875
1984-07-24,1.1797
1984-07-25,
1984-07-26,
1984-07-27,1.2032
1984-07-30,1.2344
1984-07-31,1.2188
1984-08-01,1.2032
1984-08-02,1.2188
1984-08-03,
1984-08-06,1.2188
1984-08-07,
1984-08-08,
1984-08-09,
1984-08-10,1.2266
1984-08-13,1.2422
1984-08-14,1.2579
1984-08-15,1.2657
1984-08-16,
1984-08-17,
1984-08-20,1.2969
1984-08-21,1.3204
1984-08-22,1.3204
1984-08-23,
1984-08-24,1.3204
1984-08-27,1.3438
1984-08-28,
1984-08-29,1.3594
1984-08-30,1.3516
1984-08-31,1.3594
1984-09-04,1.3594
1984-09-05,1.3594
1984-09-06,1.3438
1984-09-07,1.3438
1984-09-10,
1984-09-11,1.3516
1984-09-12,
1984-09-13,1.336
1984-09-14,1.375
1984-09-17,1.375
1984-09-18,1.3594
1984-09-19,
1984-09-20,1.375
1984-09-21,
1984-09-24,1.375
1984-09-25,1.375
1984-09-26,
1984-09-27,
1984-09-28,1.3829
1984-10-01,
1984-10-02,1.3672
1984-10-03,
1984-10-04,
1984-10-05,1.375
1984-10-08,
1984-10-09,1.3516
1984-10-10,
1984-10-11,1.3594
1984-10-12,1.3594
1984-10-15,
1984-10-16,
1984-10-17,1.3438
1984-10-18,1.2969
1984-10-19,1.2579
1984-10-22,1.25
1984-10-23,1.25
1984-10-24,1.2891
1984-10-25,1.2735
1984-10-26,
1984-10-29,1.25
1984-10-30,1.2422
1984-10-31,1.2266
1984-11-01,1.2188
1984-11-02,1.25
1984-11-05,1.25
1984-11-06,1.2579
1984-11-07,
1984-11-08,
1984-11-09,
1984-11-12,1.2891
1984-11-13,1.2657
1984-11-14,1.25
1984-11-15,1.2657
1984-11-16,1.2657
1984-11-19,
1984-11-20,
1984-11-21,
1984-11-23,
1984-11-26,
1984-11-27,1.25
1984-11-28,
1984-11-29,
1984-11-30,
1984-12-03,1.2032
1984-12-04,1.1875
1984-12-05,1.1719
1984-12-06,
1984-12-07,
1984-12-10,1.1641
1984-12-11,1.1719
1984-12-12,1.1875
1984-12-13,1.1875
1984-12-14,
1984-12-17,1.1954
1984-12-18,1.1954
1984-12-19,1.2344
1984-12-20,1.2266
1984-12-21,
1984-12-24,1.2032
1984-12-26,
1984-12-27,
1984-12-28,
1984-12-31,
1985-01-02,1.2266
1985-01-03,1.2188
1985-01-04,
1985-01-07,1.2032
1985-01-08,
1985-01-09,
1985-01-10,
1985-01-11,1.2266
1985-01-14,
1985-01-15,1.2266
1985-01-16,
1985-01-17,
1985-01-18,1.2032
1985-01-21,
1985-01-22,
1985-01-23,1.1797
1985-01-24,1.1719
1985-01-25,1.1797
1985-01-28,1.1797
1985-01-29,
1985-01-30,1.2032
1985-01-31,
1985-02-01,
1985-02-04,1.1954
1985-02-05,
1985-02-06,1.2422
1985-02-07,
1985-02-08,
1985-02-11,1.2266
1985-02-12,
1985-02-13,1.25
1985-02-14,1.2813
1985-02-15,1.2735
1985-02-19,1.2657
1985-02-20,
1985-02-21,1.2188
1985-02-22,
1985-02-25,
1985-02-26,1.2344
1985-02-27,
1985-02-28,1.25
1985-03-01,1.2735
1985-03-04,1.2735
1985-03-05,
1985-03-06,1.3125
1985-03-07,
1985-03-08,
1985-03-11,1.3125
1985-03-12,
1985-03-13,
1985-03-14,
1985-03-15,
1985-03-18,
1985-03-19,1.3125
1985-03-20,
1985-03-21,1.336
1985-03-22,1.3282
1985-03-25,1.3282
1985-03-26,1.336
1985-03-27,1.3438
1985-03-28,1.3438
1985-03-29,
1985-04-01,1.3438
1985-04-02,
1985-04-03,1.3438
1985-04-04,1.3438
1985-04-08,
1985-04-09,1.3438
1985-04-10,1.3907
1985-04-11,1.4532
1985-04-12,1.4375
1985-04-15,1.4375
1985-04-16,1.4375
1985-04-17,1.4532
1985-04-18,
1985-04-19,1.4844
1985-04-22,1.461
1985-04-23,
1985-04-24,1.4532
1985-04-25,1.4532
1985-04-26,
1985-04-29,
1985-04-30,
1985-05-01,
1985-05-02,1.4454
1985-05-03,1.4219
1985-05-06,
1985-05-07,
1985-05-08,1.3594
1985-05-09,1.3672
1985-05-10,1.3594
1985-05-13,
1985-05-14,1.3516
1985-05-15,
1985-05-16,
1985-05-17,
1985-05-20,
1985-05-21,1.4063
1985-05-22,1.3829
1985-05-23,
1985-05-24,1.3985
1985-05-28,1.4375
1985-05-29,1.4141
1985-05-30,1.3907
1985-05-31,
1985-06-03,
1985-06-04,1.3594
1985-06-05,1.3282
1985-06-06,1.2969
1985-06-07,1.3125
1985-06-10,1.2735
1985-06-11,
1985-06-12,
1985-06-13,
1985-06-14,1.2657
1985-06-17,1.2657
1985-06-18,1.2735
1985-06-19,1.25
1985-06-20,
1985-06-21,1.25
1985-06-24,1.2891
1985-06-25,1.3047
1985-06-26,
1985-06-27,1.3125
1985-06-28,1.3438
1985-07-01,
1985-07-02,1.3516
1985-07-03,1.3438
1985-07-05,
1985-07-08,1.336
1985-07-09,
1985-07-10,1.336
1985-07-11,1.3125
1985-07-12,1.2813
1985-07-15,1.2891
1985-07-16,1.25
1985-07-17,1.2891
1985-07-18,
1985-07-19,
1985-07-22,1.2813
1985-07-23,1.2579
1985-07-24,
1985-07-25,1.3047
1985-07-26,1.3204
1985-07-29,1.3047
1985-07-30,
1985-07-31,1.3047
1985-08-01,
1985-08-02,1.3047
1985-08-05,
1985-08-06,1.3125
1985-08-07,1.2891
1985-08-08,1.2813
1985-08-09,1.2579
1985-08-12,1.2813
1985-08-13,
1985-08-14,1.3125
1985-08-15,1.3204
1985-08-16,1.3282
1985-08-19,1.3204
1985-08-20,1.3125
1985-08-21,1.3047
1985-08-22,1.3125
1985-08-23,1.3282
1985-08-26,1.3282
1985-08-27,1.3516
1985-08-28,1.3438
1985-08-29,1.3594
1985-08-30,1.3438
1985-09-03,
1985-09-04,1.3438
1985-09-05,1.336
1985-09-06,1.2969
1985-09-09,
1985-09-10,1.2657
1985-09-11,1.2657
1985-09-12,1.2657
1985-09-13,1.2266
1985-09-16,1.211
1985-09-17,1.1875
1985-09-18,
1985-09-19,
1985-09-20,1.2032
1985-09-23,1.2188
1985-09-24,
1985-09-25,1.1954
1985-09-26,1.2032
1985-09-30,
1985-10-01,1.2344
1985-10-02,
1985-10-03,1.2344
1985-10-04,
1985-10-07,
1985-10-08,
1985-10-09,1.2032
1985-10-10,
1985-10-11,1.1875
1985-10-14,
1985-10-15,1.2032
1985-10-16,1.2032
1985-10-17,1.1875
1985-10-18,1.1875
1985-10-21,1.1954
1985-10-22,1.1954
1985-10-23,1.1719
1985-10-24,
1985-10-25,
1985-10-28,1.2032
1985-10-29,1.1954
1985-10-30,1.1875
1985-10-31,1.1875
1985-11-01,1.1875
1985-11-04,1.1719
1985-11-05,1.1719
1985-11-06,1.1641
1985-11-07,1.1563
1985-11-08,
1985-11-11,
1985-11-12,
1985-11-13,1.1954
1985-11-14,1.1875
1985-11-15,1.2188
1985-11-18,1.2188
1985-11-19,1.2032
1985-11-20,1.211
1985-11-21,
1985-11-22,
1985-11-25,
1985-11-26,1.1563
1985-11-27,1.1641
1985-11-29,1.1954
1985-12-02,
1985-12-03,1.1954
1985-12-04,1.1954
1985-12-05,1.1875
1985-12-06,1.1719
1985-12-09,1.1485
1985-12-10,1.125
1985-12-11,1.0469
1985-12-12,1.0469
1985-12-13,1.0625
1985-12-16,1.0782
1985-12-17,1.125
1985-12-18,1.125
1985-12-19,1.1094
1985-12-20,1.1016
1985-12-23,1.1094
1985-12-24,1.125
1985-12-26,1.1094
1985-12-27,1.125
1985-12-30,1.125
1985-12-31,1.1407
1986-01-02,1.1329
1986-01-03,
1986-01-06,1.1329
1986-01-07,1.1094
1986-01-08,1.1094
1986-01-09,1.1016
1986-01-10,1.0938
1986-01-13,1.1016
1986-01-14,1.086
1986-01-15,1.086
1986-01-16,1.086
1986-01-17,1.0391
1986-01-20,1.0313
1986-01-21,0.9844
1986-01-22,0.9454
1986-01-23,0.9454
1986-01-24,0.9688
1986-01-27,0.961
1986-01-28,0.9688
1986-01-29,0.9454
1986-01-30,0.9532
1986-01-31,0.9219
1986-02-03,0.9141
1986-02-04,0.8438
1986-02-05,0.8282
1986-02-06,0.8438
1986-02-07,0.8516
1986-02-10,0.8438
1986-02-11,0.8438
1986-02-12,0.8594
1986-02-13,0.8438
1986-02-14,0.8516
1986-02-18,0.8204
1986-02-19,0.8125
1986-02-20,0.7813
1986-02-21,0.7657
1986-02-24,0.7735
1986-02-25,0.8282
1986-02-26,0.8594
1986-02-27,0.836
1986-02-28,0.8282
1986-03-03,0.8125
1986-03-04,0.836
1986-03-05,0.8125
1986-03-06,
1986-03-07,0.8204
1986-03-10,0.8204
1986-03-11,0.8125
1986-03-12,0.836
1986-03-13,0.836
1986-03-14,0.8047
1986-03-17,0.8282
1986-03-18,0.8282
1986-03-19,0.8204
1986-03-20,0.8282
1986-03-21,0.8125
1986-03-24,0.8282
1986-03-25,0.7969
1986-03-26,
1986-03-27,0.7969
1986-03-31,0.8047
1986-04-01,0.7813
1986-04-02,0.8204
1986-04-03,0.8125
1986-04-04,
1986-04-07,0.8282
1986-04-08,0.836
1986-04-09,0.8204
1986-04-10,0.8204
1986-04-11,0.8125
1986-04-14,0.8125
1986-04-15,0.8047
1986-04-16,0.8125
1986-04-17,0.7969
1986-04-18,0.7735
1986-04-21,0.7813
1986-04-22,0.7657
1986-04-23,0.75
1986-04-24,0.75
1986-04-25,0.75
1986-04-28,0.75
1986-04-29,
1986-04-30,0.7657
1986-05-01,0.7657
1986-05-02,0.7657
1986-05-05,0.7813
1986-05-06,0.7813
1986-05-07,0.75
1986-05-08,0.8047
1986-05-09,0.8125
1986-05-12,0.8204
1986-05-13,0.8907
1986-05-14,0.8907
1986-05-15,0.8985
1986-05-16,0.8907
1986-05-19,0.9141
1986-05-20,0.8829
1986-05-21,0.8594
1986-05-22,0.8438
1986-05-23,
1986-05-27,0.8282
1986-05-28,0.836
1986-05-29,0.8438
1986-05-30,0.8125
1986-06-02,0.7969
1986-06-03,0.7891
1986-06-04,0.7657
1986-06-05,0.7813
1986-06-06,0.7813
1986-06-09,0.7657
1986-06-10,0.7813
1986-06-11,0.8047
1986-06-12,0.8282
1986-06-13,0.8125
1986-06-16,0.8125
1986-06-17,0.8047
1986-06-18,0.836
1986-06-19,0.8125
1986-06-20,0.8047
1986-06-23,0.7657
1986-06-24,0.7891
1986-06-25,0.7969
1986-06-26,0.7969
1986-06-27,0.8047
1986-06-30,
1986-07-01,0.7969
1986-07-02,0.7969
1986-07-03,0.7813
1986-07-07,0.7657
1986-07-08,0.75
1986-07-09,0.7344
1986-07-10,0.7344
1986-07-11,0.75
1986-07-14,0.75
1986-07-15,0.7344
1986-07-16,0.7344
1986-07-17,
1986-07-18,0.7657
1986-07-21,0.7813
1986-07-22,0.7813
1986-07-23,0.7969
1986-07-24,0.75
1986-07-25,0.7657
1986-07-28,0.75
1986-07-29,
1986-07-30,0.7579
1986-07-31,0.75
1986-08-01,0.7657
1986-08-04,
1986-08-05,0.8594
1986-08-06,0.8047
1986-08-07,0.8047
1986-08-08,
1986-08-11,0.8282
1986-08-12,0.8438
1986-08-13,0.8204
1986-08-14,
1986-08-15,0.8282
1986-08-18,0.8594
1986-08-19,0.8594
1986-08-20,0.8516
1986-08-21,0.8438
1986-08-22,0.8125
1986-08-25,0.8282
1986-08-26,0.8438
1986-08-27,0.875
1986-08-28,0.8907
1986-08-29,0.9063
1986-09-02,0.9219
1986-09-03,0.9063
1986-09-04,0.9219
1986-09-05,0.9766
1986-09-08,0.9688
1986-09-09,0.961
1986-09-10,
1986-09-11,0.9688
1986-09-12,
1986-09-15,0.9219
1986-09-16,0.9219
1986-09-17,0.9063
1986-09-18,0.9219
1986-09-19,0.9219
1986-09-22,0.961
1986-09-23,0.9532
1986-09-24,0.9532
1986-09-25,0.9532
1986-09-26,0.8907
1986-09-29,0.875
1986-09-30,0.9063
1986-10-01,0.9141
1986-10-02,0.9219
1986-10-03,0.9375
1986-10-06,0.9219
1986-10-07,0.9454
1986-10-08,
1986-10-09,0.9454
1986-10-10,0.9688
1986-10-13,
1986-10-14,0.9454
1986-10-15,0.9454
1986-10-16,
1986-10-17,0.9766
1986-10-20,0.9844
1986-10-21,
1986-10-22,0.9688
1986-10-23,0.9844
1986-10-24,1.0079
1986-10-27,1.0079
1986-10-28,
1986-10-29,
1986-10-30,1.0
1986-10-31,1.0
1986-11-03,
1986-11-04,
1986-11-05,1.0235
1986-11-06,
1986-11-07,1.0157
1986-11-10,1.0157
1986-11-11,1.0157
1986-11-12,1.0313
1986-11-13,
1986-11-14,1.0547
1986-11-17,1.0313
1986-11-18,1.0469
1986-11-19,1.0391
1986-11-20,1.0391
1986-11-21,1.0235
1986-11-24,1.0313
1986-11-25,1.0469
1986-11-26,1.0469
1986-11-28,1.0469
1986-12-01,
1986-12-02,1.0469
1986-12-03,1.0391
1986-12-04,1.0391
1986-12-05,1.0469
1986-12-08,1.0391
1986-12-09,1.0469
1986-12-10,1.0391
1986-12-11,
1986-12-12,1.0704
1986-12-15,
1986-12-16,1.0547
1986-12-17,1.0469
1986-12-18,1.0547
1986-12-19,1.0625
1986-12-22,1.0625
1986-12-23,1.0938
1986-12-24,1.1016
1986-12-26,1.0782
1986-12-29,1.0704
1986-12-30,1.0704
1986-12-31,1.0704
1987-01-02,1.086
1987-01-05,
1987-01-06,1.1016
1987-01-07,
1987-01-08,1.125
1987-01-09,1.1485
1987-01-12,1.1797
1987-01-13,1.2032
1987-01-14,1.1954
1987-01-15,1.1954
1987-01-16,1.2032
1987-01-19,1.2032
1987-01-20,1.2188
1987-01-21,1.2188
1987-01-22,1.2266
1987-01-23,1.25
1987-01-26,1.2657
1987-01-27,1.2813
1987-01-28,1.3438
1987-01-29,
1987-01-30,1.336
1987-02-02,1.3438
1987-02-03,
1987-02-04,
1987-02-05,1.3672
1987-02-06,1.3594
1987-02-09,1.3907
1987-02-10,
1987-02-11,1.3829
1987-02-12,1.3516
1987-02-13,1.3438
1987-02-17,1.3047
1987-02-18,1.2813
1987-02-19,1.2735
1987-02-20,1.2969
1987-02-23,1.2969
1987-02-24,1.2891
1987-02-25,1.3125
1987-02-26,
1987-02-27,1.3204
1987-03-02,
1987-03-03,1.375
1987-03-04,
1987-03-05,1.4454
1987-03-06,1.4688
1987-03-09,1.4532
1987-03-10,1.4688
1987-03-11,1.4766
1987-03-12,1.5157
1987-03-13,1.5313
1987-03-16,1.5313
1987-03-17,1.5469
1987-03-18,1.5704
1987-03-19,1.5938
1987-03-20,1.6329
1987-03-23,1.6407
1987-03-24,1.6407
1987-03-25,
1987-03-26,
1987-03-27,1.6485
1987-03-30,1.625
1987-03-31,1.5938
1987-04-01,1.5704
1987-04-02,1.5547
1987-04-03,1.586
1987-04-06,1.6407
1987-04-07,1.6407
1987-04-08,1.6719
1987-04-09,1.7032
1987-04-10,1.6719
1987-04-13,1.6641
1987-04-14,1.6016
1987-04-15,
1987-04-16,1.6329
1987-04-20,1.6563
1987-04-21,1.6875
1987-04-22,1.6485
1987-04-23,1.6172
1987-04-24,
1987-04-27,
1987-04-28,1.5625
1987-04-29,
1987-04-30,1.6094
1987-05-01,1.6172
1987-05-04,
1987-05-05,1.6172
1987-05-06,1.6485
1987-05-07,1.6875
1987-05-08,1.711
1987-05-11,1.7735
1987-05-12,1.8907
1987-05-13,2.0157
1987-05-14,1.9375
1987-05-15,1.9063
1987-05-18,1.9063
1987-05-19,1.8282
1987-05-20,1.8282
1987-05-21,1.8282
1987-05-22,1.8125
1987-05-26,1.8125
1987-05-27,
1987-05-28,1.7657
1987-05-29,1.7344
1987-06-01,1.7266
1987-06-02,1.7188
1987-06-03,1.7344
1987-06-04,1.75
1987-06-05,
1987-06-08,1.7657
1987-06-09,1.75
1987-06-10,
1987-06-11,
1987-06-12,
1987-06-15,1.75
1987-06-16,1.7813
1987-06-17,
1987-06-18,
1987-06-19,1.7891
1987-06-22,1.8047
1987-06-23,1.875
1987-06-24,1.8907
1987-06-25,1.875
1987-06-26,1.875
1987-06-29,1.8594
1987-06-30,1.8594
1987-07-01,1.8829
1987-07-02,
1987-07-06,
1987-07-07,
1987-07-08,2.0157
1987-07-09,2.0469
1987-07-10,
1987-07-13,2.0
1987-07-14,1.9844
1987-07-15,2.0
1987-07-16,
1987-07-17,2.0157
1987-07-20,
1987-07-21,2.0235
1987-07-22,2.0157
1987-07-23,2.0157
1987-07-24,
1987-07-27,1.9688
1987-07-28,2.0
1987-07-29,2.0782
1987-07-30,2.0625
1987-07-31,2.0625
1987-08-03,2.0938
1987-08-04,2.0938
1987-08-05,2.0782
1987-08-06,2.0
1987-08-07,2.0469
1987-08-10,
1987-08-11,2.0313
1987-08-12,
1987-08-13,2.0
1987-08-14,1.9844
1987-08-17,1.9844
1987-08-18,1.9297
1987-08-19,1.8516
1987-08-20,1.8204
1987-08-21,1.8282
1987-08-24,1.8204
1987-08-25,1.875
1987-08-26,1.9063
1987-08-27,1.9063
1987-08-28,
1987-08-31,1.9219
1987-09-01,
1987-09-02,
1987-09-03,
1987-09-04,
1987-09-08,1.8594
1987-09-09,
1987-09-10,1.8282
1987-09-11,1.8282
1987-09-14,1.8438
1987-09-15,
1987-09-16,
1987-09-17,1.836
1987-09-18,1.8516
1987-09-21,1.875
1987-09-22,
1987-09-23,
1987-09-24,1.9063
1987-09-25,
1987-09-28,1.9063
1987-09-29,
1987-09-30,1.9219
1987-10-01,
1987-10-02,1.9297
1987-10-05,1.9297
1987-10-06,
1987-10-07,
1987-10-08,1.9532
1987-10-09,1.9688
1987-10-12,
1987-10-13,1.9063
1987-10-14,
1987-10-15,1.9063
1987-10-16,
1987-10-19,1.8125
1987-10-20,1.7188
1987-10-21,1.7188
1987-10-22,1.6719
1987-10-23,1.625
1987-10-26,1.5625
1987-10-27,
1987-10-28,
1987-10-29,
1987-10-30,1.75
1987-11-02,1.6563
1987-11-03,1.5625
1987-11-04,1.5625
1987-11-05,1.5
1987-11-06,1.5157
1987-11-09,
1987-11-10,1.4063
1987-11-11,1.4063
1987-11-12,
1987-11-13,1.4375
1987-11-16,1.4532
1987-11-17,
1987-11-18,
1987-11-19,
1987-11-20,1.4375
1987-11-23,
1987-11-24,1.5
1987-11-25,1.5625
1987-11-27,1.625
1987-11-30,1.6563
1987-12-01,
1987-12-02,1.5625
1987-12-03,
1987-12-04,
1987-12-07,1.4688
1987-12-08,
1987-12-09,1.4688
1987-12-10,
1987-12-11,
1987-12-14,
1987-12-15,1.4063
1987-12-16,1.4063
1987-12-17,1.4063
1987-12-18,1.375
1987-12-21,1.4375
1987-12-22,
1987-12-23,1.4375
1987-12-24,
1987-12-28,
1987-12-29,1.4375
1987-12-30,1.4375
1987-12-31,1.5
1988-01-04,
1988-01-05,1.625
1988-01-06,
1988-01-07,1.6563
1988-01-08,1.6563
1988-01-11,
1988-01-12,
1988-01-13,
1988-01-14,
1988-01-15,1.625
1988-01-18,1.6563
1988-01-19,1.6563
1988-01-20,
1988-01-21,
1988-01-22,1.625
1988-01-25,
1988-01-26,
1988-01-27,
1988-01-28,
1988-01-29,
1988-02-01,
1988-02-02,1.625
1988-02-03,1.625
1988-02-04,
1988-02-05,1.5625
1988-02-08,1.5938
1988-02-09,
1988-02-10,
1988-02-11,
1988-02-12,
1988-02-16,1.6563
1988-02-17,
1988-02-18,
1988-02-19,1.7032
1988-02-22,1.7032
1988-02-23,
1988-02-24,
1988-02-25,
1988-02-26,1.7032
1988-02-29,1.7188
1988-03-01,1.7344
1988-03-02,
1988-03-03,
1988-03-04,
1988-03-07,
1988-03-08,1.6875
1988-03-09,1.8125
1988-03-10,1.875
1988-03-11,
1988-03-14,
1988-03-15,1.8438
1988-03-16,
1988-03-17,
1988-03-18,1.8594
1988-03-21,1.8594
1988-03-22,
1988-03-23,1.8907
1988-03-24,
1988-03-25,1.875
1988-03-28,1.8125
1988-03-29,
1988-03-30,1.8907
1988-03-31,
1988-04-04,
1988-04-05,
1988-04-06,
1988-04-07,
1988-04-08,1.9375
1988-04-11,
1988-04-12,2.0
1988-04-13,2.0782
1988-04-14,2.0625
1988-04-15,2.0625
1988-04-18,2.0625
1988-04-19,2.0625
1988-04-20,2.0625
1988-04-21,2.0938
1988-04-22,
1988-04-25,2.0313
1988-04-26,2.0625
1988-04-27,
1988-04-28,
1988-04-29,2.0313
1988-05-02,2.0
1988-05-03,
1988-05-04,1.9688
1988-05-05,
1988-05-06,1.9375
1988-05-09,
1988-05-10,
1988-05-11,
1988-05-12,
1988-05-13,1.875
1988-05-16,1.8125
1988-05-17,
1988-05-18,1.8438
1988-05-19,
1988-05-20,
1988-05-23,
1988-05-24,
1988-05-25,
1988-05-26,
1988-05-27,1.7657
1988-05-31,
1988-06-01,1.75
1988-06-02,
1988-06-03,
1988-06-06,
1988-06-07,1.7344
1988-06-08,1.7969
1988-06-09,1.8282
1988-06-10,1.8438
1988-06-13,1.7657
1988-06-14,1.8125
1988-06-15,
1988-06-16,
1988-06-17,
1988-06-20,1.8125
1988-06-21,
1988-06-22,
1988-06-23,1.8594
1988-06-24,1.8594
1988-06-27,
1988-06-28,
1988-06-29,
1988-06-30,
1988-07-01,1.9219
1988-07-05,1.9063
1988-07-06,
1988-07-07,
1988-07-08,
1988-07-11,1.8282
1988-07-12,1.7969
1988-07-13,1.7969
1988-07-14,1.75
1988-07-15,1.7657
1988-07-18,
1988-07-19,
1988-07-20,
1988-07-21,
1988-07-22,
1988-07-25,1.7657
1988-07-26,1.75
1988-07-27,1.7032
1988-07-28,1.7188
1988-07-29,
1988-08-01,
1988-08-02,1.75
1988-08-03,
1988-08-04,
1988-08-05,1.75
1988-08-08,1.75
1988-08-09,
1988-08-10,1.75
1988-08-11,1.7344
1988-08-12,1.6875
1988-08-15,
1988-08-16,
1988-08-17,1.6563
1988-08-18,
1988-08-19,
1988-08-22,1.625
1988-08-23,1.6719
1988-08-24,
1988-08-25,
1988-08-26,
1988-08-29,1.625
1988-08-30,
1988-08-31,1.5938
1988-09-01,
1988-09-02,
1988-09-06,
1988-09-07,1.5938
1988-09-08,
1988-09-09,1.5938
1988-09-12,
1988-09-13,
1988-09-14,1.6094
1988-09-15,
1988-09-16,
1988-09-19,
1988-09-20,1.6094
1988-09-21,
1988-09-22,1.5782
1988-09-23,
1988-09-26,1.5938
1988-09-27,
1988-09-28,1.5938
1988-09-29,
1988-09-30,1.625
1988-10-03,1.6407
1988-10-04,1.5782
1988-10-05,
1988-10-06,
1988-10-07,
1988-10-10,
1988-10-11,
1988-10-12,
1988-10-13,1.5625
